prev_rev_yoy,eps_yoy,rev_yoy,gm,prev_eps_yoy,pe,expansion,prev_eps,prev_year,status,price,name,advice,symbol,date,est_price,eps,om
-3.04,-5.41,87.28,N/A,13.93,35.815877941556764,-92.69,15.46,2025,📉 獲利侵蝕,1385.0,萬潤,❌ 暫避觀望,6187.TWO,2026-03,580.0500000000001,3.37,N/A
6.05,-5.45,87.35,47.79%,-37.57,11.183035373705358,-92.8,1.13,2025,📉 獲利侵蝕,25.0499992371,立益物流,⚪ 中性觀察,1443.TW,2026-03,33.599999999999994,0.52,28.93%
-0.63,9.09,102.8,N/A,-165.22,0.0,-93.71,-0.65,2025,⚠️ 獲利稀釋,19.1499996185,新華,⚪ 數據不足,5481.TWO,2026-03,-28.799999999999997,-0.1,N/A
43.12,153.57,247.78,44.07%,4.26,3.374999853288462,-94.21000000000001,2.01,2025,⚠️ 獲利稀釋,17.5499992371,正德,⚪ 中性觀察,2641.TWO,2026-03,77.99999999999999,0.71,38.28%
-51.69,7.14,101.73,11.07%,-222.73,0.0,-94.59,-1.08,2025,⚠️ 獲利稀釋,17.5,台蠟,⚪ 數據不足,1742.TWO,2026-03,-42.0,-0.13,-115.34%
6.56,0.0,94.61,N/A,26.76,10.486284099014965,-94.61,3.7,2025,📉 獲利侵蝕,84.0999984741,來頡,⚪ 中性觀察,6799.TW,2026-03,120.3,1.14,N/A
29.32,-70.31,24.31,45.11%,39.18,6.4743589743589745,-94.62,3.42,2025,📉 獲利侵蝕,50.5,虹冠電,⚪ 中性觀察,3257.TW,2026-03,117.0,0.19,18.06%
32.86,92.31,187.13,56.44%,-184.62,0.0,-94.82,-0.22,2025,🔄 轉虧為盈,90.0,天良,⚪ 數據不足,4127.TWO,2026-03,-4.800000000000001,0.75,-18.66%
728.61,-19.18,76.82,25.21%,84.48,4.050632804092827,-96.0,3.21,2025,📉 獲利侵蝕,28.7999992371,雋揚,⚪ 中性觀察,1439.TW,2026-03,106.64999999999999,0.59,13.53%
-1.2,-44.83,51.66,N/A,42.35,5.954979744324694,-96.49,2.42,2025,📉 獲利侵蝕,43.6500015259,羅麗芬-KY,⚪ 中性觀察,6666.TW,2026-03,109.94999999999999,0.32,N/A
21.54,-54.04,42.85,78.77%,23.26,6.283833323035844,-96.89,5.83,2025,🏰 高護城河,85.9000015259,聯合,⚪ 中性觀察,4129.TWO,2026-03,205.05,0.91,11.96%
1.22,83.33,180.37,-12.51%,41.28,0.0,-97.04,-0.64,2025,⚠️ 獲利稀釋,10.8500003815,精金,⚪ 數據不足,3049.TW,2026-03,-27.150000000000002,-0.04,-21.51%
41.85,75.7,174.03,N/A,70.36,0.0,-98.33,-1.31,2025,⚠️ 獲利稀釋,70.8000030518,夠麻吉,⚪ 數據不足,8472.TWO,2026-03,-65.7,-0.26,N/A
11.08,-72.0,27.24,N/A,-37.25,44.61111280655555,-99.24,1.01,2025,📉 獲利侵蝕,40.1500015259,創控,❌ 暫避觀望,6909.TW,2026-03,13.500000000000002,0.07,N/A
9.43,2.52,102.09,N/A,7.78,13.507479348068765,-99.57000000000001,17.32,2025,⚠️ 獲利稀釋,605.0,達發,⚪ 中性觀察,6526.TW,2026-03,671.85,4.47,N/A
31.54,-26.36,73.34,N/A,-54.81,22.054380664652566,-99.7,1.09,2025,📉 獲利侵蝕,73.0,奈米醫材,❌ 暫避觀望,6612.TWO,2026-03,49.65,0.81,N/A
2.84,-4.97,95.17,47.97%,-17.91,13.661717550052545,-100.14,159.41,2025,📉 獲利侵蝕,5070.0,大立光,⚪ 中性觀察,3008.TW,2026-03,5566.650000000001,46.63,36.75%
-26.68,-75.56,25.37,N/A,-49.48,20.2020202020202,-100.93,2.51,2025,📉 獲利侵蝕,120.0,全訊,❌ 暫避觀望,5222.TW,2026-03,89.10000000000001,0.22,N/A
23.03,-10.96,90.0,50.62%,16.35,93.52409638554218,-100.96000000000001,1.46,2025,🏰 高護城河,310.5,達明,❌ 暫避觀望,4585.TW,2026-03,49.8,0.65,5.77%
-4.98,-6.82,94.17,51.62%,-40.33,7.473411899971254,-100.99000000000001,14.47,2025,🏰 高護城河,260.0,碩天,⚪ 中性觀察,3617.TW,2026-03,521.8500000000001,4.13,10.14%
59.65,-56.52,44.81,32.97%,177.61,7.830188859174527,-101.33000000000001,1.86,2025,📉 獲利侵蝕,33.2000007629,綠意,⚪ 中性觀察,2596.TWO,2026-03,63.6,0.2,26.41%
66.0,51.34,152.85,N/A,45.15,7.627492014539046,-101.50999999999999,72.7,2025,⚠️ 獲利稀釋,1385.0,祥碩,⚪ 中性觀察,5269.TW,2026-03,2723.7000000000003,24.85,N/A
31.05,82.16,185.89,60.80%,122.05,34.62441314553991,-103.72999999999999,27.7,2025,🏰 高護城河,2360.0,致茂,❌ 暫避觀望,2360.TW,2026-03,1022.4,9.12,34.82%
3.07,-11.4,92.55,N/A,-9.46,9.699376063528076,-103.95,15.06,2025,📉 獲利侵蝕,342.0,群翊,⚪ 中性觀察,6664.TWO,2026-03,528.9000000000001,3.73,N/A
-25.18,-48.78,55.25,N/A,-59.0,15.80037693519774,-104.03,1.96,2025,📉 獲利侵蝕,83.9000015259,傳奇,❌ 暫避觀望,4994.TW,2026-03,79.64999999999999,0.42,N/A
0.24,0.0,104.44,N/A,-3.37,8.00982800982801,-104.44,8.32,2025,📉 獲利侵蝕,163.0,普萊德,⚪ 中性觀察,6263.TWO,2026-03,305.25,2.1,N/A
59.96,1441.85,1546.32,N/A,75.21,15.713258703912906,-104.47000000000003,21.72,2025,⚠️ 獲利稀釋,1530.0,宜鼎,❌ 暫避觀望,5289.TWO,2026-03,1460.5500000000002,57.49,N/A
42.16,390.6,495.09,N/A,56.1,5.029850860134328,-104.48999999999995,2.56,2025,⚠️ 獲利稀釋,33.7000007629,致和證,⚪ 中性觀察,5864.TWO,2026-03,100.5,3.4,N/A
-48.0,-9.09,95.77,208.69%,-373.33,0.0,-104.86,-1.29,2025,🏰 高護城河,17.8500003815,東華,⚪ 數據不足,1418.TW,2026-03,-87.00000000000001,-0.75,-991.43%
11.58,6.25,111.9,52.30%,-3.09,4.818304172274563,-105.65,15.04,2025,🏰 高護城河,179.0,豆府,⚪ 中性觀察,2752.TWO,2026-03,557.25,4.08,11.29%
-15.8,-94.5,11.68,57.83%,-92.76,3.1410657350532913,-106.18,6.1,2025,🏰 高護城河,50.0999984741,材料*-KY,⚪ 中性觀察,4763.TW,2026-03,239.25,1.13,50.09%
32.13,1706.79,1813.26,48.37%,144.7,5.899705014749263,-106.47000000000003,23.18,2025,⚠️ 獲利稀釋,400.0,威剛,⚪ 中性觀察,3260.TWO,2026-03,1017.0,30.05,35.36%
84.93,-84.96,22.14,21.56%,34.17,7.656765508701871,-107.1,3.39,2025,📉 獲利侵蝕,69.5999984741,佳穎,⚪ 中性觀察,3310.TWO,2026-03,136.35,0.34,5.55%
30.53,328.95,436.36,N/A,24.77,43.460490463215265,-107.41000000000003,1.38,2025,⚠️ 獲利稀釋,159.5,聯策,❌ 暫避觀望,6658.TW,2026-03,55.04999999999999,1.63,N/A
-0.53,-36.0,71.52,N/A,-47.64,9.142857506142857,-107.52,1.11,2025,📉 獲利侵蝕,19.2000007629,喬福,⚪ 中性觀察,1540.TW,2026-03,31.5,0.32,N/A
0.37,-63.29,44.42,75.32%,-35.61,11.11607125828125,-107.71000000000001,2.24,2025,🏰 高護城河,49.7999992371,科妍,⚪ 中性觀察,1786.TW,2026-03,67.2,0.29,19.86%
19.44,-4.73,104.27,49.95%,12.8,4.480820105820105,-109.0,12.69,2025,📉 獲利侵蝕,135.5,優群,⚪ 中性觀察,3217.TWO,2026-03,453.6,2.82,28.69%
27.91,43.77,153.11,N/A,-26.31,34.46727293140227,-109.34,33.5,2025,⚠️ 獲利稀釋,3070.0,印能科技,❌ 暫避觀望,7734.TWO,2026-03,1336.05,14.68,N/A
19.26,78.26,187.97,N/A,0.0,8.88888888888889,-109.71,4.16,2025,⚠️ 獲利稀釋,100.0,虎門科技,⚪ 中性觀察,6791.TWO,2026-03,168.75,1.64,N/A
-15.0,-14.71,95.21,30.43%,-14.62,0.0,-109.91999999999999,-1.96,2025,📉 獲利侵蝕,42.7999992371,欣大健康,⚪ 數據不足,4198.TWO,2026-03,-74.55000000000001,-0.39,-23.61%
4.37,9.77,119.83,51.63%,0.9,6.975697569756976,-110.06,9.01,2025,🏰 高護城河,155.0,大車隊,⚪ 中性觀察,2640.TWO,2026-03,333.29999999999995,2.36,21.47%
-15.61,-4.79,105.69,44.03%,51.69,8.572522005357825,-110.48,9.42,2025,📉 獲利侵蝕,224.0,璟德,⚪ 中性觀察,3152.TWO,2026-03,391.95000000000005,1.39,18.21%
35.45,-46.56,64.12,N/A,-8.36,16.143497757847534,-110.68,2.86,2025,📉 獲利侵蝕,108.0,伯特光,❌ 暫避觀望,6859.TWO,2026-03,100.35000000000001,1.01,N/A
8.21,-9.48,101.71,48.08%,-4.02,9.226611761678035,-111.19,28.77,2025,📉 獲利侵蝕,717.0,瑞昱,⚪ 中性觀察,2379.TW,2026-03,1165.6499999999999,8.44,8.88%
2.75,12.12,123.39,43.22%,1.74,8.524590163934425,-111.27,1.17,2025,⚠️ 獲利稀釋,26.0,台灣高鐵,⚪ 中性觀察,2633.TW,2026-03,45.75000000000001,0.37,38.82%
-0.63,2.33,113.93,33.67%,-49.5,10.02173879873913,-111.60000000000001,1.01,2025,⚠️ 獲利稀釋,23.0499992371,力特,⚪ 中性觀察,3051.TW,2026-03,34.5,0.45,15.38%
-74.75,-35.56,76.83,N/A,-80.85,6.608040009309046,-112.39,3.07,2025,📉 獲利侵蝕,52.5999984741,永信建,⚪ 中性觀察,5508.TWO,2026-03,119.39999999999999,0.87,N/A
1.32,-14.42,98.42,51.18%,-15.13,16.93438140806562,-112.84,12.0,2025,🏰 高護城河,495.5,台灣精銳,❌ 暫避觀望,4583.TW,2026-03,438.9,3.56,30.40%
15.91,12.5,125.36,N/A,23.44,5.761670949127765,-112.86,4.74,2025,⚠️ 獲利稀釋,46.9000015259,凌網,⚪ 中性觀察,5212.TWO,2026-03,122.09999999999998,0.54,N/A
-98.98,-100.0,13.7,N/A,-116.36,0.0,-113.7,-0.09,2025,📉 獲利侵蝕,30.3500003815,豐謙,⚪ 數據不足,5523.TWO,2026-03,-3.9000000000000004,-0.04,N/A
22.33,14.99,128.79,48.09%,5.64,6.758996212121212,-113.8,16.97,2025,⚠️ 獲利稀釋,285.5,凡甲,⚪ 中性觀察,3526.TWO,2026-03,633.6,4.7,32.41%
1.91,289.29,403.24,N/A,24.55,0.0,-113.94999999999999,2.08,2025,⚠️ 獲利稀釋,171.0,雅特力-KY,⚪ 數據不足,6907.TWO,2026-03,0.0,1.16,N/A
30.15,2.94,117.76,N/A,44.26,4.591696453120703,-114.82000000000001,14.61,2025,⚠️ 獲利稀釋,167.0,東聯互動,⚪ 中性觀察,7738.TWO,2026-03,545.5500000000001,2.8,N/A
-3.05,50.0,164.92,N/A,-48.04,10.049019607843137,-114.91999999999999,5.44,2025,⚠️ 獲利稀釋,123.0,伯鑫,⚪ 中性觀察,6904.TWO,2026-03,183.6,1.83,N/A
10.12,154.74,269.86,38.23%,-207.69,0.0,-115.12,-1.4,2025,🔄 轉虧為盈,23.6000003815,李洲,⚪ 數據不足,3066.TWO,2026-03,-67.35000000000001,0.52,-18.85%
-16.33,-18.06,97.54,58.30%,-28.5,2.6802299192436974,-115.60000000000001,9.29,2025,🏰 高護城河,60.5999984741,潤泰全,⚪ 中性觀察,2915.TW,2026-03,339.15,2.59,5.98%
4.11,-73.68,42.46,N/A,0.0,13.389830670084745,-116.14000000000001,0.66,2025,📉 獲利侵蝕,15.8000001907,景岳,⚪ 中性觀察,3164.TW,2026-03,17.700000000000003,0.05,N/A
5.21,14.09,131.29,47.07%,2.75,5.677655677655677,-117.19999999999999,16.02,2025,⚠️ 獲利稀釋,232.5,王品,⚪ 中性觀察,2727.TW,2026-03,614.25,5.04,7.36%
1.19,-17.86,99.89,56.51%,-38.61,24.36507997059524,-117.75,1.02,2025,🏰 高護城河,61.4000015259,訊聯,❌ 暫避觀望,1784.TWO,2026-03,37.8,0.25,-0.97%
3.26,-3.51,114.65,N/A,-11.08,6.910646387832699,-118.16000000000001,20.87,2025,📉 獲利侵蝕,363.5,晶碩,⚪ 中性觀察,6491.TW,2026-03,789.0,6.06,N/A
16.33,0.0,119.32,N/A,20.95,5.720823798627002,-119.32,7.41,2025,📉 獲利侵蝕,100.0,叡揚,⚪ 中性觀察,6752.TWO,2026-03,262.2,1.39,N/A
12.32,-17.75,102.07,46.13%,-1.14,23.963079107745106,-119.82,66.16,2025,📉 獲利侵蝕,4050.0,聯發科,❌ 暫避觀望,2454.TW,2026-03,2535.1499999999996,15.17,14.55%
27.6,-42.98,76.96,N/A,66.87,6.0495438756062585,-119.94,5.62,2025,📉 獲利侵蝕,92.8000030518,創惟,⚪ 中性觀察,6104.TWO,2026-03,230.1,1.34,N/A
30.1,-15.62,104.82,N/A,58.93,5.103734518983402,-120.44,2.0,2025,📉 獲利侵蝕,24.6000003815,德鴻,⚪ 中性觀察,6910.TWO,2026-03,72.30000000000001,0.27,N/A
-45.74,-120.75,0.01,41.62%,35.27,0.0,-120.76,-3.19,2025,📉 獲利侵蝕,29.8999996185,華軒,⚪ 數據不足,2740.TWO,2026-03,-137.1,-1.32,-45.63%
16.68,41.3,162.97,N/A,18.9,17.987551234066387,-121.67,1.95,2025,⚠️ 獲利稀釋,86.6999969482,創威,❌ 暫避觀望,6530.TWO,2026-03,72.30000000000001,0.65,N/A
28.45,-175.0,-53.12,N/A,-55.26,139.21568627450984,-121.88,0.35,2025,🌑 雙重衰退,71.0,嘉雨思-創,❌ 暫避觀望,6921.TW,2026-03,7.649999999999999,-0.27,N/A
62.42,74.56,196.55,N/A,60.48,29.665263579875727,-121.99000000000001,20.5,2025,⚠️ 獲利稀釋,1480.0,竑騰,❌ 暫避觀望,7751.TWO,2026-03,748.35,7.0,N/A
-34.5,-12.87,110.02,N/A,-87.49,38.329979879275655,-122.89,1.15,2025,📉 獲利侵蝕,190.5,倉和,❌ 暫避觀望,6538.TWO,2026-03,74.55,0.9,N/A
-4.66,-7.91,115.84,N/A,-12.45,4.36751699770432,-123.75,7.68,2025,📉 獲利侵蝕,83.9000015259,裕融,⚪ 中性觀察,9941.TW,2026-03,288.15000000000003,1.82,N/A
-29.66,-79.31,44.79,N/A,-23.57,8.455804209361022,-124.1,6.0,2025,📉 獲利侵蝕,79.4000015259,長虹,⚪ 中性觀察,5534.TW,2026-03,140.85000000000002,0.19,N/A
7.33,-18.52,106.18,N/A,-10.33,6.359315734391634,-124.7,2.14,2025,📉 獲利侵蝕,33.4500007629,常廣,⚪ 中性觀察,6730.TWO,2026-03,78.89999999999999,0.44,N/A
-2.6,2.97,127.83,49.30%,-10.32,6.178344030031846,-124.86,3.91,2025,⚠️ 獲利稀釋,58.2000007629,新巨,⚪ 中性觀察,2420.TW,2026-03,141.3,1.05,35.64%
15.28,-151.35,-26.36,56.72%,46.94,0.0,-124.99,-0.78,2025,🏰 高護城河,34.1500015259,基亞,⚪ 數據不足,3176.TWO,2026-03,-9.600000000000001,-0.38,-48.58%
19.6,644.0,769.01,18.47%,84.62,0.0,-125.00999999999999,-0.24,2025,🔄 轉虧為盈,32.3499984741,日成-KY,⚪ 數據不足,4807.TW,2026-03,-3.4499999999999997,1.7,4.68%
3.86,20.78,148.24,N/A,-18.72,12.887168141592921,-127.46000000000001,3.92,2025,⚠️ 獲利稀釋,116.5,科定,⚪ 中性觀察,6655.TW,2026-03,135.6,0.95,N/A
5.58,-41.18,86.45,73.88%,41.67,0.0,-127.63,-0.56,2025,🏰 高護城河,12.1999998093,新零售,⚪ 數據不足,3085.TWO,2026-03,-23.400000000000002,-0.24,-74.64%
-5.55,170.77,298.59,31.57%,-42.92,6.035275839585889,-127.81999999999996,5.03,2025,⚠️ 獲利稀釋,78.6999969482,捷流閥業,⚪ 中性觀察,4580.TWO,2026-03,195.6,1.76,12.43%
-12.98,1.33,129.18,46.40%,-29.79,32.56972111553785,-127.85000000000001,1.98,2025,⚠️ 獲利稀釋,163.5,前鼎,❌ 暫避觀望,4908.TWO,2026-03,75.3,0.76,17.75%
12.28,5.34,133.38,51.54%,-15.21,10.233566096797496,-128.04,70.17,2025,🏰 高護城河,1700.0,嘉澤,⚪ 中性觀察,3533.TW,2026-03,2491.8,21.37,29.92%
-1.34,4.21,133.06,N/A,-14.93,7.097966728280961,-128.85,10.77,2025,⚠️ 獲利稀釋,192.0,耕興,⚪ 中性觀察,6146.TWO,2026-03,405.75,2.97,N/A
7.16,24.33,153.5,N/A,10.48,1.0570678457924554,-129.17000000000002,29.54,2025,⚠️ 獲利稀釋,76.5,寶雅,⚪ 中性觀察,5904.TWO,2026-03,1085.5500000000002,9.3,N/A
27.05,3.92,133.24,N/A,7.23,5.797933409873708,-129.32000000000002,3.59,2025,⚠️ 獲利稀釋,50.5,創為精密,⚪ 中性觀察,6899.TWO,2026-03,130.65,1.08,N/A
14.52,-30.43,100.47,60.10%,79.17,12.72486732121693,-130.9,0.9,2025,🏰 高護城河,24.0499992371,友霖,⚪ 中性觀察,4166.TWO,2026-03,28.35,0.16,23.50%
29.17,103.4,234.77,N/A,51.69,26.574585635359117,-131.37,35.12,2025,⚠️ 獲利稀釋,2405.0,新代,❌ 暫避觀望,7750.TW,2026-03,1357.5,15.38,N/A
-3.02,-45.71,86.74,N/A,-25.66,12.997903563941302,-132.45,2.0,2025,📉 獲利侵蝕,62.0,詮欣,⚪ 中性觀察,6205.TW,2026-03,71.55,0.38,N/A
2.24,107.14,239.86,N/A,56.47,20.393872417549233,-132.72000000000003,2.66,2025,⚠️ 獲利稀釋,93.1999969482,立積,❌ 暫避觀望,4968.TW,2026-03,68.55000000000001,0.58,N/A
12.01,-5.56,127.49,N/A,382.35,6.906873529600888,-133.04999999999998,1.69,2025,📉 獲利侵蝕,31.1499996185,同亨,⚪ 中性觀察,5490.TWO,2026-03,67.64999999999999,0.7,N/A
12.26,15.91,149.46,43.28%,-22.51,25.02656748140276,-133.55,9.43,2025,⚠️ 獲利稀釋,471.0,家登,❌ 暫避觀望,3680.TWO,2026-03,282.3,2.55,17.47%
1.84,2.56,136.2,48.05%,-2.28,7.4563109759029125,-133.64,2.14,2025,⚠️ 獲利稀釋,38.4000015259,寶陞,⚪ 中性觀察,2948.TWO,2026-03,77.25,0.4,9.02%
59.93,81.01,215.25,42.10%,56.98,24.138263976054844,-134.24,45.48,2025,⚠️ 獲利稀釋,2500.0,弘塑,❌ 暫避觀望,3131.TWO,2026-03,1553.55,16.11,29.56%
-7.04,-70.27,64.29,N/A,-41.32,13.42756183745583,-134.56,0.98,2025,📉 獲利侵蝕,38.0,台南-KY,⚪ 中性觀察,5906.TW,2026-03,42.45,0.11,N/A
-35.35,166.67,301.75,N/A,-33.33,2.215370055170778,-135.08,3.82,2025,⚠️ 獲利稀釋,23.3500003815,大城地產,⚪ 中性觀察,6171.TWO,2026-03,158.10000000000002,0.08,N/A
2.05,90.48,226.98,41.30%,-51.49,98.0392156862745,-136.5,1.5,2025,⚠️ 獲利稀釋,100.0,耀登,❌ 暫避觀望,3138.TW,2026-03,15.3,-0.02,7.58%
18.28,-21.62,115.09,N/A,56.72,9.440154734710426,-136.71,1.05,2025,📉 獲利侵蝕,24.4500007629,尚凡*,⚪ 中性觀察,5278.TWO,2026-03,38.849999999999994,0.29,N/A
3.61,-11.9,124.86,N/A,-27.37,13.478260378132044,-136.76,2.6,2025,📉 獲利侵蝕,83.6999969482,富致,⚪ 中性觀察,6642.TWO,2026-03,93.15,0.74,N/A
-9.62,45.45,182.43,24.70%,-80.37,12.471910541011235,-136.98000000000002,0.43,2025,⚠️ 獲利稀釋,11.1000003815,加捷生醫,⚪ 中性觀察,4109.TWO,2026-03,13.35,0.15,-7.54%
-15.41,100.0,237.41,N/A,-106.78,0.0,-137.41,-0.29,2025,🔄 轉虧為盈,52.9000015259,鑫創電子,⚪ 數據不足,6680.TWO,2026-03,-35.849999999999994,0.08,N/A
-1.96,-34.68,102.78,33.68%,-13.11,0.0,-137.46,6.43,2025,📉 獲利侵蝕,0.0,東陽,⚪ 數據不足,1319.TW,2026-03,0.0,1.62,18.07%
-1.73,-35.0,102.54,N/A,-55.59,21.192052980132452,-137.54000000000002,1.63,2025,📉 獲利侵蝕,64.0,保勝光學,❌ 暫避觀望,6517.TWO,2026-03,45.3,0.52,N/A
9.13,0.0,137.61,40.70%,31.82,0.0,-137.61,-0.15,2025,📉 獲利侵蝕,10.9499998093,農林,⚪ 數據不足,2913.TW,2026-03,-5.7,-0.04,-7.01%
-7.53,-94.21,43.67,N/A,-87.79,1.3244867682974462,-137.88,1.29,2025,📉 獲利侵蝕,26.4500007629,可寧衛*,⚪ 中性觀察,8422.TW,2026-03,299.54999999999995,0.21,N/A
9.26,10.57,148.7,N/A,-0.43,7.941653160453808,-138.13,6.9,2025,⚠️ 獲利稀釋,147.0,飛捷,⚪ 中性觀察,6206.TW,2026-03,277.65000000000003,2.51,N/A
-6.21,-34.88,103.42,N/A,81.39,7.577054794520548,-138.3,7.31,2025,📉 獲利侵蝕,88.5,瑞耘,⚪ 中性觀察,6532.TWO,2026-03,175.2,0.84,N/A
34.16,35.71,174.21,N/A,34.19,0.0,-138.5,-0.77,2025,⚠️ 獲利稀釋,19.3500003815,蒙恬,⚪ 數據不足,5211.TWO,2026-03,-33.3,-0.18,N/A
10.49,173.33,312.01,25.80%,-33.45,7.989228007181328,-138.67999999999998,1.95,2025,⚠️ 獲利稀釋,44.5,鼎天,⚪ 中性觀察,3306.TWO,2026-03,83.55000000000001,0.11,1.28%
15.04,10.06,148.79,N/A,-4.63,8.713136729222521,-138.73,6.18,2025,⚠️ 獲利稀釋,130.0,博大,⚪ 中性觀察,8109.TWO,2026-03,223.8,1.75,N/A
-10.66,400.0,539.09,15.75%,-19.23,51.66666568846154,-139.09000000000003,0.19,2025,⚠️ 獲利稀釋,20.1499996185,東和,❌ 暫避觀望,1414.TW,2026-03,5.8500000000000005,0.06,-3.56%
12.79,-87.95,51.4,N/A,-47.4,7.451923076923077,-139.35,3.0,2025,📉 獲利侵蝕,38.75,君曜,⚪ 中性觀察,7770.TWO,2026-03,78.0,0.1,N/A
3.64,2.74,142.19,N/A,2.97,7.641252552756977,-139.45,11.47,2025,⚠️ 獲利稀釋,224.5,中華資安,⚪ 中性觀察,7765.TW,2026-03,440.70000000000005,3.38,N/A
4.97,-69.05,70.64,49.97%,-6.08,3.6040215370533644,-139.69,5.29,2025,📉 獲利侵蝕,46.5999984741,生合,⚪ 中性觀察,1295.TWO,2026-03,193.95,0.39,11.73%
-12.93,-109.68,30.39,N/A,-147.27,0.0,-140.07,-0.52,2025,📉 獲利侵蝕,45.7000007629,迅杰,⚪ 數據不足,6243.TW,2026-03,-18.6,-0.03,N/A
-1.51,-31.58,108.67,34.23%,-4.72,4.441964200569197,-140.25,3.43,2025,📉 獲利侵蝕,39.7999992371,君帆,⚪ 中性觀察,4584.TWO,2026-03,134.39999999999998,0.91,12.30%
0.46,-36.22,104.46,N/A,-24.75,8.225889633831871,-140.68,6.76,2025,📉 獲利侵蝕,159.5,瓦城,⚪ 中性觀察,2729.TWO,2026-03,290.85,1.64,N/A
62.61,-69.92,71.65,42.16%,-29.75,26.61654135338346,-141.57,2.81,2025,📉 獲利侵蝕,177.0,智原,❌ 暫避觀望,3035.TW,2026-03,99.74999999999999,0.4,2.86%
-3.28,102.78,244.55,N/A,-48.05,17.875353675382435,-141.77,2.0,2025,⚠️ 獲利稀釋,63.0999984741,迅德,❌ 暫避觀望,6292.TWO,2026-03,52.95,0.73,N/A
5.0,-4.18,137.6,N/A,-0.84,5.826126536185707,-141.78,17.76,2025,📉 獲利侵蝕,256.0,致新,⚪ 中性觀察,8081.TW,2026-03,659.1,4.62,N/A
9.33,-8.28,133.59,N/A,15.63,5.201669196926288,-141.87,5.8,2025,📉 獲利侵蝕,74.8000030518,明達醫,⚪ 中性觀察,6527.TWO,2026-03,215.7,1.33,N/A
170.31,1.56,143.49,N/A,18.35,0.0,-141.93,-2.57,2025,⚠️ 獲利稀釋,16.1000003815,益得,⚪ 數據不足,6461.TWO,2026-03,-88.05,-0.63,N/A
-27.76,-52.24,89.96,N/A,-39.84,3.7132785407168036,-142.2,3.09,2025,📉 獲利侵蝕,31.6000003815,裕山,⚪ 中性觀察,7715.TWO,2026-03,127.64999999999999,0.64,N/A
11.97,37.91,180.17,47.51%,10.18,13.877048403902624,-142.26,42.0,2025,⚠️ 獲利稀釋,1465.0,亞德客-KY,⚪ 中性觀察,1590.TW,2026-03,1583.5500000000002,13.35,31.25%
1.9,-91.38,51.34,32.24%,6.47,0.0,-142.72,-1.59,2025,📉 獲利侵蝕,9.1999998093,正峰,⚪ 數據不足,1538.TW,2026-03,-39.0,-1.11,-58.77%
36.88,300.0,443.05,N/A,-246.15,0.0,-143.05,-0.65,2025,🔄 轉虧為盈,29.0,凱鈺,⚪ 數據不足,5468.TWO,2026-03,-13.65,0.12,N/A
-2.07,-28.44,114.65,38.19%,-19.62,7.4133411010777746,-143.09,26.87,2025,📉 獲利侵蝕,509.0,聯詠,⚪ 中性觀察,3034.TW,2026-03,1029.8999999999999,6.19,16.92%
14.37,41.67,185.98,N/A,14.0,81.48936170212767,-144.31,0.58,2025,⚠️ 獲利稀釋,191.5,雷虎,❌ 暫避觀望,8033.TW,2026-03,35.24999999999999,0.34,N/A
1.76,-19.19,125.8,N/A,6.64,6.552243998608374,-144.99,34.51,2025,📉 獲利侵蝕,565.0,譜瑞-KY,⚪ 中性觀察,4966.TWO,2026-03,1293.4499999999998,6.77,N/A
116.34,61.74,206.98,N/A,110.03,36.27082213863515,-145.23999999999998,75.71,2025,⚠️ 獲利稀釋,6750.0,鴻勁,❌ 暫避觀望,7769.TW,2026-03,2791.5,25.7,N/A
-7.32,92.31,237.89,N/A,-50.22,10.144927536231885,-145.57999999999998,2.25,2025,⚠️ 獲利稀釋,49.0,晶達,⚪ 中性觀察,4995.TWO,2026-03,72.45,1.01,N/A
-6.81,123.53,269.52,N/A,-10.94,19.220779468441563,-145.98999999999998,0.58,2025,⚠️ 獲利稀釋,14.8000001907,訊映,❌ 暫避觀望,4155.TW,2026-03,11.549999999999999,0.39,N/A
-10.06,-15.52,130.66,33.56%,-23.5,10.6990524942891,-146.18,1.81,2025,📉 獲利侵蝕,45.1500015259,味王,⚪ 中性觀察,1203.TW,2026-03,63.3,0.49,14.34%
-15.67,-66.89,79.57,N/A,-50.94,8.964326988020712,-146.45999999999998,3.29,2025,📉 獲利侵蝕,77.9000015259,昶瑞機電,⚪ 中性觀察,7642.TWO,2026-03,130.35000000000002,0.5,N/A
34.56,30.71,177.74,N/A,47.62,14.651335311572701,-147.03,6.25,2025,⚠️ 獲利稀釋,197.5,捷創科技,⚪ 中性觀察,7810.TWO,2026-03,202.2,1.83,N/A
51.84,-39.77,107.87,N/A,-7.07,15.406162464985995,-147.64000000000001,1.85,2025,📉 獲利侵蝕,110.0,智通*,❌ 暫避觀望,8932.TWO,2026-03,107.1,0.53,N/A
2.84,3.33,151.01,N/A,-5.93,15.07194299492806,-147.67999999999998,1.13,2025,⚠️ 獲利稀釋,41.9000015259,聯寶,❌ 暫避觀望,6821.TWO,2026-03,41.699999999999996,0.32,N/A
12.43,17.55,165.36,N/A,32.55,17.393675027262812,-147.81,7.37,2025,⚠️ 獲利稀釋,319.0,達興材料,❌ 暫避觀望,5234.TW,2026-03,275.1,2.21,N/A
