股票代碼         名稱              收盤價       最佳均線        實戰勝率%          區間報酬%     交易次數       外資5日買超 目前狀態                
2349.TW      錸德             13.4         14         40.0          -0.73        1          -31 📉 建議賣出              
2351.TW      順德             93.8          6         75.0          33.18        2         2265 📈 持有 → 繼續持有         
2352.TW      佳世達            24.5          3        59.09          11.31        7        -3622 📈 持有 → 繼續持有         
2353.TW      宏��           27.45         11         45.0          -6.31        3        11010 📈 持有 → 繼續持有         
2354.TW      鴻準             55.3          5         40.0          -1.07        5         2024 📈 持有 → 繼續持有         
2355.TW      敬鵬            45.25         19        66.67          18.63        1         4931 📈 持有 → 繼續持有         
2356.TW      英業達            44.0          6         60.0            9.0        2        11694 📈 持有 → 繼續持有         
2357.TW      華碩            593.0         19        53.33           8.82        1         -334 📈 持有 → 繼續持有         
2359.TW      所羅門           120.0          5        47.06          -0.95        5          -39 📈 持有 → 繼續持有         
2360.TW      致茂           1470.0          6        60.71          30.72        5         -283 📈 持有 → 繼續持有         
2363.TW      矽統             51.1          6        52.17          15.71        3          784 📈 持有 → 繼續持有         
2365.TW      昆盈            35.45          5         55.0           6.85        3         1409 📈 持有 → 繼續持有         
2367.TW      燿華             76.8          5         62.5         125.98        3        13699 📈 持有 → 繼續持有         
2368.TW      金像電           917.0          6        62.07          38.71        2         1697 📈 持有 → 繼續持有         
2369.TW      菱生            29.85          6        68.42          22.26        2        -2270 📈 持有 → 繼續持有         
2371.TW      大同             31.7          5        56.25          19.79        5        -3714 📉 建議賣出              
2374.TW      佳能             71.8         10         62.5           4.84        2         -735 📈 持有 → 繼續持有         
2376.TW      技嘉            248.0          4        52.63          10.93        3         4840 📈 持有 → 繼續持有         
2377.TW      微星             93.6          8        52.63           2.37        3          478 📉 建議賣出              
2379.TW      瑞昱            480.0         20          0.0          -5.76        2         1256 📈 持有 → 繼續持有         
2380.TW      虹光             5.52          3        52.94          15.03        7            0 📈 持有 → 繼續持有         
2382.TW      廣達            289.0          7         45.0           -3.8        5         4944 📈 持有 → 繼續持有         
2383.TW      台光電          2700.0         20         60.0          50.84        0        -2261 📈 持有 → 繼續持有         
2385.TW      群光            123.5          8        66.67           6.51        3        -4123 📉 建議賣出              
2387.TW      精元            44.25          8        46.43           13.2        3         -832 📈 持有 → 繼續持有         
2388.TW      威盛             50.6         10        46.15           2.76        1         1676 📈 持有 → 繼續持有         
2392.TW      正崴             37.5          6        42.11          -1.22        4         -250 📈 持有 → 繼續持有         
2393.TW      億光             67.2         13        51.85           13.8        3         5297 📈 持有 → 繼續持有         
2395.TW      研華            348.0         14         56.0          19.38        1          291 📈 持有 → 繼續持有         
2397.TW      友通             56.0          5        38.46          -4.41        5          136 📈 持有 → 繼續持有         
2399.TW      映泰             28.0          8        57.89           9.15        4         4366 📈 持有 → 繼續持有         
2401.TW      凌陽             21.2          8         45.0           7.57        3         -221 📈 持有 → 繼續持有         
2404.TW      漢唐            929.0          7        41.67            5.0        4        -3044 📉 建議賣出              
2405.TW      輔信             15.2         18          0.0            0.0        0         -281 📉 建議賣出              
2406.TW      國碩            38.25          3        58.33           36.7        7        11146 📈 持有 → 繼續持有         
2408.TW      南亞科           271.5          6        52.38          23.47        4       -36883 📈 持有 → 繼續持有         
2409.TW      友達             15.9          3         45.0           3.31        9        64354 📉 建議賣出              
2412.TW      中華電           137.0         18        53.33           0.72        2        11540 📈 持有 → 繼續持有         
2413.TW      環科             55.8          3        52.63          30.28        7         -643 📈 持有 → 繼續持有         
2414.TW      精技             44.1          7        57.89           4.46        4          271 📈 持有 → 繼續持有         
2419.TW      仲琦             31.9          3        47.83           9.61        9          391 📈 持有 → 繼續持有         
2420.TW      新巨             52.5          7        54.55           1.71        5          383 📈 持有 → 繼續持有         
2421.TW      建準            155.5         16        66.67           -0.1        2        -4468 📈 持有 → 繼續持有         
2423.TW      固緯             49.1          6        53.33           1.62        4          -38 📈 持有 → 繼續持有         
2424.TW      隴華             30.4         13         50.0           5.48        1          -10 📉 建議賣出              
2425.TW      承啟             31.1         14         75.0          10.09        0          172 📈 持有 → 繼續持有         
2426.TW      鼎元             36.8          5        69.57          87.23        3         7821 📈 持有 → 繼續持有         
2427.TW      三商電           24.25          6         50.0          -0.94        4           62 📉 建議賣出              
2428.TW      興勤            164.5          4        58.82           9.18        4        -1051 📈 持有 → 繼續持有         
2429.TW      銘旺科            49.5         15          0.0            0.0        0          -27 📉 建議賣出              
2431.TW      聯昌             13.1          4         60.0          20.28        5          635 📈 持有 → 繼續持有         
2432.TW      倚天酷��-創        28.0         17        66.67           8.32        1          -27 📈 持有 → 繼續持有         
2434.TW      統懋             29.4         16        45.45          -1.33        3           -6 📉 建議賣出              
2436.TW      偉詮電            63.0          7        73.08          36.39        3         3051 📈 持有 → 繼續持有         
2438.TW      翔耀            20.65          9         40.0          -2.43        3           41 📉 建議賣出              
2439.TW      美律             84.8          4         40.0           6.21        4         -949 📈 持有 → 繼續持有         
2440.TW      太空梭            15.1          3        52.63            7.6        7            2 📈 持有 → 繼續持有         
2441.TW      超豐             85.0         10        57.14          -2.63        3        -2044 📈 持有 → 繼續持有         
2442.TW      新美齊           21.55         11         75.0           9.39        0           48 📈 持有 → 繼續持有         
2444.TW      兆勁            14.15          8        38.89           1.19        4          -58 📈 持有 → 繼續持有         
2449.TW      京元電子          294.0          6        54.55          11.13        5       -10756 📉 建議賣出              
2451.TW      創見            285.0         18        77.78          29.01        1         2291 📈 持有 → 繼續持有         
2453.TW      凌群             55.7          5         40.0           7.47        4         -163 📈 持有 → 繼續持有         
2454.TW      聯發科          1730.0         14        63.16          22.22        1        -5842 📉 建議賣出              
2455.TW      全新            216.0          8         56.0          32.13        3        -5126 📉 建議賣出              
2457.TW      飛宏             28.2          4        44.44          15.95        5         1408 📈 持有 → 繼續持有         
2458.TW      義隆            140.5          6        54.17          15.61        3         1285 📈 持有 → 繼續持有         
2460.TW      建通            25.65          6        46.67          19.94        3         -268 📈 持有 → 繼續持有         
2461.TW      光群雷            16.5          5        42.86           2.88        3           38 📈 持有 → 繼續持有         
2464.TW      盟立             79.1         11        56.52          16.78        3         6002 📈 持有 → 繼續持有         
2465.TW      麗臺             58.0         17         75.0           5.45        0         -268 📈 持有 → 繼續持有         
2466.TW      冠西電           47.15         14          0.0            0.0        0           27 📉 建議賣出              
2467.TW      志聖            376.5          6        52.63          34.35        4           32 📈 持有 → 繼續持有         
2468.TW      華經             41.8         19         50.0          16.92        0        -1759 📈 持有 → 繼續持有         
2472.TW      立隆電           125.0          5        64.71          24.82        4         -351 📈 持有 → 繼續持有         
2474.TW      可成            188.5          5         50.0           0.03        3        -5332 📈 持有 → 繼續持有         
2476.TW      鉅祥             83.0          7        30.77          -0.52        3        -1015 📈 持有 → 繼續持有         
2478.TW      大毅             73.5          3        56.52          20.64        9        -3190 📈 持有 → 繼續持有         
2480.TW      敦陽科           143.5          9        44.44           1.78        3          -67 📈 持有 → 繼續持有         
2481.TW      強茂            104.0          5         56.0           6.11        5        25752 📈 持有 → 繼續持有         
2482.TW      連宇             16.0          5        46.15            5.6        5            2 📉 建議賣出              
2483.TW      百容            21.35          4        53.85           7.44        7           23 📈 持有 → 繼續持有         
2484.TW      希華            27.65          4        52.38          31.27        6          397 📈 持有 → 繼續持有         
2485.TW      兆赫             75.0          5        68.97         132.51        4        17879 📈 持有 → 繼續持有         
2486.TW      一詮            162.5          8        69.57          80.36        1         3443 📈 持有 → 繼續持有         
2489.TW      瑞軒             39.9          4        70.97         161.22        3        -6019 📉 建議賣出              
2491.TW      吉祥全           16.65          5        57.14          10.05        4          -83 📈 持有 → 繼續持有         
2492.TW      華新科           143.5          5        52.94          38.92        4        -4110 📈 持有 → 繼續持有         
2493.TW      揚博            111.0          5        42.86           4.45        5          234 📈 持有 → 繼續持有         
2495.TW      普安             32.7          6        57.14          10.89        3        -4335 📈 持有 → 繼續持有         
2498.TW      宏達電           42.35         19          0.0            0.0        0        -1003 📉 建議賣出              
2504.TW      國產            37.75          5         50.0            5.1        4        -1447 📈 持有 → 繼續持有         
2515.TW      中工            15.05         18        52.94           14.9        2       -14806 📉 建議賣出              
2520.TW      冠德             32.7          3        42.11           1.88        7         2344 📉 建議賣出              
2535.TW      達欣工            73.4          5        60.71          13.62        4         -155 📈 持有 → 繼續持有         
2542.TW      興富發           36.75         13        57.14           -0.4        1          807 📈 持有 → 繼續持有         
2543.TW      皇昌             71.6          8        57.14           8.93        3        -1834 📉 建議賣出              
2547.TW      日勝生            11.3         11        53.33           3.22        3        -3248 📈 持有 → 繼續持有         
2548.TW      華固            118.0         12        73.33           9.77        0         1726 📈 持有 → 繼續持有         
2597.TW      潤弘            160.5          4        56.25           2.98        5        -1250 📉 建議賣出              
2601.TW      益航             6.41          3        35.29          15.48        9          -86 📈 持有 → 繼續持有         
2603.TW      長榮            218.0         20        64.29          15.65        0        34185 📈 持有 → 繼續持有         
2605.TW      新興             40.6          6        64.29          47.05        3        21054 📈 持有 → 繼續持有         
2606.TW      裕民             61.6          3         62.5           5.45        6        -4004 📈 持有 → 繼續持有         
2607.TW      榮運             53.9         19          0.0          -4.04        1         -656 📉 建議賣出              
2609.TW      陽明             58.5         12        71.43          11.07        1         6704 📉 建議賣出              
2610.TW      華航             19.0          5         60.0           4.82        4       -49809 📈 持有 → 繼續持有         
2612.TW      中航             58.8         16         50.0           1.48        2        -1618 📉 建議賣出              
2613.TW      中櫃             26.1          5        47.37           1.49        5          -81 📈 持有 → 繼續持有         
2615.TW      萬海             79.3         17         60.0           5.73        0         1418 📈 持有 → 繼續持有         
2616.TW      山隆             16.7          3        66.67          60.22        6          -70 📉 建議賣出              
2617.TW      台航            32.85         18         50.0           3.15        1         1546 📈 持有 → 繼續持有         
2618.TW      長榮航            35.7          7        57.14           6.53        3         7660 📈 持有 → 繼續持有         
2630.TW      亞航             49.9          3        52.63           6.67        7          480 📈 持有 → 繼續持有         
2633.TW      台灣高鐵          26.25          7        36.36          -2.19        3       -13246 📈 持有 → 繼續持有         
2634.TW      漢翔             50.5          8        53.33            1.1        2        -1901 📉 建議賣出              
2637.TW      慧洋-KY          71.4          3        60.87          -1.74        7          381 📈 持有 → 繼續持有         
2640.TWO     大車隊           141.0         16        71.43          11.44        1           79 📈 持有 → 繼續持有         
2641.TWO     正德             19.1          3         60.0           2.03        7         -678 📈 持有 → 繼續持有         
2645.TW      長榮航太          164.0          6        57.89           17.0        3          490 📈 持有 → 繼續持有         
2646.TW      星宇航空          21.95         16          0.0          -0.87        1         -487 📉 建議賣出              
2723.TW      美食-KY          71.2          6        47.37           8.75        4          398 📉 建議賣出              
2724.TWO     藝舍-KY          19.6         13         20.0          -6.35        2            0 📈 持有 → 繼續持有         
2726.TWO     雅茗-KY          9.95         12         50.0          -2.46        2            5 📉 建議賣出              
2739.TW      寒舍             34.2          5        46.15          -3.71        4           93 📈 持有 → 繼續持有         
2740.TWO     天蔥            39.95          5        57.14          48.85        4            0 📉 建議賣出              
2743.TWO     山富             72.2          4        44.44          -1.85        5          -51 📉 建議賣出              
2752.TWO     豆府            214.5         19        46.15           1.41        2            0 📈 持有 → 繼續持有         
2755.TWO     揚秦            147.0         19        69.23          26.72        0           54 📈 持有 → 繼續持有         
2801.TW      彰銀            20.75          4         62.5           3.83        5        -2870 📈 持有 → 繼續持有         
2812.TW      台中銀           20.55          9         50.0           1.73        1         7896 📈 持有 → 繼續持有         
2820.TW      華票             16.9          5         50.0           3.61        5          540 📉 建議賣出              
2834.TW      臺企銀           15.05          7        66.67           3.24        1       -61587 📉 建議賣出              
2836.TW      高雄銀           12.15          5        61.54           3.67        3        -3130 📉 建議賣出              
2838.TW      聯邦銀           20.15          6         70.0           9.36        2          504 📈 持有 → 繼續持有         
2845.TW      遠東銀           12.45          8         75.0           2.42        1         3882 📈 持有 → 繼續持有         
2851.TW      中再保           29.75          3        56.52           5.31        9         4809 📈 持有 → 繼續持有         
2852.TW      第一保            26.2          5        41.67          -4.71        4        -2018 📉 建議賣出              
2855.TW      統一證            32.2          4        64.29          24.34        4         4786 📈 持有 → 繼續持有         
2867.TW      三商壽            7.68          6        66.67            3.7        3       -12830 📉 建議賣出              
2880.TW      華南金            33.4          3        65.22          11.98        5         -960 📉 建議賣出              
2881.TW      富邦金            89.8          6        66.67            1.3        3       -15192 📈 持有 → 繼續持有         
2882.TW      國泰金            73.2         11         37.5          -2.99        5       -16863 📈 持有 → 繼續持有         
2883.TW      凱基金           20.65          8         60.0          13.28        4        -4534 📈 持有 → 繼續持有         
2884.TW      玉山金           32.25          5        58.82           3.92        4       -51618 📉 建議賣出              
2885.TW      元大金           44.65          5        57.14           9.97        4       -12331 📈 持有 → 繼續持有         
2886.TW      兆豐金           39.35          5        61.54           2.92        4        -9600 📈 持有 → 繼續持有         
2887.TW      台新新光金         25.05          8        74.07          14.54        2       -42839 📈 持有 → 繼續持有         
2887I.TW     未知             9.33         17         40.0          -0.21        2        -1938 📈 持有 → 繼續持有         
2889.TW      國票金           16.25          3        68.18           7.74        5        -1977 📉 建議賣出              
2890.TW      永豐金            31.7         19         70.0           5.48        2         6785 📉 建議賣出              
2891.TW      中信金            52.9          4        52.38           7.42        5       -51359 📈 持有 → 繼續持有         
2892.TW      第一金            29.1          8         40.0           0.18        2         9068 📈 持有 → 繼續持有         
2897.TW      王道銀行           9.92         17         72.0           8.42        1         4891 📈 持有 → 繼續持有         
2903.TW      遠百            23.45          3        65.22           6.57        5         1795 📈 持有 → 繼續持有         
2905.TW      三商            14.75         10         50.0          -2.18        3        -2386 📉 建議賣出              
2915.TW      潤泰全            50.4          3        45.45          -0.01        7        -4316 📉 建議賣出              
2923.TW      鼎固-KY         18.65          4        52.94          22.99        4         -708 📈 持有 → 繼續持有         
2929.TW      淘帝-KY          6.65         15         40.0          -0.64        1          -32 📉 建議賣出              
2939.TW      永邑-KY          26.1          6        42.86          24.03        2           60 📈 持有 → 繼續持有         
2941.TWO     米斯特            41.8         18          0.0          -7.56        1            0 📈 持有 → 繼續持有         
2948.TWO     寶陞             39.8          3         50.0          -9.42        8           -4 📈 持有 → 繼續持有         
2949.TWO     欣新網            62.4         19        33.33          -5.81        2            0 📉 建議賣出              
3002.TW      歐格            21.05          6        46.15           -2.2        5          213 📈 持有 → 繼續持有         
3003.TW      健和興            51.0          3        60.87           6.25        7           39 📈 持有 → 繼續持有         
3004.TW      豐達科           107.5          3        43.75          -2.35        8          -63 📈 持有 → 繼續持有         
3005.TW      神基            138.0         17        58.33          21.05        0       -10591 📈 持有 → 繼續持有         
3006.TW      晶豪科           194.5          3         61.9          26.28        7         -718 📈 持有 → 繼續持有         
3008.TW      大立光          2400.0          5        21.43          -3.39        5          503 📈 持有 → 繼續持有         
3010.TW      華立            139.0          7        73.08          17.62        4         2714 📈 持有 → 繼續持有         
3011.TW      今皓            12.55         19          0.0            0.0        0          534 📉 建議賣出              
3013.TW      晟銘電            99.0         20          0.0            0.0        0         -891 📉 建議賣出              
3014.TW      聯陽            118.5          6        47.06           0.81        5        -1670 📉 建議賣出              
3015.TW      全漢             51.6          9        56.25           5.76        2          -89 📈 持有 → 繼續持有         
3016.TW      嘉晶             64.0          8        57.89          20.72        3          964 📈 持有 → 繼續持有         
3017.TW      奇鋐           1905.0         17        65.38          36.59        1         1315 📈 持有 → 繼續持有         
3018.TW      隆銘綠能           12.8          3        55.56          10.61        6            0 📉 建議賣出              
3019.TW      亞光            135.5          7        57.89          -0.45        4         -680 📈 持有 → 繼續持有         
3022.TW      威強電            62.0          5        55.56           6.03        3           24 📈 持有 → 繼續持有         
3023.TW      信邦            245.0          5        65.22          35.89        3          954 📈 持有 → 繼續持有         
3025.TW      星通             61.0         16         80.0           0.91        1          236 📈 持有 → 繼續持有         
3028.TW      增你強            56.6          3        60.87          37.09        7         1254 📈 持有 → 繼續持有         
3029.TW      零壹            117.0          7        47.06           3.55        3          302 📈 持有 → 繼續持有         
3030.TW      德律            254.5         14        64.52          41.39        0        -1592 📈 持有 → 繼續持有         
3031.TW      佰鴻             23.0         10        56.25           7.81        3         1124 📉 建議賣出              
3032.TW      偉訓             65.8         18         20.0          -5.54        3         -886 📉 建議賣出              
3033.TW      威健            33.35          7        53.85           9.37        3         2715 📈 持有 → 繼續持有         
3034.TW      聯詠            381.0          3        60.87           7.24        7         -120 📉 建議賣出              
3035.TW      智原            159.0          8         60.0          -0.76        2          718 📈 持有 → 繼續持有         
3036.TW      文曄            249.5         17        73.08          69.15        0         3678 📈 持有 → 繼續持有         
3037.TW      欣興            543.0          4        65.52         118.06        3        14589 📈 持有 → 繼續持有         
3038.TW      全台             23.2         14         75.0           1.34        1         -113 📈 持有 → 繼續持有         
3040.TW      遠見            47.55          4         50.0          25.39        4         -119 📈 持有 → 繼續持有         
3041.TW      揚智             23.7         11         25.0           0.44        1          524 📈 持有 → 繼續持有         
3042.TW      晶技             93.5          8        62.96           12.8        3         1453 📈 持有 → 繼續持有         
3044.TW      健鼎            365.5          3        52.38          12.73        8        -4936 📉 建議賣出              
3045.TW      台灣大           109.5          4        64.29            3.8        5        -1188 📈 持有 → 繼續持有         
3049.TW      精金             13.6          4        57.69         101.38        3          258 📈 持有 → 繼續持有         
3054.TW      立萬利            87.3         19        72.73         179.36        0           18 📈 持有 → 繼續持有         
3056.TW      富華新           14.65         11         25.0          -1.17        1        -1132 📉 建議賣出              
3057.TW      喬鼎            15.15         17          0.0          -5.26        1         -113 📉 建議賣出              
3059.TW      華晶科            38.6          5        52.94           9.94        3          795 📈 持有 → 繼續持有         
3060.TW      銘異             28.7          8        45.45          -9.03        3        -1651 📈 持有 → 繼續持有         
3062.TW      建漢             24.6          5         60.0           7.47        3         -593 📈 持有 → 繼續持有         
3064.TWO     泰偉             31.4          7        30.77          -2.77        3            0 📉 建議賣出              
3066.TWO     李洲             21.5          6        57.14          44.79        3          249 📈 持有 → 繼續持有         
3067.TWO     全域             18.5          3        57.14          -2.69        6            0 📈 持有 → 繼續持有         
3071.TWO     協禧             25.8          8        57.14           2.29        3          231 📈 持有 → 繼續持有         
3073.TWO     天方能源           29.1          6        35.71          -0.38        3            3 📉 建議賣出              
3078.TWO     僑威             61.0         14        66.67          -2.22        1         -935 📈 持有 → 繼續持有         
3081.TWO     聯亞           1350.0         12        68.75         109.63        0         -255 📉 建議賣出              
3083.TWO     網龍             29.0         12         50.0           0.14        1           52 📉 建議賣出              
3085.TWO     新零售           11.85         20          0.0            0.0        0            0 📉 建議賣出              
3086.TWO     華義            268.0         19         62.5           6.49        3          100 📈 持有 → 繼續持有         
3088.TWO     艾訊             84.9          4         50.0           1.56        7          499 📈 持有 → 繼續持有         
3090.TW      日電貿           100.0          9        54.55           7.33        2         1486 📈 持有 → 繼續持有         
3092.TW      鴻碩             35.3          3        56.52          40.61        7           23 📈 持有 → 繼續持有         
3093.TWO     港建*            45.5         14        66.67          78.43        0          149 📈 持有 → 繼續持有         
3094.TW      聯傑            24.15         10         62.5           4.97        2           40 📈 持有 → 繼續持有         
3105.TWO     穩懋            293.5          3        57.69          41.08        8        -4579 📉 建議賣出              
3131.TWO     弘塑           2130.0         10        66.67          23.47        2          521 📈 持有 → 繼續持有         
3135.TW      凌航            118.5          5        47.37          23.04        4          181 📈 持有 → 繼續持有         
3138.TW      耀登            192.0          4        67.86          86.04        3         -356 📈 持有 → 繼續持有         
3141.TWO     晶宏             45.0          4        35.29          -5.84        6          -13 📈 持有 → 繼續持有         
3147.TWO     大綜            173.0          3         60.0          -2.47        8           -8 📉 建議賣出              
3149.TW      正達             46.4          9         50.0          11.62        3         -763 📉 建議賣出              
3152.TWO     璟德            142.0          3         60.0           4.39        6          198 📈 持有 → 繼續持有         
3158.TWO     嘉實             91.2         20        33.33          -2.73        2           -6 📈 持有 → 繼續持有         
3162.TWO     精確             61.4         20        33.33          -4.25        2         -482 📈 持有 → 繼續持有         
3163.TWO     波若威           881.0         17        67.86         128.24        0         -279 📈 持有 → 繼續持有         
3167.TW      大量            331.0          4        59.26          53.47        4        -2490 📉 建議賣出              
3168.TW      眾福科           41.05          6        55.56           2.04        4           -8 📈 持有 → 繼續持有         
3169.TWO     亞信            101.5          3        47.37          -6.56        7           51 📈 持有 → 繼續持有         
3171.TWO     炎洲流通           61.2         18        78.95          26.83        1          -28 📈 持有 → 繼續持有         
3176.TWO     基亞             29.8         17         25.0          -1.99        1           27 📉 建議賣出              
3178.TWO     公準             54.4          8         20.0         -11.02        6           17 📉 建議賣出              
3189.TW      景碩            341.5          6         60.0          92.39        4        -4747 📈 持有 → 繼續持有         
3191.TWO     雲嘉南           14.45         12          0.0            0.0        0            0 📉 建議賣出              
3205.TWO     佰研             51.0          4        47.06           4.77        6           26 📈 持有 → 繼續持有         
3206.TWO     志豐             40.5          4        57.89          28.96        6           18 📈 持有 → 繼續持有         
3207.TWO     耀勝             70.8          5         50.0          19.85        3         -122 📈 持有 → 繼續持有         
3209.TW      全科             44.8          4         75.0          41.27        4         5132 📈 持有 → 繼續持有         
3211.TWO     順達            307.0          6        43.75          -7.03        4        -3475 📉 建議賣出              
3213.TWO     茂訊            103.5         17        63.64          -4.07        2         -138 📈 持有 → 繼續持有         
3217.TWO     優群            157.0          3         50.0          -2.13        8         -272 📈 持有 → 繼續持有         
3218.TWO     大學光           143.5         14        54.55           2.48        1           37 📈 持有 → 繼續持有         
3219.TWO     倚強科            64.6          6        43.75           6.72        4            4 📈 持有 → 繼續持有         
3221.TWO     台嘉碩           28.85          3         50.0          14.87        7          178 📈 持有 → 繼續持有         
3226.TWO     龍鋒             47.6          7        82.35          28.88        2           -1 📉 建議賣出              
3227.TWO     原相            197.0         20         25.0           -3.9        1          391 📈 持有 → 繼續持有         
3229.TW      晟鈦             18.5         18          0.0            0.0        0         -338 📉 建議賣出              
3230.TWO     錦明             41.0          6        55.56          30.49        4         -355 📈 持有 → 繼續持有         
3231.TW      緯創            134.0          6        42.86           3.14        3        25861 📈 持有 → 繼續持有         
3234.TWO     光環             81.0          3        65.22          86.46        7        -1831 📉 建議賣出              
3236.TWO     千如            30.65          4        64.71          33.72        5         -197 📈 持有 → 繼續持有         
3252.TWO     海灣            20.05         19        43.48           6.61        1            1 📈 持有 → 繼續持有         
3257.TW      虹冠電            57.5          8        58.33           5.08        2            2 📈 持有 → 繼續持有         
3260.TWO     威剛            434.5          3         72.0          81.85        5         3739 📈 持有 → 繼續持有         
3264.TWO     欣銓            157.0          5        52.38          17.07        4        -1671 📈 持有 → 繼續持有         
3265.TWO     台星科           136.0          6        55.56           9.75        5          173 📈 持有 → 繼續持有         
3266.TW      昇陽             13.2         16         40.0          -3.91        2          -95 📉 建議賣出              
3268.TWO     海德威            15.3         19          0.0          -3.47        1            0 📉 建議賣出              
3285.TWO     微端            29.45         17        58.33          -0.51        1           12 📈 持有 → 繼續持有         
3288.TWO     點晶            15.95         17          0.0          -2.45        0           12 📈 持有 → 繼續持有         
3289.TWO     宜特            124.0         15        56.25           3.07        3          -16 📉 建議賣出              
3290.TWO     東浦            45.65          3         55.0           8.45        8          -60 📈 持有 → 繼續持有         
3293.TWO     鈊象            728.0          4        47.62           5.83        4         1084 📈 持有 → 繼續持有         
3305.TW      昇貿            108.0          4        42.11          -1.75        5          753 📈 持有 → 繼續持有         
3306.TWO     鼎天            46.35         20          0.0          -3.57        2           47 📉 建議賣出              
3308.TW      聯德             22.8          5        31.25          -8.35        6           47 📉 建議賣出              
3310.TWO     佳穎             75.3          9         62.5           2.78        2           -1 📉 建議賣出              
3312.TW      弘憶股            36.9         20          0.0            0.0        0          222 📉 建議賣出              
3313.TWO     斐成             13.2         10        33.33           -5.2        1         7744 📈 持有 → 繼續持有         
3317.TWO     尼克森           48.15          6        54.55          19.31        2         -407 📈 持有 → 繼續持有         
3322.TWO     建舜電            13.5          8        66.67           5.26        2         -872 📉 建議賣出              
3323.TWO     加百裕           35.75         20        66.67          -3.64        1          190 📉 建議賣出              
3324.TWO     雙鴻           1050.0         10        46.67           7.75        3         -642 📈 持有 → 繼續持有         
3338.TW      泰碩             57.8          3         55.0          15.43        7          472 📉 建議賣出              
3339.TWO     泰谷             33.5          8        42.11          19.91        3         -509 📈 持有 → 繼續持有         
3354.TWO     律勝            29.15          6         50.0          24.81        2         -305 📉 建議賣出              
3357.TWO     臺慶科           169.0          4        57.89          21.53        4        -2221 📈 持有 → 繼續持有         
3360.TWO     尚立             15.3          8        30.77          -1.09        3          302 📉 建議賣出              
3363.TWO     上詮            610.0         16        59.26          46.63        0        -1130 📈 持有 → 繼續持有         
3372.TWO     典範             21.6          9        57.14           7.53        2          222 📈 持有 → 繼續持有         
3374.TWO     精材            170.0          4         50.0          10.55        7        -1759 📉 建議賣出              
3376.TW      新日興           224.0          9        41.67           3.74        3         3097 📈 持有 → 繼續持有         
3379.TWO     彬台             40.6         15         60.0          -1.69        1           61 📈 持有 → 繼續持有         
3380.TW      明泰            36.45         11        41.67          -2.56        3        -2289 📈 持有 → 繼續持有         
3390.TWO     旭軟             22.1          5         37.5           3.84        3         -347 📈 持有 → 繼續持有         
3406.TW      玉晶光           446.0          5        57.89           7.64        4          645 📈 持有 → 繼續持有         
3413.TW      京鼎            302.5          3        40.91          -6.03        9          474 📉 建議賣出              
3416.TW      融程電           152.5          8        42.86           2.44        3           43 📈 持有 → 繼續持有         
3419.TW      譁裕            15.25          6        52.38           3.54        5           33 📉 建議賣出              
3430.TWO     奇鈦科            81.0          4        52.94          28.56        5           -8 📈 持有 → 繼續持有         
3432.TW      台端             16.7          3        41.18           9.91        8           18 📈 持有 → 繼續持有         
3437.TW      榮創             23.4         18         60.0          44.93        2          983 📈 持有 → 繼續持有         
3438.TWO     類比科            48.0         10         50.0          -1.38        2          -50 📈 持有 → 繼續持有         
3441.TWO     聯一光           32.95         20         50.0          -1.51        1          -13 📉 建議賣出              
3443.TW      創意           2290.0          9         50.0          -2.54        4          487 📉 建議賣出              
3444.TWO     利機             62.1          4        66.67           6.52        4          -37 📈 持有 → 繼續持有         
3447.TW      展達            42.45         15         50.0          -4.32        1           79 📈 持有 → 繼續持有         
3450.TW      聯鈞            280.0          3        47.62           6.58        8          956 📉 建議賣出              
3454.TW      晶睿             99.4         19        57.14            0.4        0           26 📈 持有 → 繼續持有         
3455.TWO     由田            126.0         15         50.0          -1.34        2         -985 📈 持有 → 繼續持有         
3465.TWO     進泰電子           42.2         15        66.67          -1.79        1            0 📉 建議賣出              
3466.TWO     德晉            36.75         14         60.0           0.97        1          361 📈 持有 → 繼續持有         
3481.TW      群創             27.7          4        63.16          39.91        5        52759 📉 建議賣出              
3483.TWO     力致             82.7          5        38.46           -5.6        7          -75 📈 持有 → 繼續持有         
3489.TWO     森寶            23.05          4        63.64          15.96        4          -34 📈 持有 → 繼續持有         
3490.TWO     單井             25.3          3        54.55          -4.69        8           83 📈 持有 → 繼續持有         
3491.TWO     昇達科          1445.0          8        71.43         109.91        1         -121 📈 持有 → 繼續持有         
3492.TWO     長盛            24.95          4        33.33           3.78        7         -176 📉 建議賣出              
3498.TWO     陽程             73.8          3         50.0          42.21        7         2154 📉 建議賣出              
3499.TWO     環天科           17.65          5         45.0           -2.8        5           84 📈 持有 → 繼續持有         
3501.TW      維熹            49.15          9        42.86           0.64        3         -208 📉 建議賣出              
3504.TW      揚明光            59.4          7        52.63          15.31        3          359 📈 持有 → 繼續持有         
3508.TWO     位速             43.3         20        66.67           79.3        0          164 📈 持有 → 繼續持有         
3515.TW      華擎            216.0          8         37.5          -1.07        3         -644 📈 持有 → 繼續持有         
3516.TWO     亞帝歐            19.5          6        42.86          -2.49        4          -10 📉 建議賣出              
3521.TWO     台鋼建設           13.9          8        46.15            4.4        2           53 📉 建議賣出              
3523.TWO     迎輝             18.0          3        44.44          19.16        5           22 📈 持有 → 繼續持有         
