pe,eps_yoy,prev_eps_yoy,prev_year,name,est_price,prev_eps,expansion,prev_rev_yoy,symbol,rev_yoy,gm,om,date,status,eps,advice,price
22.538460951615388,380.0,207.35,2025,寶碩,19.499999999999996,0.73,342.59000000000003,9.95,5210.TWO,37.41,N/A,N/A,2026-03,🚀 利潤擴張,0.24,⚠️ 追價風險,29.2999992371
0.0,1090.0,90.52,2025,鈺鎧,-8.4,-0.2,339.47,25.85,5228.TWO,750.53,N/A,N/A,2026-03,🔄 轉虧為盈,0.99,⚪ 數據不足,40.3499984741
11.166937038233387,517.65,1.73,2025,亞洲藏壽司,92.55,2.35,338.21999999999997,5.96,2754.TWO,179.43,N/A,N/A,2026-03,🚀 利潤擴張,1.42,💎 強力關注,68.9000015259
47.272725538749995,550.0,170.59,2025,旭然,26.4,0.92,312.59000000000003,-3.75,4556.TWO,237.41,42.07%,14.30%,2026-03,🚀 利潤擴張,0.13,⚠️ 追價風險,83.1999969482
13.526011340173412,650.0,-29.63,2025,協禧,25.95,0.57,306.68,-5.82,3071.TWO,343.32,30.11%,7.94%,2026-03,🚀 利潤擴張,0.15,✅ 穩健價值,23.3999996185
15.305392647689887,1143.3,3.78,2025,群聯,2097.2999999999997,41.98,293.43999999999994,23.29,8299.TWO,849.86,N/A,N/A,2026-03,🚀 利潤擴張,68.8,✅ 穩健價值,2140.0
0.0,546.67,-150.59,2025,慧智,-2.2499999999999996,-0.43,276.36999999999995,-14.91,6615.TWO,270.3,N/A,N/A,2026-03,🔄 轉虧為盈,0.67,⚪ 數據不足,33.8499984741
0.0,640.0,550.0,2025,康舒,-9.150000000000002,0.18,268.97,0.1,6282.TW,371.03,N/A,N/A,2026-03,🚀 利潤擴張,0.27,⚪ 數據不足,42.8499984741
0.0,445.45,55.83,2025,三貝德,-20.1,-0.76,258.58,5.03,8489.TWO,186.87,N/A,N/A,2026-03,🔄 轉虧為盈,0.38,⚪ 數據不足,21.6000003815
13.154613466334165,701.79,8050.0,2025,事欣科,120.3,1.77,228.27999999999997,0.89,4916.TW,473.51,18.73%,8.07%,2026-03,🚀 利潤擴張,4.49,✅ 穩健價值,105.5
5.306122578741497,518.75,-66.67,2025,銘旺實,44.1,0.88,226.35000000000002,-3.15,4432.TWO,292.4,N/A,N/A,2026-03,🚀 利潤擴張,2.97,💎 強力關注,15.6000003815
9.571428688163264,350.0,51.72,2025,中美實,14.700000000000001,0.88,217.69,-61.59,4702.TWO,132.31,35.38%,-88.29%,2026-03,🚀 利潤擴張,0.45,💎 強力關注,9.3800001144
4.299604983287754,512.9,33.97,2025,東哥遊艇,493.65000000000003,13.25,215.22999999999996,5.83,8478.TW,297.67,N/A,N/A,2026-03,🚀 利潤擴張,3.8,💎 強力關注,141.5
7.436399217221134,925.0,-21.15,2025,大亞,76.65,1.65,211.49,3.39,1609.TW,713.51,13.61%,8.70%,2026-03,🚀 利潤擴張,0.66,💎 強力關注,38.0
0.0,213.33,-80.0,2025,聯嘉投控,0.0,0.08,186.79000000000002,3.55,3717.TW,26.54,19.34%,7.12%,2026-03,🚀 利潤擴張,0.47,⚪ 數據不足,25.1000003815
0.0,266.67,-280.2,2025,巨虹,-43.199999999999996,-1.82,185.94,-10.9,8084.TWO,80.73,N/A,N/A,2026-03,🔄 轉虧為盈,0.33,⚪ 數據不足,41.75
7.384369894274323,728.13,25.64,2025,東浦,94.05,2.02,185.43999999999994,18.23,3290.TWO,542.69,30.40%,14.85%,2026-03,🚀 利潤擴張,2.65,💎 強力關注,46.2999992371
0.0,550.0,-177.27,2025,同協,-7.95,-0.17,164.05,-15.68,5460.TWO,385.95,N/A,N/A,2026-03,🔄 轉虧為盈,0.09,⚪ 數據不足,17.3999996185
0.0,276.67,1640.0,2025,未知,0.0,1.54,160.65000000000003,32.98,4582.TWO,116.02,N/A,N/A,2026-03,🚀 利潤擴張,0.53,⚪ 數據不足,0.0
0.0,276.67,1640.0,2025,聚恆-創,0.0,1.54,160.65000000000003,32.98,4582.TW,116.02,N/A,N/A,2026-03,🚀 利潤擴張,0.53,⚪ 數據不足,22.4500007629
0.0,700.0,-219.05,2025,鼎元,-6.6,-0.25,157.99,-2.43,2426.TW,542.01,10.78%,-2.91%,2026-03,🔄 轉虧為盈,0.06,⚪ 數據不足,102.0
0.0,264.29,54.55,2025,圓剛,-25.049999999999997,-0.19,156.05,2.69,2417.TW,108.24,56.31%,8.42%,2026-03,🔄 轉虧為盈,0.28,⚪ 數據不足,39.2000007629
140.14286313714274,366.67,-125.22,2025,成霖,1.050000000000001,-0.29,152.34,-4.25,9934.TW,214.33,N/A,N/A,2026-03,🔄 轉虧為盈,0.28,⚠️ 追價風險,9.8100004196
28.976743831209294,323.08,-77.02,2025,六角,32.250000000000014,1.09,142.32,7.13,2732.TWO,180.76,N/A,N/A,2026-03,🚀 利潤擴張,1.1,⚠️ 追價風險,62.2999992371
14.212168248689547,442.11,-38.68,2025,醫揚,96.15,2.88,134.17000000000002,5.8,6569.TWO,307.94,N/A,N/A,2026-03,🚀 利潤擴張,1.03,✅ 穩健價值,91.0999984741
20.19400352733686,406.45,921.74,2025,凌華,85.05,2.35,133.17000000000002,17.09,6166.TW,273.28,N/A,N/A,2026-03,🚀 利潤擴張,1.57,⚪ 中性觀察,114.5
236.06557377049182,645.65,884.75,2025,聯亞,183.0,4.66,130.47000000000003,82.29,3081.TWO,515.18,54.76%,41.27%,2026-03,🏰 高護城河,3.44,⚠️ 追價風險,2880.0
6.084621066931125,228.49,-20.59,2025,奇偶,172.05,6.21,115.32000000000001,-14.96,3356.TW,113.17,N/A,N/A,2026-03,🚀 利潤擴張,2.21,💎 強力關注,69.7906036377
0.0,383.33,-84.51,2025,美達科技,-7.200000000000001,0.33,114.74000000000001,-4.81,6735.TWO,268.59,N/A,N/A,2026-03,🚀 利潤擴張,0.29,⚪ 數據不足,62.7999992371
0.0,87.5,-365.71,2025,益航,-33.6,-1.63,109.06,-7.78,2601.TW,-21.56,102.69%,-12.62%,2026-03,🏰 高護城河,-0.02,⚪ 數據不足,5.9200000763
51.77514792899409,270.0,-45.51,2025,暉盛-創,50.699999999999996,1.73,108.44,-5.33,7730.TW,161.56,N/A,N/A,2026-03,🚀 利潤擴張,0.37,⚠️ 追價風險,175.0
0.0,163.46,152.83,2025,麗嬰房,-40.05,2.15,96.19000000000001,-16.81,2911.TW,67.27,N/A,N/A,2026-03,🚀 利潤擴張,0.66,⚪ 數據不足,6.3400001526
25.747125998275862,150.0,-46.91,2025,網龍,13.05,0.43,92.64,-7.4,3083.TWO,57.36,87.57%,12.73%,2026-03,🏰 高護城河,0.3,⚠️ 追價風險,22.3999996185
13.198653455521884,1080.0,104.41,2025,青松健康,44.550000000000004,1.39,89.48000000000002,14.16,6931.TW,990.52,N/A,N/A,2026-03,🚀 利潤擴張,0.49,✅ 穩健價值,39.2000007629
0.0,575.0,-169.49,2025,宏佳騰,-24.299999999999994,-0.84,88.79000000000002,-18.58,1599.TWO,486.21,16.92%,-21.33%,2026-03,🔄 轉虧為盈,0.28,⚪ 數據不足,23.1000003815
0.0,166.67,17.57,2025,中裕,-18.3,-0.61,84.69999999999999,0.19,4147.TWO,81.97,28.91%,-58.34%,2026-03,🔄 轉虧為盈,0.06,⚪ 數據不足,62.9000015259
6.641104177469326,186.6,-51.9,2025,昭輝,97.8,2.41,83.63,-14.02,1339.TW,102.97,33.66%,13.17%,2026-03,🚀 利潤擴張,2.78,💎 強力關注,43.2999992371
12.4358977153663,392.86,78.06,2025,偉詮電,81.9,3.02,83.04000000000002,15.32,2436.TW,309.82,30.84%,3.76%,2026-03,🚀 利潤擴張,0.7,✅ 穩健價值,67.9000015259
32.277228729967,178.26,-50.67,2025,威鋒電子,45.449999999999996,1.11,81.14999999999999,-8.83,6756.TW,97.11,N/A,N/A,2026-03,🚀 利潤擴張,0.64,⚠️ 追價風險,97.8000030518
14.230769230769234,136.36,-64.44,2025,宇峻,77.99999999999999,1.97,74.29000000000002,2.09,3546.TWO,62.07,89.44%,20.17%,2026-03,🏰 高護城河,2.34,✅ 穩健價值,74.0
0.0,99.93,96.29,2025,奧義賽博-KY創,0.0,-1.49,73.29,22.72,7823.TW,26.64,N/A,N/A,2026-03,🚀 利潤擴張,-0.15,⚪ 數據不足,81.0
0.0,-25.93,-99.18,2025,昱泉,-96.44999999999999,-2.43,71.78,19.25,6169.TWO,-97.71,N/A,N/A,2026-03,🌑 雙重衰退,-0.68,⚪ 數據不足,12.0500001907
0.0,650.0,-91.14,2025,冠好,-17.549999999999997,0.14,71.62,0.63,8354.TWO,578.38,N/A,N/A,2026-03,🚀 利潤擴張,0.3,⚪ 數據不足,17.0
16.50526347913684,386.11,-5.15,2025,台聯電,71.25,2.76,70.21000000000004,22.56,4905.TWO,315.9,25.49%,0.20%,2026-03,🚀 利潤擴張,1.75,⚪ 中性觀察,78.4000015259
0.0,121.74,44.08,2025,創新服務,0.0,6.33,69.89999999999999,76.4,7828.TWO,51.84,N/A,N/A,2026-03,🚀 利潤擴張,1.02,⚪ 數據不足,2125.0
11.20915007745098,127.27,3.28,2025,國票金,22.95,0.63,68.69,4.6,2889.TW,58.58,90.85%,38.94%,2026-03,🏰 高護城河,0.25,💎 強力關注,17.1499996185
4.59743308353559,107.35,24.43,2025,麗豐-KY,257.1,7.13,67.19999999999999,-4.63,4137.TW,40.15,82.18%,20.98%,2026-03,🏰 高護城河,1.41,💎 強力關注,78.8000030518
0.0,175.0,-31.03,2025,研勤,-15.3,-0.38,64.48,-28.72,3632.TWO,110.52,54.59%,3.73%,2026-03,🔄 轉虧為盈,0.06,⚪ 數據不足,7.0799999237
0.0,106.9,-24.06,2025,和迅,0.0,2.43,63.99000000000001,2.38,6986.TWO,42.91,N/A,N/A,2026-03,🚀 利潤擴張,0.6,⚪ 數據不足,40.2000007629
0.0,175.0,-184.44,2025,穎漢,-38.1,-1.28,63.97,-7.78,4562.TW,111.03,31.44%,-45.46%,2026-03,🔄 轉虧為盈,0.11,⚪ 數據不足,30.1000003815
0.0,62.5,-7120.0,2025,泰偉,-122.4,-3.51,63.5,-29.69,3064.TWO,-1.0,93.22%,-55.72%,2026-03,🏰 高護城河,-0.27,⚪ 數據不足,16.8999996185
4.646017699115044,235.0,17.33,2025,群益證,101.7,2.64,63.21000000000001,12.14,6005.TW,171.79,N/A,N/A,2026-03,🚀 利潤擴張,1.34,💎 強力關注,31.5
45.59701378671643,500.0,152.25,2025,車王電,10.049999999999997,0.58,61.81999999999999,19.69,1533.TW,438.18,N/A,N/A,2026-03,🚀 利潤擴張,0.84,⚠️ 追價風險,30.5499992371
16.5,600.0,34.55,2025,正隆,22.5,0.74,61.76999999999998,-4.85,1904.TW,538.23,20.98%,7.12%,2026-03,🚀 利潤擴張,0.56,⚪ 中性觀察,24.75
9.934124048208169,206.45,-26.32,2025,日揚,113.85,2.52,56.41999999999999,-4.59,6208.TWO,150.03,N/A,N/A,2026-03,🚀 利潤擴張,1.9,💎 強力關注,75.4000015259
4.989626397738589,204.17,-36.9,2025,強生,72.30000000000001,1.19,55.839999999999975,-6.81,4747.TWO,148.33,N/A,N/A,2026-03,🚀 利潤擴張,1.46,💎 強力關注,24.0499992371
0.0,244.44,49.15,2025,九暘,-18.45,-0.6,55.43000000000001,2.65,8040.TWO,189.01,N/A,N/A,2026-03,🔄 轉虧為盈,0.13,⚪ 數據不足,82.6999969482
1.6959385081503844,239.47,905.92,2025,晟德,273.29999999999995,12.33,54.05000000000001,-6.28,4123.TWO,185.42,41.95%,-106.23%,2026-03,🚀 利潤擴張,2.62,💎 強力關注,30.8999996185
0.0,-2.96,-48.08,2025,心誠鎂,0.0,-3.92,52.519999999999996,-29.22,6934.TW,-55.48,N/A,N/A,2026-03,🌑 雙重衰退,-1.43,⚪ 數據不足,76.8000030518
7.155581947743468,147.37,66.34,2025,霈方,252.6,6.82,51.74000000000001,6.51,6574.TWO,95.63,N/A,N/A,2026-03,🚀 利潤擴張,3.29,💎 強力關注,120.5
0.0,139.49,38.44,2025,永擎,0.0,13.04,47.56,182.72,7711.TW,91.93,N/A,N/A,2026-03,🚀 利潤擴張,7.68,⚪ 數據不足,0.0
19.97641437457547,406.06,-36.17,2025,廣寰科,31.8,1.5,46.579999999999984,23.54,3287.TWO,359.48,N/A,N/A,2026-03,🚀 利潤擴張,1.01,⚪ 中性觀察,42.3499984741
2.4564994882292734,112.5,544.54,2025,琉園,146.54999999999998,5.29,45.849999999999994,-17.0,9949.TWO,66.65,N/A,N/A,2026-03,🚀 利潤擴張,0.03,💎 強力關注,24.0
12.967798085291557,55.17,31.64,2025,漢達,172.35,4.85,39.24,108.17,6620.TWO,15.93,N/A,N/A,2026-03,🚀 利潤擴張,0.46,✅ 穩健價值,149.0
0.0,300.0,-93.75,2025,威盛,-30.6,0.12,35.860000000000014,-40.0,2388.TW,264.14,20.64%,-8.17%,2026-03,🚀 利潤擴張,0.08,⚪ 數據不足,69.9000015259
10.549450269981685,190.24,-5.7,2025,禾瑞亞,81.9,2.15,34.20000000000002,1.24,3556.TWO,156.04,50.66%,14.95%,2026-03,🏰 高護城河,1.19,💎 強力關注,57.5999984741
0.0,42.62,91.67,2025,神數,0.0,2.99,32.379999999999995,19.28,7821.TW,10.24,N/A,N/A,2026-03,🚀 利潤擴張,0.87,⚪ 數據不足,39.0999984741
0.0,34.92,-17.2,2025,未知,0.0,7.56,28.590000000000003,15.19,2072.TWO,6.33,35.24%,30.89%,2025-12,🚀 利潤擴張,11.94,⚪ 數據不足,0.0
0.0,23.4,-13.21,2025,向榮生技,-70.05,-1.89,27.259999999999998,-5.58,6794.TW,-3.86,N/A,N/A,2026-03,🧐 疑業外收益,-0.36,⚪ 數據不足,75.5
0.0,450.0,-197.83,2025,南緯,-28.950000000000003,-0.45,27.04000000000002,2.23,1467.TW,422.96,23.39%,1.90%,2026-03,🔄 轉虧為盈,0.11,⚪ 數據不足,8.1000003815
0.0,42.86,-27.83,2025,頌勝科技,0.0,3.24,26.23,3.08,7768.TW,16.63,N/A,N/A,2026-03,🚀 利潤擴張,1.62,⚪ 數據不足,286.0
0.0,42.86,-27.83,2025,未知,0.0,3.24,26.23,3.08,7768.TWO,16.63,N/A,N/A,2026-03,🚀 利潤擴張,1.62,⚪ 數據不足,0.0
0.0,38.11,11.37,2025,大東電,0.0,13.61,25.689999999999998,20.5,1623.TW,12.42,21.29%,16.93%,2026-03,🚀 利潤擴張,4.33,⚪ 數據不足,0.0
9.943181818181818,83.05,-1.08,2025,元大金,105.6,2.74,20.689999999999998,6.4,2885.TW,62.36,80.00%,33.03%,2026-03,🏰 高護城河,1.08,💎 強力關注,70.0
13.923766474035874,45.45,-66.0,2025,中連,33.45,0.85,19.960000000000004,0.36,5604.TWO,25.49,N/A,N/A,2026-03,🚀 利潤擴張,0.32,✅ 穩健價值,31.0499992371
10.731707549695122,470.83,-11.63,2025,宏遠證,24.599999999999998,0.76,19.539999999999964,0.56,6015.TWO,451.29,N/A,N/A,2026-03,🚀 利潤擴張,0.89,💎 強力關注,17.6000003815
0.0,45.71,-134.86,2025,力新,-30.900000000000002,-0.61,18.900000000000002,-8.35,5202.TWO,26.81,N/A,N/A,2026-03,🚀 利潤擴張,-0.19,⚪ 數據不足,15.3999996185
10.095339306334747,41.03,13.1,2025,華南金,70.8,1.9,18.060000000000002,4.06,2880.TW,22.97,97.25%,45.93%,2026-03,🏰 高護城河,0.55,💎 強力關注,47.6500015259
156.9230769230769,234.78,35.0,2025,博磊,9.75,0.81,17.97999999999999,13.9,3581.TWO,216.8,31.93%,8.13%,2026-03,🚀 利潤擴張,0.31,⚠️ 追價風險,102.0
7.380952153869047,33.33,28.3,2025,高雄銀,25.200000000000003,0.68,17.229999999999997,14.52,2836.TW,16.1,89.95%,32.37%,2026-03,🏰 高護城河,0.2,💎 強力關注,12.3999996185
592.5,331.43,107.11,2025,環宇-KY,11.999999999999998,0.15,15.160000000000025,25.43,4991.TWO,316.27,N/A,N/A,2026-03,🚀 利潤擴張,1.67,⚠️ 追價風險,474.0
0.0,10.53,14.12,2025,精誠金融,0.0,2.91,12.35,10.14,7819.TWO,-1.82,N/A,N/A,2026-03,🧐 疑業外收益,0.42,⚪ 數據不足,34.3499984741
10.31496042968504,34.04,-10.99,2025,凱基金,57.14999999999999,1.74,12.0,-12.26,2883.TW,22.04,78.38%,39.14%,2026-03,🏰 高護城河,0.69,💎 強力關注,39.2999992371
0.0,52.29,-14.12,2025,華安,-109.2,-2.92,10.350000000000001,-0.97,6657.TW,41.94,N/A,N/A,2026-03,🚀 利潤擴張,-0.53,⚪ 數據不足,33.6500015259
45.03007280785059,29.13,4.19,2025,力旺,947.7,25.6,9.14,6.74,3529.TWO,19.99,100.00%,60.64%,2026-03,🏰 高護城河,7.98,⚠️ 追價風險,2845.0
0.0,283.33,-53.57,2025,宏亞,-14.25,-0.43,8.629999999999995,-8.31,1236.TW,274.7,24.77%,-4.59%,2026-03,🔄 轉虧為盈,0.23,⚪ 數據不足,25.5
0.0,153.49,-827.91,2025,岱宇,-89.10000000000001,-3.35,7.890000000000015,-15.19,1598.TW,145.6,27.77%,-13.99%,2026-03,🔄 轉虧為盈,0.25,⚪ 數據不足,20.0
7.155457720606394,56.0,24.93,2025,全景軟體,136.05,4.66,7.82,15.86,8272.TWO,48.18,N/A,N/A,2026-03,🚀 利潤擴張,0.39,✅ 穩健價值,64.9000015259
25.777778625444444,37.5,-7.32,2025,欣欣,13.5,0.38,7.48,-2.15,2901.TW,30.02,84.77%,20.24%,2026-03,🏰 高護城河,0.11,⚠️ 追價風險,23.2000007629
0.0,-5.56,14.95,2025,未知,0.0,-0.92,5.7299999999999995,-3.6,4178.TWO,-11.29,N/A,N/A,2026-03,🌑 雙重衰退,-0.19,⚪ 數據不足,0.0
0.0,-5.56,14.95,2025,永笙-KY,0.0,-0.92,5.7299999999999995,-3.6,4178.TW,-11.29,N/A,N/A,2026-03,🌑 雙重衰退,-0.19,⚪ 數據不足,17.0
6.533019047853774,114.29,-38.13,2025,詩肯,63.6,0.99,5.1200000000000045,-3.57,6195.TWO,109.17,N/A,N/A,2026-03,🚀 利潤擴張,1.5,✅ 穩健價值,27.7000007629
8.336051953360522,16.67,0.85,2025,兆豐金,91.94999999999999,2.36,4.100000000000001,-1.77,2886.TW,12.57,83.45%,33.61%,2026-03,🏰 高護城河,0.63,✅ 穩健價值,51.0999984741
105.51020563857142,16.67,41.18,2025,聯傑,7.35,0.25,3.8000000000000025,13.2,3094.TW,12.87,73.82%,-7.29%,2026-03,🏰 高護城河,0.07,⚠️ 追價風險,51.7000007629
0.0,300.0,-326.32,2025,亞電,-22.2,-0.43,3.490000000000009,-8.05,4939.TWO,296.51,N/A,N/A,2026-03,🔄 轉虧為盈,0.24,⚪ 數據不足,78.3000030518
0.0,5.8,18.52,2025,達人網,0.0,2.56,3.3499999999999996,8.14,7839.TWO,2.45,N/A,N/A,2026-03,🚀 利潤擴張,0.73,⚪ 數據不足,43.2999992371
44.38271699123457,35.9,-16.92,2025,能率亞洲,12.149999999999999,0.58,3.0700000000000003,15.88,7777.TWO,32.83,N/A,N/A,2026-03,🚀 利潤擴張,-0.25,⚠️ 追價風險,35.9500007629
4.618834023692077,71.15,-27.47,2025,米斯特,100.35000000000001,2.35,2.25,12.71,2941.TWO,68.9,64.17%,2.03%,2026-03,🏰 高護城河,0.89,✅ 穩健價值,30.8999996185
6.379310564080459,38.89,-35.48,2025,王道銀行,26.1,0.61,2.030000000000001,-2.09,2897.TW,36.86,91.47%,32.72%,2026-03,🏰 高護城河,0.28,✅ 穩健價值,11.1000003815
0.0,43.18,67.52,2025,佐登-KY,-73.20000000000002,-1.59,0.9399999999999977,1.27,4190.TW,42.24,N/A,N/A,2026-03,🚀 利潤擴張,-0.26,⚪ 數據不足,25.2999992371
