pe,eps_yoy,prev_eps_yoy,prev_year,name,est_price,prev_eps,expansion,prev_rev_yoy,symbol,rev_yoy,gm,om,date,status,eps,advice,price
15.97938144329897,24500.0,16.48,2025,廣穎,130.95000000000002,2.11,23630.65,-3.19,4973.TWO,869.35,N/A,N/A,2026-03,🚀 利潤擴張,7.46,✅ 穩健價值,139.5
19.46428616839286,6900.0,-44.61,2025,圓展,25.199999999999996,1.13,6801.67,-3.05,3669.TW,98.33,56.66%,7.42%,2026-03,🏰 高護城河,0.7,⚪ 中性觀察,32.7000007629
34.65517307150862,7900.0,222.67,2025,今國光,34.8,0.92,6668.8,50.65,6209.TW,1231.2,N/A,N/A,2026-03,🚀 利潤擴張,0.81,⚠️ 追價風險,80.4000015259
14.34243157248139,7150.0,590.0,2025,立萬利,60.45,1.96,4621.74,26.61,3054.TW,2528.26,62.07%,-188.65%,2026-03,🏰 高護城河,1.41,✅ 穩健價值,57.7999992371
6.447720975093834,4133.33,-73.68,2025,和成,55.95,0.05,3859.43,-6.18,1810.TW,273.9,N/A,N/A,2026-03,🚀 利潤擴張,3.64,💎 強力關注,24.0499992371
0.0,5000.0,-731.58,2025,台塑,-48.45,-1.58,3393.55,-12.31,1301.TW,1606.45,2.38%,-5.76%,2026-03,🔄 轉虧為盈,0.51,⚪ 數據不足,65.0
18.902439024390244,3400.0,660.0,2025,欣厚-KY,12.3,0.38,2925.59,3.99,4924.TWO,474.41,27.32%,0.43%,2026-03,🚀 利潤擴張,0.35,⚪ 中性觀察,15.5
34.876543209876544,3200.0,48.33,2025,金山電,48.599999999999994,0.89,2635.64,9.79,8042.TWO,564.36,N/A,N/A,2026-03,🚀 利潤擴張,2.17,⚠️ 追價風險,113.0
8.289268932674961,2960.0,0.0,2025,統一證,96.44999999999999,3.0,2554.2799999999997,3.92,2855.TW,405.72,82.96%,34.40%,2026-03,🏰 高護城河,1.43,💎 強力關注,53.2999992371
85.17887563884156,3050.0,120.99,2025,穩懋,88.05,4.0,2382.95,-4.69,3105.TWO,667.05,31.80%,13.87%,2026-03,🚀 利潤擴張,1.26,⚠️ 追價風險,500.0
3.634373373065133,2733.33,41.38,2025,新紡,274.05000000000007,4.11,2337.34,12.31,1419.TW,395.99,27.15%,10.89%,2026-03,🚀 利潤擴張,9.37,💎 強力關注,66.4000015259
389.34426229508193,2900.0,175.0,2025,一詮,9.150000000000002,0.22,2173.63,10.09,2486.TW,726.37,15.86%,1.35%,2026-03,🚀 利潤擴張,0.29,⚠️ 追價風險,237.5
7.45689622288793,1900.0,110.31,2025,虹光,34.800000000000004,0.72,1694.01,13.61,2380.TW,205.99,24.41%,0.24%,2026-03,🚀 利潤擴張,0.4,💎 強力關注,17.2999992371
613.1578947368423,3400.0,-92.39,2025,嘉晶,2.849999999999999,0.07,1630.13,-5.25,3016.TW,1769.87,11.81%,4.89%,2026-03,🚀 利潤擴張,0.35,⚠️ 追價風險,116.5
127.95698924731181,2900.0,35.71,2025,南亞,27.900000000000006,0.57,1516.21,0.12,1303.TW,1383.79,9.25%,2.06%,2026-03,🚀 利潤擴張,1.8,⚠️ 追價風險,238.0
39.07258126040323,2366.67,275.0,2025,映泰,18.599999999999998,0.15,1335.3100000000002,-14.09,2399.TW,1031.36,8.40%,-12.67%,2026-03,🚀 利潤擴張,1.48,⚠️ 追價風險,48.4500007629
32.25490345666667,2200.0,50.0,2025,永純,7.65,0.15,1225.03,-4.5,4711.TWO,974.97,14.61%,2.47%,2026-03,🚀 利潤擴張,0.23,⚠️ 追價風險,16.4500007629
25.853659467073168,1300.0,250.0,2025,中纖,6.15,0.09,1157.6399999999999,-0.24,1718.TW,142.36,41.46%,18.72%,2026-03,🚀 利潤擴張,0.17,⚠️ 追價風險,10.6000003815
19.955556233733333,1275.0,406.67,2025,倚強科,67.5,1.52,1154.09,49.68,3219.TWO,120.91,69.49%,-15.39%,2026-03,🏰 高護城河,0.48,⚪ 中性觀察,89.8000030518
78.78378275283784,1600.0,-17.95,2025,邑昇,11.1,0.31,1063.6100000000001,9.81,5291.TWO,536.39,N/A,N/A,2026-03,🚀 利潤擴張,0.17,⚠️ 追價風險,58.2999992371
9.866156496003825,1100.0,-6.25,2025,星通,78.44999999999999,3.45,982.33,4.27,3025.TW,117.67,68.55%,43.45%,2026-03,🏰 高護城河,0.6,💎 強力關注,51.5999984741
6.203807390817469,2600.0,110.31,2025,十銓,669.75,13.06,807.1099999999999,2.46,4967.TW,1792.89,N/A,N/A,2026-03,🚀 利潤擴張,27.0,💎 強力關注,277.0
110.16949152542375,1014.29,46.43,2025,所羅門,17.699999999999996,1.23,733.74,21.27,2359.TW,280.55,24.10%,2.82%,2026-03,🚀 利潤擴張,0.78,⚠️ 追價風險,130.0
0.0,1211.11,-566.18,2025,中化生,-85.05,-4.39,714.3499999999999,-40.26,1762.TW,496.76,-78.82%,-143.69%,2026-03,🔄 轉虧為盈,1.64,⚪ 數據不足,34.0999984741
120.24793388429755,2666.67,-51.41,2025,晶豪科,36.29999999999999,0.87,648.6500000000001,8.08,3006.TW,2018.02,32.33%,20.25%,2026-03,🚀 利潤擴張,7.22,⚠️ 追價風險,291.0
0.0,1100.0,-266.0,2025,盟立,-26.55,-0.84,589.77,-10.95,2464.TW,510.23,17.62%,-3.37%,2026-03,🔄 轉虧為盈,0.24,⚪ 數據不足,197.0
7.23230258113979,2067.82,140.33,2025,創見,586.95,12.98,583.2200000000003,69.84,2451.TW,1484.6,61.62%,55.59%,2026-03,🏰 高護城河,18.93,💎 強力關注,283.0
6.1224489795918355,806.67,89.09,2025,台鋼建設,29.400000000000006,-0.07,582.14,58.31,3521.TWO,224.53,-40.24%,-147.39%,2026-03,🔄 轉虧為盈,2.12,💎 強力關注,12.0
15.000000187009803,1763.64,-68.84,2025,南港,30.6,1.01,579.1500000000001,-44.61,2101.TW,1184.49,20.96%,4.39%,2026-03,🚀 利潤擴張,1.86,✅ 穩健價值,30.6000003815
0.0,1100.0,-197.14,2025,高鋒,-36.6,-1.02,556.87,-2.21,4510.TWO,543.13,14.87%,-1.97%,2026-03,🔄 轉虧為盈,0.2,⚪ 數據不足,44.4500007629
38.80952380952381,1200.0,-40.68,2025,微端,15.75,0.7,511.73,-19.66,3285.TWO,688.27,28.61%,8.69%,2026-03,🚀 利潤擴張,0.26,⚠️ 追價風險,40.75
40.63400576368876,530.77,222.58,2025,GOGOLOOK,52.05,1.58,487.52,20.92,6902.TW,43.25,N/A,N/A,2026-03,🚀 利潤擴張,1.64,⚠️ 追價風險,141.0
0.0,820.0,74.6,2025,鑫永洋,-7.499999999999999,-0.16,484.25,5.06,6241.TWO,335.75,N/A,N/A,2026-03,🔄 轉虧為盈,0.46,⚪ 數據不足,15.8999996185
33.983049554406776,1200.0,-42.59,2025,綠電,8.850000000000001,0.31,472.41999999999996,-6.1,8440.TWO,727.58,N/A,N/A,2026-03,🚀 利潤擴張,0.22,⚠️ 追價風險,20.0499992371
0.0,418.92,-1.45,2025,富田-創,0.0,2.72,444.74,-41.11,4590.TW,-25.82,30.54%,-0.34%,2026-03,🧐 疑業外收益,1.21,⚪ 數據不足,91.0
38.27586338439655,600.0,-34.67,2025,麗正,17.400000000000002,0.49,412.3,11.66,2302.TW,187.7,36.04%,11.05%,2026-03,🚀 利潤擴張,0.25,⚠️ 追價風險,44.4000015259
65.99264705882354,1037.5,576.92,2025,華邦電,40.8,0.88,390.63,9.55,2344.TW,646.87,41.86%,15.37%,2026-03,🚀 利潤擴張,2.25,⚠️ 追價風險,179.5
0.0,387.5,5.88,2025,宏�砦C戲-創,0.0,1.44,381.05,28.36,6908.TW,6.45,N/A,N/A,2026-03,🚀 利潤擴張,0.41,⚪ 數據不足,30.0
21.96691176470588,715.79,-49.65,2025,應廣,81.60000000000001,2.19,356.01,-15.3,6716.TWO,359.78,N/A,N/A,2026-03,🚀 利潤擴張,1.59,⚪ 中性觀察,119.5
