日期,代號,名稱,最新價格,成本,股數,損益,報酬率
2026-08-01,2317,鴻海,250.5,241.21,2000,18580,3.85%
2026-08-01,4142,國光生,16.55,25.32,1000,-8770,-34.64%
2026-08-01,0050,元大台灣50,93.5,46.6,16000,750400,100.64%
2026-08-01,0056,元大高股息,46.29,36.43,4000,39440,27.07%
2026-08-01,00635U,期元大S&P黃金,42.03,55.25,3000,-39660,-23.93%
2026-08-01,00738U,期元大道瓊白銀,46.03,66.26,1000,-20230,-30.53%
2026-08-01,00929,復華台灣科技優息,26.0,19.73,8000,50160,31.78%
2026-08-01,009816,凱基台灣TOP50,13.41,11.01,63000,151200,21.80%
2026-08-01,00990A,主動元大AI新經濟,13.65,11.48,5000,10850,18.90%
2026-08-01,2009,第一銅,35.1,50.56,4000,-61840,-30.58%
2026-08-01,2337,旺宏,100.5,95.28,2000,10440,5.48%
2026-08-01,2409,友達,24.2,16.21,2000,15980,49.29%
2026-08-01,3481,群創,45.5,25.1,4000,81600,81.27%
2026-08-01,3105,穩懋,294.5,556.47,300,-78591,-47.08%
2026-08-01,4966,譜瑞-KY,562.0,1921.64,1000,-1359640,-70.75%
2026-08-01,2327,國巨*,502.0,1030.0,1,-528,-51.26%
2026-08-01,00403A,主動統一升級50,8.47,10.68,26000,-57460,-20.69%
2026-08-01,00981A,主動統一台股增長,23.76,27.48,2000,-7440,-13.54%
2026-08-01,2330,台積電,2425.0,225.55,10,21994,975.15%
2026-08-01,6789,采鈺,423.5,593.5,400,-68000,-28.64%
2026-08-01,6849,奇鼎科技,136.5,266.4,280,-36372,-48.76%
2026-08-01,7853,政美應用,297.5,409.29,280,-31301,-27.31%
2026-08-01,3576,聯合再生,16.3,18.15,5000,-9250,-10.19%
2026-08-01,1721,三晃,19.2,27.88,3000,-26050,-31.14%
2026-08-01,8215,明基材,22.7,31.6,200,-1780,-28.16%
2026-08-01,00405A,主動富邦台灣龍耀,6.68,9.34,11000,-29260,-28.48%
2026-08-01,5498,凱崴,41.95,69.61,188,-5200,-39.74%
2026-08-01,1301,台塑,55.0,50.5,100,450,8.91%
2026-08-01,6498,久禾光,69.1,67.3,12,22,2.67%
2026-08-01,009821,野村稀土關鍵資源,12.37,17.3,12000,-59160,-28.50%
