日期,代號,名稱,最新價格,成本,股數,損益,報酬率
2026-08-12,2317,鴻海,264.5,241.21,2000,46580,9.66%
2026-08-12,4142,國光生,17.55,25.32,1000,-7770,-30.69%
2026-08-12,0050,元大台灣50,104.25,46.6,16000,922400,123.71%
2026-08-12,0056,元大高股息,52.45,36.43,4000,64080,43.97%
2026-08-12,00635U,期元大S&P黃金,45.03,55.25,3000,-30660,-18.50%
2026-08-12,00738U,期元大道瓊白銀,51.15,66.26,1000,-15110,-22.80%
2026-08-12,00929,復華台灣科技優息,29.16,19.73,8000,75440,47.80%
2026-08-12,009816,凱基台灣TOP50,15.12,11.01,63000,258930,37.33%
2026-08-12,00990A,主動元大AI新經濟,16.03,11.48,5000,22750,39.63%
2026-08-12,2009,第一銅,39.65,50.56,4000,-43640,-21.58%
2026-08-12,2337,旺宏,133.5,95.28,2000,76440,40.11%
2026-08-12,2409,友達,27.0,16.21,2000,21580,66.56%
2026-08-12,3481,群創,52.3,25.1,4000,108800,108.37%
2026-08-12,3105,穩懋,385.5,556.47,300,-51291,-30.72%
2026-08-12,4966,譜瑞-KY,600.0,1921.64,1000,-1321640,-68.78%
2026-08-12,2327,國巨*,573.0,1030.0,1,-457,-44.37%
2026-08-12,00403A,主動統一升級50,9.9,10.68,26000,-20280,-7.30%
2026-08-12,00981A,主動統一台股增長,28.53,27.48,2000,2100,3.82%
2026-08-12,2330,台積電,2380.0,225.55,10,21544,955.20%
2026-08-12,6789,采鈺,441.5,593.5,400,-60800,-25.61%
2026-08-12,6849,奇鼎科技,133.0,266.4,280,-37352,-50.08%
2026-08-12,7853,政美應用,324.5,409.29,280,-23741,-20.72%
2026-08-12,3576,聯合再生,17.15,18.15,5000,-5000,-5.51%
2026-08-12,1721,三晃,20.3,27.88,3000,-22750,-27.20%
2026-08-12,8215,明基材,25.55,31.6,200,-1210,-19.15%
2026-08-12,00405A,主動富邦台灣龍耀,8.13,9.34,11000,-13310,-12.96%
2026-08-12,5498,凱崴,50.6,69.61,188,-3574,-27.31%
2026-08-12,1301,台塑,55.6,50.5,100,510,10.10%
2026-08-12,6498,久禾光,77.0,67.3,12,116,14.41%
2026-08-12,009821,野村稀土關鍵資源,14.91,17.3,12000,-28680,-13.82%
