代號,名稱,前日均價,報買價,報買量,報賣價,報賣量,日最高,日最低,日均價,成交,成交量,進度日期,上市櫃進度(註)
1260,富味鄉,25.22,24.75,3000,25.7,2999,25.70,24.45,25.05,25.70,27021,-,
1269,乾杯,64.10,61.7,3000,63.8,1888,64.80,61.70,63.62,63.80,4730,-,
1271,晨暉生技,59.83,59.0,3000,59.6,3000,61.00,59.00,59.38,59.30,47438,-,
1293,利統,23.58,22.3,3000,23.4,3000,23.40,23.30,23.33,23.40,19345,-,
1343,旭東環保,35.32,34.4,3000,35.55,2000,35.60,34.40,35.31,35.55,16259,-,
1480,東盟開發,8.15,7.98,5000,8.17,5000,-,-,-,-,-,-,
1594,日高,8.10,7.7,10000,8.1,10000,-,-,-,-,-,-,
2071,震南鐵,35.19,34.5,3000,35.4,2998,35.40,34.20,34.92,35.40,32305,-,
2245,詠勝昌*,23.81,23.9,2937,25.05,5998,25.05,23.90,24.63,25.05,2065,-,
2249,湧盛,100.10,96.5,3000,96.5,2990,101.00,64.50,77.52,96.50,963821,115/07/28,櫃買中心同意上櫃契約
2252,為昇科,17.42,17.1,5000,17.5,18999,17.75,17.05,17.40,17.50,59714,-,
2255,凱銳光電,15.02,14.5,5000,15.0,4995,15.25,14.40,14.91,15.00,57429,-,
2256,歐特明,81.50,71.8,3000,74.8,2980,81.90,70.80,74.47,74.80,1042047,-,
2644,中信造船,79.10,79.1,3000,81.0,4997,83.10,79.50,80.79,81.00,37174,-,
2733,維格餅家,11.00,10.45,10000,11.0,9999,11.00,10.95,10.98,11.00,2,-,
2741,老四川,20.14,20.0,2000,20.2,3000,20.20,19.90,20.02,20.00,31521,-,
2758,路易莎咖啡,69.68,68.8,3000,70.5,3000,70.60,68.80,69.11,70.50,461,-,
2760,巨宇翔,10.85,10.35,10000,10.85,9999,10.85,10.85,10.85,10.85,1,-,
2761,橘焱胡同,15.30,14.95,10000,15.15,4800,15.15,15.00,15.07,15.15,20300,-,
2938,床的世界,25.80,25.5,1000,26.25,3000,26.00,25.45,25.73,25.50,14000,115/07/28,櫃買中心同意上櫃契約
2940,歐都納,24.05,23.9,3000,24.2,3000,-,-,-,-,-,-,
2942,京站,37.13,36.45,6000,37.15,6000,37.00,36.30,36.65,37.00,403,-,
3097,拍檔,25.50,24.45,3000,25.55,3000,25.60,24.30,24.51,25.60,17130,-,
3117,年程,27.14,27.5,2000,28.8,6000,29.80,27.50,28.58,27.50,61073,-,
3184,微邦,13.32,13.1,3999,13.65,5000,13.75,13.00,13.19,13.10,124912,-,
3194,圓方科技,34.30,33.3,3000,34.7,2700,34.70,34.50,34.52,34.70,2800,-,
3473,智通聯網,80.52,80.2,3000,83.0,2750,84.00,80.30,80.52,83.00,12260,-,
3585,聯致,50.73,49.65,6000,50.0,2886,51.60,49.50,50.34,50.00,429096,-,
3595,山太士,1480.61,1515.0,6974,1530.0,1496,1570.00,1420.00,1518.77,1515.00,337987,115/07/31,上櫃審議會通過
3603,建祥國際,6.93,6.59,5000,6.84,5000,6.93,6.60,6.62,6.70,6010,-,
3633,云光,119.22,119.0,2000,122.5,2900,123.00,118.50,120.33,122.50,3919,-,
3644,凌嘉科,276.82,298.5,2000,300.5,2000,303.50,284.00,293.70,300.00,443564,-,
3659,百辰,18.95,15.45,5000,16.2,5000,18.60,15.65,16.38,15.80,451626,-,
3678,聯享,51.10,48.65,3000,50.9,2999,52.50,48.60,50.45,50.00,28367,-,
4115,善德生技,7.62,7.41,5000,7.68,5000,7.69,7.40,7.67,7.65,19528,-,
4117,普生,10.26,10.25,4999,10.45,3000,10.50,10.10,10.25,10.45,55547,-,
4150,優你康,3.99,3.75,5000,3.92,7000,4.00,3.74,3.83,3.85,310165,-,
4170,鑫品生醫,12.04,11.85,9000,12.3,9900,12.30,11.85,11.89,12.30,1100,-,
4172,因華,11.11,10.85,5000,11.25,5000,11.30,10.85,10.99,11.25,196465,-,
4186,尖端醫,9.06,8.85,5000,9.04,5000,9.30,8.84,8.95,9.04,68315,-,
4194,禾生技,6.10,6.08,5000,6.37,4999,6.38,6.12,6.24,6.37,68153,-,
4197,暐世,8.58,8.21,5000,8.58,9000,8.58,8.58,8.58,8.58,1005,-,
4431,敏成健康,18.20,18.4,4000,18.6,9995,18.60,18.00,18.29,18.60,76010,-,
4537,旭東,135.38,133.5,2000,135.0,2000,138.00,133.00,135.13,136.00,77877,115/07/09,送件申請上市
4544,春日,14.00,13.4,5000,14.05,5000,-,-,-,-,-,-,
