eps,price,date,advice,est_price,prev_year,rev_yoy,prev_eps,om,status,symbol,prev_rev_yoy,pe,eps_yoy,prev_eps_yoy,name,expansion,gm
1.42,330.0,2026-03,❌ 暫避觀望,165.0,2025,316.58,4.99,27.31%,⚠️ 獲利稀釋,3374.TWO,2.53,30.0,12.7,-18.86,精材,-303.88,32.82%
0.75,86.5,2026-03,❌ 暫避觀望,65.1,2025,342.78,1.86,7.20%,⚠️ 獲利稀釋,3624.TWO,3.65,19.93087557603687,38.89,-9.71,光頡,-303.89,23.30%
-0.05,13.0,2026-03,⚪ 數據不足,-24.15,2025,153.95,-1.13,N/A,📉 獲利侵蝕,6988.TW,-10.48,0.0,-150.0,-337.5,威力暘-創,-303.95,N/A
0.6,65.3000030518,2026-03,⚪ 中性觀察,71.55000000000001,2025,243.32,1.42,3.31%,📉 獲利侵蝕,1563.TW,-6.64,13.689728103102725,-61.07,-56.6,巧新,-304.39,18.31%
0.02,50.7999992371,2026-03,⚪ 數據不足,-28.650000000000006,2025,207.42,-4.64,-7.17%,🔄 轉虧為盈,3545.TW,-17.79,0.0,-97.44,-270.99,敦泰,-304.86,20.78%
-0.62,0.0,2026-03,⚪ 數據不足,0.0,2025,163.56,4.58,N/A,📉 獲利侵蝕,6887.TW,-12.03,0.0,-141.61,-40.21,寶綠特-KY,-305.17,N/A
1.76,175.0,2026-03,⚪ 中性觀察,197.55,2025,319.74,5.48,19.26%,⚠️ 獲利稀釋,3265.TWO,11.55,13.287775246772966,14.29,-12.04,台星科,-305.45,25.97%
0.14,20.0499992371,2026-03,⚪ 數據不足,-13.649999999999997,2025,253.31,1.06,9.68%,📉 獲利侵蝕,4433.TWO,12.09,0.0,-53.33,46.48,興采,-306.64,22.41%
2.48,83.3000030518,2026-03,⚪ 中性觀察,384.6,2025,310.34,9.97,N/A,⚠️ 獲利稀釋,5520.TWO,2.6,3.248830072223089,3.33,10.9,力泰,-307.01,N/A
3.9,602.0,2026-03,⚪ 中性觀察,662.1,2025,244.27,11.51,24.28%,📉 獲利侵蝕,2327.TW,9.26,13.63842319891255,-63.79,-69.45,國巨*,-308.06,37.30%
0.26,40.7999992371,2026-03,⚪ 中性觀察,46.349999999999994,2025,308.22,1.24,2.92%,📉 獲利侵蝕,3059.TW,20.59,13.20388324825243,0.0,18.27,華晶科,-308.22,23.91%
2.64,142.5,2026-03,⚪ 中性觀察,289.65000000000003,2025,473.15,7.91,N/A,⚠️ 獲利稀釋,6214.TW,12.89,7.3795960642154315,164.0,9.74,精誠,-309.15,N/A
0.6,42.5,2026-03,⚪ 中性觀察,94.65,2025,317.56,2.61,8.89%,⚠️ 獲利稀釋,3168.TW,0.46,6.735340729001584,7.14,-6.99,眾福科,-310.42,25.14%
0.35,22.6000003815,2026-03,⚪ 中性觀察,92.85,2025,255.86,2.35,N/A,📉 獲利侵蝕,6221.TWO,2.45,3.6510501424071085,-55.13,-33.33,晉泰,-310.99,N/A
0.52,28.7000007629,2026-03,⚪ 中性觀察,49.65,2025,345.16,1.33,4.10%,⚠️ 獲利稀釋,1227.TW,-3.8,8.670695094531721,33.33,-30.16,佳格,-311.83000000000004,23.19%
1.19,203.5,2026-03,❌ 暫避觀望,112.64999999999999,2025,381.92,3.26,N/A,⚠️ 獲利稀釋,6173.TWO,8.9,27.097203728362185,70.0,11.72,信昌電,-311.92,N/A
-0.48,34.0,2026-03,❌ 暫避觀望,13.35,2025,101.24,0.51,N/A,📉 獲利侵蝕,5244.TW,-1.9,38.20224719101124,-211.63,-79.59,弘凱,-312.87,N/A
-0.19,10.25,2026-03,⚪ 數據不足,-30.449999999999996,2025,356.44,-0.52,-1.86%,⚠️ 獲利稀釋,1316.TW,195.34,0.0,41.38,35.21,上曜,-315.06,30.65%
3.22,163.0,2026-03,⚪ 中性觀察,169.65,2025,344.16,4.13,0.74%,⚠️ 獲利稀釋,4569.TW,25.19,14.412024756852343,29.03,-47.66,六方科-KY,-315.13,15.14%
0.36,26.3500003815,2026-03,❌ 暫避觀望,15.450000000000001,2025,303.58,0.27,N/A,📉 獲利侵蝕,6508.TWO,-4.08,25.582524642233007,-12.2,-74.77,惠光,-315.78,N/A
0.57,32.0999984741,2026-03,⚪ 中性觀察,60.44999999999999,2025,343.04,1.5,6.75%,⚠️ 獲利稀釋,2105.TW,-5.68,7.965260167270472,26.67,-39.27,正新,-316.37,22.84%
0.12,0.0,2026-03,⚪ 數據不足,0.0,2025,338.66,-0.34,-2.51%,🔄 轉虧為盈,3591.TW,-9.81,0.0,22.22,-132.32,艾笛森,-316.44000000000005,21.48%
0.5,33.1500015259,2026-03,⚪ 中性觀察,75.0,2025,293.89,2.2,N/A,📉 獲利侵蝕,5009.TWO,-10.14,6.63000030518,-24.19,-50.0,榮剛,-318.08,N/A
0.61,117.0,2026-03,⚪ 中性觀察,129.75,2025,242.64,3.0,N/A,📉 獲利侵蝕,6863.TW,-14.3,13.526011560693641,-75.79,-73.47,永道-KY,-318.43,N/A
-0.4,18.7999992371,2026-03,⚪ 數據不足,-73.94999999999999,2025,313.28,-2.07,N/A,📉 獲利侵蝕,6431.TW,-1.12,0.0,-5.26,17.15,光麗-KY,-318.53999999999996,N/A
-0.05,33.25,2026-03,⚪ 數據不足,-9.3,2025,168.9,-0.09,N/A,📉 獲利侵蝕,6969.TW,79.86,0.0,-150.0,95.65,成信實業*-創,-318.9,N/A
-0.32,102.0,2026-03,⚪ 數據不足,-30.450000000000003,2025,74.47,-0.92,N/A,📉 獲利侵蝕,6617.TWO,13.75,0.0,-244.44,-38.46,共信-KY,-318.90999999999997,N/A
-0.28,18.3500003815,2026-03,⚪ 數據不足,-60.6,2025,364.7,-1.35,N/A,⚠️ 獲利稀釋,5230.TWO,-14.66,0.0,44.9,-338.6,雷笛克光學,-319.8,N/A
0.25,22.1499996185,2026-03,⚪ 數據不足,-13.799999999999999,2025,271.71,0.06,N/A,📉 獲利侵蝕,5015.TWO,-4.99,0.0,-48.98,-97.61,華祺,-320.69,N/A
3.6,315.5,2026-03,⚪ 中性觀察,505.34999999999997,2025,314.69,13.02,9.15%,📉 獲利侵蝕,3023.TW,-6.24,9.364796675571387,-6.49,-11.43,信邦,-321.18,23.64%
2.51,230.5,2026-03,⚪ 中性觀察,388.79999999999995,2025,334.59,10.26,14.20%,⚠️ 獲利稀釋,3357.TWO,20.3,8.892746913580247,13.18,30.29,臺慶科,-321.40999999999997,28.44%
6.87,1000.0,2026-03,❌ 暫避觀望,705.45,2025,411.46,19.47,24.30%,⚠️ 獲利稀釋,2368.TW,54.05,21.2630236019562,89.33,64.8,金像電,-322.13,33.66%
0.37,20.5,2026-03,⚪ 中性觀察,38.550000000000004,2025,292.45,1.1,0.16%,📉 獲利侵蝕,3038.TW,-16.5,7.976653696498054,-30.61,-50.0,全台,-323.06,20.87%
0.25,46.0499992371,2026-03,❌ 暫避觀望,19.650000000000002,2025,316.3,0.66,4.03%,📉 獲利侵蝕,4561.TWO,-22.51,35.15267117335878,-7.41,-79.88,健椿,-323.71000000000004,19.95%
0.35,75.4000015259,2026-03,⚪ 中性觀察,130.05,2025,257.7,3.45,5.11%,📉 獲利侵蝕,1582.TW,-7.71,8.696655308638984,-66.67,-51.27,信錦,-324.37,21.08%
0.35,31.2999992371,2026-03,⚪ 中性觀察,63.6,2025,366.19,1.81,12.75%,⚠️ 獲利稀釋,2415.TW,3.4,7.382075291768867,41.67,58.77,錩新,-324.52,25.38%
0.33,29.0,2026-03,⚪ 中性觀察,64.64999999999999,2025,345.97,1.72,N/A,⚠️ 獲利稀釋,9908.TW,1.69,6.728538283062646,18.52,0.6,大台北,-327.45000000000005,N/A
2.19,156.5,2026-03,⚪ 中性觀察,242.10000000000002,2025,333.31,6.22,N/A,⚠️ 獲利稀釋,6732.TWO,-7.67,9.69640644361834,5.8,-43.71,昇佳電子,-327.51,N/A
0.76,66.6999969482,2026-03,⚪ 中性觀察,113.25000000000001,2025,310.12,2.49,-1.87%,📉 獲利侵蝕,2397.TW,14.61,8.834436681880794,-18.28,-28.03,友通,-328.4,25.36%
0.8,48.7999992371,2026-03,⚪ 中性觀察,78.75,2025,331.39,2.37,10.08%,⚠️ 獲利稀釋,2497.TW,-3.38,9.295237949923811,2.67,-21.36,怡利電,-328.71999999999997,25.76%
0.9,52.7000007629,2026-03,⚪ 中性觀察,115.50000000000001,2025,330.21,3.12,4.56%,⚠️ 獲利稀釋,2453.TW,7.21,6.844155943233765,1.12,1.96,凌群,-329.09,24.39%
1.07,70.5999984741,2026-03,⚪ 中性觀察,140.85000000000002,2025,397.14,4.02,N/A,⚠️ 獲利稀釋,6967.TWO,5.45,7.518636685207667,66.67,26.43,汎瑋材料,-330.46999999999997,N/A
1.51,87.0,2026-03,❌ 暫避觀望,51.45,2025,1078.36,1.56,8.56%,⚠️ 獲利稀釋,4739.TW,51.17,25.364431486880466,747.83,9.15,康普,-330.52999999999986,14.91%
0.52,57.4000015259,2026-03,❌ 暫避觀望,45.3,2025,447.51,1.35,N/A,⚠️ 獲利稀釋,8074.TWO,4.4,19.00662302182119,116.67,15.38,鉅橡,-330.84,N/A
0.44,56.5999984741,2026-03,❌ 暫避觀望,35.550000000000004,2025,506.19,1.74,14.09%,⚠️ 獲利稀釋,3530.TW,6.6,23.881855896244723,175.0,230.83,晶相光,-331.19,31.94%
-0.49,39.2000007629,2026-03,⚪ 數據不足,-75.75,2025,125.31,-1.95,N/A,📉 獲利侵蝕,8291.TWO,-71.56,0.0,-206.25,-78.9,尚茂,-331.56,N/A
0.85,79.1999969482,2026-03,⚪ 中性觀察,136.35,2025,324.12,4.23,N/A,📉 獲利侵蝕,6261.TWO,5.64,8.71287095139714,-7.53,4.19,久元,-331.65,N/A
1.48,267.0,2026-03,❌ 暫避觀望,104.99999999999999,2025,339.67,3.13,15.45%,⚠️ 獲利稀釋,4931.TWO,22.86,38.142857142857146,7.25,26.02,新盛力,-332.42,26.27%
0.39,24.7999992371,2026-03,⚪ 中性觀察,40.95,2025,389.13,1.19,8.66%,⚠️ 獲利稀釋,1409.TW,-14.65,9.084248804798534,56.0,13.33,新纖,-333.13,22.79%
-0.09,26.7000007629,2026-03,❌ 暫避觀望,4.500000000000001,2025,133.35,0.1,-5.47%,📉 獲利侵蝕,4130.TWO,-3.61,89.000002543,-200.0,-56.52,健亞,-333.35,34.00%
0.87,38.9500007629,2026-03,⚪ 中性觀察,62.85000000000001,2025,418.94,2.04,N/A,⚠️ 獲利稀釋,5215.TW,-4.56,9.295942902840094,85.11,-45.45,科嘉-KY,-333.83,N/A
3.67,261.5,2026-03,⚪ 中性觀察,342.3,2025,390.31,9.52,N/A,⚠️ 獲利稀釋,6435.TWO,25.24,11.459246275197195,56.17,56.88,大中,-334.14,N/A
0.17,58.0,2026-03,⚪ 數據不足,-90.45,2025,458.27,-1.61,N/A,🔄 轉虧為盈,6425.TWO,-16.91,0.0,123.61,-348.39,易發,-334.65999999999997,N/A
0.33,21.7000007629,2026-03,⚪ 數據不足,-10.5,2025,320.5,0.3,4.80%,📉 獲利侵蝕,3531.TWO,-18.09,0.0,-15.38,-77.78,先益,-335.88,22.74%
0.52,34.5,2026-03,⚪ 中性觀察,94.19999999999999,2025,321.35,3.06,N/A,📉 獲利侵蝕,4942.TW,7.48,5.493630573248408,-14.75,-26.62,嘉彰,-336.1,N/A
-0.44,69.8000030518,2026-03,❌ 暫避觀望,10.2,2025,158.96,0.39,N/A,📉 獲利侵蝕,8234.TWO,5.19,102.6470633114706,-177.19,-35.0,新漢,-336.15,N/A
-0.23,16.6000003815,2026-03,⚪ 數據不足,-53.4,2025,378.91,-1.49,N/A,⚠️ 獲利稀釋,5348.TWO,-3.8,0.0,42.5,-109.86,正能量智能,-336.41,N/A
1.37,55.2000007629,2026-03,⚪ 中性觀察,59.1,2025,319.83,3.17,N/A,📉 獲利侵蝕,8433.TWO,-3.48,14.010152477893401,-17.96,-67.55,弘帆,-337.78999999999996,N/A
2.12,212.0,2026-03,❌ 暫避觀望,154.20000000000002,2025,443.87,3.84,N/A,⚠️ 獲利稀釋,6861.TW,15.29,20.622568093385212,105.83,4.08,睿生光電,-338.04,N/A
0.18,49.6500015259,2026-03,⚪ 數據不足,-285.45000000000005,2025,440.91,-4.83,-2.95%,🔄 轉虧為盈,1583.TW,-12.11,0.0,102.44,-142.57,程泰,-338.47,19.66%
0.37,32.4500007629,2026-03,⚪ 數據不足,-28.5,2025,423.64,-0.16,N/A,🔄 轉虧為盈,6560.TWO,123.75,0.0,85.0,50.0,欣普羅,-338.64,N/A
1.62,143.0,2026-03,⚪ 中性觀察,216.14999999999998,2025,353.67,5.88,N/A,⚠️ 獲利稀釋,6525.TW,14.03,9.923664122137406,14.08,14.17,捷敏-KY,-339.59000000000003,N/A
0.51,67.3000030518,2026-03,⚪ 中性觀察,92.10000000000001,2025,332.58,2.42,6.47%,📉 獲利侵蝕,1504.TW,6.99,10.960912549153095,-7.41,-18.15,東元,-339.99,23.29%
0.11,21.7999992371,2026-03,⚪ 中性觀察,65.1,2025,305.41,1.68,N/A,📉 獲利侵蝕,2477.TW,-5.34,5.023041298870968,-35.29,12.0,美隆電,-340.70000000000005,N/A
-0.56,24.7999992371,2026-03,⚪ 數據不足,-88.94999999999999,2025,350.73,-2.17,-18.26%,⚠️ 獲利稀釋,4726.TWO,8.23,0.0,9.68,4.42,永昕,-341.05,1.76%
0.05,7.9099998474,2026-03,❌ 暫避觀望,4.65,2025,312.59,0.16,N/A,📉 獲利侵蝕,5512.TWO,17.58,25.516128539999997,-28.57,-11.76,力麒,-341.15999999999997,N/A
0.76,23.9500007629,2026-03,⚪ 中性觀察,144.6,2025,304.12,4.1,N/A,📉 獲利侵蝕,9904.TW,-4.71,2.4844399131639006,-37.7,-24.63,寶成,-341.82,N/A
-1.18,456.5,2026-03,⚪ 數據不足,-10.35,2025,-9.15,1.69,N/A,🌑 雙重衰退,6643.TWO,20.34,0.0,-351.06,-44.41,M31,-341.91,N/A
1.53,42.1500015259,2026-03,⚪ 中性觀察,182.10000000000002,2025,381.09,4.84,16.53%,⚠️ 獲利稀釋,2618.TW,-0.31,3.4719935359060954,39.09,-9.87,長榮航,-342.0,22.90%
0.74,78.5,2026-03,⚪ 中性觀察,99.14999999999999,2025,343.52,2.68,N/A,⚠️ 獲利稀釋,6175.TWO,-1.38,11.875945537065054,1.37,-14.74,立敦,-342.15,N/A
1.14,0.0,2026-03,⚪ 數據不足,0.0,2025,349.82,4.36,19.39%,⚠️ 獲利稀釋,2476.TW,12.66,0.0,7.55,-15.98,鉅祥,-342.27,32.99%
-0.41,10.3000001907,2026-03,⚪ 中性觀察,16.200000000000003,2025,402.3,1.58,-5.65%,⚠️ 獲利稀釋,2323.TW,-3.39,9.53703721361111,59.41,685.19,中環,-342.89,23.42%
0.09,39.25,2026-03,⚪ 數據不足,-5.3999999999999995,2025,372.19,-0.21,-5.18%,🔄 轉虧為盈,1711.TW,-7.34,0.0,28.57,-147.73,永光,-343.62,17.63%
2.25,134.0,2026-03,⚪ 中性觀察,354.0,2025,340.36,9.1,N/A,📉 獲利侵蝕,9939.TW,1.65,5.677966101694915,-3.43,-5.01,宏全,-343.79,N/A
2.04,110.5,2026-03,⚪ 中性觀察,284.7,2025,337.45,7.55,12.50%,📉 獲利侵蝕,3689.TWO,20.51,5.821917808219178,-7.69,19.61,湧德,-345.14,30.92%
-0.17,14.5500001907,2026-03,⚪ 數據不足,-44.85,2025,409.09,-1.09,N/A,⚠️ 獲利稀釋,6129.TWO,-2.06,0.0,63.83,-9.0,普誠,-345.26,N/A
1.01,119.5,2026-03,⚪ 中性觀察,128.1,2025,338.45,3.7,10.72%,📉 獲利侵蝕,4755.TW,-9.17,13.99297423887588,-8.18,-9.76,三福化,-346.63,22.24%
0.37,72.5999984741,2026-03,❌ 暫避觀望,63.0,2025,293.55,2.48,N/A,📉 獲利侵蝕,7709.TWO,-31.16,17.285713922404764,-53.16,-52.99,榮田,-346.71000000000004,N/A
1.09,93.3000030518,2026-03,⚪ 中性觀察,189.45000000000002,2025,325.07,4.01,N/A,📉 獲利侵蝕,9914.TW,-9.71,7.3871736383056215,-22.14,271.37,美利達,-347.21,N/A
1.65,104.5,2026-03,⚪ 中性觀察,243.15,2025,345.63,6.44,9.66%,📉 獲利侵蝕,2755.TWO,20.09,6.446637877853177,-1.8,8.73,揚秦,-347.43,27.43%
0.79,58.0,2026-03,⚪ 中性觀察,86.39999999999999,2025,423.28,2.53,N/A,⚠️ 獲利稀釋,8099.TWO,27.49,10.069444444444445,75.56,9.52,大世科,-347.71999999999997,N/A
0.52,35.25,2026-03,⚪ 中性觀察,91.79999999999998,2025,312.37,2.61,15.06%,📉 獲利侵蝕,2520.TW,-20.24,5.759803921568628,-35.44,-74.55,冠德,-347.81,23.17%
1.76,149.5,2026-03,⚪ 中性觀察,216.75,2025,367.88,5.24,N/A,⚠️ 獲利稀釋,6438.TW,26.29,10.346020761245676,19.73,-29.85,迅得,-348.15,N/A
2.7,172.5,2026-03,⚪ 中性觀察,205.05,2025,379.26,6.04,11.86%,⚠️ 獲利稀釋,4551.TW,1.71,12.618873445501096,30.43,-27.14,智伸科,-348.83,23.25%
2.63,154.0,2026-03,⚪ 中性觀察,310.95,2025,366.95,8.0,10.67%,⚠️ 獲利稀釋,2480.TW,11.38,7.428847081524361,17.41,6.67,敦陽科,-349.53999999999996,24.08%
1.17,46.8499984741,2026-03,⚪ 中性觀察,108.3,2025,426.15,2.88,14.07%,⚠️ 獲利稀釋,2027.TW,12.63,6.4889194562465375,76.56,77.93,大成鋼,-349.59,25.55%
-0.11,11.8999996185,2026-03,⚪ 數據不足,-16.950000000000003,2025,340.82,-0.35,N/A,📉 獲利侵蝕,8201.TW,1.42,0.0,-10.0,60.23,無敵,-350.82,N/A
0.41,26.6499996185,2026-03,⚪ 中性觀察,86.25,2025,349.07,2.56,N/A,📉 獲利侵蝕,1104.TW,-0.42,4.634782542347827,-2.38,18.52,環泥,-351.45,N/A
0.09,56.0,2026-03,❌ 暫避觀望,8.100000000000001,2025,318.51,0.27,N/A,📉 獲利侵蝕,5309.TWO,9.13,103.7037037037037,-33.33,-57.38,系統電,-351.84,N/A
0.51,17.3999996185,2026-03,⚪ 中性觀察,38.1,2025,1180.75,1.14,N/A,⚠️ 獲利稀釋,4440.TW,-4.85,6.850393550590551,828.57,-35.23,宜新實業,-352.17999999999995,N/A
0.12,41.9500007629,2026-03,⚪ 中性觀察,99.3,2025,293.96,3.41,N/A,📉 獲利侵蝕,6754.TW,-30.87,6.336858121283988,-58.62,-46.72,匯僑設計,-352.58,N/A
14.9,5730.0,2026-03,❌ 暫避觀望,1617.45,2025,401.75,41.67,19.80%,⚠️ 獲利稀釋,2383.TW,46.42,53.13920059352685,49.0,47.96,台光電,-352.75,28.58%
-0.9,19.3999996185,2026-03,❌ 暫避觀望,16.35,2025,155.69,0.92,N/A,📉 獲利侵蝕,6276.TWO,20.19,17.798164787614677,-197.83,142.59,安鈦克,-353.52,N/A
0.63,38.4500007629,2026-03,⚪ 中性觀察,174.14999999999998,2025,286.97,4.69,N/A,📉 獲利侵蝕,6807.TW,-14.72,3.311800237975883,-66.84,-47.18,峰源-KY,-353.81000000000006,N/A
4.28,303.5,2026-03,⚪ 中性觀察,780.75,2025,318.21,21.44,11.87%,📉 獲利侵蝕,3413.TW,26.66,5.830931796349664,-36.27,-12.83,京鼎,-354.47999999999996,23.90%
0.38,40.5,2026-03,⚪ 中性觀察,82.94999999999999,2025,306.21,1.87,N/A,📉 獲利侵蝕,8931.TWO,-1.74,7.3236889692585905,-48.65,-19.4,大汽電,-354.85999999999996,N/A
0.29,42.5999984741,2026-03,❌ 暫避觀望,41.1,2025,296.16,1.56,1.57%,📉 獲利侵蝕,3704.TW,-2.6,15.54744469857664,-58.82,10.87,合勤控,-354.98,30.58%
-0.74,65.5999984741,2026-03,⚪ 數據不足,-88.5,2025,237.64,-1.95,-13.38%,📉 獲利侵蝕,1595.TWO,-21.77,0.0,-117.65,-3800.0,川寶,-355.28999999999996,26.86%
1.14,104.5,2026-03,❌ 暫避觀望,77.10000000000001,2025,572.52,2.08,N/A,⚠️ 獲利稀釋,6215.TW,50.12,20.330739299610894,216.67,-1.42,和椿,-355.85,N/A
0.12,18.2000007629,2026-03,❌ 暫避觀望,4.35,2025,428.07,0.13,1.48%,⚠️ 獲利稀釋,2106.TW,-0.7,62.75862332034483,71.43,-90.0,建大,-356.64,20.30%
2.79,199.0,2026-03,⚪ 中性觀察,278.55,2025,376.47,6.27,7.03%,⚠️ 獲利稀釋,1503.TW,6.01,10.716208939149166,18.72,7.92,士電,-357.75,17.20%
0.05,40.0999984741,2026-03,❌ 暫避觀望,2.5500000000000003,2025,529.33,0.36,N/A,⚠️ 獲利稀釋,6624.TWO,-10.21,235.8823439652941,171.43,-52.17,萬年清,-357.90000000000003,N/A
-0.04,48.4000015259,2026-03,⚪ 數據不足,-11.1,2025,242.37,-0.73,N/A,📉 獲利侵蝕,6928.TW,-2.54,0.0,-117.39,6.41,攸泰科技,-359.76,N/A
-0.42,21.3999996185,2026-03,❌ 暫避觀望,3.300000000000003,2025,395.54,1.85,N/A,⚠️ 獲利稀釋,8426.TWO,-5.62,97.27272553863628,35.38,-63.22,紅木-KY,-360.16,N/A
0.15,40.0999984741,2026-03,⚪ 中性觀察,115.95,2025,271.35,3.0,5.60%,📉 獲利侵蝕,3501.TW,-6.46,5.187580656416558,-88.89,-50.98,維熹,-360.24,18.84%
2.11,127.5,2026-03,⚪ 中性觀察,292.8,2025,346.01,7.95,9.93%,📉 獲利侵蝕,1537.TW,-18.5,6.531762295081967,-14.23,-32.28,廣隆,-360.24,18.72%
1.92,126.0,2026-03,⚪ 中性觀察,229.8,2025,356.78,5.85,9.60%,📉 獲利侵蝕,3004.TW,15.8,8.224543080939947,-3.52,-24.15,豐達科,-360.29999999999995,24.39%
0.69,20.1499996185,2026-03,⚪ 中性觀察,44.1,2025,315.63,0.57,-4.13%,📉 獲利侵蝕,1473.TW,-10.32,6.8537413668367355,-44.8,-81.13,台南,-360.43,13.69%
1.45,113.0,2026-03,⚪ 中性觀察,119.25,2025,384.64,3.15,7.70%,⚠️ 獲利稀釋,3430.TWO,16.19,14.213836477987421,23.93,-34.24,奇鈦科,-360.71,23.03%
1.47,91.4000015259,2026-03,⚪ 中性觀察,171.0,2025,408.08,4.4,N/A,⚠️ 獲利稀釋,5243.TW,-7.74,8.017543993499999,47.0,30.95,乙盛-KY,-361.08,N/A
-0.07,11.5500001907,2026-03,⚪ 數據不足,-2.7,2025,172.23,0.04,-1.07%,📉 獲利侵蝕,3050.TW,0.72,0.0,-188.89,-92.73,鈺德,-361.12,27.89%
1.87,259.0,2026-03,⚪ 中性觀察,350.09999999999997,2025,315.93,9.01,28.21%,📉 獲利侵蝕,2449.TW,30.08,11.096829477292204,-46.72,41.67,京元電子,-362.65,37.66%
0.12,57.7999992371,2026-03,⚪ 中性觀察,61.49999999999999,2025,303.38,1.57,N/A,📉 獲利侵蝕,8162.TW,19.79,14.097560789536587,-60.0,23.62,微矽電子-創,-363.38,N/A
3.19,672.0,2026-03,❌ 暫避觀望,296.70000000000005,2025,572.88,8.13,18.24%,⚠️ 獲利稀釋,3167.TW,95.35,33.9737108190091,208.82,474.47,大量,-364.06,42.12%
0.05,18.3999996185,2026-03,⚪ 數據不足,-12.75,2025,280.38,-1.06,N/A,🔄 轉虧為盈,3027.TW,4.18,0.0,-83.87,-342.86,盛達,-364.25,N/A
5.61,485.5,2026-03,⚪ 中性觀察,734.1,2025,390.24,19.45,17.08%,⚠️ 獲利稀釋,3044.TW,11.54,9.920310584389046,25.22,21.94,健鼎,-365.02,25.47%
-0.56,17.2000007629,2026-03,⚪ 數據不足,-148.64999999999998,2025,409.13,-4.38,N/A,⚠️ 獲利稀釋,6153.TW,-25.69,0.0,44.0,0.46,嘉聯益,-365.13,N/A
1.14,128.5,2026-03,⚪ 中性觀察,129.14999999999998,2025,396.55,3.45,12.13%,⚠️ 獲利稀釋,2478.TW,7.81,14.924506387921022,28.41,8.95,大毅,-368.14,24.27%
0.18,58.4000015259,2026-03,❌ 暫避觀望,16.2,2025,311.46,0.74,N/A,📉 獲利侵蝕,6155.TW,10.87,54.07407548694445,-57.14,-23.71,鈞寶,-368.59999999999997,N/A
0.34,30.8500003815,2026-03,⚪ 中性觀察,31.049999999999997,2025,378.36,0.83,9.12%,⚠️ 獲利稀釋,2108.TW,-16.0,14.903381826811595,9.68,-27.19,南帝,-368.68,25.29%
0.18,28.6499996185,2026-03,⚪ 數據不足,-137.25,2025,474.55,-2.45,N/A,🔄 轉虧為盈,1530.TW,0.45,0.0,105.36,-152.78,亞崴,-369.19,N/A
0.99,52.0,2026-03,⚪ 中性觀察,144.45,2025,403.64,4.08,N/A,⚠️ 獲利稀釋,8936.TWO,20.29,5.399792315680167,33.78,21.07,國統,-369.86,N/A
0.02,16.2999992371,2026-03,⚪ 數據不足,-14.55,2025,273.28,-0.88,-21.05%,🔄 轉虧為盈,3057.TW,1.86,0.0,-97.67,46.34,喬鼎,-370.95,29.42%
0.28,29.8500003815,2026-03,❌ 暫避觀望,22.05,2025,341.24,0.52,N/A,📉 獲利侵蝕,5426.TWO,17.01,20.306122708503402,-30.0,-47.47,振發,-371.24,N/A
2.26,116.0,2026-03,⚪ 中性觀察,193.2,2025,442.71,5.68,N/A,⚠️ 獲利稀釋,6924.TW,-3.92,9.006211180124224,71.21,-16.96,榮惠-KY創,-371.5,N/A
0.33,29.8500003815,2026-03,⚪ 中性觀察,82.05000000000001,2025,305.92,2.19,N/A,📉 獲利侵蝕,6194.TWO,-2.95,5.457038460968921,-66.33,-47.23,育富,-372.25,N/A
0.33,24.2000007629,2026-03,⚪ 中性觀察,60.75,2025,336.21,1.72,2.75%,📉 獲利侵蝕,2063.TWO,-13.1,5.975308830345679,-36.54,-10.88,世鎧,-372.75,17.29%
0.73,71.5,2026-03,⚪ 中性觀察,80.99999999999999,2025,507.12,2.44,8.17%,⚠️ 獲利稀釋,2374.TW,60.25,13.240740740740742,133.33,28.57,佳能,-373.78999999999996,21.67%
0.26,34.8499984741,2026-03,⚪ 中性觀察,73.20000000000002,2025,315.88,2.02,4.13%,📉 獲利侵蝕,3206.TWO,-13.21,7.141393129938523,-58.06,-50.73,志豐,-373.94,21.42%
0.9,39.0999984741,2026-03,⚪ 中性觀察,138.6,2025,352.87,3.49,N/A,📉 獲利侵蝕,6474.TWO,-5.94,4.2316015664610385,-21.74,19.85,華豫寧,-374.61,N/A
0.37,78.5999984741,2026-03,❌ 暫避觀望,52.050000000000004,2025,398.73,1.41,3.94%,⚠️ 獲利稀釋,1717.TW,-7.93,22.65129639023055,23.33,-9.62,長興,-375.40000000000003,21.29%
0.33,73.9000015259,2026-03,❌ 暫避觀望,20.55,2025,412.92,0.65,6.31%,⚠️ 獲利稀釋,2484.TW,10.07,53.94160695321167,37.5,-34.34,希華,-375.42,21.81%
0.65,227.0,2026-03,❌ 暫避觀望,67.5,2025,478.88,2.07,N/A,⚠️ 獲利稀釋,8039.TW,6.75,50.44444444444444,103.13,-11.69,台虹,-375.75,N/A
2.86,685.0,2026-03,❌ 暫避觀望,258.9,2025,446.0,6.58,5.81%,⚠️ 獲利稀釋,3026.TW,5.01,39.68713789107764,70.24,12.1,禾伸堂,-375.76,17.62%
0.17,75.0999984741,2026-03,⚪ 中性觀察,127.95000000000002,2025,559.82,3.74,2.40%,⚠️ 獲利稀釋,3483.TWO,0.02,8.804220219706917,183.33,-53.89,力致,-376.49,18.01%
