eps,price,date,advice,est_price,prev_year,rev_yoy,prev_eps,om,status,symbol,prev_rev_yoy,pe,eps_yoy,prev_eps_yoy,name,expansion,gm
0.84,86.4000015259,2026-03,⚪ 中性觀察,175.2,2025,103.42,7.31,N/A,📉 獲利侵蝕,6532.TWO,-6.21,7.397260404614726,-34.88,81.39,瑞耘,-138.3,N/A
-0.18,20.0499992371,2026-03,⚪ 數據不足,-33.3,2025,174.21,-0.77,N/A,⚠️ 獲利稀釋,5211.TWO,34.16,0.0,35.71,34.19,蒙恬,-138.5,N/A
0.11,44.7999992371,2026-03,⚪ 中性觀察,83.55000000000001,2025,312.01,1.95,1.28%,⚠️ 獲利稀釋,3306.TWO,10.49,8.043087834308798,173.33,-33.45,鼎天,-138.67999999999998,25.80%
1.75,130.5,2026-03,⚪ 中性觀察,223.8,2025,148.79,6.18,N/A,⚠️ 獲利稀釋,8109.TWO,15.04,8.746648793565683,10.06,-4.63,博大,-138.73,N/A
0.06,19.0499992371,2026-03,❌ 暫避觀望,5.8500000000000005,2025,539.09,0.19,-3.56%,⚠️ 獲利稀釋,1414.TW,-10.66,48.846151889999994,400.0,-19.23,東和,-139.09000000000003,15.75%
0.1,39.7000007629,2026-03,⚪ 中性觀察,78.0,2025,51.4,3.0,N/A,📉 獲利侵蝕,7770.TWO,12.79,7.634615531326922,-87.95,-47.4,君曜,-139.35,N/A
3.38,230.0,2026-03,⚪ 中性觀察,440.70000000000005,2025,142.19,11.47,N/A,⚠️ 獲利稀釋,7765.TW,3.64,7.8284547311095976,2.74,2.97,中華資安,-139.45,N/A
0.39,46.7999992371,2026-03,⚪ 中性觀察,193.95,2025,70.64,5.29,11.73%,📉 獲利侵蝕,1295.TWO,4.97,3.6194895001624134,-69.05,-6.08,生合,-139.69,49.97%
-0.03,44.5499992371,2026-03,⚪ 數據不足,-18.6,2025,30.39,-0.52,N/A,📉 獲利侵蝕,6243.TW,-12.93,0.0,-109.68,-147.27,迅杰,-140.07,N/A
0.91,38.2999992371,2026-03,⚪ 中性觀察,134.39999999999998,2025,108.67,3.43,12.30%,📉 獲利侵蝕,4584.TWO,-1.51,4.274553486283483,-31.58,-4.72,君帆,-140.25,34.23%
1.64,161.0,2026-03,⚪ 中性觀察,290.85,2025,104.46,6.76,N/A,📉 獲利侵蝕,2729.TWO,0.46,8.303249097472923,-36.22,-24.75,瓦城,-140.68,N/A
0.4,179.0,2026-03,❌ 暫避觀望,99.74999999999999,2025,71.65,2.81,2.86%,📉 獲利侵蝕,3035.TW,62.61,26.91729323308271,-69.92,-29.75,智原,-141.57,42.16%
0.73,66.3000030518,2026-03,❌ 暫避觀望,52.95,2025,244.55,2.0,N/A,⚠️ 獲利稀釋,6292.TWO,-3.28,18.781870552917848,102.78,-48.05,迅德,-141.77,N/A
4.62,268.0,2026-03,⚪ 中性觀察,659.1,2025,137.6,17.76,N/A,📉 獲利侵蝕,8081.TW,5.0,6.099226217569412,-4.18,-0.84,致新,-141.78,N/A
1.33,73.1999969482,2026-03,⚪ 中性觀察,215.7,2025,133.59,5.8,N/A,📉 獲利侵蝕,6527.TWO,9.33,5.090403125744089,-8.28,15.63,明達醫,-141.87,N/A
-0.63,15.8500003815,2026-03,⚪ 數據不足,-88.05,2025,143.49,-2.57,N/A,⚠️ 獲利稀釋,6461.TWO,170.31,0.0,1.56,18.35,益得,-141.93,N/A
0.64,33.2999992371,2026-03,⚪ 中性觀察,127.64999999999999,2025,89.96,3.09,N/A,📉 獲利侵蝕,7715.TWO,-27.76,3.9130433886133966,-52.24,-39.84,裕山,-142.2,N/A
13.35,1595.0,2026-03,❌ 暫避觀望,1583.5500000000002,2025,180.17,42.0,31.25%,⚠️ 獲利稀釋,1590.TW,11.97,15.108458842474187,37.91,10.18,亞德客-KY,-142.26,47.51%
-1.11,10.1999998093,2026-03,⚪ 數據不足,-39.0,2025,51.34,-1.59,-58.77%,📉 獲利侵蝕,1538.TW,1.9,0.0,-91.38,6.47,正峰,-142.72,32.24%
0.12,31.7000007629,2026-03,⚪ 數據不足,-13.65,2025,443.05,-0.65,N/A,🔄 轉虧為盈,5468.TWO,36.88,0.0,300.0,-246.15,凱鈺,-143.05,N/A
6.19,537.0,2026-03,⚪ 中性觀察,1029.8999999999999,2025,114.65,26.87,16.92%,📉 獲利侵蝕,3034.TW,-2.07,7.821147684241189,-28.44,-19.62,聯詠,-143.09,38.19%
0.34,173.0,2026-03,❌ 暫避觀望,35.24999999999999,2025,185.98,0.58,N/A,⚠️ 獲利稀釋,8033.TW,14.37,73.61702127659575,41.67,14.0,雷虎,-144.31,N/A
6.77,591.0,2026-03,⚪ 中性觀察,1293.4499999999998,2025,125.8,34.51,N/A,📉 獲利侵蝕,4966.TWO,1.76,6.853763191464688,-19.19,6.64,譜瑞-KY,-144.99,N/A
25.7,6480.0,2026-03,❌ 暫避觀望,2791.5,2025,206.98,75.71,N/A,⚠️ 獲利稀釋,7769.TW,116.34,34.81998925308974,61.74,110.03,鴻勁,-145.23999999999998,N/A
1.01,50.0999984741,2026-03,⚪ 中性觀察,72.45,2025,237.89,2.25,N/A,⚠️ 獲利稀釋,4995.TWO,-7.32,10.37267049153209,92.31,-50.22,晶達,-145.57999999999998,N/A
0.39,14.8000001907,2026-03,❌ 暫避觀望,11.549999999999999,2025,269.52,0.58,N/A,⚠️ 獲利稀釋,4155.TW,-6.81,19.220779468441563,123.53,-10.94,訊映,-145.98999999999998,N/A
0.49,45.9000015259,2026-03,⚪ 中性觀察,63.3,2025,130.66,1.81,14.34%,📉 獲利侵蝕,1203.TW,-10.06,10.876777612772512,-15.52,-23.5,味王,-146.18,33.56%
0.5,79.0,2026-03,⚪ 中性觀察,130.35000000000002,2025,79.57,3.29,N/A,📉 獲利侵蝕,7642.TWO,-15.67,9.09090909090909,-66.89,-50.94,昶瑞機電,-146.45999999999998,N/A
1.83,200.0,2026-03,⚪ 中性觀察,202.2,2025,177.74,6.25,N/A,⚠️ 獲利稀釋,7810.TWO,34.56,14.83679525222552,30.71,47.62,捷創科技,-147.03,N/A
0.53,107.5,2026-03,❌ 暫避觀望,107.1,2025,107.87,1.85,N/A,📉 獲利侵蝕,8932.TWO,51.84,15.056022408963585,-39.77,-7.07,智通*,-147.64000000000001,N/A
0.32,42.75,2026-03,❌ 暫避觀望,41.699999999999996,2025,151.01,1.13,N/A,⚠️ 獲利稀釋,6821.TWO,2.84,15.37769784172662,3.33,-5.93,聯寶,-147.67999999999998,N/A
2.21,337.5,2026-03,❌ 暫避觀望,275.1,2025,165.36,7.37,N/A,⚠️ 獲利稀釋,5234.TW,12.43,18.402399127589966,17.55,32.55,達興材料,-147.81,N/A
0.26,23.0,2026-03,⚪ 中性觀察,76.94999999999999,2025,118.45,2.37,N/A,📉 獲利侵蝕,6671.TW,-2.1,4.483430799220274,-29.73,-25.47,三能-KY,-148.18,N/A
0.18,18.7999992371,2026-03,⚪ 中性觀察,34.199999999999996,2025,86.03,0.96,N/A,📉 獲利侵蝕,8923.TWO,2.69,8.245613700482457,-62.5,3.23,時報,-148.53,N/A
0.92,140.0,2026-03,❌ 暫避觀望,106.8,2025,119.1,3.0,N/A,📉 獲利侵蝕,4572.TW,-23.02,19.662921348314608,-29.77,-58.85,駐龍,-148.87,N/A
9.53,4470.0,2026-03,❌ 暫避觀望,1359.6,2025,148.55,36.75,31.26%,📉 獲利侵蝕,3653.TW,42.0,49.315975286849074,-0.63,49.96,健策,-149.18,41.25%
0.4,99.0,2026-03,⚪ 數據不足,-24.3,2025,106.56,-1.63,-15.73%,🔄 轉虧為盈,2231.TW,-21.77,0.0,-42.86,-148.96,為升,-149.42000000000002,23.65%
-0.21,9.9499998093,2026-03,⚪ 數據不足,-33.75,2025,166.01,-0.88,N/A,⚠️ 獲利稀釋,4188.TWO,-42.69,0.0,16.0,-10.0,安克,-150.01,N/A
0.01,20.2999992371,2026-03,⚪ 數據不足,-9.9,2025,261.16,-0.28,N/A,🔄 轉虧為盈,6226.TW,-3.71,0.0,111.11,38.64,光鼎,-150.05,N/A
1.08,37.9500007629,2026-03,⚪ 中性觀察,157.95,2025,159.56,4.22,N/A,⚠️ 獲利稀釋,7753.TWO,9.51,3.6039886764387465,9.09,10.39,星亞,-150.47,N/A
-0.44,17.25,2026-03,⚪ 數據不足,-47.25000000000001,2025,167.87,-0.57,23.11%,⚠️ 獲利稀釋,4142.TW,-9.99,0.0,17.31,1.75,國光生,-150.56,49.56%
2.1,206.0,2026-03,⚪ 中性觀察,222.3,2025,192.82,6.58,N/A,⚠️ 獲利稀釋,6719.TW,23.89,13.900134952766532,41.89,198.64,力智,-150.93,N/A
6.23,1270.0,2026-03,❌ 暫避觀望,550.4999999999999,2025,216.06,15.42,N/A,⚠️ 獲利稀釋,6683.TWO,23.03,34.60490463215259,64.88,-12.9,雍智科技,-151.18,N/A
-0.01,26.8500003815,2026-03,⚪ 數據不足,-25.5,2025,47.85,-0.62,-19.63%,📉 獲利侵蝕,3086.TWO,5.99,0.0,-104.55,-192.54,華義*,-152.4,44.07%
19.54,7170.0,2026-03,❌ 暫避觀望,1842.6000000000001,2025,166.0,46.93,N/A,⚠️ 獲利稀釋,6515.TW,35.51,58.36860957342885,13.4,40.24,穎崴,-152.6,N/A
0.41,82.0999984741,2026-03,⚪ 中性觀察,144.9,2025,69.99,3.14,N/A,📉 獲利侵蝕,4946.TWO,786.25,8.498964645351966,-82.61,131.69,辣椒,-152.6,N/A
0.58,34.0,2026-03,⚪ 中性觀察,120.60000000000001,2025,83.05,2.87,N/A,📉 獲利侵蝕,6962.TW,-15.03,4.2288557213930345,-69.68,-39.39,奕力-KY,-152.73000000000002,N/A
0.51,56.5,2026-03,⚪ 中性觀察,125.39999999999999,2025,148.91,3.93,5.94%,📉 獲利侵蝕,2756.TWO,69.66,6.758373205741627,-3.85,61.83,聯發國際,-152.76,49.60%
0.24,59.5999984741,2026-03,❌ 暫避觀望,29.250000000000004,2025,125.85,1.0,-0.86%,📉 獲利侵蝕,3438.TWO,4.92,30.56410178158974,-27.27,-33.77,類比科,-153.12,38.12%
1.86,118.0,2026-03,⚪ 中性觀察,210.0,2025,124.98,5.64,N/A,📉 獲利侵蝕,6585.TW,-13.21,8.428571428571429,-28.46,-45.5,鼎基,-153.44,N/A
0.01,19.5,2026-03,❌ 暫避觀望,7.95,2025,55.25,0.68,-362.94%,📉 獲利侵蝕,3308.TW,-88.36,36.79245283018868,-98.28,-32.0,聯德,-153.53,23.48%
0.16,70.5999984741,2026-03,⚪ 中性觀察,208.2,2025,60.26,6.85,22.47%,📉 獲利侵蝕,2348.TW,-27.63,5.086455221476946,-93.37,-51.27,海悅,-153.63,34.04%
0.53,27.1499996185,2026-03,⚪ 中性觀察,68.7,2025,108.08,1.95,N/A,📉 獲利侵蝕,1524.TW,-12.78,5.927947514956332,-45.92,-45.98,耿鼎,-154.0,N/A
0.71,0.0,2026-03,⚪ 數據不足,0.0,2025,177.0,3.18,41.07%,⚠️ 獲利稀釋,2617.TW,-2.28,0.0,22.41,3.25,台航,-154.59,46.23%
-0.29,26.1000003815,2026-03,⚪ 數據不足,-67.95,2025,199.88,-1.75,-12.95%,⚠️ 獲利稀釋,3122.TWO,-11.1,0.0,45.28,-22.38,笙泉,-154.6,34.82%
-0.68,51.0,2026-03,⚪ 數據不足,-87.9,2025,159.07,-1.83,N/A,⚠️ 獲利稀釋,6695.TW,10.49,0.0,4.29,-355.0,芯鼎,-154.78,N/A
3.68,1320.0,2026-03,❌ 暫避觀望,290.7,2025,225.35,7.83,27.57%,🏰 高護城河,3491.TWO,5.02,68.11145510835914,70.37,-12.03,昇達科,-154.98,58.57%
0.83,54.0,2026-03,⚪ 中性觀察,100.05,2025,200.61,2.72,N/A,⚠️ 獲利稀釋,6161.TWO,12.38,8.095952023988007,45.61,-20.23,捷波,-155.0,N/A
1.29,139.0,2026-03,⚪ 中性觀察,179.25000000000003,2025,132.18,5.13,N/A,📉 獲利侵蝕,4163.TWO,1.22,11.631799163179915,-23.31,-5.16,鐿鈦,-155.49,N/A
1.6,178.5,2026-03,⚪ 中性觀察,269.25,2025,140.64,7.34,N/A,📉 獲利侵蝕,6761.TWO,-2.32,9.944289693593316,-14.89,2.89,穩得,-155.52999999999997,N/A
0.08,48.9500007629,2026-03,❌ 暫避觀望,44.849999999999994,2025,74.54,1.22,11.18%,📉 獲利侵蝕,3093.TWO,38.76,16.37123771334448,-81.4,15.09,港建*,-155.94,40.97%
0.6,156.5,2026-03,⚪ 中性觀察,185.7,2025,115.66,5.49,N/A,📉 獲利侵蝕,5474.TWO,22.92,12.641357027463652,-41.18,-22.13,聰泰,-156.84,N/A
1.75,75.1999969482,2026-03,⚪ 中性觀察,229.95000000000002,2025,173.58,6.51,N/A,⚠️ 獲利稀釋,6498.TWO,19.77,4.905414021409001,16.67,11.33,久禾光,-156.91000000000003,N/A
0.63,42.7999992371,2026-03,⚪ 中性觀察,65.4,2025,174.38,1.61,N/A,⚠️ 獲利稀釋,9918.TW,2.96,9.816513586490826,16.98,-28.18,欣天然,-157.4,N/A
-0.62,13.6999998093,2026-03,⚪ 數據不足,-29.85,2025,57.79,-0.59,N/A,📉 獲利侵蝕,8067.TWO,-2.17,0.0,-100.0,16.9,志旭,-157.79,N/A
-0.57,17.8999996185,2026-03,⚪ 數據不足,-50.4,2025,68.27,-1.33,N/A,📉 獲利侵蝕,5272.TWO,2.86,0.0,-90.0,-1377.78,笙科,-158.26999999999998,N/A
0.02,13.3500003815,2026-03,⚪ 中性觀察,13.800000000000002,2025,68.51,0.28,-2.71%,📉 獲利侵蝕,3024.TW,-31.39,14.510869979891302,-90.0,-57.58,憶聲,-158.51,24.73%
0.02,27.7999992371,2026-03,❌ 暫避觀望,9.0,2025,76.73,0.12,N/A,📉 獲利侵蝕,8080.TWO,22.38,46.33333206183333,-81.82,139.29,泰霖,-158.55,N/A
1.0,146.0,2026-03,⚪ 中性觀察,277.65,2025,90.37,8.29,N/A,📉 獲利侵蝕,6862.TW,2.98,7.887628309022151,-68.65,-19.59,三集瑞-KY,-159.02,N/A
-0.31,14.6499996185,2026-03,⚪ 數據不足,-58.650000000000006,2025,185.58,-1.29,-18.87%,⚠️ 獲利稀釋,4128.TWO,9.94,0.0,26.19,31.02,中天,-159.39000000000001,42.56%
3.27,178.0,2026-03,⚪ 中性觀察,419.85,2025,195.54,12.15,N/A,⚠️ 獲利稀釋,6996.TWO,-9.4,6.359414076455876,36.13,-14.17,力領科技,-159.41,N/A
0.51,28.8999996185,2026-03,⚪ 中性觀察,49.35,2025,155.84,1.36,17.09%,📉 獲利侵蝕,1568.TW,0.3,8.784194412917934,-3.77,-13.92,倉佑,-159.61,34.44%
-0.24,35.4500007629,2026-03,⚪ 數據不足,-67.2,2025,214.29,-1.52,N/A,⚠️ 獲利稀釋,6237.TWO,11.69,0.0,52.94,-462.96,驊訊,-161.35,N/A
0.4,68.8000030518,2026-03,⚪ 中性觀察,79.49999999999999,2025,100.37,2.25,N/A,📉 獲利侵蝕,8102.TWO,-23.31,12.981132651283023,-61.9,-62.55,傑霖科技,-162.27,N/A
1.37,61.0999984741,2026-03,⚪ 中性觀察,164.85,2025,137.15,5.51,N/A,📉 獲利侵蝕,6203.TWO,37.15,5.559599497188353,-25.14,57.43,海韻電,-162.29000000000002,N/A
2.47,138.0,2026-03,⚪ 中性觀察,234.00000000000003,2025,186.39,6.32,N/A,⚠️ 獲利稀釋,6651.TWO,3.91,8.846153846153845,22.89,-22.95,全宇昕,-163.5,N/A
2.59,134.0,2026-03,⚪ 中性觀察,292.35,2025,155.73,7.4,7.00%,📉 獲利侵蝕,3213.TWO,1.19,6.875320677270395,-8.48,-12.32,茂訊,-164.20999999999998,25.33%
-0.58,8.9799995422,2026-03,⚪ 數據不足,-58.8,2025,50.4,-1.34,-40.94%,📉 獲利侵蝕,2424.TW,34.04,0.0,-114.81,59.69,隴華,-165.21,27.86%
0.84,51.4000015259,2026-03,⚪ 中性觀察,145.8,2025,139.24,3.81,12.42%,📉 獲利侵蝕,4138.TWO,-11.82,5.288066000606996,-26.32,-32.69,曜亞,-165.56,44.64%
1.17,67.4000015259,2026-03,⚪ 中性觀察,139.19999999999996,2025,499.13,4.31,30.49%,⚠️ 獲利稀釋,2606.TW,-4.75,7.262931198911639,333.33,-22.2,裕民,-165.8,35.36%
0.09,16.1000003815,2026-03,❌ 暫避觀望,2.55,2025,179.42,0.13,22.84%,⚠️ 獲利稀釋,3252.TWO,-3.71,94.70588459705883,12.5,141.94,海灣,-166.92,43.11%
1.19,70.0,2026-03,⚪ 中性觀察,80.1,2025,364.73,1.91,N/A,⚠️ 獲利稀釋,4949.TW,-0.48,13.108614232209739,197.5,240.74,有成精密,-167.23000000000002,N/A
3.21,305.5,2026-03,⚪ 中性觀察,325.49999999999994,2025,264.19,8.67,N/A,⚠️ 獲利稀釋,6197.TW,12.03,14.078341013824888,96.93,-0.23,佳必琪,-167.26,N/A
-0.64,10.9499998093,2026-03,⚪ 數據不足,-160.04999999999998,2025,192.98,-5.1,N/A,⚠️ 獲利稀釋,6550.TW,-62.05,0.0,25.58,-40.62,北極星藥業-KY,-167.39999999999998,N/A
-0.23,16.1499996185,2026-03,⚪ 數據不足,-45.3,2025,162.93,-1.09,-38.32%,📉 獲利侵蝕,2482.TW,-16.89,0.0,-4.55,-234.57,連宇,-167.48000000000002,35.81%
-0.4,9.1000003815,2026-03,⚪ 數據不足,-46.050000000000004,2025,157.19,-1.29,N/A,📉 獲利侵蝕,8437.TWO,-31.28,0.0,-11.11,-516.13,大地-KY,-168.3,N/A
3.85,686.0,2026-03,❌ 暫避觀望,453.6,2025,190.06,12.25,15.69%,⚠️ 獲利稀釋,2395.TW,18.56,22.685185185185183,21.52,17.26,研華,-168.54,39.78%
0.64,61.2000007629,2026-03,❌ 暫避觀望,46.949999999999996,2025,215.08,0.67,N/A,⚠️ 獲利稀釋,6224.TW,-2.5,19.552715898690096,46.51,-69.96,聚鼎,-168.57000000000002,N/A
3.66,809.0,2026-03,❌ 暫避觀望,432.6,2025,232.49,11.33,23.34%,⚠️ 獲利稀釋,4749.TWO,28.3,28.05131761442441,63.39,32.78,新應材,-169.10000000000002,44.02%
0.96,291.5,2026-03,❌ 暫避觀望,103.49999999999999,2025,201.37,3.01,N/A,⚠️ 獲利稀釋,6937.TW,-13.26,42.2463768115942,31.51,-50.25,天虹,-169.86,N/A
2.27,163.0,2026-03,⚪ 中性觀察,358.95000000000005,2025,191.57,10.22,N/A,⚠️ 獲利稀釋,6690.TWO,13.3,6.811533639782699,21.39,36.27,安�硌穈T,-170.18,N/A
0.0,66.5999984741,2026-03,❌ 暫避觀望,10.5,2025,70.28,0.71,N/A,📉 獲利侵蝕,6485.TWO,16.84,95.14285496300002,-100.0,152.21,點序,-170.28,N/A
-0.21,22.75,2026-03,⚪ 數據不足,-49.05,2025,195.61,-1.63,N/A,⚠️ 獲利稀釋,6929.TWO,-1.45,0.0,25.0,-54.29,佑全,-170.61,N/A
1.65,103.0,2026-03,⚪ 中性觀察,161.55,2025,189.52,4.58,N/A,⚠️ 獲利稀釋,5299.TWO,-12.32,9.563602599814297,18.71,-22.77,杰力,-170.81,N/A
0.36,21.6000003815,2026-03,❌ 暫避觀望,10.2,2025,792.05,0.26,1.25%,⚠️ 獲利稀釋,1323.TW,-23.91,31.764706443382355,620.0,-89.88,永裕,-172.04999999999995,15.09%
0.28,63.4000015259,2026-03,⚪ 中性觀察,65.1,2025,129.05,2.3,17.87%,📉 獲利侵蝕,2070.TWO,-2.97,14.60829528246544,-43.18,-22.56,精湛,-172.23000000000002,45.13%
0.75,44.2999992371,2026-03,⚪ 中性觀察,204.29999999999998,2025,116.4,5.37,N/A,📉 獲利侵蝕,6591.TW,38.81,3.252569694353892,-55.88,60.88,動力-KY,-172.28,N/A
0.17,30.6499996185,2026-03,❌ 暫避觀望,19.2,2025,178.72,0.54,-1.48%,⚠️ 獲利稀釋,2926.TWO,1.84,23.945312201953126,6.25,100.0,誠品生活,-172.47,40.82%
-0.05,28.3500003815,2026-03,❌ 暫避觀望,18.45,2025,201.59,0.47,-18.51%,⚠️ 獲利稀釋,3297.TWO,20.59,23.048780797967478,28.57,461.54,杭特,-173.02,30.70%
0.7,63.9000015259,2026-03,⚪ 中性觀察,73.49999999999999,2025,216.12,2.07,N/A,⚠️ 獲利稀釋,7704.TWO,-11.73,13.040816637938777,42.86,-22.56,明遠精密,-173.26,N/A
1.57,61.4000015259,2026-03,⚪ 中性觀察,96.74999999999999,2025,192.24,2.35,N/A,⚠️ 獲利稀釋,6844.TWO,1.36,9.519380081534885,18.94,-21.14,諾貝兒,-173.3,N/A
5.19,1000.0,2026-03,❌ 暫避觀望,487.05000000000007,2025,392.93,12.75,N/A,⚠️ 獲利稀釋,6640.TWO,10.19,30.797659377887275,218.52,-14.04,均華,-174.41,N/A
1.3,136.0,2026-03,⚪ 中性觀察,189.75,2025,177.66,4.99,17.33%,⚠️ 獲利稀釋,2412.TW,2.67,10.75098814229249,3.17,3.96,中華電,-174.49,33.63%
0.53,32.5,2026-03,⚪ 中性觀察,56.7,2025,203.95,1.75,N/A,⚠️ 獲利稀釋,9960.TWO,-3.52,8.597883597883598,29.27,-13.79,邁達康,-174.67999999999998,N/A
0.19,21.0499992371,2026-03,❌ 暫避觀望,15.3,2025,592.65,0.33,N/A,⚠️ 獲利稀釋,3021.TW,-3.87,20.637254154019608,416.67,-43.1,鴻名,-175.97999999999996,N/A
1.51,275.5,2026-03,❌ 暫避觀望,92.85,2025,188.41,2.67,9.03%,⚠️ 獲利稀釋,3675.TWO,-9.88,44.50726978998385,11.85,-66.46,德微,-176.56,36.51%
3.81,160.0,2026-03,⚪ 中性觀察,221.54999999999998,2025,261.06,5.62,N/A,⚠️ 獲利稀釋,6579.TW,20.03,10.832769126607989,84.31,-27.15,研揚,-176.75,N/A
0.14,10.0500001907,2026-03,❌ 暫避觀望,8.100000000000001,2025,147.2,0.2,10.56%,📉 獲利侵蝕,1805.TW,-54.43,18.61111146425926,-30.0,-93.38,寶徠,-177.2,21.75%
0.37,55.4000015259,2026-03,❌ 暫避觀望,22.95,2025,219.88,0.5,-1.96%,⚠️ 獲利稀釋,3588.TW,-7.24,36.20915132411765,42.31,-73.51,通嘉,-177.57,31.63%
2.24,253.0,2026-03,❌ 暫避觀望,221.1,2025,373.81,6.1,10.45%,⚠️ 獲利稀釋,3587.TWO,8.51,17.16417910447761,196.0,-40.84,閎康,-177.81,30.02%
1.06,384.5,2026-03,❌ 暫避觀望,105.0,2025,202.94,2.97,21.78%,⚠️ 獲利稀釋,2455.TW,4.29,54.92857142857143,24.71,-18.46,全新,-178.23,37.27%
0.5,21.2000007629,2026-03,⚪ 中性觀察,69.89999999999999,2025,167.71,2.31,13.35%,📉 獲利侵蝕,3284.TWO,-17.82,4.549356386888412,-10.71,-12.16,太普高,-178.42000000000002,25.16%
0.55,43.25,2026-03,⚪ 中性觀察,146.25,2025,168.81,4.21,N/A,📉 獲利侵蝕,6763.TWO,8.73,4.435897435897436,-9.84,117.01,綠界科技*,-178.65,N/A
0.1,25.6000003815,2026-03,⚪ 數據不足,-4.35,2025,162.23,0.03,N/A,📉 獲利侵蝕,5251.TWO,10.32,0.0,-16.67,-50.0,天鉞電,-178.89999999999998,N/A
1.42,93.0,2026-03,⚪ 中性觀察,295.65000000000003,2025,152.96,8.57,N/A,📉 獲利侵蝕,5403.TWO,7.88,4.71841704718417,-26.34,-0.37,中菲,-179.3,N/A
0.48,25.1499996185,2026-03,❌ 暫避觀望,21.0,2025,97.83,0.01,N/A,📉 獲利侵蝕,3557.TW,-24.49,17.964285441785716,-81.89,-99.85,嘉威,-179.72,N/A
0.69,507.0,2026-03,❌ 暫避觀望,180.75,2025,109.26,5.01,15.62%,📉 獲利侵蝕,3450.TW,13.44,42.0746887966805,-70.51,31.15,聯鈞,-179.77,26.67%
0.92,53.4000015259,2026-03,⚪ 中性觀察,164.1,2025,156.53,4.57,N/A,📉 獲利侵蝕,3303.TWO,0.49,4.881170157760512,-23.33,16.97,岱稜,-179.86,N/A
0.13,11.9499998093,2026-03,❌ 暫避觀望,3.6,2025,188.41,0.03,11.05%,⚠️ 獲利稀釋,1611.TW,-8.17,49.79166587208333,8.33,-94.0,中電,-180.07999999999998,37.93%
0.57,31.9500007629,2026-03,⚪ 中性觀察,79.35,2025,131.75,3.27,N/A,📉 獲利侵蝕,8410.TWO,-4.28,6.039697686748582,-48.65,-56.63,森田,-180.4,N/A
1.18,69.9000015259,2026-03,⚪ 中性觀察,172.79999999999998,2025,156.16,5.04,N/A,📉 獲利侵蝕,7736.TW,22.39,6.067708465789931,-24.52,-31.43,虎山,-180.68,N/A
0.83,102.5,2026-03,⚪ 中性觀察,397.80000000000007,2025,113.25,10.03,N/A,📉 獲利侵蝕,8467.TW,-1.52,3.8650075414781293,-67.69,-10.98,波力-KY,-180.94,N/A
2.45,22.7999992371,2026-03,⚪ 中性觀察,208.2,2025,334.61,3.44,N/A,⚠️ 獲利稀釋,5206.TWO,55.14,1.6426512418659944,152.58,66.99,坤悅,-182.03,N/A
0.02,25.1000003815,2026-03,❌ 暫避觀望,0.15000000000000013,2025,282.06,0.05,N/A,⚠️ 獲利稀釋,6168.TW,5.6,2510.0000381499976,100.0,66.67,宏齊,-182.06,N/A
-0.12,15.3500003815,2026-03,⚪ 數據不足,-23.549999999999997,2025,228.74,-0.76,-5.26%,⚠️ 獲利稀釋,2321.TW,16.01,0.0,45.45,18.37,東訊,-183.29000000000002,29.80%
0.83,78.5,2026-03,⚪ 中性觀察,148.65,2025,140.62,4.2,7.82%,📉 獲利侵蝕,2364.TW,20.5,7.9212916246215945,-42.76,2.69,倫飛,-183.38,39.87%
-1.18,24.2000007629,2026-03,⚪ 數據不足,-152.85,2025,148.52,-3.97,N/A,📉 獲利侵蝕,6496.TWO,4.22,0.0,-34.88,-85.58,科懋,-183.4,N/A
2.6,204.0,2026-03,⚪ 中性觀察,275.7,2025,186.36,6.9,N/A,⚠️ 獲利稀釋,6922.TWO,13.67,11.099020674646356,2.36,-8.99,宸曜,-184.0,N/A
-0.11,13.1000003815,2026-03,⚪ 數據不足,-13.799999999999999,2025,192.47,-0.36,-3.01%,⚠️ 獲利稀釋,4121.TWO,-1.34,0.0,8.33,-5.88,優盛,-184.14,33.58%
0.01,50.0,2026-03,⚪ 中性觀察,126.74999999999999,2025,84.83,1.57,N/A,📉 獲利侵蝕,6684.TWO,-15.36,5.91715976331361,-99.76,137.2,安格,-184.59,N/A
2.25,140.0,2026-03,⚪ 中性觀察,159.45,2025,277.35,4.68,10.77%,⚠️ 獲利稀釋,3088.TWO,1.82,13.17027281279398,92.31,-37.99,艾訊,-185.04000000000002,33.38%
1.23,88.8000030518,2026-03,⚪ 中性觀察,380.4,2025,139.57,10.02,N/A,📉 獲利侵蝕,8279.TWO,6.1,3.501577407405363,-45.58,13.09,生展,-185.14999999999998,N/A
1.15,76.3000030518,2026-03,⚪ 中性觀察,141.15,2025,211.77,3.45,2.59%,⚠️ 獲利稀釋,1216.TW,2.32,8.108395648437833,26.37,-5.22,統一,-185.4,31.73%
0.42,54.4000015259,2026-03,⚪ 中性觀察,92.99999999999999,2025,183.17,2.65,N/A,📉 獲利侵蝕,7547.TWO,5.66,8.774193794500002,-2.33,22.61,碩網,-185.5,N/A
0.5,49.4500007629,2026-03,⚪ 中性觀察,52.2,2025,204.61,1.03,N/A,⚠️ 獲利稀釋,4952.TW,-13.56,14.209770334166667,19.05,-54.63,凌通,-185.56,N/A
