
📅 投資日報表: 2026-06-03
=======================================================================================================================================
代號     | 名稱       | 開盤     | 最高     | 最低     | 最新     | 成交量         | 平均成本    | 股數     | 損益       | 報酬%
---------------------------------------------------------------------------------------------------------------------------------------
2317     | 鴻海         | 306.00   | 312.00   | 299.00   | 310.00   | 80,572,412   | 241.21      | 2000     | ▲137,580  |  +28.52%
4142     | 國光生        | 17.20    | 17.25    | 17.05    | 17.10    | 452,497      | 25.32       | 1000     | ▼8,220    |  -32.46%
0050     | 元大台灣50     | 107.30   | 107.85   | 107.10   | 107.75   | 33,944,824   | 46.60       | 16016    | ▲979,378  | +131.22%
0056     | 元大高股息      | 53.40    | 53.60    | 52.75    | 53.55    | 23,267,720   | 36.43       | 8000     | ▲136,960  |  +46.99%
00635U   | 期元大S&P黃金   | 46.88    | 46.88    | 46.68    | 46.73    | 1,238,653    | 55.25       | 3000     | ▼25,560   |  -15.42%
00738U   | 期元大道瓊白銀    | 60.25    | 60.30    | 59.75    | 60.20    | 2,362,010    | 66.26       | 1000     | ▼6,060    |   -9.15%
00929    | 復華台灣科技優息   | 31.05    | 31.31    | 30.88    | 30.98    | 18,368,724   | 19.73       | 8000     | ▲90,000   |  +57.02%
009816   | 凱基台灣TOP50  | 15.64    | 15.78    | 15.64    | 15.76    | 59,311,253   | 11.01       | 63000    | ▲299,250  |  +43.14%
00990A   | 主動元大AI新經濟  | 20.71    | 20.88    | 20.70    | 20.86    | 28,735,874   | 11.48       | 5000     | ▲46,900   |  +81.71%
2009     | 第一銅        | 41.90    | 43.40    | 41.20    | 43.30    | 6,776,832    | 50.56       | 4000     | ▼29,040   |  -14.36%
2337     | 旺宏         | 177.50   | 177.50   | 164.50   | 166.00   | 24,521,344   | 95.28       | 2000     | ▲141,440  |  +74.22%
2409     | 友達         | 27.50    | 28.45    | 26.70    | 27.65    | 435,164,809  | 16.21       | 2000     | ▲22,880   |  +70.57%
3481     | 群創         | 57.00    | 59.50    | 56.20    | 58.00    | 427,558,005  | 25.10       | 4000     | ▲131,600  | +131.08%
6806     | 森崴能源       | 6.95     | 6.95     | 6.95     | 6.95     | 993,663      | 45.39       | 5000     | ▼192,200  |  -84.69%
3105     | 穩懋         | 545.00   | 564.00   | 508.00   | 517.00   | 26,241,607   | 556.47      | 300      | ▼11,841   |   -7.09%
4966     | 譜瑞-KY      | 845.00   | 883.00   | 824.00   | 826.00   | 2,899,531    | 1921.64     | 1000     | ▼1,095,640 |  -57.02%
00403A   | 主動統一升級50   | 10.81    | 10.95    | 10.81    | 10.86    | 328,552,614  | 10.68       | 26026    | ▲4,685    |   +1.69%
00981A   | 主動統一台股增長   | 31.68    | 32.10    | 31.65    | 31.97    | 133,599,300  | 27.48       | 2000     | ▲8,980    |  +16.34%
2313     | 華通         | 275.50   | 278.00   | 269.00   | 270.00   | 15,347,927   | 250.71      | 1000     | ▲19,290   |   +7.69%
2330     | 台積電        | 2425.00  | 2440.00  | 2420.00  | 2425.00  | 9,412,545    | 225.55      | 10       | ▲21,994   | +975.15%
6789     | 采鈺         | 529.00   | 562.00   | 529.00   | 542.00   | 2,734,255    | 593.50      | 400      | ▼20,600   |   -8.68%
5474     | 聰泰         | 187.00   | 187.00   | 181.00   | 181.50   | 509,224      | 175.15      | 2000     | ▲12,700   |   +3.63%
6849     | 奇鼎科技       | 200.00   | 201.00   | 196.00   | 199.50   | 146,644      | 266.40      | 280      | ▼18,732   |  -25.11%
7853     | 政美應用       | 341.50   | 373.00   | 339.00   | 362.00   | 473,458      | 409.29      | 280      | ▼13,241   |  -11.55%
9105     | 泰金寶-DR     | 10.95    | 11.55    | 10.75    | 11.55    | 112,768,391  | 8.97        | 3000     | ▲7,740    |  +28.76%
3576     | 聯合再生       | 18.25    | 18.60    | 17.85    | 18.55    | 9,683,655    | 18.50       | 2000     | ▲100      |   +0.27%
1721     | 三晃         | 26.90    | 28.20    | 26.50    | 27.75    | 1,740,557    | 27.88       | 3000     | ▼400      |   -0.48%
8215     | 明基材        | 31.50    | 32.40    | 31.30    | 31.85    | 2,541,399    | 31.60       | 200      | ▲50       |   +0.79%
---------------------------------------------------------------------------------------------------------------------------------------
💰 庫存總投入:       7,044,213    📊 未實現損益:        +639,993 (  +9.09%)
