代號,名稱,現價,當日外資(張),當日投信(張),當日自營(張),Date,上週估買(張),這週估買(張),淨增進貨(張),增長倍數,5D股價漲跌,狀態
2337.TW,旺宏,162.0,14373,3088,1264,20260603,-249579,1347782,1597362,-5.4x,4.18%,▲ 順勢追意
6116.TW,彩晶,22.7,13971,0,580,20260603,-597047,152798,749845,-0.3x,56.55%,▲ 順勢追意
3231.TW,緯創,194.0,91903,17001,1263,20260603,123847,864395,740547,7.0x,33.79%,▲ 順勢追意
00991A.TW,主動復華未來50,19.99,-946,1072,-34490,20260603,-231137,362653,593791,-1.6x,1.27%,▲ 順勢追意
2408.TW,南亞科,401.5,27016,2178,520,20260603,52456,627695,575239,12.0x,28.69%,▲ 順勢追意
1402.TW,遠東新,27.3,14700,-37346,149,20260603,-235790,239542,475332,-1.0x,16.42%,▲ 順勢追意
2353.TW,宏��,43.4,8568,-2747,506,20260603,10306,315578,305272,30.6x,38.22%,▲ 順勢追意
00988A.TW,主動統一全球創新,22.66,-24328,0,-50994,20260603,-86372,181628,268000,-2.1x,2.67%,▲ 順勢追意
2324.TW,仁寶,47.05,919,-14228,2431,20260603,546112,807404,261292,1.5x,40.87%,▲ 順勢追意
3706.TW,神達,100.0,8211,-16,683,20260603,33117,263412,230295,8.0x,18.76%,▲ 順勢追意
8027.TWO,鈦昇,291.0,2,0,92,20260603,-168358,1698,170057,-0.0x,16.63%,▲ 順勢追意
00937B.TWO,群益ESG投等債20+,14.88,48976,0,2080,20260603,-16754,144070,160824,-8.6x,0.81%,▲ 順勢追意
8112.TW,至上,94.4,9653,2099,312,20260603,-7185,146215,153400,-20.3x,9.77%,▲ 順勢追意
6127.TWO,九豪,74.6,-879,0,42,20260603,-92664,36821,129486,-0.4x,31.11%,▲ 順勢追意
2892.TW,第一金,29.0,-2335,1268,164,20260603,-117211,1589,118800,-0.0x,5.07%,▲ 順勢追意
5351.TWO,鈺創,90.1,5894,0,-45,20260603,9367,127191,117823,13.6x,9.08%,▲ 順勢追意
4967.TW,十銓,299.0,1906,0,-76,20260603,-30717,83752,114469,-2.7x,11.99%,▲ 順勢追意
2406.TW,國碩,38.0,8412,0,5,20260603,16872,128798,111926,7.6x,8.88%,▲ 順勢追意
3374.TWO,精材,275.5,-2655,-35,-210,20260603,-2181,102959,105141,-47.2x,9.98%,▲ 順勢追意
2317.TW,鴻海,309.0,-6575,1808,-377,20260603,90107,195103,104995,2.2x,17.05%,▲ 順勢追意
4939.TWO,亞電,53.15,-1987,0,-201,20260603,-40039,62695,102734,-1.6x,23.17%,▲ 順勢追意
2402.TW,毅嘉,69.7,33,-102,231,20260603,-75721,23420,99141,-0.3x,1.46%,▲ 順勢追意
1809.TW,中釉,56.2,2548,0,32,20260603,-32980,64069,97049,-1.9x,26.58%,▲ 順勢追意
00990A.TW,主動元大AI新經濟,21.11,620,0,-20966,20260603,-76739,18764,95504,-0.2x,6.19%,▲ 順勢追意
1582.TW,信錦,111.5,-2457,-1,-54,20260603,-66688,26514,93202,-0.4x,1.36%,▲ 順勢追意
1326.TW,台化,56.5,8001,-411,1208,20260603,361,92962,92600,257.3x,24.31%,▲ 順勢追意
2609.TW,陽明,53.7,20143,-6006,809,20260603,31933,120313,88380,3.8x,2.09%,▲ 順勢追意
2449.TW,京元電子,322.5,1486,-7545,-7,20260603,136009,218782,82773,1.6x,2.22%,▲ 順勢追意
00997A.TW,主動群益美國增長,14.02,972,0,6561,20260603,-61198,21105,82304,-0.3x,5.41%,▲ 順勢追意
6239.TW,力成,343.0,2897,-6993,-415,20260603,18387,91907,73520,5.0x,0.73%,▲ 順勢追意
2484.TW,希華,54.5,-394,0,-3,20260603,-22834,49302,72136,-2.2x,3.61%,▲ 順勢追意
1513.TW,中興電,184.5,1931,76,219,20260603,-24083,45873,69957,-1.9x,9.17%,▲ 順勢追意
2610.TW,華航,19.95,1788,-38,1706,20260603,-3669,65859,69528,-17.9x,8.13%,▲ 順勢追意
3234.TWO,光環,143.0,5623,0,-79,20260603,940,66190,65250,70.4x,38.16%,▲ 順勢追意
2890.TW,永豐金,33.0,21154,150,-162,20260603,-9578,54149,63727,-5.7x,11.30%,▲ 順勢追意
00996A.TW,主動兆豐台灣豐收,15.58,1259,0,-3198,20260603,-35349,26860,62210,-0.8x,0.26%,★ 壓低偷買
3260.TWO,威剛,462.0,6062,23,861,20260603,-4769,56099,60868,-11.8x,12.00%,▲ 順勢追意
2401.TW,凌陽,29.35,-600,0,-4,20260603,-51758,8047,59805,-0.2x,-5.48%,★ 壓低偷買
3535.TW,晶彩科,135.5,2500,0,-54,20260603,-4464,54832,59296,-12.3x,9.72%,▲ 順勢追意
3689.TWO,湧德,142.0,432,0,-29,20260603,10898,68356,57458,6.3x,8.81%,▲ 順勢追意
2834.TW,臺企銀,16.85,4907,-6,333,20260603,-6547,49691,56238,-7.6x,4.33%,▲ 順勢追意
3324.TWO,雙鴻,1280.0,2246,1,12,20260603,-3290,52135,55425,-15.8x,23.67%,▲ 順勢追意
0050.TW,元大台灣50,107.6,-22685,2124,-36310,20260603,46163,100236,54072,2.2x,4.92%,▲ 順勢追意
2329.TW,華泰,58.8,1587,12,-548,20260603,7276,58026,50750,8.0x,0.51%,▲ 順勢追意
6672.TW,騰輝電子-KY,217.0,-53,0,21,20260603,-47282,17,47299,-0.0x,2.60%,▲ 順勢追意
2455.TW,全新,414.0,623,22,-83,20260603,-43748,2263,46011,-0.1x,-1.08%,★ 壓低偷買
3663.TWO,鑫科,83.9,-227,0,-177,20260603,-42437,1496,43934,-0.0x,-6.67%,★ 壓低偷買
8043.TWO,蜜望實,151.0,-1594,0,-74,20260603,-13453,30082,43535,-2.2x,14.39%,▲ 順勢追意
2486.TW,一詮,278.5,-441,-1356,12,20260603,-38892,3610,42503,-0.1x,0.91%,▲ 順勢追意
00981D.TWO,主動中信非投等債,10.29,1516,0,1293,20260603,-25559,13478,39037,-0.5x,0.29%,★ 壓低偷買
00715L.TW,期街口S&P布蘭特油正2,57.1,411,0,-1540,20260603,-27220,11693,38914,-0.4x,4.39%,▲ 順勢追意
2342.TW,茂矽,44.65,-731,0,2,20260603,-1733,36927,38661,-21.3x,1.36%,▲ 順勢追意
5475.TWO,德宏,305.0,1860,-991,57,20260603,-5967,31203,37170,-5.2x,6.46%,▲ 順勢追意
6244.TWO,茂迪,31.25,-2437,0,-262,20260603,2902,39317,36414,13.5x,6.47%,▲ 順勢追意
2303.TW,聯電,130.5,20427,-38026,-88,20260603,300928,335727,34799,1.1x,-9.06%,★ 壓低偷買
1708.TW,東鹼,43.35,878,0,14,20260603,-9021,24360,33381,-2.7x,17.64%,▲ 順勢追意
00896.TW,中信綠能及電動車,30.08,598,0,-676,20260603,259,33195,32936,128.0x,5.32%,▲ 順勢追意
6175.TWO,立敦,91.3,2264,0,8,20260603,-16704,15449,32154,-0.9x,-6.26%,★ 壓低偷買
6126.TWO,信音,42.65,960,0,60,20260603,1808,31840,30032,17.6x,21.51%,▲ 順勢追意
6176.TW,瑞儀,102.5,5034,-5884,291,20260603,-2985,26969,29954,-9.0x,4.42%,▲ 順勢追意
00753L.TW,中信中國50正2,10.09,1488,0,4624,20260603,-14413,13815,28228,-1.0x,2.96%,▲ 順勢追意
1101.TW,台泥,24.85,6802,0,483,20260603,-12005,15819,27824,-1.3x,4.19%,▲ 順勢追意
00665L.TW,富邦�琤肭磪囓�2,9.64,1595,0,5058,20260603,-5274,21730,27005,-4.1x,2.23%,▲ 順勢追意
00984B.TWO,大華優利美A債15,16.36,1307,0,-582,20260603,-10596,16192,26788,-1.5x,0.43%,★ 壓低偷買
1714.TW,和桐,11.0,3340,0,123,20260603,-806,25884,26690,-32.1x,17.02%,▲ 順勢追意
2349.TW,錸德,16.15,3087,0,12,20260603,16560,43230,26669,2.6x,16.61%,▲ 順勢追意
2354.TW,鴻準,65.1,1967,8,583,20260603,2170,28449,26279,13.1x,9.05%,▲ 順勢追意
00910.TW,第一金太空衛星,80.0,-1738,0,-1617,20260603,-12470,13677,26148,-1.1x,-8.20%,★ 壓低偷買
3702.TW,大聯大,118.0,8176,-6231,135,20260603,-9395,16309,25705,-1.7x,-2.07%,★ 壓低偷買
2884.TW,玉山金,33.0,22276,-3282,177,20260603,-5158,20502,25660,-4.0x,5.94%,▲ 順勢追意
4960.TW,誠美材,33.9,-594,0,2,20260603,-22574,2124,24699,-0.1x,2.26%,▲ 順勢追意
00735.TW,國泰臺韓科技,119.65,-1706,35,-1906,20260603,-17436,7234,24671,-0.4x,7.17%,▲ 順勢追意
1595.TWO,川寶,78.1,647,0,-9,20260603,-15876,7253,23130,-0.5x,-14.74%,★ 壓低偷買
1563.TW,巧新,67.8,1001,0,-10,20260603,-43,22954,22997,-532.6x,21.94%,▲ 順勢追意
6026.TWO,福邦證,19.3,4255,0,0,20260603,4958,27777,22819,5.6x,17.33%,▲ 順勢追意
6443.TW,元晶,42.9,-3960,0,-141,20260603,15206,37441,22235,2.5x,4.51%,▲ 順勢追意
00663L.TW,國泰臺灣加權正2,114.45,92,0,-2952,20260603,-17127,4934,22061,-0.3x,9.36%,▲ 順勢追意
5347.TWO,世界,168.0,2796,-7448,-189,20260603,2824,24290,21465,8.6x,1.20%,▲ 順勢追意
2002.TW,中鋼,19.4,-7595,5,768,20260603,-18760,2391,21152,-0.1x,1.57%,▲ 順勢追意
8046.TW,南電,904.0,-3125,-199,-160,20260603,-2135,18873,21008,-8.8x,-0.11%,★ 壓低偷買
2451.TW,創見,358.0,815,987,42,20260603,-5032,14779,19812,-2.9x,11.53%,▲ 順勢追意
3455.TWO,由田,230.5,165,0,-3,20260603,-14743,4968,19712,-0.3x,-9.78%,★ 壓低偷買
00948B.TWO,中信優息投資級債,9.5,6475,0,1054,20260603,-5920,13468,19389,-2.3x,0.85%,▲ 順勢追意
3033.TW,威健,49.65,-1850,-18,-119,20260603,-15967,3255,19223,-0.2x,-2.07%,★ 壓低偷買
3060.TW,銘異,33.75,182,0,5,20260603,1348,20550,19202,15.2x,13.26%,▲ 順勢追意
1301.TW,台塑,52.0,-8081,0,893,20260603,-1681,17487,19168,-10.4x,14.41%,▲ 順勢追意
5309.TWO,系統電,79.5,-177,71,211,20260603,24939,43817,18878,1.8x,16.79%,▲ 順勢追意
00795B.TWO,中信美國公債20年,26.68,2801,0,1194,20260603,-9373,8951,18324,-1.0x,0.72%,▲ 順勢追意
3036.TW,文曄,284.39,1222,-1558,-23,20260603,-227,17951,18178,-78.9x,-3.92%,★ 壓低偷買
2478.TW,大毅,137.0,278,0,18,20260603,-15379,2568,17947,-0.2x,14.17%,▲ 順勢追意
8215.TW,明基材,32.6,-454,165,-74,20260603,4309,22027,17717,5.1x,11.64%,▲ 順勢追意
8422.TW,可寧衛*,28.1,-1181,-3585,-79,20260603,-703,16950,17653,-24.1x,2.93%,▲ 順勢追意
5483.TWO,中美晶,167.0,261,-1028,-501,20260603,10231,27763,17531,2.7x,3.09%,▲ 順勢追意
2377.TW,微星,146.5,4294,60,474,20260603,17902,35328,17425,2.0x,15.81%,▲ 順勢追意
2515.TW,中工,13.3,-287,0,12,20260603,-14757,2184,16942,-0.1x,3.50%,▲ 順勢追意
5289.TWO,宜鼎,1890.0,-29,73,-17,20260603,-12342,3950,16293,-0.3x,11.18%,▲ 順勢追意
3167.TW,大量,920.0,41,-181,28,20260603,-15552,564,16117,-0.0x,12.20%,▲ 順勢追意
4956.TW,光鋐,46.25,-55,0,1,20260603,-13760,1931,15691,-0.1x,-3.14%,★ 壓低偷買
2867.TW,三商壽,8.0,10795,0,962,20260603,-1347,14306,15654,-10.6x,6.10%,▲ 順勢追意
3264.TWO,欣銓,229.5,8036,-11606,47,20260603,6724,22193,15468,3.3x,0.00%,★ 壓低偷買
4526.TW,東台,44.7,-4101,0,-81,20260603,-8809,6402,15211,-0.7x,11.89%,▲ 順勢追意
2376.TW,技嘉,399.0,-4462,4171,492,20260603,-6817,8281,15098,-1.2x,20.00%,▲ 順勢追意
00887.TWO,永豐中國科技50大,17.97,-338,0,-4639,20260603,-8542,6067,14610,-0.7x,1.07%,▲ 順勢追意
3338.TW,泰碩,85.8,1374,0,-650,20260603,-2639,11709,14349,-4.4x,13.49%,▲ 順勢追意
8070.TW,長華*,60.0,6913,-5128,-339,20260603,9454,23616,14162,2.5x,19.28%,▲ 順勢追意
2332.TW,友訊,16.85,-1048,0,-12,20260603,8481,22490,14008,2.7x,8.01%,▲ 順勢追意
6261.TWO,久元,105.5,361,0,-478,20260603,-13114,747,13862,-0.1x,-10.59%,★ 壓低偷買
2357.TW,華碩,931.0,1257,-10,148,20260603,3492,16775,13283,4.8x,32.81%,▲ 順勢追意
6451.TW,訊芯-KY,724.0,1125,15,-57,20260603,910,13884,12973,15.3x,20.27%,▲ 順勢追意
009802.TW,富邦旗艦50,21.04,831,0,335,20260603,-10780,2127,12908,-0.2x,2.68%,▲ 順勢追意
00900.TW,富邦特選高股息30,20.24,4926,0,567,20260603,-3447,9347,12794,-2.7x,9.46%,▲ 順勢追意
8936.TWO,國統,54.7,-941,-16,21,20260603,-762,10954,11716,-14.4x,9.40%,▲ 順勢追意
6821.TWO,聯寶,69.4,13,0,50,20260603,-7972,3721,11694,-0.5x,-3.48%,★ 壓低偷買
00877.TWO,復華中國5G,45.07,-290,0,-2081,20260603,-659,10760,11420,-16.3x,6.00%,▲ 順勢追意
1710.TW,東聯,16.0,-705,0,-123,20260603,919,12001,11081,13.0x,23.55%,▲ 順勢追意
6805.TW,富世達,2085.0,332,924,-96,20260603,1969,12958,10989,6.6x,19.83%,▲ 順勢追意
00696B.TWO,富邦美債20年,28.89,1183,0,-789,20260603,-7886,2991,10878,-0.4x,0.70%,▲ 順勢追意
6485.TWO,點序,113.0,-28,0,-115,20260603,-6789,4075,10865,-0.6x,4.63%,▲ 順勢追意
3605.TW,宏致,77.3,-493,0,-55,20260603,-6920,3810,10731,-0.6x,-1.28%,★ 壓低偷買
3580.TWO,友威科,108.5,-477,0,5,20260603,-6706,3538,10245,-0.5x,1.40%,▲ 順勢追意
3490.TWO,單井,38.7,198,0,-1,20260603,-8163,1923,10087,-0.2x,-1.78%,★ 壓低偷買
3011.TW,今皓,14.85,1729,0,0,20260603,1330,11175,9845,8.4x,12.93%,▲ 順勢追意
2103.TW,台橡,21.7,686,0,8,20260603,-2560,6868,9428,-2.7x,15.43%,▲ 順勢追意
3380.TW,明泰,40.55,3140,0,257,20260603,3794,13212,9418,3.5x,14.23%,▲ 順勢追意
3032.TW,偉訓,92.1,61,0,-35,20260603,-7678,956,8634,-0.1x,1.66%,▲ 順勢追意
2453.TW,凌群,61.6,491,0,0,20260603,-6970,1650,8621,-0.2x,-1.44%,★ 壓低偷買
00857B.TWO,永豐20年美公債,23.17,1019,0,423,20260603,-2424,5998,8422,-2.5x,0.70%,▲ 順勢追意
2368.TW,金像電,1385.0,502,-216,-6,20260603,-1952,6468,8421,-3.3x,0.73%,▲ 順勢追意
3312.TW,弘憶股,66.6,1177,0,30,20260603,-5959,2335,8294,-0.4x,33.47%,▲ 順勢追意
2439.TW,美律,94.0,630,-189,6,20260603,-6289,1877,8167,-0.3x,3.64%,▲ 順勢追意
6134.TWO,萬旭,37.25,-346,0,-20,20260603,814,8907,8092,10.9x,11.86%,▲ 順勢追意
00970B.TWO,新光BBB投等債20+,9.41,1441,0,-379,20260603,-2052,5996,8048,-2.9x,0.97%,▲ 順勢追意
4555.TW,氣立,56.1,217,0,0,20260603,-3971,3924,7895,-1.0x,5.39%,▲ 順勢追意
1409.TW,新纖,30.3,-530,0,639,20260603,5007,12855,7847,2.6x,60.32%,▲ 順勢追意
6456.TW,GIS-KY,91.1,2492,0,107,20260603,44870,52607,7737,1.2x,15.32%,▲ 順勢追意
6214.TW,精誠,153.0,424,-1,66,20260603,1670,9269,7599,5.6x,18.60%,▲ 順勢追意
3443.TW,創意,4584.12,429,-249,-108,20260603,-3754,3748,7503,-1.0x,-10.12%,★ 壓低偷買
00830.TW,國泰費城半導體,97.0,178,0,-1259,20260603,-4441,2939,7380,-0.7x,7.06%,▲ 順勢追意
6226.TW,光鼎,14.0,-122,0,-2,20260603,2085,9423,7337,4.5x,4.48%,▲ 順勢追意
5521.TW,工信,10.55,-1459,0,-1,20260603,-3379,3890,7269,-1.2x,2.43%,▲ 順勢追意
2498.TW,宏達電,49.95,-224,0,-24,20260603,6428,13607,7179,2.1x,11.87%,▲ 順勢追意
3550.TW,聯穎,21.8,-619,0,2,20260603,647,7783,7136,12.0x,7.92%,▲ 順勢追意
6757.TW,台灣虎航,55.7,1899,-3370,-8,20260603,309,7431,7122,24.0x,2.20%,▲ 順勢追意
4577.TWO,達航科技,104.0,363,0,0,20260603,-5409,1656,7066,-0.3x,-19.07%,★ 壓低偷買
1568.TW,倉佑,46.3,89,0,-164,20260603,51,7073,7022,138.6x,23.47%,▲ 順勢追意
