status,prev_year,prev_rev_yoy,price,eps_yoy,gm,advice,rev_yoy,pe,eps,name,om,expansion,prev_eps,prev_eps_yoy,symbol,est_price,date
⚠️ 獲利稀釋,2025,3.97,320.0,3.08,N/A,⚪ 中性觀察,88.42,8.123889312008124,3.69,是方,N/A,-85.34,15.75,13.98,6561.TWO,590.85,2026-03
📉 獲利侵蝕,2025,0.7,116.0,-30.72,N/A,⚪ 中性觀察,54.71,6.908874329958309,2.03,數泓科,N/A,-85.43,7.85,-14.67,6855.TWO,251.85,2026-03
⚠️ 獲利稀釋,2025,5.8,693.0,10.39,N/A,⚪ 中性觀察,95.9,6.50398873768184,12.96,威聯通,N/A,-85.51,44.56,3.16,7805.TWO,1598.25,2026-03
🏰 高護城河,2025,-0.57,136.0,-22.66,58.77%,⚪ 中性觀察,63.49,4.652754019842627,3.31,大學光,32.73%,-86.15,12.31,-2.07,3218.TWO,438.45000000000005,2026-03
⚠️ 獲利稀釋,2025,-61.43,41.25,6.25,24.23%,⚪ 數據不足,92.61,0.0,-0.15,晟楠,-460.25%,-86.36,-0.7,-25.0,3631.TWO,-31.049999999999997,2026-03
🔄 轉虧為盈,2025,-11.74,55.4000015259,350.0,N/A,⚪ 數據不足,436.37,0.0,0.75,九齊,N/A,-86.37,-0.93,-135.36,6494.TWO,-58.650000000000006,2026-03
🏰 高護城河,2025,-3.48,100.0,-28.16,54.86%,⚪ 中性觀察,58.55,12.43781094527363,0.74,桓達,13.53%,-86.71,3.32,-29.66,4549.TWO,120.60000000000001,2026-03
⚠️ 獲利稀釋,2025,61.2,59.0,1084.62,N/A,⚪ 中性觀察,1171.35,8.766716196136702,1.54,撼訊,N/A,-86.73000000000002,2.63,164.15,6150.TWO,100.94999999999999,2026-03
🏰 高護城河,2025,9.02,100.0,-14.16,54.20%,⚪ 中性觀察,73.94,10.834236186348862,0.97,亞信,26.68%,-88.1,3.67,7.31,3169.TWO,138.45000000000002,2026-03
🏰 高護城河,2025,-44.06,38.0,-152.54,52.84%,⚪ 中性觀察,-63.97,2.7656477438136826,-0.31,華友聯,-23.97%,-88.57,5.39,-72.4,1436.TW,206.1,2026-03
📉 獲利侵蝕,2025,30.67,197.0,-68.83,N/A,⚪ 中性觀察,20.25,3.9910858995137763,2.75,振樺電,N/A,-89.08,18.5,35.66,8114.TW,740.4,2026-03
⚠️ 獲利稀釋,2025,-2.51,57.0,108.7,N/A,❌ 暫避觀望,198.59,29.081632653061224,0.48,松翰,N/A,-89.89,0.72,-32.71,5471.TW,29.4,2026-03
📉 獲利侵蝕,2025,1.24,51.7000007629,-50.0,N/A,⚪ 數據不足,41.09,0.0,-0.09,高端疫苗,N/A,-91.09,-0.86,-258.33,6547.TWO,-26.4,2026-03
⚠️ 獲利稀釋,2025,-3.47,124.0,54.31,N/A,⚪ 中性觀察,145.96,6.237424547283703,1.92,大江,N/A,-91.65,8.68,12.64,8436.TWO,298.2,2026-03
⚠️ 獲利稀釋,2025,19.58,54.0,88.46,N/A,⚪ 中性觀察,180.48,7.520891364902507,0.98,遠雄港,N/A,-92.02,2.77,40.61,5607.TW,107.69999999999999,2026-03
⚠️ 獲利稀釋,2025,26.65,547.0,209.38,44.10%,❌ 暫避觀望,301.54,37.16032608695652,3.06,志聖,15.86%,-92.16000000000003,5.5,15.47,2467.TW,220.79999999999998,2026-03
⚠️ 獲利稀釋,2025,9.96,168.5,19.15,N/A,⚪ 中性觀察,111.41,5.522779416584727,3.36,實威,N/A,-92.25999999999999,13.46,22.25,8416.TWO,457.65,2026-03
📉 獲利侵蝕,2025,-3.04,1305.0,-5.41,N/A,❌ 暫避觀望,87.28,33.74709076803724,3.37,萬潤,N/A,-92.69,15.46,13.93,6187.TWO,580.0500000000001,2026-03
📉 獲利侵蝕,2025,6.05,24.1499996185,-5.45,47.79%,⚪ 中性觀察,87.35,10.781249829687502,0.52,立益物流,28.93%,-92.8,1.13,-37.57,1443.TW,33.599999999999994,2026-03
⚠️ 獲利稀釋,2025,-0.63,19.3500003815,9.09,N/A,⚪ 數據不足,102.8,0.0,-0.1,新華,N/A,-93.71,-0.65,-165.22,5481.TWO,-28.799999999999997,2026-03
⚠️ 獲利稀釋,2025,43.12,18.3500003815,153.57,44.07%,⚪ 中性觀察,247.78,3.5288462272115386,0.71,正德,38.28%,-94.21000000000001,2.01,4.26,2641.TWO,77.99999999999999,2026-03
⚠️ 獲利稀釋,2025,-51.69,18.0,7.14,11.07%,⚪ 數據不足,101.73,0.0,-0.13,台蠟,-115.34%,-94.59,-1.08,-222.73,1742.TWO,-42.0,2026-03
📉 獲利侵蝕,2025,6.56,78.0999984741,0.0,N/A,⚪ 中性觀察,94.61,9.73815442320449,1.14,來頡,N/A,-94.61,3.7,26.76,6799.TW,120.3,2026-03
📉 獲利侵蝕,2025,29.32,49.5999984741,-70.31,45.11%,⚪ 中性觀察,24.31,6.358974163346153,0.19,虹冠電,18.06%,-94.62,3.42,39.18,3257.TW,117.0,2026-03
🔄 轉虧為盈,2025,32.86,88.8000030518,92.31,56.44%,⚪ 數據不足,187.13,0.0,0.75,天良,-18.66%,-94.82,-0.22,-184.62,4127.TWO,-4.800000000000001,2026-03
📉 獲利侵蝕,2025,728.61,29.2999992371,-19.18,25.21%,⚪ 中性觀察,76.82,4.120956292137834,0.59,雋揚,13.53%,-96.0,3.21,84.48,1439.TW,106.64999999999999,2026-03
📉 獲利侵蝕,2025,-1.2,43.5,-44.83,N/A,⚪ 中性觀察,51.66,5.934515688949523,0.32,羅麗芬-KY,N/A,-96.49,2.42,42.35,6666.TW,109.94999999999999,2026-03
🏰 高護城河,2025,21.54,87.0,-54.04,78.77%,⚪ 中性觀察,42.85,6.364301389904901,0.91,聯合,11.96%,-96.89,5.83,23.26,4129.TWO,205.05,2026-03
⚠️ 獲利稀釋,2025,1.22,10.6999998093,83.33,-12.51%,⚪ 數據不足,180.37,0.0,-0.04,精金,-21.51%,-97.04,-0.64,41.28,3049.TW,-27.150000000000002,2026-03
⚠️ 獲利稀釋,2025,41.85,69.3000030518,75.7,N/A,⚪ 數據不足,174.03,0.0,-0.26,夠麻吉,N/A,-98.33,-1.31,70.36,8472.TWO,-65.7,2026-03
📉 獲利侵蝕,2025,11.08,39.2999992371,-72.0,N/A,❌ 暫避觀望,27.24,43.666665818999995,0.07,創控,N/A,-99.24,1.01,-37.25,6909.TW,13.500000000000002,2026-03
⚠️ 獲利稀釋,2025,9.43,580.0,2.52,N/A,⚪ 中性觀察,102.09,12.94931904442956,4.47,達發,N/A,-99.57000000000001,17.32,7.78,6526.TW,671.85,2026-03
📉 獲利侵蝕,2025,31.54,73.3000030518,-26.36,N/A,❌ 暫避觀望,73.34,22.14501602773414,0.81,奈米醫材,N/A,-99.7,1.09,-54.81,6612.TWO,49.65,2026-03
📉 獲利侵蝕,2025,2.84,5550.0,-4.97,47.97%,⚪ 中性觀察,95.17,14.955134596211366,46.63,大立光,36.75%,-100.14,159.41,-17.91,3008.TW,5566.650000000001,2026-03
📉 獲利侵蝕,2025,-26.68,117.5,-75.56,N/A,❌ 暫避觀望,25.37,19.78114478114478,0.22,全訊,N/A,-100.93,2.51,-49.48,5222.TW,89.10000000000001,2026-03
🏰 高護城河,2025,23.03,298.0,-10.96,50.62%,❌ 暫避觀望,90.0,89.75903614457832,0.65,達明,5.77%,-100.96000000000001,1.46,16.35,4585.TW,49.8,2026-03
🏰 高護城河,2025,-4.98,257.0,-6.82,51.62%,⚪ 中性觀察,94.17,7.387180224202356,4.13,碩天,10.14%,-100.99000000000001,14.47,-40.33,3617.TW,521.8500000000001,2026-03
📉 獲利侵蝕,2025,59.65,33.25,-56.52,32.97%,⚪ 中性觀察,44.81,7.841981132075471,0.2,綠意,26.41%,-101.33000000000001,1.86,177.61,2596.TWO,63.6,2026-03
⚠️ 獲利稀釋,2025,66.0,1460.0,51.34,N/A,⚪ 中性觀察,152.85,8.04053309835885,24.85,祥碩,N/A,-101.50999999999999,72.7,45.15,5269.TW,2723.7000000000003,2026-03
🏰 高護城河,2025,31.05,2120.0,82.16,60.80%,❌ 暫避觀望,185.89,31.103286384976528,9.12,致茂,34.82%,-103.72999999999999,27.7,122.05,2360.TW,1022.4,2026-03
📉 獲利侵蝕,2025,3.07,333.5,-11.4,N/A,⚪ 中性觀察,92.55,9.458309699376063,3.73,群翊,N/A,-103.95,15.06,-9.46,6664.TWO,528.9000000000001,2026-03
📉 獲利侵蝕,2025,-25.18,82.0999984741,-48.78,N/A,❌ 暫避觀望,55.25,15.461393309623354,0.42,傳奇,N/A,-104.03,1.96,-59.0,4994.TW,79.64999999999999,2026-03
📉 獲利侵蝕,2025,0.24,161.5,0.0,N/A,⚪ 中性觀察,104.44,7.9361179361179355,2.1,普萊德,N/A,-104.44,8.32,-3.37,6263.TWO,305.25,2026-03
⚠️ 獲利稀釋,2025,59.96,1515.0,1441.85,N/A,❌ 暫避觀望,1546.32,15.559207147992192,57.49,宜鼎,N/A,-104.47000000000003,21.72,75.21,5289.TWO,1460.5500000000002,2026-03
⚠️ 獲利稀釋,2025,42.16,32.7000007629,390.6,N/A,⚪ 中性觀察,495.09,4.880597128791044,3.4,致和證,N/A,-104.48999999999995,2.56,56.1,5864.TWO,100.5,2026-03
🏰 高護城河,2025,-48.0,17.75,-9.09,208.69%,⚪ 數據不足,95.77,0.0,-0.75,東華,-991.43%,-104.86,-1.29,-373.33,1418.TW,-87.00000000000001,2026-03
🏰 高護城河,2025,11.58,179.0,6.25,52.30%,⚪ 中性觀察,111.9,4.818304172274563,4.08,豆府,11.29%,-105.65,15.04,-3.09,2752.TWO,557.25,2026-03
🏰 高護城河,2025,-15.8,50.7000007629,-94.5,57.83%,⚪ 中性觀察,11.68,3.1786834334106584,1.13,材料*-KY,50.09%,-106.18,6.1,-92.76,4763.TW,239.25,2026-03
⚠️ 獲利稀釋,2025,32.13,395.0,1706.79,48.37%,⚪ 中性觀察,1813.26,5.825958702064897,30.05,威剛,35.36%,-106.47000000000003,23.18,144.7,3260.TWO,1017.0,2026-03
📉 獲利侵蝕,2025,84.93,69.5,-84.96,21.56%,⚪ 中性觀察,22.14,7.645764576457646,0.34,佳穎,5.55%,-107.1,3.39,34.17,3310.TWO,136.35,2026-03
⚠️ 獲利稀釋,2025,30.53,156.5,328.95,N/A,❌ 暫避觀望,436.36,42.64305177111717,1.63,聯策,N/A,-107.41000000000003,1.38,24.77,6658.TW,55.04999999999999,2026-03
📉 獲利侵蝕,2025,-0.53,19.0,-36.0,N/A,⚪ 中性觀察,71.52,9.047619047619047,0.32,喬福,N/A,-107.52,1.11,-47.64,1540.TW,31.5,2026-03
🏰 高護城河,2025,0.37,49.5499992371,-63.29,75.32%,⚪ 中性觀察,44.42,11.060267686852677,0.29,科妍,19.86%,-107.71000000000001,2.24,-35.61,1786.TW,67.2,2026-03
📉 獲利侵蝕,2025,19.44,136.0,-4.73,49.95%,⚪ 中性觀察,104.27,4.497354497354497,2.82,優群,28.69%,-109.0,12.69,12.8,3217.TWO,453.6,2026-03
⚠️ 獲利稀釋,2025,27.91,2905.0,43.77,N/A,❌ 暫避觀望,153.11,32.61479735039857,14.68,印能科技,N/A,-109.34,33.5,-26.31,7734.TWO,1336.05,2026-03
⚠️ 獲利稀釋,2025,19.26,99.0999984741,78.26,N/A,⚪ 中性觀察,187.97,8.808888753253333,1.64,虎門科技,N/A,-109.71,4.16,0.0,6791.TWO,168.75,2026-03
📉 獲利侵蝕,2025,-15.0,42.0,-14.71,30.43%,⚪ 數據不足,95.21,0.0,-0.39,欣大健康,-23.61%,-109.91999999999999,-1.96,-14.62,4198.TWO,-74.55000000000001,2026-03
🏰 高護城河,2025,4.37,154.5,9.77,51.63%,⚪ 中性觀察,119.83,6.953195319531954,2.36,大車隊,21.47%,-110.06,9.01,0.9,2640.TWO,333.29999999999995,2026-03
📉 獲利侵蝕,2025,-15.61,223.0,-4.79,44.03%,⚪ 中性觀察,105.69,8.534251817833907,1.39,璟德,18.21%,-110.48,9.42,51.69,3152.TWO,391.95000000000005,2026-03
📉 獲利侵蝕,2025,35.45,113.5,-46.56,N/A,❌ 暫避觀望,64.12,16.965620328849027,1.01,伯特光,N/A,-110.68,2.86,-8.36,6859.TWO,100.35000000000001,2026-03
📉 獲利侵蝕,2025,8.21,738.0,-9.48,48.08%,⚪ 中性觀察,101.71,9.496847252605843,8.44,瑞昱,8.88%,-111.19,28.77,-4.02,2379.TW,1165.6499999999999,2026-03
⚠️ 獲利稀釋,2025,2.75,25.8999996185,12.12,43.22%,⚪ 中性觀察,123.39,8.491803153606558,0.37,台灣高鐵,38.82%,-111.27,1.17,1.74,2633.TW,45.75000000000001,2026-03
⚠️ 獲利稀釋,2025,-0.63,22.1499996185,2.33,33.67%,⚪ 中性觀察,113.93,9.630434616739132,0.45,力特,15.38%,-111.60000000000001,1.01,-49.5,3051.TW,34.5,2026-03
📉 獲利侵蝕,2025,-74.75,52.2000007629,-35.56,N/A,⚪ 中性觀察,76.83,6.557789040565327,0.87,永信建,N/A,-112.39,3.07,-80.85,5508.TWO,119.39999999999999,2026-03
🏰 高護城河,2025,1.32,481.0,-14.42,51.18%,❌ 暫避觀望,98.42,16.438824333561175,3.56,台灣精銳,30.40%,-112.84,12.0,-15.13,4583.TW,438.9,2026-03
⚠️ 獲利稀釋,2025,15.91,46.25,12.5,N/A,⚪ 中性觀察,125.36,5.6818181818181825,0.54,凌網,N/A,-112.86,4.74,23.44,5212.TWO,122.09999999999998,2026-03
📉 獲利侵蝕,2025,-98.98,30.3500003815,-100.0,N/A,⚪ 數據不足,13.7,0.0,-0.04,豐謙,N/A,-113.7,-0.09,-116.36,5523.TWO,-3.9000000000000004,2026-03
⚠️ 獲利稀釋,2025,22.33,283.5,14.99,48.09%,⚪ 中性觀察,128.79,6.711647727272727,4.7,凡甲,32.41%,-113.8,16.97,5.64,3526.TWO,633.6,2026-03
⚠️ 獲利稀釋,2025,1.91,192.5,289.29,N/A,⚪ 數據不足,403.24,0.0,1.16,雅特力-KY,N/A,-113.94999999999999,2.08,24.55,6907.TWO,0.0,2026-03
⚠️ 獲利稀釋,2025,30.15,165.0,2.94,N/A,⚪ 中性觀察,117.76,4.536706076436623,2.8,東聯互動,N/A,-114.82000000000001,14.61,44.26,7738.TWO,545.5500000000001,2026-03
⚠️ 獲利稀釋,2025,-3.05,124.5,50.0,N/A,⚪ 中性觀察,164.92,10.17156862745098,1.83,伯鑫,N/A,-114.91999999999999,5.44,-48.04,6904.TWO,183.6,2026-03
🔄 轉虧為盈,2025,10.12,23.0,154.74,38.23%,⚪ 數據不足,269.86,0.0,0.52,李洲,-18.85%,-115.12,-1.4,-207.69,3066.TWO,-67.35000000000001,2026-03
🏰 高護城河,2025,-16.33,61.7999992371,-18.06,58.30%,⚪ 中性觀察,97.54,2.7333038141132247,2.59,潤泰全,5.98%,-115.60000000000001,9.29,-28.5,2915.TW,339.15,2026-03
📉 獲利侵蝕,2025,4.11,15.8500003815,-73.68,N/A,⚪ 中性觀察,42.46,13.432203713135591,0.05,景岳,N/A,-116.14000000000001,0.66,0.0,3164.TW,17.700000000000003,2026-03
⚠️ 獲利稀釋,2025,5.21,234.0,14.09,47.07%,⚪ 中性觀察,131.29,5.7142857142857135,5.04,王品,7.36%,-117.19999999999999,16.02,2.75,2727.TW,614.25,2026-03
🏰 高護城河,2025,1.19,60.0999984741,-17.86,56.51%,❌ 暫避觀望,99.89,23.849205743690476,0.25,訊聯,-0.97%,-117.75,1.02,-38.61,1784.TWO,37.8,2026-03
📉 獲利侵蝕,2025,3.26,375.5,-3.51,N/A,⚪ 中性觀察,114.65,7.138783269961977,6.06,晶碩,N/A,-118.16000000000001,20.87,-11.08,6491.TW,789.0,2026-03
📉 獲利侵蝕,2025,16.33,101.0,0.0,N/A,⚪ 中性觀察,119.32,5.778032036613272,1.39,叡揚,N/A,-119.32,7.41,20.95,6752.TWO,262.2,2026-03
📉 獲利侵蝕,2025,12.32,3845.0,-17.75,46.13%,❌ 暫避觀望,102.07,22.750133128217268,15.17,聯發科,14.55%,-119.82,66.16,-1.14,2454.TW,2535.1499999999996,2026-03
📉 獲利侵蝕,2025,27.6,92.5,-42.98,N/A,⚪ 中性觀察,76.96,6.029986962190352,1.34,創惟,N/A,-119.94,5.62,66.87,6104.TWO,230.1,2026-03
📉 獲利侵蝕,2025,30.1,24.2000007629,-15.62,N/A,⚪ 中性觀察,104.82,5.020747046244813,0.27,德鴻,N/A,-120.44,2.0,58.93,6910.TWO,72.30000000000001,2026-03
📉 獲利侵蝕,2025,-45.74,29.7000007629,-120.75,41.62%,⚪ 數據不足,0.01,0.0,-1.32,華軒,-45.63%,-120.76,-3.19,35.27,2740.TWO,-137.1,2026-03
⚠️ 獲利稀釋,2025,16.68,79.9000015259,41.3,N/A,❌ 暫避觀望,162.97,16.57676380205394,0.65,創威,N/A,-121.67,1.95,18.9,6530.TWO,72.30000000000001,2026-03
🌑 雙重衰退,2025,28.45,68.0999984741,-175.0,N/A,❌ 暫避觀望,-53.12,133.52940877274514,-0.27,嘉雨思-創,N/A,-121.88,0.35,-55.26,6921.TW,7.649999999999999,2026-03
⚠️ 獲利稀釋,2025,62.42,1435.0,74.56,N/A,❌ 暫避觀望,196.55,28.763279214271396,7.0,竑騰,N/A,-121.99000000000001,20.5,60.48,7751.TWO,748.35,2026-03
📉 獲利侵蝕,2025,-34.5,191.5,-12.87,N/A,❌ 暫避觀望,110.02,38.53118712273642,0.9,倉和,N/A,-122.89,1.15,-87.49,6538.TWO,74.55,2026-03
📉 獲利侵蝕,2025,-4.66,85.1999969482,-7.91,N/A,⚪ 中性觀察,115.84,4.435189846340447,1.82,裕融,N/A,-123.75,7.68,-12.45,9941.TW,288.15000000000003,2026-03
📉 獲利侵蝕,2025,-29.66,79.1999969482,-79.31,N/A,⚪ 中性觀察,44.79,8.434504467326942,0.19,長虹,N/A,-124.1,6.0,-23.57,5534.TW,140.85000000000002,2026-03
📉 獲利侵蝕,2025,7.33,32.9000015259,-18.52,N/A,⚪ 中性觀察,106.18,6.254753141806084,0.44,常廣,N/A,-124.7,2.14,-10.33,6730.TWO,78.89999999999999,2026-03
⚠️ 獲利稀釋,2025,-2.6,57.2000007629,2.97,49.30%,⚪ 中性觀察,127.83,6.072186917505308,1.05,新巨,35.64%,-124.86,3.91,-10.32,2420.TW,141.3,2026-03
🏰 高護城河,2025,15.28,34.0,-151.35,56.72%,⚪ 數據不足,-26.36,0.0,-0.38,基亞,-48.58%,-124.99,-0.78,46.94,3176.TWO,-9.600000000000001,2026-03
🔄 轉虧為盈,2025,19.6,30.6000003815,644.0,18.47%,⚪ 數據不足,769.01,0.0,1.7,日成-KY,4.68%,-125.00999999999999,-0.24,84.62,4807.TW,-3.4499999999999997,2026-03
⚠️ 獲利稀釋,2025,3.86,115.5,20.78,N/A,⚪ 中性觀察,148.24,12.776548672566372,0.95,科定,N/A,-127.46000000000001,3.92,-18.72,6655.TW,135.6,2026-03
🏰 高護城河,2025,5.58,11.9499998093,-41.18,73.88%,⚪ 數據不足,86.45,0.0,-0.24,新零售,-74.64%,-127.63,-0.56,41.67,3085.TWO,-23.400000000000002,2026-03
⚠️ 獲利稀釋,2025,-5.55,78.8000030518,170.77,31.57%,⚪ 中性觀察,298.59,6.042945019309816,1.76,捷流閥業,12.43%,-127.81999999999996,5.03,-42.92,4580.TWO,195.6,2026-03
⚠️ 獲利稀釋,2025,-12.98,152.5,1.33,46.40%,❌ 暫避觀望,129.18,30.378486055776897,0.76,前鼎,17.75%,-127.85000000000001,1.98,-29.79,4908.TWO,75.3,2026-03
🏰 高護城河,2025,12.28,1620.0,5.34,51.54%,⚪ 中性觀察,133.38,9.751986515771732,21.37,嘉澤,29.92%,-128.04,70.17,-15.21,3533.TW,2491.8,2026-03
⚠️ 獲利稀釋,2025,-1.34,195.5,4.21,N/A,⚪ 中性觀察,133.06,7.227356746765249,2.97,耕興,N/A,-128.85,10.77,-14.93,6146.TWO,405.75,2026-03
⚠️ 獲利稀釋,2025,7.16,78.0,24.33,N/A,⚪ 中性觀察,153.5,1.0777946662981899,9.3,寶雅,N/A,-129.17000000000002,29.54,10.48,5904.TWO,1085.5500000000002,2026-03
⚠️ 獲利稀釋,2025,27.05,50.2000007629,3.92,N/A,⚪ 中性觀察,133.24,5.763490328691159,1.08,創為精密,N/A,-129.32000000000002,3.59,7.23,6899.TWO,130.65,2026-03
🏰 高護城河,2025,14.52,24.0,-30.43,60.10%,⚪ 中性觀察,100.47,12.698412698412698,0.16,友霖,23.50%,-130.9,0.9,79.17,4166.TWO,28.35,2026-03
⚠️ 獲利稀釋,2025,29.17,2515.0,103.4,N/A,❌ 暫避觀望,234.77,27.790055248618785,15.38,新代,N/A,-131.37,35.12,51.69,7750.TW,1357.5,2026-03
📉 獲利侵蝕,2025,-3.02,61.0,-45.71,N/A,⚪ 中性觀察,86.74,12.78825995807128,0.38,詮欣,N/A,-132.45,2.0,-25.66,6205.TW,71.55,2026-03
⚠️ 獲利稀釋,2025,2.24,89.3000030518,107.14,N/A,❌ 暫避觀望,239.86,19.540482068227572,0.58,立積,N/A,-132.72000000000003,2.66,56.47,4968.TW,68.55000000000001,2026-03
📉 獲利侵蝕,2025,12.01,29.7999992371,-5.56,N/A,⚪ 中性觀察,127.49,6.607538633503326,0.7,同亨,N/A,-133.04999999999998,1.69,382.35,5490.TWO,67.64999999999999,2026-03
⚠️ 獲利稀釋,2025,12.26,461.0,15.91,43.28%,❌ 暫避觀望,149.46,24.4952178533475,2.55,家登,17.47%,-133.55,9.43,-22.51,3680.TWO,282.3,2026-03
⚠️ 獲利稀釋,2025,1.84,37.3499984741,2.56,48.05%,⚪ 中性觀察,136.2,7.252426888174757,0.4,寶陞,9.02%,-133.64,2.14,-2.28,2948.TWO,77.25,2026-03
⚠️ 獲利稀釋,2025,59.93,2355.0,81.01,42.10%,❌ 暫避觀望,215.25,22.738244665443663,16.11,弘塑,29.56%,-134.24,45.48,56.98,3131.TWO,1553.55,2026-03
📉 獲利侵蝕,2025,-7.04,38.0,-70.27,N/A,⚪ 中性觀察,64.29,13.42756183745583,0.11,台南-KY,N/A,-134.56,0.98,-41.32,5906.TW,42.45,2026-03
⚠️ 獲利稀釋,2025,-35.35,23.25,166.67,N/A,⚪ 中性觀察,301.75,2.205882352941176,0.08,大城地產,N/A,-135.08,3.82,-33.33,6171.TWO,158.10000000000002,2026-03
⚠️ 獲利稀釋,2025,2.05,95.4000015259,90.48,41.30%,❌ 暫避觀望,226.98,93.52941326068627,-0.02,耀登,7.58%,-136.5,1.5,-51.49,3138.TW,15.3,2026-03
📉 獲利侵蝕,2025,18.28,24.2999992371,-21.62,N/A,⚪ 中性觀察,115.09,9.382239087683399,0.29,尚凡*,N/A,-136.71,1.05,56.72,5278.TWO,38.849999999999994,2026-03
📉 獲利侵蝕,2025,3.61,79.0999984741,-11.9,N/A,⚪ 中性觀察,124.86,12.737519883107892,0.74,富致,N/A,-136.76,2.6,-27.37,6642.TWO,93.15,2026-03
⚠️ 獲利稀釋,2025,-9.62,11.25,45.45,24.70%,⚪ 中性觀察,182.43,12.640449438202246,0.15,加捷生醫,-7.54%,-136.98000000000002,0.43,-80.37,4109.TWO,13.35,2026-03
🔄 轉虧為盈,2025,-15.41,51.5,100.0,N/A,⚪ 數據不足,237.41,0.0,0.08,鑫創電子,N/A,-137.41,-0.29,-106.78,6680.TWO,-35.849999999999994,2026-03
📉 獲利侵蝕,2025,-1.96,0.0,-34.68,33.68%,⚪ 數據不足,102.78,0.0,1.62,東陽,18.07%,-137.46,6.43,-13.11,1319.TW,0.0,2026-03
📉 獲利侵蝕,2025,-1.73,66.5999984741,-35.0,N/A,❌ 暫避觀望,102.54,22.052979627185433,0.52,保勝光學,N/A,-137.54000000000002,1.63,-55.59,6517.TWO,45.3,2026-03
📉 獲利侵蝕,2025,9.13,11.0,0.0,40.70%,⚪ 數據不足,137.61,0.0,-0.04,農林,-7.01%,-137.61,-0.15,31.82,2913.TW,-5.7,2026-03
📉 獲利侵蝕,2025,-7.53,26.7000007629,-94.21,N/A,⚪ 中性觀察,43.67,1.337005546464697,0.21,可寧衛*,N/A,-137.88,1.29,-87.79,8422.TW,299.54999999999995,2026-03
⚠️ 獲利稀釋,2025,9.26,144.5,10.57,N/A,⚪ 中性觀察,148.7,7.806591031874662,2.51,飛捷,N/A,-138.13,6.9,-0.43,6206.TW,277.65000000000003,2026-03
📉 獲利侵蝕,2025,-6.21,87.8000030518,-34.88,N/A,⚪ 中性觀察,103.42,7.51712354895548,0.84,瑞耘,N/A,-138.3,7.31,81.39,6532.TWO,175.2,2026-03
⚠️ 獲利稀釋,2025,34.16,19.2000007629,35.71,N/A,⚪ 數據不足,174.21,0.0,-0.18,蒙恬,N/A,-138.5,-0.77,34.19,5211.TWO,-33.3,2026-03
⚠️ 獲利稀釋,2025,10.49,44.2000007629,173.33,25.80%,⚪ 中性觀察,312.01,7.935368180053859,0.11,鼎天,1.28%,-138.67999999999998,1.95,-33.45,3306.TWO,83.55000000000001,2026-03
⚠️ 獲利稀釋,2025,15.04,135.5,10.06,N/A,⚪ 中性觀察,148.79,9.08176943699732,1.75,博大,N/A,-138.73,6.18,-4.63,8109.TWO,223.8,2026-03
⚠️ 獲利稀釋,2025,-10.66,20.0,400.0,15.75%,❌ 暫避觀望,539.09,51.28205128205128,0.06,東和,-3.56%,-139.09000000000003,0.19,-19.23,1414.TW,5.8500000000000005,2026-03
📉 獲利侵蝕,2025,12.79,37.9500007629,-87.95,N/A,⚪ 中性觀察,51.4,7.2980770697884605,0.1,君曜,N/A,-139.35,3.0,-47.4,7770.TWO,78.0,2026-03
⚠️ 獲利稀釋,2025,3.64,222.0,2.74,N/A,⚪ 中性觀察,142.19,7.556160653505786,3.38,中華資安,N/A,-139.45,11.47,2.97,7765.TW,440.70000000000005,2026-03
📉 獲利侵蝕,2025,4.97,45.8499984741,-69.05,49.97%,⚪ 中性觀察,70.64,3.5460168966821346,0.39,生合,11.73%,-139.69,5.29,-6.08,1295.TWO,193.95,2026-03
📉 獲利侵蝕,2025,-12.93,43.2999992371,-109.68,N/A,⚪ 數據不足,30.39,0.0,-0.03,迅杰,N/A,-140.07,-0.52,-147.27,6243.TW,-18.6,2026-03
📉 獲利侵蝕,2025,-1.51,39.0,-31.58,34.23%,⚪ 中性觀察,108.67,4.352678571428572,0.91,君帆,12.30%,-140.25,3.43,-4.72,4584.TWO,134.39999999999998,2026-03
📉 獲利侵蝕,2025,0.46,159.5,-36.22,N/A,⚪ 中性觀察,104.46,8.225889633831871,1.64,瓦城,N/A,-140.68,6.76,-24.75,2729.TWO,290.85,2026-03
📉 獲利侵蝕,2025,62.61,172.5,-69.92,42.16%,❌ 暫避觀望,71.65,25.93984962406015,0.4,智原,2.86%,-141.57,2.81,-29.75,3035.TW,99.74999999999999,2026-03
⚠️ 獲利稀釋,2025,-3.28,62.2000007629,102.78,N/A,❌ 暫避觀望,244.55,17.62039681668555,0.73,迅德,N/A,-141.77,2.0,-48.05,6292.TWO,52.95,2026-03
📉 獲利侵蝕,2025,5.0,257.0,-4.18,N/A,⚪ 中性觀察,137.6,5.848884842967682,4.62,致新,N/A,-141.78,17.76,-0.84,8081.TW,659.1,2026-03
📉 獲利侵蝕,2025,9.33,74.6999969482,-8.28,N/A,⚪ 中性觀察,133.59,5.194714669554937,1.33,明達醫,N/A,-141.87,5.8,15.63,6527.TWO,215.7,2026-03
⚠️ 獲利稀釋,2025,170.31,15.8999996185,1.56,N/A,⚪ 數據不足,143.49,0.0,-0.63,益得,N/A,-141.93,-2.57,18.35,6461.TWO,-88.05,2026-03
