status,prev_year,prev_rev_yoy,price,eps_yoy,gm,advice,rev_yoy,pe,eps,name,om,expansion,prev_eps,prev_eps_yoy,symbol,est_price,date
🔄 轉虧為盈,2025,-9.83,13.1999998093,433.33,8.85%,⚪ 數據不足,1088.74,0.0,0.16,志聯,2.74%,-655.4100000000001,-0.06,-137.5,2024.TW,-1.8,2026-03
📉 獲利侵蝕,2025,-19.7,73.3000030518,-154.24,N/A,⚪ 中性觀察,501.31,8.726190839500001,-0.64,中傑-KY,N/A,-655.55,3.5,-71.93,6965.TW,126.0,2026-03
⚠️ 獲利稀釋,2025,-6.2,54.9000015259,24.53,N/A,⚪ 中性觀察,680.31,9.384615645452993,0.66,全國,N/A,-655.78,2.36,-1.26,9937.TW,87.75,2026-03
🔄 轉虧為盈,2025,-10.57,18.2000007629,157.14,14.13%,⚪ 數據不足,813.46,0.0,0.17,和勤,-0.10%,-656.32,-0.35,-178.05,1586.TWO,-16.05,2026-03
📉 獲利侵蝕,2025,-4.77,38.0999984741,-44.78,16.97%,⚪ 中性觀察,611.65,5.934579201573208,0.37,皇昌,14.03%,-656.43,2.69,-44.58,2543.TW,96.3,2026-03
📉 獲利侵蝕,2025,28.59,11.3000001907,-43.33,N/A,⚪ 中性觀察,613.94,3.8831615775601374,0.19,夆典,N/A,-657.2700000000001,1.1,12.94,3052.TW,43.650000000000006,2026-03
🔄 轉虧為盈,2025,-67.66,26.9500007629,673.33,N/A,⚪ 數據不足,1331.07,0.0,0.86,麗升能源,N/A,-657.7399999999999,-1.32,-328.07,8087.TWO,-35.699999999999996,2026-03
📉 獲利侵蝕,2025,-11.15,31.3999996185,0.0,N/A,❌ 暫避觀望,658.28,56.07142789017857,0.07,力山,N/A,-658.28,0.97,-44.89,1515.TW,8.4,2026-03
📉 獲利侵蝕,2025,82.32,29.1000003815,-343.75,13.52%,⚪ 中性觀察,317.47,12.125000158958333,-0.39,彬台,7.02%,-661.22,2.12,94.5,3379.TWO,36.0,2026-03
📉 獲利侵蝕,2025,-11.73,8.5500001907,-282.14,N/A,⚪ 數據不足,379.62,0.0,-0.52,特昇-KY,N/A,-661.76,-0.61,55.88,6616.TWO,-23.849999999999998,2026-03
⚠️ 獲利稀釋,2025,-1.88,25.25,45.83,N/A,⚪ 數據不足,709.1,0.0,-0.39,網家,N/A,-663.27,-4.62,-12.0,8044.TWO,-141.75,2026-03
⚠️ 獲利稀釋,2025,-3.72,16.7000007629,14.29,-20.30%,⚪ 數據不足,678.12,0.0,-0.3,元翎,-35.14%,-663.83,-1.86,-4.02,4564.TW,-71.7,2026-03
📉 獲利侵蝕,2025,13.17,40.5999984741,-8.14,N/A,⚪ 中性觀察,655.72,4.945188608294762,0.79,東捷資訊,N/A,-663.86,3.04,16.48,6697.TWO,123.15,2026-03
🔄 轉虧為盈,2025,7.24,34.2999992371,115.0,15.11%,⚪ 數據不足,783.17,0.0,0.03,三顧,-12.99%,-668.17,-1.53,-51.49,3224.TWO,-50.55,2026-03
🌑 雙重衰退,2025,-79.25,17.7000007629,-700.0,N/A,⚪ 數據不足,-28.98,0.0,-0.96,康全電訊,N/A,-671.02,-3.09,-137.27,8089.TWO,-111.45,2026-03
📉 獲利侵蝕,2025,-4.91,78.4000015259,-2.94,N/A,⚪ 中性觀察,669.21,7.574879374483092,1.01,中磊,N/A,-672.1500000000001,4.04,-47.82,5388.TW,155.25,2026-03
🔄 轉虧為盈,2025,47.74,231.0,232.14,N/A,⚪ 數據不足,904.68,0.0,0.74,統新,N/A,-672.54,-0.78,78.21,6426.TW,-43.50000000000001,2026-03
⚠️ 獲利稀釋,2025,97.77,148.0,236.84,N/A,❌ 暫避觀望,910.97,34.988179669030735,0.64,巨有科技,N/A,-674.13,2.06,29.56,8227.TWO,63.449999999999996,2026-03
⚠️ 獲利稀釋,2025,50.25,89.4000015259,177.0,12.33%,⚪ 中性觀察,852.07,5.464547770531785,2.88,達欣工,8.34%,-675.07,6.5,24.8,2535.TW,245.39999999999998,2026-03
⚠️ 獲利稀釋,2025,0.46,8.1099996567,42.42,2.21%,⚪ 數據不足,719.14,0.0,-0.19,立德,-20.80%,-676.72,-1.44,25.52,3058.TW,-30.299999999999994,2026-03
⚠️ 獲利稀釋,2025,178.46,95.9000015259,777.78,N/A,❌ 暫避觀望,1454.66,58.83435676435583,1.22,天品,N/A,-676.8800000000001,0.31,-48.33,6199.TWO,24.45,2026-03
📉 獲利侵蝕,2025,-12.15,14.3500003815,-57.14,6.94%,⚪ 中性觀察,620.65,6.493212842307692,0.2,宜進,33.56%,-677.79,1.18,29.85,1457.TW,33.15,2026-03
⚠️ 獲利稀釋,2025,1056.27,35.9500007629,24.62,N/A,⚪ 數據不足,702.91,0.0,-1.47,泰福-KY,N/A,-678.29,-6.13,32.78,6541.TW,-234.45,2026-03
⚠️ 獲利稀釋,2025,8.46,11.1000003815,41.03,N/A,⚪ 數據不足,720.34,0.0,-0.24,亞元,N/A,-679.3100000000001,-0.94,43.03,6109.TWO,-44.85,2026-03
⚠️ 獲利稀釋,2025,130.83,234.5,80.93,N/A,⚪ 中性觀察,760.6,7.668410725964684,3.51,高技,N/A,-679.6700000000001,13.74,291.45,5439.TWO,458.7,2026-03
⚠️ 獲利稀釋,2025,64.37,1135.0,344.52,N/A,❌ 暫避觀望,1024.34,47.25228975853456,6.54,高力,N/A,-679.8199999999999,9.07,38.43,8996.TW,360.3,2026-03
📉 獲利侵蝕,2025,-8.18,14.8000001907,-269.23,0.24%,⚪ 數據不足,411.36,0.0,-0.22,新晶投控,-22.36%,-680.59,-1.13,-96.23,3713.TWO,-33.15,2026-03
⚠️ 獲利稀釋,2025,21.56,14.8500003815,91.43,-2.87%,⚪ 數據不足,772.57,0.0,-0.03,典範,-10.81%,-681.1400000000001,-1.22,-15.09,3372.TWO,-46.650000000000006,2026-03
📉 獲利侵蝕,2025,10.13,174.5,-25.35,N/A,⚪ 中性觀察,657.13,7.593559617058311,2.17,台表科,N/A,-682.48,9.39,-5.53,6278.TW,344.7,2026-03
📉 獲利侵蝕,2025,6.56,12.1999998093,-78.95,N/A,❌ 暫避觀望,604.09,27.11111068733334,-0.68,臺龍,N/A,-683.0400000000001,1.14,186.36,6246.TWO,6.749999999999997,2026-03
⚠️ 獲利稀釋,2025,-15.54,63.7000007629,12.35,N/A,⚪ 中性觀察,697.11,6.573787488431371,0.91,豐興,N/A,-684.76,3.88,-8.92,2015.TW,145.35000000000002,2026-03
⚠️ 獲利稀釋,2025,19.24,17.1000003815,48.1,N/A,⚪ 數據不足,733.42,0.0,-0.41,慶生,N/A,-685.3199999999999,-3.1,15.99,6210.TWO,-123.00000000000001,2026-03
📉 獲利侵蝕,2025,-1.8,74.5,-258.82,10.77%,❌ 暫避觀望,430.36,44.61077844311377,-1.35,兆利,1.84%,-689.1800000000001,2.23,-74.46,3548.TWO,25.049999999999997,2026-03
⚠️ 獲利稀釋,2025,-14.0,25.3500003815,33.33,13.94%,❌ 暫避觀望,722.84,63.375000953749996,0.08,亞帝歐,-0.53%,-689.51,0.27,-15.15,3516.TWO,6.0,2026-03
🔄 轉虧為盈,2025,-7.94,16.8500003815,147.22,13.88%,⚪ 數據不足,837.33,0.0,0.17,大立,-9.40%,-690.11,-0.87,-188.3,4716.TWO,-43.199999999999996,2026-03
⚠️ 獲利稀釋,2025,-30.78,13.5,69.57,N/A,⚪ 數據不足,766.91,0.0,-0.28,永固-KY,N/A,-697.3399999999999,-2.13,-1352.94,5546.TW,-67.35000000000001,2026-03
⚠️ 獲利稀釋,2025,-4.98,369.0,89.72,20.14%,❌ 暫避觀望,789.66,16.33466135458167,2.05,順達,13.68%,-699.9399999999999,9.05,-48.92,3211.TWO,338.85,2026-03
📉 獲利侵蝕,2025,0.9,181.5,-285.19,18.28%,⚪ 數據不足,415.08,0.0,-0.5,先進光,-0.95%,-700.27,-1.08,-140.6,3362.TWO,-59.85,2026-03
📉 獲利侵蝕,2025,-0.23,46.0,-138.1,12.48%,⚪ 中性觀察,563.0,13.142857142857142,-0.16,廣宇,4.05%,-701.1,1.56,-22.0,2328.TW,52.5,2026-03
⚠️ 獲利稀釋,2025,23.39,50.7000007629,29.87,15.30%,⚪ 中性觀察,734.79,4.990157555403543,1.02,海華,3.72%,-704.92,4.03,45.42,3694.TW,152.4,2026-03
⚠️ 獲利稀釋,2025,16.34,146.5,218.11,11.11%,⚪ 中性觀察,923.54,7.889068389876144,4.04,微星,2.63%,-705.43,6.8,-15.42,2377.TW,278.55,2026-03
⚠️ 獲利稀釋,2025,-5.8,19.8500003815,52.38,10.04%,⚪ 中性觀察,758.27,4.865196171936274,0.64,運錩,4.08%,-705.89,1.62,20.0,2069.TW,61.2,2026-03
⚠️ 獲利稀釋,2025,47.13,706.0,26.37,N/A,⚪ 中性觀察,734.55,11.939793674953492,7.19,洋基工程,N/A,-708.18,24.76,28.04,6691.TW,886.95,2026-03
⚠️ 獲利稀釋,2025,17.97,71.0,120.87,N/A,⚪ 中性觀察,831.66,3.120879120879121,2.54,德昌,N/A,-710.79,10.64,41.49,5511.TWO,341.25,2026-03
📉 獲利侵蝕,2025,-2.6,26.2999992371,-7.32,N/A,⚪ 中性觀察,705.12,7.514285496314286,0.38,強新,N/A,-712.44,1.45,-12.65,5013.TWO,52.5,2026-03
⚠️ 獲利稀釋,2025,-18.22,53.0,1.75,10.06%,⚪ 中性觀察,714.94,4.080061585835258,1.18,中華,2.43%,-713.19,5.47,-25.55,2204.TW,194.84999999999997,2026-03
📉 獲利侵蝕,2025,42.87,26.8999996185,-50.0,6.63%,⚪ 中性觀察,666.22,8.705501494660195,0.17,展達,-0.90%,-716.22,1.6,32.5,3447.TW,46.349999999999994,2026-03
📉 獲利侵蝕,2025,-8.12,19.9500007629,-600.0,N/A,⚪ 數據不足,116.53,0.0,-0.28,啟發電,N/A,-716.53,-0.78,17.02,6512.TWO,-26.55,2026-03
📉 獲利侵蝕,2025,30.49,288.5,-14.8,N/A,⚪ 數據不足,701.78,0.0,1.71,安葆,N/A,-716.5799999999999,8.72,11.79,7792.TWO,0.0,2026-03
📉 獲利侵蝕,2025,42.15,61.5999984741,-71.33,N/A,⚪ 數據不足,645.92,0.0,-2.46,濾能,N/A,-717.25,-7.92,-3.84,6823.TWO,-220.04999999999998,2026-03
⚠️ 獲利稀釋,2025,1.51,37.2999992371,60.0,N/A,⚪ 中性觀察,777.65,4.769820874309463,1.12,東明-KY,N/A,-717.65,3.02,5.59,5538.TW,117.30000000000001,2026-03
📉 獲利侵蝕,2025,-9.36,14.8500003815,-222.22,13.55%,❌ 暫避觀望,496.11,32.282609525,-0.12,春雨,2.02%,-718.33,0.2,-81.05,2012.TW,6.9,2026-03
⚠️ 獲利稀釋,2025,0.03,235.5,23.16,N/A,⚪ 中性觀察,742.22,14.654635967641568,2.36,啟��,N/A,-719.0600000000001,6.41,-11.22,6285.TW,241.05,2026-03
📉 獲利侵蝕,2025,-35.66,33.9500007629,-321.43,14.16%,⚪ 數據不足,398.68,0.0,-0.32,正文,-1.55%,-720.11,-0.25,-116.56,4906.TW,-27.599999999999998,2026-03
⚠️ 獲利稀釋,2025,-3.51,41.7000007629,19.23,13.97%,⚪ 中性觀察,739.62,10.556962218455695,0.62,敬鵬,5.11%,-720.39,1.6,-43.86,2355.TW,59.25,2026-03
📉 獲利侵蝕,2025,-1.66,24.3999996185,-436.36,19.21%,❌ 暫避觀望,287.62,15.15527926614907,-0.37,勝德,1.75%,-723.98,0.61,22.0,3296.TW,24.15,2026-03
🔄 轉虧為盈,2025,3.23,22.6000003815,165.63,15.39%,⚪ 數據不足,890.97,0.0,0.21,聯穎,-3.96%,-725.34,-1.18,51.74,3550.TW,-32.55,2026-03
⚠️ 獲利稀釋,2025,-2.4,30.1000003815,112.5,15.20%,⚪ 數據不足,839.44,0.0,0.02,慶騰,-3.10%,-726.94,0.01,-91.3,4534.TWO,-15.600000000000001,2026-03
📉 獲利侵蝕,2025,9.37,107.5,-177.08,17.76%,❌ 暫避觀望,551.01,17.2,-0.74,定穎投控,3.42%,-728.09,2.7,-30.16,3715.TW,93.75,2026-03
⚠️ 獲利稀釋,2025,18.86,12.0500001907,23.81,12.27%,⚪ 數據不足,753.59,0.0,-0.32,譁裕,-16.22%,-729.7800000000001,-1.79,-47.93,3419.TW,-68.39999999999999,2026-03
⚠️ 獲利稀釋,2025,166.89,11.0,41.45,N/A,⚪ 數據不足,771.53,0.0,-0.95,華冠,N/A,-730.0799999999999,-3.15,63.58,8101.TW,-124.94999999999997,2026-03
🔄 轉虧為盈,2025,-15.54,16.4500007629,109.8,8.95%,⚪ 數據不足,842.07,0.0,0.05,福裕,-32.66%,-732.2700000000001,-1.79,-265.31,4513.TWO,-58.949999999999996,2026-03
⚠️ 獲利稀釋,2025,-1.98,27.25,32.5,10.06%,❌ 暫避觀望,767.18,16.925465838509314,0.53,台橡,3.76%,-734.68,0.54,-48.08,2103.TW,24.150000000000002,2026-03
⚠️ 獲利稀釋,2025,-7.15,24.1000003815,92.15,-8.90%,⚪ 中性觀察,827.48,0.6018981114260739,-0.15,永彰,-91.14%,-735.33,22.26,1562.0,4523.TWO,600.6000000000001,2026-03
📉 獲利侵蝕,2025,-0.03,19.9500007629,-53.95,N/A,⚪ 數據不足,684.6,0.0,0.37,久舜,N/A,-738.5500000000001,3.06,42.99,5547.TWO,0.0,2026-03
📉 獲利侵蝕,2025,2.63,44.5,-158.97,N/A,⚪ 數據不足,581.06,0.0,-1.04,匯鑽科,N/A,-740.03,-3.88,-404.84,8431.TWO,-120.89999999999998,2026-03
⚠️ 獲利稀釋,2025,18.57,530.0,39.1,N/A,⚪ 中性觀察,779.62,9.849470358669393,6.86,崇越,N/A,-740.52,21.81,13.53,5434.TW,807.15,2026-03
📉 獲利侵蝕,2025,-23.83,18.5499992371,-400.0,31.45%,⚪ 數據不足,342.45,0.0,-0.15,恩德,0.98%,-742.45,-0.35,56.79,1528.TW,-24.6,2026-03
🔄 轉虧為盈,2025,-23.24,31.7999992371,175.0,N/A,⚪ 數據不足,918.43,0.0,0.16,大洋,N/A,-743.43,-1.25,-265.75,1321.TW,-36.45,2026-03
📉 獲利侵蝕,2025,16.76,16.6499996185,-200.0,17.03%,⚪ 中性觀察,543.86,14.86607108794643,-0.01,歐格,-11.28%,-743.86,0.36,620.0,3002.TW,16.799999999999997,2026-03
🔄 轉虧為盈,2025,26.96,16.2999992371,5.71,N/A,⚪ 數據不足,751.63,0.0,0.37,訊達,N/A,-745.92,-1.93,-287.38,6140.TWO,-54.15,2026-03
📉 獲利侵蝕,2025,-0.31,19.3999996185,-95.24,N/A,⚪ 數據不足,652.21,0.0,0.01,良得電,N/A,-747.45,0.27,-81.88,2462.TW,-3.3,2026-03
⚠️ 獲利稀釋,2025,86.48,220.0,15.64,12.78%,⚪ 中性觀察,764.68,5.857294994675187,4.14,華擎,5.61%,-749.04,15.28,46.5,3515.TW,563.4,2026-03
📉 獲利侵蝕,2025,12.66,484.0,-7.53,N/A,❌ 暫避觀望,746.88,47.92079207920792,0.87,聯茂,N/A,-754.41,4.16,82.74,6213.TW,151.5,2026-03
📉 獲利侵蝕,2025,-13.95,26.7000007629,-88.89,N/A,❌ 暫避觀望,665.76,32.96296390481481,0.01,佶優,N/A,-754.65,0.33,-17.5,5452.TWO,12.15,2026-03
📉 獲利侵蝕,2025,0.02,35.2999992371,0.0,9.17%,⚪ 中性觀察,755.81,3.035253588744626,0.37,華榮,6.96%,-755.81,5.5,254.81,1608.TW,174.45000000000002,2026-03
⚠️ 獲利稀釋,2025,-26.56,24.6000003815,5.8,N/A,⚪ 數據不足,761.84,0.0,-0.65,易華電,N/A,-756.0400000000001,-14.35,-9068.75,6552.TW,-309.9,2026-03
📉 獲利侵蝕,2025,-7.46,24.6499996185,-400.0,N/A,⚪ 數據不足,357.51,0.0,-0.35,興能高,N/A,-757.51,-1.02,-1120.0,6558.TW,-35.699999999999996,2026-03
📉 獲利侵蝕,2025,19.09,147.5,-557.14,8.38%,⚪ 數據不足,200.37,0.0,-0.32,光環,-32.45%,-757.51,-1.4,34.88,3234.TWO,-46.949999999999996,2026-03
⚠️ 獲利稀釋,2025,20.92,42.7000007629,44.0,15.35%,⚪ 中性觀察,802.5,8.54000015258,0.33,華泰,8.19%,-758.5,2.45,28.92,2329.TW,75.0,2026-03
📉 獲利侵蝕,2025,-22.74,20.1499996185,-13.33,18.97%,⚪ 數據不足,746.08,0.0,-0.17,律勝,-79.87%,-759.4100000000001,-0.84,-147.06,3354.TWO,-36.0,2026-03
🔄 轉虧為盈,2025,-22.64,12.5500001907,261.54,-19.82%,⚪ 數據不足,1022.77,0.0,0.47,千興,14.50%,-761.23,-0.18,87.32,2025.TW,-12.6,2026-03
🔄 轉虧為盈,2025,-14.15,21.0,368.75,7.41%,⚪ 數據不足,1130.81,0.0,0.75,燦星旅,2.54%,-762.06,-0.15,-111.9,2719.TWO,-2.2500000000000004,2026-03
📉 獲利侵蝕,2025,2.49,34.5499992371,-22.22,N/A,❌ 暫避觀望,746.36,22.290322088451617,0.15,裕國,N/A,-768.58,0.61,-54.96,8905.TWO,23.249999999999996,2026-03
📉 獲利侵蝕,2025,-20.78,17.4500007629,-72.73,15.31%,⚪ 中性觀察,696.33,14.421488233801654,0.03,三商,0.88%,-769.0600000000001,0.71,-49.63,2905.TW,18.15,2026-03
📉 獲利侵蝕,2025,25.86,925.0,-23.4,15.94%,⚪ 中性觀察,746.92,6.240302233016258,13.19,華碩,4.63%,-770.3199999999999,59.99,41.92,2357.TW,2223.4500000000003,2026-03
⚠️ 獲利稀釋,2025,32.39,101.0,323.33,16.83%,⚪ 中性觀察,1094.24,14.326241134751776,2.54,光洋科,11.95%,-770.9100000000001,3.14,-1.88,1785.TWO,105.74999999999999,2026-03
📉 獲利侵蝕,2025,-45.66,13.3999996185,-415.38,-18.95%,⚪ 數據不足,368.34,0.0,-0.67,隆銘綠能,-73.69%,-783.72,-2.16,-66.41,3018.TW,-89.24999999999999,2026-03
📉 獲利侵蝕,2025,-18.44,11.0,-183.33,6.18%,⚪ 數據不足,601.5,0.0,-0.51,兆勁,-17.38%,-784.83,-1.9,-691.67,2444.TW,-75.45,2026-03
📉 獲利侵蝕,2025,65.48,62.2000007629,-96.0,11.59%,❌ 暫避觀望,689.5,15.588972622280702,0.02,精確,1.68%,-785.5,1.7,209.26,3162.TWO,59.849999999999994,2026-03
⚠️ 獲利稀釋,2025,17.91,60.0,96.83,8.43%,⚪ 中性觀察,887.98,12.422360248447205,-0.04,廣越,-1.90%,-791.15,3.04,-27.51,4438.TW,72.45,2026-03
🔄 轉虧為盈,2025,-1.5,36.7000007629,-83.05,N/A,⚪ 數據不足,709.49,0.0,0.1,南六,N/A,-792.54,-1.09,-178.42,6504.TW,-86.7,2026-03
⚠️ 獲利稀釋,2025,55.5,82.5,1.92,N/A,⚪ 中性觀察,794.87,5.089450956199876,1.59,精成科,N/A,-792.95,6.55,5.17,6191.TW,243.15,2026-03
📉 獲利侵蝕,2025,-3.44,41.0499992371,-264.0,-1.63%,⚪ 數據不足,529.36,0.0,-0.46,正崴,-10.82%,-793.36,-6.62,-281.76,2392.TW,-205.8,2026-03
📉 獲利侵蝕,2025,-1.67,60.7000007629,-7.02,N/A,⚪ 中性觀察,787.01,12.593361154128631,0.53,伊雲谷,N/A,-794.03,2.31,1.77,6689.TW,72.3,2026-03
⚠️ 獲利稀釋,2025,12.79,66.5,108.16,N/A,⚪ 中性觀察,903.68,13.380281690140846,1.02,昶昕,N/A,-795.52,2.1,-4.98,8438.TW,74.55,2026-03
📉 獲利侵蝕,2025,4.67,45.75,-12.5,12.18%,⚪ 中性觀察,787.21,4.8515376458112405,0.77,中宇,5.96%,-799.71,4.0,-1.48,1535.TW,141.45,2026-03
⚠️ 獲利稀釋,2025,-13.43,17.75,16.67,N/A,⚪ 中性觀察,817.81,12.157534246575343,-0.4,虹揚-KY,N/A,-801.14,1.23,163.4,6573.TW,21.9,2026-03
📉 獲利侵蝕,2025,5.44,14.1000003815,-334.92,2.51%,⚪ 數據不足,467.75,0.0,-2.8,東碩,-26.32%,-802.6700000000001,-7.65,-139.68,3272.TWO,-260.85,2026-03
📉 獲利侵蝕,2025,-9.18,29.5499992371,-19.57,11.17%,⚪ 數據不足,783.84,0.0,-0.56,加百裕,-4.33%,-803.4100000000001,-1.92,-76.19,3323.TWO,-80.85000000000001,2026-03
📉 獲利侵蝕,2025,14.38,87.8000030518,-19.81,N/A,⚪ 中性觀察,783.73,3.2554691528290696,3.44,五福,N/A,-803.54,10.01,10.36,2745.TWO,404.54999999999995,2026-03
⚠️ 獲利稀釋,2025,5.53,64.8000030518,52.56,-12.37%,⚪ 數據不足,859.78,0.0,-0.37,正達,-29.19%,-807.22,-2.86,-106.98,3149.TW,-105.75000000000001,2026-03
📉 獲利侵蝕,2025,-6.62,29.8999996185,-557.14,7.66%,⚪ 中性觀察,253.23,4.7235386443127965,-0.65,東台,-21.47%,-810.37,1.81,150.56,4526.TW,94.95,2026-03
⚠️ 獲利稀釋,2025,10.78,409.5,36.17,N/A,⚪ 數據不足,846.82,0.0,-0.61,汎銓,N/A,-810.6500000000001,-0.71,-156.8,6830.TW,-47.85,2026-03
📉 獲利侵蝕,2025,-13.36,27.6000003815,-8.0,N/A,⚪ 數據不足,812.27,0.0,-0.28,花王,N/A,-820.27,-0.78,-252.38,8906.TWO,-29.85,2026-03
⚠️ 獲利稀釋,2025,-43.28,11.5500001907,73.91,N/A,⚪ 中性觀察,894.76,14.437500238375,0.4,聯上發,N/A,-820.85,0.15,-85.71,2537.TW,12.0,2026-03
📉 獲利侵蝕,2025,0.41,26.1499996185,-134.88,10.73%,⚪ 中性觀察,686.37,13.341836540051021,-0.15,友達,-2.70%,-821.25,0.9,327.5,2409.TW,29.4,2026-03
📉 獲利侵蝕,2025,21.03,78.4000015259,-4.55,N/A,⚪ 中性觀察,817.65,7.678746476581783,1.26,三聯,N/A,-822.1999999999999,4.18,-0.48,5493.TWO,153.14999999999998,2026-03
📉 獲利侵蝕,2025,164.26,48.4000015259,-105.3,19.64%,⚪ 中性觀察,718.73,1.648501414369891,-0.48,信立,-12.85%,-824.03,11.15,7.63,4303.TWO,440.4,2026-03
🔄 轉虧為盈,2025,-21.22,27.1499996185,127.05,-14.72%,⚪ 數據不足,956.47,0.0,0.33,唐榮,-18.44%,-829.4200000000001,-4.72,-114.55,2035.TWO,-157.95000000000002,2026-03
📉 獲利侵蝕,2025,-7.88,12.0500001907,-227.78,0.84%,⚪ 數據不足,603.87,0.0,-0.23,佳和,-27.07%,-831.65,0.12,-87.21,1449.TW,-5.55,2026-03
📉 獲利侵蝕,2025,18.84,44.0999984741,-43.33,N/A,⚪ 中性觀察,790.97,12.182320020469612,0.17,邁達特,N/A,-834.3000000000001,1.82,203.33,6112.TW,54.300000000000004,2026-03
📉 獲利侵蝕,2025,1.1,43.5499992371,-266.67,5.62%,⚪ 數據不足,570.51,0.0,-0.16,州巧,-16.08%,-837.1800000000001,-2.24,-84.96,3543.TW,-59.7,2026-03
⚠️ 獲利稀釋,2025,-6.33,17.3999996185,59.09,N/A,⚪ 數據不足,898.78,0.0,-0.09,邦泰,N/A,-839.6899999999999,-0.76,-16.92,8935.TWO,-26.55,2026-03
⚠️ 獲利稀釋,2025,-6.47,11.1999998093,80.0,12.46%,⚪ 數據不足,920.0,0.0,-0.02,榮成,2.54%,-840.0,-0.39,-39.29,1909.TW,-20.700000000000003,2026-03
🔄 轉虧為盈,2025,423.12,126.0,-81.0,8.48%,⚪ 數據不足,765.22,0.0,0.19,百達-KY,-4.13%,-846.22,-6.81,-186.45,2236.TW,-128.54999999999998,2026-03
⚠️ 獲利稀釋,2025,11.2,225.5,19.7,N/A,⚪ 中性觀察,866.43,5.915529905561385,4.8,宏�硌穈T,N/A,-846.7299999999999,14.36,10.46,6811.TWO,571.8,2026-03
⚠️ 獲利稀釋,2025,-13.73,23.25,13.64,N/A,⚪ 數據不足,860.97,0.0,-0.79,智晶,N/A,-847.33,-4.9,-56.67,5245.TWO,-166.64999999999998,2026-03
🌑 雙重衰退,2025,-24.51,58.7000007629,-900.0,-21.68%,⚪ 數據不足,-49.8,0.0,-1.04,巨鎧精密-創,-98.59%,-850.2,-0.84,20.75,2254.TW,-27.150000000000002,2026-03
📉 獲利侵蝕,2025,-3.34,37.0,-83.33,N/A,⚪ 數據不足,768.82,0.0,-0.55,馬光-KY,N/A,-852.1500000000001,-1.55,-720.83,4139.TWO,-38.7,2026-03
⚠️ 獲利稀釋,2025,34.73,110.0,16.45,14.31%,⚪ 中性觀察,871.55,6.699147381242387,1.77,零壹,6.54%,-855.0999999999999,6.53,30.86,3029.TW,246.3,2026-03
⚠️ 獲利稀釋,2025,19.94,34.5999984741,11.11,11.41%,⚪ 中性觀察,868.43,12.269503004999997,0.3,華經,4.34%,-857.3199999999999,1.25,30.21,2468.TW,42.300000000000004,2026-03
⚠️ 獲利稀釋,2025,0.73,22.6499996185,1.79,10.75%,⚪ 中性觀察,861.7,3.9119170325561314,0.57,春源,7.04%,-859.9100000000001,2.32,40.61,2010.TW,86.85,2026-03
🔄 轉虧為盈,2025,-21.01,10.1499996185,-58.33,N/A,⚪ 數據不足,802.76,0.0,0.05,有益,N/A,-861.09,-0.15,-122.06,9962.TWO,-7.199999999999999,2026-03
📉 獲利侵蝕,2025,27.37,39.5999984741,-11.54,N/A,⚪ 中性觀察,849.66,7.528516820171102,0.46,欣雄,N/A,-861.1999999999999,2.16,14.97,8908.TWO,78.89999999999999,2026-03
⚠️ 獲利稀釋,2025,164.5,34.7999992371,6.98,N/A,⚪ 中性觀察,871.15,4.023121299086705,0.48,富威電力,N/A,-864.17,6.34,328.87,6994.TW,129.75,2026-03
⚠️ 獲利稀釋,2025,-15.01,500.0,14.77,N/A,⚪ 中性觀察,879.38,12.840267077555215,5.08,帆宣,N/A,-864.61,15.5,65.55,6196.TW,584.0999999999999,2026-03
🔄 轉虧為盈,2025,-31.12,87.0999984741,306.25,35.79%,⚪ 數據不足,1172.94,0.0,0.99,晶彩科,12.45%,-866.69,-1.07,-255.07,3535.TW,-52.5,2026-03
⚠️ 獲利稀釋,2025,-66.93,19.3999996185,90.34,N/A,⚪ 數據不足,959.14,0.0,-0.2,天宇,N/A,-868.8,-5.17,-275.59,8171.TWO,-204.45,2026-03
⚠️ 獲利稀釋,2025,64.32,221.5,3.39,13.87%,⚪ 中性觀察,877.13,10.049909255898367,3.66,大綜,5.75%,-873.74,8.43,-29.4,3147.TWO,330.59999999999997,2026-03
📉 獲利侵蝕,2025,-6.83,8.8000001907,-210.71,-0.79%,⚪ 數據不足,663.94,0.0,-0.62,大東,-10.66%,-874.6500000000001,-0.45,-128.03,1441.TW,-18.6,2026-03
📉 獲利侵蝕,2025,-0.19,18.5,-253.33,N/A,⚪ 數據不足,623.3,0.0,-0.54,鑫禾,N/A,-876.63,-1.68,-272.92,4999.TW,-70.94999999999999,2026-03
⚠️ 獲利稀釋,2025,27.54,95.0,88.57,N/A,⚪ 數據不足,969.39,0.0,-0.08,東典光電,N/A,-880.8199999999999,-1.77,57.14,6588.TWO,-84.9,2026-03
📉 獲利侵蝕,2025,6.3,11.25,-250.0,12.86%,⚪ 數據不足,635.46,0.0,-0.64,建舜電,-5.35%,-885.46,-0.96,-15.66,3322.TWO,-46.5,2026-03
⚠️ 獲利稀釋,2025,8.31,21.2000007629,180.0,N/A,⚪ 中性觀察,1065.47,4.214711881292247,0.42,潤泰材,N/A,-885.47,1.85,48.0,8463.TW,75.45,2026-03
