股號,名稱,收盤價,成交量,一年內最高收盤,一年內最低收盤,法說會,殖利率,狀態,連續大漲,連續大跌,原因,最終狀態
6570,維田,55.10,71,64.28,36.61,---,3.53%,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
7806,精華生醫,61.70,4,80.50,57.60,---,---,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
6831,邁科,599.00,1221,956.00,157.83,---,0.74%,進入盤整,無,連1日大跌,ADX 為 15.07 (低於 20),進入盤整
00696,富邦美債20年,27.99,1951,30.21,27.13,---,0.94%,離開盤整 (向下) -> 均線糾擺,無,無,MA 乖離率僅 0.62%,均線糾擺
6153,嘉聯益,16.70,2208,24.45,13.50,---,---,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
8261,富鼎,183.50,11738,346.94,79.60,---,4.05%,均線糾擺,無,無,MA 乖離率僅 1.04%,均線糾擺
6205,詮欣,61.00,178,98.20,37.00,---,3.47%,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
7595,世基生醫,7.12,18,13.60,6.09,---,---,均線糾擺,無,無,MA 乖離率僅 0.95%,均線糾擺
3479,安勤,131.00,398,156.50,83.70,---,5.22%,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
1789,神隆,18.95,386,28.25,16.65,---,2.02%,均線糾擺,無,無,MA 乖離率僅 0.69%,均線糾擺
3171,炎洲流通,63.20,10,79.40,40.55,---,7.01%,均線糾擺,無,無,MA 乖離率僅 0.49%,均線糾擺
4721,美琪瑪,73.10,314,101.00,61.20,---,3.35%,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
911608,明輝-DR,2.78,11,3.51,2.53,---,1.89%,貼軌運行 -> 均線糾擺,無,無,MA 乖離率僅 0.96%,均線糾擺
6924,榮惠-KY創,114.50,28,193.50,47.80,📅 預告 (20260820),7.45%,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
3044,健鼎,480.50,4735,573.00,285.00,---,4.08%,貼軌運行 -> 趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
3011,今皓,10.45,1344,17.15,10.45,---,---,離開盤整 (向下),無,無,跌破布林下軌 (10.54),離開盤整 (向下)
00876,元大全球5G,87.95,238,107.70,37.51,---,---,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
00676,富邦臺灣加權反1,5.68,11841,11.16,5.32,---,---,進入盤整,無,無,ADX 為 13.69 (低於 20),進入盤整
4961,天鈺,166.50,806,188.00,135.00,---,5.89%,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
