日期,代號,名稱,最新價格,成本,股數,損益,報酬率
2026-08-19,2317,鴻海,255.0,241.21,2000,27580,5.72%
2026-08-19,4142,國光生,17.25,25.32,1000,-8070,-31.87%
2026-08-19,0050,元大台灣50,106.45,46.6,16000,957600,128.43%
2026-08-19,0056,元大高股息,53.4,36.43,4000,67880,46.58%
2026-08-19,00635U,期元大S&P黃金,44.81,55.25,3000,-31320,-18.90%
2026-08-19,00738U,期元大道瓊白銀,52.5,66.26,1000,-13760,-20.77%
2026-08-19,00929,復華台灣科技優息,29.44,19.73,8000,77680,49.21%
2026-08-19,009816,凱基台灣TOP50,15.49,11.01,63000,282240,40.69%
2026-08-19,00990A,主動元大AI新經濟,16.72,11.48,5000,26200,45.64%
2026-08-19,2009,第一銅,39.4,50.56,4000,-44640,-22.07%
2026-08-19,2337,旺宏,129.5,95.28,2000,68440,35.92%
2026-08-19,2409,友達,27.25,16.21,2000,22080,68.11%
2026-08-19,3481,群創,51.2,25.1,4000,104400,103.98%
2026-08-19,3105,穩懋,398.0,556.47,300,-47541,-28.48%
2026-08-19,4966,譜瑞-KY,565.0,1921.64,1000,-1356640,-70.60%
2026-08-19,2327,國巨*,608.0,1030.0,1,-422,-40.97%
2026-08-19,00403A,主動統一升級50,10.32,10.68,26000,-9360,-3.37%
2026-08-19,00981A,主動統一台股增長,30.22,27.48,2000,5480,9.97%
2026-08-19,2330,台積電,2400.0,225.55,10,21744,964.07%
2026-08-19,6789,采鈺,443.5,593.5,400,-60000,-25.27%
2026-08-19,6849,奇鼎科技,141.0,266.4,280,-35112,-47.07%
2026-08-19,7853,政美應用,305.5,409.29,280,-29061,-25.36%
2026-08-19,3576,聯合再生,17.85,18.15,5000,-1500,-1.65%
2026-08-19,1721,三晃,20.0,27.88,3000,-23650,-28.27%
2026-08-19,8215,明基材,24.9,31.6,200,-1340,-21.20%
2026-08-19,00405A,主動富邦台灣龍耀,8.8,9.34,11000,-5940,-5.78%
2026-08-19,5498,凱崴,51.2,69.61,188,-3461,-26.45%
2026-08-19,1301,台塑,59.1,50.5,100,860,17.03%
2026-08-19,6498,久禾光,77.9,67.3,12,127,15.75%
2026-08-19,009821,野村稀土關鍵資源,14.76,17.3,12000,-30480,-14.68%
