股號,名稱,收盤價,成交量,一年內最高收盤,一年內最低收盤,法說會,殖利率,狀態,連續大漲,連續大跌,原因,最終狀態
6570,維田,54.00,568,64.28,36.51,---,3.53%,趨勢運行 -> 均線糾擺,無,無,MA 乖離率僅 0.58%,均線糾擺
7806,精華生醫,65.00,5,80.50,61.00,---,---,均線糾擺,無,無,MA 乖離率僅 0.99%,均線糾擺
6831,邁科,705.00,670,820.00,80.43,---,0.74%,均線糾擺,無,連1日大跌,MA 乖離率僅 1.41%,均線糾擺
00696,富邦美債20年,29.05,1812,30.21,26.05,---,0.94%,貼軌運行 -> 均線糾擺,無,無,MA 乖離率僅 0.41%,均線糾擺
6153,嘉聯益,23.10,48200,24.45,10.50,---,---,強勢突破 (軌外) -> 貼軌運行,無,連1日大跌,股價於高位貼軌 (23.10 > 1.5σ)，動能強勁,貼軌運行
8261,富鼎,178.00,12180,195.00,75.30,---,4.05%,均線糾擺,無,無,MA 乖離率僅 0.54%,均線糾擺
6205,詮欣,80.40,1133,98.20,37.00,---,3.47%,均線糾擺,無,無,MA 乖離率僅 0.95%,均線糾擺
7595,世基生醫,8.00,15,13.60,7.40,---,---,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
3479,安勤,126.00,1131,137.50,83.70,---,5.22%,均線糾擺,無,無,MA 乖離率僅 0.57%,均線糾擺
1789,神隆,20.05,453,28.25,16.02,---,2.02%,均線糾擺,無,無,MA 乖離率僅 0.81%,均線糾擺
3171,炎洲流通,71.50,36,79.40,38.22,---,7.01%,趨勢運行 -> 均線糾擺,無,無,MA 乖離率僅 0.96%,均線糾擺
4721,美琪瑪,98.50,10817,101.00,57.22,---,3.35%,均線糾擺 -> 貼軌運行,無,無,股價於高位貼軌 (98.50 > 1.5σ)，動能強勁,貼軌運行
911608,明輝-DR,2.86,58,3.51,2.59,---,1.89%,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
6924,榮惠-KY創,113.00,12,193.50,47.80,---,7.45%,離開盤整 (向下) -> 趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
3044,健鼎,546.00,7288,546.00,205.75,---,4.08%,均線糾擺 -> 強勢突破 (軌外),連1日大漲,無,股價衝破布林上軌 (540.40)，進入噴發段,強勢突破 (軌外)
