日期,代號,名稱,最新價格,成本,股數,損益,報酬率
2026-06-15,2317,鴻海,267.5,241.21,2000,52580,10.90%
2026-06-15,4142,國光生,17.7,25.32,1000,-7620,-30.09%
2026-06-15,0050,元大台灣50,105.25,46.6,16000,938400,125.86%
2026-06-15,0056,元大高股息,51.5,36.43,4000,60280,41.37%
2026-06-15,00635U,期元大S&P黃金,45.23,55.25,3000,-30060,-18.14%
2026-06-15,00738U,期元大道瓊白銀,56.7,66.26,1000,-9560,-14.43%
2026-06-15,00929,復華台灣科技優息,30.49,19.73,8000,86080,54.54%
2026-06-15,009816,凱基台灣TOP50,15.38,11.01,63000,275310,39.69%
2026-06-15,00990A,主動元大AI新經濟,20.47,11.48,5000,44950,78.31%
2026-06-15,2009,第一銅,41.45,50.56,4000,-36440,-18.02%
2026-06-15,2337,旺宏,159.0,95.28,2000,127440,66.88%
2026-06-15,2409,友達,24.1,16.21,2000,15780,48.67%
2026-06-15,3481,群創,51.4,25.1,4000,105200,104.78%
2026-06-15,6806,森崴能源,3.64,45.39,5000,-208750,-91.98%
2026-06-15,3105,穩懋,511.0,556.47,300,-13641,-8.17%
2026-06-15,4966,譜瑞-KY,675.0,1921.64,1000,-1246640,-64.87%
2026-06-15,00403A,主動統一升級50,10.61,10.68,26000,-1820,-0.66%
2026-06-15,00981A,主動統一台股增長,31.47,27.48,2000,7980,14.52%
2026-06-15,2330,台積電,2375.0,225.55,10,21494,952.98%
2026-06-15,6789,采鈺,488.5,593.5,400,-42000,-17.69%
2026-06-15,6849,奇鼎科技,183.0,266.4,280,-23352,-31.31%
2026-06-15,7853,政美應用,341.0,409.29,280,-19121,-16.68%
2026-06-15,3576,聯合再生,21.0,18.5,2000,5000,13.51%
2026-06-15,1721,三晃,23.4,27.88,3000,-13450,-16.08%
2026-06-15,8215,明基材,30.55,31.6,200,-210,-3.32%
2026-06-15,00405A,主動富邦台灣龍耀,9.34,9.34,11000,0,0.00%
2026-06-15,5498,凱崴,67.8,69.61,188,-340,-2.60%
