     Stock        Name  Score    Close                                BuyReason
  5351.TWO          鈺創    6.5    74.50 ADX轉強 | 【EPS連2成長 | 營收爆發(310.99%) | 董監加碼】
   2305.TW          全友    5.5    14.00         ADX轉強 | 【EPS連2成長 | 營收爆發(34.16%)】
  6163.TWO         華電網    5.5    62.90        ADX轉強 | 【EPS連2成長 | 營收爆發(136.48%)】
  6574.TWO          霈方    5.5   136.00         ADX轉強 | 【EPS連2成長 | 營收爆發(56.66%)】
  3663.TWO          鑫科    5.5    76.20        ADX轉強 | 【EPS連2成長 | 營收爆發(133.68%)】
   2425.TW          承啟    5.5    29.30        ADX轉強 | 【EPS連2成長 | 營收爆發(113.51%)】
  6419.TWO         京晨科    5.5    83.90         ADX轉強 | 【EPS連2成長 | 營收爆發(37.58%)】
  6693.TWO         廣閎科    5.5   101.00         ADX轉強 | 【EPS連2成長 | 營收爆發(42.95%)】
  8923.TWO          時報    5.5    19.25          ADX轉強 | 【EPS連2成長 | 營收爆發(32.9%)】
  4923.TWO          力士    5.5    36.95         ADX轉強 | 【EPS連2成長 | 營收爆發(39.63%)】
  6026.TWO         福邦證    5.5    14.45        ADX轉強 | 【EPS連2成長 | 營收爆發(191.85%)】
  6223.TWO          旺矽    5.5  3715.00         ADX轉強 | 【EPS連2成長 | 營收爆發(45.54%)】
   6139.TW          亞翔    5.5   598.00          ADX轉強 | 【EPS連2成長 | 營收爆發(81.4%)】
  4973.TWO          廣穎    5.5    79.60         ADX轉強 | 【EPS連2成長 | 營收爆發(42.53%)】
  6727.TWO        亞泰金屬    5.5   276.00        ADX轉強 | 【EPS連2成長 | 營收爆發(482.36%)】
  6584.TWO        南俊國際    5.5   513.00         ADX轉強 | 【EPS連2成長 | 營收爆發(47.92%)】
  5498.TWO          凱崴    5.5    57.70         ADX轉強 | 【EPS連2成長 | 營收爆發(43.83%)】
  6683.TWO        雍智科技    5.5  1160.00         ADX轉強 | 【EPS連2成長 | 營收爆發(46.93%)】
   8996.TW          高力    5.5   820.00        ADX轉強 | 【EPS連2成長 | 營收爆發(205.73%)】
  1815.TWO          富喬    5.5   103.50         ADX轉強 | 【EPS連2成長 | 營收爆發(60.76%)】
  6265.TWO         方土昶    5.5    42.80        ADX轉強 | 【EPS連2成長 | 營收爆發(309.86%)】
  7718.TWO          友鋮    5.0    48.55            ADX轉強 | 【營收爆發(40.26%) | 董監加碼】
   8021.TW          尖點    5.0   238.50            ADX轉強 | 【營收爆發(42.47%) | 董監加碼】
   4956.TW          光鋐    4.5    34.60                 ADX轉強 | 【EPS連2成長 | 董監加碼】
   1568.TW          倉佑    4.5    22.70                 ADX轉強 | 【EPS連2成長 | 董監加碼】
