日期,代號,名稱,最新價格,成本,股數,損益,報酬率
2026-05-29,2317,鴻海,289.0,241.21,2000,95580,19.81%
2026-05-29,4142,國光生,17.15,25.32,1000,-8170,-32.27%
2026-05-29,0050,元大台灣50,105.4,46.6,16016,941741,126.18%
2026-05-29,0056,元大高股息,50.2,36.43,8000,110160,37.80%
2026-05-29,00635U,期元大S&P黃金,47.1,55.25,3000,-24450,-14.75%
2026-05-29,00738U,期元大道瓊白銀,61.05,66.26,1000,-5210,-7.86%
2026-05-29,00929,復華台灣科技優息,30.25,19.73,8000,84160,53.32%
2026-05-29,009816,凱基台灣TOP50,15.2,11.01,63000,263970,38.06%
2026-05-29,00990A,主動元大AI新經濟,20.15,11.48,5000,43350,75.52%
2026-05-29,2009,第一銅,39.4,50.56,4000,-44640,-22.07%
2026-05-29,2337,旺宏,166.5,95.28,2000,142440,74.75%
2026-05-29,2409,友達,23.0,16.21,2000,13580,41.89%
2026-05-29,3481,群創,51.0,25.1,4000,103600,103.19%
2026-05-29,6806,森崴能源,6.71,45.39,5000,-193400,-85.22%
2026-05-29,3105,穩懋,527.0,556.47,300,-8841,-5.30%
2026-05-29,4966,譜瑞-KY,834.0,1921.64,1000,-1087640,-56.60%
2026-05-29,00403A,主動統一升級50,10.7,10.68,26026,521,0.19%
2026-05-29,00981A,主動統一台股增長,31.54,27.48,2000,8120,14.77%
2026-05-29,2313,華通,284.5,250.71,1000,33790,13.48%
2026-05-29,2330,台積電,2355.0,225.55,10,21294,944.11%
2026-05-29,6239,力成,379.0,243.21,1000,135790,55.83%
2026-05-29,6789,采鈺,526.0,593.5,400,-27000,-11.37%
2026-05-29,5276,達輝-KY,19.2,22.18,300,-894,-13.44%
2026-05-29,5474,聰泰,180.0,175.15,2000,9700,2.77%
2026-05-29,6849,奇鼎科技,207.5,266.4,280,-16492,-22.11%
2026-05-29,7853,政美應用,360.5,409.29,280,-13661,-11.92%
