symbol,prev_eps,name,price,est_price,expansion,eps,eps_yoy,gm,rev_yoy,om,prev_eps_yoy,status,prev_rev_yoy,advice,pe,prev_year,date
2066.TWO,1.33,世德,58.2999992371,79.64999999999999,-67.86,1.34,-77.5,19.80%,-9.64,-4.97%,-77.02,🌑 雙重衰退,-7.86,⚪ 中性觀察,10.979284225442562,2025,2025-12
4119.TW,0.57,旭富,40.7999992371,33.0,-68.06,0.9,-79.87,28.02%,-11.81,12.04%,-86.03,🌑 雙重衰退,-11.91,❌ 暫避觀望,18.545454198681817,2025,2025-12
8227.TWO,1.4,巨有科技,212.0,56.699999999999996,-68.21,2.06,29.56,N/A,97.77,N/A,53.85,⚠️ 獲利稀釋,93.9,❌ 暫避觀望,56.08465608465609,2025,2025-12
3434.TWO,0.3,哲固,29.4500007629,26.25,-68.60000000000001,0.47,-73.65,17.99%,-5.05,0.82%,-77.78,🌑 雙重衰退,-2.33,❌ 暫避觀望,16.828571864514284,2025,2025-12
8054.TWO,-2.42,安國,102.5,-115.05,-68.69,-3.19,-37.72,N/A,30.97,N/A,-129.13,📉 獲利侵蝕,26.01,⚪ 數據不足,0.0,2025,2025-12
6234.TWO,-0.37,高僑,49.7000007629,-11.850000000000001,-68.82,0.05,-95.24,N/A,-26.42,N/A,-144.58,🔄 轉虧為盈,-31.56,⚪ 數據不足,0.0,2025,2025-12
1309.TW,-0.93,台達化,15.6999998093,-43.35,-68.85,-1.07,-91.07,3.28%,-22.22,-4.04%,-55.0,🌑 雙重衰退,-17.56,⚪ 數據不足,0.0,2025,2025-12
8150.TW,-0.01,南茂,113.0,6.449999999999999,-69.55,0.7,-64.1,N/A,5.45,N/A,-100.61,🔄 轉虧為盈,0.67,❌ 暫避觀望,262.79069767441865,2025,2025-12
6875.TWO,-2.11,國邑*,36.2999992371,-113.39999999999999,-70.36999999999999,-2.97,-130.23,N/A,-59.86,N/A,-35.26,🌑 雙重衰退,-61.06,⚪ 數據不足,0.0,2025,2025-12
2014.TW,-1.1,中鴻,18.3500003815,-49.05,-70.5,-1.29,-108.06,-3.67%,-37.56,-6.17%,-92.98,🌑 雙重衰退,-36.55,⚪ 數據不足,0.0,2025,2025-12
6508.TWO,0.27,惠光,23.3500003815,16.200000000000003,-70.69,0.27,-74.77,N/A,-4.08,N/A,-73.79,🌑 雙重衰退,-1.96,❌ 暫避觀望,21.62037072361111,2025,2025-12
4109.TWO,0.2,加捷生醫,11.1999998093,12.9,-70.75,0.43,-80.37,24.70%,-9.62,-7.54%,-91.88,🌑 雙重衰退,-13.54,⚪ 中性觀察,13.023255592209303,2025,2025-12
1473.TW,0.77,台南,21.1000003815,52.5,-70.81,0.57,-81.13,13.69%,-10.32,-4.13%,-69.8,🌑 雙重衰退,-5.85,⚪ 中性觀察,6.028571537571429,2025,2025-12
4174.TWO,-6.21,浩鼎,28.6000003815,-423.0,-71.13000000000001,-15.61,-77.68,-76.10%,-6.55,-2289.99%,10.0,🌑 雙重衰退,-26.19,⚪ 數據不足,0.0,2025,2025-12
3226.TWO,-0.34,龍鋒,44.5499992371,11.999999999999998,-71.16000000000001,0.24,-95.68,15.90%,-24.52,4.48%,-107.89,🔄 轉虧為盈,-23.4,❌ 暫避觀望,55.68749904637501,2025,2025-12
3003.TW,0.5,健和興,62.7000007629,28.5,-71.2,0.99,-74.48,21.28%,-3.28,6.05%,-82.94,🌑 雙重衰退,-3.86,❌ 暫避觀望,33.000000401526314,2025,2025-12
5450.TWO,0.04,南良,12.8000001907,4.3500000000000005,-71.57,0.22,-80.53,N/A,-8.96,N/A,-94.81,🌑 雙重衰退,-8.5,❌ 暫避觀望,44.13793169206896,2025,2025-12
2012.TW,0.25,春雨,14.4499998093,10.05,-71.69,0.2,-81.05,13.55%,-9.36,2.02%,-73.26,🌑 雙重衰退,-3.32,❌ 暫避觀望,21.56716389447761,2025,2025-12
8941.TWO,0.48,關中,43.5999984741,54.900000000000006,-71.73,1.16,-77.08,N/A,-5.35,N/A,-88.89,🌑 雙重衰退,-4.94,⚪ 中性觀察,11.91256788909836,2025,2025-12
6244.TWO,0.28,茂迪,30.0499992371,11.550000000000002,-72.0,0.14,-77.05,N/A,-5.05,N/A,-46.15,🌑 雙重衰退,-5.87,❌ 暫避觀望,39.025973035194795,2025,2025-12
3548.TWO,0.73,兆利,0.0,0.0,-72.66,2.23,-74.46,10.77%,-1.8,1.84%,-87.97,🌑 雙重衰退,8.05,⚪ 數據不足,0.0,2025,2025-12
4569.TW,3.23,六方科-KY,180.5,158.55,-72.85,4.13,-47.66,15.14%,25.19,0.74%,-51.13,📉 獲利侵蝕,28.81,❌ 暫避觀望,17.076631977294227,2025,2025-12
6219.TWO,-2.47,富旺,12.0500001907,-87.75,-73.02,-0.76,-114.96,N/A,-41.94,N/A,-255.35,🌑 雙重衰退,-99.58,⚪ 數據不足,0.0,2025,2025-12
4402.TWO,-0.11,郡都開發,11.9499998093,-5.1,-73.25,-0.13,-44.44,15.04%,28.81,-80.56%,63.33,📉 獲利侵蝕,17.54,⚪ 數據不足,0.0,2025,2025-12
6560.TWO,-0.88,欣普羅,38.5,-31.049999999999997,-73.75,-0.16,50.0,N/A,123.75,N/A,-41.94,⚠️ 獲利稀釋,137.08,⚪ 數據不足,0.0,2025,2025-12
2887.TW,1.3,台新新光金,23.3500003815,63.75,-74.55,1.91,-0.7,60.04%,73.85,25.42%,-27.12,🏰 高護城河,35.48,⚪ 中性觀察,5.494117736823529,2025,2025-12
2434.TW,0.32,統懋,39.75,8.700000000000001,-75.53,0.02,-85.71,-37.47%,-10.18,-176.58%,-58.97,🌑 雙重衰退,-8.66,❌ 暫避觀望,68.53448275862068,2025,2025-12
4543.TWO,-0.09,萬在,0.0,0.0,-75.73,0.53,-74.4,25.17%,1.33,7.11%,-105.39,🔄 轉虧為盈,-3.85,⚪ 數據不足,0.0,2025,2025-12
7743.TWO,0.58,金利食安,19.0,19.499999999999996,-75.92,0.57,-69.73,N/A,6.19,N/A,-48.15,📉 獲利侵蝕,17.91,⚪ 中性觀察,14.615384615384617,2025,2025-12
3325.TWO,-1.08,旭品,11.8000001907,-58.05,-75.97,-1.64,-84.27,2.22%,-8.3,-15.74%,-74.19,🌑 雙重衰退,-11.73,⚪ 數據不足,0.0,2025,2025-12
6620.TWO,3.76,漢達,72.0,0.0,-76.53,4.85,31.64,N/A,108.17,N/A,39.62,⚠️ 獲利稀釋,122.44,⚪ 數據不足,0.0,2025,2025-12
4763.TW,4.94,材料*-KY,40.9000015259,530.25,-76.96000000000001,6.1,-92.76,57.83%,-15.8,50.09%,-91.36,🏰 高護城河,-6.43,⚪ 中性觀察,1.157001457592645,2025,2025-12
5244.TW,0.64,弘凱,38.0999984741,26.999999999999996,-77.69,0.51,-79.59,N/A,-1.9,N/A,-62.57,🌑 雙重衰退,-2.61,❌ 暫避觀望,21.166665818944445,2025,2025-12
8038.TWO,0.81,長園科,41.0,25.05,-77.71000000000001,0.92,160.13,N/A,237.84,N/A,164.8,⚠️ 獲利稀釋,372.94,❌ 暫避觀望,24.550898203592812,2025,2025-12
8933.TWO,-1.1,愛地雅,4.9000000954,-51.45,-78.58,-1.39,-95.77,N/A,-17.19,N/A,-266.67,🌑 雙重衰退,0.33,⚪ 數據不足,0.0,2025,2025-12
2327.TW,8.22,國巨*,738.0,765.1500000000001,-78.71000000000001,11.51,-69.45,37.30%,9.26,24.28%,-73.12,📉 獲利侵蝕,5.78,⚪ 中性觀察,14.467751421289941,2025,2025-12
8076.TWO,0.01,伍豐,24.1000003815,7.95,-78.74000000000001,0.14,-90.28,N/A,-11.54,N/A,-99.59,🌑 雙重衰退,-17.3,❌ 暫避觀望,45.47169883301886,2025,2025-12
2540.TW,0.68,愛山林,55.0,37.35,-78.94,0.69,-77.63,20.31%,1.31,4.98%,-73.93,📉 獲利侵蝕,25.99,❌ 暫避觀望,22.088353413654616,2025,2025-12
1591.TWO,-2.09,駿吉-KY,0.0,0.0,-79.17,-2.75,-122.76,-25.13%,-43.59,-116.55%,-44.76,🌑 雙重衰退,-47.7,⚪ 數據不足,0.0,2025,2025-12
1449.TW,-0.28,佳和,12.8000001907,0.5999999999999993,-79.33,0.12,-87.21,0.84%,-7.88,-27.07%,-128.57,🔄 轉虧為盈,-18.87,❌ 暫避觀望,320.0000047675004,2025,2025-12
6735.TWO,-0.54,美達科技,107.5,-10.649999999999999,-79.7,0.33,-84.51,N/A,-4.81,N/A,-131.03,🔄 轉虧為盈,-23.64,⚪ 數據不足,0.0,2025,2025-12
8182.TWO,0.04,加高,47.4500007629,10.649999999999999,-79.82,0.44,-81.97,N/A,-2.15,N/A,-97.71,🌑 雙重衰退,-3.51,❌ 暫避觀望,66.83098699,2025,2025-12
6451.TW,-0.64,訊芯-KY,570.0,-46.050000000000004,-80.18,0.26,-35.0,N/A,45.18,N/A,-672.73,🔄 轉虧為盈,56.34,⚪ 數據不足,0.0,2025,2025-12
8422.TW,10.47,可寧衛*,26.8999996185,355.95,-80.26,1.29,-87.79,N/A,-7.53,N/A,40.9,🌑 雙重衰退,-2.24,⚪ 中性觀察,1.1335861617572693,2025,2025-12
4912.TW,2.73,聯德控股-KY,115.0,113.39999999999999,-80.72,1.98,-70.28,22.10%,10.44,9.53%,-45.51,📉 獲利侵蝕,2.6,❌ 暫避觀望,15.211640211640212,2025,2025-12
4906.TW,-0.45,正文,49.7000007629,-20.55,-80.9,-0.25,-116.56,14.16%,-35.66,-1.55%,-140.91,🌑 雙重衰退,-33.96,⚪ 數據不足,0.0,2025,2025-12
2338.TW,-3.56,光罩,57.9000015259,-190.34999999999997,-80.94,-4.88,-101.09,5.40%,-20.15,-14.81%,-394.25,🌑 雙重衰退,-17.29,⚪ 數據不足,0.0,2025,2025-12
6432.TWO,0.11,今展科,70.5999984741,9.899999999999999,-81.64,0.48,-71.34,N/A,10.3,N/A,-90.83,📉 獲利侵蝕,10.79,❌ 暫避觀望,106.96969465772729,2025,2025-12
6113.TWO,-0.13,亞矽,27.6000003815,-5.1000000000000005,-82.3,-0.25,-92.31,N/A,-10.01,N/A,31.58,🌑 雙重衰退,-14.19,⚪ 數據不足,0.0,2025,2025-12
1522.TW,1.17,堤維西,34.5499992371,65.7,-82.68,1.72,-61.33,15.03%,21.35,0.14%,-73.56,📉 獲利侵蝕,6.94,⚪ 中性觀察,7.888127679703198,2025,2025-12
3717.TW,-0.29,聯嘉投控,22.6000003815,0.0,-83.55,0.08,-80.0,19.34%,3.55,7.12%,-182.86,🔄 轉虧為盈,0.43,⚪ 數據不足,0.0,2025,2025-12
6921.TW,0.21,嘉雨思-創,76.0,0.0,-83.71,0.35,-55.26,N/A,28.45,N/A,-25.0,📉 獲利侵蝕,51.06,⚪ 數據不足,0.0,2025,2025-12
6762.TWO,0.68,達亞,176.0,32.400000000000006,-83.75,0.67,-64.17,N/A,19.58,N/A,-4.23,📉 獲利侵蝕,32.38,❌ 暫避觀望,81.48148148148148,2025,2025-12
6158.TWO,0.62,禾昌,17.9500007629,19.95,-85.13,0.11,-91.2,N/A,-6.07,N/A,-51.97,🌑 雙重衰退,-6.12,⚪ 中性觀察,13.496241175112784,2025,2025-12
1611.TW,0.1,中電,11.75,3.4499999999999997,-85.83,0.03,-94.0,37.93%,-8.17,11.05%,-76.74,🌑 雙重衰退,-5.31,❌ 暫避觀望,51.08695652173913,2025,2025-12
3543.TW,-1.16,州巧,35.9500007629,-55.95,-86.05999999999999,-2.24,-84.96,5.62%,1.1,-16.08%,-43.75,📉 獲利侵蝕,2.18,⚪ 數據不足,0.0,2025,2025-12
6612.TWO,0.7,奈米醫材,72.4000015259,54.150000000000006,-86.35,1.09,-54.81,N/A,31.54,N/A,-59.52,📉 獲利侵蝕,37.74,❌ 暫避觀望,20.05540208473684,2025,2025-12
1727.TW,0.03,中華化,94.0,0.44999999999999996,-86.54,0.04,-92.0,11.85%,-5.46,-0.08%,-93.18,🌑 雙重衰退,-6.15,❌ 暫避觀望,3133.3333333333335,2025,2025-12
3714.TW,-2.62,富采,72.8000030518,-130.50000000000003,-86.69999999999999,-3.69,-95.74,-2.65%,-9.04,-25.24%,-154.37,🌑 雙重衰退,-10.09,⚪ 數據不足,0.0,2025,2025-12
3016.TW,-0.09,嘉晶,138.0,-2.25,-87.14,0.07,-92.39,11.81%,-5.25,4.89%,-110.98,🔄 轉虧為盈,-9.76,⚪ 數據不足,0.0,2025,2025-12
3713.TWO,-0.55,新晶投控,15.75,-27.9,-88.05000000000001,-1.13,-96.23,0.24%,-8.18,-22.36%,-13.64,🌑 雙重衰退,-14.16,⚪ 數據不足,0.0,2025,2025-12
3169.TWO,3.67,亞信,119.0,138.45000000000002,-88.1,0.97,-14.16,54.20%,73.94,26.68%,7.31,🏰 高護城河,9.02,⚪ 中性觀察,12.892741061755146,2025,2026-03
3685.TWO,-0.62,元創精密,27.9500007629,-36.9,-88.41,-1.02,-92.45,22.32%,-4.04,6.52%,-63.16,🌑 雙重衰退,-11.44,⚪ 數據不足,0.0,2025,2025-12
3490.TWO,0.43,單井,38.4500007629,-2.850000000000001,-88.42999999999999,0.05,-96.99,19.24%,-8.56,-16.80%,-80.0,🌑 雙重衰退,-4.45,⚪ 數據不足,0.0,2025,2025-12
1220.TW,0.13,台榮,11.6499996185,2.0816681711721685e-16,-88.78999999999999,0.08,-93.16,8.16%,-4.37,-0.43%,-87.62,🌑 雙重衰退,-0.15,❌ 暫避觀望,8.394709430518884e+17,2025,2025-12
4534.TWO,-0.53,慶騰,28.2000007629,-18.3,-88.89999999999999,0.01,-91.3,15.20%,-2.4,-3.10%,-630.0,🔄 轉虧為盈,-3.65,⚪ 數據不足,0.0,2025,2025-12
2106.TW,0.06,建大,16.75,3.6,-89.3,0.13,-90.0,20.30%,-0.7,1.48%,-94.5,🌑 雙重衰退,-1.02,❌ 暫避觀望,69.79166666666666,2025,2025-12
6582.TW,-0.19,申豐,30.6499996185,-23.249999999999996,-89.55,-0.41,-141.41,N/A,-51.86,N/A,-117.59,🌑 雙重衰退,-44.17,⚪ 數據不足,0.0,2025,2025-12
8024.TWO,-1.97,佑華,12.5,-97.19999999999999,-90.36999999999999,-2.55,-121.74,N/A,-31.37,N/A,-103.09,🌑 雙重衰退,-30.69,⚪ 數據不足,0.0,2025,2025-12
3597.TWO,0.12,映興,28.0499992371,7.95,-90.62,0.34,-74.05,25.04%,16.57,8.41%,-84.21,📉 獲利侵蝕,27.0,❌ 暫避觀望,52.92452686245283,2025,2025-12
4806.TWO,-0.24,桂田文創,10.3500003815,-12.600000000000001,-90.96000000000001,-0.34,-70.0,46.90%,20.96,-39.20%,-4.35,📉 獲利侵蝕,46.84,⚪ 數據不足,0.0,2025,2025-12
6680.TWO,-1.03,鑫創電子,58.0,-36.449999999999996,-91.37,-0.29,-106.78,N/A,-15.41,N/A,-148.8,🌑 雙重衰退,-20.75,⚪ 數據不足,0.0,2025,2025-12
8354.TWO,-0.43,冠好,16.8500003815,-21.45,-91.77,0.14,-91.14,N/A,0.63,N/A,-136.75,🔄 轉虧為盈,-0.47,⚪ 數據不足,0.0,2025,2025-12
3035.TW,2.01,智原,207.0,113.7,-92.36,2.81,-29.75,42.16%,62.61,2.86%,-34.95,📉 獲利侵蝕,87.19,❌ 暫避觀望,27.308707124010553,2025,2025-12
5015.TWO,-0.35,華祺,24.25,-10.2,-92.62,0.06,-97.61,N/A,-4.99,N/A,-128.23,🔄 轉虧為盈,3.65,⚪ 數據不足,0.0,2025,2025-12
3594.TWO,-0.05,磐儀,50.2999992371,-2.6999999999999993,-92.73,0.49,-63.43,41.27%,29.3,10.21%,-107.04,🔄 轉虧為盈,40.54,⚪ 數據不足,0.0,2025,2025-12
1906.TW,-0.15,寶隆,10.1000003815,-7.95,-92.89,0.01,-96.0,12.71%,-3.11,7.26%,-650.0,🔄 轉虧為盈,-6.91,⚪ 數據不足,0.0,2025,2025-12
6180.TWO,0.44,橘子,40.7999992371,6.149999999999999,-93.03999999999999,-1.53,-112.99,N/A,-19.95,N/A,-96.54,🌑 雙重衰退,-21.78,❌ 暫避觀望,99.51219326121954,2025,2025-12
2035.TWO,-3.6,唐榮,28.0,-181.2,-93.33,-4.72,-114.55,-14.72%,-21.22,-18.44%,-181.25,🌑 雙重衰退,-14.97,⚪ 數據不足,0.0,2025,2025-12
3050.TW,0.02,鈺德,12.5500001907,-0.30000000000000027,-93.45,0.04,-92.73,27.89%,0.72,-1.07%,-96.92,📉 獲利侵蝕,-0.77,⚪ 數據不足,0.0,2025,2025-12
3147.TWO,5.92,大綜,182.5,328.79999999999995,-93.72,8.43,-29.4,13.87%,64.32,5.75%,10.24,📉 獲利侵蝕,80.92,⚪ 中性觀察,8.3257299270073,2025,2025-12
3221.TWO,-0.22,台嘉碩,60.0,-1.6500000000000001,-94.11,0.08,-91.75,22.57%,2.36,4.08%,-130.14,🔄 轉虧為盈,0.54,⚪ 數據不足,0.0,2025,2025-12
1338.TW,-2.0,廣華-KY,16.3500003815,-97.5,-94.87,-2.24,-92.04,22.76%,2.83,-1.26%,-254.55,📉 獲利侵蝕,5.73,⚪ 數據不足,0.0,2025,2025-12
8096.TWO,0.58,擎亞,122.5,46.949999999999996,-95.61,0.89,-72.78,N/A,22.83,N/A,-80.2,📉 獲利侵蝕,25.43,❌ 暫避觀望,39.13738019169329,2025,2025-12
7402.TWO,0.05,邑錡,99.5999984741,6.15,-95.76,0.1,-93.2,N/A,2.56,N/A,-95.69,📉 獲利侵蝕,5.67,❌ 暫避觀望,242.92682554658535,2025,2025-12
2719.TWO,-0.47,燦星旅,25.3999996185,-11.1,-97.75,-0.15,-111.9,7.41%,-14.15,2.54%,-124.87,🌑 雙重衰退,-14.79,⚪ 數據不足,0.0,2025,2025-12
6982.TWO,0.64,大井泵浦,55.4000015259,34.95,-97.91,0.06,-97.61,N/A,0.3,N/A,-75.94,📉 獲利侵蝕,-1.08,❌ 暫避觀望,23.776824689227468,2025,2025-12
4533.TWO,0.04,協易機,32.1500015259,5.1,-99.11999999999999,0.2,-87.1,23.68%,12.02,-4.87%,-96.64,📉 獲利侵蝕,13.39,❌ 暫避觀望,94.55882801735295,2025,2025-12
3465.TWO,-0.1,進泰電子,28.6000003815,3.749999999999999,-100.55000000000001,0.04,-94.87,20.16%,5.68,-2.95%,37.5,🔄 轉虧為盈,17.21,❌ 暫避觀望,114.40000152600003,2025,2025-12
6160.TWO,-0.55,欣技,17.3500003815,-33.300000000000004,-100.82,-1.19,-108.77,N/A,-7.95,N/A,12.7,🌑 雙重衰退,0.11,⚪ 數據不足,0.0,2025,2025-12
3481.TW,0.03,群創,51.0,3.15,-101.02,0.03,-96.3,9.08%,4.72,-2.06%,109.38,📉 獲利侵蝕,4.39,❌ 暫避觀望,242.85714285714286,2025,2025-12
9962.TWO,-0.23,有益,9.6899995804,-6.15,-101.05,-0.15,-122.06,N/A,-21.01,N/A,-141.07,🌑 雙重衰退,-20.17,⚪ 數據不足,0.0,2025,2025-12
6698.TW,-1.45,旭暉應材,37.6500015259,-67.35000000000001,-102.49,-1.65,-72.63,N/A,29.86,N/A,-51.58,📉 獲利侵蝕,31.33,⚪ 數據不足,0.0,2025,2025-12
8101.TW,-2.53,華冠,13.25,-136.64999999999998,-103.30999999999999,-3.15,63.58,N/A,166.89,N/A,66.4,⚠️ 獲利稀釋,300.12,⚪ 數據不足,0.0,2025,2025-12
2646.TW,0.16,星宇航空,20.4500007629,12.900000000000002,-103.47999999999999,0.09,-79.55,13.18%,23.93,1.56%,-73.33,📉 獲利侵蝕,26.11,❌ 暫避觀望,23.77907065453488,2025,2025-12
8027.TWO,-1.59,鈦昇,258.5,-72.00000000000001,-103.62,-0.93,-93.62,N/A,10.0,N/A,-355.88,📉 獲利侵蝕,-10.4,⚪ 數據不足,0.0,2025,2025-12
8289.TWO,-0.24,泰藝,74.1999969482,-7.800000000000001,-106.02,0.04,-90.0,N/A,16.02,N/A,-196.0,🔄 轉虧為盈,15.96,⚪ 數據不足,0.0,2025,2025-12
5348.TWO,-1.02,正能量智能,15.3000001907,-55.949999999999996,-106.06,-1.49,-109.86,N/A,-3.8,N/A,-15.91,🌑 雙重衰退,-2.76,⚪ 數據不足,0.0,2025,2025-12
4768.TWO,-0.09,晶呈科技,469.5,4.950000000000001,-107.44,0.39,-86.55,16.79%,20.89,4.95%,-103.78,🔄 轉虧為盈,-22.96,❌ 暫避觀望,1422.7272727272725,2025,2025-12
4557.TW,-2.24,永新-KY,43.5999984741,62.55,-107.8,-0.67,-106.38,28.78%,1.42,9.33%,-129.31,📉 獲利侵蝕,10.25,⚪ 中性觀察,10.455635125683452,2025,2025-12
6130.TWO,-1.06,上亞科技,21.9500007629,-58.35,-108.54000000000002,-1.72,-129.33,N/A,-20.79,N/A,-1077.78,🌑 雙重衰退,-23.23,⚪ 數據不足,0.0,2025,2025-12
9950.TWO,-0.44,萬國通,10.8500003815,-13.35,-108.75999999999999,-0.27,-126.47,N/A,-17.71,N/A,-150.0,🌑 雙重衰退,-20.28,⚪ 數據不足,0.0,2025,2025-12
6542.TWO,-0.46,隆中,46.2999992371,-8.25,-109.23,0.02,-99.01,N/A,10.22,N/A,-120.18,🔄 轉虧為盈,2.29,⚪ 數據不足,0.0,2025,2025-12
6229.TWO,-0.02,研通,26.6499996185,-2.399999999999999,-110.50999999999999,0.05,-90.74,N/A,19.77,N/A,-103.57,🔄 轉虧為盈,23.03,⚪ 數據不足,0.0,2025,2025-12
1569.TWO,-4.54,濱川,51.0999984741,-226.35,-111.63,-5.61,-106.61,-3.81%,5.02,-23.08%,-163.13,📉 獲利侵蝕,11.56,⚪ 數據不足,0.0,2025,2025-12
3149.TW,-2.24,正達,71.1999969482,-111.9,-112.51,-2.86,-106.98,-12.37%,5.53,-29.19%,-272.73,📉 獲利侵蝕,0.72,⚪ 數據不足,0.0,2025,2025-12
4583.TW,12.0,台灣精銳,719.0,438.9,-112.84,3.56,-14.42,51.18%,98.42,30.40%,-15.13,🏰 高護城河,1.32,❌ 暫避觀望,24.572795625427204,2025,2026-03
3528.TW,0.27,安馳,117.5,49.199999999999996,-114.03,2.3,-44.71,12.45%,69.32,8.05%,-91.89,📉 獲利侵蝕,54.47,❌ 暫避觀望,35.82317073170732,2025,2025-12
2354.TW,1.68,鴻準,60.9000015259,85.95,-114.13,2.32,-8.3,4.22%,105.83,2.17%,-11.58,📉 獲利侵蝕,166.67,⚪ 中性觀察,10.628272517609075,2025,2025-12
5201.TWO,-0.13,凱衛,28.3500003815,-17.700000000000003,-114.85,-0.06,-102.22,N/A,12.63,N/A,-115.29,📉 獲利侵蝕,8.86,⚪ 數據不足,0.0,2025,2025-12
7780.TW,3.44,大研生醫*,17.6000003815,121.5,-115.5,0.51,-76.4,N/A,39.1,N/A,209.41,📉 獲利侵蝕,51.38,⚪ 中性觀察,2.1728395532716047,2025,2025-12
2460.TW,-2.59,建通,32.4000015259,-108.3,-117.14,-3.0,-117.65,3.88%,-0.51,-6.88%,-247.95,🌑 雙重衰退,-3.42,⚪ 數據不足,0.0,2025,2025-12
8047.TWO,-0.36,星雲,43.2999992371,-20.25,-117.39,-0.78,-122.86,N/A,-5.47,N/A,-140.0,🌑 雙重衰退,-6.79,⚪ 數據不足,0.0,2025,2025-12
2528.TW,3.39,皇普,21.1000003815,148.8,-117.88000000000001,3.65,12.42,15.63%,130.3,10.37%,525.0,⚠️ 獲利稀釋,44251.78,⚪ 中性觀察,2.1270161674899195,2025,2025-12
3150.TW,0.19,鈺寶-創,20.1499996185,3.9000000000000004,-119.3,-0.22,-131.88,40.07%,-12.58,-42.60%,-73.61,🌑 雙重衰退,-11.3,❌ 暫避觀望,77.4999985326923,2025,2025-12
2023.TW,-1.4,燁輝,13.6499996185,-64.05000000000001,-120.94999999999999,-1.85,-129.63,7.45%,-8.68,-2.27%,-243.9,🌑 雙重衰退,-6.3,⚪ 數據不足,0.0,2025,2025-12
2230.TWO,-0.19,泰茂,28.25,-18.75,-120.96000000000001,-1.05,-118.67,2.81%,2.29,-8.09%,-103.85,📉 獲利侵蝕,26.14,⚪ 數據不足,0.0,2025,2025-12
1441.TW,-0.26,大東,9.3000001907,-0.8999999999999991,-121.2,-0.45,-128.03,-0.79%,-6.83,-10.66%,-110.79,🌑 雙重衰退,-3.74,⚪ 數據不足,0.0,2025,2025-12
8466.TW,0.0,美吉吉-KY,16.5,1.1999999999999993,-122.12,-0.81,-140.21,N/A,-18.09,N/A,-100.0,🌑 雙重衰退,-11.54,❌ 暫避觀望,206.2500000000001,2025,2025-12
3591.TW,-0.21,艾笛森,0.0,0.0,-122.50999999999999,-0.34,-132.32,21.48%,-9.81,-2.51%,-127.78,🌑 雙重衰退,-6.81,⚪ 數據不足,0.0,2025,2025-12
2419.TW,-0.17,仲琦,32.6500015259,-12.750000000000002,-122.71,-0.36,-125.0,21.56%,-2.29,3.08%,-325.0,🌑 雙重衰退,-2.54,⚪ 數據不足,0.0,2025,2025-12
1465.TW,-0.51,偉全,12.4499998093,-18.3,-123.04,-0.33,-150.77,-4.05%,-27.73,-24.47%,-221.43,🌑 雙重衰退,-25.38,⚪ 數據不足,0.0,2025,2025-12
6494.TWO,-1.8,九齊,59.0999984741,-74.4,-123.62000000000002,-0.93,-135.36,N/A,-11.74,N/A,-174.07,🌑 雙重衰退,-18.16,⚪ 數據不足,0.0,2025,2025-12
3354.TWO,-0.71,律勝,31.7000007629,-35.699999999999996,-124.32000000000001,-0.84,-147.06,18.97%,-22.74,-79.87%,-102.86,🌑 雙重衰退,-25.84,⚪ 數據不足,0.0,2025,2025-12
3663.TWO,-0.07,鑫科,88.0,-1.2000000000000002,-125.91,-0.08,-117.39,2.83%,8.52,-0.74%,-128.0,📉 獲利侵蝕,2.32,⚪ 數據不足,0.0,2025,2025-12
5202.TWO,-0.57,力新,12.1999998093,-33.3,-126.51000000000002,-0.61,-134.86,N/A,-8.35,N/A,-126.76,🌑 雙重衰退,1.12,⚪ 數據不足,0.0,2025,2025-12
2231.TW,-0.06,為升,106.0,-19.8,-127.19000000000001,-1.63,-148.96,23.65%,-21.77,-15.73%,-103.64,🌑 雙重衰退,-18.65,⚪ 數據不足,0.0,2025,2025-12
2024.TW,-0.14,志聯,14.1000003815,-3.75,-127.67,-0.06,-137.5,8.85%,-9.83,2.74%,-380.0,🌑 雙重衰退,-7.46,⚪ 數據不足,0.0,2025,2025-12
1583.TW,-5.75,程泰,60.0,-399.0,-130.45999999999998,-4.83,-142.57,19.66%,-12.11,-2.95%,-269.21,🌑 雙重衰退,-12.06,⚪ 數據不足,0.0,2025,2025-12
3390.TWO,-0.72,旭軟,28.1000003815,-30.0,-130.85000000000002,-0.55,-138.3,17.06%,-7.45,1.24%,-158.97,🌑 雙重衰退,-10.98,⚪ 數據不足,0.0,2025,2025-12
3092.TW,-4.31,鴻碩,29.1499996185,-208.2,-131.88,-5.14,-147.12,1.51%,-15.24,-21.28%,-174.52,🌑 雙重衰退,-17.54,⚪ 數據不足,0.0,2025,2025-12
6693.TWO,-1.12,廣閎科,148.5,-48.45,-131.91,-0.09,-102.7,N/A,29.21,N/A,-150.45,📉 獲利侵蝕,27.89,⚪ 數據不足,0.0,2025,2025-12
2425.TW,-0.95,承啟,35.5999984741,-35.4,-132.64999999999998,-0.32,-130.48,8.50%,2.17,0.94%,-439.29,📉 獲利侵蝕,2.41,⚪ 數據不足,0.0,2025,2025-12
1905.TW,-0.85,華紙,11.9499998093,-34.35,-133.85,-0.56,-143.48,4.37%,-9.63,-6.00%,-1316.67,🌑 雙重衰退,-10.29,⚪ 數據不足,0.0,2025,2025-12
