symbol,prev_eps,name,price,est_price,expansion,eps,eps_yoy,gm,rev_yoy,om,prev_eps_yoy,status,prev_rev_yoy,advice,pe,prev_year,date
1733.TW,1.13,五鼎,29.8999996185,64.35,22.34,1.63,27.34,30.15%,5.0,7.57%,25.56,🚀 利潤擴張,7.7,💎 強力關注,6.969696880769231,2025,2025-12
6591.TW,4.65,動力-KY,57.2000007629,218.7,22.07,5.37,60.88,N/A,38.81,N/A,74.3,🚀 利潤擴張,38.83,💎 強力關注,3.9231824940260633,2025,2025-12
3694.TW,3.27,海華,69.5,148.65,22.03,4.03,45.42,15.30%,23.39,3.72%,51.89,🚀 利潤擴張,26.88,💎 強力關注,7.013118062563067,2025,2025-12
2032.TW,0.37,新鋼,17.8500003815,18.6,21.990000000000002,0.56,24.44,6.08%,2.45,2.25%,12.12,🚀 利潤擴張,9.42,✅ 穩健價值,14.39516159798387,2025,2025-12
1256.TW,9.32,鮮活果汁-KY,205.5,383.3999999999999,21.939999999999998,11.19,24.88,24.61%,2.94,6.32%,13.52,🚀 利潤擴張,-3.77,💎 強力關注,8.039906103286386,2025,2025-12
2211.TW,7.36,長榮鋼,93.1999969482,329.1,21.910000000000004,8.6,40.52,25.25%,18.61,19.61%,46.61,🚀 利潤擴張,21.52,💎 強力關注,4.247948812588878,2025,2025-12
6805.TW,20.04,富世達,1930.0,993.9000000000001,21.56000000000001,31.0,73.18,N/A,51.62,N/A,68.69,🚀 利潤擴張,55.74,⚠️ 追價風險,29.12767884092967,2025,2025-12
6550.TW,-2.91,北極星藥業-KY,13.5,-163.35,21.43,-5.1,-40.62,N/A,-62.05,N/A,-31.08,🌑 雙重衰退,-51.12,⚪ 數據不足,0.0,2025,2025-12
4128.TWO,-1.23,中天,0.0,0.0,21.08,-1.29,31.02,42.56%,9.94,-18.87%,8.21,🚀 利潤擴張,10.85,⚪ 數據不足,0.0,2025,2025-12
5607.TW,2.13,遠雄港,50.2999992371,100.80000000000001,21.03,2.77,40.61,N/A,19.58,N/A,41.06,🚀 利潤擴張,17.61,💎 強力關注,7.485118934092261,2025,2025-12
6967.TWO,2.87,汎瑋材料,71.1999969482,134.25000000000003,20.98,4.02,26.43,N/A,5.45,N/A,14.98,🚀 利潤擴張,-1.08,💎 強力關注,7.95530692158659,2025,2025-12
6217.TWO,-1.31,中探針,289.5,-78.60000000000001,20.569999999999997,-1.65,39.69,N/A,19.12,N/A,10.71,🚀 利潤擴張,20.43,⚪ 數據不足,0.0,2025,2025-12
6212.TWO,3.26,理銘,0.0,0.0,20.330000000000005,3.96,-34.98,N/A,-55.31,N/A,59.8,🌑 雙重衰退,-39.92,⚪ 數據不足,0.0,2025,2025-12
6203.TWO,3.28,海韻電,70.6999969482,171.75,20.28,5.51,57.43,N/A,37.15,N/A,26.15,🚀 利潤擴張,42.84,💎 強力關注,6.174672222550218,2025,2025-12
6799.TW,2.29,來頡,110.0,120.6,20.200000000000003,3.7,26.76,N/A,6.56,N/A,5.14,🚀 利潤擴張,6.38,✅ 穩健價值,13.681592039800996,2025,2025-12
4577.TWO,-0.92,達航科技,111.5,-48.449999999999996,20.159999999999997,-0.73,32.41,23.60%,12.25,7.93%,35.66,🚀 利潤擴張,23.84,⚪ 數據不足,0.0,2025,2025-12
6870.TWO,4.38,騰雲,266.0,204.3,20.15,7.08,40.48,N/A,20.33,N/A,64.04,🚀 利潤擴張,20.49,⚪ 中性觀察,19.530102790014684,2025,2025-12
5234.TW,5.33,達興材料,409.0,270.15,20.119999999999997,7.37,32.55,N/A,12.43,N/A,39.9,🚀 利潤擴張,12.88,⚠️ 追價風險,22.709605774569685,2025,2025-12
4973.TWO,-0.17,廣穎,160.0,18.6,19.67,2.11,16.48,N/A,-3.19,N/A,-108.72,🔄 轉虧為盈,-2.98,⚠️ 追價風險,129.03225806451613,2025,2025-12
6259.TWO,0.45,百徽,27.0,25.2,19.37,0.7,38.78,N/A,19.41,N/A,15.38,🚀 利潤擴張,22.11,⚪ 中性觀察,16.071428571428573,2025,2025-12
2516.TW,0.57,新建,12.75,37.199999999999996,19.35,1.23,26.8,6.67%,7.45,4.30%,-5.0,🚀 利潤擴張,12.18,💎 強力關注,5.141129032258066,2025,2025-12
1259.TWO,1.03,安心,58.4000015259,70.19999999999999,19.240000000000002,2.45,19.51,23.02%,0.27,0.36%,-53.6,🚀 利潤擴張,-0.82,✅ 穩健價值,12.478632804679489,2025,2025-12
8067.TWO,0.02,志旭,13.5,-25.200000000000003,19.07,-0.59,16.9,N/A,-2.17,N/A,110.53,🧐 疑業外收益,2.3,⚪ 數據不足,0.0,2025,2025-12
6431.TW,-1.44,光麗-KY,18.6499996185,-74.85,18.27,-2.07,17.15,N/A,-1.12,N/A,11.69,🧐 疑業外收益,2.36,⚪ 數據不足,0.0,2025,2025-12
8444.TWO,-5.84,綠河-KY,5.5100002289,-315.75,17.939999999999998,-10.06,-15.31,N/A,-33.25,N/A,-22.62,🌑 雙重衰退,-31.52,⚪ 數據不足,0.0,2025,2025-12
3450.TW,3.48,聯鈞,490.5,205.5,17.71,5.01,31.15,26.67%,13.44,15.62%,91.21,🚀 利潤擴張,26.94,⚠️ 追價風險,35.8029197080292,2025,2025-12
4147.TWO,-0.36,中裕,49.25,-20.55,17.38,-0.61,17.57,28.91%,0.19,-58.34%,-20.0,🚀 利潤擴張,-0.63,⚪ 數據不足,0.0,2025,2025-12
2477.TW,1.58,美隆電,21.5499992371,65.99999999999999,17.34,1.68,12.0,N/A,-5.34,N/A,15.33,🧐 疑業外收益,-5.96,💎 強力關注,4.897727099340909,2025,2025-12
2221.TWO,1.72,大甲,42.5,87.30000000000001,17.34,2.31,14.36,20.63%,-2.98,8.37%,28.36,🧐 疑業外收益,0.76,💎 強力關注,7.302405498281787,2025,2025-12
2421.TW,5.65,建準,159.0,276.3,17.33,7.94,45.05,32.82%,27.72,16.47%,45.85,🚀 利潤擴張,27.79,💎 強力關注,8.631921824104234,2025,2025-12
6187.TWO,12.1,萬潤,1120.0,583.0500000000001,16.97,15.46,13.93,N/A,-3.04,N/A,29.69,🧐 疑業外收益,13.75,⚠️ 追價風險,28.813995369179313,2025,2025-12
7547.TWO,2.13,碩網,60.9000015259,93.14999999999999,16.95,2.65,22.61,N/A,5.66,N/A,41.18,🚀 利潤擴張,11.11,💎 強力關注,9.806763530740742,2025,2025-12
2472.TW,5.19,立隆電,371.0,277.35,16.86,8.73,24.54,32.60%,7.68,21.55%,4.85,🚀 利潤擴張,8.92,⚪ 中性觀察,20.06489994591671,2025,2025-12
8034.TWO,1.09,榮群,23.8999996185,45.15,16.630000000000003,1.42,31.78,N/A,15.15,N/A,208.57,🚀 利潤擴張,71.04,💎 強力關注,7.940199208803987,2025,2025-12
5515.TW,2.91,建國,40.75,128.25,16.619999999999997,4.48,32.54,N/A,15.92,N/A,20.75,🚀 利潤擴張,28.4,💎 強力關注,4.766081871345029,2025,2025-12
2851.TW,2.0,中再保,35.0999984741,111.75,16.509999999999998,3.66,16.56,24.99%,0.05,21.14%,-23.95,🚀 利潤擴張,-7.87,💎 強力關注,4.711409191154362,2025,2025-12
3593.TW,-1.8,力銘,16.6499996185,-66.3,16.49,-1.4,41.55,-4.13%,25.06,-22.91%,7.69,🚀 利潤擴張,43.83,⚪ 數據不足,0.0,2025,2025-12
8436.TWO,5.89,大江,119.5,288.0,16.11,8.68,12.64,N/A,-3.47,N/A,16.0,🧐 疑業外收益,-3.22,💎 強力關注,6.223958333333334,2025,2025-12
2357.TW,44.63,華碩,761.0,2283.9,16.060000000000002,59.99,41.92,15.94%,25.86,4.63%,11.41,🚀 利潤擴張,23.74,💎 強力關注,4.998029686063312,2025,2025-12
4979.TWO,3.73,華星光,624.0,193.04999999999998,15.95,5.43,43.01,N/A,27.06,N/A,37.64,🚀 利潤擴張,34.44,⚠️ 追價風險,48.484848484848484,2025,2025-12
1593.TWO,1.28,祺驊,31.3999996185,71.25,15.929999999999998,2.18,28.24,31.32%,12.31,10.89%,26.73,🚀 利潤擴張,12.07,💎 強力關注,6.610526235473684,2025,2025-12
5302.TWO,-0.2,太欣,10.8000001907,-8.85,15.870000000000005,-0.12,55.56,N/A,39.69,N/A,0.0,🚀 利潤擴張,22.1,⚪ 數據不足,0.0,2025,2025-12
6969.TW,-0.24,成信實業*-創,28.0,-8.85,15.790000000000006,-0.09,95.65,N/A,79.86,N/A,87.3,🚀 利潤擴張,95.06,⚪ 數據不足,0.0,2025,2025-12
3234.TWO,-0.94,光環,108.0,-41.099999999999994,15.790000000000003,-1.4,34.88,8.38%,19.09,-32.45%,45.03,🚀 利潤擴張,19.64,⚪ 數據不足,0.0,2025,2025-12
3711.TW,5.99,日月光投控,611.0,308.85,15.79,9.37,24.18,19.52%,8.39,9.94%,11.64,🚀 利潤擴張,7.92,⚠️ 追價風險,29.67459932005828,2025,2025-12
1799.TWO,-0.35,易威,0.0,0.0,15.71,-0.59,26.25,41.11%,10.54,-18.36%,44.44,🚀 利潤擴張,12.53,⚪ 數據不足,0.0,2025,2025-12
6124.TWO,-0.86,業強,29.2999992371,-49.95,15.649999999999999,-0.99,16.81,N/A,1.16,N/A,-22.86,🚀 利潤擴張,12.2,⚪ 數據不足,0.0,2025,2025-12
5289.TWO,12.46,宜鼎,1810.0,653.4000000000001,15.249999999999993,21.72,75.21,N/A,59.96,N/A,33.7,🚀 利潤擴張,41.37,⚠️ 追價風險,41.55188246097337,2025,2025-12
2423.TW,2.0,固緯,82.0999984741,101.85,15.120000000000001,2.92,20.66,51.76%,5.54,18.42%,26.58,🏰 高護城河,4.13,✅ 穩健價值,12.091310526377026,2025,2025-12
6222.TWO,-0.31,立軒,21.0,-15.449999999999998,15.030000000000001,-0.4,14.63,N/A,-0.4,N/A,16.13,🧐 疑業外收益,12.72,⚪ 數據不足,0.0,2025,2025-12
2330.TW,46.75,台積電,2355.0,2344.0499999999997,14.810000000000002,66.26,46.42,62.33%,31.61,54.00%,51.8,🏰 高護城河,36.39,✅ 穩健價值,15.070071030908046,2025,2025-12
6509.TWO,2.35,聚和,49.9000015259,111.75000000000001,14.71,2.87,17.48,N/A,2.77,N/A,9.22,🚀 利潤擴張,4.39,💎 強力關注,6.697986781999999,2025,2025-12
6722.TW,2.02,輝創,37.7000007629,0.0,14.329999999999998,2.9,11.54,N/A,-2.79,N/A,-11.4,🧐 疑業外收益,-0.96,⚪ 數據不足,0.0,2025,2025-12
1225.TW,1.12,福懋油,29.25,58.8,14.25,1.62,8.0,10.74%,-6.25,5.38%,-6.67,🧐 疑業外收益,-5.83,💎 強力關注,7.461734693877551,2025,2025-12
6614.TW,0.87,資拓宏宇,0.0,0.0,14.129999999999999,2.08,11.76,N/A,-2.37,N/A,163.64,🧐 疑業外收益,15.97,⚪ 數據不足,0.0,2025,2025-12
7738.TWO,11.58,東聯互動,178.0,0.0,14.11,14.61,44.26,N/A,30.15,N/A,75.19,🚀 利潤擴張,32.44,⚪ 數據不足,0.0,2025,2025-12
1560.TW,6.02,中砂,718.0,315.59999999999997,14.079999999999998,9.28,30.18,34.18%,16.1,15.49%,9.71,🚀 利潤擴張,15.28,⚠️ 追價風險,34.125475285171106,2025,2025-12
5864.TWO,1.17,致和證,43.0499992371,31.95,13.940000000000005,2.56,56.1,N/A,42.16,N/A,-53.39,🚀 利潤擴張,-34.55,⚪ 中性觀察,20.211267247464793,2025,2025-12
8048.TWO,1.67,德勝,61.5,86.25,13.9,2.67,13.14,N/A,-0.76,N/A,5.03,🧐 疑業外收益,-5.79,💎 強力關注,10.695652173913043,2025,2025-12
3703.TW,0.92,欣陸,20.2000007629,47.55,13.89,1.8,25.87,13.84%,11.98,7.24%,-42.14,🚀 利潤擴張,-3.98,💎 強力關注,6.37223998829653,2025,2025-12
6225.TW,-0.19,天瀚,24.0,-7.199999999999999,13.87,-0.06,14.29,N/A,0.42,N/A,-375.0,🚀 利潤擴張,-19.16,⚪ 數據不足,0.0,2025,2025-12
5457.TWO,1.54,宣德,29.75,88.20000000000002,13.79,2.77,21.15,N/A,7.36,N/A,-11.11,🚀 利潤擴張,11.53,💎 強力關注,5.059523809523808,2025,2025-12
2836.TW,0.49,高雄銀,11.6499996185,24.45,13.780000000000001,0.68,28.3,89.95%,14.52,32.37%,28.21,🏰 高護城河,13.69,💎 強力關注,7.147239029754602,2025,2025-12
2007.TW,-1.54,燁興,7.5,-76.95,13.629999999999999,-2.24,-9.8,-29.22%,-23.43,-33.95%,0.0,🌑 雙重衰退,-17.76,⚪ 數據不足,0.0,2025,2025-12
6727.TWO,4.14,亞泰金屬,586.0,215.39999999999998,13.499999999999998,6.8,22.08,N/A,8.58,N/A,-7.17,🚀 利潤擴張,-2.39,⚠️ 追價風險,40.807799442896936,2025,2025-12
3704.TW,1.13,合勤控,46.3499984741,47.25000000000001,13.469999999999999,1.56,10.87,30.58%,-2.6,1.57%,633.33,🧐 疑業外收益,6.34,✅ 穩健價值,14.714285229873013,2025,2025-12
6272.TW,2.94,驊陞,0.0,0.0,13.460000000000004,3.43,44.34,N/A,30.88,N/A,137.1,🚀 利潤擴張,41.28,⚪ 數據不足,0.0,2025,2025-12
4927.TW,-4.9,泰鼎-KY,56.2000007629,-262.95000000000005,13.46,-8.65,6.63,-13.35%,-6.83,-27.74%,31.27,🧐 疑業外收益,-4.71,⚪ 數據不足,0.0,2025,2025-12
6414.TW,17.04,樺漢,360.5,846.5999999999999,13.39,23.26,10.59,N/A,-2.8,N/A,28.02,🧐 疑業外收益,-3.72,💎 強力關注,6.38731396172927,2025,2025-12
7810.TWO,3.21,捷創科技,232.0,0.0,13.059999999999995,6.25,47.62,N/A,34.56,N/A,56.59,🚀 利潤擴張,23.91,⚪ 數據不足,0.0,2025,2025-12
6603.TWO,0.27,富強鑫,25.5499992371,13.05,12.78,0.61,25.0,N/A,12.22,N/A,-35.71,🚀 利潤擴張,9.61,⚠️ 追價風險,29.367815215057472,2025,2025-12
6625.TW,6.5,必應,73.4000015259,288.0,12.649999999999999,9.13,51.64,N/A,38.99,N/A,68.94,🚀 利潤擴張,33.28,💎 強力關注,3.822916746140625,2025,2025-12
8103.TW,2.47,瀚荃,111.5,124.20000000000002,12.46,3.92,17.71,N/A,5.25,N/A,2.54,🚀 利潤擴張,4.44,✅ 穩健價值,13.466183574879226,2025,2025-12
2313.TW,3.61,華通,284.5,180.29999999999998,12.36,5.51,17.23,18.70%,4.87,10.97%,9.06,🚀 利潤擴張,4.46,⚠️ 追價風險,23.668885191347755,2025,2025-12
8416.TWO,8.34,實威,186.0,449.54999999999995,12.29,13.46,22.25,N/A,9.96,N/A,24.85,🚀 利潤擴張,13.82,💎 強力關注,6.206206206206207,2025,2025-12
2356.TW,1.85,英業達,70.1999969482,87.44999999999999,12.260000000000002,2.42,19.21,5.21%,6.95,1.48%,35.04,🚀 利潤擴張,15.92,✅ 穩健價值,12.041165857324186,2025,2025-12
3379.TWO,0.5,彬台,40.7999992371,44.25,12.180000000000007,2.12,94.5,13.52%,82.32,7.02%,100.0,🚀 利潤擴張,71.69,✅ 穩健價值,13.830508215966102,2025,2025-12
5274.TWO,72.23,信驊,18950.0,3595.8,12.18,103.92,52.82,N/A,40.64,N/A,67.72,🚀 利潤擴張,52.48,⚠️ 追價風險,79.05055898548306,2025,2025-12
5206.TWO,3.69,坤悅,21.6000003815,186.0,11.849999999999994,3.44,66.99,N/A,55.14,N/A,61.14,🚀 利潤擴張,56.94,💎 強力關注,1.7419355146370967,2025,2025-12
2013.TW,2.27,中鋼構,42.4500007629,111.9,11.79,3.19,18.15,4.40%,6.36,2.40%,13.5,🚀 利潤擴張,10.09,💎 強力關注,5.690348627734584,2025,2025-12
4142.TW,-1.09,國光生,17.1499996185,-48.6,11.74,-0.57,1.75,49.56%,-9.99,23.11%,-137.78,🧐 疑業外收益,-35.17,⚪ 數據不足,0.0,2025,2025-12
2449.TW,7.17,京元電子,328.5,374.69999999999993,11.590000000000003,9.01,41.67,37.66%,30.08,28.21%,52.55,🚀 利潤擴張,27.65,✅ 穩健價值,13.150520416333068,2025,2025-12
6016.TWO,1.11,康和證,29.6000003815,29.849999999999998,11.55,1.98,13.14,N/A,1.59,N/A,-23.97,🚀 利潤擴張,-12.49,✅ 穩健價值,14.874372051005027,2025,2025-12
3055.TW,-1.73,蔚華科,108.0,-99.60000000000001,11.239999999999998,-2.68,-20.55,16.83%,-31.79,-125.48%,-19.72,🌑 雙重衰退,-39.2,⚪ 數據不足,0.0,2025,2025-12
6788.TWO,12.09,華景電,423.5,610.05,11.120000000000001,17.36,31.09,N/A,19.97,N/A,34.48,🚀 利潤擴張,19.97,💎 強力關注,10.413080895008607,2025,2025-12
8074.TWO,0.81,鉅橡,74.6999969482,41.1,10.98,1.35,15.38,N/A,4.4,N/A,-10.99,🚀 利潤擴張,4.12,⚠️ 追價風險,27.262772608832112,2025,2025-12
2368.TW,13.61,金像電,1320.0,656.4,10.75,19.47,64.8,33.66%,54.05,24.30%,50.06,🚀 利潤擴張,49.83,⚠️ 追價風險,30.16453382084095,2025,2025-12
3044.TW,14.75,健鼎,521.0,717.1500000000001,10.400000000000002,19.45,21.94,25.47%,11.54,17.08%,25.96,🚀 利潤擴張,11.61,💎 強力關注,10.89730181970299,2025,2025-12
2468.TW,0.77,華經,33.2000007629,41.85,10.27,1.25,30.21,11.41%,19.94,4.34%,32.76,🚀 利潤擴張,25.51,💎 強力關注,11.89964185050179,2025,2025-12
2527.TW,0.6,宏璟,36.75,1.1999999999999993,10.25,0.93,-80.68,61.03%,-90.93,12.48%,-55.04,🏰 高護城河,-70.82,⚠️ 追價風險,459.3750000000002,2025,2025-12
1218.TW,1.07,泰山,0.0,0.0,10.05,1.59,4.73,16.49%,-5.32,2.59%,-16.8,🧐 疑業外收益,-6.62,⚪ 數據不足,0.0,2025,2025-12
3036.TW,8.11,文曄,288.5,402.59999999999997,10.049999999999997,11.61,32.83,3.74%,22.78,1.75%,41.71,🚀 利潤擴張,19.83,💎 強力關注,10.748882265275709,2025,2025-12
3357.TWO,7.84,臺慶科,287.0,384.15,9.989999999999998,10.26,30.29,28.44%,20.3,14.20%,58.06,🚀 利潤擴張,20.14,✅ 穩健價值,11.206559937524405,2025,2025-12
3257.TW,2.65,虹冠電,68.8000030518,123.75,9.86,3.42,39.18,45.11%,29.32,18.06%,26.19,🚀 利潤擴張,22.45,✅ 穩健價值,8.33939430930909,2025,2025-12
2884.TW,1.62,玉山金,30.9500007629,79.95,9.619999999999997,2.12,30.06,91.14%,20.44,40.48%,23.66,🏰 高護城河,15.61,✅ 穩健價值,5.806754364521576,2025,2025-12
1471.TW,-0.05,首利,11.1499996185,3.3,9.369999999999997,0.03,-25.0,5.75%,-34.37,-72.91%,-117.24,🔄 轉虧為盈,-27.03,⚠️ 追價風險,50.68181644772728,2025,2025-12
2006.TW,4.55,東和鋼鐵,67.5999984741,232.95,9.21,6.47,5.37,15.94%,-3.84,10.83%,-0.44,🧐 疑業外收益,-2.5,✅ 穩健價值,4.352865323509337,2025,2025-12
6138.TWO,9.27,茂達,345.5,453.15000000000003,9.05,13.04,31.94,N/A,22.89,N/A,24.31,🚀 利潤擴張,21.32,✅ 穩健價值,11.436610393909302,2025,2025-12
2880.TW,1.43,華南金,30.5,68.39999999999999,9.04,1.9,13.1,97.25%,4.06,45.93%,10.0,🏰 高護城河,1.87,✅ 穩健價值,6.688596491228071,2025,2025-12
6928.TW,-0.1,攸泰科技,47.0,-7.05,8.95,-0.73,6.41,N/A,-2.54,N/A,79.17,🧐 疑業外收益,5.88,⚪ 數據不足,0.0,2025,2025-12
5381.TWO,0.65,光譜,25.1000003815,32.55,8.32,0.72,2.44,N/A,-5.88,N/A,12.28,🧐 疑業外收益,-6.16,✅ 穩健價值,11.566820452304148,2025,2025-12
5520.TWO,7.92,力泰,83.0,383.4,8.3,9.97,10.9,N/A,2.6,N/A,17.13,🚀 利潤擴張,3.98,✅ 穩健價值,3.247261345852895,2025,2025-12
4804.TWO,-0.65,大略-KY,0.0,0.0,8.24,-1.54,15.65,-7.81%,7.41,-65.06%,55.65,🚀 利潤擴張,8.04,⚪ 數據不足,0.0,2025,2025-12
6470.TWO,2.27,宇智,48.2999992371,118.8,8.06,3.87,7.5,N/A,-0.56,N/A,14.07,🧐 疑業外收益,12.82,✅ 穩健價值,6.0984847521590915,2025,2025-12
5478.TWO,5.84,智冠,99.0,290.85,8.03,7.93,4.25,N/A,-3.78,N/A,-5.4,🧐 疑業外收益,-8.2,✅ 穩健價值,5.105724600309438,2025,2025-12
2329.TW,1.41,華泰,61.0999984741,74.1,8.0,2.45,28.92,15.35%,20.92,8.19%,-2.16,🚀 利潤擴張,19.58,✅ 穩健價值,12.36842074374494,2025,2025-12
3653.TW,26.92,健策,3545.0,1360.5,7.960000000000001,36.75,49.96,41.25%,42.0,31.26%,62.75,🚀 利潤擴張,52.19,⚠️ 追價風險,39.08489525909592,2025,2025-12
3611.TWO,13.9,鼎翰,190.0,690.6,7.640000000000001,19.63,38.68,32.53%,31.04,8.38%,23.16,🚀 利潤擴張,40.71,✅ 穩健價值,4.126846220677671,2025,2025-12
5212.TWO,2.82,凌網,45.8499984741,121.2,7.530000000000001,4.74,23.44,N/A,15.91,N/A,-1.4,🚀 利潤擴張,17.89,✅ 穩健價值,5.674504761646039,2025,2025-12
3290.TWO,1.22,東浦,48.5,59.1,7.41,2.02,25.64,30.40%,18.23,14.85%,-0.64,🚀 利潤擴張,15.97,✅ 穩健價值,12.309644670050762,2025,2025-12
3511.TWO,-1.0,矽瑪,20.7999992371,-45.89999999999999,7.279999999999999,-1.18,6.35,15.28%,-0.93,-5.62%,11.5,🧐 疑業外收益,1.3,⚪ 數據不足,0.0,2025,2025-12
1605.TW,0.52,華新,38.75,25.95,7.18,0.75,4.35,4.90%,-2.83,-1.88%,-41.67,🧐 疑業外收益,-0.21,⚠️ 追價風險,22.398843930635838,2025,2025-12
2404.TW,34.07,漢唐,1155.0,1659.9,7.150000000000006,48.08,46.52,17.19%,39.37,13.88%,52.4,🚀 利潤擴張,30.93,✅ 穩健價值,10.437375745526838,2025,2025-12
3026.TW,4.75,禾伸堂,641.0,241.20000000000002,7.09,6.58,12.1,17.62%,5.01,5.81%,5.79,🚀 利潤擴張,5.39,⚠️ 追價風險,39.863184079601986,2025,2025-12
8279.TWO,8.62,生展,96.4000015259,395.85,6.99,10.02,13.09,N/A,6.1,N/A,28.46,🚀 利潤擴張,7.66,✅ 穩健價值,3.6528988831337625,2025,2025-12
2301.TW,4.94,光寶科,234.5,239.70000000000002,6.98,6.64,28.09,21.72%,21.11,10.49%,28.23,🚀 利潤擴張,23.16,✅ 穩健價值,14.67459324155194,2025,2025-12
6662.TWO,0.99,樂斯科,28.6000003815,52.5,6.709999999999999,1.66,-3.49,N/A,-10.2,N/A,3.13,🌑 雙重衰退,-7.37,✅ 穩健價值,8.171428680428571,2025,2025-12
3652.TW,0.94,精聯,35.0999984741,45.3,6.61,1.34,7.2,32.08%,0.59,2.52%,10.59,🚀 利潤擴張,0.48,✅ 穩健價值,11.622516051026489,2025,2025-12
5876.TW,2.56,上海商銀,39.75,122.85000000000002,6.409999999999999,3.06,10.11,N/A,3.7,N/A,17.51,🚀 利潤擴張,3.26,✅ 穩健價值,4.853479853479853,2025,2025-12
6706.TW,-3.69,惠特,205.5,-168.45000000000002,6.380000000000001,-3.92,2.97,N/A,-3.41,N/A,7.98,🧐 疑業外收益,38.55,⚪ 數據不足,0.0,2025,2025-12
8069.TWO,8.17,元太,220.0,355.8,6.300000000000001,9.14,18.59,N/A,12.29,N/A,75.65,🚀 利潤擴張,29.4,✅ 穩健價值,9.27487352445194,2025,2025-12
6703.TWO,5.77,軒郁,109.0,327.6,6.289999999999999,9.9,-2.0,N/A,-8.29,N/A,-23.43,🌑 雙重衰退,-15.54,✅ 穩健價值,4.99084249084249,2025,2025-12
4532.TW,1.5,瑞智,23.75,81.89999999999999,6.26,2.05,0.5,17.17%,-5.76,6.80%,2.8,🧐 疑業外收益,-0.93,✅ 穩健價值,4.34981684981685,2025,2025-12
6415.TW,4.31,矽力*-KY,600.0,213.00000000000003,6.200000000000001,6.4,8.14,N/A,1.94,N/A,19.44,🚀 利潤擴張,0.55,⚠️ 追價風險,42.25352112676056,2025,2025-12
5534.TW,2.24,長虹,74.0999984741,151.04999999999998,6.09,6.0,-23.57,N/A,-29.66,N/A,-17.65,🌑 雙重衰退,-38.06,✅ 穩健價值,7.358490414508442,2025,2025-12
3005.TW,6.36,神基,104.0,315.15000000000003,6.070000000000002,8.43,16.67,31.02%,10.6,14.37%,15.04,🚀 利潤擴張,9.96,✅ 穩健價值,4.950023798191337,2025,2025-12
5601.TWO,0.32,台聯櫃,32.0499992371,15.75,5.880000000000001,0.42,7.69,N/A,1.81,N/A,0.0,🚀 利潤擴張,1.76,⚠️ 追價風險,30.523808797238097,2025,2025-12
1337.TW,-1.24,再生-KY,4.8200001717,-62.85000000000001,5.83,-1.74,-12.99,-19.71%,-18.82,-65.33%,-18.1,🌑 雙重衰退,-18.71,⚪ 數據不足,0.0,2025,2025-12
1712.TW,2.07,興農,38.9000015259,104.69999999999999,5.68,2.6,4.0,29.22%,-1.68,5.88%,6.7,🧐 疑業外收益,-2.3,✅ 穩健價值,5.573066121189113,2025,2025-12
6122.TWO,3.44,擎邦,46.7000007629,173.55,5.67,4.78,7.03,N/A,1.36,N/A,-0.87,🚀 利潤擴張,-2.12,✅ 穩健價值,4.036300843811581,2025,2025-12
3284.TWO,1.21,太普高,16.0,70.80000000000001,5.66,2.31,-12.16,25.16%,-17.82,13.35%,-53.6,🌑 雙重衰退,-29.91,✅ 穩健價值,3.3898305084745757,2025,2025-12
2617.TW,2.36,台航,0.0,0.0,5.529999999999999,3.18,3.25,46.23%,-2.28,41.07%,0.43,🧐 疑業外收益,-5.48,⚪ 數據不足,0.0,2025,2025-12
6761.TWO,5.51,穩得,217.0,275.55,5.21,7.34,2.89,N/A,-2.32,N/A,1.73,🧐 疑業外收益,2.55,✅ 穩健價值,11.81273816004355,2025,2025-12
6005.TW,1.87,群益證,38.5,87.6,5.189999999999998,2.64,17.33,N/A,12.14,N/A,5.65,🚀 利潤擴張,6.33,✅ 穩健價值,6.592465753424658,2025,2025-12
2801.TW,1.2,彰銀,20.25,57.900000000000006,5.18,1.51,13.53,88.90%,8.35,38.59%,20.0,🏰 高護城河,7.51,✅ 穩健價值,5.246113989637306,2025,2025-12
9931.TW,1.86,欣高,34.0,91.95000000000002,5.170000000000002,2.45,-14.34,N/A,-19.51,N/A,-6.06,🌑 雙重衰退,-27.73,✅ 穩健價值,5.546492659053833,2025,2025-12
8114.TW,15.84,振樺電,246.0,798.15,4.989999999999995,18.5,35.66,N/A,30.67,N/A,86.67,🚀 利潤擴張,69.45,✅ 穩健價值,4.623191129486939,2025,2025-12
9937.TW,1.74,全國,55.5,85.8,4.94,2.36,-1.26,N/A,-6.2,N/A,-1.14,🌑 雙重衰退,-6.0,✅ 穩健價值,9.702797202797203,2025,2025-12
2317.TW,10.38,鴻海,289.0,498.75,4.890000000000001,13.61,23.02,5.88%,18.13,3.28%,34.73,🚀 利潤擴張,16.23,✅ 穩健價值,8.691729323308271,2025,2025-12
3045.TW,3.49,台灣大,111.5,176.54999999999998,4.89,4.77,4.58,19.71%,-0.31,10.58%,1.8,🧐 疑業外收益,-0.87,✅ 穩健價值,9.473237043330501,2025,2025-12
6290.TWO,6.2,良維,347.0,316.65,4.739999999999998,8.73,31.08,N/A,26.34,N/A,42.86,🚀 利潤擴張,28.79,⚪ 中性觀察,16.43770724774988,2025,2025-12
