股號,名稱,收盤價,成交量,一年內最高收盤,一年內最低收盤,法說會,狀態,連續大漲,連續大跌,原因,最終狀態
6570,維田,59.70,416,64.28,37.20,---,貼軌運行,無,無,股價於高位貼軌 (59.70 > 1.5σ)，動能強勁,貼軌運行
7806,精華生醫,66.80,2,80.50,61.00,---,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
6831,邁科,742.00,2178,820.00,160.00,📅 預告 (20260601),趨勢運行,無,連1日大跌,股價具備方向性，未達特定過濾標準,趨勢運行
00696,富邦美債20年,28.89,3067,30.21,25.92,---,均線糾擺,無,無,MA 乖離率僅 0.30%,均線糾擺
6153,嘉聯益,17.90,3183,20.65,10.50,---,均線糾擺,無,無,MA 乖離率僅 0.32%,均線糾擺
8261,富鼎,181.00,16692,195.00,75.30,---,貼軌運行 -> 趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
6205,詮欣,78.00,853,98.20,37.00,---,進入盤整,無,無,ADX 為 9.38 (低於 20),進入盤整
7595,世基生醫,8.80,32,13.60,8.80,---,趨勢運行 -> 離開盤整 (向下),無,連1日大跌,跌破布林下軌 (8.81),離開盤整 (向下)
3479,安勤,135.00,3627,137.50,83.70,---,貼軌運行,無,無,股價於高位貼軌 (135.00 > 1.5σ)，動能強勁,貼軌運行
1789,神隆,19.75,1123,28.25,16.02,📅 預告 (20260604),均線糾擺,無,無,MA 乖離率僅 0.53%,均線糾擺
3171,炎洲流通,70.10,14,72.50,38.22,---,均線糾擺,無,無,MA 乖離率僅 1.11%,均線糾擺
4721,美琪瑪,92.70,2597,97.80,57.22,---,均線糾擺,連1日大漲,無,MA 乖離率僅 0.89%,均線糾擺
911608,明輝-DR,2.67,60,3.09,2.59,---,均線糾擺,無,無,MA 乖離率僅 1.12%,均線糾擺
6924,榮惠-KY創,182.00,121,182.00,47.80,---,趨勢運行 -> 進入盤整,無,無,ADX 為 16.03 (低於 20),進入盤整
3044,健鼎,521.00,4735,529.00,189.44,📅 預告 (20260601),均線糾擺 -> 趨勢運行,連1日大漲,無,股價具備方向性，未達特定過濾標準,趨勢運行
3011,今皓,13.20,998,17.15,11.40,---,均線糾擺,無,無,MA 乖離率僅 0.48%,均線糾擺
00876,元大全球5G,92.65,120,93.05,33.63,---,趨勢運行 -> 貼軌運行,無,無,股價於高位貼軌 (92.65 > 1.5σ)，動能強勁,貼軌運行
00676,富邦臺灣加權反1,5.69,11677,13.03,5.69,---,趨勢運行 -> 離開盤整 (向下),無,無,跌破布林下軌 (5.73),離開盤整 (向下)
4961,天鈺,172.50,791,213.16,135.00,---,均線糾擺,無,無,MA 乖離率僅 0.85%,均線糾擺
2012,春雨,14.45,103,20.22,14.20,---,均線糾擺,無,無,MA 乖離率僅 0.56%,均線糾擺
8114,振樺電,246.00,1490,314.53,164.00,---,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
6638,沅聖,51.80,30,66.90,24.50,---,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
