status,prev_rev_yoy,symbol,eps,name,prev_eps,prev_year,expansion,price,eps_yoy,gm,rev_yoy,advice,om,pe,est_price,date,prev_eps_yoy
📉 獲利侵蝕,7.33,6730.TWO,0.44,常廣,2.14,2025,-124.7,32.0999984741,-18.52,N/A,106.18,⚪ 中性觀察,N/A,6.1026613068631175,78.89999999999999,2026-03,-10.33
⚠️ 獲利稀釋,-2.6,2420.TW,1.05,新巨,3.91,2025,-124.86,53.9000015259,2.97,49.30%,127.83,⚪ 中性觀察,35.64%,5.721868527165605,141.3,2026-03,-10.32
🏰 高護城河,15.28,3176.TWO,-0.38,基亞,-0.78,2025,-124.99,37.75,-151.35,56.72%,-26.36,⚪ 數據不足,-48.58%,0.0,-9.600000000000001,2026-03,46.94
🔄 轉虧為盈,19.6,4807.TW,1.7,日成-KY,-0.24,2025,-125.00999999999999,29.2999992371,644.0,18.47%,769.01,⚪ 數據不足,4.68%,0.0,-3.4499999999999997,2026-03,84.62
⚠️ 獲利稀釋,3.86,6655.TW,0.95,科定,3.92,2025,-127.46000000000001,124.5,20.78,N/A,148.24,⚪ 中性觀察,N/A,13.772123893805311,135.6,2026-03,-18.72
🏰 高護城河,5.58,3085.TWO,-0.24,新零售,-0.56,2025,-127.63,11.4499998093,-41.18,73.88%,86.45,⚪ 數據不足,-74.64%,0.0,-23.400000000000002,2026-03,41.67
⚠️ 獲利稀釋,-5.55,4580.TWO,1.76,捷流閥業,5.03,2025,-127.81999999999996,80.8000030518,170.77,31.57%,298.59,⚪ 中性觀察,12.43%,6.196319252438651,195.6,2026-03,-42.92
⚠️ 獲利稀釋,-12.98,4908.TWO,0.76,前鼎,1.98,2025,-127.85000000000001,210.0,1.33,46.40%,129.18,❌ 暫避觀望,17.75%,41.832669322709165,75.3,2026-03,-29.79
🏰 高護城河,12.28,3533.TW,21.37,嘉澤,70.17,2025,-128.04,1690.0,5.34,51.54%,133.38,⚪ 中性觀察,29.92%,10.173368649169275,2491.8,2026-03,-15.21
⚠️ 獲利稀釋,-1.34,6146.TWO,2.97,耕興,10.77,2025,-128.85,181.0,4.21,N/A,133.06,⚪ 中性觀察,N/A,6.691312384473197,405.75,2026-03,-14.93
⚠️ 獲利稀釋,7.16,5904.TWO,9.3,寶雅,29.54,2025,-129.17000000000002,69.3000030518,24.33,N/A,153.5,⚪ 中性觀察,N/A,0.9575791495343374,1085.5500000000002,2026-03,10.48
⚠️ 獲利稀釋,27.05,6899.TWO,1.08,創為精密,3.59,2025,-129.32000000000002,49.4000015259,3.92,N/A,133.24,⚪ 中性觀察,N/A,5.671641966234214,130.65,2026-03,7.23
🏰 高護城河,14.52,4166.TWO,0.16,友霖,0.9,2025,-130.9,24.0,-30.43,60.10%,100.47,⚪ 中性觀察,23.50%,12.698412698412698,28.35,2026-03,79.17
⚠️ 獲利稀釋,29.17,7750.TW,15.38,新代,35.12,2025,-131.37,1970.0,103.4,N/A,234.77,❌ 暫避觀望,N/A,21.76795580110497,1357.5,2026-03,51.69
📉 獲利侵蝕,-3.02,6205.TW,0.38,詮欣,2.0,2025,-132.45,73.5999984741,-45.71,N/A,86.74,❌ 暫避觀望,N/A,15.429769072138367,71.55,2026-03,-25.66
⚠️ 獲利稀釋,2.24,4968.TW,0.58,立積,2.66,2025,-132.72000000000003,92.5,107.14,N/A,239.86,❌ 暫避觀望,N/A,20.24070021881838,68.55000000000001,2026-03,56.47
📉 獲利侵蝕,12.01,5490.TWO,0.7,同亨,1.69,2025,-133.04999999999998,25.4500007629,-5.56,N/A,127.49,⚪ 中性觀察,N/A,5.64301569022173,67.64999999999999,2026-03,382.35
⚠️ 獲利稀釋,12.26,3680.TWO,2.55,家登,9.43,2025,-133.55,542.0,15.91,43.28%,149.46,❌ 暫避觀望,17.47%,28.79914984059511,282.3,2026-03,-22.51
⚠️ 獲利稀釋,1.84,2948.TWO,0.4,寶陞,2.14,2025,-133.64,36.5,2.56,48.05%,136.2,⚪ 中性觀察,9.02%,7.0873786407766985,77.25,2026-03,-2.28
⚠️ 獲利稀釋,59.93,3131.TWO,16.11,弘塑,45.48,2025,-134.24,2410.0,81.01,42.10%,215.25,❌ 暫避觀望,29.56%,23.269286472916868,1553.55,2026-03,56.98
📉 獲利侵蝕,-7.04,5906.TW,0.11,台南-KY,0.98,2025,-134.56,40.9000015259,-70.27,N/A,64.29,⚪ 中性觀察,N/A,14.452297358975265,42.45,2026-03,-41.32
⚠️ 獲利稀釋,-35.35,6171.TWO,0.08,大城地產,3.82,2025,-135.08,26.3999996185,166.67,N/A,301.75,⚪ 中性觀察,N/A,2.5047437968216317,158.10000000000002,2026-03,-33.33
⚠️ 獲利稀釋,2.05,3138.TW,-0.02,耀登,1.5,2025,-136.5,99.4000015259,90.48,41.30%,226.98,❌ 暫避觀望,7.58%,97.45098188813725,15.3,2026-03,-51.49
📉 獲利侵蝕,18.28,5278.TWO,0.29,尚凡*,1.05,2025,-136.71,23.5,-21.62,N/A,115.09,⚪ 中性觀察,N/A,9.073359073359073,38.849999999999994,2026-03,56.72
📉 獲利侵蝕,3.61,6642.TWO,0.74,富致,2.6,2025,-136.76,78.4000015259,-11.9,N/A,124.86,⚪ 中性觀察,N/A,12.62479895747182,93.15,2026-03,-27.37
⚠️ 獲利稀釋,-9.62,4109.TWO,0.15,加捷生醫,0.43,2025,-136.98000000000002,11.0500001907,45.45,24.70%,182.43,⚪ 中性觀察,-7.54%,12.415730551348314,13.35,2026-03,-80.37
🔄 轉虧為盈,-15.41,6680.TWO,0.08,鑫創電子,-0.29,2025,-137.41,52.7999992371,100.0,N/A,237.41,⚪ 數據不足,N/A,0.0,-35.849999999999994,2026-03,-106.78
📉 獲利侵蝕,-1.96,1319.TW,1.62,東陽,6.43,2025,-137.46,0.0,-34.68,33.68%,102.78,⚪ 數據不足,18.07%,0.0,0.0,2026-03,-13.11
📉 獲利侵蝕,-1.73,6517.TWO,0.52,保勝光學,1.63,2025,-137.54000000000002,63.0999984741,-35.0,N/A,102.54,❌ 暫避觀望,N/A,20.894039229834437,45.3,2026-03,-55.59
📉 獲利侵蝕,9.13,2913.TW,-0.04,農林,-0.15,2025,-137.61,11.0500001907,0.0,40.70%,137.61,⚪ 數據不足,-7.01%,0.0,-5.7,2026-03,31.82
📉 獲利侵蝕,-7.53,8422.TW,0.21,可寧衛*,1.29,2025,-137.88,25.5499992371,-94.21,N/A,43.67,⚪ 中性觀察,N/A,1.279419090490736,299.54999999999995,2026-03,-87.79
⚠️ 獲利稀釋,9.26,6206.TW,2.51,飛捷,6.9,2025,-138.13,139.0,10.57,N/A,148.7,⚪ 中性觀察,N/A,7.509454349000539,277.65000000000003,2026-03,-0.43
📉 獲利侵蝕,-6.21,6532.TWO,0.84,瑞耘,7.31,2025,-138.3,98.5,-34.88,N/A,103.42,⚪ 中性觀察,N/A,8.433219178082192,175.2,2026-03,81.39
⚠️ 獲利稀釋,34.16,5211.TWO,-0.18,蒙恬,-0.77,2025,-138.5,20.1000003815,35.71,N/A,174.21,⚪ 數據不足,N/A,0.0,-33.3,2026-03,34.19
⚠️ 獲利稀釋,10.49,3306.TWO,0.11,鼎天,1.95,2025,-138.67999999999998,45.6500015259,173.33,25.80%,312.01,⚪ 中性觀察,1.28%,8.195691476822262,83.55000000000001,2026-03,-33.45
⚠️ 獲利稀釋,15.04,8109.TWO,1.75,博大,6.18,2025,-138.73,132.0,10.06,N/A,148.79,⚪ 中性觀察,N/A,8.847184986595174,223.8,2026-03,-4.63
⚠️ 獲利稀釋,-10.66,1414.TW,0.06,東和,0.19,2025,-139.09000000000003,17.4500007629,400.0,15.75%,539.09,❌ 暫避觀望,-3.56%,44.74359169974359,5.8500000000000005,2026-03,-19.23
📉 獲利侵蝕,12.79,7770.TWO,0.1,君曜,3.0,2025,-139.35,39.5,-87.95,N/A,51.4,⚪ 中性觀察,N/A,7.596153846153846,78.0,2026-03,-47.4
⚠️ 獲利稀釋,3.64,7765.TW,3.38,中華資安,11.47,2025,-139.45,241.0,2.74,N/A,142.19,⚪ 中性觀察,N/A,8.20285908781484,440.70000000000005,2026-03,2.97
📉 獲利侵蝕,4.97,1295.TWO,0.39,生合,5.29,2025,-139.69,47.0999984741,-69.05,49.97%,70.64,⚪ 中性觀察,11.73%,3.6426912973008507,193.95,2026-03,-6.08
📉 獲利侵蝕,-12.93,6243.TW,-0.03,迅杰,-0.52,2025,-140.07,39.5,-109.68,N/A,30.39,⚪ 數據不足,N/A,0.0,-18.6,2026-03,-147.27
📉 獲利侵蝕,-1.51,4584.TWO,0.91,君帆,3.43,2025,-140.25,37.0,-31.58,34.23%,108.67,⚪ 中性觀察,12.30%,4.1294642857142865,134.39999999999998,2026-03,-4.72
📉 獲利侵蝕,0.46,2729.TWO,1.64,瓦城,6.76,2025,-140.68,157.5,-36.22,N/A,104.46,⚪ 中性觀察,N/A,8.12274368231047,290.85,2026-03,-24.75
📉 獲利侵蝕,62.61,3035.TW,0.4,智原,2.81,2025,-141.57,206.5,-69.92,42.16%,71.65,❌ 暫避觀望,2.86%,31.05263157894737,99.74999999999999,2026-03,-29.75
⚠️ 獲利稀釋,-3.28,6292.TWO,0.73,迅德,2.0,2025,-141.77,67.0,102.78,N/A,244.55,❌ 暫避觀望,N/A,18.980169971671387,52.95,2026-03,-48.05
📉 獲利侵蝕,5.0,8081.TW,4.62,致新,17.76,2025,-141.78,254.0,-4.18,N/A,137.6,⚪ 中性觀察,N/A,5.780609922621756,659.1,2026-03,-0.84
📉 獲利侵蝕,9.33,6527.TWO,1.33,明達醫,5.8,2025,-141.87,75.0,-8.28,N/A,133.59,⚪ 中性觀察,N/A,5.215577190542421,215.7,2026-03,15.63
⚠️ 獲利稀釋,170.31,6461.TWO,-0.63,益得,-2.57,2025,-141.93,23.7999992371,1.56,N/A,143.49,⚪ 數據不足,N/A,0.0,-88.05,2026-03,18.35
📉 獲利侵蝕,-27.76,7715.TWO,0.64,裕山,3.09,2025,-142.2,27.5,-52.24,N/A,89.96,⚪ 中性觀察,N/A,3.2314923619271445,127.64999999999999,2026-03,-39.84
⚠️ 獲利稀釋,11.97,1590.TW,13.35,亞德客-KY,42.0,2025,-142.26,1210.0,37.91,47.51%,180.17,⚪ 中性觀察,31.25%,11.461589466704556,1583.5500000000002,2026-03,10.18
📉 獲利侵蝕,1.9,1538.TW,-1.11,正峰,-1.59,2025,-142.72,8.3000001907,-91.38,32.24%,51.34,⚪ 數據不足,-58.77%,0.0,-39.0,2026-03,6.47
🔄 轉虧為盈,36.88,5468.TWO,0.12,凱鈺,-0.65,2025,-143.05,24.5499992371,300.0,N/A,443.05,⚪ 數據不足,N/A,0.0,-13.65,2026-03,-246.15
📉 獲利侵蝕,-2.07,3034.TW,6.19,聯詠,26.87,2025,-143.09,543.0,-28.44,38.19%,114.65,⚪ 中性觀察,16.92%,7.908534809204777,1029.8999999999999,2026-03,-19.62
⚠️ 獲利稀釋,14.37,8033.TW,0.34,雷虎,0.58,2025,-144.31,168.5,41.67,N/A,185.98,❌ 暫避觀望,N/A,71.70212765957447,35.24999999999999,2026-03,14.0
📉 獲利侵蝕,1.76,4966.TWO,6.77,譜瑞-KY,34.51,2025,-144.99,572.0,-19.19,N/A,125.8,⚪ 中性觀察,N/A,6.63342224283892,1293.4499999999998,2026-03,6.64
⚠️ 獲利稀釋,116.34,7769.TW,25.7,鴻勁,75.71,2025,-145.23999999999998,5670.0,61.74,N/A,206.98,❌ 暫避觀望,N/A,30.46749059645352,2791.5,2026-03,110.03
⚠️ 獲利稀釋,-7.32,4995.TWO,1.01,晶達,2.25,2025,-145.57999999999998,49.7999992371,92.31,N/A,237.89,⚪ 中性觀察,N/A,10.31055884826087,72.45,2026-03,-50.22
⚠️ 獲利稀釋,-6.81,4155.TW,0.39,訊映,0.58,2025,-145.98999999999998,14.8500003815,123.53,N/A,269.52,❌ 暫避觀望,N/A,19.28571478116883,11.549999999999999,2026-03,-10.94
📉 獲利侵蝕,-10.06,1203.TW,0.49,味王,1.81,2025,-146.18,43.2999992371,-15.52,33.56%,130.66,⚪ 中性觀察,14.34%,10.260663326327016,63.3,2026-03,-23.5
📉 獲利侵蝕,-15.67,7642.TWO,0.5,昶瑞機電,3.29,2025,-146.45999999999998,70.8000030518,-66.89,N/A,79.57,⚪ 中性觀察,N/A,8.14729609341772,130.35000000000002,2026-03,-50.94
⚠️ 獲利稀釋,34.56,7810.TWO,1.83,捷創科技,6.25,2025,-147.03,222.5,30.71,N/A,177.74,❌ 暫避觀望,N/A,16.505934718100892,202.2,2026-03,47.62
📉 獲利侵蝕,51.84,8932.TWO,0.53,智通*,1.85,2025,-147.64000000000001,92.5999984741,-39.77,N/A,107.87,⚪ 中性觀察,N/A,12.969187461358544,107.1,2026-03,-7.07
⚠️ 獲利稀釋,2.84,6821.TWO,0.32,聯寶,1.13,2025,-147.67999999999998,40.5999984741,3.33,N/A,151.01,⚪ 中性觀察,N/A,14.604315997877698,41.699999999999996,2026-03,-5.93
⚠️ 獲利稀釋,12.43,5234.TW,2.21,達興材料,7.37,2025,-147.81,293.0,17.55,N/A,165.36,❌ 暫避觀望,N/A,15.976008724100327,275.1,2026-03,32.55
📉 獲利侵蝕,-2.1,6671.TW,0.26,三能-KY,2.37,2025,-148.18,22.8500003815,-29.73,N/A,118.45,⚪ 中性觀察,N/A,4.454191107504874,76.94999999999999,2026-03,-25.47
📉 獲利侵蝕,2.69,8923.TWO,0.18,時報,0.96,2025,-148.53,0.0,-62.5,N/A,86.03,⚪ 數據不足,N/A,0.0,0.0,2026-03,3.23
📉 獲利侵蝕,-23.02,4572.TW,0.92,駐龍,3.0,2025,-148.87,139.5,-29.77,N/A,119.1,❌ 暫避觀望,N/A,19.59269662921348,106.8,2026-03,-58.85
📉 獲利侵蝕,42.0,3653.TW,9.53,健策,36.75,2025,-149.18,6920.0,-0.63,41.25%,148.55,❌ 暫避觀望,31.26%,76.3459841129744,1359.6,2026-03,49.96
🔄 轉虧為盈,-21.77,2231.TW,0.4,為升,-1.63,2025,-149.42000000000002,90.3000030518,-42.86,23.65%,106.56,⚪ 數據不足,-15.73%,0.0,-24.3,2026-03,-148.96
⚠️ 獲利稀釋,-42.69,4188.TWO,-0.21,安克,-0.88,2025,-150.01,14.1999998093,16.0,N/A,166.01,⚪ 數據不足,N/A,0.0,-33.75,2026-03,-10.0
🔄 轉虧為盈,-3.71,6226.TW,0.01,光鼎,-0.28,2025,-150.05,44.0,111.11,N/A,261.16,⚪ 數據不足,N/A,0.0,-9.9,2026-03,38.64
⚠️ 獲利稀釋,9.51,7753.TWO,1.08,星亞,4.22,2025,-150.47,35.2999992371,9.09,N/A,159.56,⚪ 中性觀察,N/A,3.3523266132098772,157.95,2026-03,10.39
⚠️ 獲利稀釋,-9.99,4142.TW,-0.44,國光生,-0.57,2025,-150.56,17.8999996185,17.31,49.56%,167.87,⚪ 數據不足,23.11%,0.0,-47.25000000000001,2026-03,1.75
⚠️ 獲利稀釋,23.89,6719.TW,2.1,力智,6.58,2025,-150.93,184.0,41.89,N/A,192.82,⚪ 中性觀察,N/A,12.415654520917679,222.3,2026-03,198.64
⚠️ 獲利稀釋,23.03,6683.TWO,6.23,雍智科技,15.42,2025,-151.18,1520.0,64.88,N/A,216.06,❌ 暫避觀望,N/A,41.41689373297003,550.4999999999999,2026-03,-12.9
📉 獲利侵蝕,5.99,3086.TWO,-0.01,華義*,-0.62,2025,-152.4,28.2999992371,-104.55,44.07%,47.85,⚪ 數據不足,-19.63%,0.0,-25.5,2026-03,-192.54
⚠️ 獲利稀釋,35.51,6515.TW,19.54,穎崴,46.93,2025,-152.6,5850.0,13.4,N/A,166.0,❌ 暫避觀望,N/A,47.62292412894823,1842.6000000000001,2026-03,40.24
📉 獲利侵蝕,786.25,4946.TWO,0.41,辣椒,3.14,2025,-152.6,98.0,-82.61,N/A,69.99,⚪ 中性觀察,N/A,10.144927536231885,144.9,2026-03,131.69
📉 獲利侵蝕,-15.03,6962.TW,0.58,奕力-KY,2.87,2025,-152.73000000000002,31.4500007629,-69.68,N/A,83.05,⚪ 中性觀察,N/A,3.9116916371766166,120.60000000000001,2026-03,-39.39
📉 獲利侵蝕,69.66,2756.TWO,0.51,聯發國際,3.93,2025,-152.76,63.0,-3.85,49.60%,148.91,⚪ 中性觀察,5.94%,7.535885167464115,125.39999999999999,2026-03,61.83
📉 獲利侵蝕,4.92,3438.TWO,0.24,類比科,1.0,2025,-153.12,61.0999984741,-27.27,38.12%,125.85,❌ 暫避觀望,-0.86%,31.333332550820508,29.250000000000004,2026-03,-33.77
📉 獲利侵蝕,-13.21,6585.TW,1.86,鼎基,5.64,2025,-153.44,105.5,-28.46,N/A,124.98,⚪ 中性觀察,N/A,7.535714285714286,210.0,2026-03,-45.5
📉 獲利侵蝕,-88.36,3308.TW,0.01,聯德,0.68,2025,-153.53,21.5499992371,-98.28,23.48%,55.25,❌ 暫避觀望,-362.94%,40.6603759190566,7.95,2026-03,-32.0
📉 獲利侵蝕,-27.63,2348.TW,0.16,海悅,6.85,2025,-153.63,72.0,-93.37,34.04%,60.26,⚪ 中性觀察,22.47%,5.187319884726225,208.2,2026-03,-51.27
📉 獲利侵蝕,-12.78,1524.TW,0.53,耿鼎,1.95,2025,-154.0,26.0,-45.92,N/A,108.08,⚪ 中性觀察,N/A,5.676855895196506,68.7,2026-03,-45.98
⚠️ 獲利稀釋,-2.28,2617.TW,0.71,台航,3.18,2025,-154.59,0.0,22.41,46.23%,177.0,⚪ 數據不足,41.07%,0.0,0.0,2026-03,3.25
⚠️ 獲利稀釋,-11.1,3122.TWO,-0.29,笙泉,-1.75,2025,-154.6,24.0,45.28,34.82%,199.88,⚪ 數據不足,-12.95%,0.0,-67.95,2026-03,-22.38
⚠️ 獲利稀釋,10.49,6695.TW,-0.68,芯鼎,-1.83,2025,-154.78,49.9000015259,4.29,N/A,159.07,⚪ 數據不足,N/A,0.0,-87.9,2026-03,-355.0
🏰 高護城河,5.02,3491.TWO,3.68,昇達科,7.83,2025,-154.98,1555.0,70.37,58.57%,225.35,❌ 暫避觀望,27.57%,80.2373581011352,290.7,2026-03,-12.03
⚠️ 獲利稀釋,12.38,6161.TWO,0.83,捷波,2.72,2025,-155.0,49.1500015259,45.61,N/A,200.61,⚪ 中性觀察,N/A,7.368815820974513,100.05,2026-03,-20.23
📉 獲利侵蝕,1.22,4163.TWO,1.29,鐿鈦,5.13,2025,-155.49,134.0,-23.31,N/A,132.18,⚪ 中性觀察,N/A,11.213389121338912,179.25000000000003,2026-03,-5.16
📉 獲利侵蝕,-2.32,6761.TWO,1.6,穩得,7.34,2025,-155.52999999999997,162.0,-14.89,N/A,140.64,⚪ 中性觀察,N/A,9.025069637883009,269.25,2026-03,2.89
📉 獲利侵蝕,38.76,3093.TWO,0.08,港建*,1.22,2025,-155.94,44.7999992371,-81.4,40.97%,74.54,⚪ 中性觀察,11.18%,14.983277336822745,44.849999999999994,2026-03,15.09
📉 獲利侵蝕,22.92,5474.TWO,0.6,聰泰,5.49,2025,-156.84,161.0,-41.18,N/A,115.66,⚪ 中性觀察,N/A,13.004846526655898,185.7,2026-03,-22.13
⚠️ 獲利稀釋,19.77,6498.TWO,1.75,久禾光,6.51,2025,-156.91000000000003,66.8000030518,16.67,N/A,173.58,⚪ 中性觀察,N/A,4.357469214076973,229.95000000000002,2026-03,11.33
⚠️ 獲利稀釋,2.96,9918.TW,0.63,欣天然,1.61,2025,-157.4,42.7000007629,16.98,N/A,174.38,⚪ 中性觀察,N/A,9.793578156628438,65.4,2026-03,-28.18
📉 獲利侵蝕,-2.17,8067.TWO,-0.62,志旭,-0.59,2025,-157.79,11.8000001907,-100.0,N/A,57.79,⚪ 數據不足,N/A,0.0,-29.85,2026-03,16.9
📉 獲利侵蝕,2.86,5272.TWO,-0.57,笙科,-1.33,2025,-158.26999999999998,17.2000007629,-90.0,N/A,68.27,⚪ 數據不足,N/A,0.0,-50.4,2026-03,-1377.78
📉 獲利侵蝕,-31.39,3024.TW,0.02,憶聲,0.28,2025,-158.51,14.6000003815,-90.0,24.73%,68.51,❌ 暫避觀望,-2.71%,15.869565632065214,13.800000000000002,2026-03,-57.58
📉 獲利侵蝕,22.38,8080.TWO,0.02,泰霖,0.12,2025,-158.55,28.0499992371,-81.82,N/A,76.73,❌ 暫避觀望,N/A,46.7499987285,9.0,2026-03,139.29
📉 獲利侵蝕,2.98,6862.TW,1.0,三集瑞-KY,8.29,2025,-159.02,139.0,-68.65,N/A,90.37,⚪ 中性觀察,N/A,7.509454349000541,277.65,2026-03,-19.59
⚠️ 獲利稀釋,9.94,4128.TWO,-0.31,中天,-1.29,2025,-159.39000000000001,14.8500003815,26.19,42.56%,185.58,⚪ 數據不足,-18.87%,0.0,-58.650000000000006,2026-03,31.02
⚠️ 獲利稀釋,-9.4,6996.TWO,3.27,力領科技,12.15,2025,-159.41,171.0,36.13,N/A,195.54,⚪ 中性觀察,N/A,6.109324758842443,419.85,2026-03,-14.17
📉 獲利侵蝕,0.3,1568.TW,0.51,倉佑,1.36,2025,-159.61,30.8999996185,-3.77,34.44%,155.84,⚪ 中性觀察,17.09%,9.392097148480243,49.35,2026-03,-13.92
⚠️ 獲利稀釋,11.69,6237.TWO,-0.24,驊訊,-1.52,2025,-161.35,37.0,52.94,N/A,214.29,⚪ 數據不足,N/A,0.0,-67.2,2026-03,-462.96
📉 獲利侵蝕,-23.31,8102.TWO,0.4,傑霖科技,2.25,2025,-162.27,59.5,-61.9,N/A,100.37,⚪ 中性觀察,N/A,11.226415094339625,79.49999999999999,2026-03,-62.55
📉 獲利侵蝕,37.15,6203.TWO,1.37,海韻電,5.51,2025,-162.29000000000002,59.5999984741,-25.14,N/A,137.15,⚪ 中性觀察,N/A,5.4231117810828025,164.85,2026-03,57.43
⚠️ 獲利稀釋,3.91,6651.TWO,2.47,全宇昕,6.32,2025,-163.5,149.5,22.89,N/A,186.39,⚪ 中性觀察,N/A,9.583333333333332,234.00000000000003,2026-03,-22.95
📉 獲利侵蝕,1.19,3213.TWO,2.59,茂訊,7.4,2025,-164.20999999999998,124.5,-8.48,25.33%,155.73,⚪ 中性觀察,7.00%,6.387891226269882,292.35,2026-03,-12.32
📉 獲利侵蝕,34.04,2424.TW,-0.58,隴華,-1.34,2025,-165.21,8.1999998093,-114.81,27.86%,50.4,⚪ 數據不足,-40.94%,0.0,-58.8,2026-03,59.69
📉 獲利侵蝕,-11.82,4138.TWO,0.84,曜亞,3.81,2025,-165.56,56.2999992371,-26.32,44.64%,139.24,⚪ 中性觀察,12.42%,5.792180991471193,145.8,2026-03,-32.69
⚠️ 獲利稀釋,-4.75,2606.TW,1.17,裕民,4.31,2025,-165.8,76.6999969482,333.33,35.36%,499.13,⚪ 中性觀察,30.49%,8.265085878038795,139.19999999999996,2026-03,-22.2
⚠️ 獲利稀釋,-3.71,3252.TWO,0.09,海灣,0.13,2025,-166.92,15.3000001907,12.5,43.11%,179.42,❌ 暫避觀望,22.84%,90.00000112176471,2.55,2026-03,141.94
⚠️ 獲利稀釋,-0.48,4949.TW,1.19,有成精密,1.91,2025,-167.23000000000002,74.5999984741,197.5,N/A,364.73,⚪ 中性觀察,N/A,13.970037167434459,80.1,2026-03,240.74
⚠️ 獲利稀釋,12.03,6197.TW,3.21,佳必琪,8.67,2025,-167.26,320.0,96.93,N/A,264.19,⚪ 中性觀察,N/A,14.746543778801847,325.49999999999994,2026-03,-0.23
⚠️ 獲利稀釋,-62.05,6550.TW,-0.64,北極星藥業-KY,-5.1,2025,-167.39999999999998,19.0952205658,25.58,N/A,192.98,⚪ 數據不足,N/A,0.0,-160.04999999999998,2026-03,-40.62
📉 獲利侵蝕,-16.89,2482.TW,-0.23,連宇,-1.09,2025,-167.48000000000002,16.25,-4.55,35.81%,162.93,⚪ 數據不足,-38.32%,0.0,-45.3,2026-03,-234.57
📉 獲利侵蝕,-31.28,8437.TWO,-0.4,大地-KY,-1.29,2025,-168.3,10.6499996185,-11.11,N/A,157.19,⚪ 數據不足,N/A,0.0,-46.050000000000004,2026-03,-516.13
⚠️ 獲利稀釋,18.56,2395.TW,3.85,研華,12.25,2025,-168.54,722.0,21.52,39.78%,190.06,❌ 暫避觀望,15.69%,23.875661375661373,453.6,2026-03,17.26
⚠️ 獲利稀釋,-2.5,6224.TW,0.64,聚鼎,0.67,2025,-168.57000000000002,82.1999969482,46.51,N/A,215.08,❌ 暫避觀望,N/A,26.261979855654953,46.949999999999996,2026-03,-69.96
⚠️ 獲利稀釋,28.3,4749.TWO,3.66,新應材,11.33,2025,-169.10000000000002,728.0,63.39,44.02%,232.49,❌ 暫避觀望,23.34%,25.24271844660194,432.6,2026-03,32.78
⚠️ 獲利稀釋,-13.26,6937.TW,0.96,天虹,3.01,2025,-169.86,300.5,31.51,N/A,201.37,❌ 暫避觀望,N/A,43.550724637681164,103.49999999999999,2026-03,-50.25
⚠️ 獲利稀釋,13.3,6690.TWO,2.27,安�硌穈T,10.22,2025,-170.18,179.0,21.39,N/A,191.57,⚪ 中性觀察,N/A,7.4801504387797735,358.95000000000005,2026-03,36.27
📉 獲利侵蝕,16.84,6485.TWO,0.0,點序,0.71,2025,-170.28,70.0999984741,-100.0,N/A,70.28,❌ 暫避觀望,N/A,100.14285496300002,10.5,2026-03,152.21
⚠️ 獲利稀釋,-1.45,6929.TWO,-0.21,佑全,-1.63,2025,-170.61,22.0499992371,25.0,N/A,195.61,⚪ 數據不足,N/A,0.0,-49.05,2026-03,-54.29
⚠️ 獲利稀釋,-12.32,5299.TWO,1.65,杰力,4.58,2025,-170.81,101.5,18.71,N/A,189.52,⚪ 中性觀察,N/A,9.424326833797585,161.55,2026-03,-22.77
⚠️ 獲利稀釋,-23.91,1323.TW,0.36,永裕,0.26,2025,-172.04999999999995,21.3999996185,620.0,15.09%,792.05,❌ 暫避觀望,1.25%,31.47058767426471,10.2,2026-03,-89.88
📉 獲利侵蝕,-2.97,2070.TWO,0.28,精湛,2.3,2025,-172.23000000000002,61.0,-43.18,45.13%,129.05,⚪ 中性觀察,17.87%,14.055299539170507,65.1,2026-03,-22.56
📉 獲利侵蝕,38.81,6591.TW,0.75,動力-KY,5.37,2025,-172.28,44.2000007629,-55.88,N/A,116.4,⚪ 中性觀察,N/A,3.2452276624743024,204.29999999999998,2026-03,60.88
⚠️ 獲利稀釋,1.84,2926.TWO,0.17,誠品生活,0.54,2025,-172.47,30.1000003815,6.25,40.82%,178.72,❌ 暫避觀望,-1.48%,23.515625298046874,19.2,2026-03,100.0
⚠️ 獲利稀釋,20.59,3297.TWO,-0.05,杭特,0.47,2025,-173.02,34.3499984741,28.57,30.70%,201.59,❌ 暫避觀望,-18.51%,27.926828027723577,18.45,2026-03,461.54
⚠️ 獲利稀釋,-11.73,7704.TWO,0.7,明遠精密,2.07,2025,-173.26,62.0,42.86,N/A,216.12,⚪ 中性觀察,N/A,12.653061224489797,73.49999999999999,2026-03,-22.56
⚠️ 獲利稀釋,1.36,6844.TWO,1.57,諾貝兒,2.35,2025,-173.3,57.2999992371,18.94,N/A,192.24,⚪ 中性觀察,N/A,8.88372081195349,96.74999999999999,2026-03,-21.14
⚠️ 獲利稀釋,10.19,6640.TWO,5.19,均華,12.75,2025,-174.41,1010.0,218.52,N/A,392.93,❌ 暫避觀望,N/A,31.105635971666146,487.05000000000007,2026-03,-14.04
⚠️ 獲利稀釋,2.67,2412.TW,1.3,中華電,4.99,2025,-174.49,145.0,3.17,33.63%,177.66,⚪ 中性觀察,17.33%,11.462450592885375,189.75,2026-03,3.96
⚠️ 獲利稀釋,-3.52,9960.TWO,0.53,邁達康,1.75,2025,-174.67999999999998,39.3499984741,29.27,N/A,203.95,⚪ 中性觀察,N/A,10.41005250637566,56.7,2026-03,-13.79
