日期,代號,名稱,最新價格,成本,股數,損益,報酬率
2026-05-21,2317,鴻海,247.5,241.21,2000,12580,2.61%
2026-05-21,4142,國光生,17.6,25.32,1000,-7720,-30.49%
2026-05-21,0050,元大台灣50,95.85,46.6,16016,788788,105.69%
2026-05-21,0056,元大高股息,45.44,36.43,8000,72080,24.73%
2026-05-21,00635U,期元大S&P黃金,47.37,55.25,3000,-23640,-14.26%
2026-05-21,00738U,期元大道瓊白銀,60.75,66.26,1000,-5510,-8.32%
2026-05-21,00929,復華台灣科技優息,26.49,19.73,8000,54080,34.26%
2026-05-21,009816,凱基台灣TOP50,13.89,11.01,63000,181440,26.16%
2026-05-21,00990A,主動元大AI新經濟,17.67,11.48,5000,30950,53.92%
2026-05-21,2009,第一銅,38.8,50.56,4000,-47040,-23.26%
2026-05-21,2337,旺宏,141.0,95.28,2000,91440,47.98%
2026-05-21,2409,友達,20.2,16.21,2000,7980,24.61%
2026-05-21,3481,群創,40.6,25.1,4000,62000,61.75%
2026-05-21,6806,森崴能源,10.3,45.39,5000,-175450,-77.31%
2026-05-21,3105,穩懋,483.0,556.47,300,-22041,-13.20%
2026-05-21,4966,譜瑞-KY,789.0,1921.64,1000,-1132640,-58.94%
2026-05-21,00403A,主動統一升級50,10.01,10.68,26026,-17437,-6.27%
2026-05-21,00981A,主動統一台股增長,28.86,27.48,2000,2760,5.02%
2026-05-21,2313,華通,258.0,250.71,1000,7290,2.91%
2026-05-21,2330,台積電,2230.0,225.55,10,20044,888.69%
2026-05-21,6789,采鈺,525.0,593.5,400,-27400,-11.54%
2026-05-21,5474,聰泰,169.0,175.15,2000,-12300,-3.51%
2026-05-21,6849,奇鼎科技,201.0,266.4,280,-18312,-24.55%
2026-05-21,7853,政美應用,345.5,409.29,280,-17861,-15.59%
