代號,名稱,前日均價,報買價,報買量,報賣價,報賣量,日最高,日最低,日均價,成交,成交量,進度日期,上市櫃進度(註)
1260,富味鄉,24.38,23.8,3000,24.95,3000,24.95,24.00,24.21,24.25,29001,-,
1269,乾杯,70.65,67.5,2997,70.8,2894,70.80,67.50,70.71,67.50,109,-,
1271,晨暉生技,61.89,61.8,6000,62.7,5000,64.00,61.80,62.46,62.70,14300,-,
1293,利統,27.35,26.9,6000,27.9,1999,27.90,27.90,27.90,27.90,1001,-,
1343,旭東環保,21.19,20.45,1238,21.25,2999,21.75,18.85,19.81,21.25,118695,-,
1480,東盟開發,9.12,9.12,5000,9.3,4999,9.30,9.30,9.30,9.30,1,-,
1594,日高,9.72,9.35,5000,9.7,4863,10.00,9.35,9.51,9.70,66932,-,
1780,立弘,31.15,30.9,2983,31.05,9000,31.20,30.50,30.86,30.90,190978,115/01/28,櫃買中心同意上櫃契約
2071,震南鐵,20.17,20.1,6995,20.3,3000,20.25,20.00,20.13,20.10,48704,-,
2237,華德動能,37.06,36.9,3000,37.45,2000,38.70,36.80,37.18,37.45,249488,115/03/09,證交所同意創新板上市契約
2245,詠勝昌*,26.94,26.7,5596,27.35,3000,27.35,26.70,26.95,27.10,2485,-,
2249,湧盛,123.93,124,2000,125,2000,129.50,124.00,125.39,125.00,52028,115/05/08,送件申請上櫃
2252,為昇科,18.16,17.7,5000,17.9,4000,18.25,17.75,17.88,17.90,92643,-,
2255,凱銳光電,20.42,20.5,3000,21.1,3000,21.25,19.70,20.41,21.15,70891,-,
2256,歐特明,67.87,70.3,6000,73.3,2000,77.40,66.90,69.06,73.30,301302,-,
2644,中信造船,79.16,78.1,3000,79.5,3000,79.50,77.20,78.50,79.50,31643,-,
2733,維格餅家,10.63,10.5,5000,11,5000,11.00,10.55,10.55,11.00,3002,-,
2741,老四川,21.01,20.9,3000,21.6,3000,21.60,20.90,21.22,21.60,17614,-,
2758,路易莎咖啡,65.86,65.1,3000,67.6,3000,67.70,65.00,66.19,67.60,14903,-,
2760,巨宇翔,20.19,19.1,10000,20.1,4000,20.10,19.00,19.91,20.10,21101,-,
2761,橘焱胡同,15.00,14.9,5000,15.25,4900,15.40,14.90,15.12,15.25,34101,-,
2938,床的世界,23.20,23.4,3000,23.8,1000,23.80,23.70,23.76,23.70,7011,115/04/29,送件申請上櫃
2940,歐都納,24.30,23.6,3000,24.25,3000,-,-,-,-,-,-,
