gm,symbol,om,est_price,prev_eps,expansion,prev_eps_yoy,prev_rev_yoy,name,status,eps_yoy,pe,advice,date,eps,price,prev_year,rev_yoy
N/A,6163.TWO,N/A,5.3999999999999995,-0.17,-31.369999999999997,-14.29,9.55,華電網,🔄 轉虧為盈,-20.43,147.77777989694445,❌ 暫避觀望,2025-12,0.75,53.2000007629,2025,10.94
11.98%,2208.TW,7.19%,-95.1,-1.94,-31.460000000000004,-95.96,59.58,台船,⚠️ 獲利稀釋,18.81,0.0,⚪ 數據不足,2025-12,-1.77,18.6499996185,2025,50.27
N/A,6148.TWO,N/A,40.5,0.72,-31.479999999999997,-40.0,9.72,驊宏資,📉 獲利侵蝕,-11.69,10.66666638411111,⚪ 中性觀察,2025-12,1.36,28.7999992371,2025,19.79
17.93%,3090.TW,10.80%,203.85000000000002,4.21,-31.56,17.53,32.55,日電貿,📉 獲利侵蝕,-2.02,14.422369389256804,⚪ 中性觀察,2025-12,5.48,196.0,2025,29.54
21.67%,2374.TW,8.17%,74.55,1.52,-31.68,0.0,45.79,佳能,⚠️ 獲利稀釋,28.57,16.177062681267607,❌ 暫避觀望,2025-12,2.44,80.4000015259,2025,60.25
N/A,6469.TWO,N/A,159.9,3.02,-31.72,-21.61,10.06,大樹,📉 獲利侵蝕,-22.33,6.726078512964352,⚪ 中性觀察,2025-12,4.01,71.6999969482,2025,9.39
11.11%,2377.TW,2.63%,236.99999999999997,4.87,-31.759999999999998,-34.98,17.9,微星,📉 獲利侵蝕,-15.42,7.151898734177216,⚪ 中性觀察,2025-12,6.8,113.0,2025,16.34
N/A,8091.TWO,N/A,194.84999999999997,3.96,-31.96,-28.13,4.35,翔名,📉 獲利侵蝕,-25.14,18.937644341801388,❌ 暫避觀望,2025-12,5.89,246.0,2025,6.82
N/A,6418.TWO,N/A,30.749999999999996,0.72,-32.11,-1.37,-3.81,詠昇,🌑 雙重衰退,-33.64,15.29268311292683,❌ 暫避觀望,2025-12,0.73,31.3500003815,2025,-1.53
N/A,6585.TW,N/A,0.0,3.81,-32.29,-52.91,-14.46,鼎基,🌑 雙重衰退,-45.5,0.0,⚪ 數據不足,2025-12,5.64,0.0,2025,-13.21
17.92%,2603.TW,9.72%,1346.4,27.74,-32.59,-45.0,-15.64,長榮,🌑 雙重衰退,-50.82,2.3618538324420677,⚪ 中性觀察,2025-12,31.68,212.0,2025,-18.23
N/A,6548.TWO,N/A,56.400000000000006,1.12,-32.620000000000005,-24.31,12.56,長科*,📉 獲利侵蝕,-20.6,13.670213171781915,⚪ 中性觀察,2025-12,1.63,51.4000015259,2025,12.02
34.78%,3567.TWO,18.49%,35.699999999999996,0.69,-32.68,-52.41,-13.96,逸昌,🌑 雙重衰退,-43.32,12.163865866764706,⚪ 中性觀察,2025-12,1.06,28.9500007629,2025,-10.64
N/A,7777.TWO,N/A,0.0,0.35,-32.800000000000004,-31.37,6.8,能率亞洲,📉 獲利侵蝕,-16.92,0.0,⚪ 數據不足,2025-12,0.58,32.8499984741,2025,15.88
12.46%,1909.TW,2.54%,-21.900000000000002,-0.54,-32.82,-440.0,-6.88,榮成,🌑 雙重衰退,-39.29,0.0,⚪ 數據不足,2025-12,-0.39,9.0200004578,2025,-6.47
30.30%,1470.TW,18.03%,21.000000000000004,0.32,-32.96,-58.44,3.3,大統新創,📉 獲利侵蝕,-30.97,15.642856870357141,❌ 暫避觀望,2025-12,0.78,21.8999996185,2025,1.99
4.67%,4420.TWO,-0.60%,311.40000000000003,5.23,-33.22,-2.24,27.84,光明,📉 獲利侵蝕,-10.52,1.907514377365125,⚪ 中性觀察,2025-12,5.53,39.5999984741,2025,22.7
91.47%,2897.TW,32.72%,24.750000000000004,0.53,-33.39,-24.64,-6.53,王道銀行,🏰 高護城河,-35.48,6.121212352424242,⚪ 中性觀察,2025-12,0.61,10.1000003815,2025,-2.09
20.87%,3038.TW,0.16%,40.800000000000004,0.82,-33.5,-56.0,-15.48,全台,🌑 雙重衰退,-50.0,8.290440895992646,⚪ 中性觀察,2025-12,1.1,22.5499992371,2025,-16.5
22.84%,2105.TW,6.75%,58.650000000000006,1.23,-33.59,-42.25,-4.96,正新,🌑 雙重衰退,-39.27,8.299232931687978,⚪ 中性觀察,2025-12,1.5,32.4500007629,2025,-5.68
N/A,5258.TW,N/A,95.55000000000001,1.56,-33.63,-65.71,-2.59,虹堡,📉 獲利侵蝕,-33.17,8.979591956499213,⚪ 中性觀察,2025-12,4.23,57.2000007629,2025,0.46
N/A,4961.TW,N/A,403.04999999999995,8.08,-33.66,-34.04,-0.32,天鈺,🌑 雙重衰退,-39.94,6.66170450316338,⚪ 中性觀察,2025-12,9.65,179.0,2025,-6.28
N/A,4994.TW,N/A,85.65,1.71,-33.82,-53.91,-27.43,傳奇,🌑 雙重衰退,-59.0,15.761821366024519,❌ 暫避觀望,2025-12,1.96,90.0,2025,-25.18
13.39%,3305.TW,3.80%,124.95,2.57,-33.95,-8.59,30.27,昇貿,📉 獲利侵蝕,-4.59,16.686674669867948,❌ 暫避觀望,2025-12,3.16,139.0,2025,29.36
16.83%,1785.TWO,11.95%,76.64999999999999,1.27,-34.27,-40.28,30.97,光洋科,📉 獲利侵蝕,-1.88,27.88649706457926,❌ 暫避觀望,2025-12,3.14,142.5,2025,32.39
N/A,5906.TW,N/A,46.349999999999994,0.78,-34.28,-39.53,-10.26,台南-KY,🌑 雙重衰退,-41.32,14.88673139158576,⚪ 中性觀察,2025-12,0.98,46.0,2025,-7.04
N/A,6716.TWO,N/A,60.6,1.19,-34.349999999999994,-69.69,-16.58,應廣,🌑 雙重衰退,-49.65,24.70297105242574,❌ 暫避觀望,2025-12,2.19,99.8000030518,2025,-15.3
N/A,6126.TWO,N/A,31.050000000000004,0.66,-34.489999999999995,-7.04,5.58,信音,📉 獲利侵蝕,-27.08,17.246377180144922,❌ 暫避觀望,2025-12,0.71,35.7000007629,2025,7.41
N/A,5353.TWO,N/A,51.150000000000006,1.0,-34.51,-42.53,-5.73,台林,🌑 雙重衰退,-36.28,7.6392959639589435,⚪ 中性觀察,2025-12,1.38,26.0499992371,2025,-1.77
N/A,6155.TW,N/A,19.799999999999997,0.41,-34.58,-52.87,11.9,鈞寶,📉 獲利侵蝕,-23.71,45.000001155984855,❌ 暫避觀望,2025-12,0.74,59.4000015259,2025,10.87
N/A,6834.TW,N/A,13.200000000000001,0.24,-34.739999999999995,-58.62,17.47,天二科技,📉 獲利侵蝕,-21.88,75.6818164478409,❌ 暫避觀望,2025-12,0.5,66.5999984741,2025,12.86
43.28%,3680.TWO,17.47%,277.04999999999995,4.2,-34.77,-55.93,0.17,家登,📉 獲利侵蝕,-22.51,29.453167298321606,❌ 暫避觀望,2025-12,9.43,544.0,2025,12.26
2.93%,2314.TW,-21.07%,-195.15000000000003,-4.71,-34.78,-83.27,-21.59,台揚,📉 獲利侵蝕,-34.29,0.0,⚪ 數據不足,2025-12,-6.11,16.0499992371,2025,0.49
6.52%,1308.TW,2.26%,-63.3,-1.16,-34.9,-45.0,-3.08,亞聚,🌑 雙重衰退,-39.68,0.0,⚪ 數據不足,2025-12,-1.76,13.25,2025,-4.78
51.62%,3617.TW,10.14%,525.9000000000001,11.6,-35.349999999999994,-32.24,-1.7,碩天,🏰 高護城河,-40.33,5.618938961779806,⚪ 中性觀察,2025-12,14.47,197.0,2025,-4.98
13.53%,2387.TW,3.69%,124.95,2.56,-35.78,-51.25,-18.24,精元,🌑 雙重衰退,-55.56,4.693877367839136,⚪ 中性觀察,2025-12,3.47,39.0999984741,2025,-19.78
N/A,6221.TWO,N/A,99.3,1.84,-35.78,-23.33,19.24,晉泰,📉 獲利侵蝕,-33.33,3.474320241691843,⚪ 中性觀察,2025-12,2.35,23.0,2025,2.45
N/A,6667.TWO,N/A,507.45,9.96,-35.78,44.29,80.9,信紘科,⚠️ 獲利稀釋,39.39,7.508128879692581,⚪ 中性觀察,2025-12,13.77,254.0,2025,75.17
N/A,6683.TWO,N/A,513.4499999999999,10.08,-35.93,-18.1,27.1,雍智科技,📉 獲利侵蝕,-12.9,49.225825299444935,❌ 暫避觀望,2025-12,15.42,1685.0,2025,23.03
N/A,5514.TWO,N/A,-5.1000000000000005,-0.04,-35.97999999999999,33.33,0.0,三豐,🌑 雙重衰退,-135.14,0.0,⚪ 數據不足,2025-12,-0.13,15.25,2025,-99.16
75.32%,1786.TW,19.86%,74.7,1.38,-35.98,-45.93,1.13,科妍,🏰 高護城河,-35.61,11.947791164658634,⚪ 中性觀察,2025-12,2.24,59.5,2025,0.37
11.56%,2353.TW,2.51%,42.900000000000006,0.9,-36.01,-34.07,1.31,宏��,📉 獲利侵蝕,-31.87,9.930069796678321,⚪ 中性觀察,2025-12,1.26,28.3999996185,2025,4.14
51.65%,2736.TWO,-9.65%,-66.9,-1.67,-36.07,24.61,51.06,富野,🏰 高護城河,0.0,0.0,⚪ 數據不足,2025-12,-1.83,12.0,2025,36.07
20.85%,3564.TWO,1.19%,22.800000000000004,0.51,-36.22,-22.73,11.47,其陽,📉 獲利侵蝕,-26.97,27.631578947368418,❌ 暫避觀望,2025-12,0.65,42.0,2025,9.25
-2.87%,3372.TWO,-10.81%,-51.45,-1.07,-36.65,-46.58,16.7,典範,📉 獲利侵蝕,-15.09,0.0,⚪ 數據不足,2025-12,-1.22,19.8500003815,2025,21.56
N/A,6906.TW,N/A,47.7,0.56,-36.870000000000005,-67.46,-7.5,現觀科,🌑 雙重衰退,-48.45,24.119495895660375,❌ 暫避觀望,2025-12,1.87,76.6999969482,2025,-11.58
N/A,6597.TWO,N/A,85.49999999999999,1.62,-36.910000000000004,-57.7,-13.06,立誠,🌑 雙重衰退,-48.7,12.80701754385965,⚪ 中性觀察,2025-12,2.51,73.0,2025,-11.79
21.43%,3338.TW,4.40%,74.10000000000001,1.44,-36.93,-31.25,-0.18,泰碩,🌑 雙重衰退,-40.47,14.736842723036437,⚪ 中性觀察,2025-12,1.8,72.8000030518,2025,-3.54
N/A,6937.TW,N/A,100.05,1.92,-36.99,-50.39,-2.93,天虹,🌑 雙重衰退,-50.25,44.15292353823089,❌ 暫避觀望,2025-12,3.01,294.5,2025,-13.26
9.15%,2489.TW,0.67%,40.05,0.81,-37.35,-37.59,5.27,瑞軒,📉 獲利侵蝕,-31.22,17.528089601910114,❌ 暫避觀望,2025-12,1.22,46.7999992371,2025,6.13
31.57%,4580.TWO,12.43%,179.25000000000003,4.09,-37.370000000000005,-36.65,-2.47,捷流閥業,🌑 雙重衰退,-42.92,6.861924686192468,⚪ 中性觀察,2025-12,5.03,82.0,2025,-5.55
21.42%,3206.TWO,4.13%,78.60000000000001,1.49,-37.519999999999996,-57.79,-12.52,志豐,🌑 雙重衰退,-50.73,7.213740312423664,⚪ 中性觀察,2025-12,2.02,37.7999992371,2025,-13.21
N/A,7732.TW,N/A,70.35000000000001,1.3,-37.839999999999996,-37.32,4.64,金興精密,📉 獲利侵蝕,-37.18,7.462686567164178,⚪ 中性觀察,2025-12,1.73,35.0,2025,0.66
33.66%,1339.TW,13.17%,70.65,1.12,-37.879999999999995,-72.48,-9.85,昭輝,🌑 雙重衰退,-51.9,8.662420220191084,⚪ 中性觀察,2025-12,2.41,40.7999992371,2025,-14.02
13.02%,1616.TW,9.95%,90.3,2.22,-37.88,342.86,21.44,億泰,📉 獲利侵蝕,-24.5,3.6295681696843856,⚪ 中性觀察,2025-12,1.55,21.8500003815,2025,13.38
10.73%,1434.TW,1.58%,15.0,0.29,-37.97,-64.63,-2.03,福懋,🌑 雙重衰退,-42.05,15.3000001907,❌ 暫避觀望,2025-12,0.51,15.3000001907,2025,-4.08
16.85%,2724.TWO,-24.14%,-10.350000000000001,-0.35,-38.11,-113.06,-75.21,藝舍-KY,🌑 雙重衰退,-106.76,0.0,⚪ 數據不足,2025-12,-0.2,13.8999996185,2025,-68.65
43.31%,2495.TW,9.76%,23.999999999999996,0.45,-38.21,-73.37,-14.6,普安,🌑 雙重衰退,-49.1,25.406250953687504,❌ 暫避觀望,2025-12,1.13,40.6500015259,2025,-10.89
N/A,6284.TWO,N/A,159.3,3.12,-38.239999999999995,-34.26,5.83,佳邦,📉 獲利侵蝕,-34.8,8.794727074001882,⚪ 中性觀察,2025-12,4.36,93.4000015259,2025,3.44
N/A,6441.TWO,N/A,-188.25,-3.76,-38.26,-178.52,-53.82,廣錠,🌑 雙重衰退,-94.72,0.0,⚪ 數據不足,2025-12,-5.16,24.4500007629,2025,-56.46
N/A,6147.TWO,N/A,130.8,2.62,-38.28,-39.44,7.16,頎邦,📉 獲利侵蝕,-32.79,25.516055045871557,❌ 暫避觀望,2025-12,3.74,222.5,2025,5.49
N/A,6207.TWO,N/A,33.0,0.7,-38.36,-56.52,-6.79,雷科,🌑 雙重衰退,-56.52,40.318180430999995,❌ 暫避觀望,2025-12,0.9,88.6999969482,2025,-18.16
N/A,6637.TWO,N/A,279.15,5.8,-38.540000000000006,9.07,47.8,醫影,⚠️ 獲利稀釋,1.91,3.5303598575067165,⚪ 中性觀察,2025-12,7.17,65.6999969482,2025,40.45
38.12%,3438.TWO,-0.86%,30.6,0.57,-38.690000000000005,-55.47,8.0,類比科,📉 獲利侵蝕,-33.77,33.23529561362745,❌ 暫避觀望,2025-12,1.0,67.8000030518,2025,4.92
17.06%,2352.TW,1.17%,28.799999999999997,0.59,-38.8,-31.0,5.54,佳世達,📉 獲利侵蝕,-35.71,14.166667064010417,⚪ 中性觀察,2025-12,0.64,27.2000007629,2025,3.09
N/A,5905.TWO,N/A,-21.9,-0.36,-38.82,-75.0,1.87,南仁湖,📉 獲利侵蝕,-29.17,0.0,⚪ 數據不足,2025-12,-0.63,8.0799999237,2025,9.65
44.07%,2641.TWO,38.28%,71.55,1.55,-38.86,2.72,46.32,正德,⚠️ 獲利稀釋,4.26,3.7106919838364782,⚪ 中性觀察,2025-12,2.01,17.7000007629,2025,43.12
N/A,7728.TWO,N/A,135.45,1.85,-38.89,-74.86,-20.52,光焱科技,🌑 雙重衰退,-45.05,79.51273532668883,❌ 暫避觀望,2025-12,4.92,718.0,2025,-6.16
21.75%,1805.TW,10.56%,9.45,0.06,-38.949999999999996,-92.11,1968.35,寶徠,🌑 雙重衰退,-93.38,16.031746637301588,❌ 暫避觀望,2025-12,0.2,10.1000003815,2025,-54.43
24.63%,4767.TWO,7.42%,39.15,0.61,-38.97,-71.89,-15.03,誠泰科技,🌑 雙重衰退,-56.03,10.153256704980844,⚪ 中性觀察,2025-12,1.24,26.5,2025,-17.06
N/A,8102.TWO,N/A,0.0,1.63,-39.239999999999995,-54.21,-16.46,傑霖科技,🌑 雙重衰退,-62.55,0.0,⚪ 數據不足,2025-12,2.25,65.1999969482,2025,-23.31
N/A,8045.TW,N/A,17.400000000000002,0.43,-39.25,-78.92,-27.96,達運光電,🌑 雙重衰退,-70.37,62.24137667948275,❌ 暫避觀望,2025-12,0.64,72.1999969482,2025,-31.12
N/A,6669.TW,N/A,9698.099999999999,200.85,-39.25,137.3,168.74,緯穎,⚠️ 獲利稀釋,124.43,8.267083243109475,⚪ 中性觀察,2025-12,275.06,5345.0,2025,163.68
N/A,6028.TWO,N/A,0.0,5.85,-39.43,-40.97,8.76,公勝保經,📉 獲利侵蝕,-34.17,0.0,⚪ 數據不足,2025-12,7.86,80.0999984741,2025,5.26
23.90%,3413.TW,11.87%,817.1999999999999,16.22,-39.49,-6.86,33.97,京鼎,📉 獲利侵蝕,-12.83,5.9930249632892805,⚪ 中性觀察,2025-12,21.44,326.5,2025,26.66
87.57%,3083.TWO,12.73%,10.350000000000001,0.14,-39.51,-85.11,-19.4,網龍,🏰 高護城河,-46.91,40.36231939347826,❌ 暫避觀望,2025-12,0.43,27.8500003815,2025,-7.4
17.76%,3715.TW,3.42%,119.24999999999999,2.4,-39.53,-24.29,6.68,定穎投控,📉 獲利侵蝕,-30.16,20.628930817610065,❌ 暫避觀望,2025-12,2.7,164.0,2025,9.37
24.81%,4441.TW,9.90%,0.0,11.38,-39.67,-24.5,28.9,振大環球,📉 獲利侵蝕,-11.39,0.0,⚪ 數據不足,2025-12,14.79,0.0,2025,28.28
56.51%,1784.TWO,-0.97%,38.55,0.73,-39.8,-27.37,0.0,訊聯,🏰 高護城河,-38.61,27.74319184894942,❌ 暫避觀望,2025-12,1.02,71.3000030518,2025,1.19
33.38%,3088.TWO,10.77%,144.29999999999998,2.76,-39.81,-48.29,1.18,艾訊,📉 獲利侵蝕,-37.99,14.293139293139294,⚪ 中性觀察,2025-12,4.68,137.5,2025,1.82
16.97%,2543.TW,14.03%,101.10000000000001,1.93,-39.81,-39.37,-11.27,皇昌,🌑 雙重衰退,-44.58,6.891691507848664,⚪ 中性觀察,2025-12,2.69,46.4500007629,2025,-4.77
N/A,5009.TWO,N/A,76.95,1.3,-39.86,-66.14,-10.82,榮剛,🌑 雙重衰退,-50.0,6.929824412690059,⚪ 中性觀察,2025-12,2.2,35.5499992371,2025,-10.14
24.39%,3004.TW,9.60%,230.85000000000002,4.4,-39.95,-11.16,13.37,豐達科,📉 獲利侵蝕,-24.15,8.187134502923977,⚪ 中性觀察,2025-12,5.85,126.0,2025,15.8
12.78%,3515.TW,5.61%,555.0,11.25,-39.980000000000004,58.9,107.53,華擎,⚠️ 獲利稀釋,46.5,6.0675675675675675,⚪ 中性觀察,2025-12,15.28,224.5,2025,86.48
53.12%,3455.TWO,6.13%,41.55,1.36,-39.99,-28.8,5.04,由田,🏰 高護城河,-49.53,111.91335740072202,❌ 暫避觀望,2025-12,2.67,310.0,2025,-9.54
N/A,7730.TW,N/A,0.0,0.84,-40.18,-56.48,-5.61,暉盛-創,🌑 雙重衰退,-45.51,0.0,⚪ 數據不足,2025-12,1.73,222.5,2025,-5.33
64.17%,2941.TWO,2.03%,94.80000000000001,2.07,-40.18,-17.2,16.89,米斯特,🏰 高護城河,-27.47,4.90506329113924,⚪ 中性觀察,2025-12,2.35,31.0,2025,12.71
N/A,8234.TWO,N/A,25.349999999999998,0.32,-40.19,190.91,14.43,新漢,📉 獲利侵蝕,-35.0,39.9999990971006,❌ 暫避觀望,2025-12,0.39,67.5999984741,2025,5.19
9.99%,2030.TW,2.68%,12.450000000000001,0.13,-40.19,-80.3,-18.3,彰源,🌑 雙重衰退,-58.33,20.903614917469877,❌ 暫避觀望,2025-12,0.35,17.3500003815,2025,-18.14
15.28%,1110.TW,7.32%,11.999999999999998,0.29,-40.239999999999995,-42.0,3.38,東泥,🌑 雙重衰退,-40.98,17.749999761625002,❌ 暫避觀望,2025-12,0.36,14.1999998093,2025,-0.74
N/A,6715.TW,N/A,71.99999999999999,1.17,-40.279999999999994,-73.41,-27.23,嘉基,🌑 雙重衰退,-65.38,99.37500000000003,❌ 暫避觀望,2025-12,1.8,477.0,2025,-25.1
N/A,4958.TW,N/A,189.9,3.79,-40.29,-30.62,8.76,臻鼎-KY,📉 獲利侵蝕,-33.96,37.08530805687204,❌ 暫避觀望,2025-12,6.91,469.5,2025,6.33
13.97%,2355.TW,5.11%,57.75,0.96,-40.35,-58.8,-4.42,敬鵬,🌑 雙重衰退,-43.86,16.883116883116884,❌ 暫避觀望,2025-12,1.6,65.0,2025,-3.51
N/A,6692.TWO,N/A,0.0,0.44,-40.37,160.27,9.77,進能服,🌑 雙重衰退,-75.0,0.0,⚪ 數據不足,2025-12,0.23,0.0,2025,-34.63
N/A,5469.TW,N/A,227.55,4.93,-40.52,6.52,33.04,瀚宇博,📉 獲利侵蝕,-3.06,5.379037473572842,⚪ 中性觀察,2025-12,6.05,81.5999984741,2025,37.46
-1.01%,3707.TWO,-12.37%,-75.6,-1.5,-40.73,-59.57,-5.0,漢磊,🌑 雙重衰退,-41.61,0.0,⚪ 數據不足,2025-12,-1.97,80.0,2025,-0.88
N/A,8482.TW,N/A,83.85,1.74,-40.85,-45.89,-4.79,商億-KY,🌑 雙重衰退,-48.17,8.711985825205725,⚪ 中性觀察,2025-12,2.3,48.7000007629,2025,-7.32
33.00%,2474.TW,13.69%,392.25000000000006,7.45,-40.96,-44.88,6.3,可成,📉 獲利侵蝕,-37.78,7.0745697896749515,⚪ 中性觀察,2025-12,11.33,185.0,2025,3.18
N/A,8349.TWO,N/A,66.44999999999999,1.19,-41.050000000000004,-61.04,-13.33,�矬�,🌑 雙重衰退,-53.88,9.367945823927766,⚪ 中性觀察,2025-12,1.93,41.5,2025,-12.83
N/A,4952.TW,N/A,51.0,1.01,-41.07,-54.3,-16.15,凌通,🌑 雙重衰退,-54.63,15.441176470588236,❌ 暫避觀望,2025-12,1.03,52.5,2025,-13.56
21.84%,1570.TWO,-16.24%,31.65,0.66,-41.35,-62.29,-27.3,力肯,🌑 雙重衰退,-73.78,18.767771788672984,❌ 暫避觀望,2025-12,0.59,39.5999984741,2025,-32.43
56.66%,3669.TW,7.42%,14.85,0.27,-41.56,-85.0,-8.34,圓展,🏰 高護城河,-44.61,37.32323309383838,❌ 暫避觀望,2025-12,1.13,36.9500007629,2025,-3.05
N/A,7718.TWO,N/A,116.85,2.36,-41.57,-52.7,-1.01,友鋮,📉 獲利侵蝕,-40.13,6.418485237483955,⚪ 中性觀察,2025-12,3.75,50.0,2025,1.44
-13.28%,2104.TW,-24.71%,-126.74999999999999,-3.4,-41.59,-98.81,-10.37,國際中橡,🌑 雙重衰退,-53.09,0.0,⚪ 數據不足,2025-12,-4.28,10.1000003815,2025,-11.5
N/A,6423.TWO,N/A,30.900000000000002,0.64,-41.7,-29.21,3.74,億而得,📉 獲利侵蝕,-39.36,48.00970947859223,❌ 暫避觀望,2025-12,0.58,98.9000015259,2025,2.34
12.43%,2031.TW,7.27%,104.69999999999997,2.67,-41.79,-43.79,28.25,新光鋼,📉 獲利侵蝕,-26.67,5.494269122363898,⚪ 中性觀察,2025-12,3.3,38.3499984741,2025,15.12
N/A,6756.TW,N/A,39.300000000000004,0.71,-41.84,-62.63,-14.38,威鋒電子,🌑 雙重衰退,-50.67,38.74045801526717,❌ 暫避觀望,2025-12,1.11,101.5,2025,-8.83
N/A,6624.TWO,N/A,0.7499999999999994,-0.03,-41.96,94.92,1.87,萬年清,🔄 轉虧為盈,-52.17,945.9999847420008,❌ 暫避觀望,2025-12,0.36,47.2999992371,2025,-10.21
14.91%,4739.TW,8.56%,25.35,0.54,-42.02,-57.6,33.64,康普,⚠️ 獲利稀釋,9.15,55.976330458047336,❌ 暫避觀望,2025-12,1.56,94.5999984741,2025,51.17
33.30%,3022.TW,5.30%,143.85,2.51,-42.12,-56.5,-4.78,威強電,🌑 雙重衰退,-46.9,7.288842703430657,⚪ 中性觀察,2025-12,4.63,69.9000015259,2025,-4.78
N/A,5223.TWO,N/A,-8.55,0.13,-42.15,125.0,25.06,安力-KY,📉 獲利侵蝕,-24.07,0.0,⚪ 數據不足,2025-12,-0.67,23.9500007629,2025,18.08
25.36%,2397.TW,-1.87%,115.80000000000001,2.48,-42.64,31.22,25.35,友通,📉 獲利侵蝕,-28.03,7.862694399339377,⚪ 中性觀察,2025-12,2.49,60.7000007629,2025,14.61
N/A,5310.TWO,N/A,39.75000000000001,0.99,-42.69,-71.14,-20.61,天剛,🌑 雙重衰退,-82.78,9.207547025849056,⚪ 中性觀察,2025-12,0.52,24.3999996185,2025,-40.09
N/A,6174.TWO,N/A,22.35,0.4,-42.85,-31.03,35.19,安��,📉 獲利侵蝕,-12.0,28.523489932885905,❌ 暫避觀望,2025-12,0.66,42.5,2025,30.85
N/A,5388.TW,N/A,155.39999999999998,3.15,-42.91,-47.97,-11.64,中磊,🌑 雙重衰退,-47.82,8.011583011583012,⚪ 中性觀察,2025-12,4.04,83.0,2025,-4.91
N/A,5245.TWO,N/A,-168.45000000000002,-3.24,-42.94,-46.23,-11.14,智晶,🌑 雙重衰退,-56.67,0.0,⚪ 數據不足,2025-12,-4.9,26.2999992371,2025,-13.73
29.13%,3317.TWO,15.60%,83.55000000000001,1.83,-42.98,0.55,13.09,尼克森,📉 獲利侵蝕,-33.33,13.590663724991021,⚪ 中性觀察,2025-12,1.66,75.6999969482,2025,9.65
45.87%,2605.TW,37.60%,32.7,0.49,-43.26,-77.93,-10.71,新興,🌑 雙重衰退,-43.36,14.036697422706421,⚪ 中性觀察,2025-12,1.45,30.6000003815,2025,-0.1
19.12%,3467.TWO,0.61%,21.9,0.44,-43.55,-42.47,-0.81,台灣精材,🌑 雙重衰退,-44.12,42.465753424657535,❌ 暫避觀望,2025-12,0.58,62.0,2025,-0.57
21.08%,1582.TW,5.11%,140.55,2.98,-43.56,-45.92,-8.18,信錦,🌑 雙重衰退,-51.27,12.54002134471718,⚪ 中性觀察,2025-12,3.45,117.5,2025,-7.71
47.79%,1443.TW,28.93%,34.05,0.52,-43.62,-66.67,11.98,立益物流,📉 獲利侵蝕,-37.57,11.65198271493392,⚪ 中性觀察,2025-12,1.13,26.4500007629,2025,6.05
11.63%,2439.TW,3.86%,179.70000000000002,3.77,-43.72,-36.75,2.55,美律,📉 獲利侵蝕,-37.71,7.161936815676127,⚪ 中性觀察,2025-12,5.36,85.8000030518,2025,6.01
N/A,6859.TWO,N/A,113.7,1.78,-43.81,-6.84,51.18,伯特光,📉 獲利侵蝕,-8.36,15.699208443271768,❌ 暫避觀望,2025-12,2.86,119.0,2025,35.45
20.14%,3211.TWO,13.68%,324.15000000000003,6.53,-43.94,-61.07,-15.78,順達,🌑 雙重衰退,-48.92,16.33503007866728,❌ 暫避觀望,2025-12,9.05,353.0,2025,-4.98
25.80%,3306.TWO,1.28%,79.64999999999999,1.81,-43.940000000000005,-20.96,16.16,鼎天,📉 獲利侵蝕,-33.45,8.606403156854991,⚪ 中性觀察,2025-12,1.95,45.7000007629,2025,10.49
7.91%,2743.TWO,0.83%,245.7,4.26,-43.96,-34.36,-4.59,山富,🌑 雙重衰退,-45.58,4.133088946776557,⚪ 中性觀察,2025-12,3.94,67.6999969482,2025,-1.62
N/A,6194.TWO,N/A,91.80000000000001,1.84,-44.279999999999994,-31.34,3.42,育富,🌑 雙重衰退,-47.23,5.294117896388888,⚪ 中性觀察,2025-12,2.19,32.4000015259,2025,-2.95
14.61%,4935.TW,-1.85%,47.25000000000001,1.03,-44.349999999999994,-66.12,-18.21,茂林-KY,🌑 雙重衰退,-67.32,11.619047134634918,⚪ 中性觀察,2025-12,1.34,36.5999984741,2025,-22.97
N/A,8131.TW,N/A,30.0,0.46,-44.4,-72.94,2.79,福懋科,📉 獲利侵蝕,-33.33,31.10000038145,❌ 暫避觀望,2025-12,1.36,62.2000007629,2025,11.07
21.81%,2484.TW,6.31%,19.2,0.26,-44.410000000000004,-62.32,11.67,希華,📉 獲利侵蝕,-34.34,35.03906130789062,❌ 暫避觀望,2025-12,0.65,44.8499984741,2025,10.07
N/A,6569.TWO,N/A,83.55000000000001,1.69,-44.48,-44.19,16.17,醫揚,📉 獲利侵蝕,-38.68,17.701974591400358,❌ 暫避觀望,2025-12,2.88,98.5999984741,2025,5.8
18.84%,3501.TW,5.60%,133.95,2.59,-44.519999999999996,-37.29,-5.58,維熹,🌑 雙重衰退,-50.98,4.512877854098544,⚪ 中性觀察,2025-12,3.0,40.2999992371,2025,-6.46
N/A,6292.TWO,N/A,47.4,0.8,-44.769999999999996,-77.78,-5.82,迅德,🌑 雙重衰退,-48.05,16.930379746835445,❌ 暫避觀望,2025-12,2.0,53.5,2025,-3.28
N/A,6904.TWO,N/A,174.45000000000005,3.66,-44.99,-49.1,-0.41,伯鑫,🌑 雙重衰退,-48.04,9.88822012037833,⚪ 中性觀察,2025-12,5.44,115.0,2025,-3.05
N/A,5474.TWO,N/A,192.3,4.13,-45.05,-16.06,28.06,聰泰,📉 獲利侵蝕,-22.13,13.182527301092044,⚪ 中性觀察,2025-12,5.49,169.0,2025,22.92
