eps,symbol,prev_year,name,expansion,status,eps_yoy,rev_yoy,prev_eps_yoy,prev_rev_yoy,price,est_price,date,om,advice,gm,pe,prev_eps
1.19,1907.TW,2025,永豐餘,27.509999999999998,🧐 疑業外收益,21.43,-6.08,33.85,-5.16,26.1000003815,28.95,2025-12,-0.03%,✅ 穩健價值,13.94%,13.52331625984456,0.87
9.58,6419.TWO,2025,京晨科,27.430000000000003,🌑 雙重衰退,-8.41,-35.84,-50.97,-38.21,127.5,220.80000000000004,2025-12,N/A,💎 強力關注,N/A,8.661684782608694,4.29
4.03,8249.TW,2025,菱光,27.41,🧐 疑業外收益,15.99,-11.42,30.36,-8.11,50.0999984741,164.25,2025-12,N/A,💎 強力關注,N/A,4.5753423264018265,3.8
-1.15,6218.TWO,2025,豪勉,27.1,🚀 利潤擴張,31.55,4.45,54.0,11.68,32.75,-37.65,2025-12,N/A,⚪ 數據不足,N/A,0.0,-0.69
69.18,3661.TW,2025,世芯-KY,26.660000000000004,🌑 雙重衰退,-13.83,-40.49,-11.99,-32.65,4040.0,2590.35,2025-12,25.70%,⚠️ 追價風險,42.25%,23.394521975794778,50.89
-4.38,6153.TW,2025,嘉聯益,26.150000000000002,🧐 疑業外收益,0.46,-25.69,20.51,-25.38,20.75,-155.7,2025-12,N/A,⚪ 數據不足,N/A,0.0,-2.86
29.06,8210.TW,2025,勤誠,26.11,🚀 利潤擴張,77.66,51.55,64.4,43.27,1445.0,1011.5999999999999,2025-12,N/A,⚪ 中性觀察,N/A,21.426453143534996,20.45
6.13,4417.TWO,2025,金洲,26.09,🚀 利潤擴張,39.0,12.91,56.86,16.97,45.75,228.45000000000002,2025-12,19.04%,💎 強力關注,29.73%,3.0039395929087327,4.69
5.77,3702.TW,2025,大聯大,25.89,🚀 利潤擴張,39.35,13.46,44.82,14.61,109.0,197.24999999999997,2025-12,2.13%,💎 強力關注,4.26%,8.288973384030419,4.07
1.62,2069.TW,2025,運錩,25.8,🧐 疑業外收益,20.0,-5.8,27.91,-3.4,19.6499996185,57.900000000000006,2025-12,4.08%,💎 強力關注,10.04%,5.090673476295336,1.1
-1.34,2424.TW,2025,隴華,25.65,🚀 利潤擴張,59.69,34.04,57.33,87.04,10.9499998093,-54.15,2025-12,-40.94%,⚪ 數據不足,27.86%,0.0,-1.3
3.12,2481.TW,2025,強茂,25.55,🚀 利潤擴張,30.0,4.45,16.58,2.28,135.5,111.0,2025-12,7.81%,⚪ 中性觀察,32.67%,18.31081081081081,2.18
-0.38,2712.TW,2025,遠雄來,25.339999999999996,🚀 利潤擴張,73.24,47.9,90.52,68.78,14.6000003815,-15.15,2025-12,-30.62%,⚪ 數據不足,2.82%,0.0,-0.11
0.05,6179.TWO,2025,亞通,25.22,🧐 疑業外收益,25.0,-0.22,130.0,34.28,23.9500007629,16.05,2025-12,N/A,⚠️ 追價風險,N/A,22.38317828308411,0.36
1.23,2359.TW,2025,所羅門,25.16,🚀 利潤擴張,46.43,21.27,400.0,27.31,135.5,7.050000000000001,2025-12,2.82%,⚠️ 追價風險,24.10%,288.2978723404255,0.1
-0.78,6512.TWO,2025,啟發電,25.14,🧐 疑業外收益,17.02,-8.12,25.0,0.72,19.7999992371,-22.950000000000003,2025-12,N/A,⚪ 數據不足,N/A,0.0,-0.33
4.23,6961.TWO,2025,旅天下,25.090000000000003,🧐 疑業外收益,16.53,-8.56,24.54,-5.29,61.4000015259,0.0,2025-12,N/A,⚪ 數據不足,N/A,0.0,4.06
-1.44,3058.TW,2025,立德,25.06,🚀 利潤擴張,25.52,0.46,59.68,-0.37,9.3199996948,-32.400000000000006,2025-12,-20.80%,⚪ 數據不足,2.21%,0.0,-0.51
-0.47,6228.TWO,2025,全譜,24.75,🚀 利潤擴張,44.71,19.96,-7.81,2.61,21.5,-28.049999999999997,2025-12,N/A,⚪ 數據不足,N/A,0.0,-0.69
4.37,8028.TW,2025,昇陽半導體,24.61,🚀 利潤擴張,51.58,26.97,81.07,31.53,315.0,160.5,2025-12,N/A,⚠️ 追價風險,N/A,29.4392523364486,3.08
14.08,6782.TW,2025,視陽,24.389999999999997,🚀 利潤擴張,39.41,15.02,24.08,14.41,194.5,499.49999999999994,2025-12,N/A,💎 強力關注,N/A,5.840840840840841,10.1
0.4,8176.TWO,2025,智捷,24.319999999999997,🌑 雙重衰退,-9.3,-33.62,557.14,-15.17,10.1000003815,14.7,2025-12,N/A,💎 強力關注,N/A,10.306122838265306,0.33
0.73,8423.TWO,2025,保綠-KY,23.91,🚀 利潤擴張,25.86,1.95,28.95,0.21,17.7999992371,24.45,2025-12,N/A,💎 強力關注,N/A,10.920244930736198,0.49
-2.14,6872.TWO,2025,浩宇生醫,23.760000000000005,🌑 雙重衰退,-38.16,-61.92,-17.19,-52.22,16.8999996185,-78.00000000000001,2025-12,N/A,⚪ 數據不足,N/A,0.0,-1.54
0.61,3296.TW,2025,勝德,23.66,🧐 疑業外收益,22.0,-1.66,6800.0,2.21,22.25,31.349999999999998,2025-12,1.75%,💎 強力關注,19.21%,10.645933014354068,0.69
0.58,1410.TW,2025,南染,23.659999999999997,🧐 疑業外收益,3.51,-20.15,0.0,-18.74,25.0,15.75,2025-12,4.46%,⚠️ 追價風險,31.89%,23.80952380952381,0.41
-2.25,3672.TWO,2025,康聯訊,23.43,🧐 疑業外收益,3.03,-20.4,33.88,-8.13,11.8000001907,-78.30000000000001,2025-12,-34.01%,⚪ 數據不足,28.80%,0.0,-1.5
-0.6,5484.TW,2025,慧友,23.339999999999996,🚀 利潤擴張,33.33,9.99,2.82,-8.43,49.9500007629,-45.3,2025-12,N/A,⚪ 數據不足,N/A,0.0,-0.69
1.23,2910.TW,2025,統領,23.32,🏰 高護城河,8.85,-14.47,8.43,-15.17,21.3500003815,42.599999999999994,2025-12,51.79%,💎 強力關注,87.61%,7.517605768133803,0.9
-0.86,1626.TW,2025,艾美特-KY,23.01,🧐 疑業外收益,18.87,-4.14,53.13,-4.12,9.9799995422,-16.2,2025-12,-2.32%,⚪ 數據不足,20.74%,0.0,-0.3
4.49,6170.TWO,2025,統振,22.800000000000004,🚀 利潤擴張,32.45,9.65,78.84,13.41,52.0,159.75,2025-12,N/A,💎 強力關注,N/A,4.88262910798122,3.38
5.23,4442.TWO,2025,竣邦-KY,22.759999999999998,🚀 利潤擴張,52.37,29.61,81.37,39.34,54.0,207.0,2025-12,10.88%,💎 強力關注,27.73%,3.913043478260869,3.98
-0.15,2913.TW,2025,農林,22.689999999999998,🚀 利潤擴張,31.82,9.13,35.29,18.12,11.4499998093,-5.7,2025-12,-7.01%,⚪ 數據不足,40.70%,0.0,-0.11
2.08,6907.TWO,2025,雅特力-KY,22.64,🚀 利潤擴張,24.55,1.91,56.82,0.12,132.0,0.0,2025-12,N/A,⚪ 數據不足,N/A,0.0,1.38
35.12,7750.TW,2025,新代,22.519999999999996,🚀 利潤擴張,51.69,29.17,21.35,26.18,2135.0,1242.0000000000002,2025-12,N/A,⚠️ 追價風險,N/A,25.78502415458937,22.8
1.63,1733.TW,2025,五鼎,22.34,🚀 利潤擴張,27.34,5.0,25.56,7.7,28.7000007629,64.35,2025-12,7.57%,💎 強力關注,30.15%,6.689976867808858,1.13
5.37,6591.TW,2025,動力-KY,22.07,🚀 利潤擴張,60.88,38.81,74.3,38.83,55.0999984741,218.7,2025-12,N/A,💎 強力關注,N/A,3.7791494152331966,4.65
4.03,3694.TW,2025,海華,22.03,🚀 利潤擴張,45.42,23.39,51.89,26.88,60.7999992371,148.65,2025-12,3.72%,💎 強力關注,15.30%,6.135216875590313,3.27
0.56,2032.TW,2025,新鋼,21.990000000000002,🚀 利潤擴張,24.44,2.45,12.12,9.42,17.25,18.6,2025-12,2.25%,✅ 穩健價值,6.08%,13.911290322580646,0.37
11.19,1256.TW,2025,鮮活果汁-KY,21.939999999999998,🚀 利潤擴張,24.88,2.94,13.52,-3.77,178.0,383.3999999999999,2025-12,6.32%,💎 強力關注,24.61%,6.964006259780909,9.32
8.6,2211.TW,2025,長榮鋼,21.910000000000004,🚀 利潤擴張,40.52,18.61,46.61,21.52,92.4000015259,329.1,2025-12,19.61%,💎 強力關注,25.25%,4.211485940104831,7.36
31.0,6805.TW,2025,富世達,21.56000000000001,🚀 利潤擴張,73.18,51.62,68.69,55.74,1755.0,993.9000000000001,2025-12,N/A,⚠️ 追價風險,N/A,26.486568065197705,20.04
-5.1,6550.TW,2025,北極星藥業-KY,21.43,🌑 雙重衰退,-40.62,-62.05,-31.08,-51.12,13.0,-163.35,2025-12,N/A,⚪ 數據不足,N/A,0.0,-2.91
-1.29,4128.TWO,2025,中天,21.08,🚀 利潤擴張,31.02,9.94,8.21,10.85,14.8500003815,-60.300000000000004,2025-12,-18.87%,⚪ 數據不足,42.56%,0.0,-1.23
2.77,5607.TW,2025,遠雄港,21.03,🚀 利潤擴張,40.61,19.58,41.06,17.61,53.5,100.80000000000001,2025-12,N/A,💎 強力關注,N/A,7.961309523809523,2.13
4.02,6967.TWO,2025,汎瑋材料,20.98,🚀 利潤擴張,26.43,5.45,14.98,-1.08,70.9000015259,134.25000000000003,2025-12,N/A,💎 強力關注,N/A,7.921787879988825,2.87
-1.65,6217.TWO,2025,中探針,20.569999999999997,🚀 利潤擴張,39.69,19.12,10.71,20.43,233.0,-78.60000000000001,2025-12,N/A,⚪ 數據不足,N/A,0.0,-1.31
3.96,6212.TWO,2025,理銘,20.330000000000005,🌑 雙重衰退,-34.98,-55.31,59.8,-39.92,28.5,185.99999999999997,2025-12,N/A,💎 強力關注,N/A,2.298387096774194,3.26
5.51,6203.TWO,2025,海韻電,20.28,🚀 利潤擴張,57.43,37.15,26.15,42.84,67.5,171.75,2025-12,N/A,💎 強力關注,N/A,5.895196506550219,3.28
3.7,6799.TW,2025,來頡,20.200000000000003,🚀 利潤擴張,26.76,6.56,5.14,6.38,84.5,120.6,2025-12,N/A,💎 強力關注,N/A,10.50995024875622,2.29
-0.73,4577.TWO,2025,達航科技,20.159999999999997,🚀 利潤擴張,32.41,12.25,35.66,23.84,86.6999969482,-48.449999999999996,2025-12,7.93%,⚪ 數據不足,23.60%,0.0,-0.92
7.08,6870.TWO,2025,騰雲,20.15,🚀 利潤擴張,40.48,20.33,64.04,20.49,313.5,204.3,2025-12,N/A,⚠️ 追價風險,N/A,23.01762114537445,4.38
7.37,5234.TW,2025,達興材料,20.119999999999997,🚀 利潤擴張,32.55,12.43,39.9,12.88,384.0,270.15,2025-12,N/A,⚪ 中性觀察,N/A,21.321488062187676,5.33
2.11,4973.TWO,2025,廣穎,19.67,🔄 轉虧為盈,16.48,-3.19,-108.72,-2.98,193.0,18.6,2025-12,N/A,⚠️ 追價風險,N/A,155.6451612903226,-0.17
0.7,6259.TWO,2025,百徽,19.37,🚀 利潤擴張,38.78,19.41,15.38,22.11,27.0499992371,25.2,2025-12,N/A,⚪ 中性觀察,N/A,16.101190022083333,0.45
1.23,2516.TW,2025,新建,19.35,🚀 利潤擴張,26.8,7.45,-5.0,12.18,13.1000003815,37.199999999999996,2025-12,4.30%,💎 強力關注,6.67%,5.282258218346775,0.57
2.45,1259.TWO,2025,安心,19.240000000000002,🚀 利潤擴張,19.51,0.27,-53.6,-0.82,58.4000015259,70.19999999999999,2025-12,0.36%,✅ 穩健價值,23.02%,12.478632804679489,1.03
-0.59,8067.TWO,2025,志旭,19.07,🧐 疑業外收益,16.9,-2.17,110.53,2.3,13.1000003815,-25.200000000000003,2025-12,N/A,⚪ 數據不足,N/A,0.0,0.02
-2.07,6431.TW,2025,光麗-KY,18.27,🧐 疑業外收益,17.15,-1.12,11.69,2.36,17.3999996185,-74.85,2025-12,N/A,⚪ 數據不足,N/A,0.0,-1.44
-10.06,8444.TWO,2025,綠河-KY,17.939999999999998,🌑 雙重衰退,-15.31,-33.25,-22.62,-31.52,4.9699997902,-315.75,2025-12,N/A,⚪ 數據不足,N/A,0.0,-5.84
5.01,3450.TW,2025,聯鈞,17.71,🚀 利潤擴張,31.15,13.44,91.21,26.94,472.0,205.5,2025-12,15.62%,⚠️ 追價風險,26.67%,34.45255474452555,3.48
-0.61,4147.TWO,2025,中裕,17.38,🚀 利潤擴張,17.57,0.19,-20.0,-0.63,57.5999984741,-20.55,2025-12,-58.34%,⚪ 數據不足,28.91%,0.0,-0.36
1.68,2477.TW,2025,美隆電,17.34,🧐 疑業外收益,12.0,-5.34,15.33,-5.96,21.8999996185,65.99999999999999,2025-12,N/A,💎 強力關注,N/A,4.977272640568183,1.58
2.31,2221.TWO,2025,大甲,17.34,🧐 疑業外收益,14.36,-2.98,28.36,0.76,42.0,87.30000000000001,2025-12,8.37%,💎 強力關注,20.63%,7.216494845360824,1.72
7.94,2421.TW,2025,建準,17.33,🚀 利潤擴張,45.05,27.72,45.85,27.79,145.0,276.3,2025-12,16.47%,💎 強力關注,32.82%,7.8718783930510305,5.65
15.46,6187.TWO,2025,萬潤,16.97,🧐 疑業外收益,13.93,-3.04,29.69,13.75,1065.0,583.0500000000001,2025-12,N/A,⚠️ 追價風險,N/A,27.39902238229997,12.1
2.65,7547.TWO,2025,碩網,16.95,🚀 利潤擴張,22.61,5.66,41.18,11.11,58.7000007629,93.14999999999999,2025-12,N/A,💎 強力關注,N/A,9.452496097085348,2.13
8.73,2472.TW,2025,立隆電,16.86,🚀 利潤擴張,24.54,7.68,4.85,8.92,335.5,277.35,2025-12,21.55%,⚪ 中性觀察,32.60%,18.14494321254732,5.19
1.42,8034.TWO,2025,榮群,16.630000000000003,🚀 利潤擴張,31.78,15.15,208.57,71.04,23.3999996185,45.15,2025-12,N/A,💎 強力關注,N/A,7.7740862519933565,1.09
4.48,5515.TW,2025,建國,16.619999999999997,🚀 利潤擴張,32.54,15.92,20.75,28.4,43.0,128.25,2025-12,N/A,💎 強力關注,N/A,5.029239766081871,2.91
3.66,2851.TW,2025,中再保,16.509999999999998,🚀 利潤擴張,16.56,0.05,-23.95,-7.87,36.5999984741,111.75,2025-12,21.14%,💎 強力關注,24.99%,4.912751473033556,2.0
-1.4,3593.TW,2025,力銘,16.49,🚀 利潤擴張,41.55,25.06,7.69,43.83,17.7999992371,-66.3,2025-12,-22.91%,⚪ 數據不足,-4.13%,0.0,-1.8
8.68,8436.TWO,2025,大江,16.11,🧐 疑業外收益,12.64,-3.47,16.0,-3.22,118.5,288.0,2025-12,N/A,💎 強力關注,N/A,6.171875,5.89
59.99,2357.TW,2025,華碩,16.060000000000002,🚀 利潤擴張,41.92,25.86,11.41,23.74,796.0,2283.9,2025-12,4.63%,💎 強力關注,15.94%,5.2278996453434905,44.63
5.43,4979.TWO,2025,華星光,15.95,🚀 利潤擴張,43.01,27.06,37.64,34.44,504.0,193.04999999999998,2025-12,N/A,⚠️ 追價風險,N/A,39.16083916083916,3.73
2.18,1593.TWO,2025,祺驊,15.929999999999998,🚀 利潤擴張,28.24,12.31,26.73,12.07,31.5,71.25,2025-12,10.89%,💎 強力關注,31.32%,6.631578947368421,1.28
-0.12,5302.TWO,2025,太欣,15.870000000000005,🚀 利潤擴張,55.56,39.69,0.0,22.1,10.8000001907,-8.85,2025-12,N/A,⚪ 數據不足,N/A,0.0,-0.2
-0.09,6969.TW,2025,成信實業*-創,15.790000000000006,🚀 利潤擴張,95.65,79.86,87.3,95.06,26.7999992371,-8.85,2025-12,N/A,⚪ 數據不足,N/A,0.0,-0.24
-1.4,3234.TWO,2025,光環,15.790000000000003,🚀 利潤擴張,34.88,19.09,45.03,19.64,113.0,-41.099999999999994,2025-12,-32.45%,⚪ 數據不足,8.38%,0.0,-0.94
9.37,3711.TW,2025,日月光投控,15.79,🚀 利潤擴張,24.18,8.39,11.64,7.92,539.0,308.85,2025-12,9.94%,⚠️ 追價風險,19.52%,26.177756192326374,5.99
-0.59,1799.TWO,2025,易威,15.71,🚀 利潤擴張,26.25,10.54,44.44,12.53,0.0,0.0,2025-12,-18.36%,⚪ 數據不足,41.11%,0.0,-0.35
-0.99,6124.TWO,2025,業強,15.649999999999999,🚀 利潤擴張,16.81,1.16,-22.86,12.2,30.8500003815,-49.95,2025-12,N/A,⚪ 數據不足,N/A,0.0,-0.86
21.72,5289.TWO,2025,宜鼎,15.249999999999993,🚀 利潤擴張,75.21,59.96,33.7,41.37,1795.0,653.4000000000001,2025-12,N/A,⚠️ 追價風險,N/A,41.207529843893475,12.46
2.92,2423.TW,2025,固緯,15.120000000000001,🏰 高護城河,20.66,5.54,26.58,4.13,74.0,101.85,2025-12,18.42%,💎 強力關注,51.76%,10.89837997054492,2.0
-0.4,6222.TWO,2025,立軒,15.030000000000001,🧐 疑業外收益,14.63,-0.4,16.13,12.72,20.4500007629,-15.449999999999998,2025-12,N/A,⚪ 數據不足,N/A,0.0,-0.31
66.26,2330.TW,2025,台積電,14.810000000000002,🏰 高護城河,46.42,31.61,51.8,36.39,2255.0,2344.0499999999997,2025-12,54.00%,✅ 穩健價值,62.33%,14.430152940423627,46.75
2.87,6509.TWO,2025,聚和,14.71,🚀 利潤擴張,17.48,2.77,9.22,4.39,48.4500007629,111.75000000000001,2025-12,N/A,💎 強力關注,N/A,6.50335580710067,2.35
2.9,6722.TW,2025,輝創,14.329999999999998,🧐 疑業外收益,11.54,-2.79,-11.4,-0.96,38.9000015259,0.0,2025-12,N/A,⚪ 數據不足,N/A,0.0,2.02
1.62,1225.TW,2025,福懋油,14.25,🧐 疑業外收益,8.0,-6.25,-6.67,-5.83,30.3500003815,58.8,2025-12,5.38%,💎 強力關注,10.74%,7.742347036096938,1.12
2.08,6614.TW,2025,資拓宏宇,14.129999999999999,🧐 疑業外收益,11.76,-2.37,163.64,15.97,39.9000015259,0.0,2025-12,N/A,⚪ 數據不足,N/A,0.0,0.87
14.61,7738.TWO,2025,東聯互動,14.11,🚀 利潤擴張,44.26,30.15,75.19,32.44,169.0,0.0,2025-12,N/A,⚪ 數據不足,N/A,0.0,11.58
9.28,1560.TW,2025,中砂,14.079999999999998,🚀 利潤擴張,30.18,16.1,9.71,15.28,609.0,315.59999999999997,2025-12,15.49%,⚠️ 追價風險,34.18%,28.94486692015209,6.02
2.56,5864.TWO,2025,致和證,13.940000000000005,🚀 利潤擴張,56.1,42.16,-53.39,-34.55,43.6500015259,31.95,2025-12,N/A,⚪ 中性觀察,N/A,20.49295846286385,1.17
2.67,8048.TWO,2025,德勝,13.9,🧐 疑業外收益,13.14,-0.76,5.03,-5.79,61.0999984741,86.25,2025-12,N/A,💎 強力關注,N/A,10.626086691147826,1.67
1.8,3703.TW,2025,欣陸,13.89,🚀 利潤擴張,25.87,11.98,-42.14,-3.98,21.7999992371,47.55,2025-12,7.24%,💎 強力關注,13.84%,6.876971368170347,0.92
-0.06,6225.TW,2025,天瀚,13.87,🚀 利潤擴張,14.29,0.42,-375.0,-19.16,23.5499992371,-7.199999999999999,2025-12,N/A,⚪ 數據不足,N/A,0.0,-0.19
2.77,5457.TWO,2025,宣德,13.79,🚀 利潤擴張,21.15,7.36,-11.11,11.53,29.5,88.20000000000002,2025-12,N/A,💎 強力關注,N/A,5.017006802721088,1.54
0.68,2836.TW,2025,高雄銀,13.780000000000001,🏰 高護城河,28.3,14.52,28.21,13.69,12.25,24.45,2025-12,32.37%,💎 強力關注,89.95%,7.515337423312884,0.49
-2.24,2007.TW,2025,燁興,13.629999999999999,🌑 雙重衰退,-9.8,-23.43,0.0,-17.76,7.3000001907,-76.95,2025-12,-33.95%,⚪ 數據不足,-29.22%,0.0,-1.54
6.8,6727.TWO,2025,亞泰金屬,13.499999999999998,🚀 利潤擴張,22.08,8.58,-7.17,-2.39,422.5,215.39999999999998,2025-12,N/A,⚠️ 追價風險,N/A,29.422005571030642,4.14
1.56,3704.TW,2025,合勤控,13.469999999999999,🧐 疑業外收益,10.87,-2.6,633.33,6.34,45.0499992371,47.25000000000001,2025-12,1.57%,✅ 穩健價值,30.58%,14.301587059396825,1.13
3.43,6272.TW,2025,驊陞,13.460000000000004,🚀 利潤擴張,44.34,30.88,137.1,41.28,35.3499984741,0.0,2025-12,N/A,⚪ 數據不足,N/A,0.0,2.94
-8.65,4927.TW,2025,泰鼎-KY,13.46,🧐 疑業外收益,6.63,-6.83,31.27,-4.71,49.7000007629,-262.95000000000005,2025-12,-27.74%,⚪ 數據不足,-13.35%,0.0,-4.9
23.26,6414.TW,2025,樺漢,13.39,🧐 疑業外收益,10.59,-2.8,28.02,-3.72,388.0,846.5999999999999,2025-12,N/A,💎 強力關注,N/A,6.874557051736358,17.04
6.25,7810.TWO,2025,捷創科技,13.059999999999995,🚀 利潤擴張,47.62,34.56,56.59,23.91,201.0,0.0,2025-12,N/A,⚪ 數據不足,N/A,0.0,3.21
0.61,6603.TWO,2025,富強鑫,12.78,🚀 利潤擴張,25.0,12.22,-35.71,9.61,21.8999996185,13.05,2025-12,N/A,⚠️ 追價風險,N/A,25.1724133545977,0.27
9.13,6625.TW,2025,必應,12.649999999999999,🚀 利潤擴張,51.64,38.99,68.94,33.28,75.0,288.0,2025-12,N/A,💎 強力關注,N/A,3.90625,6.5
3.92,8103.TW,2025,瀚荃,12.46,🚀 利潤擴張,17.71,5.25,2.54,4.44,94.8000030518,124.20000000000002,2025-12,N/A,💎 強力關注,N/A,11.449275730893719,2.47
5.51,2313.TW,2025,華通,12.36,🚀 利潤擴張,17.23,4.87,9.06,4.46,259.0,180.29999999999998,2025-12,10.97%,⚪ 中性觀察,18.70%,21.547420965058237,3.61
13.46,8416.TWO,2025,實威,12.29,🚀 利潤擴張,22.25,9.96,24.85,13.82,182.0,449.54999999999995,2025-12,N/A,💎 強力關注,N/A,6.072739406072739,8.34
2.42,2356.TW,2025,英業達,12.260000000000002,🚀 利潤擴張,19.21,6.95,35.04,15.92,66.1999969482,87.44999999999999,2025-12,1.48%,💎 強力關注,5.21%,11.355059510840482,1.85
2.12,3379.TWO,2025,彬台,12.180000000000007,🚀 利潤擴張,94.5,82.32,100.0,71.69,36.4000015259,44.25,2025-12,7.02%,✅ 穩健價值,13.52%,12.338983568101694,0.5
103.92,5274.TWO,2025,信驊,12.18,🚀 利潤擴張,52.82,40.64,67.72,52.48,16840.0,3595.8,2025-12,N/A,⚠️ 追價風險,N/A,70.24862339395962,72.23
3.44,5206.TWO,2025,坤悅,11.849999999999994,🚀 利潤擴張,66.99,55.14,61.14,56.94,24.1000003815,186.0,2025-12,N/A,💎 強力關注,N/A,1.943548417862903,3.69
3.19,2013.TW,2025,中鋼構,11.79,🚀 利潤擴張,18.15,6.36,13.5,10.09,42.5999984741,111.9,2025-12,2.40%,💎 強力關注,4.40%,5.710455559530831,2.27
-0.57,4142.TW,2025,國光生,11.74,🧐 疑業外收益,1.75,-9.99,-137.78,-35.17,17.7999992371,-48.6,2025-12,23.11%,⚪ 數據不足,49.56%,0.0,-1.09
9.01,2449.TW,2025,京元電子,11.590000000000003,🚀 利潤擴張,41.67,30.08,52.55,27.65,272.0,374.69999999999993,2025-12,28.21%,💎 強力關注,37.66%,10.88871096877502,7.17
1.98,6016.TWO,2025,康和證,11.55,🚀 利潤擴張,13.14,1.59,-23.97,-12.49,27.3500003815,29.849999999999998,2025-12,N/A,✅ 穩健價值,N/A,13.743718784673367,1.11
-2.68,3055.TW,2025,蔚華科,11.239999999999998,🌑 雙重衰退,-20.55,-31.79,-19.72,-39.2,82.0,-99.60000000000001,2025-12,-125.48%,⚪ 數據不足,16.83%,0.0,-1.73
17.36,6788.TWO,2025,華景電,11.120000000000001,🚀 利潤擴張,31.09,19.97,34.48,19.97,424.0,610.05,2025-12,N/A,💎 強力關注,N/A,10.425374969264816,12.09
1.35,8074.TWO,2025,鉅橡,10.98,🚀 利潤擴張,15.38,4.4,-10.99,4.12,71.0999984741,41.1,2025-12,N/A,⚠️ 追價風險,N/A,25.94890455259124,0.81
19.47,2368.TW,2025,金像電,10.75,🚀 利潤擴張,64.8,54.05,50.06,49.83,1420.0,656.4,2025-12,24.30%,⚠️ 追價風險,33.66%,32.449725776965266,13.61
19.45,3044.TW,2025,健鼎,10.400000000000002,🚀 利潤擴張,21.94,11.54,25.96,11.61,479.0,717.1500000000001,2025-12,17.08%,💎 強力關注,25.47%,10.018824513700062,14.75
1.25,2468.TW,2025,華經,10.27,🚀 利潤擴張,30.21,19.94,32.76,25.51,41.25,41.85,2025-12,4.34%,✅ 穩健價值,11.41%,14.78494623655914,0.77
0.93,2527.TW,2025,宏璟,10.25,🏰 高護城河,-80.68,-90.93,-55.04,-70.82,34.5999984741,1.1999999999999993,2025-12,12.48%,⚠️ 追價風險,61.03%,432.4999809262502,0.6
1.59,1218.TW,2025,泰山,10.05,🧐 疑業外收益,4.73,-5.32,-16.8,-6.62,0.0,0.0,2025-12,2.59%,⚪ 數據不足,16.49%,0.0,1.07
11.61,3036.TW,2025,文曄,10.049999999999997,🚀 利潤擴張,32.83,22.78,41.71,19.83,239.5,402.59999999999997,2025-12,1.75%,💎 強力關注,3.74%,8.923248882265277,8.11
10.26,3357.TWO,2025,臺慶科,9.989999999999998,🚀 利潤擴張,30.29,20.3,58.06,20.14,295.5,384.15,2025-12,14.20%,✅ 穩健價值,28.44%,11.538461538461538,7.84
3.42,3257.TW,2025,虹冠電,9.86,🚀 利潤擴張,39.18,29.32,26.19,22.45,53.0,123.75,2025-12,18.06%,✅ 穩健價值,45.11%,6.424242424242424,2.65
2.12,2884.TW,2025,玉山金,9.619999999999997,🏰 高護城河,30.06,20.44,23.66,15.61,33.6500015259,79.95,2025-12,40.48%,✅ 穩健價值,91.14%,6.313321111801126,1.62
0.03,1471.TW,2025,首利,9.369999999999997,🔄 轉虧為盈,-25.0,-34.37,-117.24,-27.03,10.8000001907,3.3,2025-12,-72.91%,⚠️ 追價風險,5.75%,49.09090995772728,-0.05
6.47,2006.TW,2025,東和鋼鐵,9.21,🧐 疑業外收益,5.37,-3.84,-0.44,-2.5,66.5999984741,232.95,2025-12,10.83%,✅ 穩健價值,15.94%,4.288473823187379,4.55
13.04,6138.TWO,2025,茂達,9.05,🚀 利潤擴張,31.94,22.89,24.31,21.32,291.0,453.15000000000003,2025-12,N/A,✅ 穩健價值,N/A,9.632571996027805,9.27
1.9,2880.TW,2025,華南金,9.04,🏰 高護城河,13.1,4.06,10.0,1.87,35.3499984741,68.39999999999999,2025-12,45.93%,✅ 穩健價值,97.25%,7.752192647828948,1.43
-0.73,6928.TW,2025,攸泰科技,8.95,🧐 疑業外收益,6.41,-2.54,79.17,5.88,43.0,-7.05,2025-12,N/A,⚪ 數據不足,N/A,0.0,-0.1
0.72,5381.TWO,2025,光譜,8.32,🧐 疑業外收益,2.44,-5.88,12.28,-6.16,34.0499992371,32.55,2025-12,N/A,✅ 穩健價值,N/A,15.691243888064518,0.65
9.97,5520.TWO,2025,力泰,8.3,🚀 利潤擴張,10.9,2.6,17.13,3.98,82.5,383.4,2025-12,N/A,✅ 穩健價值,N/A,3.227699530516432,7.92
-1.54,4804.TWO,2025,大略-KY,8.24,🚀 利潤擴張,15.65,7.41,55.65,8.04,3.2699999809,-39.300000000000004,2025-12,-65.06%,⚪ 數據不足,-7.81%,0.0,-0.65
3.87,6470.TWO,2025,宇智,8.06,🧐 疑業外收益,7.5,-0.56,14.07,12.82,48.7000007629,118.8,2025-12,N/A,✅ 穩健價值,N/A,6.148989995315656,2.27
7.93,5478.TWO,2025,智冠,8.03,🧐 疑業外收益,4.25,-3.78,-5.4,-8.2,105.0,290.85,2025-12,N/A,✅ 穩健價值,N/A,5.415162454873646,5.84
2.45,2329.TW,2025,華泰,8.0,🚀 利潤擴張,28.92,20.92,-2.16,19.58,52.7000007629,74.1,2025-12,8.19%,✅ 穩健價值,15.35%,10.668016348765182,1.41
