eps,symbol,prev_year,name,expansion,status,eps_yoy,rev_yoy,prev_eps_yoy,prev_rev_yoy,price,est_price,date,om,advice,gm,pe,prev_eps
28.77,2379.TW,2025,瑞昱,-12.23,📉 獲利侵蝕,-4.02,8.21,1.72,10.77,645.0,1178.25,2025-12,8.88%,⚪ 中性觀察,48.08%,8.211330362826226,23.59
8.67,6197.TW,2025,佳必琪,-12.26,📉 獲利侵蝕,-0.23,12.03,-9.9,12.17,325.5,301.79999999999995,2025-12,N/A,❌ 暫避觀望,N/A,16.1779324055666,6.1
2.05,6884.TWO,2025,海柏特,-12.33,📉 獲利侵蝕,-10.78,1.55,-5.33,-4.43,34.2000007629,0.0,2025-12,N/A,⚪ 數據不足,N/A,0.0,1.42
2.16,8908.TWO,2025,欣雄,-12.4,⚠️ 獲利稀釋,14.97,27.37,29.41,44.68,41.5999984741,79.80000000000001,2025-12,N/A,⚪ 中性觀察,N/A,7.819548585357142,1.54
2.4,8930.TWO,2025,青鋼,-12.46,🌑 雙重衰退,-20.27,-7.81,-25.56,-5.22,27.6000003815,85.19999999999999,2025-12,N/A,⚪ 中性觀察,N/A,4.859154996742958,1.66
15.06,6664.TWO,2025,群翊,-12.530000000000001,📉 獲利侵蝕,-9.46,3.07,-5.97,-0.08,367.5,536.5500000000001,2025-12,N/A,⚪ 中性觀察,N/A,10.273972602739725,10.74
-1.58,1305.TW,2025,華夏,-12.680000000000003,🌑 雙重衰退,-29.51,-16.83,-123.33,-13.55,12.5500001907,-68.1,2025-12,-10.28%,⚪ 數據不足,0.65%,0.0,-1.34
3.28,1708.TW,2025,東鹼,-12.82,🌑 雙重衰退,-16.11,-3.29,-29.94,-3.31,46.5,114.60000000000001,2025-12,19.41%,⚪ 中性觀察,33.86%,6.0863874345549736,2.2
1.5,5016.TWO,2025,松和,-12.85,📉 獲利侵蝕,-12.28,0.57,-25.38,2.31,25.1000003815,53.25,2025-12,N/A,⚪ 中性觀察,N/A,7.070422642676056,0.97
103.23,2059.TW,2025,川湖,-12.949999999999996,🏰 高護城河,59.82,72.77,58.13,78.51,6370.0,3430.95,2025-12,69.19%,❌ 暫避觀望,76.10%,27.849429458313296,66.35
0.81,1459.TW,2025,聯發,-12.950000000000003,⚠️ 獲利稀釋,18.33,31.28,8.16,43.56,11.6000003815,12.300000000000004,2025-12,6.56%,⚪ 中性觀察,15.20%,14.146341928658531,0.6
5.68,6924.TW,2025,榮惠-KY創,-13.040000000000001,🌑 雙重衰退,-16.96,-3.92,-47.48,-1.99,0.0,0.0,2025-12,N/A,⚪ 數據不足,N/A,0.0,3.23
-2.36,3259.TWO,2025,鑫創,-13.05,⚠️ 獲利稀釋,4.84,17.89,30.2,4.82,16.9500007629,-86.25,2025-12,-45.05%,⚪ 數據不足,15.22%,0.0,-1.71
-2.92,6657.TW,2025,華安,-13.149999999999999,🌑 雙重衰退,-14.12,-0.97,8.02,-5.71,35.0,-117.89999999999999,2025-12,N/A,⚪ 數據不足,N/A,0.0,-2.19
2.68,6175.TWO,2025,立敦,-13.36,🌑 雙重衰退,-14.74,-1.38,-18.83,-1.77,99.9000015259,99.00000000000003,2025-12,N/A,❌ 暫避觀望,N/A,15.136363867560602,1.96
1.86,3624.TWO,2025,光頡,-13.360000000000001,📉 獲利侵蝕,-9.71,3.65,-27.11,1.22,113.5,61.95000000000001,2025-12,7.20%,❌ 暫避觀望,23.30%,27.481840193704596,1.21
1.81,1203.TW,2025,味王,-13.44,🌑 雙重衰退,-23.5,-10.06,-19.23,-4.13,41.7000007629,64.64999999999999,2025-12,14.34%,⚪ 中性觀察,33.56%,9.675174190928074,1.28
66.16,2454.TW,2025,聯發科,-13.46,📉 獲利侵蝕,-1.14,12.32,-0.39,13.56,4155.0,2584.0499999999997,2025-12,14.55%,❌ 暫避觀望,46.13%,24.119115342195393,51.76
7.4,3213.TWO,2025,茂訊,-13.51,📉 獲利侵蝕,-12.32,1.19,-9.93,6.38,129.0,295.94999999999993,2025-12,7.00%,⚪ 中性觀察,25.33%,6.5382665990876845,6.08
28.26,3324.TWO,2025,雙鴻,-13.540000000000006,⚠️ 獲利稀釋,33.98,47.52,13.67,34.54,1010.0,891.8999999999999,2025-12,14.07%,❌ 暫避觀望,26.37%,16.986209216279853,18.13
10.77,6146.TWO,2025,耕興,-13.59,🌑 雙重衰退,-14.93,-1.34,-18.85,-2.12,214.0,403.95,2025-12,N/A,⚪ 中性觀察,N/A,7.946528035647976,7.92
7.95,1537.TW,2025,廣隆,-13.780000000000001,🌑 雙重衰退,-32.28,-18.5,-37.53,-17.19,126.5,298.05,2025-12,9.93%,⚪ 中性觀察,18.72%,6.366381479617513,5.76
4.51,6534.TW,2025,正瀚-創,-13.8,📉 獲利侵蝕,-2.59,11.21,-8.09,9.59,89.5,251.09999999999997,2025-12,N/A,⚪ 中性觀察,N/A,5.346475507765831,4.09
5.37,6757.TW,2025,台灣虎航,-13.85,📉 獲利侵蝕,-10.95,2.9,-22.46,-0.39,53.5999984741,224.4,2025-12,N/A,⚪ 中性觀察,N/A,3.5828875985360957,4.28
3.63,2949.TWO,2025,欣新網,-14.18,⚠️ 獲利稀釋,6.89,21.07,14.74,22.59,64.8000030518,134.10000000000002,2025-12,2.34%,⚪ 中性觀察,11.53%,7.248322489015659,2.21
1.36,1568.TW,2025,倉佑,-14.22,📉 獲利侵蝕,-13.92,0.3,-33.33,-1.99,38.0,49.650000000000006,2025-12,17.09%,⚪ 中性觀察,34.44%,11.480362537764348,0.88
3.34,2303.TW,2025,聯電,-14.23,📉 獲利侵蝕,-11.97,2.26,-18.45,2.23,118.5,117.6,2025-12,19.78%,❌ 暫避觀望,30.67%,15.114795918367347,2.54
6.66,6231.TWO,2025,系微,-14.27,📉 獲利侵蝕,-9.63,4.64,-14.37,4.28,278.0,235.35,2025-12,N/A,❌ 暫避觀望,N/A,17.7182919056724,4.59
2.19,6190.TWO,2025,萬泰科,-14.3,📉 獲利侵蝕,-8.22,6.08,-11.9,8.02,80.0,84.74999999999999,2025-12,N/A,⚪ 中性觀察,N/A,14.15929203539823,1.64
20.87,6491.TW,2025,晶碩,-14.34,📉 獲利侵蝕,-11.08,3.26,-15.63,1.72,326.0,792.1500000000001,2025-12,N/A,⚪ 中性觀察,N/A,6.1730732815754585,15.38
1.07,3056.TW,2025,富華新,-14.39,🌑 雙重衰退,-82.6,-68.21,417.65,1491.72,14.8000001907,77.10000000000001,2025-12,-1.56%,⚪ 中性觀察,21.31%,2.879377469007782,1.08
7.39,3416.TW,2025,融程電,-14.510000000000002,⚠️ 獲利稀釋,4.56,19.07,-2.6,18.44,174.5,263.85,2025-12,18.05%,⚪ 中性觀察,38.51%,9.92040932347925,5.3
5.39,4938.TW,2025,和碩,-14.57,🌑 雙重衰退,-15.3,-0.73,-30.83,-0.09,94.8000030518,182.24999999999997,2025-12,1.39%,⚪ 中性觀察,4.09%,7.802469386979425,3.42
15.04,2752.TWO,2025,豆府,-14.67,🏰 高護城河,-3.09,11.58,1.18,12.18,176.5,553.65,2025-12,11.29%,⚪ 中性觀察,52.30%,4.781901923597942,11.18
0.93,2845.TW,2025,遠東銀,-14.91,🏰 高護城河,-14.85,0.06,-24.1,-3.1,12.8000001907,34.95,2025-12,38.22%,⚪ 中性觀察,102.49%,5.493562313605151,0.7
5.15,3706.TW,2025,神達,-15.050000000000004,⚠️ 獲利稀釋,57.01,72.06,50.82,97.96,86.0999984741,184.2,2025-12,3.96%,⚪ 中性觀察,10.03%,7.011400527206841,3.68
3.0,1102.TW,2025,亞泥,-15.149999999999999,🌑 雙重衰退,-22.04,-6.89,-10.94,-4.13,34.4000015259,106.65,2025-12,10.05%,⚪ 中性觀察,14.02%,4.8382561921097045,2.42
1.53,1725.TW,2025,元禎,-15.219999999999999,🌑 雙重衰退,-19.9,-4.68,-17.96,2.13,0.0,0.0,2025-12,0.97%,⚪ 數據不足,4.14%,0.0,1.37
7.85,6855.TWO,2025,數泓科,-15.37,📉 獲利侵蝕,-14.67,0.7,-29.26,4.61,126.5,265.35,2025-12,N/A,⚪ 中性觀察,N/A,7.150932730356133,4.81
-5.06,1589.TW,2025,永冠-KY,-15.41,⚠️ 獲利稀釋,1.36,16.77,65.91,18.73,5.5399999619,-222.15,2025-09,-5.22%,⚪ 數據不足,7.87%,0.0,-2.71
0.45,1219.TW,2025,福壽,-15.45,📉 獲利侵蝕,-15.09,0.36,-30.56,0.36,12.5,12.9,2025-12,1.10%,⚪ 中性觀察,9.65%,14.534883720930234,0.25
6.56,7631.TW,2025,聚賢研發-創,-15.609999999999998,⚠️ 獲利稀釋,13.97,29.58,-16.19,2.0,126.5,190.95000000000002,2025-12,N/A,⚪ 中性觀察,N/A,9.937156323644933,3.07
9.39,6278.TW,2025,台表科,-15.66,📉 獲利侵蝕,-5.53,10.13,-8.37,13.01,188.0,355.34999999999997,2025-12,N/A,⚪ 中性觀察,N/A,7.935837906289574,6.9
-7.23,6949.TW,2025,沛爾生醫-創,-15.689999999999998,⚠️ 獲利稀釋,44.38,60.07,7.24,69.11,725.0,-237.15000000000003,2025-12,N/A,⚪ 數據不足,N/A,0.0,-4.65
1.55,1402.TW,2025,遠東新,-15.69,🌑 雙重衰退,-21.93,-6.24,-22.9,-7.44,27.6499996185,56.25,2025-12,6.69%,⚪ 中性觀察,19.14%,7.3733332316,1.08
-1.96,6598.TW,2025,ABC-KY,-15.690000000000005,⚠️ 獲利稀釋,22.83,38.52,28.11,38.99,24.8999996185,-69.6,2025-12,N/A,⚪ 數據不足,N/A,0.0,-1.33
4.1,9938.TW,2025,百和,-15.73,📉 獲利侵蝕,-13.68,2.05,-11.78,3.55,46.0,168.29999999999998,2025-12,N/A,⚪ 中性觀察,N/A,4.099821746880571,3.37
3.41,8383.TWO,2025,千附,-15.76,📉 獲利侵蝕,-2.59,13.17,-22.31,16.5,58.0,106.35,2025-12,N/A,⚪ 中性觀察,N/A,8.180535966149506,1.89
3.41,6754.TW,2025,匯僑設計,-15.849999999999998,🌑 雙重衰退,-46.72,-30.87,-54.2,-30.5,44.7000007629,101.85,2025-12,N/A,⚪ 中性觀察,N/A,6.583210716185566,2.29
5.97,8342.TWO,2025,益張,-15.969999999999999,🌑 雙重衰退,-21.86,-5.89,-24.29,-2.74,87.5999984741,209.09999999999997,2025-12,N/A,⚪ 中性觀察,N/A,6.284074495989958,4.02
5.48,6024.TW,2025,群益期,-15.99,📉 獲利侵蝕,-6.01,9.98,-15.38,14.8,60.5999984741,199.65,2025-12,N/A,⚪ 中性觀察,N/A,4.552967578820436,4.0
2.9,6235.TW,2025,華孚,-16.07,📉 獲利侵蝕,-2.36,13.71,-13.92,5.83,41.0,113.39999999999999,2025-12,N/A,⚪ 中性觀察,N/A,5.423280423280423,2.35
4.01,6789.TW,2025,采鈺,-16.37,🌑 雙重衰退,-27.01,-10.64,-25.2,-9.08,460.0,140.54999999999998,2025-12,N/A,❌ 暫避觀望,N/A,49.092849519743865,2.8
6.81,6679.TWO,2025,鈺太,-16.4,🌑 雙重衰退,-23.41,-7.01,-43.52,-6.83,261.5,197.24999999999997,2025-12,N/A,❌ 暫避觀望,N/A,19.885931558935365,3.84
-2.6,1304.TW,2025,台聚,-16.419999999999998,🌑 雙重衰退,-29.83,-13.41,-51.82,-10.84,12.75,-96.6,2025-12,-4.30%,⚪ 數據不足,5.34%,0.0,-1.85
16.97,3526.TWO,2025,凡甲,-16.689999999999998,⚠️ 獲利稀釋,5.64,22.33,9.74,24.44,325.0,624.6,2025-12,32.41%,⚪ 中性觀察,48.09%,7.804995196926033,12.33
1.98,4908.TWO,2025,前鼎,-16.81,🌑 雙重衰退,-29.79,-12.98,-22.03,-4.58,200.0,75.14999999999999,2025-12,17.75%,❌ 暫避觀望,46.40%,39.920159680638726,1.39
4.04,7747.TWO,2025,昕奇雲端,-16.88,📉 獲利侵蝕,-7.18,9.7,-10.23,12.71,128.5,157.20000000000002,2025-12,N/A,⚪ 中性觀察,N/A,12.261450381679388,3.01
9.52,2546.TW,2025,根基,-16.93,⚠️ 獲利稀釋,34.08,51.01,67.26,58.45,90.9000015259,319.65000000000003,2025-12,7.58%,⚪ 中性觀察,9.56%,4.2656030748897225,6.59
2.1,2542.TW,2025,興富發,-16.990000000000002,🌑 雙重衰退,-32.89,-15.9,-37.41,-41.9,45.4500007629,49.35,2025-12,27.38%,⚪ 中性觀察,33.40%,13.814589897537992,0.95
-0.84,3067.TWO,2025,全域,-17.020000000000003,⚠️ 獲利稀釋,16.83,33.85,-38.98,16.84,18.9500007629,-35.099999999999994,2025-12,-17.20%,⚪ 數據不足,28.85%,0.0,-0.82
7.83,3491.TWO,2025,昇達科,-17.049999999999997,🏰 高護城河,-12.03,5.02,-25.66,-6.01,1635.0,268.79999999999995,2025-12,27.57%,❌ 暫避觀望,58.57%,91.23883928571429,4.6
-0.48,3360.TWO,2025,尚立,-17.25,📉 獲利侵蝕,0.0,17.25,-58.54,7.82,14.6000003815,-28.5,2025-12,0.87%,⚪ 數據不足,3.88%,0.0,-0.65
2.23,8917.TWO,2025,欣泰,-17.27,📉 獲利侵蝕,-5.51,11.76,-11.4,16.23,51.5,84.74999999999999,2025-12,N/A,⚪ 中性觀察,N/A,9.115044247787612,1.71
11.77,7749.TW,2025,意騰-KY,-17.349999999999994,⚠️ 獲利稀釋,67.87,85.22,113.1,106.86,523.0,423.29999999999995,2025-12,N/A,❌ 暫避觀望,N/A,18.532955350815026,9.12
-0.09,5523.TWO,2025,豐謙,-17.379999999999995,🌑 雙重衰退,-116.36,-98.98,-115.09,-99.19,30.3999996185,-3.5999999999999996,2025-12,N/A,⚪ 數據不足,N/A,0.0,-0.08
7.27,3158.TWO,2025,嘉實,-17.43,🏰 高護城河,-10.36,7.07,-5.06,10.44,83.5999984741,0.0,2025-12,24.73%,⚪ 數據不足,63.24%,0.0,4.7
4.31,2606.TW,2025,裕民,-17.45,🌑 雙重衰退,-22.2,-4.75,-37.98,-9.08,68.5999984741,125.69999999999999,2025-12,30.49%,⚪ 中性觀察,35.36%,8.186157335811457,2.76
18.14,1795.TW,2025,美時,-17.5,🏰 高護城河,-7.14,10.36,-8.92,0.51,202.0,685.8,2025-12,23.84%,⚪ 中性觀察,55.31%,4.418197725284339,13.82
26.87,3034.TW,2025,聯詠,-17.55,🌑 雙重衰退,-19.62,-2.07,-18.56,0.41,478.5,1066.8000000000002,2025-12,16.92%,⚪ 中性觀察,38.19%,6.728065241844769,20.8
4.08,2891.TW,2025,中信金,-17.56,🏰 高護城河,11.73,29.29,3.78,23.13,68.1999969482,149.1,2025-12,31.38%,⚪ 中性觀察,70.98%,6.861166694989939,3.06
2.14,6730.TWO,2025,常廣,-17.66,📉 獲利侵蝕,-10.33,7.33,0.61,4.58,36.0,0.0,2025-12,N/A,⚪ 數據不足,N/A,0.0,1.66
1.87,8931.TWO,2025,大汽電,-17.66,🌑 雙重衰退,-19.4,-1.74,8.24,2.2,42.9000015259,88.35000000000001,2025-12,N/A,⚪ 中性觀察,N/A,7.283531668234295,1.84
5.27,2637.TW,2025,慧洋-KY,-17.720000000000002,🌑 雙重衰退,-34.78,-17.06,-61.76,-24.86,76.0,117.75,2025-12,36.66%,⚪ 中性觀察,37.77%,9.681528662420382,2.44
2.1,8438.TW,2025,昶昕,-17.77,📉 獲利侵蝕,-4.98,12.79,-31.64,10.16,80.4000015259,66.60000000000001,2025-12,N/A,❌ 暫避觀望,N/A,18.108108451779277,1.21
-1.12,5355.TWO,2025,佳總,-17.79,🌑 雙重衰退,-21.74,-3.95,-28.12,-9.55,6.8000001907,-36.6,2025-12,N/A,⚪ 數據不足,N/A,0.0,-0.82
4.2,2364.TW,2025,倫飛,-17.81,⚠️ 獲利稀釋,2.69,20.5,-4.85,25.9,68.5999984741,157.95,2025-12,7.82%,⚪ 中性觀察,39.87%,6.514719703143401,3.14
7.05,4760.TWO,2025,勤凱,-17.95,⚠️ 獲利稀釋,9.84,27.79,11.3,24.72,373.5,242.7,2025-12,15.04%,❌ 暫避觀望,22.01%,23.0840543881335,4.61
2.53,8099.TWO,2025,大世科,-17.97,⚠️ 獲利稀釋,9.52,27.49,0.66,24.12,60.0,81.3,2025-12,N/A,⚪ 中性觀察,N/A,11.07011070110701,1.52
2.37,2497.TW,2025,怡利電,-17.98,🌑 雙重衰退,-21.36,-3.38,-29.38,0.55,63.7000007629,78.0,2025-12,10.08%,⚪ 中性觀察,25.76%,12.250000146711537,1.49
14.92,4536.TW,2025,拓凱,-17.98,🌑 雙重衰退,-20.89,-2.91,-0.58,7.51,163.5,604.9499999999999,2025-12,10.54%,⚪ 中性觀察,32.65%,4.054054054054054,12.08
1.58,2115.TW,2025,六暉-KY,-18.21,🌑 雙重衰退,-22.93,-4.72,-1.99,-3.67,21.9500007629,73.2,2025-12,6.19%,⚪ 中性觀察,18.21%,4.497950976004098,1.48
6.57,9958.TW,2025,世紀鋼,-18.419999999999998,📉 獲利侵蝕,-2.48,15.94,-23.95,20.49,111.0,245.39999999999998,2025-12,N/A,⚪ 中性觀察,N/A,6.784841075794621,4.78
2.07,8039.TW,2025,台虹,-18.439999999999998,📉 獲利侵蝕,-11.69,6.75,-41.96,2.03,129.0,62.55,2025-12,N/A,❌ 暫避觀望,N/A,30.93525179856115,1.33
5.32,2248.TW,2025,華勝-KY,-18.52,🌑 雙重衰退,-19.0,-0.48,-30.34,-4.67,56.4000015259,181.05,2025-12,17.40%,⚪ 中性觀察,31.94%,4.672742462792047,3.36
3.08,9924.TW,2025,福興,-18.560000000000002,🌑 雙重衰退,-26.71,-8.15,-30.54,-7.04,40.6500015259,106.2,2025-12,N/A,⚪ 中性觀察,N/A,5.741525639251413,2.14
2.2,6843.TWO,2025,進典,-18.599999999999998,📉 獲利侵蝕,-7.56,11.04,-1.94,6.64,40.25,78.30000000000001,2025-12,N/A,⚪ 中性觀察,N/A,7.710727969348658,1.52
3.89,6720.TWO,2025,久昌,-18.679999999999996,🌑 雙重衰退,-33.16,-14.48,-37.15,-10.54,150.0,163.8,2025-12,N/A,⚪ 中性觀察,N/A,13.736263736263737,2.98
-1.86,6770.TW,2025,力積電,-18.68,📉 獲利侵蝕,-14.2,4.48,-33.86,1.91,64.4000015259,-73.35000000000001,2025-12,N/A,⚪ 數據不足,N/A,0.0,-1.71
8.72,7792.TWO,2025,安葆,-18.7,⚠️ 獲利稀釋,11.79,30.49,14.64,37.75,259.0,0.0,2025-12,N/A,⚪ 數據不足,N/A,0.0,6.03
16.28,7744.TWO,2025,崴寶,-18.739999999999995,⚠️ 獲利稀釋,41.2,59.94,74.46,75.55,484.0,0.0,2025-12,N/A,⚪ 數據不足,N/A,0.0,12.91
6.18,8938.TWO,2025,明安,-18.79,📉 獲利侵蝕,-10.24,8.55,-26.95,9.03,52.7000007629,244.04999999999998,2025-12,N/A,⚪ 中性觀察,N/A,3.239090397228027,3.56
-3.92,6934.TW,2025,心誠鎂,-18.86,🌑 雙重衰退,-48.08,-29.22,-37.5,-51.26,69.4000015259,0.0,2025-12,N/A,⚪ 數據不足,N/A,0.0,-4.17
0.2,2867.TW,2025,三商壽,-18.939999999999998,🌑 雙重衰退,-47.37,-28.43,-68.0,-43.41,8.1599998474,4.050000000000001,2025-12,0.03%,❌ 暫避觀望,3.78%,30.222221657037036,0.16
24.76,6691.TW,2025,洋基工程,-19.090000000000003,⚠️ 獲利稀釋,28.04,47.13,27.98,54.5,632.0,864.6000000000001,2025-12,N/A,⚪ 中性觀察,N/A,10.964607911172795,16.64
3.3,2504.TW,2025,國產,-19.17,📉 獲利侵蝕,-15.42,3.75,-20.71,4.82,37.2000007629,120.6,2025-12,22.79%,⚪ 中性觀察,27.76%,4.626865766529851,2.45
4.16,6791.TWO,2025,虎門科技,-19.26,📉 獲利侵蝕,0.0,19.26,-2.88,19.53,102.5,157.95,2025-12,N/A,⚪ 中性觀察,N/A,9.734093067426402,3.37
-2.43,9919.TW,2025,康那香,-19.33,🌑 雙重衰退,-28.57,-9.24,-0.68,-8.87,14.0500001907,-63.3,2025-12,N/A,⚪ 數據不足,N/A,0.0,-1.49
3.77,6117.TW,2025,迎廣,-19.43,📉 獲利侵蝕,-7.65,11.78,-26.01,11.06,77.8000030518,109.50000000000001,2025-12,N/A,⚪ 中性觀察,N/A,10.657534664630136,2.21
5.11,6997.TWO,2025,博弘,-19.490000000000002,📉 獲利侵蝕,-8.26,11.23,-38.85,7.39,74.4000015259,179.4,2025-12,N/A,⚪ 中性觀察,N/A,6.220735913536789,3.18
41.98,8299.TWO,2025,群聯,-19.509999999999998,⚠️ 獲利稀釋,3.78,23.29,-27.04,7.55,2155.0,1148.25,2025-12,N/A,❌ 暫避觀望,N/A,28.151534944480733,19.9
2.3,2070.TWO,2025,精湛,-19.59,🌑 雙重衰退,-22.56,-2.97,-44.93,-10.95,62.7000007629,67.5,2025-12,17.87%,⚪ 中性觀察,45.13%,13.933333502866667,1.25
10.75,2597.TW,2025,潤弘,-19.619999999999997,⚠️ 獲利稀釋,0.37,19.99,7.57,16.0,195.0,364.35,2025-12,15.81%,⚪ 中性觀察,18.77%,8.027995059695346,7.25
6.18,8109.TWO,2025,博大,-19.669999999999998,📉 獲利侵蝕,-4.63,15.04,-14.37,9.06,120.0,221.4,2025-12,N/A,⚪ 中性觀察,N/A,8.130081300813009,4.41
3.18,6411.TWO,2025,晶焱,-19.78,🌑 雙重衰退,-30.29,-10.51,-25.46,-9.94,91.5999984741,111.75000000000001,2025-12,N/A,⚪ 中性觀察,N/A,12.295301808604025,2.46
3.59,6899.TWO,2025,創為精密,-19.82,⚠️ 獲利稀釋,7.23,27.05,6.94,24.69,60.7000007629,129.75,2025-12,N/A,⚪ 中性觀察,N/A,7.017341128658959,2.65
4.1,9904.TW,2025,寶成,-19.919999999999998,🌑 雙重衰退,-24.63,-4.71,-35.26,-3.47,26.5,151.5,2025-12,N/A,⚪ 中性觀察,N/A,2.623762376237624,3.03
13.02,6890.TW,2025,來億-KY,-20.01,📉 獲利侵蝕,-14.96,5.05,-12.51,8.16,280.0,494.40000000000003,2025-12,N/A,⚪ 中性觀察,N/A,8.495145631067961,9.16
20.1,1476.TW,2025,儒鴻,-20.09,📉 獲利侵蝕,-16.94,3.15,-20.3,5.39,344.0,732.9,2025-12,19.16%,⚪ 中性觀察,30.19%,7.040523945968072,14.33
1.54,3645.TW,2025,達邁,-20.169999999999998,📉 獲利侵蝕,-14.53,5.64,-42.24,8.42,90.0,48.900000000000006,2025-12,12.18%,❌ 暫避觀望,31.33%,27.607361963190183,0.94
11.21,2615.TW,2025,萬海,-20.380000000000003,🌑 雙重衰退,-33.63,-13.25,-38.09,-11.06,83.0999984741,381.90000000000003,2025-12,18.94%,⚪ 中性觀察,23.92%,3.263943380758052,7.64
7.78,6523.TWO,2025,達爾膚,-20.479999999999997,🌑 雙重衰退,-26.4,-5.92,-21.61,-0.64,98.0,306.45000000000005,2025-12,N/A,⚪ 中性觀察,N/A,4.796867351933431,5.84
2.15,3444.TWO,2025,利機,-20.58,📉 獲利侵蝕,-10.04,10.54,3.14,10.26,92.0999984741,86.85,2025-12,4.42%,❌ 暫避觀望,18.10%,15.90673548775475,1.64
10.18,6957.TW,2025,裕慶-KY,-20.61,🌑 雙重衰退,-25.35,-4.74,-29.25,-6.88,189.0,278.85,2025-12,N/A,⚪ 中性觀察,N/A,10.166756320602474,5.41
1.18,6204.TWO,2025,艾華,-20.63,📉 獲利侵蝕,-20.27,0.36,-8.41,3.67,112.5,43.949999999999996,2025-12,N/A,❌ 暫避觀望,N/A,38.39590443686007,0.98
-1.51,3508.TWO,2025,位速,-20.650000000000002,⚠️ 獲利稀釋,6.88,27.53,18.25,42.64,18.75,-59.7,2025-12,-34.06%,⚪ 數據不足,1.54%,0.0,-1.14
7.48,6239.TW,2025,力成,-20.66,📉 獲利侵蝕,-18.46,2.2,-30.26,-4.79,303.0,253.49999999999997,2025-12,N/A,❌ 暫避觀望,N/A,17.928994082840237,4.96
-2.16,3018.TW,2025,隆銘綠能,-20.75,🌑 雙重衰退,-66.41,-45.66,-161.36,-36.93,12.0,-81.14999999999999,2025-12,-73.69%,⚪ 數據不足,-18.95%,0.0,-2.36
159.41,3008.TW,2025,大立光,-20.75,📉 獲利侵蝕,-17.91,2.84,-15.56,6.5,4130.0,5591.4,2025-12,36.75%,⚪ 中性觀察,47.97%,11.07951496941732,109.06
5.77,4933.TWO,2025,友輝,-20.76,📉 獲利侵蝕,-18.35,2.41,-26.64,11.19,66.5999984741,199.5,2025-12,12.48%,⚪ 中性觀察,28.71%,5.007518682263158,3.81
12.25,5288.TW,2025,豐祥-KY,-20.82,🌑 雙重衰退,-27.39,-6.57,-18.99,-7.59,184.5,449.85,2025-12,N/A,⚪ 中性觀察,N/A,6.152050683561186,8.74
6.33,7714.TWO,2025,創泓科技,-20.84,⚠️ 獲利稀釋,24.26,45.1,60.59,55.99,130.5,214.04999999999998,2025-12,N/A,⚪ 中性觀察,N/A,9.145059565522075,4.34
72.7,5269.TW,2025,祥碩,-20.85,⚠️ 獲利稀釋,45.15,66.0,40.25,60.07,1325.0,2596.8,2025-12,N/A,⚪ 中性觀察,N/A,7.6536506469500925,52.62
3.81,4138.TWO,2025,曜亞,-20.869999999999997,🌑 雙重衰退,-32.69,-11.82,-27.93,-12.22,51.2000007629,150.3,2025-12,12.42%,⚪ 中性觀察,44.64%,5.10978051525948,2.89
5.28,3042.TW,2025,晶技,-20.91,📉 獲利侵蝕,-15.57,5.34,-13.57,7.28,214.0,196.05,2025-12,14.07%,❌ 暫避觀望,32.18%,16.373374139250192,3.95
0.7,3285.TWO,2025,微端,-21.02,🌑 雙重衰退,-40.68,-19.66,-56.16,-24.68,34.25,12.15,2025-12,8.69%,❌ 暫避觀望,28.61%,42.28395061728395,0.32
6.71,5483.TWO,2025,中美晶,-21.13,🌑 雙重衰退,-23.02,-1.89,18.54,-1.72,143.5,215.10000000000002,2025-12,N/A,⚪ 中性觀察,N/A,10.006973500697349,4.07
2.27,8213.TW,2025,志超,-21.18,📉 獲利侵蝕,-17.45,3.73,-8.29,1.46,35.0,88.64999999999999,2025-12,N/A,⚪ 中性觀察,N/A,5.922165820642979,1.77
4.99,3374.TWO,2025,精材,-21.39,📉 獲利侵蝕,-18.86,2.53,-30.87,-1.5,224.5,162.6,2025-12,27.31%,❌ 暫避觀望,32.82%,20.710332103321033,3.09
9.05,2385.TW,2025,群光,-21.5,🌑 雙重衰退,-27.23,-5.73,-12.04,-3.53,139.0,366.00000000000006,2025-12,6.72%,⚪ 中性觀察,16.76%,5.696721311475409,8.01
4.18,5493.TWO,2025,三聯,-21.51,📉 獲利侵蝕,-0.48,21.03,3.3,22.78,100.0,154.04999999999998,2025-12,N/A,⚪ 中性觀察,N/A,9.737098344693282,3.44
2.13,2020.TW,2025,美亞,-21.560000000000002,🌑 雙重衰退,-31.07,-9.51,-41.75,-8.33,21.5,81.75,2025-12,12.02%,⚪ 中性觀察,19.71%,3.944954128440367,1.66
2.52,6208.TWO,2025,日揚,-21.73,🌑 雙重衰退,-26.32,-4.59,-28.8,-6.36,78.5999984741,94.64999999999999,2025-12,N/A,⚪ 中性觀察,N/A,12.456418141695723,1.78
1.56,2328.TW,2025,廣宇,-21.77,🌑 雙重衰退,-22.0,-0.23,-13.48,4.37,51.2999992371,61.2,2025-12,4.05%,⚪ 中性觀察,12.48%,12.573529224779412,1.22
2.73,6546.TWO,2025,正基,-21.8,🌑 雙重衰退,-23.53,-1.73,-32.02,-1.49,74.1999969482,91.95,2025-12,N/A,⚪ 中性觀察,N/A,12.10440406985318,1.72
