
📅 投資日報表: 2026-06-10
=======================================================================================================================================
代號     | 名稱       | 開盤     | 最高     | 最低     | 最新     | 成交量         | 平均成本    | 股數     | 損益       | 報酬%
---------------------------------------------------------------------------------------------------------------------------------------
2317     | 鴻海         | 271.00   | 274.00   | 262.50   | 263.00   | 82,371,415   | 241.21      | 2000     | ▲43,580   |   +9.03%
4142     | 國光生        | 18.30    | 18.45    | 17.80    | 17.80    | 2,977,523    | 25.32       | 1000     | ▼7,520    |  -29.70%
0050     | 元大台灣50     | 102.60   | 102.95   | 100.20   | 100.25   | 166,445,287  | 46.60       | 16016    | ▲859,258  | +115.13%
0056     | 元大高股息      | 50.50    | 51.05    | 49.59    | 49.62    | 69,338,231   | 36.43       | 8000     | ▲105,520  |  +36.21%
00635U   | 期元大S&P黃金   | 44.00    | 44.03    | 43.59    | 43.69    | 8,891,822    | 55.25       | 3000     | ▼34,680   |  -20.92%
00738U   | 期元大道瓊白銀    | 52.10    | 52.35    | 51.20    | 51.55    | 9,666,934    | 66.26       | 1000     | ▼14,710   |  -22.20%
00929    | 復華台灣科技優息   | 29.02    | 29.70    | 28.10    | 28.12    | 56,312,823   | 19.73       | 8000     | ▲67,120   |  +42.52%
009816   | 凱基台灣TOP50  | 15.02    | 15.12    | 14.64    | 14.66    | 335,050,833  | 11.01       | 63000    | ▲229,950  |  +33.15%
00990A   | 主動元大AI新經濟  | 19.06    | 19.13    | 18.54    | 18.54    | 66,720,380   | 11.48       | 5000     | ▲35,300   |  +61.50%
2009     | 第一銅        | 39.50    | 40.05    | 39.00    | 39.00    | 2,892,605    | 50.56       | 4000     | ▼46,240   |  -22.86%
2337     | 旺宏         | 141.50   | 144.00   | 135.00   | 135.00   | 23,692,755   | 95.28       | 2000     | ▲79,440   |  +41.69%
2409     | 友達         | 23.40    | 24.70    | 22.85    | 22.95    | 367,012,009  | 16.21       | 2000     | ▲13,480   |  +41.58%
3481     | 群創         | 46.33    | 48.87    | 43.30    | 43.30    | 127,699,899  | 25.10       | 4000     | ▲72,800   |  +72.51%
6806     | 森崴能源       | 5.80     | 5.80     | 4.97     | 4.97     | 2,270,237    | 45.39       | 5000     | ▼202,100  |  -89.05%
3105     | 穩懋         | 491.44   | 521.81   | 474.01   | 476.00   | 34,800,496   | 556.47      | 300      | ▼24,141   |  -14.46%
4966     | 譜瑞-KY      | 679.00   | 707.00   | 658.00   | 662.00   | 1,967,537    | 1921.64     | 1000     | ▼1,259,640 |  -65.55%
00403A   | 主動統一升級50   | 10.30    | 10.47    | 10.03    | 10.04    | 512,886,989  | 10.68       | 26026    | ▼16,657   |   -5.99%
00981A   | 主動統一台股增長   | 30.94    | 31.40    | 29.87    | 29.89    | 352,871,052  | 27.48       | 2000     | ▲4,820    |   +8.77%
2330     | 台積電        | 2278.92  | 2293.88  | 2249.00  | 2249.00  | 42,608,467   | 225.55      | 10       | ▲20,234   | +897.12%
6789     | 采鈺         | 484.50   | 492.00   | 460.00   | 460.00   | 2,818,863    | 593.50      | 400      | ▼53,400   |  -22.49%
6849     | 奇鼎科技       | 193.00   | 201.00   | 187.00   | 188.00   | 211,389      | 266.40      | 280      | ▼21,952   |  -29.43%
7853     | 政美應用       | 360.00   | 389.50   | 351.00   | 364.50   | 846,292      | 409.29      | 280      | ▼12,541   |  -10.94%
3576     | 聯合再生       | 17.30    | 18.95    | 17.25    | 18.25    | 57,019,936   | 18.50       | 2000     | ▼500      |   -1.35%
1721     | 三晃         | 24.90    | 25.30    | 23.45    | 23.50    | 2,363,508    | 27.88       | 3000     | ▼13,150   |  -15.72%
8215     | 明基材        | 28.10    | 30.90    | 28.10    | 28.85    | 7,612,458    | 31.60       | 200      | ▼550      |   -8.70%
00405A   | 00405A     | 9.44     | 9.52     | 9.22     | 9.22     | 399,039,513  | 9.34        | 15000    | ▼1,760    |   -1.26%
---------------------------------------------------------------------------------------------------------------------------------------
💰 庫存總投入:       6,556,353    📊 未實現損益:        -178,038 (  -2.72%)
