日期,代號,名稱,最新價格,成本,股數,損益,報酬率
2026-06-10,2317,鴻海,263.0,241.21,2000,43580,9.03%
2026-06-10,4142,國光生,17.8,25.32,1000,-7520,-29.70%
2026-06-10,0050,元大台灣50,100.25,46.6,16016,859258,115.13%
2026-06-10,0056,元大高股息,49.62,36.43,8000,105520,36.21%
2026-06-10,00635U,期元大S&P黃金,43.69,55.25,3000,-34680,-20.92%
2026-06-10,00738U,期元大道瓊白銀,51.55,66.26,1000,-14710,-22.20%
2026-06-10,00929,復華台灣科技優息,28.12,19.73,8000,67120,42.52%
2026-06-10,009816,凱基台灣TOP50,14.66,11.01,63000,229950,33.15%
2026-06-10,00990A,主動元大AI新經濟,18.54,11.48,5000,35300,61.50%
2026-06-10,2009,第一銅,39.0,50.56,4000,-46240,-22.86%
2026-06-10,2337,旺宏,135.0,95.28,2000,79440,41.69%
2026-06-10,2409,友達,22.95,16.21,2000,13480,41.58%
2026-06-10,3481,群創,43.3,25.1,4000,72800,72.51%
2026-06-10,6806,森崴能源,4.97,45.39,5000,-202100,-89.05%
2026-06-10,3105,穩懋,476.0,556.47,300,-24141,-14.46%
2026-06-10,4966,譜瑞-KY,662.0,1921.64,1000,-1259640,-65.55%
2026-06-10,00403A,主動統一升級50,10.04,10.68,26026,-16657,-5.99%
2026-06-10,00981A,主動統一台股增長,29.89,27.48,2000,4820,8.77%
2026-06-10,2330,台積電,2249.0,225.55,10,20234,897.12%
2026-06-10,6789,采鈺,460.0,593.5,400,-53400,-22.49%
2026-06-10,6849,奇鼎科技,188.0,266.4,280,-21952,-29.43%
2026-06-10,7853,政美應用,364.5,409.29,280,-12541,-10.94%
2026-06-10,3576,聯合再生,18.25,18.5,2000,-500,-1.35%
2026-06-10,1721,三晃,23.5,27.88,3000,-13150,-15.72%
2026-06-10,8215,明基材,28.85,31.6,200,-550,-8.70%
2026-06-10,00405A,00405A,9.22,9.34,15000,-1760,-1.26%
