expansion,symbol,prev_eps,prev_year,eps,gm,price,name,rev_yoy,status,advice,est_price,prev_eps_yoy,pe,om,prev_rev_yoy,eps_yoy,date
10.25,2527.TW,0.6,2025,0.93,61.03%,36.25,宏璟,-90.93,🏰 高護城河,⚠️ 追價風險,1.1999999999999993,-55.04,453.1250000000002,12.48%,-70.82,-80.68,2025-12
10.05,1218.TW,1.07,2025,1.59,16.49%,0.0,泰山,-5.32,🧐 疑業外收益,⚪ 數據不足,0.0,-16.8,0.0,2.59%,-6.62,4.73,2025-12
10.049999999999997,3036.TW,8.11,2025,11.61,3.74%,296.0,文曄,22.78,🚀 利潤擴張,💎 強力關注,402.59999999999997,41.71,11.028315946348735,1.75%,19.83,32.83,2025-12
9.989999999999998,3357.TWO,7.84,2025,10.26,28.44%,285.5,臺慶科,20.3,🚀 利潤擴張,✅ 穩健價值,384.15,58.06,11.147989066770792,14.20%,20.14,30.29,2025-12
9.86,3257.TW,2.65,2025,3.42,45.11%,61.0999984741,虹冠電,29.32,🚀 利潤擴張,✅ 穩健價值,123.75,26.19,7.40606042110303,18.06%,22.45,39.18,2025-12
9.619999999999997,2884.TW,1.62,2025,2.12,91.14%,31.1499996185,玉山金,20.44,🏰 高護城河,✅ 穩健價值,79.95,23.66,5.844277601969981,40.48%,15.61,30.06,2025-12
9.369999999999997,1471.TW,-0.05,2025,0.03,5.75%,10.3500003815,首利,-34.37,🔄 轉虧為盈,⚠️ 追價風險,3.3,-117.24,47.04545627954545,-72.91%,-27.03,-25.0,2025-12
9.21,2006.TW,4.55,2025,6.47,15.94%,66.9000015259,東和鋼鐵,-3.84,🧐 疑業外收益,✅ 穩健價值,232.95,-0.44,4.307791469793947,10.83%,-2.5,5.37,2025-12
9.05,6138.TWO,9.27,2025,13.04,N/A,355.5,茂達,22.89,🚀 利潤擴張,✅ 穩健價值,453.15000000000003,24.31,11.76762661370407,N/A,21.32,31.94,2025-12
9.04,2880.TW,1.43,2025,1.9,97.25%,29.9500007629,華南金,4.06,🏰 高護城河,✅ 穩健價值,68.39999999999999,10.0,6.567982623442983,45.93%,1.87,13.1,2025-12
8.95,6928.TW,-0.1,2025,-0.73,N/A,46.8499984741,攸泰科技,-2.54,🧐 疑業外收益,⚪ 數據不足,-7.05,79.17,0.0,N/A,5.88,6.41,2025-12
8.32,5381.TWO,0.65,2025,0.72,N/A,26.2000007629,光譜,-5.88,🧐 疑業外收益,✅ 穩健價值,32.55,12.28,12.07373307046083,N/A,-6.16,2.44,2025-12
8.3,5520.TWO,7.92,2025,9.97,N/A,82.1999969482,力泰,2.6,🚀 利潤擴張,✅ 穩健價值,383.4,17.13,3.215962321917058,N/A,3.98,10.9,2025-12
8.24,4804.TWO,-0.65,2025,-1.54,-7.81%,3.2699999809,大略-KY,7.41,🚀 利潤擴張,⚪ 數據不足,-39.300000000000004,55.65,0.0,-65.06%,8.04,15.65,2025-12
8.06,6470.TWO,2.27,2025,3.87,N/A,47.5,宇智,-0.56,🧐 疑業外收益,✅ 穩健價值,118.8,14.07,5.997474747474747,N/A,12.82,7.5,2025-12
8.03,5478.TWO,5.84,2025,7.93,N/A,97.0,智冠,-3.78,🧐 疑業外收益,✅ 穩健價值,290.85,-5.4,5.002578648788035,N/A,-8.2,4.25,2025-12
8.0,2329.TW,1.41,2025,2.45,15.35%,58.5,華泰,20.92,🚀 利潤擴張,✅ 穩健價值,74.1,-2.16,11.842105263157896,8.19%,19.58,28.92,2025-12
7.960000000000001,3653.TW,26.92,2025,36.75,41.25%,3670.0,健策,42.0,🚀 利潤擴張,⚠️ 追價風險,1360.5,62.75,40.46306504961411,31.26%,52.19,49.96,2025-12
7.640000000000001,3611.TWO,13.9,2025,19.63,32.53%,187.5,鼎翰,31.04,🚀 利潤擴張,✅ 穩健價值,690.6,23.16,4.072545612510861,8.38%,40.71,38.68,2025-12
7.530000000000001,5212.TWO,2.82,2025,4.74,N/A,46.0,凌網,15.91,🚀 利潤擴張,✅ 穩健價值,121.2,-1.4,5.693069306930693,N/A,17.89,23.44,2025-12
7.41,3290.TWO,1.22,2025,2.02,30.40%,47.6500015259,東浦,18.23,🚀 利潤擴張,✅ 穩健價值,59.1,-0.64,12.093909016725888,14.85%,15.97,25.64,2025-12
7.279999999999999,3511.TWO,-1.0,2025,-1.18,15.28%,20.1000003815,矽瑪,-0.93,🧐 疑業外收益,⚪ 數據不足,-45.89999999999999,11.5,0.0,-5.62%,1.3,6.35,2025-12
7.18,1605.TW,0.52,2025,0.75,4.90%,37.5,華新,-2.83,🧐 疑業外收益,⚪ 中性觀察,25.95,-41.67,21.67630057803468,-1.88%,-0.21,4.35,2025-12
7.150000000000006,2404.TW,34.07,2025,48.08,17.19%,1235.0,漢唐,39.37,🚀 利潤擴張,✅ 穩健價值,1659.9,52.4,11.160310862100125,13.88%,30.93,46.52,2025-12
7.09,3026.TW,4.75,2025,6.58,17.62%,608.0,禾伸堂,5.01,🚀 利潤擴張,⚠️ 追價風險,241.20000000000002,5.79,37.81094527363184,5.81%,5.39,12.1,2025-12
6.99,8279.TWO,8.62,2025,10.02,N/A,96.1999969482,生展,6.1,🚀 利潤擴張,✅ 穩健價值,395.85,28.46,3.645320081402046,N/A,7.66,13.09,2025-12
6.98,2301.TW,4.94,2025,6.64,21.72%,246.0,光寶科,21.11,🚀 利潤擴張,✅ 穩健價值,239.70000000000002,28.23,15.39424280350438,10.49%,23.16,28.09,2025-12
6.709999999999999,6662.TWO,0.99,2025,1.66,N/A,29.25,樂斯科,-10.2,🌑 雙重衰退,✅ 穩健價值,52.5,3.13,8.357142857142858,N/A,-7.37,-3.49,2025-12
6.61,3652.TW,0.94,2025,1.34,32.08%,32.7999992371,精聯,0.59,🚀 利潤擴張,✅ 穩健價值,45.3,10.59,10.860926899701989,2.52%,0.48,7.2,2025-12
6.409999999999999,5876.TW,2.56,2025,3.06,N/A,39.4500007629,上海商銀,3.7,🚀 利潤擴張,✅ 穩健價值,122.85000000000002,17.51,4.816849909999998,N/A,3.26,10.11,2025-12
6.380000000000001,6706.TW,-3.69,2025,-3.92,N/A,216.5,惠特,-3.41,🧐 疑業外收益,⚪ 數據不足,-168.45000000000002,7.98,0.0,N/A,38.55,2.97,2025-12
6.300000000000001,8069.TWO,8.17,2025,9.14,N/A,249.0,元太,12.29,🚀 利潤擴張,✅ 穩健價值,355.8,75.65,10.497470489038784,N/A,29.4,18.59,2025-12
6.289999999999999,6703.TWO,5.77,2025,9.9,N/A,109.5,軒郁,-8.29,🌑 雙重衰退,✅ 穩健價值,327.6,-23.43,5.013736263736263,N/A,-15.54,-2.0,2025-12
6.26,4532.TW,1.5,2025,2.05,17.17%,23.6000003815,瑞智,-5.76,🧐 疑業外收益,✅ 穩健價值,81.89999999999999,2.8,4.3223443922161175,6.80%,-0.93,0.5,2025-12
6.200000000000001,6415.TW,4.31,2025,6.4,N/A,665.0,矽力*-KY,1.94,🚀 利潤擴張,⚠️ 追價風險,213.00000000000003,19.44,46.83098591549295,N/A,0.55,8.14,2025-12
6.09,5534.TW,2.24,2025,6.0,N/A,75.0999984741,長虹,-29.66,🌑 雙重衰退,✅ 穩健價值,151.04999999999998,-17.65,7.457795280446874,N/A,-38.06,-23.57,2025-12
6.070000000000002,3005.TW,6.36,2025,8.43,31.02%,103.0,神基,10.6,🚀 利潤擴張,✅ 穩健價值,315.15000000000003,15.04,4.902427415516421,14.37%,9.96,16.67,2025-12
5.880000000000001,5601.TWO,0.32,2025,0.42,N/A,33.0999984741,台聯櫃,1.81,🚀 利潤擴張,⚠️ 追價風險,15.75,0.0,31.523808070571427,N/A,1.76,7.69,2025-12
5.83,1337.TW,-1.24,2025,-1.74,-19.71%,4.6999998093,再生-KY,-18.82,🌑 雙重衰退,⚪ 數據不足,-62.85000000000001,-18.1,0.0,-65.33%,-18.71,-12.99,2025-12
5.68,1712.TW,2.07,2025,2.6,29.22%,39.5499992371,興農,-1.68,🧐 疑業外收益,✅ 穩健價值,104.69999999999999,6.7,5.666189002449857,5.88%,-2.3,4.0,2025-12
5.67,6122.TWO,3.44,2025,4.78,N/A,46.8499984741,擎邦,1.36,🚀 利潤擴張,✅ 穩健價值,173.55,-0.87,4.04926520951599,N/A,-2.12,7.03,2025-12
5.66,3284.TWO,1.21,2025,2.31,25.16%,15.8999996185,太普高,-17.82,🌑 雙重衰退,✅ 穩健價值,70.80000000000001,-53.6,3.368643986970339,13.35%,-29.91,-12.16,2025-12
5.529999999999999,2617.TW,2.36,2025,3.18,46.23%,0.0,台航,-2.28,🧐 疑業外收益,⚪ 數據不足,0.0,0.43,0.0,41.07%,-5.48,3.25,2025-12
5.21,6761.TWO,5.51,2025,7.34,N/A,223.5,穩得,-2.32,🧐 疑業外收益,✅ 穩健價值,275.55,1.73,12.166575939031029,N/A,2.55,2.89,2025-12
5.189999999999998,6005.TW,1.87,2025,2.64,N/A,35.0,群益證,12.14,🚀 利潤擴張,✅ 穩健價值,87.6,5.65,5.993150684931507,N/A,6.33,17.33,2025-12
5.18,2801.TW,1.2,2025,1.51,88.90%,20.1499996185,彰銀,8.35,🏰 高護城河,✅ 穩健價值,57.900000000000006,20.0,5.220207155051813,38.59%,7.51,13.53,2025-12
5.170000000000002,9931.TW,1.86,2025,2.45,N/A,33.7999992371,欣高,-19.51,🌑 雙重衰退,✅ 穩健價值,91.95000000000002,-6.06,5.5138661071941275,N/A,-27.73,-14.34,2025-12
4.989999999999995,8114.TW,15.84,2025,18.5,N/A,267.0,振樺電,30.67,🚀 利潤擴張,✅ 穩健價值,798.15,86.67,5.017853786882165,N/A,69.45,35.66,2025-12
4.94,9937.TW,1.74,2025,2.36,N/A,55.4000015259,全國,-6.2,🌑 雙重衰退,✅ 穩健價值,85.8,-1.14,9.68531495208042,N/A,-6.0,-1.26,2025-12
4.890000000000001,2317.TW,10.38,2025,13.61,5.88%,264.0,鴻海,18.13,🚀 利潤擴張,✅ 穩健價值,498.75,34.73,7.93984962406015,3.28%,16.23,23.02,2025-12
4.89,3045.TW,3.49,2025,4.77,19.71%,110.0,台灣大,-0.31,🧐 疑業外收益,✅ 穩健價值,176.54999999999998,1.8,9.345794392523365,10.58%,-0.87,4.58,2025-12
4.739999999999998,6290.TWO,6.2,2025,8.73,N/A,328.5,良維,26.34,🚀 利潤擴張,✅ 穩健價值,316.65,42.86,15.561345333964946,N/A,28.79,31.08,2025-12
4.730000000000004,6515.TW,33.4,2025,46.93,N/A,9795.0,穎崴,35.51,🚀 利潤擴張,⚠️ 追價風險,1807.6499999999999,39.53,81.27956186208614,N/A,32.04,40.24,2025-12
4.57,1538.TW,-0.36,2025,-1.59,32.24%,11.8000001907,正峰,1.9,🚀 利潤擴張,⚪ 數據不足,-31.050000000000004,64.0,0.0,-58.77%,22.91,6.47,2025-12
4.569999999999999,3492.TWO,1.63,2025,1.77,27.24%,22.7999992371,長盛,4.69,🚀 利潤擴張,✅ 穩健價值,74.55,26.36,4.587524997404427,-0.96%,7.91,9.26,2025-12
4.509999999999998,3171.TWO,3.11,2025,4.3,25.09%,70.1999969482,炎洲流通,32.43,🚀 利潤擴張,✅ 穩健價值,151.05,36.4,6.971201285819265,7.94%,23.81,36.94,2025-12
4.480000000000004,8155.TWO,3.35,2025,6.88,N/A,400.5,博智,36.9,🚀 利潤擴張,⚠️ 追價風險,188.55,1.87,31.86157517899761,N/A,35.15,41.38,2025-12
4.48,4749.TWO,8.49,2025,11.33,44.02%,1115.0,新應材,28.3,🚀 利潤擴張,⚠️ 追價風險,411.90000000000003,32.29,40.60451565914057,23.34%,32.03,32.78,2025-12
4.4399999999999995,2838.TW,0.91,2025,1.29,94.34%,20.5,聯邦銀,4.5,🏰 高護城河,✅ 穩健價值,44.85,-1.98,6.856187290969899,35.36%,-0.7,8.94,2025-12
4.43,1442.TW,2.49,2025,3.03,49.04%,25.7999992371,名軒,-62.17,🌑 雙重衰退,✅ 穩健價值,132.89999999999998,-57.58,2.9119637965124157,34.02%,-63.75,-57.74,2025-12
4.3500000000000005,4571.TW,7.33,2025,9.61,33.35%,218.0,鈞興-KY,0.1,🚀 利潤擴張,✅ 穩健價值,370.65,7.67,8.822339133953866,18.52%,4.55,4.45,2025-12
4.32,3037.TW,2.06,2025,4.38,15.77%,1080.0,欣興,13.75,🚀 利潤擴張,⚠️ 追價風險,114.89999999999999,-37.88,140.9921671018277,6.82%,12.28,18.07,2025-12
4.299999999999999,6220.TWO,0.45,2025,0.81,N/A,34.9000015259,岳豐,-17.2,🌑 雙重衰退,⚠️ 追價風險,8.700000000000001,-25.0,60.172416423965515,N/A,-20.23,-12.9,2025-12
4.28,1210.TW,2.67,2025,4.33,15.43%,0.0,大成,-1.49,🧐 疑業外收益,⚪ 數據不足,0.0,-9.42,0.0,5.11%,-1.43,2.79,2025-12
4.16,3388.TWO,3.06,2025,4.15,17.90%,101.0,崇越電,-2.69,🧐 疑業外收益,✅ 穩健價值,150.60000000000002,2.0,10.059760956175298,6.27%,-2.28,1.47,2025-12
4.14,3010.TW,6.28,2025,8.84,8.77%,139.0,華立,-2.3,🧐 疑業外收益,✅ 穩健價值,309.75000000000006,-5.56,6.731234866828086,5.39%,-2.77,1.84,2025-12
3.9399999999999995,3349.TWO,-0.64,2025,-1.02,15.17%,18.1499996185,寶德,5.58,🚀 利潤擴張,⚪ 數據不足,-35.1,48.21,0.0,-15.09%,28.56,9.52,2025-12
3.830000000000002,8162.TW,1.53,2025,1.57,N/A,71.0,微矽電子-創,19.79,🚀 利潤擴張,⚪ 中性觀察,64.2,96.15,16.588785046728972,N/A,28.35,23.62,2025-12
3.51,3596.TW,9.52,2025,12.6,15.29%,188.5,智易,8.19,🚀 利潤擴張,✅ 穩健價值,469.49999999999994,12.4,6.022364217252397,6.31%,8.39,11.7,2025-12
3.44,6689.TW,1.15,2025,2.31,N/A,65.1999969482,伊雲谷,-1.67,🧐 疑業外收益,✅ 穩健價值,72.9,-34.29,13.415637232139916,N/A,2.81,1.77,2025-12
3.3400000000000003,6121.TWO,21.26,2025,30.6,N/A,396.5,新普,2.65,🚀 利潤擴張,✅ 穩健價值,1094.85,3.45,5.432250993286752,N/A,-0.37,5.99,2025-12
3.3100000000000005,6697.TWO,2.54,2025,3.04,N/A,41.3499984741,東捷資訊,13.17,🚀 利潤擴張,✅ 穩健價值,124.19999999999999,27.0,4.993961168369565,N/A,14.74,16.48,2025-12
3.2600000000000016,8432.TWO,3.01,2025,3.63,N/A,50.2999992371,東生華,19.79,🚀 利潤擴張,✅ 穩健價值,133.49999999999997,11.48,5.651685307539327,N/A,18.72,23.05,2025-12
3.25,5902.TWO,1.79,2025,2.24,N/A,36.7999992371,德記,2.91,🚀 利潤擴張,✅ 穩健價值,86.55000000000001,1.13,6.3778161589428075,N/A,3.96,6.16,2025-12
3.1999999999999993,6417.TWO,3.25,2025,4.83,N/A,144.5,韋僑,7.83,🚀 利潤擴張,✅ 穩健價值,168.9,9.43,12.83303730017762,N/A,8.43,11.03,2025-12
3.16,4931.TWO,1.55,2025,3.13,26.27%,207.0,新盛力,22.86,🚀 利潤擴張,⚠️ 追價風險,103.64999999999999,-8.33,29.956584659913172,15.45%,4.97,26.02,2025-12
3.09,6492.TWO,-2.06,2025,-2.97,N/A,44.2999992371,生華科,7.0,🚀 利潤擴張,⚪ 數據不足,-105.60000000000001,13.87,0.0,N/A,10.67,10.09,2025-12
3.04,3031.TW,0.89,2025,1.09,30.45%,30.9500007629,佰鴻,-3.04,🌑 雙重衰退,✅ 穩健價值,42.3,-8.25,10.975177575496454,11.22%,-7.8,0.0,2025-12
3.0100000000000016,1714.TW,0.37,2025,0.5,14.20%,9.3999996185,和桐,16.5,🚀 利潤擴張,✅ 穩健價值,17.250000000000004,5.71,8.17391271173913,8.91%,15.96,19.51,2025-12
2.960000000000001,1513.TW,5.99,2025,8.07,27.00%,169.0,中興電,7.18,🚀 利潤擴張,✅ 穩健價值,292.80000000000007,6.72,8.6577868852459,17.59%,9.03,10.14,2025-12
2.9299999999999997,5455.TWO,3.53,2025,3.46,N/A,22.5499992371,昇益,-43.58,🌑 雙重衰退,✅ 穩健價值,159.6,44.67,2.1193608305545113,N/A,62.0,-40.65,2025-12
2.8200000000000003,6173.TWO,2.12,2025,3.26,N/A,226.0,信昌電,8.9,🚀 利潤擴張,⚠️ 追價風險,105.30000000000001,-7.86,32.19373219373219,N/A,10.39,11.72,2025-12
2.62,2886.TW,1.91,2025,2.36,83.45%,39.4500007629,兆豐金,-1.77,🏰 高護城河,✅ 穩健價值,90.6,-3.54,6.53145707995033,33.61%,-5.03,0.85,2025-12
2.4899999999999984,9933.TW,-0.23,2025,1.91,N/A,39.3499984741,中鼎,-23.41,🔄 轉虧為盈,⚪ 數據不足,-15.600000000000001,-112.85,0.0,N/A,-23.49,-20.92,2025-12
2.41,8401.TWO,1.71,2025,2.63,N/A,22.75,白紗科,-0.87,🧐 疑業外收益,✅ 穩健價值,89.25,-0.58,3.8235294117647056,N/A,0.54,1.54,2025-12
2.4000000000000004,2945.TW,1.44,2025,2.14,27.39%,40.4000015259,三商家購,3.54,🚀 利潤擴張,✅ 穩健價值,73.05,-2.04,8.295688198336755,1.25%,3.48,5.94,2025-12
2.3900000000000006,3684.TWO,2.55,2025,3.5,34.09%,59.0,榮昌,22.61,🚀 利潤擴張,✅ 穩健價值,117.44999999999999,50.0,7.535121328224777,7.78%,31.38,25.0,2025-12
2.3900000000000006,3583.TW,9.71,2025,13.82,37.11%,876.0,辛耘,17.37,🚀 利潤擴張,⚠️ 追價風險,491.70000000000005,15.18,26.723611958511288,15.14%,20.22,19.76,2025-12
2.3599999999999994,2321.TW,-0.3,2025,-0.76,29.80%,15.0,東訊,16.01,🚀 利潤擴張,⚪ 數據不足,-29.1,67.57,0.0,-5.26%,19.86,18.37,2025-12
2.3000000000000007,3558.TWO,4.87,2025,5.2,14.36%,129.0,神準,25.46,🚀 利潤擴張,✅ 穩健價值,247.80000000000004,73.93,7.80871670702179,0.40%,38.81,27.76,2025-12
2.280000000000001,6796.TW,-0.68,2025,0.2,N/A,62.0,晉弘,22.72,🔄 轉虧為盈,⚪ 數據不足,-18.75,22.73,0.0,N/A,36.23,25.0,2025-12
2.219999999999999,2063.TWO,1.27,2025,1.72,17.29%,25.25,世鎧,-13.1,🌑 雙重衰退,✅ 穩健價值,63.9,-13.01,5.927230046948357,2.75%,-10.3,-10.88,2025-12
2.219999999999999,6530.TWO,1.4,2025,1.95,N/A,113.0,創威,16.68,🚀 利潤擴張,⚠️ 追價風險,69.45,20.69,24.406047516198704,N/A,18.97,18.9,2025-12
2.17,5347.TWO,3.35,2025,4.3,N/A,166.0,世界,10.3,🚀 利潤擴張,✅ 穩健價值,170.70000000000002,4.1,14.586994727592266,N/A,10.75,12.47,2025-12
2.0,6192.TW,7.66,2025,10.06,N/A,127.5,巨路,-6.01,🌑 雙重衰退,✅ 穩健價值,384.9,6.98,4.968823070927514,N/A,-4.9,-4.01,2025-12
1.9100000000000001,1503.TW,5.46,2025,6.27,17.20%,221.0,士電,6.01,🚀 利潤擴張,✅ 穩健價值,271.95000000000005,9.86,12.18974076116933,7.03%,5.13,7.92,2025-12
1.8800000000000026,4911.TWO,1.76,2025,2.18,85.36%,31.8999996185,德英,24.13,🏰 高護城河,✅ 穩健價值,86.25000000000001,46.67,5.547826020608695,42.63%,35.41,26.01,2025-12
1.759999999999998,6933.TW,3.69,2025,5.04,N/A,164.0,AMAX-KY,27.21,🚀 利潤擴張,✅ 穩健價值,184.65,86.8,13.322502030869211,N/A,36.49,28.97,2025-12
1.7200000000000024,4129.TWO,4.47,2025,5.83,78.77%,90.0,聯合,21.54,🏰 高護城河,✅ 穩健價值,221.10000000000002,29.11,6.105834464043419,11.96%,24.04,23.26,2025-12
1.7100000000000009,1612.TW,2.19,2025,2.77,16.53%,36.9000015259,宏泰,14.68,🚀 利潤擴張,✅ 穩健價值,105.75,14.06,5.234042769631206,13.07%,22.35,16.39,2025-12
1.6099999999999994,3030.TW,7.59,2025,10.49,60.64%,399.5,德律,33.22,🏰 高護城河,✅ 穩健價值,377.69999999999993,37.0,15.865766481334395,34.18%,31.3,34.83,2025-12
1.5499999999999998,4904.TW,2.79,2025,3.81,27.10%,92.9000015259,遠傳,5.47,🚀 利潤擴張,✅ 穩健價值,139.95,9.41,9.957127709099678,14.21%,2.92,7.02,2025-12
1.5399999999999991,2383.TW,31.23,2025,41.67,28.58%,5305.0,台光電,46.42,🚀 利潤擴張,⚠️ 追價風險,1544.1000000000001,51.99,51.5348746842821,19.80%,51.33,47.96,2025-12
1.5300000000000011,6901.TW,-1.36,2025,-1.38,N/A,12.25,鑽石投資,51.85,🚀 利潤擴張,⚪ 數據不足,-69.00000000000001,33.98,0.0,N/A,32.78,53.38,2025-12
1.4499999999999997,1726.TW,4.28,2025,5.5,28.35%,76.9000015259,永記,2.72,🚀 利潤擴張,✅ 穩健價值,212.10000000000002,12.04,5.438472526584158,10.08%,5.97,4.17,2025-12
1.3099999999999987,6223.TWO,23.65,2025,33.49,N/A,6390.0,旺矽,31.45,🚀 利潤擴張,⚠️ 追價風險,1187.5499999999997,39.51,80.71239105721865,N/A,33.01,32.76,2025-12
1.29,2412.TW,3.79,2025,4.99,33.63%,137.0,中華電,2.67,🚀 利潤擴張,✅ 穩健價值,189.15,4.12,10.864393338620141,17.33%,3.52,3.96,2025-12
1.2699999999999996,2883.TW,1.09,2025,1.74,78.38%,22.2999992371,凱基金,-12.26,🏰 高護城河,✅ 穩健價值,54.6,-34.81,6.1263734167857145,39.14%,-29.02,-10.99,2025-12
1.2199999999999998,2206.TW,4.6,2025,5.78,18.31%,59.7999992371,三陽工業,-4.56,🌑 雙重衰退,✅ 穩健價值,224.70000000000002,-1.93,3.991989268164219,4.93%,-6.07,-3.34,2025-12
1.1399999999999997,2478.TW,2.53,2025,3.45,24.27%,120.0,大毅,7.81,🚀 利潤擴張,✅ 穩健價值,125.25000000000003,13.57,14.371257485029938,12.13%,10.63,8.95,2025-12
1.0699999999999994,2612.TW,4.21,2025,5.46,34.11%,57.5999984741,中航,5.36,🚀 利潤擴張,✅ 穩健價值,208.95,94.01,4.134960407329505,23.81%,7.95,6.43,2025-12
1.0299999999999994,3013.TW,2.44,2025,4.03,21.20%,119.5,晟銘電,12.17,🚀 利潤擴張,✅ 穩健價值,130.35000000000002,15.64,13.751438434982736,14.33%,11.48,13.2,2025-12
1.0299999999999976,3551.TWO,6.12,2025,8.36,36.55%,207.5,世禾,16.17,🚀 利潤擴張,✅ 穩健價值,309.9,23.67,10.043562439496611,18.42%,12.87,17.2,2025-12
0.8800000000000008,7753.TWO,3.23,2025,4.22,N/A,44.4500007629,星亞,9.51,🚀 利潤擴張,✅ 穩健價值,156.6,10.53,4.257662908323755,N/A,16.17,10.39,2025-12
0.8299999999999992,2406.TW,-0.92,2025,-0.92,11.28%,34.9000015259,國碩,-7.81,🌑 雙重衰退,⚪ 數據不足,-41.85,-217.24,0.0,-2.28%,-32.0,-6.98,2025-12
0.8099999999999987,3293.TWO,27.9,2025,38.51,97.58%,756.0,鈊象,19.01,🏰 高護城河,✅ 穩健價值,1405.9499999999998,21.2,8.065720687079912,59.33%,21.48,19.82,2025-12
0.7999999999999989,4743.TWO,-2.11,2025,-2.18,41.13%,0.0,合一,9.49,🚀 利潤擴張,⚪ 數據不足,0.0,-31.06,0.0,-478.52%,-0.69,10.29,2025-12
0.7800000000000011,8936.TWO,2.95,2025,4.08,N/A,50.0,國統,20.29,🚀 利潤擴張,✅ 穩健價值,140.70000000000002,28.82,5.330490405117271,N/A,17.98,21.07,2025-12
0.5599999999999987,2414.TW,2.38,2025,3.17,8.10%,51.2000007629,精技,18.17,🚀 利潤擴張,✅ 穩健價值,119.4,21.43,6.432160899861809,2.38%,23.71,18.73,2025-12
0.54,8923.TWO,0.6,2025,0.96,N/A,20.1000003815,時報,2.69,🚀 利潤擴張,✅ 穩健價值,38.7,0.0,7.7906978222868215,N/A,9.05,3.23,2025-12
0.45999999999999996,4707.TWO,0.61,2025,0.89,-0.45%,15.0,磐亞,-6.78,🌑 雙重衰退,✅ 穩健價值,30.150000000000002,-10.29,7.462686567164178,-7.50%,-1.16,-6.32,2025-12
0.3800000000000008,4198.TWO,-1.56,2025,-1.96,30.43%,39.7999992371,欣大健康,-15.0,🌑 雙重衰退,⚪ 數據不足,-73.8,16.58,0.0,-23.61%,-18.9,-14.62,2025-12
0.3799999999999999,2852.TW,2.43,2025,2.92,31.15%,26.8500003815,第一保,-3.05,🌑 雙重衰退,✅ 穩健價值,116.55,-5.81,3.4555985046975546,10.03%,-3.25,-2.67,2025-12
0.16000000000000014,7556.TWO,5.54,2025,7.1,N/A,290.0,意德士,19.26,🚀 利潤擴張,✅ 穩健價值,278.40000000000003,25.35,15.624999999999998,N/A,19.5,19.42,2025-12
0.14000000000000057,6525.TW,4.38,2025,5.88,N/A,129.5,捷敏-KY,14.03,🚀 利潤擴張,✅ 穩健價值,213.14999999999998,21.33,9.113300492610838,N/A,15.99,14.17,2025-12
0.030000000000001137,5211.TWO,-0.68,2025,-0.77,N/A,17.75,蒙恬,34.16,🚀 利潤擴張,⚪ 數據不足,-34.800000000000004,26.09,0.0,N/A,25.77,34.19,2025-12
-0.17999999999999972,8358.TWO,2.71,2025,4.21,N/A,560.0,金居,15.52,⚠️ 獲利稀釋,❌ 暫避觀望,145.2,-5.9,57.85123966942149,N/A,11.75,15.34,2025-12
-0.20000000000000107,2645.TW,4.16,2025,5.46,14.11%,161.5,長榮航太,11.63,⚠️ 獲利稀釋,⚪ 中性觀察,199.80000000000004,10.05,12.124624624624623,9.96%,13.98,11.43,2025-12
-0.2999999999999994,4564.TW,-1.54,2025,-1.86,-20.30%,15.3000001907,元翎,-3.72,🌑 雙重衰退,⚪ 數據不足,-73.05,-8.76,0.0,-35.14%,8.43,-4.02,2025-12
-0.3000000000000007,4192.TWO,-0.95,2025,-1.3,76.40%,19.9500007629,杏國,15.88,🏰 高護城河,⚪ 數據不足,-50.4,18.8,0.0,-174.96%,17.43,15.58,2025-12
-0.34999999999999787,5205.TWO,-0.91,2025,-1.43,N/A,23.8500003815,中茂,-21.87,🌑 雙重衰退,⚪ 數據不足,-49.8,7.14,0.0,N/A,-19.89,-22.22,2025-12
-0.3699999999999992,8033.TW,0.73,2025,0.58,N/A,135.0,雷虎,14.37,⚠️ 獲利稀釋,❌ 暫避觀望,33.9,151.72,59.73451327433629,N/A,17.35,14.0,2025-12
-0.41000000000000014,2834.TW,1.01,2025,1.26,97.54%,16.1499996185,臺企銀,2.85,🏰 高護城河,⚪ 中性觀察,48.75,4.12,4.969230651846154,41.10%,1.98,2.44,2025-12
-0.4299999999999997,1229.TW,2.0,2025,2.57,21.12%,39.9500007629,聯華,4.92,⚠️ 獲利稀釋,⚪ 中性觀察,96.15,6.95,6.232449416989079,11.17%,-0.11,4.49,2025-12
-0.4700000000000002,2610.TW,1.81,2025,2.42,18.07%,18.4500007629,華航,2.58,⚠️ 獲利稀釋,⚪ 中性觀察,93.60000000000001,5.85,2.9567308914903845,9.36%,2.68,2.11,2025-12
-0.5,6442.TW,13.87,2025,23.46,N/A,2040.0,光聖,64.22,⚠️ 獲利稀釋,❌ 暫避觀望,726.5999999999999,66.63,42.1139554087531,N/A,92.55,63.72,2025-12
-0.5799999999999983,3266.TW,0.24,2025,0.58,42.09%,12.5500001907,昇陽,-69.37,🌑 雙重衰退,⚪ 中性觀察,15.9,-46.67,11.839622821415094,22.63%,-47.7,-69.95,2025-12
-0.5800000000000001,9917.TW,4.99,2025,6.77,N/A,114.0,中保科,6.29,⚠️ 獲利稀釋,⚪ 中性觀察,249.14999999999998,3.81,6.8633353401565325,N/A,7.59,5.71,2025-12
