股票代碼,股票名稱,今日狀態,今日收盤,今日RSI,戰術標籤,隔天勝率,五日勝率,五日平均收益,平均洗盤深度,歷史次數,建議買進價,raw_wr5,raw_pnl
PLX.VN,未知,無,39450.0,54.32,🟢 黃金標的,100.00%,100.00%,16.35%,-1.96%,5,0,1.0,0.1635
VHM.VN,未知,無,147400.0,36.36,🟢 黃金標的,33.33%,100.00%,8.40%,-5.34%,3,0,1.0,0.084
VIC.VN,未知,無,210800.0,34.58,🟢 黃金標的,42.86%,85.71%,9.23%,-3.93%,7,0,0.8571,0.0923
BID.VN,未知,無,43300.0,61.5,🟢 黃金標的,55.56%,66.67%,6.63%,-2.48%,9,0,0.6667,0.0663
GMD.VN,未知,無,74900.0,40.33,🔵 穩健標的,71.43%,57.14%,0.69%,-3.31%,7,0,0.5714,0.0069
VCB.VN,未知,無,64200.0,70.97,🟡 妖股/高波動,70.00%,40.00%,4.34%,-2.15%,10,0,0.4,0.0434
FRT.VN,未知,無,131000.0,10.7,⚪ 一般監控,50.00%,50.00%,0.88%,-2.19%,4,0,0.5,0.0088
BCM.VN,未知,無,55400.0,57.58,⚪ 一般監控,0.00%,50.00%,1.49%,-4.12%,4,0,0.5,0.0149
HPG.VN,未知,無,24150.0,37.67,⚪ 一般監控,50.00%,50.00%,0.09%,-2.03%,2,0,0.5,0.0009
VPB.VN,未知,無,28050.0,54.28,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0,0,0.0,0.0
MBB.VN,未知,無,25400.0,38.33,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0,0,0.0,0.0
VID.VN,未知,無,4800.0,50.0,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0,0,0.0,0.0
FUEVFVND.VN,未知,無,36500.0,35.29,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0,0,0.0,0.0
VJC.VN,未知,無,172100.0,35.4,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0,0,0.0,0.0
E1VFVN30.VN,未知,無,35900.0,32.13,🔴 空頭陷阱,100.00%,75.00%,-0.18%,-0.81%,4,0,0.75,-0.0018
SSI.VN,未知,無,27900.0,43.66,🔴 空頭陷阱,66.67%,66.67%,-1.29%,-5.54%,3,0,0.6667,-0.0129
FPT.VN,未知,無,73600.0,51.53,🔴 空頭陷阱,33.33%,33.33%,-1.38%,-3.60%,3,0,0.3333,-0.0138
VHC.VN,未知,無,58300.0,35.14,🔴 空頭陷阱,25.00%,25.00%,-2.78%,-3.08%,4,0,0.25,-0.0278
MWG.VN,未知,無,80000.0,30.26,🔴 空頭陷阱,33.33%,0.00%,-4.59%,-3.89%,3,0,0.0,-0.0459
GEE.VN,未知,無,112000.0,40.34,🔴 空頭陷阱,60.00%,0.00%,-7.26%,-9.39%,5,0,0.0,-0.0726
VNM.VN,未知,無,58800.0,29.85,🔴 空頭陷阱,0.00%,0.00%,-10.24%,-8.02%,1,0,0.0,-0.1024
HVN.VN,未知,無,21800.0,37.14,🔴 空頭陷阱,100.00%,0.00%,-4.38%,-4.72%,1,0,0.0,-0.0438
