股票代碼         名稱              收盤價       最佳均線          勝率%            報酬%       次數        外資5日買 目前狀態                
1409.TW      新纖             15.8          4         75.0           6.79        2         1327 📈 持有                
1413.TW      宏洲             9.58          6        36.36          -4.24        5          -13 📉 觀望/賣出             
1414.TW      東和            19.85         20        61.11           0.49        1         -139 📉 觀望/賣出             
1418.TW      東華             19.0         19          0.0          -2.99        2           -5 📉 觀望/賣出             
1432.TW      大魯閣            19.0         12        43.75           1.93        1         -549 📉 觀望/賣出             
1434.TW      福懋            16.65         14        44.44            0.7        2        -2293 📉 觀望/賣出             
1435.TW      中福             19.6         20        57.14          -2.32        1           -8 📉 觀望/賣出             
1436.TW      華友聯            53.6         18          0.0            0.0        0          -27 📉 觀望/賣出             
1438.TW      三地開發          30.05          3        42.86           5.86        3          -12 📉 觀望/賣出             
1439.TW      雋揚             27.3          3        66.67          -0.51        2          -27 📉 觀望/賣出             
1442.TW      名軒            25.75          6         62.5          -0.84        3         -578 📉 觀望/賣出             
1443.TW      立益物流          24.85          3        28.57          -7.08        5          -29 📉 觀望/賣出             
1444.TW      力麗              6.1          3         40.0          -1.13        2         -320 📉 觀望/賣出             
1455.TW      集盛             8.82          6        66.67          19.64        1         -860 📈 持有                
1456.TW      怡華            13.45          6         25.0          -9.33        6          -22 📈 持有                
1459.TW      聯發            11.75          3         60.0           6.42        2          -89 📉 觀望/賣出             
1460.TW      宏遠             6.84         12        68.75            1.4        2         -267 📉 觀望/賣出             
1466.TW      聚隆            16.75          6         61.9          23.59        2          189 📉 觀望/賣出             
1470.TW      大統新創          22.35          3         50.0           0.21        4          -10 📉 觀望/賣出             
1471.TW      首利            11.85          4        54.55          28.67        1         -108 📉 觀望/賣出             
1477.TW      聚陽            289.0          8         50.0           0.68        2        -1257 📉 觀望/賣出             
1503.TW      士電            203.5          7         50.0          23.84        2        -1680 📉 觀望/賣出             
1504.TW      東元             70.9         19          0.0            0.0        0         2794 📉 觀望/賣出             
1512.TW      瑞利             8.01          3          0.0            0.0        0           -8 📉 觀望/賣出             
1513.TW      中興電           157.5          8        58.33          14.42        2        -3929 📉 觀望/賣出             
1514.TW      亞力            113.5          5        63.64          30.15        2         -774 📉 觀望/賣出             
1516.TW      川飛             24.5          5        57.89            4.4        4          -10 📈 持有                
1519.TW      華城            922.0          3         70.0          31.04        1        -1103 📉 觀望/賣出             
1522.TW      堤維西           40.45          8         62.5           9.09        1           59 📉 觀望/賣出             
1525.TW      江申             61.6          8        45.45          -4.02        3          -25 📉 觀望/賣出             
1528.TW      恩德             22.1          4         62.5          33.46        1         1764 📈 持有                
1529.TW      樂事綠能           27.5          4        70.59          47.43        2         1931 📈 持有                
1535.TW      中宇             53.6          3        66.67          10.67        4            0 📈 持有                
1536.TW      和大             52.0         20          0.0          -2.39        1         -965 📉 觀望/賣出             
1537.TW      廣隆            123.5          4        42.86            0.4        4           -2 📉 觀望/賣出             
1538.TW      正峰             17.5          3         60.0           -2.3        3            0 📉 觀望/賣出             
1560.TW      中砂            456.0          3        45.45          15.75        4         -405 📉 觀望/賣出             
1563.TW      巧新             41.3         19          0.0            0.0        0           -4 📉 觀望/賣出             
1568.TW      倉佑             22.1          3        71.43           9.71        2          -51 📈 持有                
1569.TWO     濱川             50.8          4         60.0          11.16        2          232 📉 觀望/賣出             
1582.TW      信錦             91.4          6        60.87          38.93        1          939 📈 持有                
1583.TW      程泰            43.35          4         62.5           8.55        2          -23 📉 觀望/賣出             
1587.TW      吉茂            37.85         15          0.0            0.0        0          220 📉 觀望/賣出             
1589.TW      永冠-KY          7.26         18          0.0            0.0        0          -24 📉 觀望/賣出             
1590.TW      亞德客-KY       1030.0          7        73.33          18.06        2          162 📉 觀望/賣出             
1593.TWO     祺驊            34.75          4        57.14           5.71        2           11 📉 觀望/賣出             
1597.TW      直得             75.2          8        46.15           2.47        3          -65 📈 持有                
1599.TWO     宏佳騰           26.15          9          0.0          -3.17        1           -7 📉 觀望/賣出             
1605.TW      華新            32.05          3        33.33           1.39        2        11395 📉 觀望/賣出             
1608.TW      華榮             33.3         20          0.0           -5.8        1        -5585 📉 觀望/賣出             
1609.TW      大亞             36.2          5        71.43           6.58        2        -2140 📉 觀望/賣出             
1611.TW      中電             13.5          5        38.46           1.51        4          215 📈 持有                
1612.TW      宏泰             34.2          8        57.14           7.31        2         -580 📉 觀望/賣出             
1616.TW      億泰            25.85          4         50.0           0.73        3         -303 📉 觀望/賣出             
1623.TW      大東電           200.0          5        33.33           0.65        2           -6 📉 觀望/賣出             
1708.TW      東鹼            38.45         18        57.14           5.66        1         -608 📉 觀望/賣出             
1710.TW      東聯             14.0          5        54.55          -1.59        4         1412 📈 持有                
1711.TW      永光             29.4         18        73.33           29.8        0         -944 📈 持有                
1714.TW      和桐             9.17          8         50.0           3.15        3          130 📉 觀望/賣出             
1717.TW      長興             63.4          5         75.0          29.77        1        -3128 📈 持有                
1718.TW      中纖             7.69          6        52.94          -1.82        4          699 📈 持有                
1721.TW      三晃            17.25          4         50.0          -3.78        1          425 📉 觀望/賣出             
1723.TW      中碳             70.3          4        58.33           2.59        2         -200 📈 持有                
1726.TW      永記             75.6          3        54.55           0.64        4          -33 📉 觀望/賣出             
1727.TW      中華化            55.3         16         62.5          13.67        0        -2473 📈 持有                
1735.TW      日勝化            21.6         18         50.0          17.79        1          -41 📈 持有                
1736.TW      喬山            129.0         16          0.0            0.0        0        -1470 📉 觀望/賣出             
1762.TW      中化生           29.45         10        46.67           1.95        2         -106 📈 持有                
1773.TW      勝一            144.0          3        57.14           6.16        1         -326 📉 觀望/賣出             
1784.TWO     訊聯             87.3          5        42.86          -1.27        3         -128 📉 觀望/賣出             
1785.TWO     光洋科            83.5          4        68.75          30.73        4        27732 📈 持有                
1789.TW      神隆             20.7          3         62.5           1.96        2         -648 📉 觀望/賣出             
1795.TW      美時            258.5          5        64.71          10.49        2          561 📉 觀望/賣出             
1802.TW      台玻             55.0          9         50.0           2.96        2         1199 📉 觀望/賣出             
1805.TW      寶徠            10.25         16          0.0            0.0        0          -39 📉 觀望/賣出             
1809.TW      中釉            25.15          8        66.67          35.42        2          554 📉 觀望/賣出             
1815.TWO     富喬            104.0          3         40.0           5.24        2         -428 📉 觀望/賣出             
1904.TW      正隆             17.5          7        66.67           3.67        2         -397 📉 觀望/賣出             
2002.TW      中鋼            19.35         13         60.0           4.34        1       -27405 📉 觀望/賣出             
2006.TW      東和鋼鐵           81.0          4         75.0          16.48        1         1942 📉 觀望/賣出             
2009.TW      第一銅           43.25         18        66.67            0.0        1          936 📉 觀望/賣出             
2010.TW      春源             23.8          3        71.43           7.54        3         -374 📈 持有                
2012.TW      春雨            15.35          3        22.22          -2.87        5          -62 📉 觀望/賣出             
2013.TW      中鋼構           43.65          3        54.55           1.62        3          135 📉 觀望/賣出             
2014.TW      中鴻            17.65          5        54.55          13.47        3         -445 📈 持有                
2017.TW      官田鋼            9.78         13         50.0           7.22        1          211 📈 持有                
2022.TW      聚亨             9.05          4        38.46           -1.2        5          119 📈 持有                
2023.TW      燁輝             14.6         19         40.0          -1.01        2         1127 📉 觀望/賣出             
2027.TW      大成鋼           36.85          3        45.45          -1.52        4       -25312 📈 持有                
2031.TW      新光鋼           38.85         11        30.77          -4.62        3         -909 📈 持有                
2034.TW      允強             20.3          8        54.55           0.45        2         -731 📈 持有                
2035.TWO     唐榮             28.4          4         30.0           0.86        4           -1 📉 觀望/賣出             
2049.TW      上銀            244.0          6        55.56          18.17        2         2323 📈 持有                
2059.TW      川湖           3290.0          5        53.85           5.88        3          -22 📈 持有                
2061.TWO     風青            17.85          3         20.0          -2.15        2          -45 📈 持有                
2066.TWO     世德             54.5          3         62.5          18.75        3            6 📉 觀望/賣出             
2067.TWO     嘉鋼             8.08          3        33.33          -4.71        6          -28 📉 觀望/賣出             
2069.TW      運錩            19.05          4         60.0           7.49        3          161 📈 持有                
2072.TWO     世紀風電          264.5         16        58.82          11.71        1            0 📉 觀望/賣出             
2103.TW      台橡            20.85         18        63.16          32.77        1        -1131 📈 持有                
2104.TW      國際中橡           12.6          3         60.0           7.51        3        -5646 📉 觀望/賣出             
2105.TW      正新            29.35          5        58.33           -0.8        3       -16986 📉 觀望/賣出             
2108.TW      南帝             25.4          6        38.46           7.62        3         -327 📉 觀望/賣出             
2201.TW      裕隆             28.0         18          0.0            0.0        0        -2239 📉 觀望/賣出             
2204.TW      中華             57.5          3        58.33            3.4        2        -1283 📉 觀望/賣出             
2206.TW      三陽工業           58.3          8        66.67           1.68        1         -797 📉 觀望/賣出             
2208.TW      台船            21.65          4        73.33           14.4        2        -4226 📉 觀望/賣出             
2211.TW      長榮鋼           101.5          3        33.33          -2.44        4         -293 📉 觀望/賣出             
2230.TWO     泰茂             34.8          5        66.67           1.54        1           49 📈 持有                
2231.TW      為升             82.3          4         50.0           3.78        4         -265 📉 觀望/賣出             
2233.TW      宇隆            226.0         14        45.45            3.1        1         -134 📉 觀望/賣出             
2235.TWO     謚源             35.0         14        66.67           1.59        1           -1 📉 觀望/賣出             
2236.TW      百達-KY         113.5          3        57.14          -0.47        4          -61 📈 持有                
2237.TWO     華德動能           30.3          4        45.45           -3.2        3            0 📉 觀望/賣出             
2239.TW      英利-KY         24.45         13          0.0            0.0        0          -24 📉 觀望/賣出             
2241.TW      艾姆勒           29.35         19          0.0          -1.68        0          -78 📉 觀望/賣出             
2243.TW      宏旭-KY          15.3         14        30.77           -1.3        2          -59 📉 觀望/賣出             
2252.TWO     為昇科            14.0         16          0.0          -5.56        1            0 📉 觀望/賣出             
2254.TW      巨鎧精密-創         68.4         20         75.0          14.38        0           -9 📈 持有                
2258.TW      鴻華先進-創         33.1          6         30.0           0.27        3         -542 📉 觀望/賣出             
2301.TW      光寶科           159.5         17        54.55          -6.59        3        -9544 📉 觀望/賣出             
2302.TW      麗正             18.6          3        54.55          10.42        3         -372 📈 持有                
2303.TW      聯電             60.6          7         50.0          22.69        2        10015 📉 觀望/賣出             
2305.TW      全友             14.5          3         60.0          10.67        1          -29 📈 持有                
2308.TW      台達電          1370.0          5        57.14          11.86        2           17 📉 觀望/賣出             
2312.TW      金寶            23.35         19          0.0            0.0        0         2203 📉 觀望/賣出             
2313.TW      華通            200.0         14        58.33          26.64        1        -6569 📉 觀望/賣出             
2314.TW      台揚             17.4         18          0.0            0.0        0           -1 📉 觀望/賣出             
2316.TW      楠梓電            90.8          3        45.45          -4.14        6         -332 📉 觀望/賣出             
2317.TW      鴻海            214.5          3         60.0           6.79        3       -39058 📉 觀望/賣出             
2321.TW      東訊             14.9         20         20.0          -15.6        3            0 📉 觀望/賣出             
2323.TW      中環             11.4          6         40.0          -5.82        3         1257 📈 持有                
2324.TW      仁寶            32.65          6        53.33            3.9        2        10937 📈 持有                
2327.TW      國巨*           251.5          8        41.67           5.28        2       -12330 📉 觀望/賣出             
2328.TW      廣宇            46.05          4        45.45           2.59        3         -921 📉 觀望/賣出             
2329.TW      華泰             52.2          4         62.5           4.51        2         -699 📈 持有                
2330.TW      台積電          1885.0          8         50.0           3.77        3       -44706 📉 觀望/賣出             
2331.TW      精英            24.15          3         60.0          11.56        3         2996 📉 觀望/賣出             
2332.TW      友訊            15.15          7         37.5          -3.92        3          485 📉 觀望/賣出             
2337.TW      旺宏             99.0          9         62.5          34.44        1       -35529 📉 觀望/賣出             
2338.TW      光罩             49.5         20        66.67           1.75        0         -428 📈 持有                
2340.TW      台亞             26.5          8         50.0           1.64        2         -474 📈 持有                
2342.TW      茂矽             31.3         10        58.33           2.28        2           34 📈 持有                
2344.TW      華邦電           109.0          3          0.0            0.0        0        -8908 📉 觀望/賣出             
2345.TW      智邦           1505.0         17        70.59          20.07        1        -1072 📈 持有                
2347.TW      聯強             69.9          4        53.85           3.33        3          499 📉 觀望/賣出             
