     Stock        Name  Score    Close                                BuyReason
   6994.TW        富威電力    6.5    86.60 ADX轉強 | 【EPS連2成長 | 營收爆發(114.38%) | 董監加碼】
  4123.TWO          晟德    5.5    44.65         ADX轉強 | 【EPS連2成長 | 營收爆發(56.42%)】
   2467.TW          志聖    5.5   365.00         ADX轉強 | 【EPS連2成長 | 營收爆發(124.1%)】
   6944.TW        兆聯實業    5.5   787.00         ADX轉強 | 【EPS連2成長 | 營收爆發(51.58%)】
  3093.TWO         港建*    5.0    36.90             ADX轉強 | 【營收爆發(90.8%) | 董監加碼】
   3036.TW          文曄    5.0   231.50           ADX轉強 | 【營收爆發(151.67%) | 董監加碼】
   6902.TW    GOGOLOOK    4.5    76.60          【EPS連2成長 | 營收爆發(37.39%) | 董監加碼】
  3088.TWO          艾訊    4.5    81.20          【EPS連2成長 | 營收爆發(50.04%) | 董監加碼】
  5536.TWO         聖暉*    4.5   697.00          【EPS連2成長 | 營收爆發(38.79%) | 董監加碼】
  4991.TWO       環宇-KY    4.5   327.00         【EPS連2成長 | 營收爆發(155.98%) | 董監加碼】
  8299.TWO          群聯    4.5  1810.00         【EPS連2成長 | 營收爆發(169.43%) | 董監加碼】
   8271.TW          宇瞻    4.0   158.00                  ADX轉強 | 【營收爆發(193.82%)】
   2377.TW          微星    4.0    94.30                   ADX轉強 | 【營收爆發(33.73%)】
  1294.TWO        漢田生技    4.0    90.60                  ADX轉強 | 【營收爆發(117.94%)】
  8472.TWO         夠麻吉    4.0    72.90                   ADX轉強 | 【營收爆發(30.76%)】
   3702.TW         大聯大    4.0    73.50                   ADX轉強 | 【營收爆發(44.57%)】
   2404.TW          漢唐    4.0  1065.00                   ADX轉強 | 【營收爆發(58.89%)】
  5205.TWO          中茂    4.0    27.75                  ADX轉強 | 【營收爆發(204.44%)】
   6531.TW         愛普*    4.0   485.50                  ADX轉強 | 【營收爆發(146.68%)】
  4908.TWO          前鼎    4.0    96.80                   ADX轉強 | 【營收爆發(66.88%)】
   3706.TW          神達    4.0    83.00                   ADX轉強 | 【營收爆發(34.35%)】
  6894.TWO         衛司特    4.0   327.00                   ADX轉強 | 【營收爆發(55.42%)】
  6223.TWO          旺矽    4.0  3610.00                   ADX轉強 | 【營收爆發(33.06%)】
   1529.TW        樂事綠能    4.0    27.50                  ADX轉強 | 【營收爆發(277.22%)】
   2543.TW          皇昌    4.0    74.60                   ADX轉強 | 【營收爆發(34.97%)】
  3066.TWO          李洲    4.0    16.20                   ADX轉強 | 【營收爆發(42.57%)】
   1256.TW     鮮活果汁-KY    4.0   165.00                   ADX轉強 | 【營收爆發(87.61%)】
   4943.TW       康控-KY    4.0    11.80                    ADX轉強 | 【營收爆發(38.5%)】
   6477.TW          安集    4.0    39.65                   ADX轉強 | 【營收爆發(78.94%)】
   6669.TW          緯穎    4.0  4085.00                  ADX轉強 | 【營收爆發(103.44%)】
  5345.TWO          馥鴻    4.0    23.10                  ADX轉強 | 【營收爆發(214.64%)】
   2542.TW         興富發    3.5    36.50               【EPS連2成長 | 營收爆發(2480.63%)】
   9917.TW         中保科    3.5   112.50                        ADX轉強 | 【EPS連2成長】
