股票代碼         名稱              收盤價       最佳均線        實戰勝率%          區間報酬%     交易次數       外資5日買超 目前狀態                
00910.TW     第一金太空衛星       56.05          3         48.0          -1.23        8           35 📈 持有 → 繼續持有         
00915.TW     凱基優選高股息30     23.44          6        66.67           6.96        2        -2869 📈 持有 → 繼續持有         
00918.TW     大華優利高填息30     23.06          6        68.18           3.65        3        -4900 📈 持有 → 繼續持有         
00919.TW     群益台灣精選高息       23.7          5        69.57           6.87        3       -31702 📈 持有 → 繼續持有         
00922.TW     國泰台灣領袖50      30.47          6         68.0           8.94        3       -54731 📈 持有 → 繼續持有         
00923.TW     群益台ESG低碳50    28.98          4         62.5           9.46        5         -480 📈 持有 → 繼續持有         
00924.TW     復華S&P500成長    28.35         16        33.33          -2.47        2         1805 📉 建議賣出              
00927.TW     群益半導體收益       24.48          5        68.18          14.79        3          329 📈 持有 → 繼續持有         
00929.TW     復華台灣科技優息      19.56          6        68.18           9.33        3         3397 📈 持有 → 繼續持有         
00931B.TWO   統一美債20年        13.8         14         50.0           0.12        4        13184 📉 建議賣出              
00933B.TWO   國泰10Y+金融債     16.18          3         50.0           1.04        8        27341 📉 建議賣出              
00936.TW     台新永續高息中小      17.49          3        62.96           7.59        6         -931 📈 持有 → 繼續持有         
00937B.TWO   群益ESG投等債20+    14.87          3        47.62          -1.18        7       162441 📉 建議賣出              
00939.TW     統一台灣高息動能       15.7          3        67.86           7.69        6         -412 📈 持有 → 繼續持有         
00940.TW     元大台灣價值高息       9.69          3         72.0           4.22        6        -7591 📈 持有 → 繼續持有         
00941.TW     中信上游半導體       21.57          6        51.85          12.37        3           68 📈 持有 → 繼續持有         
00942B.TWO   台新美A公司債20+    14.36          3         50.0          -0.37        8         9007 📉 建議賣出              
00945B.TW    凱基美國非投等債      14.51          3        58.82           0.48        6        10510 📉 建議賣出              
00946.TW     群益科技高息成長       9.99          6        66.67           8.71        2         -319 📈 持有 → 繼續持有         
00947.TW     台新臺灣IC設計      23.41          8        66.67           9.33        2        -1905 📈 持有 → 繼續持有         
00948B.TWO   中信優息投資級債       9.47         19         40.0          -1.45        3       405820 📉 建議賣出              
00949.TW     復華日本龍頭        19.47          5        52.38           6.64        3          294 📈 持有 → 繼續持有         
00950B.TWO   凱基A級公司債       14.12          3         45.0          -0.38        9       130326 📉 建議賣出              
00951.TW     台新日本半導體       13.81          5        45.83           4.48        5          191 📈 持有 → 繼續持有         
00952.TW     凱基台灣AI50      12.77          6        63.16           3.69        4        -2302 📈 持有 → 繼續持有         
00953B.TW    群益優選非投等債       9.66          3         60.0           0.73        4        33302 📉 建議賣出              
00955.TWO    中信日本商社        15.03          4        71.43          14.45        4        -1733 📉 建議賣出              
00959B.TWO   大華投等美債15Y+     9.41          3         55.0           0.06        8         5063 📉 建議賣出              
00963.TW     中信全球高股息        12.3          9        69.57           5.13        1         1242 📉 建議賣出              
00965.TW     元大航太防衛科技      25.99          3         56.0          -3.49        6          141 📉 建議賣出              
00968B.TWO   元大優息投等債        9.29          3         50.0          -0.63        9         3821 📉 建議賣出              
00969B.TWO   未知             8.49         19         50.0           0.12        1         2809 📉 建議賣出              
00970B.TWO   新光BBB投等債20+     9.38         19        53.33          -1.17        2          554 📉 建議賣出              
009801.TW    中信美國創新科技      10.61         20         25.0          -3.85        2         1546 📉 建議賣出              
009803.TW    保德信市值動能50     15.74          7         64.0           10.2        3         -182 📈 持有 → 繼續持有         
009805.TW    新光美國電力基建      14.86          3        56.52          12.58        6         1229 📉 建議賣出              
00980A.TW    主動野村臺灣優選       17.2          6        59.09           5.66        4        -1267 📈 持有 → 繼續持有         
009811.TW    統一美國50        11.36         19          0.0           -1.6        2         3536 📉 建議賣出              
009813.TW    貝萊德標普卓越50     10.15         19          0.0          -1.13        1        -2185 📉 建議賣出              
009814.TWO   富邦標普500        9.95         17          0.0           -3.0        3        -1404 📉 建議賣出              
009815.TWO   大華美國MAG7+      9.62         20          0.0            0.0        0          599 📉 建議賣出              
009816.TW    凱基台灣TOP50      10.8          4         75.0           7.66        1       -12456 📈 持有 → 繼續持有         
009817.TW    國泰日本不動產        9.75          9          0.0            0.0        0          130 📉 建議賣出              
00981A.TW    主動統一台股增長      20.16         12        100.0           0.55        0        23459 📈 持有 → 繼續持有         
00981B.TWO   第一金優選非投債        9.3          3        53.33           0.35        7         8590 📈 持有 → 繼續持有         
00981D.TWO   主動中信非投等債      10.43          3        64.29           0.47        5         6702 📉 建議賣出              
00982A.TW    主動群益台灣強棒      16.15          3        57.14            2.8        2        -3703 📈 持有 → 繼續持有         
00982D.TW    主動富邦動態入息       10.1         14          0.0            0.0        0          317 📉 建議賣出              
00983A.TW    主動中信ARK創新     10.91         15          0.0            0.0        0         1126 📈 持有 → 繼續持有         
00984B.TWO   大華優利美A債15     16.55          3         50.0          -1.07        8         -718 📉 建議賣出              
00985A.TW    主動野村台灣50      16.15          6        69.57          10.54        4         -864 📈 持有 → 繼續持有         
00985B.TW    群益ESG投等債0-5     10.3          4        56.25           0.95        6        13847 📉 建議賣出              
00987A.TW    主動台新優勢成長      11.61         15          0.0            0.0        0        -1775 📈 持有 → 繼續持有         
00988A.TW    主動統一全球創新      12.64          4         60.0           2.61        1          494 📈 持有 → 繼續持有         
00989A.TW    未知            14.12         15         50.0           0.07        0          355 📈 持有 → 繼續持有         
00990A.TW    主動元大AI新經濟     11.99          5        51.85           8.86        5       -10989 📈 持有 → 繼續持有         
00991A.TW    主動復華未來50       12.3          3         50.0           1.01        2         1015 📈 持有 → 繼續持有         
00992A.TW    主動群益科技創新      12.77          5         60.0           4.87        1        -5504 📈 持有 → 繼續持有         
00993A.TW    主動安聯台灣        10.43          5        66.67           4.65        1        -5919 📈 持有 → 繼續持有         
00995A.TW    主動中信台灣卓越      11.57          3        68.75           8.59        4        -2336 📈 持有 → 繼續持有         
02001L.TW    未知             63.8          3        33.33           2.94        1            0 📈 持有 → 繼續持有         
02001R.TW    未知             0.74          3          0.0            0.0        1            0 📈 持有 → 繼續持有         
020030.TW    統一智慧電動車N      11.15          3        100.0           0.09        0            0 📈 持有 → 繼續持有         
1101.TW      台泥             25.1          4         60.0          11.24        3       -12253 📈 持有 → 繼續持有         
1102.TW      亞泥            34.75          9         60.0          -0.57        1        -4059 📈 持有 → 繼續持有         
1203.TW      味王             38.4          5        47.06          -0.81        6          -38 📉 建議賣出              
1213.TW      大飲              9.8         20          0.0          -3.65        1            0 📉 建議賣出              
1216.TW      統一             70.1          6         30.0          -3.71        5       -11441 📉 建議賣出              
1219.TW      福壽             13.5          3        46.67           1.13        8         -175 📉 建議賣出              
1220.TW      台榮             12.9          4         50.0           1.22        6          -73 📉 建議賣出              
1225.TW      福懋油            32.8         16        63.16           12.5        2         -175 📈 持有 → 繼續持有         
1229.TW      聯華            43.35         19          0.0          -3.65        1        -1583 📉 建議賣出              
1235.TW      興泰            38.15          6         50.0           3.01        3          -39 📉 建議賣出              
1256.TW      鮮活果汁-KY       165.0          4        38.89          -5.46        6          -26 📉 建議賣出              
1259.TWO     安心             61.0          3        42.86           1.66        6            2 📉 建議賣出              
1294.TWO     漢田生技           90.6         19        52.63          13.47        1          -45 📈 持有 → 繼續持有         
1295.TWO     生合             71.7         19          0.0            0.0        0           22 📉 建議賣出              
1301.TW      台塑            46.25          4        59.09          12.88        7       -32710 📉 建議賣出              
1303.TW      南亞             77.5          9        47.37          17.54        4       -28160 📉 建議賣出              
1304.TW      台聚            13.05         15        47.37           5.39        1        -7057 📈 持有 → 繼續持有         
1305.TW      華夏             14.0         16        41.18          12.31        1        -3088 📈 持有 → 繼續持有         
1307.TW      三芳            33.45         20         50.0          -0.99        1        -1080 📈 持有 → 繼續持有         
1308.TW      亞聚            15.35         16        41.18           -1.4        2        -4626 📈 持有 → 繼續持有         
1309.TW      台達化            15.1         14        43.48          12.93        3         -234 📈 持有 → 繼續持有         
1310.TW      台苯            11.75         14         60.0          31.44        1         1059 📈 持有 → 繼續持有         
1312.TW      國喬            14.05          6        40.91          -1.41        4        -8332 📈 持有 → 繼續持有         
1313.TW      聯成             12.5          5        54.17          16.89        5        -9100 📉 建議賣出              
1314.TW      中石化            8.82         16        35.29            6.1        1       -15822 📈 持有 → 繼續持有         
1323.TW      永裕            18.55         18          0.0          -1.87        1          -12 📉 建議賣出              
1326.TW      台化            42.65          8        63.64          23.81        2       -13301 📉 建議賣出              
1337.TW      再生-KY           5.9          7        42.11           9.66        4         -761 📈 持有 → 繼續持有         
1338.TW      廣華-KY          14.9          7         50.0           2.24        1          177 📉 建議賣出              
1340.TW      勝悅-KY          7.38          5         45.0          11.34        4          -57 📈 持有 → 繼續持有         
1341.TW      富林-KY          58.8          7         50.0          -0.29        4          -16 📉 建議賣出              
1402.TW      遠東新           27.95          3        47.62          -6.39        9         2073 📉 建議賣出              
1409.TW      新纖             15.8          3         60.0           9.29        6         1327 📈 持有 → 繼續持有         
1413.TW      宏洲             9.58         16        38.46          -4.93        3          -13 📉 建議賣出              
1414.TW      東和            19.85         20        61.11           0.49        1         -139 📉 建議賣出              
1418.TW      東華             19.0          8         20.0          -4.44        7           -5 📉 建議賣出              
1432.TW      大魯閣            19.0          4        35.29           2.71        6         -549 📈 持有 → 繼續持有         
1434.TW      福懋            16.65          6        47.83           5.79        3        -2293 📉 建議賣出              
1435.TW      中福             19.6         20        57.14          -2.32        1           -8 📉 建議賣出              
1436.TW      華友聯            53.6         18          0.0            0.0        0          -27 📉 建議賣出              
1438.TW      三地開發          30.05          3        35.71          -0.39        7          -12 📉 建議賣出              
1439.TW      雋揚             27.3          3         50.0           0.13        6          -27 📈 持有 → 繼續持有         
1442.TW      名軒            25.75          6        63.64          -0.17        3         -578 📉 建議賣出              
1443.TW      立益物流          24.85          3        46.67           -0.8        8          -29 📉 建議賣出              
1444.TW      力麗              6.1          3         50.0           6.74        6         -320 📈 持有 → 繼續持有         
1455.TW      集盛             8.82          6        64.71          16.53        1         -860 📈 持有 → 繼續持有         
1456.TW      怡華            13.45          5        29.41          -6.63        8          -22 📈 持有 → 繼續持有         
1459.TW      聯發            11.75          5         40.0           4.25        3          -89 📉 建議賣出              
1460.TW      宏遠             6.84          4        68.18           6.58        4         -267 📈 持有 → 繼續持有         
1466.TW      聚隆            16.75          6        63.64          28.74        2          189 📉 建議賣出              
1470.TW      大統新創          22.35          3         37.5           -4.9        6          -10 📉 建議賣出              
1471.TW      首利            11.85          3         50.0          35.16        7         -108 📉 建議賣出              
1477.TW      聚陽            289.0          8         40.0          -2.15        4        -1257 📉 建議賣出              
1503.TW      士電            203.5          8        55.56          29.03        2        -1680 📉 建議賣出              
1504.TW      東元             70.9         20          0.0            0.0        0         2794 📉 建議賣出              
1512.TW      瑞利             8.01          3         40.0           8.57        6           -8 📈 持有 → 繼續持有         
1513.TW      中興電           157.5          8         60.0          19.29        2        -3929 📈 持有 → 繼續持有         
1514.TW      亞力            113.5          6        58.82          35.83        2         -774 📉 建議賣出              
1516.TW      川飛             24.5          6        63.64            7.3        4          -10 📈 持有 → 繼續持有         
1519.TW      華城            922.0          6        47.62          23.12        4        -1103 📈 持有 → 繼續持有         
1522.TW      堤維西           40.45          6        54.55           8.48        1           59 📉 建議賣出              
1525.TW      江申             61.6          9        42.86          -4.78        4          -25 📉 建議賣出              
1528.TW      恩德             22.1          4        46.67           9.09        6         1764 📈 持有 → 繼續持有         
1529.TW      樂事綠能           27.5          4        59.09          33.18        4         1931 📈 持有 → 繼續持有         
1535.TW      中宇             53.6          3         60.0          13.58        6            0 📈 持有 → 繼續持有         
1536.TW      和大             52.0          8        53.33           5.34        2         -965 📉 建議賣出              
1537.TW      廣隆            123.5          9        44.44            0.0        3           -2 📈 持有 → 繼續持有         
1538.TW      正峰             17.5          6        44.44          -2.86        3            0 📉 建議賣出              
1560.TW      中砂            456.0          6        42.11            4.4        5         -405 📉 建議賣出              
1563.TW      巧新             41.3         19          0.0            0.0        0           -4 📉 建議賣出              
1568.TW      倉佑             22.1          4        53.33          14.36        3          -51 📈 持有 → 繼續持有         
1569.TWO     濱川             50.8          4        55.56          10.11        3          232 📈 持有 → 繼續持有         
1582.TW      信錦             91.4          6        60.71          43.86        1          939 📈 持有 → 繼續持有         
1583.TW      程泰            43.35          4        43.75           6.27        4          -23 📉 建議賣出              
1587.TW      吉茂            37.85         15          0.0            0.0        0          220 📉 建議賣出              
1589.TW      永冠-KY          7.26         16         50.0          -2.23        1          -24 📉 建議賣出              
1590.TW      亞德客-KY       1030.0         15        73.68          16.75        1          162 📉 建議賣出              
1593.TWO     祺驊            34.75          6        52.94          15.53        4           11 📈 持有 → 繼續持有         
1597.TW      直得             75.2          8         37.5          -2.57        4          -65 📈 持有 → 繼續持有         
1599.TWO     宏佳騰           26.15          9         20.0          -4.01        1           -7 📉 建議賣出              
1605.TW      華新            32.05          3         40.0           4.51        6        11395 📉 建議賣出              
1608.TW      華榮             33.3          8         40.0           -3.5        4        -5585 📉 建議賣出              
1609.TW      大亞             36.2          7        66.67           10.0        3        -2140 📉 建議賣出              
1611.TW      中電             13.5          8        43.75           6.98        4          215 📈 持有 → 繼續持有         
1612.TW      宏泰             34.2          8        52.94           6.86        3         -580 📉 建議賣出              
1616.TW      億泰            25.85         10         50.0           2.99        2         -303 📉 建議賣出              
1623.TW      大東電           200.0          5        45.45           7.09        2           -6 📉 建議賣出              
1708.TW      東鹼            38.45          3         62.5           9.72        6         -608 📈 持有 → 繼續持有         
1710.TW      東聯             14.0          4        44.44          -0.47        7         1412 📈 持有 → 繼續持有         
1711.TW      永光             29.4         18        64.71          23.01        0         -944 📈 持有 → 繼續持有         
1714.TW      和桐             9.17          4        45.45           3.55        7          130 📉 建議賣出              
1717.TW      長興             63.4          5         50.0          29.82        4        -3128 📈 持有 → 繼續持有         
1718.TW      中纖             7.69         14         50.0           0.54        2          699 📈 持有 → 繼續持有         
1721.TW      三晃            17.25          4        53.33          22.43        4          425 📈 持有 → 繼續持有         
1723.TW      中碳             70.3          4        57.14           1.99        5         -200 📈 持有 → 繼續持有         
1726.TW      永記             75.6          8        53.85          -0.92        4          -33 📉 建議賣出              
1727.TW      中華化            55.3          9        54.55          21.44        2        -2473 📈 持有 → 繼續持有         
1735.TW      日勝化            21.6         18         50.0          11.74        1          -41 📈 持有 → 繼續持有         
1736.TW      喬山            129.0         19          0.0          -3.86        1        -1470 📉 建議賣出              
1762.TW      中化生           29.45          3        43.75          10.55        8         -106 📉 建議賣出              
1773.TW      勝一            144.0         10         50.0          -0.34        1         -326 📉 建議賣出              
1784.TWO     訊聯             87.3         14         40.0          -4.68        1         -128 📉 建議賣出              
1785.TWO     光洋科            83.5          4         65.0          36.54        4        27732 📈 持有 → 繼續持有         
1789.TW      神隆             20.7          3         60.0           11.1        7         -648 📉 建議賣出              
1795.TW      美時            258.5          7        64.71           9.59        2          561 📉 建議賣出              
1802.TW      台玻             55.0          3         50.0          59.28        6         1199 📈 持有 → 繼續持有         
1805.TW      寶徠            10.25         16          0.0            0.0        0          -39 📉 建議賣出              
1809.TW      中釉            25.15          8         60.0          31.87        3          554 📉 建議賣出              
1815.TWO     富喬            104.0          3        47.06          10.17        7         -428 📈 持有 → 繼續持有         
1904.TW      正隆             17.5          4        58.82          -0.53        5         -397 📉 建議賣出              
2002.TW      中鋼            19.35         18         60.0           4.65        1       -27405 📉 建議賣出              
2006.TW      東和鋼鐵           81.0          4        71.43          18.03        3         1942 📉 建議賣出              
2009.TW      第一銅           43.25         18        66.67            0.0        1          936 📉 建議賣出              
2010.TW      春源             23.8         19        68.42          10.26        1         -374 📈 持有 → 繼續持有         
2012.TW      春雨            15.35          4         40.0          -2.64        5          -62 📉 建議賣出              
2013.TW      中鋼構           43.65          5         50.0           4.19        3          135 📉 建議賣出              
2014.TW      中鴻            17.65          5        47.37           9.04        5         -445 📈 持有 → 繼續持有         
2017.TW      官田鋼            9.78         18        45.45           6.63        1          211 📈 持有 → 繼續持有         
2022.TW      聚亨             9.05          5        47.62           1.97        5          119 📈 持有 → 繼續持有         
2023.TW      燁輝             14.6         19        33.33          -2.33        3         1127 📉 建議賣出              
2027.TW      大成鋼           36.85         14        45.45           0.56        2       -25312 📉 建議賣出              
2031.TW      新光鋼           38.85         18         25.0          -4.98        3         -909 📉 建議賣出              
2034.TW      允強             20.3          8        61.54           5.34        2         -731 📈 持有 → 繼續持有         
2035.TWO     唐榮             28.4          4        33.33          -0.39        6           -1 📉 建議賣出              
2049.TW      上銀            244.0          3         50.0          20.86        8         2323 📈 持有 → 繼續持有         
2059.TW      川湖           3290.0          5         50.0           1.92        3          -22 📈 持有 → 繼續持有         
2061.TWO     風青            17.85         19         20.0          -3.21        1          -45 📉 建議賣出              
2066.TWO     世德             54.5          3        61.54          27.01        6            6 📈 持有 → 繼續持有         
2067.TWO     嘉鋼             8.08          3        46.15           -3.3        6          -28 📉 建議賣出              
2069.TW      運錩            19.05          4         55.0           7.99        4          161 📈 持有 → 繼續持有         
2072.TWO     世紀風電          264.5         16        58.82          11.71        1            0 📉 建議賣出              
2103.TW      台橡            20.85         14        63.64          35.83        1        -1131 📈 持有 → 繼續持有         
2104.TW      國際中橡           12.6          3         55.0          20.54        7        -5646 📈 持有 → 繼續持有         
2105.TW      正新            29.35          3        47.06           -2.0        8       -16986 📈 持有 → 繼續持有         
2108.TW      南帝             25.4          6        42.11          10.91        4         -327 📈 持有 → 繼續持有         
2201.TW      裕隆             28.0         18          0.0            0.0        0        -2239 📉 建議賣出              
2204.TW      中華             57.5          8        61.54           4.67        2        -1283 📈 持有 → 繼續持有         
2206.TW      三陽工業           58.3          7        64.29           1.17        3         -797 📉 建議賣出              
2208.TW      台船            21.65          4         75.0          19.43        3        -4226 📈 持有 → 繼續持有         
2211.TW      長榮鋼           101.5         18        63.64          -2.44        3         -293 📉 建議賣出              
2230.TWO     泰茂             34.8          3        45.45           1.19        4           49 📈 持有 → 繼續持有         
2231.TW      為升             82.3          8        53.85           3.03        2         -265 📉 建議賣出              
2233.TW      宇隆            226.0          4        41.18          10.31        5         -134 📈 持有 → 繼續持有         
2235.TWO     謚源             35.0         14        66.67           1.59        1           -1 📈 持有 → 繼續持有         
2236.TW      百達-KY         113.5         11        42.86          -1.75        3          -61 📈 持有 → 繼續持有         
2237.TWO     華德動能           30.3          3         50.0          -1.07        6            0 📉 建議賣出              
2239.TW      英利-KY         24.45         13          0.0            0.0        0          -24 📉 建議賣出              
2241.TW      艾姆勒           29.35         19          0.0          -1.68        0          -78 📉 建議賣出              
2243.TW      宏旭-KY          15.3          3        44.44          22.14        7          -59 📈 持有 → 繼續持有         
2252.TWO     為昇科            14.0         16          0.0          -5.56        1            0 📉 建議賣出              
2254.TW      巨鎧精密-創         68.4         20        64.29          12.08        2           -9 📈 持有 → 繼續持有         
2258.TW      鴻華先進-創         33.1          6         30.0           0.27        3         -542 📉 建議賣出              
2301.TW      光寶科           159.5         17        58.33          -4.95        3        -9544 📉 建議賣出              
2302.TW      麗正             18.6          5        53.33           2.22        4         -372 📈 持有 → 繼續持有         
2303.TW      聯電             60.6          3        56.52          35.12        5        10015 📉 建議賣出              
2305.TW      全友             14.5          5        56.25          27.61        4          -29 📈 持有 → 繼續持有         
2308.TW      台達電          1370.0          5        59.09          42.86        2           17 📈 持有 → 繼續持有         
2312.TW      金寶            23.35          5        57.14          31.95        3         2203 📈 持有 → 繼續持有         
2313.TW      華通            200.0          5         64.0          60.71        4        -6569 📈 持有 → 繼續持有         
2314.TW      台揚             17.4         18          0.0            0.0        0           -1 📉 建議賣出              
2316.TW      楠梓電            90.8         20         40.0          -5.31        2         -332 📉 建議賣出              
2317.TW      鴻海            214.5         10        55.56           1.84        2       -39058 📉 建議賣出              
2321.TW      東訊             14.9         20         20.0          -15.6        3            0 📉 建議賣出              
