prev_eps_yoy,om,pe,prev_rev_yoy,eps_yoy,gm,name,est_price,prev_year,price,date,rev_yoy,status,eps,prev_eps,expansion,symbol,advice
7.31,26.68%,10.400866738894907,9.02,-14.16,54.20%,亞信,138.45000000000002,2025,96.0,2026-03,73.94,🏰 高護城河,0.97,3.67,-88.1,3169.TWO,⚪ 中性觀察
-72.4,-23.97%,2.5909751436754003,-44.06,-152.54,52.84%,華友聯,206.1,2025,35.5999984741,2026-03,-63.97,🏰 高護城河,-0.31,5.39,-88.57,1436.TW,⚪ 中性觀察
35.66,N/A,4.244327390599676,30.67,-68.83,N/A,振樺電,740.4,2025,209.5,2026-03,20.25,📉 獲利侵蝕,2.75,18.5,-89.08,8114.TW,⚪ 中性觀察
-32.71,N/A,23.82653100147959,-2.51,108.7,N/A,松翰,29.4,2025,46.7000007629,2026-03,198.59,⚠️ 獲利稀釋,0.48,0.72,-89.89,5471.TW,❌ 暫避觀望
-258.33,N/A,0.0,1.24,-50.0,N/A,高端疫苗,-26.4,2025,45.7000007629,2026-03,41.09,📉 獲利侵蝕,-0.09,-0.86,-91.09,6547.TWO,⚪ 數據不足
12.64,N/A,5.709255533199196,-3.47,54.31,N/A,大江,298.2,2025,113.5,2026-03,145.96,⚠️ 獲利稀釋,1.92,8.68,-91.65,8436.TWO,⚪ 中性觀察
40.61,N/A,6.838439898899721,19.58,88.46,N/A,遠雄港,107.69999999999999,2025,49.0999984741,2026-03,180.48,⚠️ 獲利稀釋,0.98,2.77,-92.02,5607.TW,⚪ 中性觀察
15.47,15.86%,31.3179347826087,26.65,209.38,44.10%,志聖,220.79999999999998,2025,461.0,2026-03,301.54,⚠️ 獲利稀釋,3.06,5.5,-92.16000000000003,2467.TW,❌ 暫避觀望
22.25,N/A,5.506391347099312,9.96,19.15,N/A,實威,457.65,2025,168.0,2026-03,111.41,⚠️ 獲利稀釋,3.36,13.46,-92.25999999999999,8416.TWO,⚪ 中性觀察
13.93,N/A,23.015257305404706,-3.04,-5.41,N/A,萬潤,580.0500000000001,2025,890.0,2026-03,87.28,📉 獲利侵蝕,3.37,15.46,-92.69,6187.TWO,❌ 暫避觀望
-37.57,28.93%,11.69642891200893,6.05,-5.45,47.79%,立益物流,33.599999999999994,2025,26.2000007629,2026-03,87.35,📉 獲利侵蝕,0.52,1.13,-92.8,1443.TW,⚪ 中性觀察
-165.22,N/A,0.0,-0.63,9.09,N/A,新華,-28.799999999999997,2025,20.2999992371,2026-03,102.8,⚠️ 獲利稀釋,-0.1,-0.65,-93.71,5481.TWO,⚪ 數據不足
4.26,38.28%,3.1826921609807695,43.12,153.57,44.07%,正德,77.99999999999999,2025,16.5499992371,2026-03,247.78,⚠️ 獲利稀釋,0.71,2.01,-94.21000000000001,2641.TWO,⚪ 中性觀察
-222.73,-115.34%,0.0,-51.69,7.14,11.07%,台蠟,-42.0,2025,16.0499992371,2026-03,101.73,⚠️ 獲利稀釋,-0.13,-1.08,-94.59,1742.TWO,⚪ 數據不足
26.76,N/A,9.002493385062344,6.56,0.0,N/A,來頡,120.3,2025,72.1999969482,2026-03,94.61,📉 獲利侵蝕,1.14,3.7,-94.61,6799.TW,⚪ 中性觀察
39.18,18.06%,6.282051282051282,29.32,-70.31,45.11%,虹冠電,117.0,2025,49.0,2026-03,24.31,📉 獲利侵蝕,0.19,3.42,-94.62,3257.TW,⚪ 中性觀察
-184.62,-18.66%,0.0,32.86,92.31,56.44%,天良,-4.800000000000001,2025,73.5,2026-03,187.13,🔄 轉虧為盈,0.75,-0.22,-94.82,4127.TWO,⚪ 數據不足
84.48,13.53%,3.8607596009704643,728.61,-19.18,25.21%,雋揚,106.64999999999999,2025,27.4500007629,2026-03,76.82,📉 獲利侵蝕,0.59,3.21,-96.0,1439.TW,⚪ 中性觀察
42.35,N/A,6.077762515293316,-1.2,-44.83,N/A,羅麗芬-KY,109.94999999999999,2025,44.5499992371,2026-03,51.66,📉 獲利侵蝕,0.32,2.42,-96.49,6666.TW,⚪ 中性觀察
23.26,11.96%,6.14484272128749,21.54,-54.04,78.77%,聯合,205.05,2025,84.0,2026-03,42.85,🏰 高護城河,0.91,5.83,-96.89,4129.TWO,⚪ 中性觀察
41.28,-21.51%,0.0,1.22,83.33,-12.51%,精金,-27.150000000000002,2025,9.5799999237,2026-03,180.37,⚠️ 獲利稀釋,-0.04,-0.64,-97.04,3049.TW,⚪ 數據不足
70.36,N/A,0.0,41.85,75.7,N/A,夠麻吉,-65.7,2025,68.0,2026-03,174.03,⚠️ 獲利稀釋,-0.26,-1.31,-98.33,8472.TWO,⚪ 數據不足
-37.25,N/A,42.4444452921111,11.08,-72.0,N/A,創控,13.500000000000002,2025,38.2000007629,2026-03,27.24,📉 獲利侵蝕,0.07,1.01,-99.24,6909.TW,❌ 暫避觀望
7.78,N/A,11.319490957803081,9.43,2.52,N/A,達發,671.85,2025,507.0,2026-03,102.09,⚠️ 獲利稀釋,4.47,17.32,-99.57000000000001,6526.TW,⚪ 中性觀察
-54.81,N/A,20.634442009607252,31.54,-26.36,N/A,奈米醫材,49.65,2025,68.3000030518,2026-03,73.34,📉 獲利侵蝕,0.81,1.09,-99.7,6612.TWO,❌ 暫避觀望
-17.91,36.75%,10.374282557732208,2.84,-4.97,47.97%,大立光,5566.650000000001,2025,3850.0,2026-03,95.17,📉 獲利侵蝕,46.63,159.41,-100.14,3008.TW,⚪ 中性觀察
-49.48,N/A,17.50841750841751,-26.68,-75.56,N/A,全訊,89.10000000000001,2025,104.0,2026-03,25.37,📉 獲利侵蝕,0.22,2.51,-100.93,5222.TW,❌ 暫避觀望
16.35,5.77%,86.8975903614458,23.03,-10.96,50.62%,達明,49.8,2025,288.5,2026-03,90.0,🏰 高護城河,0.65,1.46,-100.96000000000001,4585.TW,❌ 暫避觀望
-40.33,10.14%,5.878125898246622,-4.98,-6.82,51.62%,碩天,521.8500000000001,2025,204.5,2026-03,94.17,🏰 高護城河,4.13,14.47,-100.99000000000001,3617.TW,⚪ 中性觀察
177.61,26.41%,7.287735759080189,59.65,-56.52,32.97%,綠意,63.6,2025,30.8999996185,2026-03,44.81,📉 獲利侵蝕,0.2,1.86,-101.33000000000001,2596.TWO,⚪ 中性觀察
45.15,N/A,7.985460953849542,66.0,51.34,N/A,祥碩,2723.7000000000003,2025,1450.0,2026-03,152.85,⚠️ 獲利稀釋,24.85,72.7,-101.50999999999999,5269.TW,⚪ 中性觀察
122.05,34.82%,26.921948356807512,31.05,82.16,60.80%,致茂,1022.4,2025,1835.0,2026-03,185.89,🏰 高護城河,9.12,27.7,-103.72999999999999,2360.TW,❌ 暫避觀望
-9.46,N/A,8.891094724900736,3.07,-11.4,N/A,群翊,528.9000000000001,2025,313.5,2026-03,92.55,📉 獲利侵蝕,3.73,15.06,-103.95,6664.TWO,⚪ 中性觀察
-59.0,N/A,17.51412429378531,-25.18,-48.78,N/A,傳奇,79.64999999999999,2025,93.0,2026-03,55.25,📉 獲利侵蝕,0.42,1.96,-104.03,4994.TW,❌ 暫避觀望
-3.37,N/A,6.904176904176904,0.24,0.0,N/A,普萊德,305.25,2025,140.5,2026-03,104.44,📉 獲利侵蝕,2.1,8.32,-104.44,6263.TWO,⚪ 中性觀察
75.21,N/A,11.913320324535276,59.96,1441.85,N/A,宜鼎,1460.5500000000002,2025,1160.0,2026-03,1546.32,⚠️ 獲利稀釋,57.49,21.72,-104.47000000000003,5289.TWO,⚪ 中性觀察
56.1,N/A,4.305970206194029,42.16,390.6,N/A,致和證,100.5,2025,28.8500003815,2026-03,495.09,⚠️ 獲利稀釋,3.4,2.56,-104.48999999999995,5864.TWO,⚪ 中性觀察
-373.33,-991.43%,0.0,-48.0,-9.09,208.69%,東華,-87.00000000000001,2025,18.4500007629,2026-03,95.77,🏰 高護城河,-0.75,-1.29,-104.86,1418.TW,⚪ 數據不足
-3.09,11.29%,4.616419919246299,11.58,6.25,52.30%,豆府,557.25,2025,171.5,2026-03,111.9,🏰 高護城河,4.08,15.04,-105.65,2752.TWO,⚪ 中性觀察
-92.76,50.09%,2.9467084639498435,-15.8,-94.5,57.83%,材料*-KY,239.25,2025,47.0,2026-03,11.68,🏰 高護城河,1.13,6.1,-106.18,4763.TW,⚪ 中性觀察
144.7,35.36%,5.811209439528024,32.13,1706.79,48.37%,威剛,1017.0,2025,394.0,2026-03,1813.26,⚠️ 獲利稀釋,30.05,23.18,-106.47000000000003,3260.TWO,⚪ 中性觀察
34.17,5.55%,7.227722436545654,84.93,-84.96,21.56%,佳穎,136.35,2025,65.6999969482,2026-03,22.14,📉 獲利侵蝕,0.34,3.39,-107.1,3310.TWO,⚪ 中性觀察
24.77,N/A,37.60217983651226,30.53,328.95,N/A,聯策,55.04999999999999,2025,138.0,2026-03,436.36,⚠️ 獲利稀釋,1.63,1.38,-107.41000000000003,6658.TW,❌ 暫避觀望
-47.64,N/A,8.952380589095238,-0.53,-36.0,N/A,喬福,31.5,2025,18.7999992371,2026-03,71.52,📉 獲利侵蝕,0.32,1.11,-107.52,1540.TW,⚪ 中性觀察
-35.61,19.86%,10.959821087968749,0.37,-63.29,75.32%,科妍,67.2,2025,49.0999984741,2026-03,44.42,🏰 高護城河,0.29,2.24,-107.71000000000001,1786.TW,⚪ 中性觀察
12.8,28.69%,4.62962962962963,19.44,-4.73,49.95%,優群,453.6,2025,140.0,2026-03,104.27,📉 獲利侵蝕,2.82,12.69,-109.0,3217.TWO,⚪ 中性觀察
-26.31,N/A,34.69181542606939,27.91,43.77,N/A,印能科技,1336.05,2025,3090.0,2026-03,153.11,⚠️ 獲利稀釋,14.68,33.5,-109.34,7734.TWO,❌ 暫避觀望
0.0,N/A,8.622222222222222,19.26,78.26,N/A,虎門科技,168.75,2025,97.0,2026-03,187.97,⚠️ 獲利稀釋,1.64,4.16,-109.71,6791.TWO,⚪ 中性觀察
-14.62,-23.61%,0.0,-15.0,-14.71,30.43%,欣大健康,-74.55000000000001,2025,41.5,2026-03,95.21,📉 獲利侵蝕,-0.39,-1.96,-109.91999999999999,4198.TWO,⚪ 數據不足
0.9,21.47%,6.435643564356436,4.37,9.77,51.63%,大車隊,333.29999999999995,2025,143.0,2026-03,119.83,🏰 高護城河,2.36,9.01,-110.06,2640.TWO,⚪ 中性觀察
51.69,18.21%,8.132414848832758,-15.61,-4.79,44.03%,璟德,391.95000000000005,2025,212.5,2026-03,105.69,📉 獲利侵蝕,1.39,9.42,-110.48,3152.TWO,⚪ 中性觀察
-8.36,N/A,14.798206278026905,35.45,-46.56,N/A,伯特光,100.35000000000001,2025,99.0,2026-03,64.12,📉 獲利侵蝕,1.01,2.86,-110.68,6859.TWO,⚪ 中性觀察
-4.02,8.88%,9.496847252605843,8.21,-9.48,48.08%,瑞昱,1165.6499999999999,2025,738.0,2026-03,101.71,📉 獲利侵蝕,8.44,28.77,-111.19,2379.TW,⚪ 中性觀察
1.74,38.82%,8.540983356426228,2.75,12.12,43.22%,台灣高鐵,45.75000000000001,2025,26.0499992371,2026-03,123.39,⚠️ 獲利稀釋,0.37,1.17,-111.27,2633.TW,⚪ 中性觀察
-49.5,15.38%,9.086956355869566,-0.63,2.33,33.67%,力特,34.5,2025,20.8999996185,2026-03,113.93,⚠️ 獲利稀釋,0.45,1.01,-111.60000000000001,3051.TW,⚪ 中性觀察
-80.85,N/A,6.293969657550251,-74.75,-35.56,N/A,永信建,119.39999999999999,2025,50.0999984741,2026-03,76.83,📉 獲利侵蝕,0.87,3.07,-112.39,5508.TWO,⚪ 中性觀察
-15.13,30.40%,16.64388243335612,1.32,-14.42,51.18%,台灣精銳,438.9,2025,487.0,2026-03,98.42,🏰 高護城河,3.56,12.0,-112.84,4583.TW,❌ 暫避觀望
23.44,N/A,5.712530712530714,15.91,12.5,N/A,凌網,122.09999999999998,2025,46.5,2026-03,125.36,⚠️ 獲利稀釋,0.54,4.74,-112.86,5212.TWO,⚪ 中性觀察
-116.36,N/A,0.0,-98.98,-100.0,N/A,豐謙,-3.9000000000000004,2025,30.3500003815,2026-03,13.7,📉 獲利侵蝕,-0.04,-0.09,-113.7,5523.TWO,⚪ 數據不足
5.64,32.41%,6.6998106060606055,22.33,14.99,48.09%,凡甲,633.6,2025,283.0,2026-03,128.79,⚠️ 獲利稀釋,4.7,16.97,-113.8,3526.TWO,⚪ 中性觀察
24.55,N/A,0.0,1.91,289.29,N/A,雅特力-KY,0.0,2025,160.5,2026-03,403.24,⚠️ 獲利稀釋,1.16,2.08,-113.94999999999999,6907.TWO,⚪ 數據不足
44.26,N/A,4.509210888094583,30.15,2.94,N/A,東聯互動,545.5500000000001,2025,164.0,2026-03,117.76,⚠️ 獲利稀釋,2.8,14.61,-114.82000000000001,7738.TWO,⚪ 中性觀察
-48.04,N/A,9.477124183006536,-3.05,50.0,N/A,伯鑫,183.6,2025,116.0,2026-03,164.92,⚠️ 獲利稀釋,1.83,5.44,-114.91999999999999,6904.TWO,⚪ 中性觀察
-207.69,-18.85%,0.0,10.12,154.74,38.23%,李洲,-67.35000000000001,2025,19.7000007629,2026-03,269.86,🔄 轉虧為盈,0.52,-1.4,-115.12,3066.TWO,⚪ 數據不足
-28.5,5.98%,2.2600618520168068,-16.33,-18.06,58.30%,潤泰全,339.15,2025,51.0999984741,2026-03,97.54,🏰 高護城河,2.59,9.29,-115.60000000000001,2915.TW,⚪ 中性觀察
0.0,N/A,13.940678612627117,4.11,-73.68,N/A,景岳,17.700000000000003,2025,16.4500007629,2026-03,42.46,📉 獲利侵蝕,0.05,0.66,-116.14000000000001,3164.TW,⚪ 中性觀察
2.75,7.36%,5.592185592185592,5.21,14.09,47.07%,王品,614.25,2025,229.0,2026-03,131.29,⚠️ 獲利稀釋,5.04,16.02,-117.19999999999999,2727.TW,⚪ 中性觀察
-38.61,-0.97%,22.341269538531748,1.19,-17.86,56.51%,訊聯,37.8,2025,56.2999992371,2026-03,99.89,🏰 高護城河,0.25,1.02,-117.75,1784.TWO,❌ 暫避觀望
-11.08,N/A,6.1216730038022815,3.26,-3.51,N/A,晶碩,789.0,2025,322.0,2026-03,114.65,📉 獲利侵蝕,6.06,20.87,-118.16000000000001,6491.TW,⚪ 中性觀察
20.95,N/A,5.331807605732265,16.33,0.0,N/A,叡揚,262.2,2025,93.1999969482,2026-03,119.32,📉 獲利侵蝕,1.39,7.41,-119.32,6752.TWO,⚪ 中性觀察
-1.14,14.55%,18.63795041713508,12.32,-17.75,46.13%,聯發科,2535.1499999999996,2025,3150.0,2026-03,102.07,📉 獲利侵蝕,15.17,66.16,-119.82,2454.TW,❌ 暫避觀望
66.87,N/A,5.638852672750978,27.6,-42.98,N/A,創惟,230.1,2025,86.5,2026-03,76.96,📉 獲利侵蝕,1.34,5.62,-119.94,6104.TWO,⚪ 中性觀察
58.93,N/A,5.000000079149377,30.1,-15.62,N/A,德鴻,72.30000000000001,2025,24.1000003815,2026-03,104.82,📉 獲利侵蝕,0.27,2.0,-120.44,6910.TWO,⚪ 中性觀察
35.27,-45.63%,0.0,-45.74,-120.75,41.62%,華軒,-137.1,2025,33.4000015259,2026-03,0.01,📉 獲利侵蝕,-1.32,-3.19,-120.76,2740.TWO,⚪ 數據不足
18.9,N/A,13.423235881369292,16.68,41.3,N/A,創威,72.30000000000001,2025,64.6999969482,2026-03,162.97,⚠️ 獲利稀釋,0.65,1.95,-121.67,6530.TWO,⚪ 中性觀察
-55.26,N/A,117.05882502529414,28.45,-175.0,N/A,嘉雨思-創,7.649999999999999,2025,59.7000007629,2026-03,-53.12,🌑 雙重衰退,-0.27,0.35,-121.88,6921.TW,❌ 暫避觀望
60.48,N/A,21.44718380436961,62.42,74.56,N/A,竑騰,748.35,2025,1070.0,2026-03,196.55,⚠️ 獲利稀釋,7.0,20.5,-121.99000000000001,7751.TWO,❌ 暫避觀望
-87.49,N/A,24.54728370221328,-34.5,-12.87,N/A,倉和,74.55,2025,122.0,2026-03,110.02,📉 獲利侵蝕,0.9,1.15,-122.89,6538.TWO,❌ 暫避觀望
-12.45,N/A,4.268610098906819,-4.66,-7.91,N/A,裕融,288.15000000000003,2025,82.0,2026-03,115.84,📉 獲利侵蝕,1.82,7.68,-123.75,9941.TW,⚪ 中性觀察
-23.57,N/A,8.306709265175718,-29.66,-79.31,N/A,長虹,140.85000000000002,2025,78.0,2026-03,44.79,📉 獲利侵蝕,0.19,6.0,-124.1,5534.TW,⚪ 中性觀察
-10.33,N/A,6.235741299828899,7.33,-18.52,N/A,常廣,78.89999999999999,2025,32.7999992371,2026-03,106.18,📉 獲利侵蝕,0.44,2.14,-124.7,6730.TWO,⚪ 中性觀察
-10.32,35.64%,5.711252572940553,-2.6,2.97,49.30%,新巨,141.3,2025,53.7999992371,2026-03,127.83,⚠️ 獲利稀釋,1.05,3.91,-124.86,2420.TW,⚪ 中性觀察
46.94,-48.58%,0.0,15.28,-151.35,56.72%,基亞,-9.600000000000001,2025,32.0499992371,2026-03,-26.36,🏰 高護城河,-0.38,-0.78,-124.99,3176.TWO,⚪ 數據不足
84.62,4.68%,0.0,19.6,644.0,18.47%,日成-KY,-3.4499999999999997,2025,38.0,2026-03,769.01,🔄 轉虧為盈,1.7,-0.24,-125.00999999999999,4807.TW,⚪ 數據不足
-18.72,N/A,13.274336283185843,3.86,20.78,N/A,科定,135.6,2025,120.0,2026-03,148.24,⚠️ 獲利稀釋,0.95,3.92,-127.46000000000001,6655.TW,⚪ 中性觀察
41.67,-74.64%,0.0,5.58,-41.18,73.88%,新零售,-23.400000000000002,2025,12.1000003815,2026-03,86.45,🏰 高護城河,-0.24,-0.56,-127.63,3085.TWO,⚪ 數據不足
-42.92,12.43%,6.127300730513804,-5.55,170.77,31.57%,捷流閥業,195.6,2025,79.9000015259,2026-03,298.59,⚠️ 獲利稀釋,1.76,5.03,-127.81999999999996,4580.TWO,⚪ 中性觀察
-29.79,17.75%,25.000000000000004,-12.98,1.33,46.40%,前鼎,75.3,2025,125.5,2026-03,129.18,⚠️ 獲利稀釋,0.76,1.98,-127.85000000000001,4908.TWO,❌ 暫避觀望
-15.21,29.92%,10.384059715868046,12.28,5.34,51.54%,嘉澤,2491.8,2025,1725.0,2026-03,133.38,🏰 高護城河,21.37,70.17,-128.04,3533.TW,⚪ 中性觀察
-14.93,N/A,6.839186691312384,-1.34,4.21,N/A,耕興,405.75,2025,185.0,2026-03,133.06,⚠️ 獲利稀釋,2.97,10.77,-128.85,6146.TWO,⚪ 中性觀察
10.48,N/A,9.948873842752521,7.16,24.33,N/A,寶雅,1085.5500000000002,2025,720.0,2026-03,153.5,⚠️ 獲利稀釋,9.3,29.54,-129.17000000000002,5904.TWO,⚪ 中性觀察
7.23,N/A,5.625717566016073,27.05,3.92,N/A,創為精密,130.65,2025,49.0,2026-03,133.24,⚠️ 獲利稀釋,1.08,3.59,-129.32000000000002,6899.TWO,⚪ 中性觀察
79.17,23.50%,13.015873217724867,14.52,-30.43,60.10%,友霖,28.35,2025,24.6000003815,2026-03,100.47,🏰 高護城河,0.16,0.9,-130.9,4166.TWO,⚪ 中性觀察
51.69,N/A,20.883977900552487,29.17,103.4,N/A,新代,1357.5,2025,1890.0,2026-03,234.77,⚠️ 獲利稀釋,15.38,35.12,-131.37,7750.TW,❌ 暫避觀望
-25.66,N/A,11.111111111111112,-3.02,-45.71,N/A,詮欣,71.55,2025,53.0,2026-03,86.74,📉 獲利侵蝕,0.38,2.0,-132.45,6205.TW,⚪ 中性觀察
56.47,N/A,19.168489819277898,2.24,107.14,N/A,立積,68.55000000000001,2025,87.5999984741,2026-03,239.86,⚠️ 獲利稀釋,0.58,2.66,-132.72000000000003,4968.TW,❌ 暫避觀望
382.35,N/A,7.350332932572063,12.01,-5.56,N/A,同亨,67.64999999999999,2025,33.1500015259,2026-03,127.49,📉 獲利侵蝕,0.7,1.69,-133.04999999999998,5490.TWO,⚪ 中性觀察
-22.51,17.47%,20.456960680127523,12.26,15.91,43.28%,家登,282.3,2025,385.0,2026-03,149.46,⚠️ 獲利稀釋,2.55,9.43,-133.55,3680.TWO,❌ 暫避觀望
-2.28,9.02%,7.174757429689319,1.84,2.56,48.05%,寶陞,77.25,2025,36.9500007629,2026-03,136.2,⚠️ 獲利稀釋,0.4,2.14,-133.64,2948.TWO,⚪ 中性觀察
56.98,29.56%,21.77271410640147,59.93,81.01,42.10%,弘塑,1553.55,2025,2255.0,2026-03,215.25,⚠️ 獲利稀釋,16.11,45.48,-134.24,3131.TWO,❌ 暫避觀望
-41.32,N/A,14.134275618374557,-7.04,-70.27,N/A,台南-KY,42.45,2025,40.0,2026-03,64.29,📉 獲利侵蝕,0.11,0.98,-134.56,5906.TW,⚪ 中性觀察
-33.33,N/A,2.1774194272201135,-35.35,166.67,N/A,大城地產,158.10000000000002,2025,22.9500007629,2026-03,301.75,⚠️ 獲利稀釋,0.08,3.82,-135.08,6171.TWO,⚪ 中性觀察
-51.49,7.58%,84.31372549019608,2.05,90.48,41.30%,耀登,15.3,2025,86.0,2026-03,226.98,⚠️ 獲利稀釋,-0.02,1.5,-136.5,3138.TW,❌ 暫避觀望
56.72,N/A,8.996138701583012,18.28,-21.62,N/A,尚凡*,38.849999999999994,2025,23.2999992371,2026-03,115.09,📉 獲利侵蝕,0.29,1.05,-136.71,5278.TWO,⚪ 中性觀察
-27.37,N/A,11.272141706924316,3.61,-11.9,N/A,富致,93.15,2025,70.0,2026-03,124.86,📉 獲利侵蝕,0.74,2.6,-136.76,6642.TWO,⚪ 中性觀察
-80.37,-7.54%,12.584269448651686,-9.62,45.45,24.70%,加捷生醫,13.35,2025,11.1999998093,2026-03,182.43,⚠️ 獲利稀釋,0.15,0.43,-136.98000000000002,4109.TWO,⚪ 中性觀察
-106.78,N/A,0.0,-15.41,100.0,N/A,鑫創電子,-35.849999999999994,2025,55.0999984741,2026-03,237.41,🔄 轉虧為盈,0.08,-0.29,-137.41,6680.TWO,⚪ 數據不足
-13.11,18.07%,0.0,-1.96,-34.68,33.68%,東陽,0.0,2025,0.0,2026-03,102.78,📉 獲利侵蝕,1.62,6.43,-137.46,1319.TW,⚪ 數據不足
-55.59,N/A,21.490066730430463,-1.73,-35.0,N/A,保勝光學,45.3,2025,64.9000015259,2026-03,102.54,📉 獲利侵蝕,0.52,1.63,-137.54000000000002,6517.TWO,❌ 暫避觀望
31.82,-7.01%,0.0,9.13,0.0,40.70%,農林,-5.7,2025,10.8999996185,2026-03,137.61,📉 獲利侵蝕,-0.04,-0.15,-137.61,2913.TW,⚪ 數據不足
-87.79,N/A,1.2418627559889834,-7.53,-94.21,N/A,可寧衛*,299.54999999999995,2025,24.7999992371,2026-03,43.67,📉 獲利侵蝕,0.21,1.29,-137.88,8422.TW,⚪ 中性觀察
-0.43,N/A,6.645056726094003,9.26,10.57,N/A,飛捷,277.65000000000003,2025,123.0,2026-03,148.7,⚠️ 獲利稀釋,2.51,6.9,-138.13,6206.TW,⚪ 中性觀察
81.39,N/A,5.248287605916096,-6.21,-34.88,N/A,瑞耘,175.2,2025,61.2999992371,2026-03,103.42,📉 獲利侵蝕,0.84,7.31,-138.3,6532.TWO,⚪ 中性觀察
34.19,N/A,0.0,34.16,35.71,N/A,蒙恬,-33.3,2025,18.4500007629,2026-03,174.21,⚠️ 獲利稀釋,-0.18,-0.77,-138.5,5211.TWO,⚪ 數據不足
-33.45,1.28%,7.594254800197486,10.49,173.33,25.80%,鼎天,83.55000000000001,2025,42.2999992371,2026-03,312.01,⚠️ 獲利稀釋,0.11,1.95,-138.67999999999998,3306.TWO,⚪ 中性觀察
-4.63,N/A,7.8083109919571045,15.04,10.06,N/A,博大,223.8,2025,116.5,2026-03,148.79,⚠️ 獲利稀釋,1.75,6.18,-138.73,8109.TWO,⚪ 中性觀察
-19.23,-3.56%,47.56410060794872,-10.66,400.0,15.75%,東和,5.8500000000000005,2025,18.5499992371,2026-03,539.09,⚠️ 獲利稀釋,0.06,0.19,-139.09000000000003,1414.TW,❌ 暫避觀望
-47.4,N/A,7.778846300557691,12.79,-87.95,N/A,君曜,78.0,2025,40.4500007629,2026-03,51.4,📉 獲利侵蝕,0.1,3.0,-139.35,7770.TWO,⚪ 中性觀察
2.97,N/A,7.6072157930565005,3.64,2.74,N/A,中華資安,440.70000000000005,2025,223.5,2026-03,142.19,⚠️ 獲利稀釋,3.38,11.47,-139.45,7765.TW,⚪ 中性觀察
-6.08,11.73%,3.60015462003867,4.97,-69.05,49.97%,生合,193.95,2025,46.5499992371,2026-03,70.64,📉 獲利侵蝕,0.39,5.29,-139.69,1295.TWO,⚪ 中性觀察
-147.27,N/A,0.0,-12.93,-109.68,N/A,迅杰,-18.6,2025,51.2000007629,2026-03,30.39,📉 獲利侵蝕,-0.03,-0.52,-140.07,6243.TW,⚪ 數據不足
-4.72,12.30%,4.43080365657366,-1.51,-31.58,34.23%,君帆,134.39999999999998,2025,39.7000007629,2026-03,108.67,📉 獲利侵蝕,0.91,3.43,-140.25,4584.TWO,⚪ 中性觀察
-24.75,N/A,8.277462609592574,0.46,-36.22,N/A,瓦城,290.85,2025,160.5,2026-03,104.46,📉 獲利侵蝕,1.64,6.76,-140.68,2729.TWO,⚪ 中性觀察
-29.75,2.86%,25.11278195488722,62.61,-69.92,42.16%,智原,99.74999999999999,2025,167.0,2026-03,71.65,📉 獲利侵蝕,0.4,2.81,-141.57,3035.TW,❌ 暫避觀望
-48.05,N/A,13.399433211643059,-3.28,102.78,N/A,迅德,52.95,2025,47.2999992371,2026-03,244.55,⚠️ 獲利稀釋,0.73,2.0,-141.77,6292.TWO,⚪ 中性觀察
-0.84,N/A,5.496131087847064,5.0,-4.18,N/A,致新,659.1,2025,241.5,2026-03,137.6,📉 獲利侵蝕,4.62,17.76,-141.78,8081.TW,⚪ 中性觀察
15.63,N/A,4.6592489568845625,9.33,-8.28,N/A,明達醫,215.7,2025,67.0,2026-03,133.59,📉 獲利侵蝕,1.33,5.8,-141.87,6527.TWO,⚪ 中性觀察
18.35,N/A,0.0,170.31,1.56,N/A,益得,-88.05,2025,15.4499998093,2026-03,143.49,⚠️ 獲利稀釋,-0.63,-2.57,-141.93,6461.TWO,⚪ 數據不足
-39.84,N/A,3.437132784958872,-27.76,-52.24,N/A,裕山,127.64999999999999,2025,29.25,2026-03,89.96,📉 獲利侵蝕,0.64,3.09,-142.2,7715.TWO,⚪ 中性觀察
10.18,31.25%,12.550914085440938,11.97,37.91,47.51%,亞德客-KY,1583.5500000000002,2025,1325.0,2026-03,180.17,⚠️ 獲利稀釋,13.35,42.0,-142.26,1590.TW,⚪ 中性觀察
6.47,-58.77%,0.0,1.9,-91.38,32.24%,正峰,-39.0,2025,10.0,2026-03,51.34,📉 獲利侵蝕,-1.11,-1.59,-142.72,1538.TW,⚪ 數據不足
-246.15,N/A,0.0,36.88,300.0,N/A,凱鈺,-13.65,2025,22.7999992371,2026-03,443.05,🔄 轉虧為盈,0.12,-0.65,-143.05,5468.TWO,⚪ 數據不足
-19.62,16.92%,7.355083017768716,-2.07,-28.44,38.19%,聯詠,1029.8999999999999,2025,505.0,2026-03,114.65,📉 獲利侵蝕,6.19,26.87,-143.09,3034.TW,⚪ 中性觀察
14.0,N/A,66.80851063829789,14.37,41.67,N/A,雷虎,35.24999999999999,2025,157.0,2026-03,185.98,⚠️ 獲利稀釋,0.34,0.58,-144.31,8033.TW,❌ 暫避觀望
6.64,N/A,6.505856430476633,1.76,-19.19,N/A,譜瑞-KY,1293.4499999999998,2025,561.0,2026-03,125.8,📉 獲利侵蝕,6.77,34.51,-144.99,4966.TWO,⚪ 中性觀察
110.03,N/A,27.807630306286942,116.34,61.74,N/A,鴻勁,2791.5,2025,5175.0,2026-03,206.98,⚠️ 獲利稀釋,25.7,75.71,-145.23999999999998,7769.TW,❌ 暫避觀望
