Stock_ID,Stock_Name,Date,Type,Price_Entry,Stop_Loss,Take_Profit,Status,Action,Vol_Spike,RSI,Validation_Date,Priority,Is_New
2365.TW,昆盈,2026-04-14,看漲 FVG,34.4,33.08,36.12,💰 已達標,獲利點,1,56.15,2026-04-16,2,True
3707.TWO,漢磊,2026-04-20,看漲 FVG,58.5,57.11,61.43,💰 已達標,獲利點,0,57.08,-,2,True
3006.TW,晶豪科,2026-04-27,看漲 FVG,166.0,157.21,174.3,⏳ 待回測,監控中,0,57.86,-,3,False
4526.TW,東台,2026-04-09,看漲 FVG,34.8,34.48,36.54,❌ 已失效,實體破中線,1,59.54,2026-04-13,3,True
5351.TWO,鈺創,2026-04-23,看跌 FVG,65.9,67.94,62.61,💰 已達標,獲利點,1,43.58,-,3,False
1785.TWO,光洋科,2026-04-27,看漲 FVG,152.0,147.26,159.6,⏳ 待回測,監控中 🧹 ⚠️過熱,0,83.56,-,4,True
2312.TW,金寶,2026-04-23,看跌 FVG,27.5,28.04,26.12,💰 已達標,獲利點,1,66.11,-,4,True
2464.TW,盟立,2026-04-27,看漲 FVG,93.8,92.53,98.49,⏳ 待回測,⚡結構突破 ⚠️過熱,0,78.06,-,4,False
3260.TWO,威剛,2026-04-27,看漲 FVG,450.5,409.44,473.03,⏳ 待回測,監控中 ⚠️過熱,0,66.31,-,4,False
3605.TW,宏致,2026-04-21,看漲 FVG,71.06,67.45,74.61,💰 已達標,獲利點,1,76.63,2026-04-23,4,True
3714.TW,富采,2026-04-23,看跌 FVG,71.8,72.36,68.21,💰 已達標,獲利點,0,68.42,-,4,True
4540.TW,全球傳動,2026-04-23,看跌 FVG,57.6,58.39,54.72,💰 已達標,獲利點,0,75.9,-,4,True
8064.TWO,東捷,2026-04-09,看漲 FVG,74.3,70.84,78.02,💰 已達標,獲利點,1,60.22,-,4,True
