股號,名稱,收盤價,成交量,一年內最高收盤,一年內最低收盤,法說會,狀態,連續大漲,連續大跌,原因,最終狀態
7806,精華生醫,75.30,14,80.50,61.00,---,均線糾擺,無,無,MA 乖離率僅 1.23%,均線糾擺
6831,邁科,475.00,1148,545.00,160.00,---,進入盤整,無,無,ADX 為 16.00 (低於 20),進入盤整
00696,富邦美債20年,29.01,2847,30.21,25.92,---,均線糾擺,無,無,MA 乖離率僅 0.31%,均線糾擺
6153,嘉聯益,18.10,3348,20.65,10.50,---,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
8261,富鼎,118.50,2077,128.00,65.05,---,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
6205,詮欣,83.40,5077,89.10,37.00,---,趨勢運行,連1日大漲,無,股價具備方向性，未達特定過濾標準,趨勢運行
7595,世基生醫,9.80,46,13.60,9.55,---,均線糾擺 -> 離開盤整 (向下),無,無,跌破布林下軌 (9.80),離開盤整 (向下)
1789,神隆,20.60,675,28.25,16.02,---,均線糾擺,無,無,MA 乖離率僅 1.17%,均線糾擺
3171,炎洲流通,69.70,94,72.50,35.62,---,均線糾擺,無,無,MA 乖離率僅 0.99%,均線糾擺
4721,美琪瑪,82.90,1162,93.50,47.12,---,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
911608,明輝-DR,2.81,40,3.12,2.59,---,均線糾擺,無,無,MA 乖離率僅 0.54%,均線糾擺
6924,榮惠-KY創,88.90,14,94.90,47.80,---,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
3044,健鼎,453.00,6974,485.00,159.71,---,貼軌運行 -> 趨勢運行,無,連1日大跌,股價具備方向性，未達特定過濾標準,趨勢運行
3011,今皓,13.95,1655,17.15,11.40,---,趨勢運行,連1日大漲,無,股價具備方向性，未達特定過濾標準,趨勢運行
00876,元大全球5G,75.55,307,76.75,31.72,---,貼軌運行 -> 趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
00676,富邦臺灣加權反1,6.54,6792,14.59,6.48,---,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
4961,天鈺,157.00,674,216.45,135.00,📅 預告 (20260511),趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
2012,春雨,14.95,55,20.22,14.75,---,離開盤整 (向下) -> 均線糾擺,無,無,MA 乖離率僅 1.30%,均線糾擺
8114,振樺電,189.50,824,314.53,164.00,---,趨勢運行 -> 貼軌運行,無,無,股價於高位貼軌 (189.50 > 1.5σ)，動能強勁,貼軌運行
6638,沅聖,46.95,72,46.95,24.50,---,貼軌運行,無,無,股價於高位貼軌 (46.95 > 1.5σ)，動能強勁,貼軌運行
8028,昇陽半導體,235.50,19372,242.00,100.48,---,貼軌運行,無,無,股價於高位貼軌 (235.50 > 1.5σ)，動能強勁,貼軌運行
6972,博瑞達應材,23.60,251,32.81,22.70,---,趨勢運行 -> 均線糾擺,無,連2日大跌,MA 乖離率僅 1.16%,均線糾擺
6443,元晶,35.35,4526,52.30,11.95,---,均線糾擺 -> 進入盤整,無,連1日大跌,ADX 為 17.03 (低於 20),進入盤整
2748,雲品,39.70,70,50.68,38.45,---,均線糾擺,無,無,MA 乖離率僅 0.89%,均線糾擺
6525,捷敏-KY,90.20,473,96.40,59.41,---,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
6877,鏵友益,183.50,1046,186.00,65.38,---,趨勢運行,連1日大漲,無,股價具備方向性，未達特定過濾標準,趨勢運行
2758,路易莎咖啡,83.90,21,104.34,83.90,---,均線糾擺 -> 離開盤整 (向下),無,無,跌破布林下軌 (84.35),離開盤整 (向下)
1802,台玻,70.60,125888,74.20,13.80,---,趨勢運行,連1日大漲,無,股價具備方向性，未達特定過濾標準,趨勢運行
9938,百和,43.45,1570,60.40,42.90,---,離開盤整 (向下) -> 趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
4442,竣邦-KY,55.00,23,71.50,42.35,---,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
00635,期元大S&P黃金,48.85,5738,60.55,34.73,---,均線糾擺,無,無,MA 乖離率僅 0.49%,均線糾擺
2408,南亞科,237.50,204742,326.50,32.10,---,貼軌運行 -> 強勢突破 (軌外),無,無,股價衝破布林上軌 (233.72)，進入噴發段,強勢突破 (軌外)
2504,國產,35.40,1460,43.62,33.70,---,均線糾擺,無,無,MA 乖離率僅 0.34%,均線糾擺
5546,永固-KY,17.10,11,28.50,16.40,---,均線糾擺,無,無,MA 乖離率僅 0.45%,均線糾擺
3086,華義*,40.35,981,260.00,21.80,---,貼軌運行 -> 趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
2395,研華,367.00,3615,375.00,273.50,📅 預告 (20260506),趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
3050,鈺德,12.45,449,15.30,11.20,---,均線糾擺 -> 趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
00984,大華優利美A債15,16.36,2241,16.82,14.24,---,均線糾擺,無,無,MA 乖離率僅 0.14%,均線糾擺
6591,動力-KY,57.90,205,98.76,40.70,---,均線糾擺,無,無,MA 乖離率僅 0.57%,均線糾擺
6176,瑞儀,95.50,10953,152.40,88.50,---,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
6811,宏�硌穈T,194.00,47,263.00,182.50,---,均線糾擺,無,無,MA 乖離率僅 1.01%,均線糾擺
4544,春日,16.45,5,18.00,14.00,---,均線糾擺,無,無,MA 乖離率僅 0.71%,均線糾擺
9949,琉園,26.80,127,36.70,23.99,---,進入盤整 -> 離開盤整 (向下),無,連3日大跌,跌破布林下軌 (28.12),離開盤整 (向下)
4510,高鋒,47.50,8811,55.20,35.05,---,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
6194,育富,32.30,111,39.65,30.53,---,均線糾擺,無,無,MA 乖離率僅 0.25%,均線糾擺
6124,業強,30.80,68,37.95,23.15,---,均線糾擺,無,無,MA 乖離率僅 0.69%,均線糾擺
00757,統一FANG+,121.50,2427,125.35,84.35,---,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
2101,南港,33.20,1031,45.45,31.02,---,離開盤整 (向下) -> 趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
00945,凱基美國非投等債,14.46,3205,14.53,12.63,---,均線糾擺,無,無,MA 乖離率僅 0.09%,均線糾擺
4556,旭然,37.00,1293,39.50,22.45,---,貼軌運行 -> 趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
1612,宏泰,35.45,795,40.45,28.17,---,均線糾擺,無,無,MA 乖離率僅 0.33%,均線糾擺
