price,prev_eps,prev_rev_yoy,rev_yoy,om,prev_year,symbol,gm,eps_yoy,name,est_price,expansion,eps,status,prev_eps_yoy,date,advice,pe
561.0,3.73,34.44,27.06,N/A,2025,4979.TWO,N/A,43.01,華星光,193.04999999999998,15.95,5.43,🚀 利潤擴張,37.64,2025-12,⚠️ 追價風險,43.58974358974359
31.6499996185,1.28,12.07,12.31,10.89%,2025,1593.TWO,31.32%,28.24,祺驊,71.25,15.929999999999998,2.18,🚀 利潤擴張,26.73,2025-12,💎 強力關注,6.663157814421052
11.3000001907,-0.2,22.1,39.69,N/A,2025,5302.TWO,N/A,55.56,太欣,-8.85,15.870000000000005,-0.12,🚀 利潤擴張,0.0,2025-12,⚪ 數據不足,0.0
28.4500007629,-0.24,95.06,79.86,N/A,2025,6969.TW,N/A,95.65,成信實業*-創,-8.85,15.790000000000006,-0.09,🚀 利潤擴張,87.3,2025-12,⚪ 數據不足,0.0
111.0,-0.94,19.64,19.09,-32.45%,2025,3234.TWO,8.38%,34.88,光環,-41.099999999999994,15.790000000000003,-1.4,🚀 利潤擴張,45.03,2025-12,⚪ 數據不足,0.0
495.5,5.99,7.92,8.39,9.94%,2025,3711.TW,19.52%,24.18,日月光投控,308.85,15.79,9.37,🚀 利潤擴張,11.64,2025-12,⚠️ 追價風險,24.065080135988342
0.0,-0.35,12.53,10.54,-18.36%,2025,1799.TWO,41.11%,26.25,易威,0.0,15.71,-0.59,🚀 利潤擴張,44.44,2025-12,⚪ 數據不足,0.0
30.7999992371,-0.86,12.2,1.16,N/A,2025,6124.TWO,N/A,16.81,業強,-49.95,15.649999999999999,-0.99,🚀 利潤擴張,-22.86,2025-12,⚪ 數據不足,0.0
1305.0,12.46,41.37,59.96,N/A,2025,5289.TWO,N/A,75.21,宜鼎,653.4000000000001,15.249999999999993,21.72,🚀 利潤擴張,33.7,2025-12,⚠️ 追價風險,29.958677685950413
56.0,2.0,4.13,5.54,18.42%,2025,2423.TW,51.76%,20.66,固緯,101.85,15.120000000000001,2.92,🏰 高護城河,26.58,2025-12,💎 強力關注,8.24742268041237
21.3999996185,-0.31,12.72,-0.4,N/A,2025,6222.TWO,N/A,14.63,立軒,-15.449999999999998,15.030000000000001,-0.4,🧐 疑業外收益,16.13,2025-12,⚪ 數據不足,0.0
2215.0,46.75,36.39,31.61,54.00%,2025,2330.TW,62.33%,46.42,台積電,2344.0499999999997,14.810000000000002,66.26,🏰 高護城河,51.8,2025-12,✅ 穩健價值,14.17418570422986
41.9000015259,2.35,4.39,2.77,N/A,2025,6509.TWO,N/A,17.48,聚和,111.75000000000001,14.71,2.87,🚀 利潤擴張,9.22,2025-12,💎 強力關注,5.624161278644295
40.0499992371,2.02,-0.96,-2.79,N/A,2025,6722.TW,N/A,11.54,輝創,0.0,14.329999999999998,2.9,🧐 疑業外收益,-11.4,2025-12,⚪ 數據不足,0.0
31.5499992371,1.12,-5.83,-6.25,5.38%,2025,1225.TW,10.74%,8.0,福懋油,58.8,14.25,1.62,🧐 疑業外收益,-6.67,2025-12,💎 強力關注,8.048469193137755
0.0,0.87,15.97,-2.37,N/A,2025,6614.TW,N/A,11.76,資拓宏宇,0.0,14.129999999999999,2.08,🧐 疑業外收益,163.64,2025-12,⚪ 數據不足,0.0
184.0,11.58,32.44,30.15,N/A,2025,7738.TWO,N/A,44.26,東聯互動,0.0,14.11,14.61,🚀 利潤擴張,75.19,2025-12,⚪ 數據不足,0.0
530.0,6.02,15.28,16.1,15.49%,2025,1560.TW,34.18%,30.18,中砂,315.59999999999997,14.079999999999998,9.28,🚀 利潤擴張,9.71,2025-12,⚠️ 追價風險,25.190114068441066
27.3999996185,1.17,-34.55,42.16,N/A,2025,5864.TWO,N/A,56.1,致和證,31.95,13.940000000000005,2.56,🚀 利潤擴張,-53.39,2025-12,✅ 穩健價值,12.863849586150236
61.7999992371,1.67,-5.79,-0.76,N/A,2025,8048.TWO,N/A,13.14,德勝,86.25,13.9,2.67,🧐 疑業外收益,5.03,2025-12,💎 強力關注,10.74782595427826
20.8999996185,0.92,-3.98,11.98,7.24%,2025,3703.TW,13.84%,25.87,欣陸,47.55,13.89,1.8,🚀 利潤擴張,-42.14,2025-12,💎 強力關注,6.593059816561515
18.3500003815,-0.19,-19.16,0.42,N/A,2025,6225.TW,N/A,14.29,天瀚,-7.199999999999999,13.87,-0.06,🚀 利潤擴張,-375.0,2025-12,⚪ 數據不足,0.0
37.4000015259,1.54,11.53,7.36,N/A,2025,5457.TWO,N/A,21.15,宣德,88.20000000000002,13.79,2.77,🚀 利潤擴張,-11.11,2025-12,💎 強力關注,6.360544477193877
11.8500003815,0.49,13.69,14.52,32.37%,2025,2836.TW,89.95%,28.3,高雄銀,24.45,13.780000000000001,0.68,🏰 高護城河,28.21,2025-12,💎 強力關注,7.269938884355828
7.5,-1.54,-17.76,-23.43,-33.95%,2025,2007.TW,-29.22%,-9.8,燁興,-76.95,13.629999999999999,-2.24,🌑 雙重衰退,0.0,2025-12,⚪ 數據不足,0.0
390.0,4.14,-2.39,8.58,N/A,2025,6727.TWO,N/A,22.08,亞泰金屬,215.39999999999998,13.499999999999998,6.8,🚀 利潤擴張,-7.17,2025-12,⚠️ 追價風險,27.158774373259053
34.6500015259,1.13,6.34,-2.6,1.57%,2025,3704.TW,30.58%,10.87,合勤控,47.25000000000001,13.469999999999999,1.56,🧐 疑業外收益,633.33,2025-12,💎 強力關注,11.000000484412698
0.0,2.94,41.28,30.88,N/A,2025,6272.TW,N/A,44.34,驊陞,0.0,13.460000000000004,3.43,🚀 利潤擴張,137.1,2025-12,⚪ 數據不足,0.0
59.0999984741,-4.9,-4.71,-6.83,-27.74%,2025,4927.TW,-13.35%,6.63,泰鼎-KY,-262.95000000000005,13.46,-8.65,🧐 疑業外收益,31.27,2025-12,⚪ 數據不足,0.0
321.5,17.04,-3.72,-2.8,N/A,2025,6414.TW,N/A,10.59,樺漢,846.5999999999999,13.39,23.26,🧐 疑業外收益,28.02,2025-12,💎 強力關注,5.696314670446492
222.0,3.21,23.91,34.56,N/A,2025,7810.TWO,N/A,47.62,捷創科技,0.0,13.059999999999995,6.25,🚀 利潤擴張,56.59,2025-12,⚪ 數據不足,0.0
25.9500007629,0.27,9.61,12.22,N/A,2025,6603.TWO,N/A,25.0,富強鑫,13.05,12.78,0.61,🚀 利潤擴張,-35.71,2025-12,⚠️ 追價風險,29.827587083793105
73.5,6.5,33.28,38.99,N/A,2025,6625.TW,N/A,51.64,必應,288.0,12.649999999999999,9.13,🚀 利潤擴張,68.94,2025-12,💎 強力關注,3.828125
128.0,2.47,4.44,5.25,N/A,2025,8103.TW,N/A,17.71,瀚荃,124.20000000000002,12.46,3.92,🚀 利潤擴張,2.54,2025-12,✅ 穩健價值,15.45893719806763
239.5,3.61,4.46,4.87,10.97%,2025,2313.TW,18.70%,17.23,華通,180.29999999999998,12.36,5.51,🚀 利潤擴張,9.06,2025-12,⚪ 中性觀察,19.92512479201331
172.5,8.34,13.82,9.96,N/A,2025,8416.TWO,N/A,22.25,實威,449.54999999999995,12.29,13.46,🚀 利潤擴張,24.85,2025-12,💎 強力關注,5.755755755755756
46.3499984741,1.85,15.92,6.95,1.48%,2025,2356.TW,5.21%,19.21,英業達,87.44999999999999,12.260000000000002,2.42,🚀 利潤擴張,35.04,2025-12,💎 強力關注,7.950257028147513
36.1500015259,0.5,71.69,82.32,7.02%,2025,3379.TWO,13.52%,94.5,彬台,44.25,12.180000000000007,2.12,🚀 利潤擴張,100.0,2025-12,✅ 穩健價值,12.254237805389831
16095.0,72.23,52.48,40.64,N/A,2025,5274.TWO,N/A,52.82,信驊,3595.8,12.18,103.92,🚀 利潤擴張,67.72,2025-12,⚠️ 追價風險,67.14083096946437
23.0,3.69,56.94,55.14,N/A,2025,5206.TWO,N/A,66.99,坤悅,186.0,11.849999999999994,3.44,🚀 利潤擴張,61.14,2025-12,💎 強力關注,1.8548387096774193
42.9000015259,2.27,10.09,6.36,2.40%,2025,2013.TW,4.40%,18.15,中鋼構,111.9,11.79,3.19,🚀 利潤擴張,13.5,2025-12,💎 強力關注,5.7506704458310995
18.0,-1.09,-35.17,-9.99,23.11%,2025,4142.TW,49.56%,1.75,國光生,-48.6,11.74,-0.57,🧐 疑業外收益,-137.78,2025-12,⚪ 數據不足,0.0
283.5,7.17,27.65,30.08,28.21%,2025,2449.TW,37.66%,41.67,京元電子,374.69999999999993,11.590000000000003,9.01,🚀 利潤擴張,52.55,2025-12,💎 強力關注,11.34907926341073
19.3500003815,1.11,-12.49,1.59,N/A,2025,6016.TWO,N/A,13.14,康和證,29.849999999999998,11.55,1.98,🚀 利潤擴張,-23.97,2025-12,💎 強力關注,9.723618282160805
77.6999969482,-1.73,-39.2,-31.79,-125.48%,2025,3055.TW,16.83%,-20.55,蔚華科,-99.60000000000001,11.239999999999998,-2.68,🌑 雙重衰退,-19.72,2025-12,⚪ 數據不足,0.0
435.0,12.09,19.97,19.97,N/A,2025,6788.TWO,N/A,31.09,華景電,610.05,11.120000000000001,17.36,🚀 利潤擴張,34.48,2025-12,💎 強力關注,10.695844602901403
72.0999984741,0.81,4.12,4.4,N/A,2025,8074.TWO,N/A,15.38,鉅橡,41.1,10.98,1.35,🚀 利潤擴張,-10.99,2025-12,⚠️ 追價風險,26.313868056240874
1390.0,13.61,49.83,54.05,24.30%,2025,2368.TW,33.66%,64.8,金像電,656.4,10.75,19.47,🚀 利潤擴張,50.06,2025-12,⚠️ 追價風險,31.76416819012797
453.0,14.75,11.61,11.54,17.08%,2025,3044.TW,25.47%,21.94,健鼎,717.1500000000001,10.400000000000002,19.45,🚀 利潤擴張,25.96,2025-12,💎 強力關注,9.475005229031582
33.8499984741,0.77,25.51,19.94,4.34%,2025,2468.TW,11.41%,30.21,華經,41.85,10.27,1.25,🚀 利潤擴張,32.76,2025-12,✅ 穩健價值,12.132615940537633
34.4000015259,0.6,-70.82,-90.93,12.48%,2025,2527.TW,61.03%,-80.68,宏璟,1.1999999999999993,10.25,0.93,🏰 高護城河,-55.04,2025-12,⚠️ 追價風險,430.00001907375025
0.0,1.07,-6.62,-5.32,2.59%,2025,1218.TW,16.49%,4.73,泰山,0.0,10.05,1.59,🧐 疑業外收益,-16.8,2025-12,⚪ 數據不足,0.0
207.0,8.11,19.83,22.78,1.75%,2025,3036.TW,3.74%,32.83,文曄,402.59999999999997,10.049999999999997,11.61,🚀 利潤擴張,41.71,2025-12,💎 強力關注,7.7123695976155
169.5,7.84,20.14,20.3,14.20%,2025,3357.TWO,28.44%,30.29,臺慶科,384.15,9.989999999999998,10.26,🚀 利潤擴張,58.06,2025-12,✅ 穩健價值,6.618508395158141
54.2000007629,2.65,22.45,29.32,18.06%,2025,3257.TW,45.11%,39.18,虹冠電,123.75,9.86,3.42,🚀 利潤擴張,26.19,2025-12,✅ 穩健價值,6.569697062169697
32.4500007629,1.62,15.61,20.44,40.48%,2025,2884.TW,91.14%,30.06,玉山金,79.95,9.619999999999997,2.12,🏰 高護城河,23.66,2025-12,✅ 穩健價值,6.088180255703564
11.6999998093,-0.05,-27.03,-34.37,-72.91%,2025,1471.TW,5.75%,-25.0,首利,3.3,9.369999999999997,0.03,🔄 轉虧為盈,-117.24,2025-12,⚠️ 追價風險,53.181817314999996
68.5999984741,4.55,-2.5,-3.84,10.83%,2025,2006.TW,15.94%,5.37,東和鋼鐵,232.95,9.21,6.47,🧐 疑業外收益,-0.44,2025-12,✅ 穩健價值,4.417256823831295
243.5,9.27,21.32,22.89,N/A,2025,6138.TWO,N/A,31.94,茂達,453.15000000000003,9.05,13.04,🚀 利潤擴張,24.31,2025-12,✅ 穩健價值,8.060244952002648
33.0499992371,1.43,1.87,4.06,45.93%,2025,2880.TW,97.25%,13.1,華南金,68.39999999999999,9.04,1.9,🏰 高護城河,10.0,2025-12,✅ 穩健價值,7.247806850241229
47.5999984741,-0.1,5.88,-2.54,N/A,2025,6928.TW,N/A,6.41,攸泰科技,-7.05,8.95,-0.73,🧐 疑業外收益,79.17,2025-12,⚪ 數據不足,0.0
23.2999992371,0.65,-6.16,-5.88,N/A,2025,5381.TWO,N/A,2.44,光譜,32.55,8.32,0.72,🧐 疑業外收益,12.28,2025-12,✅ 穩健價值,10.737326837373272
81.6999969482,7.92,3.98,2.6,N/A,2025,5520.TWO,N/A,10.9,力泰,383.4,8.3,9.97,🚀 利潤擴張,17.13,2025-12,✅ 穩健價值,3.1964005065805945
3.2699999809,-0.65,8.04,7.41,-65.06%,2025,4804.TWO,-7.81%,15.65,大略-KY,-39.300000000000004,8.24,-1.54,🚀 利潤擴張,55.65,2025-12,⚪ 數據不足,0.0
47.5999984741,2.27,12.82,-0.56,N/A,2025,6470.TWO,N/A,7.5,宇智,118.8,8.06,3.87,🧐 疑業外收益,14.07,2025-12,✅ 穩健價值,6.010100817436869
97.3000030518,5.84,-8.2,-3.78,N/A,2025,5478.TWO,N/A,4.25,智冠,290.85,8.03,7.93,🧐 疑業外收益,-5.4,2025-12,✅ 穩健價值,5.018050698906653
59.0999984741,1.41,19.58,20.92,8.19%,2025,2329.TW,15.35%,28.92,華泰,74.1,8.0,2.45,🚀 利潤擴張,-2.16,2025-12,✅ 穩健價值,11.9635624441498
4950.0,26.92,52.19,42.0,31.26%,2025,3653.TW,41.25%,49.96,健策,1360.5,7.960000000000001,36.75,🚀 利潤擴張,62.75,2025-12,⚠️ 追價風險,54.57552370452039
189.5,13.9,40.71,31.04,8.38%,2025,3611.TWO,32.53%,38.68,鼎翰,690.6,7.640000000000001,19.63,🚀 利潤擴張,23.16,2025-12,✅ 穩健價值,4.115986099044309
47.7000007629,2.82,17.89,15.91,N/A,2025,5212.TWO,N/A,23.44,凌網,121.2,7.530000000000001,4.74,🚀 利潤擴張,-1.4,2025-12,✅ 穩健價值,5.90346544095297
47.5,1.22,15.97,18.23,14.85%,2025,3290.TWO,30.40%,25.64,東浦,59.1,7.41,2.02,🚀 利潤擴張,-0.64,2025-12,✅ 穩健價值,12.055837563451776
21.1000003815,-1.0,1.3,-0.93,-5.62%,2025,3511.TWO,15.28%,6.35,矽瑪,-45.89999999999999,7.279999999999999,-1.18,🧐 疑業外收益,11.5,2025-12,⚪ 數據不足,0.0
30.5,0.52,-0.21,-2.83,-1.88%,2025,1605.TW,4.90%,4.35,華新,25.95,7.18,0.75,🧐 疑業外收益,-41.67,2025-12,⚪ 中性觀察,17.63005780346821
969.0,34.07,30.93,39.37,13.88%,2025,2404.TW,17.19%,46.52,漢唐,1659.9,7.150000000000006,48.08,🚀 利潤擴張,52.4,2025-12,✅ 穩健價值,8.756551599493944
234.0,4.75,5.39,5.01,5.81%,2025,3026.TW,17.62%,12.1,禾伸堂,241.20000000000002,7.09,6.58,🚀 利潤擴張,5.79,2025-12,✅ 穩健價值,14.552238805970148
100.0,8.62,7.66,6.1,N/A,2025,8279.TWO,N/A,13.09,生展,395.85,6.99,10.02,🚀 利潤擴張,28.46,2025-12,✅ 穩健價值,3.7893141341417205
172.5,4.94,23.16,21.11,10.49%,2025,2301.TW,21.72%,28.09,光寶科,239.70000000000002,6.98,6.64,🚀 利潤擴張,28.23,2025-12,✅ 穩健價值,10.794743429286608
29.0,0.99,-7.37,-10.2,N/A,2025,6662.TWO,N/A,-3.49,樂斯科,52.5,6.709999999999999,1.66,🌑 雙重衰退,3.13,2025-12,✅ 穩健價值,8.285714285714286
32.0,0.94,0.48,0.59,2.52%,2025,3652.TW,32.08%,7.2,精聯,45.3,6.61,1.34,🚀 利潤擴張,10.59,2025-12,✅ 穩健價值,10.596026490066226
38.9000015259,2.56,3.26,3.7,N/A,2025,5876.TW,N/A,10.11,上海商銀,122.85000000000002,6.409999999999999,3.06,🚀 利潤擴張,17.51,2025-12,✅ 穩健價值,4.749694936007326
134.0,-3.69,38.55,-3.41,N/A,2025,6706.TW,N/A,2.97,惠特,-168.45000000000002,6.380000000000001,-3.92,🧐 疑業外收益,7.98,2025-12,⚪ 數據不足,0.0
140.0,8.17,29.4,12.29,N/A,2025,8069.TWO,N/A,18.59,元太,355.8,6.300000000000001,9.14,🚀 利潤擴張,75.65,2025-12,✅ 穩健價值,5.902192242833052
113.5,5.77,-15.54,-8.29,N/A,2025,6703.TWO,N/A,-2.0,軒郁,327.6,6.289999999999999,9.9,🌑 雙重衰退,-23.43,2025-12,✅ 穩健價值,5.196886446886446
22.8500003815,1.5,-0.93,-5.76,6.80%,2025,4532.TW,17.17%,0.5,瑞智,81.89999999999999,6.26,2.05,🧐 疑業外收益,2.8,2025-12,✅ 穩健價值,4.184981754853481
413.0,4.31,0.55,1.94,N/A,2025,6415.TW,N/A,8.14,矽力*-KY,213.00000000000003,6.200000000000001,6.4,🚀 利潤擴張,19.44,2025-12,⚠️ 追價風險,29.08450704225352
77.6999969482,2.24,-38.06,-29.66,N/A,2025,5534.TW,N/A,-23.57,長虹,151.04999999999998,6.09,6.0,🌑 雙重衰退,-17.65,2025-12,✅ 穩健價值,7.715987780357498
97.4000015259,6.36,9.96,10.6,14.37%,2025,3005.TW,31.02%,16.67,神基,315.15000000000003,6.070000000000002,8.43,🚀 利潤擴張,15.04,2025-12,✅ 穩健價值,4.635887745164207
35.6500015259,0.32,1.76,1.81,N/A,2025,5601.TWO,N/A,7.69,台聯櫃,15.75,5.880000000000001,0.42,🚀 利潤擴張,0.0,2025-12,⚠️ 追價風險,33.95238240561905
5.2100000381,-1.24,-18.71,-18.82,-65.33%,2025,1337.TW,-19.71%,-12.99,再生-KY,-62.85000000000001,5.83,-1.74,🌑 雙重衰退,-18.1,2025-12,⚪ 數據不足,0.0
42.2999992371,2.07,-2.3,-1.68,5.88%,2025,1712.TW,29.22%,4.0,興農,104.69999999999999,5.68,2.6,🧐 疑業外收益,6.7,2025-12,✅ 穩健價值,6.06017181047278
49.0999984741,3.44,-2.12,1.36,N/A,2025,6122.TWO,N/A,7.03,擎邦,173.55,5.67,4.78,🚀 利潤擴張,-0.87,2025-12,✅ 穩健價值,4.243733662411408
16.6499996185,1.21,-29.91,-17.82,13.35%,2025,3284.TWO,25.16%,-12.16,太普高,70.80000000000001,5.66,2.31,🌑 雙重衰退,-53.6,2025-12,✅ 穩健價值,3.5275422920550845
0.0,2.36,-5.48,-2.28,41.07%,2025,2617.TW,46.23%,3.25,台航,0.0,5.529999999999999,3.18,🧐 疑業外收益,0.43,2025-12,⚪ 數據不足,0.0
193.0,5.51,2.55,-2.32,N/A,2025,6761.TWO,N/A,2.89,穩得,275.55,5.21,7.34,🧐 疑業外收益,1.73,2025-12,✅ 穩健價值,10.50626020685901
28.0,1.87,6.33,12.14,N/A,2025,6005.TW,N/A,17.33,群益證,87.6,5.189999999999998,2.64,🚀 利潤擴張,5.65,2025-12,✅ 穩健價值,4.794520547945206
21.2000007629,1.2,7.51,8.35,38.59%,2025,2801.TW,88.90%,13.53,彰銀,57.900000000000006,5.18,1.51,🏰 高護城河,20.0,2025-12,✅ 穩健價值,5.492228176917098
35.0999984741,1.86,-27.73,-19.51,N/A,2025,9931.TW,N/A,-14.34,欣高,91.95000000000002,5.170000000000002,2.45,🌑 雙重衰退,-6.06,2025-12,✅ 穩健價值,5.725937760864599
189.5,15.84,69.45,30.67,N/A,2025,8114.TW,N/A,35.66,振樺電,798.15,4.989999999999995,18.5,🚀 利潤擴張,86.67,2025-12,✅ 穩健價值,3.56136064649502
56.5999984741,1.74,-6.0,-6.2,N/A,2025,9937.TW,N/A,-1.26,全國,85.8,4.94,2.36,🌑 雙重衰退,-1.14,2025-12,✅ 穩健價值,9.89510462833916
225.5,10.38,16.23,18.13,3.28%,2025,2317.TW,5.88%,23.02,鴻海,498.75,4.890000000000001,13.61,🚀 利潤擴張,34.73,2025-12,✅ 穩健價值,6.7819548872180455
111.0,3.49,-0.87,-0.31,10.58%,2025,3045.TW,19.71%,4.58,台灣大,176.54999999999998,4.89,4.77,🧐 疑業外收益,1.8,2025-12,✅ 穩健價值,9.430756159728123
285.5,6.2,28.79,26.34,N/A,2025,6290.TWO,N/A,31.08,良維,316.65,4.739999999999998,8.73,🚀 利潤擴張,42.86,2025-12,✅ 穩健價值,13.524396020843202
10135.0,33.4,32.04,35.51,N/A,2025,6515.TW,N/A,40.24,穎崴,1807.6499999999999,4.730000000000004,46.93,🚀 利潤擴張,39.53,2025-12,⚠️ 追價風險,84.100904489254
14.25,-0.36,22.91,1.9,-58.77%,2025,1538.TW,32.24%,6.47,正峰,-31.050000000000004,4.57,-1.59,🚀 利潤擴張,64.0,2025-12,⚪ 數據不足,0.0
22.7000007629,1.63,7.91,4.69,-0.96%,2025,3492.TWO,27.24%,9.26,長盛,74.55,4.569999999999999,1.77,🚀 利潤擴張,26.36,2025-12,✅ 穩健價值,4.567404580060362
69.6999969482,3.11,23.81,32.43,7.94%,2025,3171.TWO,25.09%,36.94,炎洲流通,151.05,4.509999999999998,4.3,🚀 利潤擴張,36.4,2025-12,✅ 穩健價值,6.921548852850049
411.0,3.35,35.15,36.9,N/A,2025,8155.TWO,N/A,41.38,博智,188.55,4.480000000000004,6.88,🚀 利潤擴張,1.87,2025-12,⚠️ 追價風險,32.69689737470167
992.0,8.49,32.03,28.3,23.34%,2025,4749.TWO,44.02%,32.78,新應材,411.90000000000003,4.48,11.33,🚀 利潤擴張,32.29,2025-12,⚠️ 追價風險,36.12527312454479
20.1000003815,0.91,-0.7,4.5,35.36%,2025,2838.TW,94.34%,8.94,聯邦銀,44.85,4.4399999999999995,1.29,🏰 高護城河,-1.98,2025-12,✅ 穩健價值,6.722408154347826
27.0,2.49,-63.75,-62.17,34.02%,2025,1442.TW,49.04%,-57.74,名軒,132.89999999999998,4.43,3.03,🌑 雙重衰退,-57.58,2025-12,✅ 穩健價值,3.047404063205418
170.0,7.33,4.55,0.1,18.52%,2025,4571.TW,33.35%,4.45,鈞興-KY,370.65,4.3500000000000005,9.61,🚀 利潤擴張,7.67,2025-12,✅ 穩健價值,6.879805746661272
825.0,2.06,12.28,13.75,6.82%,2025,3037.TW,15.77%,18.07,欣興,114.89999999999999,4.32,4.38,🚀 利潤擴張,-37.88,2025-12,⚠️ 追價風險,107.70234986945171
30.0,0.45,-20.23,-17.2,N/A,2025,6220.TWO,N/A,-12.9,岳豐,8.700000000000001,4.299999999999999,0.81,🌑 雙重衰退,-25.0,2025-12,⚠️ 追價風險,51.72413793103448
0.0,2.67,-1.43,-1.49,5.11%,2025,1210.TW,15.43%,2.79,大成,0.0,4.28,4.33,🧐 疑業外收益,-9.42,2025-12,⚪ 數據不足,0.0
104.5,3.06,-2.28,-2.69,6.27%,2025,3388.TWO,17.90%,1.47,崇越電,150.60000000000002,4.16,4.15,🧐 疑業外收益,2.0,2025-12,✅ 穩健價值,10.408366533864541
134.0,6.28,-2.77,-2.3,5.39%,2025,3010.TW,8.77%,1.84,華立,309.75000000000006,4.14,8.84,🧐 疑業外收益,-5.56,2025-12,✅ 穩健價值,6.48910411622276
26.7999992371,-0.64,28.56,5.58,-15.09%,2025,3349.TWO,15.17%,9.52,寶德,-35.1,3.9399999999999995,-1.02,🚀 利潤擴張,48.21,2025-12,⚪ 數據不足,0.0
48.7000007629,1.53,28.35,19.79,N/A,2025,8162.TW,N/A,23.62,微矽電子-創,64.2,3.830000000000002,1.57,🚀 利潤擴張,96.15,2025-12,✅ 穩健價值,11.378504851144859
163.5,9.52,8.39,8.19,6.31%,2025,3596.TW,15.29%,11.7,智易,469.49999999999994,3.51,12.6,🚀 利潤擴張,12.4,2025-12,✅ 穩健價值,5.223642172523962
69.0999984741,1.15,2.81,-1.67,N/A,2025,6689.TW,N/A,1.77,伊雲谷,72.9,3.44,2.31,🧐 疑業外收益,-34.29,2025-12,✅ 穩健價值,14.21810668191358
359.5,21.26,-0.37,2.65,N/A,2025,6121.TWO,N/A,5.99,新普,1094.85,3.3400000000000003,30.6,🚀 利潤擴張,3.45,2025-12,✅ 穩健價值,4.92533223729278
43.75,2.54,14.74,13.17,N/A,2025,6697.TWO,N/A,16.48,東捷資訊,124.19999999999999,3.3100000000000005,3.04,🚀 利潤擴張,27.0,2025-12,✅ 穩健價值,5.283816425120773
51.0999984741,3.01,18.72,19.79,N/A,2025,8432.TWO,N/A,23.05,東生華,133.49999999999997,3.2600000000000016,3.63,🚀 利潤擴張,11.48,2025-12,✅ 穩健價值,5.741572862258428
38.5499992371,1.79,3.96,2.91,N/A,2025,5902.TWO,N/A,6.16,德記,86.55000000000001,3.25,2.24,🚀 利潤擴張,1.13,2025-12,✅ 穩健價值,6.681109053223571
116.0,3.25,8.43,7.83,N/A,2025,6417.TWO,N/A,11.03,韋僑,168.9,3.1999999999999993,4.83,🚀 利潤擴張,9.43,2025-12,✅ 穩健價值,10.301953818827709
162.0,1.55,4.97,22.86,15.45%,2025,4931.TWO,26.27%,26.02,新盛力,103.64999999999999,3.16,3.13,🚀 利潤擴張,-8.33,2025-12,⚠️ 追價風險,23.44428364688857
49.9500007629,-2.06,10.67,7.0,N/A,2025,6492.TWO,N/A,10.09,生華科,-105.60000000000001,3.09,-2.97,🚀 利潤擴張,13.87,2025-12,⚪ 數據不足,0.0
33.75,0.89,-7.8,-3.04,11.22%,2025,3031.TW,30.45%,0.0,佰鴻,42.3,3.04,1.09,🌑 雙重衰退,-8.25,2025-12,✅ 穩健價值,11.96808510638298
9.5600004196,0.37,15.96,16.5,8.91%,2025,1714.TW,14.20%,19.51,和桐,17.250000000000004,3.0100000000000016,0.5,🚀 利潤擴張,5.71,2025-12,✅ 穩健價值,8.313043843130433
149.0,5.99,9.03,7.18,17.59%,2025,1513.TW,27.00%,10.14,中興電,292.80000000000007,2.960000000000001,8.07,🚀 利潤擴張,6.72,2025-12,✅ 穩健價值,7.633196721311474
25.5,3.53,62.0,-43.58,N/A,2025,5455.TWO,N/A,-40.65,昇益,159.6,2.9299999999999997,3.46,🌑 雙重衰退,44.67,2025-12,✅ 穩健價值,2.3966165413533838
82.6999969482,2.12,10.39,8.9,N/A,2025,6173.TWO,N/A,11.72,信昌電,105.30000000000001,2.8200000000000003,3.26,🚀 利潤擴張,-7.86,2025-12,✅ 穩健價值,11.780626345897435
40.1500015259,1.91,-5.03,-1.77,33.61%,2025,2886.TW,83.45%,0.85,兆豐金,90.6,2.62,2.36,🏰 高護城河,-3.54,2025-12,✅ 穩健價值,6.647351246009934
37.0499992371,-0.23,-23.49,-23.41,N/A,2025,9933.TW,N/A,-20.92,中鼎,-15.600000000000001,2.4899999999999984,1.91,🔄 轉虧為盈,-112.85,2025-12,⚪ 數據不足,0.0
24.2999992371,1.71,0.54,-0.87,N/A,2025,8401.TWO,N/A,1.54,白紗科,89.25,2.41,2.63,🧐 疑業外收益,-0.58,2025-12,✅ 穩健價值,4.0840334852268905
41.0,1.44,3.48,3.54,1.25%,2025,2945.TW,27.39%,5.94,三商家購,73.05,2.4000000000000004,2.14,🚀 利潤擴張,-2.04,2025-12,✅ 穩健價值,8.41889117043121
57.0999984741,2.55,31.38,22.61,7.78%,2025,3684.TWO,34.09%,25.0,榮昌,117.44999999999999,2.3900000000000006,3.5,🚀 利潤擴張,50.0,2025-12,✅ 穩健價值,7.292464683793104
738.0,9.71,20.22,17.37,15.14%,2025,3583.TW,37.11%,19.76,辛耘,491.70000000000005,2.3900000000000006,13.82,🚀 利潤擴張,15.18,2025-12,⚠️ 追價風險,22.5137278828554
12.9499998093,-0.3,19.86,16.01,-5.26%,2025,2321.TW,29.80%,18.37,東訊,-29.1,2.3599999999999994,-0.76,🚀 利潤擴張,67.57,2025-12,⚪ 數據不足,0.0
109.0,4.87,38.81,25.46,0.40%,2025,3558.TWO,14.36%,27.76,神準,247.80000000000004,2.3000000000000007,5.2,🚀 利潤擴張,73.93,2025-12,✅ 穩健價值,6.598062953995156
