
📅 投資日報表: 2026-07-01
=======================================================================================================================================
代號     | 名稱       | 開盤     | 最高     | 最低     | 最新     | 成交量         | 平均成本    | 股數     | 損益       | 報酬%
---------------------------------------------------------------------------------------------------------------------------------------
2317     | 鴻海         | 251.50   | 255.50   | 249.00   | 251.00   | 51,218,467   | 241.21      | 2000     | ▲19,580   |   +4.06%
4142     | 國光生        | 17.50    | 17.80    | 17.40    | 17.60    | 960,010      | 25.32       | 1000     | ▼7,720    |  -30.49%
0050     | 元大台灣50     | 103.35   | 105.35   | 103.30   | 104.45   | 101,519,378  | 46.60       | 16000    | ▲925,600  | +124.14%
0056     | 元大高股息      | 51.75    | 52.35    | 51.60    | 51.80    | 35,259,036   | 36.43       | 4000     | ▲61,480   |  +42.19%
00635U   | 期元大S&P黃金   | 42.37    | 42.55    | 42.29    | 42.29    | 4,998,305    | 55.25       | 3000     | ▼38,880   |  -23.46%
00738U   | 期元大道瓊白銀    | 46.97    | 47.57    | 46.80    | 46.82    | 5,118,986    | 66.26       | 1000     | ▼19,440   |  -29.34%
00929    | 復華台灣科技優息   | 29.96    | 30.34    | 29.68    | 29.99    | 34,019,984   | 19.73       | 8000     | ▲82,080   |  +52.00%
009816   | 凱基台灣TOP50  | 15.04    | 15.26    | 14.99    | 15.05    | 149,942,730  | 11.01       | 63000    | ▲254,520  |  +36.69%
00990A   | 主動元大AI新經濟  | 20.23    | 20.25    | 19.85    | 19.90    | 45,901,088   | 11.48       | 5000     | ▲42,100   |  +73.34%
2009     | 第一銅        | 38.05    | 38.25    | 37.85    | 38.25    | 807,657      | 50.56       | 4000     | ▼49,240   |  -24.35%
2337     | 旺宏         | 162.00   | 162.50   | 153.50   | 155.50   | 98,074,462   | 95.28       | 2000     | ▲120,440  |  +63.20%
2409     | 友達         | 31.00    | 33.25    | 30.40    | 32.70    | 896,069,692  | 16.21       | 2000     | ▲32,980   | +101.73%
3481     | 群創         | 69.30    | 71.00    | 68.50    | 68.70    | 520,329,670  | 25.10       | 4000     | ▲174,400  | +173.71%
6806     | 森崴能源       | 3.17     | 3.56     | 3.17     | 3.51     | 6,596,870    | 45.39       | 5000     | ▼209,400  |  -92.27%
3105     | 穩懋         | 423.00   | 434.50   | 412.50   | 426.00   | 18,208,367   | 556.47      | 300      | ▼39,141   |  -23.45%
4966     | 譜瑞-KY      | 643.00   | 646.00   | 621.00   | 629.00   | 1,644,537    | 1921.64     | 1000     | ▼1,292,640 |  -67.27%
2327     | 國巨*        | 1065.00  | 1140.00  | 1045.00  | 1140.00  | 55,005,053   | 1030.00     | 1        | ▲110      |  +10.68%
00403A   | 主動統一升級50   | 10.58    | 10.75    | 10.50    | 10.62    | 189,685,709  | 10.68       | 26000    | ▼1,560    |   -0.56%
00981A   | 主動統一台股增長   | 29.92    | 30.41    | 29.61    | 29.94    | 163,213,917  | 27.48       | 2000     | ▲4,920    |   +8.95%
2330     | 台積電        | 2440.00  | 2475.00  | 2410.00  | 2410.00  | 42,933,128   | 225.55      | 10       | ▲21,844   | +968.50%
6789     | 采鈺         | 512.00   | 521.00   | 509.00   | 513.00   | 1,935,452    | 593.50      | 400      | ▼32,200   |  -13.56%
6849     | 奇鼎科技       | 131.50   | 138.50   | 129.00   | 138.50   | 329,229      | 266.40      | 280      | ▼35,812   |  -48.01%
7853     | 政美應用       | 328.00   | 352.00   | 326.50   | 346.00   | 716,048      | 409.29      | 280      | ▼17,721   |  -15.46%
3576     | 聯合再生       | 17.20    | 17.75    | 17.05    | 17.40    | 14,599,063   | 18.15       | 5000     | ▼3,750    |   -4.13%
1721     | 三晃         | 23.30    | 23.60    | 23.10    | 23.30    | 846,327      | 27.88       | 3000     | ▼13,750   |  -16.44%
8215     | 明基材        | 29.10    | 30.50    | 29.05    | 30.35    | 2,098,385    | 31.60       | 200      | ▼250      |   -3.96%
00405A   | 主動富邦台灣龍耀   | 9.03     | 9.11     | 8.86     | 8.90     | 122,830,137  | 9.34        | 11000    | ▼4,840    |   -4.71%
5498     | 凱崴         | 59.00    | 61.20    | 58.70    | 60.80    | 1,869,481    | 69.61       | 188      | ▼1,656    |  -12.66%
1301     | 台塑         | 53.50    | 55.00    | 53.00    | 54.50    | 36,311,157   | 50.50       | 100      | ▲400      |   +7.92%
6498     | 久禾光        | 91.90    | 93.40    | 91.40    | 93.40    | 182,000      | 67.30       | 12       | ▲313      |  +38.78%
009821   | 野村稀土關鍵資源   | 14.18    | 14.37    | 14.18    | 14.24    | 20,496,686   | 17.30       | 12000    | ▼36,720   |  -17.69%
---------------------------------------------------------------------------------------------------------------------------------------
💰 庫存總投入:       6,653,614    📊 未實現損益:         -63,953 (  -0.96%)
