代號,名稱,現價,當日外資(張),當日投信(張),當日自營(張),Date,上週估買(張),這週估買(張),淨增進貨(張),增長倍數,5D股價漲跌,狀態
2421.TW,建準,146.0,193,-1,-38,20260701,873,0,0,N/A,-2.67%,🚨 外資提款
2535.TW,達欣工,89.1,-36,0,-2,20260701,47,0,0,N/A,-5.71%,🚨 外資提款
5211.TWO,蒙恬,22.0,18,0,-3,20260701,1,0,0,N/A,15.49%,🚨 外資提款
5348.TWO,正能量智能,15.75,-30,0,0,20260701,0,0,0,N/A,-3.67%,🚨 外資提款
00864B.TWO,中信美國公債0-1,46.36,50,0,15,20260701,2396,0,0,N/A,0.48%,🚨 外資提款
00405A.TW,主動富邦台灣龍耀,9.39,-3144,0,-63202,20260701,-344777,0,0,N/A,-0.32%,🚨 外資提款
6290.TWO,良維,308.0,272,0,63,20260701,-9405,0,0,N/A,0.65%,🚨 外資提款
5426.TWO,振發,34.4,-181,0,0,20260701,434,0,0,N/A,-2.96%,🚨 外資提款
3025.TW,星通,66.5,41,0,0,20260701,96,0,0,N/A,-4.86%,🚨 外資提款
3016.TW,嘉晶,122.0,13959,0,-41,20260701,18328,0,0,N/A,-10.92%,🚨 外資提款
6518.TWO,康科特,34.5,0,0,0,20260701,0,0,0,N/A,12.01%,🚨 外資提款
8240.TWO,華宏,51.3,52,0,1,20260701,-1200,0,0,N/A,-8.23%,🚨 外資提款
3021.TW,鴻名,30.5,107,0,0,20260701,-291,0,0,N/A,5.35%,🚨 外資提款
3432.TW,台端,18.2,-8,0,0,20260701,2,0,0,N/A,-3.19%,🚨 外資提款
6505.TW,台塑化,53.6,-242,0,-122,20260701,858,0,0,N/A,-2.90%,🚨 外資提款
8359.TWO,錢櫃,67.7,0,0,0,20260701,0,0,0,N/A,3.68%,🚨 外資提款
8936.TWO,國統,59.9,3705,-3,14,20260701,-3673,0,0,N/A,3.63%,🚨 外資提款
2480.TW,敦陽科,156.0,-265,13,1,20260701,25,0,0,N/A,3.65%,🚨 外資提款
8021.TW,尖點,561.0,177,0,33,20260701,4223,0,0,N/A,-1.58%,🚨 外資提款
3354.TWO,律勝,26.95,76,0,0,20260701,22,0,0,N/A,-2.71%,🚨 外資提款
6918.TW,愛派司,72.2,-5,0,0,20260701,1,0,0,N/A,-1.77%,🚨 外資提款
8077.TWO,洛��,47.95,0,0,0,20260630,0,0,0,N/A,-7.43%,🚨 外資提款
6134.TWO,萬旭,34.05,380,0,-7,20260701,-62,0,0,N/A,0.29%,🚨 外資提款
2845.TW,遠東銀,13.0,-6692,8898,-59,20260701,-20821,0,0,N/A,0.00%,🚨 外資提款
6113.TWO,亞矽,26.5,16,0,1,20260701,-272,0,0,N/A,-8.30%,🚨 外資提款
7901.TWO,大大寬頻,68.8,0,0,0,20260701,0,0,0,N/A,-2.41%,🚨 外資提款
5871.TW,中租-KY,114.5,1155,-1,-90,20260701,1465,0,0,N/A,0.88%,🚨 外資提款
3521.TWO,台鋼建設,13.3,-1,0,1,20260701,0,0,0,N/A,9.92%,🚨 外資提款
4172.TWO,因華,11.15,0,0,0,20260701,0,0,0,N/A,2.29%,🚨 外資提款
00746B.TWO,富邦A級公司債,35.98,1,0,-7,20260701,147,0,0,N/A,0.22%,🚨 外資提款
6237.TWO,驊訊,43.6,11,0,-55,20260701,774,0,0,N/A,-9.73%,🚨 外資提款
6276.TWO,安鈦克,21.9,-42,0,0,20260701,25,0,0,N/A,-2.88%,🚨 外資提款
2415.TW,錩新,36.95,-323,0,0,20260701,34,0,0,N/A,18.81%,🚨 外資提款
4402.TWO,郡都開發,17.7,0,0,1,20260701,0,0,0,N/A,4.42%,🚨 外資提款
8024.TWO,佑華,15.35,-11,0,0,20260701,249,0,0,N/A,1.66%,🚨 外資提款
6925.TWO,意藍,60.5,9,0,0,20260701,-7,0,0,N/A,-0.49%,🚨 外資提款
1473.TW,台南,20.25,8,0,0,20260701,3,0,0,N/A,2.27%,🚨 外資提款
00934.TW,中信成長高股息,28.3,705,0,-447,20260701,-87,0,0,N/A,-0.07%,🚨 外資提款
8383.TWO,千附,61.8,1119,0,37,20260701,3305,0,0,N/A,-1.59%,🚨 外資提款
3168.TW,眾福科,42.4,-14,0,0,20260701,17,0,0,N/A,-4.40%,🚨 外資提款
6188.TWO,廣明,77.5,1360,-959,9,20260701,15,0,0,N/A,-1.27%,🚨 外資提款
2317.TW,鴻海,248.0,-20345,1867,334,20260701,-46842,0,0,N/A,-3.12%,🚨 外資提款
8926.TW,台汽電,74.3,-3926,1544,18,20260701,-3266,0,0,N/A,-9.28%,🚨 外資提款
4961.TW,天鈺,161.5,-265,5,-5,20260701,132,0,0,N/A,-8.76%,🚨 外資提款
2066.TWO,世德,65.8,-44,0,0,20260701,-106,0,0,N/A,-3.94%,🚨 外資提款
4935.TW,茂林-KY,36.3,-13,0,0,20260701,-34,0,0,N/A,-3.84%,🚨 外資提款
6781.TW,AES-KY,1180.0,322,0,44,20260701,375,0,0,N/A,1.29%,🚨 外資提款
7803.TWO,,,54,0,5,20260701,0,0,0,N/A,-2.47%,🚨 外資提款
7790.TWO,思必瑞特,50.0,0,0,0,20260701,0,0,0,N/A,-0.79%,🚨 外資提款
7418.TWO,,89.7,0,0,0,20260701,0,0,0,N/A,nan%,🚨 外資提款
6415.TW,矽力*-KY,588.0,-337,80,5,20260701,-9586,0,0,N/A,-2.81%,🚨 外資提款
1454.TW,台富,12.75,5,0,0,20260701,0,0,0,N/A,-0.39%,🚨 外資提款
3406.TW,玉晶光,641.0,660,-252,41,20260701,-9766,0,0,N/A,-12.55%,🚨 外資提款
2342.TW,茂矽,54.8,544,0,-27,20260701,-169672,0,0,N/A,0.00%,🚨 外資提款
020030.TW,統一智慧電動車N,19.21,0,0,-16,20260701,0,0,0,N/A,1.75%,🚨 外資提款
3372.TWO,典範,19.9,-462,0,3,20260701,3203,0,0,N/A,-9.87%,🚨 外資提款
911608.TW,明輝-DR,2.85,2,0,0,20260701,8,0,0,N/A,-3.39%,🚨 外資提款
6674.TW,鋐寶科技,17.15,21,0,0,20260701,0,0,0,N/A,0.00%,🚨 外資提款
6744.TWO,豐技生技,15.1,0,0,0,20260701,0,0,0,N/A,3.78%,🚨 外資提款
4527.TWO,方土霖,39.75,7,0,0,20260701,1,0,0,N/A,-1.12%,🚨 外資提款
4804.TWO,大略-KY,3.27,0,0,0,20260630,0,0,0,N/A,0.00%,🚨 外資提款
2495.TW,普安,49.8,513,13,-17,20260701,9809,0,0,N/A,-6.39%,🚨 外資提款
6582.TW,申豐,32.95,2,0,-1,20260701,16,0,0,N/A,1.23%,🚨 外資提款
3379.TWO,彬台,32.8,87,0,0,20260701,22,0,0,N/A,-6.02%,🚨 外資提款
6028.TWO,公勝保經,78.9,7,0,0,20260701,0,0,0,N/A,-0.13%,🚨 外資提款
02001L.TW,富邦蘋果正二N,193.65,0,0,74,20260701,0,0,0,N/A,8.18%,🚨 外資提款
2511.TW,太子,8.19,100,0,8,20260701,-19,0,0,N/A,0.61%,🚨 外資提款
5701.TWO,劍湖山,4.97,11,0,0,20260701,5,0,0,N/A,-0.20%,🚨 外資提款
00686R.TW,群益臺灣加權反1,0.98,4,0,491,20260701,-151,0,0,N/A,-1.01%,🚨 外資提款
1528.TW,恩德,23.15,-100,0,0,20260701,-1987,0,0,N/A,-6.09%,🚨 外資提款
6999.TWO,瀚醫生技,29.5,0,0,0,20260630,0,0,0,N/A,-1.67%,🚨 外資提款
3707.TWO,漢磊,83.3,526,0,67,20260701,132820,0,0,N/A,-7.96%,🚨 外資提款
8442.TW,威宏-KY,42.2,-15,0,0,20260701,21,0,0,N/A,3.94%,🚨 外資提款
