代號,名稱,現價,當日外資(張),當日投信(張),當日自營(張),Date,上週估買(張),這週估買(張),淨增進貨(張),增長倍數,5D股價漲跌,狀態
5425.TWO,台半,95.2,-3368,4575,-368,20260827,-143652,28023,171676,-0.2x,5.43%,▲ 順勢追意
00406A.TW,主動中信台灣收益,9.7,-3699,0,-81969,20260827,-12472,132552,145024,-10.6x,1.25%,▲ 順勢追意
00981A.TW,主動統一台股增長,29.52,30329,0,18264,20260827,-177489,-52065,125424,0.3x,0.92%,🚨 外資提款
00631L.TW,元大台灣50正2,35.95,9356,0,78157,20260827,-72019,199,72218,-0.0x,4.90%,▲ 順勢追意
5475.TWO,德宏,199.0,924,0,-7,20260827,-53577,7443,61020,-0.1x,13.07%,▲ 順勢追意
0050.TW,元大台灣50,106.05,7029,610,14315,20260827,-30975,3118,34094,-0.1x,2.17%,▲ 順勢追意
6116.TW,彩晶,14.85,10680,0,12,20260827,9925,38212,28287,3.8x,7.61%,▲ 順勢追意
4967.TW,十銓,275.5,869,-7,-4,20260827,-14755,9625,24380,-0.7x,3.57%,▲ 順勢追意
1314.TW,中石化,8.16,14071,0,752,20260827,-2534,21267,23801,-8.4x,4.35%,▲ 順勢追意
00753L.TW,中信中國50正2,9.57,1492,0,-2960,20260827,-21177,2469,23647,-0.1x,-2.84%,★ 壓低偷買
5388.TW,中磊,77.5,-529,0,23,20260827,-25598,-3923,21675,0.2x,-0.13%,🚨 外資提款
00982A.TW,主動群益台灣強棒,22.35,8675,0,-2074,20260827,-424,20582,21007,-48.4x,2.52%,▲ 順勢追意
00685L.TW,群益臺灣加權正2,11.84,3179,0,99051,20260827,-13574,5797,19372,-0.4x,5.24%,▲ 順勢追意
6155.TW,鈞寶,57.8,165,-2,-2,20260827,-18678,594,19273,-0.0x,1.94%,▲ 順勢追意
00715L.TW,期街口S&P布蘭特油正2,46.83,-59,0,-743,20260827,-1427,17641,19069,-12.4x,-8.09%,★ 壓低偷買
4958.TW,臻鼎-KY,477.0,3190,-584,699,20260827,-14587,3717,18304,-0.3x,3.02%,▲ 順勢追意
1301.TW,台塑,63.1,21639,-1,225,20260827,955,14826,13871,15.5x,9.17%,▲ 順勢追意
00887.TWO,永豐中國科技50大,16.3,835,0,536,20260827,-10496,953,11449,-0.1x,-1.27%,★ 壓低偷買
00981B.TWO,第一金優選非投債,9.17,3,0,-6331,20260827,-6360,4799,11160,-0.8x,-0.33%,★ 壓低偷買
00988A.TW,主動統一全球創新,16.53,6286,0,2245,20260827,-27784,-16624,11159,0.6x,0.12%,🚨 外資提款
00961.TW,FT臺灣永續高息,13.17,46,0,-3230,20260827,-10954,-12,10941,0.0x,0.53%,🚨 外資提款
5871.TW,中租-KY,114.5,-912,-17,-3,20260827,-4567,5311,9879,-1.2x,2.69%,▲ 順勢追意
5904.TWO,寶雅,74.1,-2125,-14,-25,20260827,-10153,-361,9792,0.0x,-2.37%,🚨 外資提款
00985D.TWO,主動貝萊德優投等,9.86,0,0,-94,20260827,-9706,-65,9640,0.0x,-0.30%,🚨 外資提款
5347.TWO,世界,151.0,686,-2261,-176,20260827,-7795,1638,9434,-0.2x,-1.63%,★ 壓低偷買
1326.TW,台化,63.2,11401,0,763,20260827,-3209,6036,9246,-1.9x,8.22%,▲ 順勢追意
00679B.TWO,元大美債20年,26.04,78,0,-3128,20260827,-11517,-2786,8731,0.2x,-0.15%,🚨 外資提款
00984D.TW,主動聯博全球非投,10.04,0,0,-23245,20260827,-8874,-259,8615,0.0x,-0.20%,🚨 外資提款
4976.TW,佳凌,40.0,-678,0,-2,20260827,2842,11358,8515,4.0x,4.85%,▲ 順勢追意
5291.TWO,邑昇,66.4,606,0,0,20260827,-701,6975,7676,-9.9x,16.29%,▲ 順勢追意
00990A.TW,主動元大AI新經濟,15.56,2085,0,2275,20260827,-9004,-2380,6624,0.3x,0.06%,🚨 外資提款
00637L.TW,元大滬深300正2,20.07,484,0,91,20260827,-8901,-2406,6495,0.3x,0.60%,🚨 外資提款
6168.TW,宏齊,29.65,3419,0,1,20260827,308,6435,6127,20.9x,18.60%,▲ 順勢追意
009819.TW,中信數據及電力,9.91,105,0,-843,20260827,-6900,-1250,5650,0.2x,-1.10%,🚨 外資提款
5314.TWO,世紀*,38.0,20,0,1718,20260827,-5509,-32,5476,0.0x,60.68%,🚨 外資提款
00885.TW,富邦越南,18.58,1225,0,811,20260827,-2047,2955,5002,-1.4x,5.33%,▲ 順勢追意
00919.TW,群益台灣精選高息,31.31,-3202,0,-2888,20260827,-1635,3273,4908,-2.0x,3.30%,▲ 順勢追意
00909.TW,國泰數位支付服務,46.95,57,0,-55,20260827,-1586,3285,4872,-2.1x,5.27%,▲ 順勢追意
00998A.TWO,主動復華金融股息,17.96,95,0,205,20260827,-3769,982,4752,-0.3x,0.73%,▲ 順勢追意
4973.TWO,廣穎,154.5,80,0,-1,20260827,-2426,2069,4495,-0.9x,1.64%,▲ 順勢追意
009824.TW,群益美國科技巨頭,9.97,394,0,157,20260827,-7196,-2814,4382,0.4x,-0.60%,🚨 外資提款
5471.TW,松翰,61.5,661,0,28,20260827,-1690,2497,4187,-1.5x,6.77%,▲ 順勢追意
5340.TWO,建榮,82.4,-82,0,-22,20260827,860,4864,4003,5.7x,5.37%,▲ 順勢追意
00673R.TW,期元大S&P原油反1,12.65,0,0,245,20260827,-3684,-140,3544,0.0x,2.51%,🚨 外資提款
00402A.TW,主動安聯美國科技,9.63,-25,0,116,20260827,-5624,-2123,3500,0.4x,-0.10%,🚨 外資提款
6104.TWO,創惟,102.5,774,0,35,20260827,174,3665,3490,21.0x,9.74%,▲ 順勢追意
00929.TW,復華台灣科技優息,29.05,6133,0,1102,20260827,-839,2637,3477,-3.1x,2.14%,▲ 順勢追意
5880.TW,合庫金,25.05,5932,-3,50,20260827,-2148,1093,3241,-0.5x,1.01%,▲ 順勢追意
5439.TWO,高技,262.0,-275,0,80,20260827,-4439,-1225,3214,0.3x,7.60%,🚨 外資提款
5392.TWO,能率,47.1,1047,0,-161,20260827,1731,4837,3106,2.8x,4.43%,▲ 順勢追意
00687B.TWO,國泰20年美債,27.4,1934,0,-891,20260827,-3408,-306,3101,0.1x,-0.11%,🚨 外資提款
00964.TW,中信亞太高股息,14.82,0,0,-58,20260827,-764,2326,3090,-3.0x,1.58%,▲ 順勢追意
00678.TW,群益那斯達克生技,44.71,-51,0,42,20260827,-434,2563,2998,-5.9x,-1.13%,★ 壓低偷買
00878.TW,國泰永續高股息,32.71,3575,0,-3820,20260827,-1603,1385,2988,-0.9x,1.74%,▲ 順勢追意
00951.TW,台新日本半導體,17.19,64,0,314,20260827,-2950,-12,2938,0.0x,0.29%,🚨 外資提款
00989A.TW,主動摩根美國科技,16.91,1248,0,-1177,20260827,-1156,1525,2681,-1.3x,0.00%,★ 壓低偷買
00688L.TW,國泰20年美債正2,6.55,-214,0,1948,20260827,-2186,347,2533,-0.2x,0.61%,▲ 順勢追意
00954.TW,中信日本半導體,18.35,-9,0,-237,20260827,-2723,-426,2296,0.2x,0.38%,🚨 外資提款
5328.TWO,華容,62.1,-128,0,21,20260827,-1536,656,2192,-0.4x,-0.32%,★ 壓低偷買
00656R.TW,國泰中國A50反1,5.85,-380,0,435,20260827,41,2205,2164,53.0x,-0.68%,★ 壓低偷買
00968B.TWO,元大優息投等債,9.04,8,0,405,20260827,-2140,7,2148,-0.0x,-0.11%,★ 壓低偷買
00981D.TWO,主動中信非投等債,10.34,23,0,-834,20260827,-2110,-41,2068,0.0x,-0.10%,🚨 外資提款
