prev_year,symbol,expansion,name,status,prev_eps_yoy,price,pe,rev_yoy,prev_eps,gm,date,eps,prev_rev_yoy,est_price,om,eps_yoy,advice
2025,2231.TW,-149.42000000000002,為升,🔄 轉虧為盈,-148.96,95.0,0.0,106.56,-1.63,23.65%,2026-03,0.4,-21.77,-24.3,-15.73%,-42.86,⚪ 數據不足
2025,4188.TWO,-150.01,安克,⚠️ 獲利稀釋,-10.0,16.0499992371,0.0,166.01,-0.88,N/A,2026-03,-0.21,-42.69,-33.75,N/A,16.0,⚪ 數據不足
2025,6226.TW,-150.05,光鼎,🔄 轉虧為盈,38.64,30.9500007629,0.0,261.16,-0.28,N/A,2026-03,0.01,-3.71,-9.9,N/A,111.11,⚪ 數據不足
2025,7753.TWO,-150.47,星亞,⚠️ 獲利稀釋,10.39,37.2000007629,3.5327636052136753,159.56,4.22,N/A,2026-03,1.08,9.51,157.95,N/A,9.09,⚪ 中性觀察
2025,4142.TW,-150.56,國光生,⚠️ 獲利稀釋,1.75,17.8999996185,0.0,167.87,-0.57,49.56%,2026-03,-0.44,-9.99,-47.25000000000001,23.11%,17.31,⚪ 數據不足
2025,6719.TW,-150.93,力智,⚠️ 獲利稀釋,198.64,194.5,13.124156545209177,192.82,6.58,N/A,2026-03,2.1,23.89,222.3,N/A,41.89,⚪ 中性觀察
2025,6683.TWO,-151.18,雍智科技,⚠️ 獲利稀釋,-12.9,1245.0,33.92370572207085,216.06,15.42,N/A,2026-03,6.23,23.03,550.4999999999999,N/A,64.88,❌ 暫避觀望
2025,3086.TWO,-152.4,華義*,📉 獲利侵蝕,-192.54,26.25,0.0,47.85,-0.62,44.07%,2026-03,-0.01,5.99,-25.5,-19.63%,-104.55,⚪ 數據不足
2025,6515.TW,-152.6,穎崴,⚠️ 獲利稀釋,40.24,6105.0,49.69879518072289,166.0,46.93,N/A,2026-03,19.54,35.51,1842.6000000000001,N/A,13.4,❌ 暫避觀望
2025,4946.TWO,-152.6,辣椒,📉 獲利侵蝕,131.69,92.9000015259,9.61697738363354,69.99,3.14,N/A,2026-03,0.41,786.25,144.9,N/A,-82.61,⚪ 中性觀察
2025,6962.TW,-152.73000000000002,奕力-KY,📉 獲利侵蝕,-39.39,31.3500003815,3.8992537787935317,83.05,2.87,N/A,2026-03,0.58,-15.03,120.60000000000001,N/A,-69.68,⚪ 中性觀察
2025,2756.TWO,-152.76,聯發國際,📉 獲利侵蝕,61.83,63.2000007629,7.559808703696173,148.91,3.93,49.60%,2026-03,0.51,69.66,125.39999999999999,5.94%,-3.85,⚪ 中性觀察
2025,3438.TWO,-153.12,類比科,📉 獲利侵蝕,-33.77,62.2000007629,31.89743628866666,125.85,1.0,38.12%,2026-03,0.24,4.92,29.250000000000004,-0.86%,-27.27,❌ 暫避觀望
2025,6585.TW,-153.44,鼎基,📉 獲利侵蝕,-45.5,116.0,8.285714285714286,124.98,5.64,N/A,2026-03,1.86,-13.21,210.0,N/A,-28.46,⚪ 中性觀察
2025,3308.TW,-153.53,聯德,📉 獲利侵蝕,-32.0,22.5499992371,42.54716837188679,55.25,0.68,23.48%,2026-03,0.01,-88.36,7.95,-362.94%,-98.28,❌ 暫避觀望
2025,2348.TW,-153.63,海悅,📉 獲利侵蝕,-51.27,71.6999969482,5.165705832002882,60.26,6.85,34.04%,2026-03,0.16,-27.63,208.2,22.47%,-93.37,⚪ 中性觀察
2025,1524.TW,-154.0,耿鼎,📉 獲利侵蝕,-45.98,27.5,6.004366812227074,108.08,1.95,N/A,2026-03,0.53,-12.78,68.7,N/A,-45.92,⚪ 中性觀察
2025,2617.TW,-154.59,台航,⚠️ 獲利稀釋,3.25,0.0,0.0,177.0,3.18,46.23%,2026-03,0.71,-2.28,0.0,41.07%,22.41,⚪ 數據不足
2025,3122.TWO,-154.6,笙泉,⚠️ 獲利稀釋,-22.38,25.7000007629,0.0,199.88,-1.75,34.82%,2026-03,-0.29,-11.1,-67.95,-12.95%,45.28,⚪ 數據不足
2025,6695.TW,-154.78,芯鼎,⚠️ 獲利稀釋,-355.0,48.2999992371,0.0,159.07,-1.83,N/A,2026-03,-0.68,10.49,-87.9,N/A,4.29,⚪ 數據不足
2025,3491.TWO,-154.98,昇達科,🏰 高護城河,-12.03,1425.0,73.52941176470588,225.35,7.83,58.57%,2026-03,3.68,5.02,290.7,27.57%,70.37,❌ 暫避觀望
2025,6161.TWO,-155.0,捷波,⚠️ 獲利稀釋,-20.23,50.5999984741,7.586206667781109,200.61,2.72,N/A,2026-03,0.83,12.38,100.05,N/A,45.61,⚪ 中性觀察
2025,4163.TWO,-155.49,鐿鈦,📉 獲利侵蝕,-5.16,140.0,11.715481171548117,132.18,5.13,N/A,2026-03,1.29,1.22,179.25000000000003,N/A,-23.31,⚪ 中性觀察
2025,6761.TWO,-155.52999999999997,穩得,📉 獲利侵蝕,2.89,185.0,10.30640668523677,140.64,7.34,N/A,2026-03,1.6,-2.32,269.25,N/A,-14.89,⚪ 中性觀察
2025,3093.TWO,-155.94,港建*,📉 獲利侵蝕,15.09,49.0499992371,16.40468201909699,74.54,1.22,40.97%,2026-03,0.08,38.76,44.849999999999994,11.18%,-81.4,❌ 暫避觀望
2025,5474.TWO,-156.84,聰泰,📉 獲利侵蝕,-22.13,153.0,12.35864297253635,115.66,5.49,N/A,2026-03,0.6,22.92,185.7,N/A,-41.18,⚪ 中性觀察
2025,6498.TWO,-156.91000000000003,久禾光,⚠️ 獲利稀釋,11.33,78.6999969482,5.133724523692106,173.58,6.51,N/A,2026-03,1.75,19.77,229.95000000000002,N/A,16.67,⚪ 中性觀察
2025,9918.TW,-157.4,欣天然,⚠️ 獲利稀釋,-28.18,42.7999992371,9.816513586490826,174.38,1.61,N/A,2026-03,0.63,2.96,65.4,N/A,16.98,⚪ 中性觀察
2025,8067.TWO,-157.79,志旭,📉 獲利侵蝕,16.9,12.5,0.0,57.79,-0.59,N/A,2026-03,-0.62,-2.17,-29.85,N/A,-100.0,⚪ 數據不足
2025,5272.TWO,-158.26999999999998,笙科,📉 獲利侵蝕,-1377.78,17.2999992371,0.0,68.27,-1.33,N/A,2026-03,-0.57,2.86,-50.4,N/A,-90.0,⚪ 數據不足
2025,3024.TW,-158.51,憶聲,📉 獲利侵蝕,-57.58,14.6000003815,15.869565632065214,68.51,0.28,24.73%,2026-03,0.02,-31.39,13.800000000000002,-2.71%,-90.0,❌ 暫避觀望
2025,8080.TWO,-158.55,泰霖,📉 獲利侵蝕,139.29,28.0,46.66666666666667,76.73,0.12,N/A,2026-03,0.02,22.38,9.0,N/A,-81.82,❌ 暫避觀望
2025,6862.TW,-159.02,三集瑞-KY,📉 獲利侵蝕,-19.59,140.5,7.590491626148029,90.37,8.29,N/A,2026-03,1.0,2.98,277.65,N/A,-68.65,⚪ 中性觀察
2025,4128.TWO,-159.39000000000001,中天,⚠️ 獲利稀釋,31.02,15.1999998093,0.0,185.58,-1.29,42.56%,2026-03,-0.31,9.94,-58.650000000000006,-18.87%,26.19,⚪ 數據不足
2025,6996.TWO,-159.41,力領科技,⚠️ 獲利稀釋,-14.17,181.5,6.484458735262593,195.54,12.15,N/A,2026-03,3.27,-9.4,419.85,N/A,36.13,⚪ 中性觀察
2025,1568.TW,-159.61,倉佑,📉 獲利侵蝕,-13.92,29.0499992371,8.829787002158055,155.84,1.36,34.44%,2026-03,0.51,0.3,49.35,17.09%,-3.77,⚪ 中性觀察
2025,6237.TWO,-161.35,驊訊,⚠️ 獲利稀釋,-462.96,34.7999992371,0.0,214.29,-1.52,N/A,2026-03,-0.24,11.69,-67.2,N/A,52.94,⚪ 數據不足
2025,8102.TWO,-162.27,傑霖科技,📉 獲利侵蝕,-62.55,66.5,12.547169811320757,100.37,2.25,N/A,2026-03,0.4,-23.31,79.49999999999999,N/A,-61.9,⚪ 中性觀察
2025,6203.TWO,-162.29000000000002,海韻電,📉 獲利侵蝕,57.43,59.7000007629,5.432211170418562,137.15,5.51,N/A,2026-03,1.37,37.15,164.85,N/A,-25.14,⚪ 中性觀察
2025,6651.TWO,-163.5,全宇昕,⚠️ 獲利稀釋,-22.95,150.5,9.647435897435896,186.39,6.32,N/A,2026-03,2.47,3.91,234.00000000000003,N/A,22.89,⚪ 中性觀察
2025,3213.TWO,-164.20999999999998,茂訊,📉 獲利侵蝕,-12.32,127.5,6.541816316059517,155.73,7.4,25.33%,2026-03,2.59,1.19,292.35,7.00%,-8.48,⚪ 中性觀察
2025,2424.TW,-165.21,隴華,📉 獲利侵蝕,59.69,8.0200004578,0.0,50.4,-1.34,27.86%,2026-03,-0.58,34.04,-58.8,-40.94%,-114.81,⚪ 數據不足
2025,4138.TWO,-165.56,曜亞,📉 獲利侵蝕,-32.69,52.2999992371,5.380658357726338,139.24,3.81,44.64%,2026-03,0.84,-11.82,145.8,12.42%,-26.32,⚪ 中性觀察
2025,2606.TW,-165.8,裕民,⚠️ 獲利稀釋,-22.2,74.3000030518,8.006465846099141,499.13,4.31,35.36%,2026-03,1.17,-4.75,139.19999999999996,30.49%,333.33,⚪ 中性觀察
2025,3252.TWO,-166.92,海灣,⚠️ 獲利稀釋,141.94,16.1499996185,94.99999775588236,179.42,0.13,43.11%,2026-03,0.09,-3.71,2.55,22.84%,12.5,❌ 暫避觀望
2025,4949.TW,-167.23000000000002,有成精密,⚠️ 獲利稀釋,240.74,76.1999969482,14.269662349850186,364.73,1.91,N/A,2026-03,1.19,-0.48,80.1,N/A,197.5,⚪ 中性觀察
2025,6197.TW,-167.26,佳必琪,⚠️ 獲利稀釋,-0.23,308.0,14.193548387096778,264.19,8.67,N/A,2026-03,3.21,12.03,325.49999999999994,N/A,96.93,⚪ 中性觀察
2025,6550.TW,-167.39999999999998,北極星藥業-KY,⚠️ 獲利稀釋,-40.62,11.3500003815,0.0,192.98,-5.1,N/A,2026-03,-0.64,-62.05,-160.04999999999998,N/A,25.58,⚪ 數據不足
2025,2482.TW,-167.48000000000002,連宇,📉 獲利侵蝕,-234.57,16.1000003815,0.0,162.93,-1.09,35.81%,2026-03,-0.23,-16.89,-45.3,-38.32%,-4.55,⚪ 數據不足
2025,8437.TWO,-168.3,大地-KY,📉 獲利侵蝕,-516.13,9.220000267,0.0,157.19,-1.29,N/A,2026-03,-0.4,-31.28,-46.050000000000004,N/A,-11.11,⚪ 數據不足
2025,2395.TW,-168.54,研華,⚠️ 獲利稀釋,17.26,675.0,22.32142857142857,190.06,12.25,39.78%,2026-03,3.85,18.56,453.6,15.69%,21.52,❌ 暫避觀望
2025,6224.TW,-168.57000000000002,聚鼎,⚠️ 獲利稀釋,-69.96,76.1999969482,24.34504694830671,215.08,0.67,N/A,2026-03,0.64,-2.5,46.949999999999996,N/A,46.51,❌ 暫避觀望
2025,4749.TWO,-169.10000000000002,新應材,⚠️ 獲利稀釋,32.78,789.0,27.357836338418863,232.49,11.33,44.02%,2026-03,3.66,28.3,432.6,23.34%,63.39,❌ 暫避觀望
2025,6937.TW,-169.86,天虹,⚠️ 獲利稀釋,-50.25,281.0,40.72463768115942,201.37,3.01,N/A,2026-03,0.96,-13.26,103.49999999999999,N/A,31.51,❌ 暫避觀望
2025,6690.TWO,-170.18,安�硌穈T,⚠️ 獲利稀釋,36.27,165.0,6.895110739657333,191.57,10.22,N/A,2026-03,2.27,13.3,358.95000000000005,N/A,21.39,⚪ 中性觀察
2025,6485.TWO,-170.28,點序,📉 獲利侵蝕,152.21,61.5,87.85714285714286,70.28,0.71,N/A,2026-03,0.0,16.84,10.5,N/A,-100.0,❌ 暫避觀望
2025,6929.TWO,-170.61,佑全,⚠️ 獲利稀釋,-54.29,22.7999992371,0.0,195.61,-1.63,N/A,2026-03,-0.21,-1.45,-49.05,N/A,25.0,⚪ 數據不足
2025,5299.TWO,-170.81,杰力,⚠️ 獲利稀釋,-22.77,100.0,9.285051067780872,189.52,4.58,N/A,2026-03,1.65,-12.32,161.55,N/A,18.71,⚪ 中性觀察
2025,1323.TW,-172.04999999999995,永裕,⚠️ 獲利稀釋,-89.88,21.2999992371,31.323528289852945,792.05,0.26,15.09%,2026-03,0.36,-23.91,10.2,1.25%,620.0,❌ 暫避觀望
2025,2070.TWO,-172.23000000000002,精湛,📉 獲利侵蝕,-22.56,68.3000030518,15.737327892119817,129.05,2.3,45.13%,2026-03,0.28,-2.97,65.1,17.87%,-43.18,❌ 暫避觀望
2025,6591.TW,-172.28,動力-KY,📉 獲利侵蝕,60.88,42.5999984741,3.127753191930984,116.4,5.37,N/A,2026-03,0.75,38.81,204.29999999999998,N/A,-55.88,⚪ 中性觀察
2025,2926.TWO,-172.47,誠品生活,⚠️ 獲利稀釋,100.0,30.0,23.4375,178.72,0.54,40.82%,2026-03,0.17,1.84,19.2,-1.48%,6.25,❌ 暫避觀望
2025,3297.TWO,-173.02,杭特,⚠️ 獲利稀釋,461.54,27.6499996185,22.479674486585367,201.59,0.47,30.70%,2026-03,-0.05,20.59,18.45,-18.51%,28.57,❌ 暫避觀望
2025,7704.TWO,-173.26,明遠精密,⚠️ 獲利稀釋,-22.56,62.9000015259,12.836735005285716,216.12,2.07,N/A,2026-03,0.7,-11.73,73.49999999999999,N/A,42.86,⚪ 中性觀察
2025,6844.TWO,-173.3,諾貝兒,⚠️ 獲利稀釋,-21.14,60.4000015259,9.364341321844963,192.24,2.35,N/A,2026-03,1.57,1.36,96.74999999999999,N/A,18.94,⚪ 中性觀察
2025,6640.TWO,-174.41,均華,⚠️ 獲利稀釋,-14.04,1075.0,33.10748383122882,392.93,12.75,N/A,2026-03,5.19,10.19,487.05000000000007,N/A,218.52,❌ 暫避觀望
2025,2412.TW,-174.49,中華電,⚠️ 獲利稀釋,3.96,135.5,10.711462450592885,177.66,4.99,33.63%,2026-03,1.3,2.67,189.75,17.33%,3.17,⚪ 中性觀察
2025,9960.TWO,-174.67999999999998,邁達康,⚠️ 獲利稀釋,-13.79,0.0,0.0,203.95,1.75,N/A,2026-03,0.53,-3.52,0.0,N/A,29.27,⚪ 數據不足
2025,3021.TW,-175.97999999999996,鴻名,⚠️ 獲利稀釋,-43.1,20.5499992371,20.147058075588234,592.65,0.33,N/A,2026-03,0.19,-3.87,15.3,N/A,416.67,❌ 暫避觀望
2025,3675.TWO,-176.56,德微,⚠️ 獲利稀釋,-66.46,278.5,44.99192245557351,188.41,2.67,36.51%,2026-03,1.51,-9.88,92.85,9.03%,11.85,❌ 暫避觀望
2025,6579.TW,-176.75,研揚,⚠️ 獲利稀釋,-27.15,148.0,10.02031144211239,261.06,5.62,N/A,2026-03,3.81,20.03,221.54999999999998,N/A,84.31,⚪ 中性觀察
2025,1805.TW,-177.2,寶徠,📉 獲利侵蝕,-93.38,10.25,18.98148148148148,147.2,0.2,21.75%,2026-03,0.14,-54.43,8.100000000000001,10.56%,-30.0,❌ 暫避觀望
2025,3588.TW,-177.57,通嘉,⚠️ 獲利稀釋,-73.51,54.5,35.62091503267974,219.88,0.5,31.63%,2026-03,0.37,-7.24,22.95,-1.96%,42.31,❌ 暫避觀望
2025,3587.TWO,-177.81,閎康,⚠️ 獲利稀釋,-40.84,254.0,17.23202170963365,373.81,6.1,30.02%,2026-03,2.24,8.51,221.1,10.45%,196.0,❌ 暫避觀望
2025,2455.TW,-178.23,全新,⚠️ 獲利稀釋,-18.46,433.0,61.857142857142854,202.94,2.97,37.27%,2026-03,1.06,4.29,105.0,21.78%,24.71,❌ 暫避觀望
2025,3284.TWO,-178.42000000000002,太普高,📉 獲利侵蝕,-12.16,21.1499996185,4.538626527575108,167.71,2.31,25.16%,2026-03,0.5,-17.82,69.89999999999999,13.35%,-10.71,⚪ 中性觀察
2025,6763.TWO,-178.65,綠界科技*,📉 獲利侵蝕,117.01,42.2000007629,4.3282052064512815,168.81,4.21,N/A,2026-03,0.55,8.73,146.25,N/A,-9.84,⚪ 中性觀察
2025,5251.TWO,-178.89999999999998,天鉞電,📉 獲利侵蝕,-50.0,25.8500003815,0.0,162.23,0.03,N/A,2026-03,0.1,10.32,-4.35,N/A,-16.67,⚪ 數據不足
2025,5403.TWO,-179.3,中菲,📉 獲利侵蝕,-0.37,93.1999969482,4.728564025783865,152.96,8.57,N/A,2026-03,1.42,7.88,295.65000000000003,N/A,-26.34,⚪ 中性觀察
2025,3557.TW,-179.72,嘉威,📉 獲利侵蝕,-99.85,24.3999996185,17.42857115607143,97.83,0.01,N/A,2026-03,0.48,-24.49,21.0,N/A,-81.89,❌ 暫避觀望
2025,3450.TW,-179.77,聯鈞,📉 獲利侵蝕,31.15,578.0,47.96680497925311,109.26,5.01,26.67%,2026-03,0.69,13.44,180.75,15.62%,-70.51,❌ 暫避觀望
2025,3303.TWO,-179.86,岱稜,📉 獲利侵蝕,16.97,53.0,4.844606946983546,156.53,4.57,N/A,2026-03,0.92,0.49,164.1,N/A,-23.33,⚪ 中性觀察
2025,1611.TW,-180.07999999999998,中電,⚠️ 獲利稀釋,-94.0,12.0,49.99999999999999,188.41,0.03,37.93%,2026-03,0.13,-8.17,3.6,11.05%,8.33,❌ 暫避觀望
2025,8410.TWO,-180.4,森田,📉 獲利侵蝕,-56.63,30.3999996185,5.746691799338374,131.75,3.27,N/A,2026-03,0.57,-4.28,79.35,N/A,-48.65,⚪ 中性觀察
2025,7736.TW,-180.68,虎山,📉 獲利侵蝕,-31.43,69.0999984741,5.9982637564322925,156.16,5.04,N/A,2026-03,1.18,22.39,172.79999999999998,N/A,-24.52,⚪ 中性觀察
2025,8467.TW,-180.94,波力-KY,📉 獲利侵蝕,-10.98,93.8000030518,3.53695335791101,113.25,10.03,N/A,2026-03,0.83,-1.52,397.80000000000007,N/A,-67.69,⚪ 中性觀察
2025,5206.TWO,-182.03,坤悅,⚠️ 獲利稀釋,66.99,23.8500003815,1.7182997393011528,334.61,3.44,N/A,2026-03,2.45,55.14,208.2,N/A,152.58,⚪ 中性觀察
2025,6168.TW,-182.06,宏齊,⚠️ 獲利稀釋,66.67,29.6499996185,2964.9999618499974,282.06,0.05,N/A,2026-03,0.02,5.6,0.15000000000000013,N/A,100.0,❌ 暫避觀望
2025,2321.TW,-183.29000000000002,東訊,⚠️ 獲利稀釋,18.37,14.75,0.0,228.74,-0.76,29.80%,2026-03,-0.12,16.01,-23.549999999999997,-5.26%,45.45,⚪ 數據不足
2025,2364.TW,-183.38,倫飛,📉 獲利侵蝕,2.69,76.8000030518,7.7497480375176595,140.62,4.2,39.87%,2026-03,0.83,20.5,148.65,7.82%,-42.76,⚪ 中性觀察
2025,6496.TWO,-183.4,科懋,📉 獲利侵蝕,-85.58,24.6000003815,0.0,148.52,-3.97,N/A,2026-03,-1.18,4.22,-152.85,N/A,-34.88,⚪ 數據不足
2025,6922.TWO,-184.0,宸曜,⚠️ 獲利稀釋,-8.99,206.0,11.207834602829163,186.36,6.9,N/A,2026-03,2.6,13.67,275.7,N/A,2.36,⚪ 中性觀察
2025,4121.TWO,-184.14,優盛,⚠️ 獲利稀釋,-5.88,13.1999998093,0.0,192.47,-0.36,33.58%,2026-03,-0.11,-1.34,-13.799999999999999,-3.01%,8.33,⚪ 數據不足
2025,6684.TWO,-184.59,安格,📉 獲利侵蝕,137.2,47.0,5.562130177514794,84.83,1.57,N/A,2026-03,0.01,-15.36,126.74999999999999,N/A,-99.76,⚪ 中性觀察
2025,3088.TWO,-185.04000000000002,艾訊,⚠️ 獲利稀釋,-37.99,123.5,11.618062088428976,277.35,4.68,33.38%,2026-03,2.25,1.82,159.45,10.77%,92.31,⚪ 中性觀察
2025,8279.TWO,-185.14999999999998,生展,📉 獲利侵蝕,13.09,80.5,3.1742902208201893,139.57,10.02,N/A,2026-03,1.23,6.1,380.4,N/A,-45.58,⚪ 中性觀察
2025,1216.TW,-185.4,統一,⚠️ 獲利稀釋,-5.22,77.0999984741,8.193411102454835,211.77,3.45,31.73%,2026-03,1.15,2.32,141.15,2.59%,26.37,⚪ 中性觀察
2025,7547.TWO,-185.5,碩網,📉 獲利侵蝕,22.61,50.5999984741,8.161290076467742,183.17,2.65,N/A,2026-03,0.42,5.66,92.99999999999999,N/A,-2.33,⚪ 中性觀察
2025,4952.TW,-185.56,凌通,⚠️ 獲利稀釋,-54.63,52.5999984741,15.11494209025862,204.61,1.03,N/A,2026-03,0.5,-13.56,52.2,N/A,19.05,❌ 暫避觀望
2025,6568.TWO,-185.79,宏觀,⚠️ 獲利稀釋,4.76,134.5,14.715536105032822,192.19,4.0,N/A,2026-03,1.34,6.74,137.10000000000002,N/A,6.4,⚪ 中性觀察
2025,6605.TW,-185.92,帝寶,📉 獲利侵蝕,-26.4,142.0,4.342507645259938,173.42,13.97,N/A,2026-03,4.41,-3.69,490.50000000000006,N/A,-12.5,⚪ 中性觀察
2025,3416.TW,-186.06,融程電,📉 獲利侵蝕,4.56,182.5,10.410724472333145,182.83,7.39,38.51%,2026-03,1.8,19.07,262.95,18.05%,-3.23,⚪ 中性觀察
2025,6715.TW,-186.09,嘉基,⚠️ 獲利稀釋,-65.38,351.5,68.51851851851852,232.47,1.8,N/A,2026-03,1.02,-25.1,76.95,N/A,46.38,❌ 暫避觀望
2025,2474.TW,-186.16,可成,📉 獲利侵蝕,-37.78,207.5,8.532072368421053,147.7,11.33,33.00%,2026-03,2.63,3.18,364.8,13.69%,-38.46,⚪ 中性觀察
2025,8261.TW,-186.21,富鼎,⚠️ 獲利稀釋,19.71,185.0,13.734224201930212,195.24,5.73,N/A,2026-03,1.57,6.37,202.05000000000004,N/A,9.03,⚪ 中性觀察
2025,6138.TWO,-186.28,茂達,⚠️ 獲利稀釋,31.94,295.5,9.443911792905082,226.99,13.04,N/A,2026-03,3.68,22.89,469.34999999999997,N/A,40.71,⚪ 中性觀察
2025,3703.TW,-186.28999999999996,欣陸,⚠️ 獲利稀釋,25.87,19.6499996185,5.695652063333334,746.29,1.8,13.84%,2026-03,0.33,11.98,51.74999999999999,7.24%,560.0,⚪ 中性觀察
2025,6130.TWO,-186.60000000000002,上亞科技,⚠️ 獲利稀釋,-129.33,27.1499996185,0.0,205.02,-1.72,N/A,2026-03,-0.31,-20.79,-57.3,N/A,18.42,⚪ 數據不足
2025,2303.TW,-187.08999999999997,聯電,⚠️ 獲利稀釋,-11.97,118.5,13.92479435957697,295.15,3.34,30.67%,2026-03,1.29,2.26,127.64999999999999,19.78%,108.06,⚪ 中性觀察
2025,1468.TW,-187.21,昶和,📉 獲利侵蝕,-77.66,13.3000001907,0.0,152.59,0.21,18.12%,2026-03,0.17,-23.26,-0.5999999999999996,2.42%,-34.62,⚪ 數據不足
2025,3466.TWO,-187.35000000000002,德晉,⚠️ 獲利稀釋,58.98,24.7999992371,0.0,249.55,-1.11,-8.98%,2026-03,-0.31,-72.48,-46.50000000000001,-223.66%,62.2,⚪ 數據不足
2025,3594.TWO,-187.85000000000002,磐儀,⚠️ 獲利稀釋,-63.43,49.9500007629,0.0,254.52,0.49,41.27%,2026-03,-0.07,29.3,-0.5999999999999996,10.21%,66.67,⚪ 數據不足
2025,4576.TW,-187.90999999999997,大銀微系統,⚠️ 獲利稀釋,294.12,215.5,44.06952965235174,306.09,2.01,38.42%,2026-03,0.96,20.44,73.35,13.23%,118.18,❌ 暫避觀望
2025,3289.TWO,-188.26000000000002,宜特,⚠️ 獲利稀釋,-34.26,142.0,9.957924263674617,207.08,4.81,25.60%,2026-03,2.05,11.44,213.89999999999998,4.49%,18.82,⚪ 中性觀察
2025,1733.TW,-188.87,五鼎,⚠️ 獲利稀釋,27.34,32.4000015259,7.232143197745537,219.52,1.63,30.15%,2026-03,0.81,5.0,67.19999999999999,7.57%,30.65,⚪ 中性觀察
2025,6128.TW,-188.97000000000003,上福,🔄 轉虧為盈,-431.94,20.25,0.0,147.3,-9.56,N/A,2026-03,0.28,-4.71,-268.8,N/A,-41.67,⚪ 數據不足
2025,9938.TW,-189.29,百和,📉 獲利侵蝕,-13.68,42.5999984741,4.037914547308056,145.78,4.1,N/A,2026-03,0.87,2.05,158.25,N/A,-43.51,⚪ 中性觀察
2025,4560.TW,-189.35000000000002,強信-KY,📉 獲利侵蝕,48.04,30.7000007629,4.1430500354790825,171.96,3.02,33.75%,2026-03,0.76,6.92,111.15,16.61%,-17.39,⚪ 中性觀察
2025,3693.TWO,-189.51,營邦,📉 獲利侵蝕,-38.69,556.0,14.223586595037093,107.78,15.5,29.12%,2026-03,1.54,-11.96,586.35,0.48%,-81.73,⚪ 中性觀察
2025,3551.TWO,-189.9,世禾,⚠️ 獲利稀釋,17.2,177.5,8.456407813244402,205.07,8.36,36.55%,2026-03,2.46,16.17,314.85,18.42%,15.17,⚪ 中性觀察
2025,1519.TW,-190.43,華城,⚠️ 獲利稀釋,-6.3,770.0,24.68739980763065,200.1,13.99,42.20%,2026-03,3.29,20.89,467.85,19.22%,9.67,❌ 暫避觀望
2025,2495.TW,-191.19,普安,⚠️ 獲利稀釋,-49.1,38.4000015259,23.85093262478261,194.32,1.13,43.31%,2026-03,0.33,-10.89,24.15,9.76%,3.13,❌ 暫避觀望
2025,4933.TWO,-191.64999999999998,友輝,📉 獲利侵蝕,-18.35,55.0,4.260263361735089,174.54,5.77,28.71%,2026-03,1.9,2.41,193.65,12.48%,-17.11,⚪ 中性觀察
2025,6117.TW,-192.04999999999998,迎廣,⚠️ 獲利稀釋,-7.65,62.5,7.668711656441717,369.13,3.77,N/A,2026-03,1.33,11.78,122.25,N/A,177.08,⚪ 中性觀察
2025,8477.TWO,-192.17000000000002,創業家,⚠️ 獲利稀釋,53.77,15.4499998093,0.0,286.81,-0.92,N/A,2026-03,-0.03,-52.73,-30.450000000000003,N/A,94.64,⚪ 數據不足
2025,3332.TWO,-192.23000000000002,幸康,⚠️ 獲利稀釋,61.93,61.0,6.143001007049346,231.62,3.53,N/A,2026-03,1.38,19.44,148.95,N/A,39.39,⚪ 中性觀察
2025,6672.TW,-192.51,騰輝電子-KY,⚠️ 獲利稀釋,-2.81,281.5,22.830494728304952,257.27,4.85,N/A,2026-03,1.73,0.88,184.95,N/A,64.76,❌ 暫避觀望
2025,5201.TWO,-192.66,凱衛,📉 獲利侵蝕,-102.22,26.4500007629,0.0,89.63,-0.06,N/A,2026-03,-0.67,12.63,-22.8,N/A,-103.03,⚪ 數據不足
2025,3041.TW,-192.74,揚智,📉 獲利侵蝕,-35.42,22.75,0.0,172.74,-3.43,5.61%,2026-03,-0.48,-29.93,-106.95,-198.78%,-20.0,⚪ 數據不足
2025,2066.TWO,-194.24,世德,📉 獲利侵蝕,-77.5,54.2999992371,10.362595274255725,190.77,1.34,19.80%,2026-03,1.96,-9.64,78.60000000000001,-4.97%,-3.47,⚪ 中性觀察
2025,5263.TWO,-194.54999999999998,智崴,🔄 轉虧為盈,-356.73,99.0,0.0,396.14,-2.87,N/A,2026-03,0.67,-3.81,-137.10000000000002,N/A,201.59,⚪ 數據不足
2025,6782.TW,-195.34,視陽,⚠️ 獲利稀釋,39.41,243.5,7.153349001175088,219.37,14.08,N/A,2026-03,3.82,15.02,510.59999999999997,N/A,24.03,⚪ 中性觀察
2025,7556.TWO,-195.95999999999998,意德士,⚠️ 獲利稀釋,19.42,264.0,13.872832369942195,218.89,7.1,N/A,2026-03,2.52,19.26,285.45000000000005,N/A,22.93,⚪ 中性觀察
2025,8049.TWO,-196.48999999999998,晶采,📉 獲利侵蝕,-31.2,24.5,5.833333333333333,192.14,1.72,N/A,2026-03,0.44,-0.92,63.0,N/A,-4.35,⚪ 中性觀察
2025,4771.TW,-196.72,望隼,⚠️ 獲利稀釋,10.57,211.5,6.720686367969495,206.96,12.71,N/A,2026-03,3.66,16.17,472.04999999999995,N/A,10.24,⚪ 中性觀察
