
📅 投資日報表: 2026-09-05
=======================================================================================================================================
代號     | 名稱       | 開盤     | 最高     | 最低     | 最新     | 成交量         | 平均成本    | 股數     | 損益       | 報酬%
---------------------------------------------------------------------------------------------------------------------------------------
2317     | 鴻海         | 252.50   | 256.00   | 251.00   | 256.00   | 47,689,189   | 241.21      | 2000     | ▲29,580   |   +6.13%
4142     | 國光生        | 17.65    | 17.65    | 17.45    | 17.55    | 450,002      | 25.32       | 1000     | ▼7,770    |  -30.69%
0050     | 元大台灣50     | 107.50   | 107.85   | 106.65   | 106.80   | 61,574,987   | 46.60       | 16000    | ▲963,200  | +129.18%
0056     | 元大高股息      | 54.75    | 55.30    | 54.50    | 55.10    | 32,721,881   | 36.43       | 4000     | ▲74,680   |  +51.25%
00635U   | 期元大S&P黃金   | 44.64    | 44.73    | 44.35    | 44.59    | 6,732,491    | 55.25       | 3000     | ▼31,980   |  -19.29%
00738U   | 期元大道瓊白銀    | 50.75    | 50.95    | 50.30    | 50.75    | 5,111,428    | 66.26       | 1000     | ▼15,510   |  -23.41%
00929    | 復華台灣科技優息   | 29.42    | 29.57    | 29.36    | 29.43    | 23,835,075   | 19.73       | 8000     | ▲77,600   |  +49.16%
009816   | 凱基台灣TOP50  | 15.80    | 15.80    | 15.63    | 15.65    | 82,350,224   | 11.01       | 63000    | ▲292,320  |  +42.14%
00990A   | 主動元大AI新經濟  | 14.95    | 14.95    | 14.76    | 14.77    | 15,476,239   | 11.48       | 5000     | ▲16,450   |  +28.66%
2009     | 第一銅        | 39.70    | 39.90    | 38.85    | 39.40    | 1,077,040    | 50.56       | 4000     | ▼44,640   |  -22.07%
2337     | 旺宏         | 120.50   | 123.00   | 116.50   | 121.50   | 29,419,487   | 95.28       | 2000     | ▲52,440   |  +27.52%
2409     | 友達         | 27.35    | 27.65    | 26.35    | 26.80    | 157,931,308  | 16.21       | 2000     | ▲21,180   |  +65.33%
3481     | 群創         | 49.00    | 49.40    | 48.10    | 48.50    | 129,979,768  | 25.10       | 4000     | ▲93,600   |  +93.23%
3105     | 穩懋         | 465.00   | 465.00   | 438.50   | 449.50   | 23,860,895   | 556.47      | 300      | ▼32,091   |  -19.22%
4966     | 譜瑞-KY      | 567.00   | 571.00   | 561.00   | 569.00   | 230,672      | 1921.64     | 1000     | ▼1,352,640 |  -70.39%
2327     | 國巨*        | 535.00   | 562.00   | 532.00   | 562.00   | 54,800,741   | 1030.00     | 1        | ▼468      |  -45.44%
00403A   | 主動統一升級50   | 10.33    | 10.41    | 10.26    | 10.27    | 137,135,061  | 10.68       | 26000    | ▼10,660   |   -3.84%
00981A   | 主動統一台股增長   | 30.15    | 30.25    | 29.70    | 29.73    | 177,773,020  | 27.48       | 2000     | ▲4,500    |   +8.19%
2330     | 台積電        | 2415.00  | 2415.00  | 2390.00  | 2410.00  | 13,232,996   | 225.55      | 10       | ▲21,844   | +968.50%
6789     | 采鈺         | 470.50   | 477.00   | 458.00   | 468.00   | 1,085,651    | 593.50      | 400      | ▼50,200   |  -21.15%
6849     | 奇鼎科技       | 145.50   | 154.00   | 145.50   | 147.50   | 74,649       | 266.40      | 280      | ▼33,292   |  -44.63%
7853     | 政美應用       | 311.00   | 317.00   | 303.00   | 309.50   | 312,857      | 409.29      | 280      | ▼27,941   |  -24.38%
3576     | 聯合再生       | 17.20    | 17.25    | 17.00    | 17.15    | 3,604,776    | 18.15       | 5000     | ▼5,000    |   -5.51%
1721     | 三晃         | 20.20    | 20.40    | 19.80    | 20.40    | 437,001      | 27.88       | 3000     | ▼22,450   |  -26.84%
8215     | 明基材        | 25.50    | 25.90    | 24.95    | 25.55    | 635,203      | 31.60       | 200      | ▼1,210    |  -19.15%
00405A   | 主動富邦台灣龍耀   | 8.85     | 8.92     | 8.76     | 8.78     | 51,332,803   | 9.34        | 11000    | ▼6,160    |   -6.00%
5498     | 凱崴         | 54.00    | 54.70    | 52.50    | 53.40    | 1,191,963    | 69.61       | 188      | ▼3,047    |  -23.29%
1301     | 台塑         | 66.50    | 66.90    | 64.10    | 66.00    | 26,744,737   | 50.50       | 100      | ▲1,550    |  +30.69%
6498     | 久禾光        | 74.60    | 75.40    | 73.80    | 75.40    | 149,280      | 67.30       | 12       | ▲97       |  +12.04%
009821   | 野村稀土關鍵資源   | 14.90    | 14.90    | 14.77    | 14.79    | 6,605,226    | 17.30       | 12000    | ▼30,120   |  -14.51%
---------------------------------------------------------------------------------------------------------------------------------------
💰 庫存總投入:       6,426,664    📊 未實現損益:         -26,138 (  -0.41%)
