日期,代號,名稱,最新價格,成本,股數,損益,報酬率
2026-09-05,2317,鴻海,256.0,241.21,2000,29580,6.13%
2026-09-05,4142,國光生,17.55,25.32,1000,-7770,-30.69%
2026-09-05,0050,元大台灣50,106.8,46.6,16000,963200,129.18%
2026-09-05,0056,元大高股息,55.1,36.43,4000,74680,51.25%
2026-09-05,00635U,期元大S&P黃金,44.59,55.25,3000,-31980,-19.29%
2026-09-05,00738U,期元大道瓊白銀,50.75,66.26,1000,-15510,-23.41%
2026-09-05,00929,復華台灣科技優息,29.43,19.73,8000,77600,49.16%
2026-09-05,009816,凱基台灣TOP50,15.65,11.01,63000,292320,42.14%
2026-09-05,00990A,主動元大AI新經濟,14.77,11.48,5000,16450,28.66%
2026-09-05,2009,第一銅,39.4,50.56,4000,-44640,-22.07%
2026-09-05,2337,旺宏,121.5,95.28,2000,52440,27.52%
2026-09-05,2409,友達,26.8,16.21,2000,21180,65.33%
2026-09-05,3481,群創,48.5,25.1,4000,93600,93.23%
2026-09-05,3105,穩懋,449.5,556.47,300,-32091,-19.22%
2026-09-05,4966,譜瑞-KY,569.0,1921.64,1000,-1352640,-70.39%
2026-09-05,2327,國巨*,562.0,1030.0,1,-468,-45.44%
2026-09-05,00403A,主動統一升級50,10.27,10.68,26000,-10660,-3.84%
2026-09-05,00981A,主動統一台股增長,29.73,27.48,2000,4500,8.19%
2026-09-05,2330,台積電,2410.0,225.55,10,21844,968.50%
2026-09-05,6789,采鈺,468.0,593.5,400,-50200,-21.15%
2026-09-05,6849,奇鼎科技,147.5,266.4,280,-33292,-44.63%
2026-09-05,7853,政美應用,309.5,409.29,280,-27941,-24.38%
2026-09-05,3576,聯合再生,17.15,18.15,5000,-5000,-5.51%
2026-09-05,1721,三晃,20.4,27.88,3000,-22450,-26.84%
2026-09-05,8215,明基材,25.55,31.6,200,-1210,-19.15%
2026-09-05,00405A,主動富邦台灣龍耀,8.78,9.34,11000,-6160,-6.00%
2026-09-05,5498,凱崴,53.4,69.61,188,-3047,-23.29%
2026-09-05,1301,台塑,66.0,50.5,100,1550,30.69%
2026-09-05,6498,久禾光,75.4,67.3,12,97,12.04%
2026-09-05,009821,野村稀土關鍵資源,14.79,17.3,12000,-30120,-14.51%
