股號,名稱,收盤價,成交量,一年內最高收盤,一年內最低收盤,法說會,狀態,連續大漲,連續大跌,原因,最終狀態
7806,精華生醫,70.90,21,80.50,61.00,---,均線糾擺 -> 離開盤整 (向下),無,無,跌破布林下軌 (71.17),離開盤整 (向下)
6831,邁科,540.00,2674,561.00,160.00,---,貼軌運行 -> 進入盤整,無,無,ADX 為 19.40 (低於 20),進入盤整
00696,富邦美債20年,28.82,2369,30.21,25.92,---,均線糾擺,無,無,MA 乖離率僅 0.27%,均線糾擺
6153,嘉聯益,18.35,4724,20.65,10.50,---,均線糾擺,無,無,MA 乖離率僅 0.54%,均線糾擺
8261,富鼎,126.00,4685,128.00,68.60,---,均線糾擺 -> 趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
6205,詮欣,84.90,4840,98.20,37.00,---,進入盤整,無,連1日大跌,ADX 為 11.78 (低於 20),進入盤整
7595,世基生醫,9.74,19,13.60,9.55,---,均線糾擺,無,無,MA 乖離率僅 0.75%,均線糾擺
1789,神隆,19.80,772,28.25,16.02,---,均線糾擺,無,無,MA 乖離率僅 1.31%,均線糾擺
3171,炎洲流通,64.00,118,72.50,35.99,---,均線糾擺 -> 離開盤整 (向下),無,無,跌破布林下軌 (64.10),離開盤整 (向下)
4721,美琪瑪,95.50,8348,95.50,49.39,---,均線糾擺 -> 貼軌運行,無,無,股價於高位貼軌 (95.50 > 1.5σ)，動能強勁,貼軌運行
911608,明輝-DR,2.79,9,3.12,2.59,---,均線糾擺,無,無,MA 乖離率僅 0.83%,均線糾擺
6924,榮惠-KY創,94.00,13,94.90,47.80,---,進入盤整,無,無,ADX 為 18.15 (低於 20),進入盤整
3044,健鼎,481.00,4627,500.00,175.54,---,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
3011,今皓,13.45,1252,17.15,11.40,---,均線糾擺,無,無,MA 乖離率僅 0.49%,均線糾擺
00876,元大全球5G,82.40,155,83.35,32.09,---,強勢突破 (軌外) -> 貼軌運行,無,無,股價於高位貼軌 (82.40 > 1.5σ)，動能強勁,貼軌運行
00676,富邦臺灣加權反1,6.16,5816,13.80,6.11,---,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
4961,天鈺,170.00,4451,216.45,135.00,📅 預告 (20260511),均線糾擺 -> 強勢突破 (軌外),連1日大漲,無,股價衝破布林上軌 (167.67)，進入噴發段,強勢突破 (軌外)
2012,春雨,15.10,46,20.22,14.70,---,均線糾擺,無,無,MA 乖離率僅 1.26%,均線糾擺
8114,振樺電,198.50,3260,314.53,164.00,---,均線糾擺 -> 貼軌運行,連1日大漲,無,股價於高位貼軌 (198.50 > 1.5σ)，動能強勁,貼軌運行
6638,沅聖,42.95,7,45.50,24.50,---,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
8028,昇陽半導體,226.00,13229,246.00,119.69,---,進入盤整,無,無,ADX 為 5.76 (低於 20),進入盤整
6972,博瑞達應材,24.95,13,32.81,22.70,---,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
6443,元晶,39.95,3177,52.30,11.95,---,均線糾擺,無,無,MA 乖離率僅 1.26%,均線糾擺
2748,雲品,40.10,203,50.68,38.45,---,均線糾擺,無,無,MA 乖離率僅 0.81%,均線糾擺
6525,捷敏-KY,106.50,2026,109.50,60.44,---,強勢突破 (軌外) -> 貼軌運行,無,無,股價於高位貼軌 (106.50 > 1.5σ)，動能強勁,貼軌運行
6877,鏵友益,166.00,381,186.00,66.74,---,進入盤整,無,無,ADX 為 13.55 (低於 20),進入盤整
2758,路易莎咖啡,72.80,28,104.34,72.80,---,離開盤整 (向下) -> 趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
1802,台玻,68.90,84600,74.20,14.05,---,均線糾擺,無,無,MA 乖離率僅 1.13%,均線糾擺
7642,昶瑞機電,73.40,131,129.00,63.20,---,貼軌運行 -> 均線糾擺,無,無,MA 乖離率僅 1.27%,均線糾擺
9938,百和,44.80,2089,60.40,42.90,---,均線糾擺,無,無,MA 乖離率僅 0.78%,均線糾擺
4442,竣邦-KY,54.90,38,71.50,42.35,---,均線糾擺,無,無,MA 乖離率僅 1.16%,均線糾擺
00635,期元大S&P黃金,49.40,4163,60.55,34.73,---,均線糾擺,無,無,MA 乖離率僅 0.73%,均線糾擺
2408,南亞科,274.00,130658,326.50,34.25,---,強勢突破 (軌外) -> 貼軌運行,無,無,股價於高位貼軌 (274.00 > 1.5σ)，動能強勁,貼軌運行
2504,國產,34.75,2020,43.62,33.70,---,均線糾擺,無,無,MA 乖離率僅 0.99%,均線糾擺
