Stock_ID,Stock_Name,Date,Type,Price_Entry,Stop_Loss,Take_Profit,Status,Action,Vol_Spike,RSI,Validation_Date,Priority,Is_New
2103.TW,台橡,2026-04-27,看漲 FVG,19.35,19.0,20.32,❌ 已失效,實體破中線,1,56.56,-,2,True
1216.TW,統一,2026-05-07,看漲 FVG,70.0,69.25,73.5,⏳ 待回測,監控中 🧹,0,26.32,-,3,True
1609.TW,大亞,2026-05-07,看漲 FVG,35.15,33.28,36.91,⏳ 待回測,監控中,1,45.79,-,3,True
3357.TWO,臺慶科,2026-05-07,看漲 FVG,184.0,174.62,193.2,⏳ 待回測,監控中,1,52.03,-,3,True
3450.TW,聯鈞,2026-05-04,看漲 FVG,334.5,313.43,351.23,💰 已達標,獲利點,0,55.58,2026-05-06,3,False
3702.TW,大聯大,2026-05-07,看漲 FVG,105.5,103.98,110.78,⏳ 待回測,監控中,0,59.5,-,3,True
8069.TWO,元太,2026-05-06,看漲 FVG,145.0,139.8,152.25,💰 已達標,獲利點,1,44.68,-,3,True
2351.TW,順德,2026-05-07,看漲 FVG,170.0,163.18,178.5,⏳ 待回測,監控中 ⚠️過熱,0,74.59,-,4,True
2464.TW,盟立,2026-04-29,看漲 FVG,111.5,105.97,117.08,💰 已達標,獲利點,1,83.14,-,4,True
2472.TW,立隆電,2026-05-07,看漲 FVG,197.5,192.03,207.38,⏳ 待回測,⚡結構突破 ⚠️過熱,1,65.96,-,4,True
3026.TW,禾伸堂,2026-05-07,看漲 FVG,297.0,271.63,311.85,⏳ 待回測,⚡結構突破 ⚠️過熱,0,64.99,-,4,True
4722.TW,國精化,2026-05-07,看漲 FVG,213.0,204.97,223.65,⏳ 待回測,⚡結構突破 ⚠️過熱,1,72.09,-,4,True
6173.TWO,信昌電,2026-05-07,看漲 FVG,118.0,100.5,123.9,⏳ 待回測,⚡結構突破 ⚠️過熱,0,72.93,-,4,True
6278.TW,台表科,2026-04-29,看漲 FVG,168.0,160.69,176.4,💰 已達標,獲利點,0,83.79,-,4,False
