date,eps_yoy,gm,rev_yoy,advice,expansion,eps,prev_eps,prev_eps_yoy,prev_rev_yoy,om,name,prev_year,pe,symbol,status,price,est_price
2025-12,13.93,N/A,-3.04,⚠️ 追價風險,16.97,15.46,12.1,29.69,13.75,N/A,萬潤,2025,27.52765629019809,6187.TWO,🧐 疑業外收益,1070.0,583.0500000000001
2025-12,22.61,N/A,5.66,💎 強力關注,16.95,2.65,2.13,41.18,11.11,N/A,碩網,2025,11.739130680499196,7547.TWO,🚀 利潤擴張,72.9000015259,93.14999999999999
2025-12,24.54,32.60%,7.68,💎 強力關注,16.86,8.73,5.19,4.85,8.92,21.55%,立隆電,2025,11.979448350459707,2472.TW,🚀 利潤擴張,221.5,277.35
2025-12,31.78,N/A,15.15,💎 強力關注,16.630000000000003,1.42,1.09,208.57,71.04,N/A,榮群,2025,8.42192703704319,8034.TWO,🚀 利潤擴張,25.3500003815,45.15
2025-12,32.54,N/A,15.92,💎 強力關注,16.619999999999997,4.48,2.91,20.75,28.4,N/A,建國,2025,4.672514709111111,5515.TW,🚀 利潤擴張,39.9500007629,128.25
2025-12,16.56,24.99%,0.05,💎 強力關注,16.509999999999998,3.66,2.0,-23.95,-7.87,21.14%,中再保,2025,4.181208002483221,2851.TW,🚀 利潤擴張,31.1499996185,111.75
2025-12,41.55,-4.13%,25.06,⚪ 數據不足,16.49,-1.4,-1.8,7.69,43.83,-22.91%,力銘,2025,0.0,3593.TW,🚀 利潤擴張,18.9500007629,-66.3
2025-12,12.64,N/A,-3.47,💎 強力關注,16.11,8.68,5.89,16.0,-3.22,N/A,大江,2025,6.354166666666667,8436.TWO,🧐 疑業外收益,122.0,288.0
2025-12,41.92,15.94%,25.86,💎 強力關注,16.060000000000002,59.99,44.63,11.41,23.74,4.63%,華碩,2025,4.2690135294890315,2357.TW,🚀 利潤擴張,650.0,2283.9
2025-12,43.01,N/A,27.06,⚠️ 追價風險,15.95,5.43,3.73,37.64,34.44,N/A,華星光,2025,51.282051282051285,4979.TWO,🚀 利潤擴張,660.0,193.04999999999998
2025-12,28.24,31.32%,12.31,💎 強力關注,15.929999999999998,2.18,1.28,26.73,12.07,10.89%,祺驊,2025,6.505263077578948,1593.TWO,🚀 利潤擴張,30.8999996185,71.25
2025-12,55.56,N/A,39.69,⚪ 數據不足,15.870000000000005,-0.12,-0.2,0.0,22.1,N/A,太欣,2025,0.0,5302.TWO,🚀 利潤擴張,11.8000001907,-8.85
2025-12,95.65,N/A,79.86,⚪ 數據不足,15.790000000000006,-0.09,-0.24,87.3,95.06,N/A,成信實業*-創,2025,0.0,6969.TW,🚀 利潤擴張,28.9500007629,-8.85
2025-12,34.88,8.38%,19.09,⚪ 數據不足,15.790000000000003,-1.4,-0.94,45.03,19.64,-32.45%,光環,2025,0.0,3234.TWO,🚀 利潤擴張,98.0,-41.099999999999994
2025-12,24.18,19.52%,8.39,⚠️ 追價風險,15.79,9.37,5.99,11.64,7.92,9.94%,日月光投控,2025,25.06070908207868,3711.TW,🚀 利潤擴張,516.0,308.85
2025-12,26.25,41.11%,10.54,⚪ 數據不足,15.71,-0.59,-0.35,44.44,12.53,-18.36%,易威,2025,0.0,1799.TWO,🚀 利潤擴張,0.0,0.0
2025-12,16.81,N/A,1.16,⚪ 數據不足,15.649999999999999,-0.99,-0.86,-22.86,12.2,N/A,業強,2025,0.0,6124.TWO,🚀 利潤擴張,30.7999992371,-49.95
2025-12,75.21,N/A,59.96,⚠️ 追價風險,15.249999999999993,21.72,12.46,33.7,41.37,N/A,宜鼎,2025,36.73094582185491,5289.TWO,🚀 利潤擴張,1600.0,653.4000000000001
2025-12,20.66,51.76%,5.54,💎 強力關注,15.120000000000001,2.92,2.0,26.58,4.13,18.42%,固緯,2025,9.675993659528718,2423.TW,🏰 高護城河,65.6999969482,101.85
2025-12,14.63,N/A,-0.4,⚪ 數據不足,15.030000000000001,-0.4,-0.31,16.13,12.72,N/A,立軒,2025,0.0,6222.TWO,🧐 疑業外收益,22.3500003815,-15.449999999999998
2025-12,46.42,62.33%,31.61,✅ 穩健價值,14.810000000000002,66.26,46.75,51.8,36.39,54.00%,台積電,2025,14.654124272093174,2330.TW,🏰 高護城河,2290.0,2344.0499999999997
2025-12,17.48,N/A,2.77,💎 強力關注,14.71,2.87,2.35,9.22,4.39,N/A,聚和,2025,5.993288795422818,6509.TWO,🚀 利潤擴張,44.6500015259,111.75000000000001
2025-12,11.54,N/A,-2.79,⚪ 數據不足,14.329999999999998,2.9,2.02,-11.4,-0.96,N/A,輝創,2025,0.0,6722.TW,🧐 疑業外收益,40.7000007629,0.0
2025-12,8.0,10.74%,-6.25,💎 強力關注,14.25,1.62,1.12,-6.67,-5.83,5.38%,福懋油,2025,8.16326530612245,1225.TW,🧐 疑業外收益,32.0,58.8
2025-12,11.76,N/A,-2.37,⚪ 數據不足,14.129999999999999,2.08,0.87,163.64,15.97,N/A,資拓宏宇,2025,0.0,6614.TW,🧐 疑業外收益,0.0,0.0
2025-12,44.26,N/A,30.15,⚪ 數據不足,14.11,14.61,11.58,75.19,32.44,N/A,東聯互動,2025,0.0,7738.TWO,🚀 利潤擴張,175.5,0.0
2025-12,30.18,34.18%,16.1,⚠️ 追價風險,14.079999999999998,9.28,6.02,9.71,15.28,15.49%,中砂,2025,27.186311787072245,1560.TW,🚀 利潤擴張,572.0,315.59999999999997
2025-12,56.1,N/A,42.16,⚪ 中性觀察,13.940000000000005,2.56,1.17,-53.39,-34.55,N/A,致和證,2025,16.384977242206574,5864.TWO,🚀 利潤擴張,34.9000015259,31.95
2025-12,13.14,N/A,-0.76,💎 強力關注,13.9,2.67,1.67,5.03,-5.79,N/A,德勝,2025,10.782608695652174,8048.TWO,🧐 疑業外收益,62.0,86.25
2025-12,25.87,13.84%,11.98,💎 強力關注,13.89,1.8,0.92,-42.14,-3.98,7.24%,欣陸,2025,6.529968694921136,3703.TW,🚀 利潤擴張,20.7000007629,47.55
2025-12,14.29,N/A,0.42,⚪ 數據不足,13.87,-0.06,-0.19,-375.0,-19.16,N/A,天瀚,2025,0.0,6225.TW,🚀 利潤擴張,24.3999996185,-7.199999999999999
2025-12,21.15,N/A,7.36,💎 強力關注,13.79,2.77,1.54,-11.11,11.53,N/A,宣德,2025,6.164965986394557,5457.TWO,🚀 利潤擴張,36.25,88.20000000000002
2025-12,28.3,89.95%,14.52,💎 強力關注,13.780000000000001,0.68,0.49,28.21,13.69,32.37%,高雄銀,2025,7.300613262883436,2836.TW,🏰 高護城河,11.8999996185,24.45
2025-12,-9.8,-29.22%,-23.43,⚪ 數據不足,13.629999999999999,-2.24,-1.54,0.0,-17.76,-33.95%,燁興,2025,0.0,2007.TW,🌑 雙重衰退,7.3699998856,-76.95
2025-12,22.08,N/A,8.58,⚠️ 追價風險,13.499999999999998,6.8,4.14,-7.17,-2.39,N/A,亞泰金屬,2025,35.0974930362117,6727.TWO,🚀 利潤擴張,504.0,215.39999999999998
2025-12,10.87,30.58%,-2.6,💎 強力關注,13.469999999999999,1.56,1.13,633.33,6.34,1.57%,合勤控,2025,11.20634896415873,3704.TW,🧐 疑業外收益,35.2999992371,47.25000000000001
2025-12,44.34,N/A,30.88,⚪ 數據不足,13.460000000000004,3.43,2.94,137.1,41.28,N/A,驊陞,2025,0.0,6272.TW,🚀 利潤擴張,0.0,0.0
2025-12,6.63,-13.35%,-6.83,⚪ 數據不足,13.46,-8.65,-4.9,31.27,-4.71,-27.74%,泰鼎-KY,2025,0.0,4927.TW,🧐 疑業外收益,54.4000015259,-262.95000000000005
2025-12,10.59,N/A,-2.8,💎 強力關注,13.39,23.26,17.04,28.02,-3.72,N/A,樺漢,2025,6.139262934089299,6414.TW,🧐 疑業外收益,346.5,846.5999999999999
2025-12,47.62,N/A,34.56,⚪ 數據不足,13.059999999999995,6.25,3.21,56.59,23.91,N/A,捷創科技,2025,0.0,7810.TWO,🚀 利潤擴張,212.0,0.0
2025-12,25.0,N/A,12.22,⚠️ 追價風險,12.78,0.61,0.27,-35.71,9.61,N/A,富強鑫,2025,27.81609283091954,6603.TWO,🚀 利潤擴張,24.2000007629,13.05
2025-12,51.64,N/A,38.99,💎 強力關注,12.649999999999999,9.13,6.5,68.94,33.28,N/A,必應,2025,3.854166666666667,6625.TW,🚀 利潤擴張,74.0,288.0
2025-12,17.71,N/A,5.25,✅ 穩健價值,12.46,3.92,2.47,2.54,4.44,N/A,瀚荃,2025,14.00966183574879,8103.TW,🚀 利潤擴張,116.0,124.20000000000002
2025-12,17.23,18.70%,4.87,⚪ 中性觀察,12.36,5.51,3.61,9.06,4.46,10.97%,華通,2025,21.08985024958403,2313.TW,🚀 利潤擴張,253.5,180.29999999999998
2025-12,22.25,N/A,9.96,💎 強力關注,12.29,13.46,8.34,24.85,13.82,N/A,實威,2025,5.755755755755756,8416.TWO,🚀 利潤擴張,172.5,449.54999999999995
2025-12,19.21,5.21%,6.95,💎 強力關注,12.260000000000002,2.42,1.85,35.04,15.92,1.48%,英業達,2025,8.499142236209265,2356.TW,🚀 利潤擴張,49.5499992371,87.44999999999999
2025-12,94.5,13.52%,82.32,✅ 穩健價值,12.180000000000007,2.12,0.5,100.0,71.69,7.02%,彬台,2025,12.644067538,3379.TWO,🚀 利潤擴張,37.2999992371,44.25
2025-12,52.82,N/A,40.64,⚠️ 追價風險,12.18,103.92,72.23,67.72,52.48,N/A,信驊,2025,70.72834974136492,5274.TWO,🚀 利潤擴張,16955.0,3595.8
2025-12,66.99,N/A,55.14,💎 強力關注,11.849999999999994,3.44,3.69,61.14,56.94,N/A,坤悅,2025,1.959677357830645,5206.TWO,🚀 利潤擴張,24.2999992371,186.0
2025-12,18.15,4.40%,6.36,💎 強力關注,11.79,3.19,2.27,13.5,10.09,2.40%,中鋼構,2025,5.737265313284182,2013.TW,🚀 利潤擴張,42.7999992371,111.9
2025-12,1.75,49.56%,-9.99,⚪ 數據不足,11.74,-0.57,-1.09,-137.78,-35.17,23.11%,國光生,2025,0.0,4142.TW,🧐 疑業外收益,17.7999992371,-48.6
2025-12,41.67,37.66%,30.08,✅ 穩健價值,11.590000000000003,9.01,7.17,52.55,27.65,28.21%,京元電子,2025,12.449959967974381,2449.TW,🚀 利潤擴張,311.0,374.69999999999993
2025-12,13.14,N/A,1.59,💎 強力關注,11.55,1.98,1.11,-23.97,-12.49,N/A,康和證,2025,11.0050249339196,6016.TWO,🚀 利潤擴張,21.8999996185,29.849999999999998
2025-12,-20.55,16.83%,-31.79,⚪ 數據不足,11.239999999999998,-2.68,-1.73,-19.72,-39.2,-125.48%,蔚華科,2025,0.0,3055.TW,🌑 雙重衰退,91.1999969482,-99.60000000000001
2025-12,31.09,N/A,19.97,💎 強力關注,11.120000000000001,17.36,12.09,34.48,19.97,N/A,華景電,2025,11.175313498893535,6788.TWO,🚀 利潤擴張,454.5,610.05
2025-12,15.38,N/A,4.4,⚠️ 追價風險,10.98,1.35,0.81,-10.99,4.12,N/A,鉅橡,2025,29.963503092737227,8074.TWO,🚀 利潤擴張,82.0999984741,41.1
2025-12,64.8,33.66%,54.05,⚠️ 追價風險,10.75,19.47,13.61,50.06,49.83,24.30%,金像電,2025,30.393053016453383,2368.TW,🚀 利潤擴張,1330.0,656.4
2025-12,21.94,25.47%,11.54,💎 強力關注,10.400000000000002,19.45,14.75,25.96,11.61,17.08%,健鼎,2025,10.060656766366868,3044.TW,🚀 利潤擴張,481.0,717.1500000000001
2025-12,30.21,11.41%,19.94,✅ 穩健價值,10.27,1.25,0.77,32.76,25.51,4.34%,華經,2025,12.831540945197133,2468.TW,🚀 利潤擴張,35.7999992371,41.85
2025-12,-80.68,61.03%,-90.93,⚠️ 追價風險,10.25,0.93,0.6,-55.04,-70.82,12.48%,宏璟,2025,433.12501907375025,2527.TW,🏰 高護城河,34.6500015259,1.1999999999999993
2025-12,4.73,16.49%,-5.32,⚪ 數據不足,10.05,1.59,1.07,-16.8,-6.62,2.59%,泰山,2025,0.0,1218.TW,🧐 疑業外收益,0.0,0.0
2025-12,32.83,3.74%,22.78,💎 強力關注,10.049999999999997,11.61,8.11,41.71,19.83,1.75%,文曄,2025,8.960506706408347,3036.TW,🚀 利潤擴張,240.5,402.59999999999997
2025-12,30.29,28.44%,20.3,✅ 穩健價值,9.989999999999998,10.26,7.84,58.06,20.14,14.20%,臺慶科,2025,7.321358844201484,3357.TWO,🚀 利潤擴張,187.5,384.15
2025-12,39.18,45.11%,29.32,✅ 穩健價值,9.86,3.42,2.65,26.19,22.45,18.06%,虹冠電,2025,6.654545639503031,3257.TW,🚀 利潤擴張,54.9000015259,123.75
2025-12,30.06,91.14%,20.44,✅ 穩健價值,9.619999999999997,2.12,1.62,23.66,15.61,40.48%,玉山金,2025,6.097560975609756,2884.TW,🏰 高護城河,32.5,79.95
2025-12,-25.0,5.75%,-34.37,⚠️ 追價風險,9.369999999999997,0.03,-0.05,-117.24,-27.03,-72.91%,首利,2025,50.45454718863636,1471.TW,🔄 轉虧為盈,11.1000003815,3.3
2025-12,5.37,15.94%,-3.84,✅ 穩健價值,9.21,6.47,4.55,-0.44,-2.5,10.83%,東和鋼鐵,2025,4.339987219954926,2006.TW,🧐 疑業外收益,67.4000015259,232.95
2025-12,31.94,N/A,22.89,✅ 穩健價值,9.05,13.04,9.27,24.31,21.32,N/A,茂達,2025,8.622972525653756,6138.TWO,🚀 利潤擴張,260.5,453.15000000000003
2025-12,13.1,97.25%,4.06,✅ 穩健價值,9.04,1.9,1.43,10.0,1.87,45.93%,華南金,2025,7.302631411644739,2880.TW,🏰 高護城河,33.2999992371,68.39999999999999
2025-12,6.41,N/A,-2.54,⚪ 數據不足,8.95,-0.73,-0.1,79.17,5.88,N/A,攸泰科技,2025,0.0,6928.TW,🧐 疑業外收益,49.9000015259,-7.05
2025-12,2.44,N/A,-5.88,✅ 穩健價值,8.32,0.72,0.65,12.28,-6.16,N/A,光譜,2025,11.19815633046083,5381.TWO,🧐 疑業外收益,24.2999992371,32.55
2025-12,10.9,N/A,2.6,✅ 穩健價值,8.3,9.97,7.92,17.13,3.98,N/A,力泰,2025,3.1768386912441313,5520.TWO,🚀 利潤擴張,81.1999969482,383.4
2025-12,15.65,-7.81%,7.41,⚪ 數據不足,8.24,-1.54,-0.65,55.65,8.04,-65.06%,大略-KY,2025,0.0,4804.TWO,🚀 利潤擴張,0.0,0.0
2025-12,7.5,N/A,-0.56,✅ 穩健價值,8.06,3.87,2.27,14.07,12.82,N/A,宇智,2025,6.035353439027778,6470.TWO,🧐 疑業外收益,47.7999992371,118.8
2025-12,4.25,N/A,-3.78,✅ 穩健價值,8.03,7.93,5.84,-5.4,-8.2,N/A,智冠,2025,4.966477723145951,5478.TWO,🧐 疑業外收益,96.3000030518,290.85
2025-12,28.92,15.35%,20.92,✅ 穩健價值,8.0,2.45,1.41,-2.16,19.58,8.19%,華泰,2025,12.08502039734818,2329.TW,🚀 利潤擴張,59.7000007629,74.1
2025-12,49.96,41.25%,42.0,⚠️ 追價風險,7.960000000000001,36.75,26.92,62.75,52.19,31.26%,健策,2025,40.2425578831312,3653.TW,🚀 利潤擴張,3650.0,1360.5
2025-12,38.68,32.53%,31.04,✅ 穩健價值,7.640000000000001,19.63,13.9,23.16,40.71,8.38%,鼎翰,2025,4.126846220677671,3611.TWO,🚀 利潤擴張,190.0,690.6
2025-12,23.44,N/A,15.91,✅ 穩健價值,7.530000000000001,4.74,2.82,-1.4,17.89,N/A,凌網,2025,5.773515040334159,5212.TWO,🚀 利潤擴張,46.6500015259,121.2
2025-12,25.64,30.40%,18.23,✅ 穩健價值,7.41,2.02,1.22,-0.64,15.97,14.85%,東浦,2025,11.827410780228426,3290.TWO,🚀 利潤擴張,46.5999984741,59.1
2025-12,6.35,15.28%,-0.93,⚪ 數據不足,7.279999999999999,-1.18,-1.0,11.5,1.3,-5.62%,矽瑪,2025,0.0,3511.TWO,🧐 疑業外收益,22.0,-45.89999999999999
2025-12,4.35,4.90%,-2.83,⚪ 中性觀察,7.18,0.75,0.52,-41.67,-0.21,-1.88%,華新,2025,19.508670520231213,1605.TW,🧐 疑業外收益,33.75,25.95
2025-12,46.52,17.19%,39.37,✅ 穩健價值,7.150000000000006,48.08,34.07,52.4,30.93,13.88%,漢唐,2025,9.172239291523585,2404.TW,🚀 利潤擴張,1015.0,1659.9
2025-12,12.1,17.62%,5.01,⚪ 中性觀察,7.09,6.58,4.75,5.79,5.39,5.81%,禾伸堂,2025,20.52238805970149,3026.TW,🚀 利潤擴張,330.0,241.20000000000002
2025-12,13.09,N/A,6.1,✅ 穩健價值,6.99,10.02,8.62,28.46,7.66,N/A,生展,2025,3.7552102491133006,8279.TWO,🚀 利潤擴張,99.0999984741,395.85
2025-12,28.09,21.72%,21.11,✅ 穩健價值,6.98,6.64,4.94,28.23,23.16,10.49%,光寶科,2025,12.76595744680851,2301.TW,🚀 利潤擴張,204.0,239.70000000000002
2025-12,-3.49,N/A,-10.2,✅ 穩健價值,6.709999999999999,1.66,0.99,3.13,-7.37,N/A,樂斯科,2025,8.428571428571429,6662.TWO,🌑 雙重衰退,29.5,52.5
2025-12,7.2,32.08%,0.59,✅ 穩健價值,6.61,1.34,0.94,10.59,0.48,2.52%,精聯,2025,9.7682119205298,3652.TW,🚀 利潤擴張,29.5,45.3
2025-12,10.11,N/A,3.7,✅ 穩健價值,6.409999999999999,3.06,2.56,17.51,3.26,N/A,上海商銀,2025,4.749694936007326,5876.TW,🚀 利潤擴張,38.9000015259,122.85000000000002
2025-12,2.97,N/A,-3.41,⚪ 數據不足,6.380000000000001,-3.92,-3.69,7.98,38.55,N/A,惠特,2025,0.0,6706.TW,🧐 疑業外收益,172.5,-168.45000000000002
2025-12,18.59,N/A,12.29,✅ 穩健價值,6.300000000000001,9.14,8.17,75.65,29.4,N/A,元太,2025,6.829679595278246,8069.TWO,🚀 利潤擴張,162.0,355.8
2025-12,-2.0,N/A,-8.29,✅ 穩健價值,6.289999999999999,9.9,5.77,-23.43,-15.54,N/A,軒郁,2025,5.357142857142856,6703.TWO,🌑 雙重衰退,117.0,327.6
2025-12,0.5,17.17%,-5.76,✅ 穩健價值,6.26,2.05,1.5,2.8,-0.93,6.80%,瑞智,2025,4.203296843021978,4532.TW,🧐 疑業外收益,22.9500007629,81.89999999999999
2025-12,8.14,N/A,1.94,⚠️ 追價風險,6.200000000000001,6.4,4.31,19.44,0.55,N/A,矽力*-KY,2025,29.964788732394364,6415.TW,🚀 利潤擴張,425.5,213.00000000000003
2025-12,-23.57,N/A,-29.66,✅ 穩健價值,6.09,6.0,2.24,-17.65,-38.06,N/A,長虹,2025,7.785501641102285,5534.TW,🌑 雙重衰退,78.4000015259,151.04999999999998
2025-12,16.67,31.02%,10.6,✅ 穩健價值,6.070000000000002,8.43,6.36,15.04,9.96,14.37%,神基,2025,4.673964633422179,3005.TW,🚀 利潤擴張,98.1999969482,315.15000000000003
2025-12,7.69,N/A,1.81,⚠️ 追價風險,5.880000000000001,0.42,0.32,0.0,1.76,N/A,台聯櫃,2025,33.666665213428566,5601.TWO,🚀 利潤擴張,35.3499984741,15.75
2025-12,-12.99,-19.71%,-18.82,⚪ 數據不足,5.83,-1.74,-1.24,-18.1,-18.71,-65.33%,再生-KY,2025,0.0,1337.TW,🌑 雙重衰退,5.0100002289,-62.85000000000001
2025-12,4.0,29.22%,-1.68,✅ 穩健價值,5.68,2.6,2.07,6.7,-2.3,5.88%,興農,2025,6.010028762593123,1712.TW,🧐 疑業外收益,41.9500007629,104.69999999999999
2025-12,7.03,N/A,1.36,✅ 穩健價值,5.67,4.78,3.44,-0.87,-2.12,N/A,擎邦,2025,4.2566983578219535,6122.TWO,🚀 利潤擴張,49.25,173.55
2025-12,-12.16,25.16%,-17.82,✅ 穩健價值,5.66,2.31,1.21,-53.6,-29.91,13.35%,太普高,2025,3.7500001616313554,3284.TWO,🌑 雙重衰退,17.7000007629,70.80000000000001
2025-12,3.25,46.23%,-2.28,⚪ 數據不足,5.529999999999999,3.18,2.36,0.43,-5.48,41.07%,台航,2025,0.0,2617.TW,🧐 疑業外收益,0.0,0.0
2025-12,2.89,N/A,-2.32,✅ 穩健價值,5.21,7.34,5.51,1.73,2.55,N/A,穩得,2025,11.213935764833968,6761.TWO,🧐 疑業外收益,206.0,275.55
2025-12,17.33,N/A,12.14,✅ 穩健價值,5.189999999999998,2.64,1.87,5.65,6.33,N/A,群益證,2025,5.231164252928083,6005.TW,🚀 利潤擴張,30.5499992371,87.6
2025-12,13.53,88.90%,8.35,✅ 穩健價值,5.18,1.51,1.2,20.0,7.51,38.59%,彰銀,2025,5.42746133753886,2801.TW,🏰 高護城河,20.9500007629,57.900000000000006
2025-12,-14.34,N/A,-19.51,✅ 穩健價值,5.170000000000002,2.45,1.86,-6.06,-27.73,N/A,欣高,2025,5.644371692349102,9931.TW,🌑 雙重衰退,34.5999984741,91.95000000000002
2025-12,35.66,N/A,30.67,✅ 穩健價值,4.989999999999995,18.5,15.84,86.67,69.45,N/A,振樺電,2025,3.730501785378688,8114.TW,🚀 利潤擴張,198.5,798.15
2025-12,-1.26,N/A,-6.2,✅ 穩健價值,4.94,2.36,1.74,-1.14,-6.0,N/A,全國,2025,9.982517215751749,9937.TW,🌑 雙重衰退,57.0999984741,85.8
2025-12,23.02,5.88%,18.13,✅ 穩健價值,4.890000000000001,13.61,10.38,34.73,16.23,3.28%,鴻海,2025,7.518796992481203,2317.TW,🚀 利潤擴張,250.0,498.75
2025-12,4.58,19.71%,-0.31,✅ 穩健價值,4.89,4.77,3.49,1.8,-0.87,10.58%,台灣大,2025,9.345794392523365,3045.TW,🧐 疑業外收益,110.0,176.54999999999998
2025-12,31.08,N/A,26.34,✅ 穩健價值,4.739999999999998,8.73,6.2,42.86,28.79,N/A,良維,2025,13.098057792515396,6290.TWO,🚀 利潤擴張,276.5,316.65
2025-12,40.24,N/A,35.51,⚠️ 追價風險,4.730000000000004,46.93,33.4,39.53,32.04,N/A,穎崴,2025,79.91038088125467,6515.TW,🚀 利潤擴張,9630.0,1807.6499999999999
2025-12,6.47,32.24%,1.9,⚪ 數據不足,4.57,-1.59,-0.36,64.0,22.91,-58.77%,正峰,2025,0.0,1538.TW,🚀 利潤擴張,12.1999998093,-31.050000000000004
2025-12,9.26,27.24%,4.69,✅ 穩健價值,4.569999999999999,1.77,1.63,26.36,7.91,-0.96%,長盛,2025,4.577464788732395,3492.TWO,🚀 利潤擴張,22.75,74.55
2025-12,36.94,25.09%,32.43,✅ 穩健價值,4.509999999999998,4.3,3.11,36.4,23.81,7.94%,炎洲流通,2025,6.355511420059583,3171.TWO,🚀 利潤擴張,64.0,151.05
2025-12,41.38,N/A,36.9,⚠️ 追價風險,4.480000000000004,6.88,3.35,1.87,35.15,N/A,博智,2025,35.32219570405728,8155.TWO,🚀 利潤擴張,444.0,188.55
2025-12,32.78,44.02%,28.3,⚠️ 追價風險,4.48,11.33,8.49,32.29,32.03,23.34%,新應材,2025,39.512017479970865,4749.TWO,🚀 利潤擴張,1085.0,411.90000000000003
2025-12,8.94,94.34%,4.5,✅ 穩健價值,4.4399999999999995,1.29,0.91,-1.98,-0.7,35.36%,聯邦銀,2025,6.8729094438461535,2838.TW,🏰 高護城河,20.5499992371,44.85
2025-12,-57.74,49.04%,-62.17,✅ 穩健價值,4.43,3.03,2.49,-57.58,-63.75,34.02%,名軒,2025,3.058690787979684,1442.TW,🌑 雙重衰退,27.1000003815,132.89999999999998
2025-12,4.45,33.35%,0.1,✅ 穩健價值,4.3500000000000005,9.61,7.33,7.67,4.55,18.52%,鈞興-KY,2025,7.689194658033186,4571.TW,🚀 利潤擴張,190.0,370.65
2025-12,18.07,15.77%,13.75,⚠️ 追價風險,4.32,4.38,2.06,-37.88,12.28,6.82%,欣興,2025,106.78851174934726,3037.TW,🚀 利潤擴張,818.0,114.89999999999999
2025-12,-12.9,N/A,-17.2,⚠️ 追價風險,4.299999999999999,0.81,0.45,-25.0,-20.23,N/A,岳豐,2025,51.810343512241374,6220.TWO,🌑 雙重衰退,30.0499992371,8.700000000000001
2025-12,2.79,15.43%,-1.49,⚪ 數據不足,4.28,4.33,2.67,-9.42,-1.43,5.11%,大成,2025,0.0,1210.TW,🧐 疑業外收益,0.0,0.0
2025-12,1.47,17.90%,-2.69,✅ 穩健價值,4.16,4.15,3.06,2.0,-2.28,6.27%,崇越電,2025,10.906374501992032,3388.TWO,🧐 疑業外收益,109.5,150.60000000000002
2025-12,1.84,8.77%,-2.3,✅ 穩健價值,4.14,8.84,6.28,-5.56,-2.77,5.39%,華立,2025,6.464891041162227,3010.TW,🧐 疑業外收益,133.5,309.75000000000006
2025-12,9.52,15.17%,5.58,⚪ 數據不足,3.9399999999999995,-1.02,-0.64,48.21,28.56,-15.09%,寶德,2025,0.0,3349.TWO,🚀 利潤擴張,23.4500007629,-35.1
2025-12,23.62,N/A,19.79,✅ 穩健價值,3.830000000000002,1.57,1.53,96.15,28.35,N/A,微矽電子-創,2025,12.780374010023364,8162.TW,🚀 利潤擴張,54.7000007629,64.2
2025-12,11.7,15.29%,8.19,✅ 穩健價值,3.51,12.6,9.52,12.4,8.39,6.31%,智易,2025,5.686900958466454,3596.TW,🚀 利潤擴張,178.0,469.49999999999994
2025-12,1.77,N/A,-1.67,✅ 穩健價值,3.44,2.31,1.15,-34.29,2.81,N/A,伊雲谷,2025,14.300411522633745,6689.TW,🧐 疑業外收益,69.5,72.9
2025-12,5.99,N/A,2.65,✅ 穩健價值,3.3400000000000003,30.6,21.26,3.45,-0.37,N/A,新普,2025,5.343197698314838,6121.TWO,🚀 利潤擴張,390.0,1094.85
2025-12,16.48,N/A,13.17,✅ 穩健價值,3.3100000000000005,3.04,2.54,27.0,14.74,N/A,東捷資訊,2025,4.975845502765701,6697.TWO,🚀 利潤擴張,41.2000007629,124.19999999999999
2025-12,23.05,N/A,19.79,✅ 穩健價值,3.2600000000000016,3.63,3.01,11.48,18.72,N/A,東生華,2025,5.7640448581011245,8432.TWO,🚀 利潤擴張,51.2999992371,133.49999999999997
2025-12,6.16,N/A,2.91,✅ 穩健價值,3.25,2.24,1.79,1.13,3.96,N/A,德記,2025,6.5857885615251295,5902.TWO,🚀 利潤擴張,38.0,86.55000000000001
2025-12,11.03,N/A,7.83,✅ 穩健價值,3.1999999999999993,4.83,3.25,9.43,8.43,N/A,韋僑,2025,12.255772646536412,6417.TWO,🚀 利潤擴張,138.0,168.9
2025-12,26.02,26.27%,22.86,⚠️ 追價風險,3.16,3.13,1.55,-8.33,4.97,15.45%,新盛力,2025,24.602026049204056,4931.TWO,🚀 利潤擴張,170.0,103.64999999999999
2025-12,10.09,N/A,7.0,⚪ 數據不足,3.09,-2.97,-2.06,13.87,10.67,N/A,生華科,2025,0.0,6492.TWO,🚀 利潤擴張,51.4000015259,-105.60000000000001
2025-12,0.0,30.45%,-3.04,✅ 穩健價值,3.04,1.09,0.89,-8.25,-7.8,11.22%,佰鴻,2025,10.478723133723404,3031.TW,🌑 雙重衰退,29.5499992371,42.3
2025-12,19.51,14.20%,16.5,✅ 穩健價值,3.0100000000000016,0.5,0.37,5.71,15.96,8.91%,和桐,2025,8.026086558434782,1714.TW,🚀 利潤擴張,9.2299995422,17.250000000000004
2025-12,10.14,27.00%,7.18,✅ 穩健價值,2.960000000000001,8.07,5.99,6.72,9.03,17.59%,中興電,2025,8.094262295081966,1513.TW,🚀 利潤擴張,158.0,292.80000000000007
2025-12,-40.65,N/A,-43.58,✅ 穩健價值,2.9299999999999997,3.46,3.53,44.67,62.0,N/A,昇益,2025,2.4248119583740606,5455.TWO,🌑 雙重衰退,25.7999992371,159.6
