date,eps_yoy,gm,rev_yoy,advice,expansion,eps,prev_eps,prev_eps_yoy,prev_rev_yoy,om,name,prev_year,pe,symbol,status,price,est_price
2025-12,-30.29,N/A,-10.51,⚪ 中性觀察,-19.78,3.18,2.46,-25.46,-9.94,N/A,晶焱,2025,10.711409805610737,6411.TWO,🌑 雙重衰退,79.8000030518,111.75000000000001
2025-12,7.23,N/A,27.05,⚪ 中性觀察,-19.82,3.59,2.65,6.94,24.69,N/A,創為精密,2025,6.184971098265896,6899.TWO,⚠️ 獲利稀釋,53.5,129.75
2025-12,-24.63,N/A,-4.71,⚪ 中性觀察,-19.919999999999998,4.1,3.03,-35.26,-3.47,N/A,寶成,2025,2.564356397871287,9904.TW,🌑 雙重衰退,25.8999996185,151.5
2025-12,-14.96,N/A,5.05,⚪ 中性觀察,-20.01,13.02,9.16,-12.51,8.16,N/A,來億-KY,2025,4.672330097087379,6890.TW,📉 獲利侵蝕,154.0,494.40000000000003
2025-12,-16.94,30.19%,3.15,⚪ 中性觀察,-20.09,20.1,14.33,-20.3,5.39,19.16%,儒鴻,2025,7.040523945968072,1476.TW,📉 獲利侵蝕,344.0,732.9
2025-12,-14.53,31.33%,5.64,❌ 暫避觀望,-20.169999999999998,1.54,0.94,-42.24,8.42,12.18%,達邁,2025,28.865030206779142,3645.TW,📉 獲利侵蝕,94.0999984741,48.900000000000006
2025-12,-33.63,23.92%,-13.25,⚪ 中性觀察,-20.380000000000003,11.21,7.64,-38.09,-11.06,18.94%,萬海,2025,3.0047132757266297,2615.TW,🌑 雙重衰退,76.5,381.90000000000003
2025-12,-26.4,N/A,-5.92,⚪ 中性觀察,-20.479999999999997,7.78,5.84,-21.61,-0.64,N/A,達爾膚,2025,4.894762604013705,6523.TWO,🌑 雙重衰退,100.0,306.45000000000005
2025-12,-10.04,18.10%,10.54,❌ 暫避觀望,-20.58,2.15,1.64,3.14,10.26,4.42%,利機,2025,15.3713298791019,3444.TWO,📉 獲利侵蝕,89.0,86.85
2025-12,-25.35,N/A,-4.74,⚪ 中性觀察,-20.61,10.18,5.41,-29.25,-6.88,N/A,裕慶-KY,2025,8.579881656804734,6957.TW,🌑 雙重衰退,159.5,278.85
2025-12,-20.27,N/A,0.36,❌ 暫避觀望,-20.63,1.18,0.98,-8.41,3.67,N/A,艾華,2025,25.051195060034132,6204.TWO,📉 獲利侵蝕,73.4000015259,43.949999999999996
2025-12,6.88,1.54%,27.53,⚪ 數據不足,-20.650000000000002,-1.51,-1.14,18.25,42.64,-34.06%,位速,2025,0.0,3508.TWO,⚠️ 獲利稀釋,22.0,-59.7
2025-12,-18.46,N/A,2.2,⚪ 中性觀察,-20.66,7.48,4.96,-30.26,-4.79,N/A,力成,2025,13.136094674556213,6239.TW,📉 獲利侵蝕,222.0,253.49999999999997
2025-12,-66.41,-18.95%,-45.66,⚪ 數據不足,-20.75,-2.16,-2.36,-161.36,-36.93,-73.69%,隆銘綠能,2025,0.0,3018.TW,🌑 雙重衰退,10.1499996185,-81.14999999999999
2025-12,-17.91,47.97%,2.84,⚪ 中性觀察,-20.75,159.41,109.06,-15.56,6.5,36.75%,大立光,2025,6.894516579032085,3008.TW,📉 獲利侵蝕,2570.0,5591.4
2025-12,-18.35,28.71%,2.41,⚪ 中性觀察,-20.76,5.77,3.81,-26.64,11.19,12.48%,友輝,2025,5.1954886070751884,4933.TWO,📉 獲利侵蝕,69.0999984741,199.5
2025-12,-27.39,N/A,-6.57,⚪ 中性觀察,-20.82,12.25,8.74,-18.99,-7.59,N/A,豐祥-KY,2025,5.068356118706235,5288.TW,🌑 雙重衰退,152.0,449.85
2025-12,24.26,N/A,45.1,⚪ 中性觀察,-20.84,6.33,4.34,60.59,55.99,N/A,創泓科技,2025,9.215136650315348,7714.TWO,⚠️ 獲利稀釋,131.5,214.04999999999998
2025-12,45.15,N/A,66.0,⚪ 中性觀察,-20.85,72.7,52.62,40.25,60.07,N/A,祥碩,2025,8.14463955637708,5269.TW,⚠️ 獲利稀釋,1410.0,2596.8
2025-12,-32.69,44.64%,-11.82,⚪ 中性觀察,-20.869999999999997,3.81,2.89,-27.93,-12.22,12.42%,曜亞,2025,5.538922155688622,4138.TWO,🌑 雙重衰退,55.5,150.3
2025-12,-15.57,32.18%,5.34,⚪ 中性觀察,-20.91,5.28,3.95,-13.57,7.28,14.07%,晶技,2025,11.782708492731446,3042.TW,📉 獲利侵蝕,154.0,196.05
2025-12,-40.68,28.61%,-19.66,❌ 暫避觀望,-21.02,0.7,0.32,-56.16,-24.68,8.69%,微端,2025,36.11111111111111,3285.TWO,🌑 雙重衰退,29.25,12.15
2025-12,-23.02,N/A,-1.89,⚪ 中性觀察,-21.13,6.71,4.07,18.54,-1.72,N/A,中美晶,2025,10.390516039051603,5483.TWO,🌑 雙重衰退,149.0,215.10000000000002
2025-12,-17.45,N/A,3.73,⚪ 中性觀察,-21.18,2.27,1.77,-8.29,1.46,N/A,志超,2025,6.429780033840949,8213.TW,📉 獲利侵蝕,38.0,88.64999999999999
2025-12,-18.86,32.82%,2.53,❌ 暫避觀望,-21.39,4.99,3.09,-30.87,-1.5,27.31%,精材,2025,20.894833948339485,3374.TWO,📉 獲利侵蝕,226.5,162.6
2025-12,-27.23,16.76%,-5.73,⚪ 中性觀察,-21.5,9.05,8.01,-12.04,-3.53,6.72%,群光,2025,5.491803278688524,2385.TW,🌑 雙重衰退,134.0,366.00000000000006
2025-12,-0.48,N/A,21.03,⚪ 中性觀察,-21.51,4.18,3.44,3.3,22.78,N/A,三聯,2025,8.325219084712757,5493.TWO,📉 獲利侵蝕,85.5,154.04999999999998
2025-12,-31.07,19.71%,-9.51,⚪ 中性觀察,-21.560000000000002,2.13,1.66,-41.75,-8.33,12.02%,美亞,2025,4.027523075761468,2020.TW,🌑 雙重衰退,21.9500007629,81.75
2025-12,-26.32,N/A,-4.59,⚪ 中性觀察,-21.73,2.52,1.78,-28.8,-6.36,N/A,日揚,2025,11.47385127193344,6208.TWO,🌑 雙重衰退,72.4000015259,94.64999999999999
2025-12,-22.0,12.48%,-0.23,⚪ 中性觀察,-21.77,1.56,1.22,-13.48,4.37,4.05%,廣宇,2025,12.696078244387255,2328.TW,🌑 雙重衰退,51.7999992371,61.2
2025-12,-23.53,N/A,-1.73,⚪ 中性觀察,-21.8,2.73,1.72,-32.02,-1.49,N/A,正基,2025,11.419249592169658,6546.TWO,🌑 雙重衰退,70.0,91.95
2025-12,-52.99,N/A,-31.16,❌ 暫避觀望,-21.830000000000002,2.48,0.91,-75.62,-37.61,N/A,榮田,2025,18.029977933233404,7709.TWO,🌑 雙重衰退,84.1999969482,70.05
2025-12,-15.66,12.86%,6.3,⚪ 數據不足,-21.96,-0.96,-0.75,-2.74,10.72,-5.35%,建舜電,2025,0.0,3322.TWO,📉 獲利侵蝕,13.1000003815,-39.300000000000004
2025-12,-22.62,27.05%,-0.53,❌ 暫避觀望,-22.09,4.31,3.01,-35.13,-1.42,4.85%,上銀,2025,30.632790028763186,2049.TW,🌑 雙重衰退,319.5,156.45
2025-12,-14.37,34.25%,7.77,⚪ 中性觀察,-22.14,32.84,22.41,-27.07,0.68,20.51%,玉晶光,2025,6.944825693110074,3406.TW,📉 獲利侵蝕,506.0,1092.9
2025-12,21.08,N/A,43.24,⚪ 數據不足,-22.160000000000004,-7.24,-5.76,10.97,41.35,N/A,益安,2025,0.0,6499.TWO,⚠️ 獲利稀釋,82.8000030518,-281.84999999999997
2025-12,5.88,N/A,28.36,⚪ 數據不足,-22.48,1.44,1.05,41.89,28.6,N/A,宏�砦C戲-創,2025,0.0,6908.TW,⚠️ 獲利稀釋,0.0,0.0
2025-12,-25.74,N/A,-3.24,❌ 暫避觀望,-22.5,15.29,10.68,-45.48,-0.4,N/A,環球晶,2025,22.540753232152895,6488.TWO,🌑 雙重衰退,802.0,533.6999999999999
2025-12,-21.14,N/A,1.36,⚪ 中性觀察,-22.5,2.35,1.44,-32.39,1.48,N/A,諾貝兒,2025,10.32258064516129,6844.TWO,📉 獲利侵蝕,64.0,93.0
2025-12,-28.68,N/A,-6.13,⚪ 中性觀察,-22.55,5.42,3.57,-47.73,-6.32,N/A,博盛半導體,2025,10.952768729641694,7712.TWO,🌑 雙重衰退,134.5,184.20000000000002
2025-12,-19.59,N/A,2.98,⚪ 中性觀察,-22.57,8.29,6.02,-29.18,7.33,N/A,三集瑞-KY,2025,9.033816425120774,6862.TW,📉 獲利侵蝕,187.0,310.5
2025-12,-27.57,N/A,-5.0,⚪ 中性觀察,-22.57,2.18,1.54,-45.77,-1.21,N/A,華宏,2025,12.295081967213115,8240.TWO,🌑 雙重衰退,67.5,82.35000000000001
2025-12,-18.72,N/A,3.86,❌ 暫避觀望,-22.58,3.92,2.48,-33.88,1.29,N/A,科定,2025,15.561797752808989,6655.TW,📉 獲利侵蝕,138.5,133.5
2025-12,-73.98,19.82%,-51.34,⚪ 數據不足,-22.64,-2.15,-1.29,-74.32,-48.42,-262.93%,鴻華先進-創,2025,0.0,2258.TW,🌑 雙重衰退,28.7000007629,-66.3
2025-12,-25.66,N/A,-3.02,❌ 暫避觀望,-22.64,2.0,1.51,-32.58,-0.59,N/A,詮欣,2025,16.67976454339882,6205.TW,🌑 雙重衰退,84.9000015259,76.35
2025-12,-8.99,N/A,13.67,⚪ 中性觀察,-22.66,6.9,5.79,-0.69,24.0,N/A,宸曜,2025,9.574468085106382,6922.TWO,📉 獲利侵蝕,175.5,274.95000000000005
2025-12,-30.65,23.43%,-7.95,⚪ 中性觀察,-22.7,3.71,2.32,-36.61,-5.97,12.74%,富林-KY,2025,7.048807999330307,1341.TW,🌑 雙重衰退,62.0999984741,132.14999999999998
2025-12,-18.46,37.27%,4.29,❌ 暫避觀望,-22.75,2.97,1.92,-34.36,-3.9,21.78%,全新,2025,49.63181148748159,2455.TW,📉 獲利侵蝕,337.0,101.85
2025-12,-49.48,N/A,-26.68,❌ 暫避觀望,-22.799999999999997,2.51,1.89,-50.93,-28.87,N/A,全訊,2025,20.96530920060332,5222.TW,🌑 雙重衰退,139.0,99.45
2025-12,-8.03,N/A,14.84,⚪ 中性觀察,-22.869999999999997,4.2,3.18,2.91,17.25,N/A,展�眥篕�,2025,5.605769157413461,6776.TW,📉 獲利侵蝕,58.2999992371,156.0
2025-12,41.25,N/A,64.2,⚪ 數據不足,-22.950000000000003,32.29,22.26,39.26,60.19,N/A,兆聯實業,2025,0.0,6944.TW,⚠️ 獲利稀釋,0.0,0.0
2025-12,-112.33,-26.90%,-89.32,⚪ 數據不足,-23.010000000000005,-1.25,-1.46,-117.3,-89.05,-63.96%,新復興,2025,0.0,4909.TWO,🌑 雙重衰退,54.7999992371,-71.25
2025-12,-39.91,5.82%,-16.78,⚪ 中性觀察,-23.129999999999995,1.38,1.06,-42.93,-16.8,1.38%,仁寶,2025,8.35211256859155,2324.TW,🌑 雙重衰退,29.6499996185,53.25
2025-12,-19.33,37.68%,4.02,⚪ 中性觀察,-23.349999999999998,4.6,3.37,-27.88,-5.13,21.70%,漢田生技,2025,6.788511749347259,1294.TWO,📉 獲利侵蝕,78.0,172.35
2025-12,-25.47,N/A,-2.1,⚪ 中性觀察,-23.369999999999997,2.37,1.65,-24.66,-0.04,N/A,三能-KY,2025,5.734732678835878,6671.TW,🌑 雙重衰退,30.0499992371,78.6
2025-12,-18.02,19.39%,5.35,⚪ 中性觀察,-23.369999999999997,3.73,2.77,-20.4,5.21,7.43%,凱美,2025,9.890590976575492,2375.TW,📉 獲利侵蝕,90.4000015259,137.10000000000002
2025-12,-24.32,8.14%,-0.82,⚪ 數據不足,-23.5,-3.68,-3.2,-25.49,17.04,-46.94%,永邑-KY,2025,0.0,2939.TW,🌑 雙重衰退,24.6000003815,-149.25000000000003
2025-12,29.9,N/A,53.42,⚪ 數據不足,-23.520000000000003,11.11,9.06,49.5,57.65,N/A,東方風能,2025,0.0,7786.TW,⚠️ 獲利稀釋,0.0,0.0
2025-12,-12.04,25.97%,11.55,⚪ 中性觀察,-23.59,5.48,3.73,-20.3,10.78,19.26%,台星科,2025,13.822393822393822,3265.TWO,📉 獲利侵蝕,179.0,194.25
2025-12,-112.91,37.85%,-89.32,⚪ 數據不足,-23.590000000000003,-0.43,-0.16,-105.26,-87.01,-47.25%,聯上,2025,0.0,4113.TWO,🌑 雙重衰退,14.8500003815,-7.800000000000001
2025-12,-51.27,34.04%,-27.63,⚪ 中性觀察,-23.640000000000004,6.85,3.61,-70.84,-24.42,22.47%,海悅,2025,4.411947823640324,2348.TW,🌑 雙重衰退,70.9000015259,241.05
2025-12,15.09,40.97%,38.76,❌ 暫避觀望,-23.669999999999998,1.22,1.04,100.0,87.79,11.18%,港建*,2025,17.724551126616767,3093.TWO,⚠️ 獲利稀釋,59.2000007629,50.099999999999994
2025-12,-23.39,31.96%,0.33,⚪ 中性觀察,-23.72,2.85,2.01,-27.17,0.47,13.66%,三芳,2025,4.6666667772318835,1307.TW,📉 獲利侵蝕,32.2000007629,103.49999999999999
2025-12,-29.63,30.11%,-5.82,❌ 暫避觀望,-23.81,0.57,0.53,10.42,-8.68,7.94%,協禧,2025,18.312499523187498,3071.TWO,🌑 雙重衰退,29.2999992371,24.0
2025-12,1.86,N/A,25.77,⚪ 中性觀察,-23.91,2.19,1.45,-11.59,20.85,N/A,光菱,2025,8.94335495361656,8032.TWO,⚠️ 獲利稀釋,41.0499992371,68.85
2025-12,-28.85,39.56%,-4.92,⚪ 數據不足,-23.93,-2.68,-1.31,16.13,-1.39,-24.14%,華廣,2025,0.0,4737.TW,🌑 雙重衰退,58.7999992371,-69.75
2025-12,-25.6,N/A,-1.49,⚪ 中性觀察,-24.110000000000003,3.08,2.29,-15.81,-2.96,N/A,宏正,2025,9.132124352331605,6277.TW,🌑 雙重衰退,70.5,115.80000000000001
2025-12,-34.28,N/A,-10.07,⚪ 數據不足,-24.21,2.32,1.59,-21.29,0.15,N/A,弘煜科,2025,0.0,6482.TWO,🌑 雙重衰退,0.0,0.0
2025-12,-14.04,N/A,10.19,❌ 暫避觀望,-24.229999999999997,12.75,9.4,0.87,26.61,N/A,均華,2025,48.23651452282158,6640.TWO,📉 獲利侵蝕,1395.0,433.79999999999995
2025-12,-68.84,20.96%,-44.61,❌ 暫避觀望,-24.230000000000004,1.01,-0.37,-111.11,-49.07,4.39%,南港,2025,492.8571428571429,2101.TW,🔄 轉虧為盈,34.5,1.0499999999999998
2025-12,-30.72,30.24%,-6.36,⚪ 中性觀察,-24.36,4.6,3.34,-29.98,-6.27,9.23%,億光,2025,6.5163569361803715,2393.TW,🌑 雙重衰退,73.6999969482,169.64999999999998
2025-12,-39.39,N/A,-15.03,⚪ 中性觀察,-24.36,2.87,2.6,-35.9,-16.15,N/A,奕力-KY,2025,4.06150575154825,6962.TW,🌑 雙重衰退,38.2999992371,141.45000000000002
2025-12,-21.15,13.61%,3.39,⚪ 中性觀察,-24.54,1.65,1.62,-11.48,3.44,8.70%,大亞,2025,8.268348448876147,1609.TW,📉 獲利侵蝕,36.0499992371,65.4
2025-12,-28.08,N/A,-3.53,⚪ 中性觀察,-24.549999999999997,4.38,2.89,-32.55,-3.19,N/A,立端,2025,7.891625465428572,6245.TWO,🌑 雙重衰退,80.0999984741,152.25
2025-12,1.06,14.91%,25.63,⚪ 中性觀察,-24.57,1.88,0.96,-15.52,23.4,7.25%,倚天酷��-創,2025,7.709497313268156,2432.TW,⚠️ 獲利稀釋,27.6000003815,53.7
2025-12,-2.92,N/A,21.66,⚪ 中性觀察,-24.58,4.34,3.41,32.81,29.26,N/A,鴻呈,2025,12.080223880597016,6913.TWO,📉 獲利侵蝕,129.5,160.79999999999998
2025-12,17.08,N/A,41.88,⚪ 中性觀察,-24.800000000000004,7.54,4.69,12.47,49.53,N/A,茂綸,2025,6.454720616570327,6227.TWO,⚠️ 獲利稀釋,100.5,233.55
2025-12,25.55,6.33%,50.54,⚪ 中性觀察,-24.99,19.45,13.7,20.44,49.49,3.76%,廣達,2025,7.147355163727959,2382.TW,⚠️ 獲利稀釋,340.5,714.6
2025-12,-21.62,N/A,3.42,⚪ 中性觀察,-25.04,1.16,1.06,-10.17,2.96,N/A,晉倫,2025,11.330274996055048,6151.TWO,📉 獲利侵蝕,37.0499992371,49.05
2025-12,-15.24,38.83%,9.81,❌ 暫避觀望,-25.05,0.91,0.5,-36.36,2.59,9.16%,直得,2025,99.42528735632185,1597.TW,📉 獲利侵蝕,173.0,26.1
2025-12,-18.15,23.29%,6.99,⚪ 中性觀察,-25.14,2.42,1.98,-17.76,4.91,6.47%,東元,2025,11.799028047293355,1504.TW,📉 獲利侵蝕,72.8000030518,92.55000000000001
2025-12,-10.28,N/A,15.03,⚪ 中性觀察,-25.31,6.46,3.72,-24.7,15.7,N/A,振曜,2025,7.093292212798766,6143.TWO,📉 獲利侵蝕,92.0,194.55
2025-12,24.8,12.33%,50.25,⚪ 中性觀察,-25.45,6.5,4.37,25.0,47.68,8.34%,達欣工,2025,5.1101926272865015,2535.TW,⚠️ 獲利稀釋,74.1999969482,217.79999999999998
2025-12,-33.62,16.71%,-8.12,⚪ 中性觀察,-25.5,3.99,3.19,-40.86,-5.59,2.64%,IKKA-KY,2025,6.013257575757576,2250.TW,🌑 雙重衰退,63.5,158.39999999999998
2025-12,-48.92,17.58%,-23.4,⚪ 中性觀察,-25.520000000000003,2.65,2.14,-48.53,-22.96,7.03%,中碳,2025,10.88555879099455,1723.TW,🌑 雙重衰退,79.9000015259,110.1
2025-12,38.43,N/A,64.37,❌ 暫避觀望,-25.940000000000005,9.07,5.62,1.46,42.57,N/A,高力,2025,53.59028511087645,8996.TW,⚠️ 獲利稀釋,1015.0,284.1
2025-12,-34.08,29.04%,-8.12,⚪ 中性觀察,-25.96,18.24,14.09,-36.42,-8.48,5.17%,瑞鼎,2025,5.392156862745098,3592.TW,🌑 雙重衰退,258.5,719.0999999999999
2025-12,-52.93,28.63%,-26.81,⚪ 中性觀察,-26.12,10.2,8.4,-48.81,-24.07,14.44%,上品,2025,8.418079096045197,4770.TW,🌑 雙重衰退,223.5,398.25000000000006
2025-12,-29.66,54.86%,-3.48,⚪ 中性觀察,-26.18,3.32,2.43,-27.89,-0.17,13.53%,桓達,2025,12.184873949579831,4549.TWO,🏰 高護城河,101.5,124.95
2025-12,-57.58,24.73%,-31.39,⚪ 中性觀察,-26.189999999999998,0.28,0.33,65.0,25.83,-2.71%,憶聲,2025,12.954545454545453,3024.TW,🌑 雙重衰退,14.25,16.5
2025-12,-26.77,N/A,-0.51,⚪ 中性觀察,-26.259999999999998,2.39,0.96,-46.02,6.74,N/A,精星,2025,9.347826086956522,8183.TWO,🌑 雙重衰退,32.25,51.75
2025-12,-30.16,23.19%,-3.8,⚪ 中性觀察,-26.36,1.33,0.94,-32.61,-2.17,4.10%,佳格,2025,9.135219885880502,1227.TW,🌑 雙重衰退,29.0499992371,47.7
2025-12,-13.89,17.44%,12.58,⚪ 中性觀察,-26.47,1.86,1.58,-21.39,17.03,-0.45%,全漢,2025,12.549505139331682,3015.TW,📉 獲利侵蝕,50.7000007629,60.6
2025-12,0.71,N/A,27.29,⚪ 中性觀察,-26.58,9.93,6.88,2.53,37.75,N/A,華懋,2025,9.37759336099585,5292.TW,⚠️ 獲利稀釋,226.0,361.5
2025-12,-38.69,29.12%,-11.96,⚪ 中性觀察,-26.729999999999997,15.5,13.32,-36.05,-5.96,0.48%,營邦,2025,13.114397564158331,3693.TWO,🌑 雙重衰退,603.0,689.6999999999999
2025-12,-61.35,63.82%,-34.55,❌ 暫避觀望,-26.800000000000004,1.94,1.46,-66.67,-37.28,13.96%,友威科,2025,18.813559968601698,3580.TWO,🏰 高護城河,88.8000030518,70.8
2025-12,-22.95,N/A,3.91,⚪ 中性觀察,-26.86,6.32,4.35,-27.55,9.61,N/A,全宇昕,2025,8.025099075297227,6651.TWO,📉 獲利侵蝕,121.5,227.1
2025-12,6.99,16.95%,33.95,⚪ 中性觀察,-26.96,1.53,1.11,8.91,18.73,3.22%,三商電,2025,5.360696327636815,2427.TW,⚠️ 獲利稀釋,21.5499992371,60.300000000000004
2025-12,9.24,19.04%,36.32,❌ 暫避觀望,-27.08,28.13,19.48,0.26,14.3,10.13%,創意,2025,76.85499336185279,3443.TW,⚠️ 獲利稀釋,5210.0,1016.8499999999999
2025-12,-15.51,N/A,11.63,⚪ 中性觀察,-27.14,10.74,6.27,-32.23,13.16,N/A,胡連,2025,5.158069883527455,6279.TWO,📉 獲利侵蝕,124.0,360.5999999999999
2025-12,-6.3,42.20%,20.89,❌ 暫避觀望,-27.19,13.99,8.68,-8.44,25.2,19.22%,華城,2025,28.996763754045304,1519.TW,📉 獲利侵蝕,896.0,463.50000000000006
2025-12,-35.83,10.51%,-8.54,⚪ 數據不足,-27.29,-7.62,-8.15,-436.18,-33.93,-1.93%,碩禾,2025,0.0,3691.TWO,🌑 雙重衰退,135.0,-356.70000000000005
2025-12,-42.86,N/A,-15.47,⚪ 中性觀察,-27.39,1.84,2.31,-58.3,-16.86,N/A,巨大,2025,10.138248847926267,9921.TW,🌑 雙重衰退,66.0,97.64999999999999
2025-12,-15.21,51.54%,12.28,❌ 暫避觀望,-27.490000000000002,70.17,47.64,-16.1,12.55,29.92%,嘉澤,2025,16.366612111292962,3533.TW,🏰 高護城河,2700.0,2474.55
2025-12,-17.06,N/A,10.46,⚪ 中性觀察,-27.52,6.77,5.32,-8.3,16.51,N/A,志強-KY,2025,4.543094496365524,6768.TW,📉 獲利侵蝕,87.5,288.90000000000003
2025-12,-5.15,25.49%,22.56,❌ 暫避觀望,-27.71,2.76,1.78,-10.55,23.69,0.20%,台聯電,2025,23.720237186964287,4905.TWO,📉 獲利侵蝕,79.6999969482,50.4
2025-12,-17.95,N/A,9.81,❌ 暫避觀望,-27.759999999999998,0.31,0.24,-24.24,9.23,N/A,邑昇,2025,121.37931297568963,5291.TWO,📉 獲利侵蝕,70.4000015259,8.700000000000001
2025-12,-17.44,N/A,10.43,⚪ 數據不足,-27.87,-1.01,-0.39,40.0,7.62,N/A,福華,2025,0.0,8085.TWO,📉 獲利侵蝕,12.3000001907,-35.699999999999996
2025-12,-22.96,18.27%,4.91,❌ 暫避觀望,-27.87,4.74,2.95,-30.82,4.98,6.37%,華新科,2025,16.149068322981368,2492.TW,📉 獲利侵蝕,156.0,144.9
2025-12,-3.35,N/A,24.6,⚪ 數據不足,-27.950000000000003,-1.93,-1.11,11.02,17.0,N/A,中揚光,2025,0.0,6668.TW,📉 獲利侵蝕,36.7000007629,-61.49999999999999
2025-12,-9.05,N/A,18.91,⚪ 中性觀察,-27.96,3.63,2.58,-10.73,16.83,N/A,訊連,2025,7.800237630689655,5203.TW,📉 獲利侵蝕,65.5999984741,126.15
2025-12,-5.94,31.61%,22.15,⚪ 中性觀察,-28.09,1.0,0.64,-18.92,23.64,15.00%,承業醫,2025,14.467005076142131,4164.TW,📉 獲利侵蝕,28.5,29.550000000000004
2025-12,-40.21,N/A,-12.03,⚪ 中性觀察,-28.18,4.58,2.54,0.0,-2.88,N/A,寶綠特-KY,2025,3.6219402323572067,6887.TW,🌑 雙重衰退,39.9500007629,165.45000000000002
2025-12,-98.58,N/A,-70.37,⚪ 數據不足,-28.209999999999994,0.09,-1.99,-155.28,-85.68,N/A,欣巴巴,2025,0.0,9906.TW,🔄 轉虧為盈,36.2000007629,-65.1
2025-12,-72.4,52.84%,-44.06,⚪ 中性觀察,-28.340000000000003,5.39,6.01,-67.23,-39.72,-23.97%,華友聯,2025,3.334470885604096,1436.TW,🏰 高護城河,48.8499984741,219.74999999999997
2025-12,-38.87,30.63%,-10.49,❌ 暫避觀望,-28.379999999999995,6.7,5.02,-41.63,-9.39,10.84%,宇隆,2025,17.136150234741784,2233.TW,🌑 雙重衰退,292.0,255.6
2025-12,-15.98,32.99%,12.66,⚪ 數據不足,-28.64,4.36,2.72,-30.26,10.54,19.39%,鉅祥,2025,0.0,2476.TW,📉 獲利侵蝕,0.0,0.0
2025-12,-27.14,23.25%,1.71,⚪ 中性觀察,-28.85,6.04,3.64,-23.04,1.19,11.86%,智伸科,2025,10.35276073619632,4551.TW,📉 獲利侵蝕,135.0,195.6
2025-12,-49.63,15.31%,-20.78,⚪ 中性觀察,-28.85,0.71,0.53,-66.44,-7.06,0.88%,三商,2025,10.499999706538464,2905.TW,🌑 雙重衰退,13.6499996185,19.499999999999996
2025-12,-30.88,N/A,-1.62,⚪ 數據不足,-29.259999999999998,2.13,1.48,-8.07,2.13,N/A,光速火箭,2025,0.0,7782.TWO,🌑 雙重衰退,27.3999996185,0.0
2025-12,-32.77,30.16%,-3.25,⚪ 中性觀察,-29.520000000000003,1.23,0.78,-39.02,-5.67,10.81%,聿新科,2025,8.576778883333334,4161.TWO,🌑 雙重衰退,22.8999996185,40.05
2025-12,-10.42,25.58%,19.28,⚪ 中性觀察,-29.700000000000003,3.01,2.1,-20.75,25.22,18.00%,美琪瑪,2025,12.887989203778679,4721.TWO,📉 獲利侵蝕,95.5,111.14999999999999
2025-12,-30.67,37.08%,-0.76,⚪ 中性觀察,-29.91,2.17,1.11,-42.78,-0.81,16.89%,雲品,2025,7.893700487027557,2748.TW,🌑 雙重衰退,40.0999984741,76.20000000000002
2025-12,-23.11,N/A,6.91,⚪ 中性觀察,-30.02,6.32,4.64,-28.62,10.7,N/A,朋程,2025,9.105131414267834,8255.TWO,📉 獲利侵蝕,145.5,239.70000000000002
2025-12,-32.71,N/A,-2.51,❌ 暫避觀望,-30.200000000000003,0.72,0.5,-41.86,-1.99,N/A,松翰,2025,26.520466943918127,5471.TW,🌑 雙重衰退,45.3499984741,25.65
2025-12,-37.65,N/A,-7.33,⚪ 中性觀察,-30.32,5.2,4.03,-34.89,-2.55,N/A,群電,2025,6.929895245769541,6412.TW,🌑 雙重衰退,86.0,186.15
2025-12,-46.94,N/A,-16.56,⚪ 中性觀察,-30.38,1.3,1.0,26.58,-22.22,N/A,台通,2025,5.482954328721592,8011.TW,🌑 雙重衰退,19.2999992371,52.8
2025-12,-31.13,8.57%,-0.68,⚪ 中性觀察,-30.45,0.73,0.48,-33.33,0.86,1.90%,東隆興,2025,8.860759493670887,4401.TWO,🌑 雙重衰退,14.0,23.7
2025-12,-1.11,N/A,29.83,⚪ 中性觀察,-30.939999999999998,0.89,0.95,15.85,26.89,N/A,富爾特,2025,13.106060991363636,6136.TW,📉 獲利侵蝕,25.9500007629,29.7
2025-12,-27.93,29.23%,3.03,⚪ 中性觀察,-30.96,4.36,3.16,-32.04,1.62,18.00%,揚博,2025,11.900452488687781,2493.TW,📉 獲利侵蝕,131.5,165.75
2025-12,-27.37,N/A,3.61,⚪ 中性觀察,-30.98,2.6,1.78,-34.8,6.19,N/A,富致,2025,10.206022428827259,6642.TWO,📉 獲利侵蝕,64.4000015259,94.64999999999999
2025-12,121.88,28.22%,152.88,⚪ 中性觀察,-31.0,10.15,1.82,-63.6,-32.14,24.04%,華固,2025,10.05700325732899,2548.TW,⚠️ 獲利稀釋,123.5,184.20000000000002
2025-12,-28.18,N/A,2.96,⚪ 中性觀察,-31.14,1.61,1.3,-28.09,5.03,N/A,欣天然,2025,10.023419025081969,9918.TW,📉 獲利侵蝕,42.7999992371,64.05
2025-12,-21.56,42.21%,9.74,⚪ 中性觀察,-31.299999999999997,8.37,6.23,-26.79,-2.69,22.46%,富邦金,2025,4.585111282513039,2881.TW,📉 獲利侵蝕,96.6999969482,316.35
2025-12,-20.43,N/A,10.94,❌ 暫避觀望,-31.369999999999997,0.75,-0.17,-14.29,9.55,N/A,華電網,2025,158.88889100805557,6163.TWO,🔄 轉虧為盈,57.2000007629,5.3999999999999995
