日期,代號,名稱,最新價格,成本,股數,損益,報酬率
2026-05-08,2317,鴻海,250.0,241.21,2000,17580,3.64%
2026-05-08,4142,國光生,17.8,25.32,1000,-7520,-29.70%
2026-05-08,0050,元大台灣50,97.0,46.6,16016,807206,108.15%
2026-05-08,0056,元大高股息,44.85,36.43,8000,67360,23.11%
2026-05-08,00635U,期元大S&P黃金,49.4,55.25,3000,-17550,-10.59%
2026-05-08,00738U,期元大道瓊白銀,64.55,66.26,1000,-1710,-2.58%
2026-05-08,00929,復華台灣科技優息,25.1,19.73,8000,42960,27.22%
2026-05-08,009816,凱基台灣TOP50,14.05,11.01,63000,191520,27.61%
2026-05-08,00990A,主動元大AI新經濟,17.08,11.48,5000,28000,48.78%
2026-05-08,2009,第一銅,37.9,50.56,4000,-50640,-25.04%
2026-05-08,2337,旺宏,153.0,95.28,2000,115440,60.58%
2026-05-08,2409,友達,17.85,16.21,2000,3280,10.12%
2026-05-08,3481,群創,29.4,25.1,4000,17200,17.13%
2026-05-08,6806,森崴能源,20.35,45.39,5000,-125200,-55.17%
2026-05-08,3105,穩懋,492.5,556.47,300,-19191,-11.50%
2026-05-08,4966,譜瑞-KY,669.0,1921.64,1000,-1252640,-65.19%
2026-05-08,00403A,主動統一升級50,10.0,10.68,26026,-17698,-6.37%
2026-05-08,00981A,主動統一台股增長,28.91,27.48,2000,2860,5.20%
2026-05-08,2313,華通,253.5,250.71,1000,2790,1.11%
2026-05-08,2330,台積電,2290.0,225.55,10,20644,915.30%
2026-05-08,6239,力成,222.0,243.21,1000,-21210,-8.72%
2026-05-08,6789,采鈺,603.0,593.5,400,3800,1.60%
2026-05-08,5276,達輝-KY,19.5,22.18,300,-804,-12.08%
2026-05-08,5474,聰泰,165.5,175.15,2000,-19300,-5.51%
2026-05-08,6849,奇鼎科技,228.0,266.4,280,-10752,-14.41%
2026-05-08,7853,政美應用,323.0,409.29,280,-24161,-21.08%
