股票代碼,股票名稱,今日狀態,今日收盤,今日RSI,戰術標籤,隔天勝率,五日勝率,五日平均收益,平均洗盤深度,歷史次數,建議買進價,raw_wr5,raw_pnl
3702.TW,大聯大,🔥 訊號出現,113.5,69.71,🟢 黃金標的,57.14%,85.71%,3.64%,-2.60%,7,110.54,0.8571,0.0364
6669.TW,緯穎,🔥 訊號出現,5200.0,77.84,🟢 黃金標的,50.00%,83.33%,11.36%,-1.41%,6,5126.94,0.8333,0.1136
4973.TWO,廣穎,🔥 訊號出現,99.5999984741,68.58,🟢 黃金標的,63.64%,81.82%,18.96%,-2.32%,11,97.28,0.8182,0.1896
3528.TW,安馳,🔥 訊號出現,91.0,96.52,🟢 黃金標的,42.86%,71.43%,5.21%,-1.07%,7,90.03,0.7143,0.0521
3526.TWO,凡甲,🔥 訊號出現,395.0,85.42,🟢 黃金標的,33.33%,66.67%,7.07%,-6.19%,6,370.54,0.6667,0.0707
1503.TW,士電,🔥 訊號出現,202.5,55.95,🟢 黃金標的,16.67%,66.67%,4.80%,-4.94%,6,192.49,0.6667,0.048
3055.TW,蔚華科,🔥 訊號出現,91.1999969482,77.51,🟢 黃金標的,60.00%,60.00%,12.39%,1.84%,5,92.88,0.6,0.1239
1514.TW,亞力,🔥 訊號出現,123.5,66.67,🟢 黃金標的,57.14%,57.14%,12.02%,-1.56%,7,121.57,0.5714,0.1202
6679.TWO,鈺太,🔥 訊號出現,331.0,75.46,🟢 黃金標的,57.14%,57.14%,4.38%,-6.12%,7,310.74,0.5714,0.0438
1809.TW,中釉,🔥 訊號出現,36.0,73.04,🟢 黃金標的,55.56%,55.56%,11.96%,-2.46%,9,35.11,0.5556,0.1196
6727.TWO,亞泰金屬,🔥 訊號出現,504.0,64.96,🟢 黃金標的,33.33%,55.56%,7.75%,-3.19%,9,487.92,0.5556,0.0775
4721.TWO,美琪瑪,🔥 訊號出現,95.5,56.87,🟡 妖股/高波動,55.56%,44.44%,6.84%,-0.82%,9,94.72,0.4444,0.0684
6151.TWO,晉倫,🔥 訊號出現,37.0499992371,61.19,🟡 妖股/高波動,33.33%,33.33%,4.08%,-2.45%,3,36.14,0.3333,0.0408
6278.TW,台表科,🔥 訊號出現,201.0,69.47,🟡 妖股/高波動,71.43%,28.57%,14.57%,-1.69%,7,197.61,0.2857,0.1457
00930.TW,永豐ESG低碳高息,🔥 訊號出現,21.5100002289,89.24,⚪ 一般監控,70.00%,70.00%,1.93%,-0.39%,10,21.43,0.7,0.0193
00934.TW,中信成長高股息,🔥 訊號出現,25.7900009155,81.26,⚪ 一般監控,66.67%,66.67%,2.45%,-1.05%,6,25.52,0.6667,0.0245
2464.TW,盟立,🔥 訊號出現,122.0,78.51,⚪ 一般監控,41.67%,50.00%,5.35%,-4.08%,12,117.03,0.5,0.0535
1795.TW,美時,🔥 訊號出現,236.5,52.22,⚪ 一般監控,50.00%,50.00%,3.23%,-3.23%,6,228.87,0.5,0.0323
6988.TW,威力暘-創,🔥 訊號出現,14.5,45.45,⚪ 一般監控,50.00%,50.00%,1.79%,-4.88%,6,13.79,0.5,0.0179
4760.TWO,勤凱,🔥 訊號出現,287.5,57.92,⚪ 一般監控,50.00%,50.00%,7.54%,-0.33%,4,286.56,0.5,0.0754
1513.TW,中興電,🔥 訊號出現,158.0,60.87,⚪ 一般監控,50.00%,50.00%,0.51%,-1.64%,4,155.41,0.5,0.0051
3467.TWO,台灣精材,🔥 訊號出現,72.0,66.32,⚪ 一般監控,50.00%,50.00%,18.95%,4.84%,2,75.48,0.5,0.1895
3296.TW,勝德,🔥 訊號出現,23.4500007629,68.07,⚪ 一般監控,0.00%,50.00%,3.67%,-0.41%,2,23.35,0.5,0.0367
5607.TW,遠雄港,🔥 訊號出現,51.9000015259,71.19,⚪ 一般監控,25.00%,50.00%,0.07%,-2.09%,4,50.81,0.5,0.0007
3026.TW,禾伸堂,🔥 訊號出現,330.0,71.78,⚪ 一般監控,37.50%,50.00%,12.07%,-3.61%,8,318.1,0.5,0.1207
1519.TW,華城,🔥 訊號出現,896.0,55.94,⚪ 一般監控,25.00%,50.00%,10.76%,-1.88%,4,879.12,0.5,0.1076
3709.TWO,鑫聯大投控,🔥 訊號出現,92.9000015259,81.21,⚪ 一般監控,57.14%,42.86%,1.37%,-4.93%,7,88.32,0.4286,0.0137
6695.TW,芯鼎,🔥 訊號出現,52.9000015259,72.64,⚪ 一般監控,57.14%,42.86%,2.37%,-5.00%,7,50.25,0.4286,0.0237
8112.TW,至上,🔥 訊號出現,89.3000030518,53.33,⚪ 一般監控,40.00%,40.00%,0.76%,-6.59%,5,83.42,0.4,0.0076
1256.TW,鮮活果汁-KY,🔥 訊號出現,176.0,72.09,⚪ 一般監控,40.00%,40.00%,2.16%,-2.23%,5,172.07,0.4,0.0216
