代號,名稱,現價,當日外資(張),當日投信(張),當日自營(張),Date,上週估買(張),這週估買(張),淨增進貨(張),增長倍數,5D股價漲跌,狀態
3481.TW,群創,29.4,0,0,0,20260508,-50064,4519623,4569688,-90.3x,22.76%,▲ 順勢追意
4906.TW,正文,40.0,0,0,0,20260508,-4553,511552,516106,-112.3x,16.62%,▲ 順勢追意
2344.TW,華邦電,107.0,0,0,0,20260508,127751,609358,481607,4.8x,19.15%,▲ 順勢追意
3450.TW,聯鈞,410.0,0,0,0,20260508,-99180,274926,374106,-2.8x,35.76%,▲ 順勢追意
2408.TW,南亞科,274.0,0,0,0,20260508,2753,367380,364627,133.4x,27.15%,▲ 順勢追意
2426.TW,鼎元,67.5,0,0,0,20260508,-175428,150054,325482,-0.9x,17.80%,▲ 順勢追意
2317.TW,鴻海,250.0,0,0,0,20260508,22312,308249,285936,13.8x,13.90%,▲ 順勢追意
1815.TWO,富喬,107.0,0,0,0,20260508,-175455,98448,273903,-0.6x,-1.38%,★ 壓低偷買
00919.TW,群益台灣精選高息,25.47,0,0,0,20260508,-27604,231464,259068,-8.4x,7.70%,▲ 順勢追意
6147.TWO,頎邦,198.0,0,0,0,20260508,-110255,104600,214855,-0.9x,21.47%,▲ 順勢追意
8096.TWO,擎亞,95.9,0,0,0,20260508,-109415,96041,205456,-0.9x,7.51%,▲ 順勢追意
1802.TW,台玻,68.9,0,0,0,20260508,-137746,64891,202638,-0.5x,2.84%,▲ 順勢追意
8042.TWO,金山電,84.1,0,0,0,20260508,33,181844,181810,5358.0x,43.52%,▲ 順勢追意
2301.TW,光寶科,204.0,0,0,0,20260508,30732,203107,172375,6.6x,22.89%,▲ 順勢追意
3006.TW,晶豪科,202.0,0,0,0,20260508,7425,178980,171555,24.1x,19.17%,▲ 順勢追意
6190.TWO,萬泰科,79.9,0,0,0,20260508,-141876,27199,169076,-0.2x,14.47%,▲ 順勢追意
3033.TW,威健,43.85,0,0,0,20260508,8327,153751,145423,18.5x,22.66%,▲ 順勢追意
2312.TW,金寶,27.95,0,0,0,20260508,-106819,31471,138290,-0.3x,1.08%,▲ 順勢追意
3260.TWO,威剛,448.5,0,0,0,20260508,-116147,18197,134345,-0.2x,2.87%,▲ 順勢追意
3035.TW,智原,178.0,0,0,0,20260508,-121739,9972,131711,-0.1x,5.95%,▲ 順勢追意
3689.TWO,湧德,126.0,0,0,0,20260508,-108563,19710,128274,-0.2x,-5.97%,★ 壓低偷買
6285.TW,啟碁,247.5,0,0,0,20260508,-2455,124052,126508,-50.5x,14.58%,▲ 順勢追意
3715.TW,定穎投控,180.5,0,0,0,20260508,8856,126678,117822,14.3x,3.74%,▲ 順勢追意
5351.TWO,鈺創,75.1,0,0,0,20260508,9224,126172,116947,13.7x,7.59%,▲ 順勢追意
4927.TW,泰鼎-KY,54.4,0,0,0,20260508,-86850,18732,105582,-0.2x,4.21%,▲ 順勢追意
0056.TW,元大高股息,44.85,0,0,0,20260508,31523,134816,103293,4.3x,9.66%,▲ 順勢追意
00673R.TW,期元大S&P原油反1,12.68,0,0,0,20260508,-92050,11163,103213,-0.1x,12.71%,▲ 順勢追意
6116.TW,彩晶,9.2,0,0,0,20260508,-4774,95797,100572,-20.1x,13.02%,▲ 順勢追意
6173.TWO,信昌電,122.0,0,0,0,20260508,-1268,92999,94267,-73.3x,42.36%,▲ 順勢追意
2492.TW,華新科,156.0,0,0,0,20260508,-6078,88077,94155,-14.5x,18.63%,▲ 順勢追意
6282.TW,康舒,50.4,0,0,0,20260508,-12505,81240,93745,-6.5x,6.44%,▲ 順勢追意
00929.TW,復華台灣科技優息,25.1,0,0,0,20260508,-26198,63964,90162,-2.4x,12.86%,▲ 順勢追意
3026.TW,禾伸堂,330.0,0,0,0,20260508,-75098,13106,88205,-0.2x,55.29%,▲ 順勢追意
00918.TW,大華優利高填息30,25.1,0,0,0,20260508,-7162,79608,86771,-11.1x,7.54%,▲ 順勢追意
0052.TW,富邦科技,57.1,0,0,0,20260508,-67748,17306,85055,-0.3x,8.45%,▲ 順勢追意
3374.TWO,精材,226.5,0,0,0,20260508,-35634,44735,80369,-1.3x,12.97%,▲ 順勢追意
5309.TWO,系統電,63.8,0,0,0,20260508,-60212,19702,79915,-0.3x,6.33%,▲ 順勢追意
1528.TW,恩德,26.55,0,0,0,20260508,-34823,42547,77371,-1.2x,-7.81%,★ 壓低偷買
4967.TW,十銓,298.0,0,0,0,20260508,-46415,29331,75746,-0.6x,6.05%,▲ 順勢追意
3231.TW,緯創,146.5,0,0,0,20260508,11463,81948,70485,7.1x,6.93%,▲ 順勢追意
3189.TW,景碩,458.0,0,0,0,20260508,-60549,9623,70173,-0.2x,-13.26%,★ 壓低偷買
8112.TW,至上,89.3,0,0,0,20260508,-6101,61930,68032,-10.1x,9.30%,▲ 順勢追意
00940.TW,元大台灣價值高息,11.15,0,0,0,20260508,-30609,32475,63084,-1.1x,8.25%,▲ 順勢追意
2363.TW,矽統,59.4,0,0,0,20260508,-8187,53871,62059,-6.6x,14.23%,▲ 順勢追意
5347.TWO,世界,167.5,0,0,0,20260508,-30846,26962,57808,-0.9x,15.12%,▲ 順勢追意
00955.TWO,中信日本商社,15.59,0,0,0,20260508,3446,61223,57777,17.8x,2.97%,▲ 順勢追意
5388.TW,中磊,85.1,0,0,0,20260508,850,58199,57348,68.4x,11.24%,▲ 順勢追意
4973.TWO,廣穎,99.6,0,0,0,20260508,-8815,48077,56892,-5.5x,19.86%,▲ 順勢追意
1809.TW,中釉,36.0,0,0,0,20260508,179,56029,55850,312.5x,40.08%,▲ 順勢追意
6005.TW,群益證,30.55,0,0,0,20260508,-11576,44129,55706,-3.8x,8.91%,▲ 順勢追意
3162.TWO,精確,91.1,0,0,0,20260508,-37490,17406,54896,-0.5x,24.45%,▲ 順勢追意
2351.TW,順德,183.0,0,0,0,20260508,-17037,37302,54340,-2.2x,18.83%,▲ 順勢追意
2027.TW,大成鋼,39.6,0,0,0,20260508,3562,55428,51865,15.6x,5.04%,▲ 順勢追意
5425.TWO,台半,73.0,0,0,0,20260508,26782,77805,51023,2.9x,16.24%,▲ 順勢追意
2356.TW,英業達,49.55,0,0,0,20260508,-2789,46843,49633,-16.8x,7.95%,▲ 順勢追意
6261.TWO,久元,120.5,0,0,0,20260508,-31015,17381,48397,-0.6x,31.69%,▲ 順勢追意
4977.TW,眾達-KY,228.0,0,0,0,20260508,-32257,15373,47630,-0.5x,4.83%,▲ 順勢追意
4510.TWO,高鋒,47.0,0,0,0,20260508,-41312,5846,47158,-0.1x,0.00%,★ 壓低偷買
3535.TW,晶彩科,128.5,0,0,0,20260508,-7168,39778,46947,-5.5x,0.00%,★ 壓低偷買
2406.TW,國碩,33.0,0,0,0,20260508,5744,51796,46051,9.0x,8.02%,▲ 順勢追意
2451.TW,創見,312.5,0,0,0,20260508,-3825,41293,45118,-10.8x,23.76%,▲ 順勢追意
3090.TW,日電貿,113.5,0,0,0,20260508,-6915,36260,43176,-5.2x,17.86%,▲ 順勢追意
8086.TWO,宏捷科,159.5,0,0,0,20260508,16423,58907,42484,3.6x,10.76%,▲ 順勢追意
00939.TW,統一台灣高息動能,18.08,0,0,0,20260508,-1183,41005,42189,-34.6x,7.81%,▲ 順勢追意
2369.TW,菱生,30.7,0,0,0,20260508,-6501,34673,41174,-5.3x,3.89%,▲ 順勢追意
4966.TWO,譜瑞-KY,669.0,0,0,0,20260508,-29109,11128,40238,-0.4x,16.35%,▲ 順勢追意
3163.TWO,波若威,1010.0,0,0,0,20260508,-31818,8075,39894,-0.3x,-11.79%,★ 壓低偷買
2436.TW,偉詮電,72.0,0,0,0,20260508,-32601,5820,38422,-0.2x,-0.96%,★ 壓低偷買
8299.TWO,群聯,2430.0,0,0,0,20260508,-10899,25908,36808,-2.4x,27.89%,▲ 順勢追意
2376.TW,技嘉,317.0,0,0,0,20260508,-596,36076,36673,-60.4x,16.12%,▲ 順勢追意
00983A.TW,主動中信ARK創新,11.67,0,0,0,20260508,311,36976,36665,118.9x,5.71%,▲ 順勢追意
3236.TWO,千如,34.0,0,0,0,20260508,-2878,32217,35096,-11.2x,14.29%,▲ 順勢追意
00888.TWO,永豐台灣ESG,29.39,0,0,0,20260508,35049,70095,35045,2.0x,10.03%,▲ 順勢追意
6155.TW,鈞寶,53.2,0,0,0,20260508,-804,33709,34513,-41.9x,15.53%,▲ 順勢追意
2316.TW,楠梓電,112.5,0,0,0,20260508,-30348,3415,33763,-0.1x,0.00%,★ 壓低偷買
8033.TW,雷虎,156.85,0,0,0,20260508,-5701,27958,33660,-4.9x,8.92%,▲ 順勢追意
2441.TW,超豐,90.5,0,0,0,20260508,-9143,24325,33469,-2.7x,7.74%,▲ 順勢追意
2377.TW,微星,100.0,0,0,0,20260508,-22264,11001,33265,-0.5x,2.35%,▲ 順勢追意
2338.TW,光罩,51.5,0,0,0,20260508,-245,32515,32760,-132.7x,9.57%,▲ 順勢追意
3645.TW,達邁,94.1,0,0,0,20260508,-28571,2654,31225,-0.1x,-9.52%,★ 壓低偷買
1597.TW,直得,173.0,0,0,0,20260508,-685,29137,29823,-42.5x,20.56%,▲ 順勢追意
6488.TWO,環球晶,802.0,0,0,0,20260508,7465,36779,29314,4.9x,38.28%,▲ 順勢追意
00915.TW,凱基優選高股息30,26.49,0,0,0,20260508,-1057,27823,28881,-26.3x,6.73%,▲ 順勢追意
2891.TW,中信金,56.4,0,0,0,20260508,7298,33930,26632,4.6x,7.84%,▲ 順勢追意
2883.TW,凱基金,22.9,0,0,0,20260508,39556,65573,26017,1.7x,6.51%,▲ 順勢追意
00900.TW,富邦特選高股息30,16.92,0,0,0,20260508,2894,28509,25615,9.9x,9.87%,▲ 順勢追意
00946.TW,群益科技高息成長,12.89,0,0,0,20260508,1480,25923,24442,17.5x,11.12%,▲ 順勢追意
3317.TWO,尼克森,62.2,0,0,0,20260508,-17384,6724,24109,-0.4x,11.67%,▲ 順勢追意
2365.TW,昆盈,36.25,0,0,0,20260508,-20456,2720,23176,-0.1x,0.97%,▲ 順勢追意
2342.TW,茂矽,43.8,0,0,0,20260508,733,23776,23043,32.4x,30.36%,▲ 順勢追意
2881.TW,富邦金,96.7,0,0,0,20260508,3719,26527,22807,7.1x,7.44%,▲ 順勢追意
2382.TW,廣達,340.5,0,0,0,20260508,-2267,19877,22145,-8.8x,8.96%,▲ 順勢追意
2324.TW,仁寶,29.65,0,0,0,20260508,-17198,4668,21867,-0.3x,2.24%,▲ 順勢追意
3376.TW,新日興,202.5,0,0,0,20260508,-20588,871,21459,-0.0x,-0.74%,★ 壓低偷買
8227.TWO,巨有科技,219.0,0,0,0,20260508,-9278,11701,20980,-1.3x,43.14%,▲ 順勢追意
6188.TWO,廣明,83.7,0,0,0,20260508,-19192,735,19928,-0.0x,0.36%,★ 壓低偷買
6209.TW,今國光,66.0,0,0,0,20260508,-826,17537,18363,-21.2x,5.94%,▲ 順勢追意
2610.TW,華航,18.55,0,0,0,20260508,-8811,8569,17381,-1.0x,3.63%,▲ 順勢追意
