
📅 投資日報表: 2026-07-30
=======================================================================================================================================
代號     | 名稱       | 開盤     | 最高     | 最低     | 最新     | 成交量         | 平均成本    | 股數     | 損益       | 報酬%
---------------------------------------------------------------------------------------------------------------------------------------
2317     | 鴻海         | 246.00   | 247.00   | 238.00   | 238.00   | 51,017,638   | 241.21      | 2000     | ▼6,420    |   -1.33%
4142     | 國光生        | 16.95    | 17.10    | 16.75    | 16.75    | 1,387,100    | 25.32       | 1000     | ▼8,570    |  -33.85%
0050     | 元大台灣50     | 98.35    | 98.35    | 96.90    | 97.15    | 403,103,877  | 46.60       | 16000    | ▲808,800  | +108.48%
0056     | 元大高股息      | 49.11    | 49.26    | 48.14    | 48.19    | 107,006,035  | 36.43       | 4000     | ▲47,040   |  +32.28%
00635U   | 期元大S&P黃金   | 42.27    | 42.27    | 42.02    | 42.03    | 2,398,089    | 55.25       | 3000     | ▼39,660   |  -23.93%
00738U   | 期元大道瓊白銀    | 46.45    | 46.45    | 45.90    | 45.90    | 2,547,165    | 66.26       | 1000     | ▼20,360   |  -30.73%
00929    | 復華台灣科技優息   | 27.86    | 27.91    | 27.11    | 27.11    | 45,692,828   | 19.73       | 8000     | ▲59,040   |  +37.40%
009816   | 凱基台灣TOP50  | 14.15    | 14.20    | 13.94    | 13.94    | 402,066,600  | 11.01       | 63000    | ▲184,590  |  +26.61%
00990A   | 主動元大AI新經濟  | 15.07    | 15.10    | 14.76    | 14.76    | 35,752,513   | 11.48       | 5000     | ▲16,400   |  +28.57%
2009     | 第一銅        | 37.54    | 39.07    | 36.20    | 36.35    | 5,023,738    | 50.56       | 4000     | ▼56,840   |  -28.11%
2337     | 旺宏         | 115.00   | 116.00   | 113.00   | 113.00   | 36,349,240   | 95.28       | 2000     | ▲35,440   |  +18.60%
2409     | 友達         | 22.75    | 24.85    | 22.00    | 23.90    | 197,678,276  | 16.21       | 2000     | ▲15,380   |  +47.44%
3481     | 群創         | 45.00    | 46.70    | 43.35    | 45.00    | 358,787,690  | 25.10       | 4000     | ▲79,600   |  +79.28%
3105     | 穩懋         | 336.00   | 349.50   | 322.50   | 323.00   | 23,305,806   | 556.47      | 300      | ▼70,041   |  -41.96%
4966     | 譜瑞-KY      | 601.00   | 601.00   | 576.00   | 578.00   | 843,329      | 1921.64     | 1000     | ▼1,343,640 |  -69.92%
2327     | 國巨*        | 575.00   | 582.00   | 563.00   | 563.00   | 32,130,591   | 1030.00     | 1        | ▼467      |  -45.34%
00403A   | 主動統一升級50   | 9.26     | 9.26     | 9.00     | 9.00     | 721,626,867  | 10.68       | 26000    | ▼43,680   |  -15.73%
00981A   | 主動統一台股增長   | 26.13    | 26.38    | 25.45    | 25.45    | 326,811,513  | 27.48       | 2000     | ▼4,060    |   -7.39%
2330     | 台積電        | 2270.00  | 2305.00  | 2270.00  | 2280.00  | 36,576,835   | 225.55      | 10       | ▲20,544   | +910.86%
6789     | 采鈺         | 445.00   | 445.00   | 421.50   | 424.00   | 1,642,889    | 593.50      | 400      | ▼67,800   |  -28.56%
6849     | 奇鼎科技       | 140.00   | 141.50   | 129.50   | 131.00   | 207,804      | 266.40      | 280      | ▼37,912   |  -50.83%
7853     | 政美應用       | 300.00   | 310.00   | 255.00   | 278.00   | 1,715,273    | 409.29      | 280      | ▼36,761   |  -32.08%
3576     | 聯合再生       | 17.45    | 17.50    | 16.85    | 16.85    | 9,550,166    | 18.15       | 5000     | ▼6,500    |   -7.16%
1721     | 三晃         | 20.80    | 20.80    | 19.55    | 19.55    | 855,010      | 27.88       | 3000     | ▼25,000   |  -29.89%
8215     | 明基材        | 23.50    | 23.50    | 22.55    | 22.80    | 862,098      | 31.60       | 200      | ▼1,760    |  -27.85%
00405A   | 主動富邦台灣龍耀   | 7.57     | 7.58     | 7.27     | 7.27     | 147,872,609  | 9.34        | 11000    | ▼22,770   |  -22.16%
5498     | 凱崴         | 46.00    | 46.00    | 43.40    | 43.40    | 1,991,141    | 69.61       | 188      | ▼4,927    |  -37.65%
1301     | 台塑         | 59.90    | 59.90    | 57.20    | 57.50    | 42,504,179   | 50.50       | 100      | ▲700      |  +13.86%
6498     | 久禾光        | 78.00    | 78.00    | 73.40    | 74.00    | 259,547      | 67.30       | 12       | ▲80       |   +9.96%
009821   | 野村稀土關鍵資源   | 12.94    | 12.94    | 12.72    | 12.72    | 5,820,620    | 17.30       | 12000    | ▼54,960   |  -26.47%
---------------------------------------------------------------------------------------------------------------------------------------
💰 庫存總投入:       6,426,664    📊 未實現損益:        -584,514 (  -9.10%)
