日期,代號,名稱,最新價格,成本,股數,損益,報酬率
2026-07-30,2317,鴻海,238.0,241.21,2000,-6420,-1.33%
2026-07-30,4142,國光生,16.75,25.32,1000,-8570,-33.85%
2026-07-30,0050,元大台灣50,97.15,46.6,16000,808800,108.48%
2026-07-30,0056,元大高股息,48.19,36.43,4000,47040,32.28%
2026-07-30,00635U,期元大S&P黃金,42.03,55.25,3000,-39660,-23.93%
2026-07-30,00738U,期元大道瓊白銀,45.9,66.26,1000,-20360,-30.73%
2026-07-30,00929,復華台灣科技優息,27.11,19.73,8000,59040,37.40%
2026-07-30,009816,凱基台灣TOP50,13.94,11.01,63000,184590,26.61%
2026-07-30,00990A,主動元大AI新經濟,14.76,11.48,5000,16400,28.57%
2026-07-30,2009,第一銅,36.35,50.56,4000,-56840,-28.11%
2026-07-30,2337,旺宏,113.0,95.28,2000,35440,18.60%
2026-07-30,2409,友達,23.9,16.21,2000,15380,47.44%
2026-07-30,3481,群創,45.0,25.1,4000,79600,79.28%
2026-07-30,3105,穩懋,323.0,556.47,300,-70041,-41.96%
2026-07-30,4966,譜瑞-KY,578.0,1921.64,1000,-1343640,-69.92%
2026-07-30,2327,國巨*,563.0,1030.0,1,-467,-45.34%
2026-07-30,00403A,主動統一升級50,9.0,10.68,26000,-43680,-15.73%
2026-07-30,00981A,主動統一台股增長,25.45,27.48,2000,-4060,-7.39%
2026-07-30,2330,台積電,2280.0,225.55,10,20544,910.86%
2026-07-30,6789,采鈺,424.0,593.5,400,-67800,-28.56%
2026-07-30,6849,奇鼎科技,131.0,266.4,280,-37912,-50.83%
2026-07-30,7853,政美應用,278.0,409.29,280,-36761,-32.08%
2026-07-30,3576,聯合再生,16.85,18.15,5000,-6500,-7.16%
2026-07-30,1721,三晃,19.55,27.88,3000,-25000,-29.89%
2026-07-30,8215,明基材,22.8,31.6,200,-1760,-27.85%
2026-07-30,00405A,主動富邦台灣龍耀,7.27,9.34,11000,-22770,-22.16%
2026-07-30,5498,凱崴,43.4,69.61,188,-4927,-37.65%
2026-07-30,1301,台塑,57.5,50.5,100,700,13.86%
2026-07-30,6498,久禾光,74.0,67.3,12,80,9.96%
2026-07-30,009821,野村稀土關鍵資源,12.72,17.3,12000,-54960,-26.47%
