股號,名稱,收盤價,成交量,一年內最高收盤,一年內最低收盤,法說會,殖利率,狀態,連續大漲,連續大跌,原因,最終狀態
6570,維田,47.10,122,64.28,36.61,---,3.53%,均線糾擺,無,無,MA 乖離率僅 1.27%,均線糾擺
7806,精華生醫,57.60,35,80.50,57.60,---,---,均線糾擺,無,無,MA 乖離率僅 1.31%,均線糾擺
6831,邁科,477.50,1937,956.00,153.36,---,0.74%,趨勢運行,無,連4日大跌,股價具備方向性，未達特定過濾標準,趨勢運行
00696,富邦美債20年,28.57,2797,30.21,26.20,---,0.94%,均線糾擺,無,無,MA 乖離率僅 0.21%,均線糾擺
6153,嘉聯益,13.50,5667,24.45,13.50,---,---,離開盤整 (向下),無,無,跌破布林下軌 (13.56),離開盤整 (向下)
8261,富鼎,158.00,8064,346.94,79.40,---,4.05%,趨勢運行,無,連3日大跌,股價具備方向性，未達特定過濾標準,趨勢運行
6205,詮欣,50.50,792,98.20,37.00,---,3.47%,離開盤整 (向下),無,無,跌破布林下軌 (50.74),離開盤整 (向下)
7595,世基生醫,6.67,7,13.60,6.09,---,---,趨勢運行 -> 進入盤整,無,無,ADX 為 19.57 (低於 20),進入盤整
3479,安勤,127.00,2788,156.50,83.70,---,5.22%,均線糾擺 -> 離開盤整 (向下),無,連1日大跌,跌破布林下軌 (129.00),離開盤整 (向下)
1789,神隆,19.10,606,28.25,16.65,---,2.02%,均線糾擺,無,無,MA 乖離率僅 1.48%,均線糾擺
3171,炎洲流通,64.20,1,79.40,38.60,---,7.01%,均線糾擺,無,無,MA 乖離率僅 0.08%,均線糾擺
4721,美琪瑪,63.00,472,101.00,61.20,---,3.35%,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
911608,明輝-DR,2.60,1,3.51,2.59,---,1.89%,均線糾擺 -> 離開盤整 (向下),無,無,跌破布林下軌 (2.63),離開盤整 (向下)
6924,榮惠-KY創,97.00,45,193.50,47.80,---,7.45%,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
3044,健鼎,342.00,2825,573.00,248.00,---,4.08%,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
3011,今皓,11.30,693,17.15,11.30,---,---,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
00876,元大全球5G,76.80,460,107.70,37.15,---,---,離開盤整 (向下),無,無,跌破布林下軌 (78.16),離開盤整 (向下)
00676,富邦臺灣加權反1,6.36,19453,11.52,5.32,---,---,強勢突破 (軌外),無,無,股價衝破布林上軌 (6.29)，進入噴發段,強勢突破 (軌外)
4961,天鈺,143.00,584,188.00,135.00,📅 預告 (20260807),5.89%,趨勢運行 -> 離開盤整 (向下),無,無,跌破布林下軌 (143.86),離開盤整 (向下)
2012,春雨,15.65,66,18.23,14.15,---,5.31%,均線糾擺,無,無,MA 乖離率僅 0.36%,均線糾擺
8114,振樺電,191.50,2245,283.50,164.00,---,2.62%,趨勢運行 -> 均線糾擺,無,連1日大跌,MA 乖離率僅 1.34%,均線糾擺
6638,沅聖,47.20,11,66.90,24.50,---,---,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
8028,昇陽半導體,227.50,2350,356.50,128.00,---,1.49%,離開盤整 (向下),無,連3日大跌,跌破布林下軌 (249.78),離開盤整 (向下)
6972,博瑞達應材,23.55,3,31.40,22.70,---,---,均線糾擺,無,無,MA 乖離率僅 1.42%,均線糾擺
6443,元晶,22.25,8360,52.30,11.95,---,1.64%,離開盤整 (向下),無,連3日大跌,跌破布林下軌 (23.20),離開盤整 (向下)
00990,主動元大AI新經濟,10.04,575,10.07,9.99,---,---,離開盤整 (向下) -> 均線糾擺,無,無,MA 乖離率僅 0.09%,均線糾擺
2748,雲品,38.10,186,49.24,37.76,---,4.02%,均線糾擺,無,無,MA 乖離率僅 1.37%,均線糾擺
