prev_eps_yoy,expansion,date,name,om,prev_year,gm,est_price,prev_rev_yoy,symbol,price,advice,prev_eps,pe,eps,eps_yoy,status,rev_yoy
28.92,-758.5,2026-03,華泰,8.19%,2025,15.35%,75.0,20.92,2329.TW,37.5499992371,⚪ 中性觀察,2.45,7.5099998474200005,0.33,44.0,⚠️ 獲利稀釋,802.5
-147.06,-759.4100000000001,2026-03,律勝,-79.87%,2025,18.97%,-36.0,-22.74,3354.TWO,18.6000003815,⚪ 數據不足,-0.84,0.0,-0.17,-13.33,📉 獲利侵蝕,746.08
87.32,-761.23,2026-03,千興,14.50%,2025,-19.82%,-12.6,-22.64,2025.TW,12.0,⚪ 數據不足,-0.18,0.0,0.47,261.54,🔄 轉虧為盈,1022.77
-111.9,-762.06,2026-03,燦星旅,2.54%,2025,7.41%,-2.2500000000000004,-14.15,2719.TWO,21.5499992371,⚪ 數據不足,-0.15,0.0,0.75,368.75,🔄 轉虧為盈,1130.81
-54.96,-768.58,2026-03,裕國,N/A,2025,N/A,23.249999999999996,2.49,8905.TWO,28.3999996185,❌ 暫避觀望,0.61,18.32258039903226,0.15,-22.22,📉 獲利侵蝕,746.36
-49.63,-769.0600000000001,2026-03,三商,0.88%,2025,15.31%,18.15,-20.78,2905.TW,16.6000003815,⚪ 中性觀察,0.71,13.719008579752066,0.03,-72.73,📉 獲利侵蝕,696.33
41.92,-770.3199999999999,2026-03,華碩,4.63%,2025,15.94%,2223.4500000000003,25.86,2357.TW,737.0,⚪ 中性觀察,59.99,4.9720029683599805,13.19,-23.4,📉 獲利侵蝕,746.92
-1.88,-770.9100000000001,2026-03,光洋科,11.95%,2025,16.83%,105.74999999999999,32.39,1785.TWO,90.4000015259,⚪ 中性觀察,3.14,12.822695251900711,2.54,323.33,⚠️ 獲利稀釋,1094.24
-66.41,-783.72,2026-03,隆銘綠能,-73.69%,2025,-18.95%,-89.24999999999999,-45.66,3018.TW,16.0,⚪ 數據不足,-2.16,0.0,-0.67,-415.38,📉 獲利侵蝕,368.34
-691.67,-784.83,2026-03,兆勁,-17.38%,2025,6.18%,-75.45,-18.44,2444.TW,10.5,⚪ 數據不足,-1.9,0.0,-0.51,-183.33,📉 獲利侵蝕,601.5
209.26,-785.5,2026-03,精確,1.68%,2025,11.59%,59.849999999999994,65.48,3162.TWO,55.7000007629,⚪ 中性觀察,1.7,13.959899940576442,0.02,-96.0,📉 獲利侵蝕,689.5
-27.51,-791.15,2026-03,廣越,-1.90%,2025,8.43%,72.45,17.91,4438.TW,60.7000007629,⚪ 中性觀察,3.04,12.567287942629399,-0.04,96.83,⚠️ 獲利稀釋,887.98
-178.42,-792.54,2026-03,南六,N/A,2025,N/A,-86.7,-1.5,6504.TW,39.5999984741,⚪ 數據不足,-1.09,0.0,0.1,-83.05,🔄 轉虧為盈,709.49
5.17,-792.95,2026-03,精成科,N/A,2025,N/A,243.15,55.5,6191.TW,77.4000015259,⚪ 中性觀察,6.55,4.7748304457680435,1.59,1.92,⚠️ 獲利稀釋,794.87
-281.76,-793.36,2026-03,正崴,-10.82%,2025,-1.63%,-205.8,-3.44,2392.TW,32.8499984741,⚪ 數據不足,-6.62,0.0,-0.46,-264.0,📉 獲利侵蝕,529.36
1.77,-794.03,2026-03,伊雲谷,N/A,2025,N/A,72.3,-1.67,6689.TW,55.7000007629,⚪ 中性觀察,2.31,11.556016755788383,0.53,-7.02,📉 獲利侵蝕,787.01
-4.98,-795.52,2026-03,昶昕,N/A,2025,N/A,74.55,12.79,8438.TW,53.7000007629,⚪ 中性觀察,2.1,10.804829127344064,1.02,108.16,⚠️ 獲利稀釋,903.68
-1.48,-799.71,2026-03,中宇,5.96%,2025,12.18%,141.45,4.67,1535.TW,45.5499992371,⚪ 中性觀察,4.0,4.830328657168612,0.77,-12.5,📉 獲利侵蝕,787.21
163.4,-801.14,2026-03,虹揚-KY,N/A,2025,N/A,21.9,-13.43,6573.TW,15.0500001907,⚪ 中性觀察,1.23,10.30821930869863,-0.4,16.67,⚠️ 獲利稀釋,817.81
-139.68,-802.6700000000001,2026-03,東碩,-26.32%,2025,2.51%,-260.85,5.44,3272.TWO,13.3500003815,⚪ 數據不足,-7.65,0.0,-2.8,-334.92,📉 獲利侵蝕,467.75
-76.19,-803.4100000000001,2026-03,加百裕,-4.33%,2025,11.17%,-80.85000000000001,-9.18,3323.TWO,26.4500007629,⚪ 數據不足,-1.92,0.0,-0.56,-19.57,📉 獲利侵蝕,783.84
10.36,-803.54,2026-03,五福,N/A,2025,N/A,404.54999999999995,14.38,2745.TWO,85.6999969482,⚪ 中性觀察,10.01,3.1776046328587317,3.44,-19.81,📉 獲利侵蝕,783.73
-106.98,-807.22,2026-03,正達,-29.19%,2025,-12.37%,-105.75000000000001,5.53,3149.TW,61.7000007629,⚪ 數據不足,-2.86,0.0,-0.37,52.56,⚠️ 獲利稀釋,859.78
150.56,-810.37,2026-03,東台,-21.47%,2025,7.66%,94.95,-6.62,4526.TW,25.2000007629,⚪ 中性觀察,1.81,3.981042774549763,-0.65,-557.14,📉 獲利侵蝕,253.23
-156.8,-810.6500000000001,2026-03,汎銓,N/A,2025,N/A,-47.85,10.78,6830.TW,316.0,⚪ 數據不足,-0.71,0.0,-0.61,36.17,⚠️ 獲利稀釋,846.82
-252.38,-820.27,2026-03,花王,N/A,2025,N/A,-29.85,-13.36,8906.TWO,25.0499992371,⚪ 數據不足,-0.78,0.0,-0.28,-8.0,📉 獲利侵蝕,812.27
-85.71,-820.85,2026-03,聯上發,N/A,2025,N/A,12.0,-43.28,2537.TW,11.0,⚪ 中性觀察,0.15,13.75,0.4,73.91,⚠️ 獲利稀釋,894.76
327.5,-821.25,2026-03,友達,-2.70%,2025,10.73%,29.4,0.41,2409.TW,22.2000007629,⚪ 中性觀察,0.9,11.326531001479593,-0.15,-134.88,📉 獲利侵蝕,686.37
-0.48,-822.1999999999999,2026-03,三聯,N/A,2025,N/A,153.14999999999998,21.03,5493.TWO,71.3000030518,⚪ 中性觀察,4.18,6.983349956101862,1.26,-4.55,📉 獲利侵蝕,817.65
7.63,-824.03,2026-03,信立,-12.85%,2025,19.64%,440.4,164.26,4303.TWO,39.5999984741,⚪ 中性觀察,11.15,1.348773789989782,-0.48,-105.3,📉 獲利侵蝕,718.73
-114.55,-829.4200000000001,2026-03,唐榮,-18.44%,2025,-14.72%,-157.95000000000002,-21.22,2035.TWO,26.2000007629,⚪ 數據不足,-4.72,0.0,0.33,127.05,🔄 轉虧為盈,956.47
-87.21,-831.65,2026-03,佳和,-27.07%,2025,0.84%,-5.55,-7.88,1449.TW,11.8000001907,⚪ 數據不足,0.12,0.0,-0.23,-227.78,📉 獲利侵蝕,603.87
203.33,-834.3000000000001,2026-03,邁達特,N/A,2025,N/A,54.300000000000004,18.84,6112.TW,37.9000015259,⚪ 中性觀察,1.82,10.469613681187846,0.17,-43.33,📉 獲利侵蝕,790.97
-84.96,-837.1800000000001,2026-03,州巧,-16.08%,2025,5.62%,-59.7,1.1,3543.TW,30.0499992371,⚪ 數據不足,-2.24,0.0,-0.16,-266.67,📉 獲利侵蝕,570.51
-16.92,-839.6899999999999,2026-03,邦泰,N/A,2025,N/A,-26.55,-6.33,8935.TWO,16.8999996185,⚪ 數據不足,-0.76,0.0,-0.09,59.09,⚠️ 獲利稀釋,898.78
-39.29,-840.0,2026-03,榮成,2.54%,2025,12.46%,-20.700000000000003,-6.47,1909.TW,10.0500001907,⚪ 數據不足,-0.39,0.0,-0.02,80.0,⚠️ 獲利稀釋,920.0
-186.45,-846.22,2026-03,百達-KY,-4.13%,2025,8.48%,-128.54999999999998,423.12,2236.TW,131.5,⚪ 數據不足,-6.81,0.0,0.19,-81.0,🔄 轉虧為盈,765.22
10.46,-846.7299999999999,2026-03,宏�硌穈T,N/A,2025,N/A,571.8,11.2,6811.TWO,215.5,⚪ 中性觀察,14.36,5.6532004197271775,4.8,19.7,⚠️ 獲利稀釋,866.43
-56.67,-847.33,2026-03,智晶,N/A,2025,N/A,-166.64999999999998,-13.73,5245.TWO,22.2999992371,⚪ 數據不足,-4.9,0.0,-0.79,13.64,⚠️ 獲利稀釋,860.97
20.75,-850.2,2026-03,巨鎧精密-創,-98.59%,2025,-21.68%,-27.150000000000002,-24.51,2254.TW,61.9000015259,⚪ 數據不足,-0.84,0.0,-1.04,-900.0,🌑 雙重衰退,-49.8
-720.83,-852.1500000000001,2026-03,馬光-KY,N/A,2025,N/A,-38.7,-3.34,4139.TWO,36.0,⚪ 數據不足,-1.55,0.0,-0.55,-83.33,📉 獲利侵蝕,768.82
30.86,-855.0999999999999,2026-03,零壹,6.54%,2025,14.31%,246.3,34.73,3029.TW,101.5,⚪ 中性觀察,6.53,6.181485992691838,1.77,16.45,⚠️ 獲利稀釋,871.55
30.21,-857.3199999999999,2026-03,華經,4.34%,2025,11.41%,42.300000000000004,19.94,2468.TW,31.3999996185,⚪ 中性觀察,1.25,11.134751637765957,0.3,11.11,⚠️ 獲利稀釋,868.43
40.61,-859.9100000000001,2026-03,春源,7.04%,2025,10.75%,86.85,0.73,2010.TW,20.8999996185,⚪ 中性觀察,2.32,3.6096717821243525,0.57,1.79,⚠️ 獲利稀釋,861.7
-122.06,-861.09,2026-03,有益,N/A,2025,N/A,-7.199999999999999,-21.01,9962.TWO,9.7899999619,⚪ 數據不足,-0.15,0.0,0.05,-58.33,🔄 轉虧為盈,802.76
14.97,-861.1999999999999,2026-03,欣雄,N/A,2025,N/A,78.89999999999999,27.37,8908.TWO,39.7000007629,⚪ 中性觀察,2.16,7.547528662148289,0.46,-11.54,📉 獲利侵蝕,849.66
328.87,-864.17,2026-03,富威電力,N/A,2025,N/A,129.75,164.5,6994.TW,37.5,⚪ 中性觀察,6.34,4.335260115606936,0.48,6.98,⚠️ 獲利稀釋,871.15
65.55,-864.61,2026-03,帆宣,N/A,2025,N/A,584.0999999999999,-15.01,6196.TW,436.0,⚪ 中性觀察,15.5,11.196712891628147,5.08,14.77,⚠️ 獲利稀釋,879.38
-255.07,-866.69,2026-03,晶彩科,12.45%,2025,35.79%,-52.5,-31.12,3535.TW,70.0999984741,⚪ 數據不足,-1.07,0.0,0.99,306.25,🔄 轉虧為盈,1172.94
-275.59,-868.8,2026-03,天宇,N/A,2025,N/A,-204.45,-66.93,8171.TWO,19.1000003815,⚪ 數據不足,-5.17,0.0,-0.2,90.34,⚠️ 獲利稀釋,959.14
-29.4,-873.74,2026-03,大綜,5.75%,2025,13.87%,330.59999999999997,64.32,3147.TWO,202.0,⚪ 中性觀察,8.43,9.165154264972777,3.66,3.39,⚠️ 獲利稀釋,877.13
-128.03,-874.6500000000001,2026-03,大東,-10.66%,2025,-0.79%,-18.6,-6.83,1441.TW,8.8500003815,⚪ 數據不足,-0.45,0.0,-0.62,-210.71,📉 獲利侵蝕,663.94
-272.92,-876.63,2026-03,鑫禾,N/A,2025,N/A,-70.94999999999999,-0.19,4999.TW,18.3500003815,⚪ 數據不足,-1.68,0.0,-0.54,-253.33,📉 獲利侵蝕,623.3
57.14,-880.8199999999999,2026-03,東典光電,N/A,2025,N/A,-84.9,27.54,6588.TWO,81.0,⚪ 數據不足,-1.77,0.0,-0.08,88.57,⚠️ 獲利稀釋,969.39
-15.66,-885.46,2026-03,建舜電,-5.35%,2025,12.86%,-46.5,6.3,3322.TWO,10.5,⚪ 數據不足,-0.96,0.0,-0.64,-250.0,📉 獲利侵蝕,635.46
48.0,-885.47,2026-03,潤泰材,N/A,2025,N/A,75.45,8.31,8463.TW,20.7999992371,⚪ 中性觀察,1.85,4.135188715129225,0.42,180.0,⚠️ 獲利稀釋,1065.47
6.89,-889.79,2026-03,欣新網,2.34%,2025,11.53%,129.60000000000002,21.07,2949.TWO,56.9690055847,⚪ 中性觀察,3.63,6.5936349056365735,0.74,-28.43,📉 獲利侵蝕,861.36
1.86,-892.9699999999999,2026-03,光菱,N/A,2025,N/A,75.6,25.77,8032.TWO,33.0,⚪ 中性觀察,2.19,6.5476190476190474,0.94,91.84,⚠️ 獲利稀釋,984.81
48.0,-893.91,2026-03,友勁,N/A,2025,N/A,-12.75,52.32,6142.TW,9.1999998093,⚪ 數據不足,-0.26,0.0,-0.18,-260.0,📉 獲利侵蝕,633.91
-37.72,-894.01,2026-03,安國,N/A,2025,N/A,-104.69999999999999,30.97,8054.TWO,75.5999984741,⚪ 數據不足,-3.19,0.0,-0.01,98.48,⚠️ 獲利稀釋,992.49
81.45,-897.18,2026-03,鑫龍騰,N/A,2025,N/A,143.55,79.14,3188.TWO,22.4500007629,⚪ 中性觀察,4.05,2.3458725980041795,2.24,918.18,⚠️ 獲利稀釋,1815.36
49.25,-899.3100000000001,2026-03,亞航,2.16%,2025,8.38%,37.95,4.89,2630.TW,45.9500007629,❌ 暫避觀望,1.0,18.16205563750988,0.09,-35.71,📉 獲利侵蝕,863.6
-5.88,-906.12,2026-03,今皓,-45.08%,2025,10.61%,-82.64999999999999,-34.5,3011.TW,11.3000001907,⚪ 數據不足,-2.55,0.0,-0.73,-14.75,📉 獲利侵蝕,891.37
-603.33,-907.51,2026-03,澤米,N/A,2025,N/A,-68.55000000000001,-20.15,6742.TW,39.5,⚪ 數據不足,-1.52,0.0,-0.35,-277.78,📉 獲利侵蝕,629.73
-138.3,-908.52,2026-03,旭軟,1.24%,2025,17.06%,-33.9,-7.45,3390.TWO,21.2999992371,⚪ 數據不足,-0.55,0.0,-0.18,-357.14,📉 獲利侵蝕,551.38
33.33,-913.7,2026-03,慧友,N/A,2025,N/A,-30.749999999999996,9.99,5484.TW,36.5,⚪ 數據不足,-0.6,0.0,0.33,151.56,🔄 轉虧為盈,1065.26
-283.87,-918.29,2026-03,明基材,N/A,2025,N/A,-26.1,-4.0,8215.TW,21.7000007629,⚪ 數據不足,-1.14,0.0,-0.64,-526.67,📉 獲利侵蝕,391.62
1.06,-921.62,2026-03,倚天酷��-創,7.25%,2025,14.91%,53.99999999999999,25.63,2432.TW,28.1000003815,⚪ 中性觀察,1.88,7.805555661527778,0.26,8.33,⚠️ 獲利稀釋,929.95
-95.34,-925.02,2026-03,麗清,N/A,2025,N/A,-26.999999999999996,-8.52,3346.TW,18.2000007629,⚪ 數據不足,0.11,0.0,-0.67,-368.0,📉 獲利侵蝕,557.02
-128.95,-926.05,2026-03,淳安,N/A,2025,N/A,-14.7,14.75,6283.TW,19.75,⚪ 數據不足,-0.22,0.0,-0.07,53.33,⚠️ 獲利稀釋,979.38
-37.71,-928.82,2026-03,美律,3.86%,2025,11.63%,173.85,6.01,2439.TW,80.9000015259,⚪ 中性觀察,5.36,6.980155437955133,1.03,-26.62,📉 獲利侵蝕,902.2
-12.28,-933.5999999999999,2026-03,松和,N/A,2025,N/A,52.35,0.57,5016.TWO,23.7000007629,⚪ 中性觀察,1.5,6.790831164154728,0.36,-14.29,📉 獲利侵蝕,919.31
9.24,-937.93,2026-03,安倉,N/A,2025,N/A,64.49999999999999,14.56,5548.TWO,20.3999996185,⚪ 中性觀察,2.03,4.744185957790699,0.42,5.0,⚠️ 獲利稀釋,942.93
-17.45,-942.04,2026-03,志超,N/A,2025,N/A,83.55000000000001,3.73,8213.TW,28.5,⚪ 中性觀察,2.27,5.11669658886894,0.3,-53.13,📉 獲利侵蝕,888.91
-82.78,-942.09,2026-03,天剛,N/A,2025,N/A,33.0,-40.09,5310.TWO,24.0,⚪ 中性觀察,0.52,10.909090909090908,0.06,-88.24,📉 獲利侵蝕,853.85
3.11,-949.2299999999999,2026-03,捷迅,2.48%,2025,5.79%,203.85,59.7,2643.TWO,59.0,⚪ 中性觀察,6.3,4.3414275202354675,0.68,-61.8,📉 獲利侵蝕,887.43
52.17,-954.56,2026-03,沈氏,N/A,2025,N/A,-11.55,-0.02,8921.TWO,17.5,⚪ 數據不足,-0.11,0.0,-0.26,-52.94,📉 獲利侵蝕,901.62
981.25,-955.5,2026-03,精英,-0.28%,2025,9.91%,58.35,14.95,2331.TW,17.4500007629,⚪ 中性觀察,1.41,4.485861378637532,0.11,-89.22,📉 獲利侵蝕,866.28
-34.78,-961.5100000000001,2026-03,慧洋-KY,36.66%,2025,37.77%,145.35,-17.06,2637.TW,78.0999984741,⚪ 中性觀察,5.27,8.059855363684212,1.6,766.67,⚠️ 獲利稀釋,1728.18
-129.63,-963.75,2026-03,燁輝,-2.27%,2025,7.45%,-67.64999999999999,-8.68,2023.TW,13.6499996185,⚪ 數據不足,-1.85,0.0,-0.4,-150.0,📉 獲利侵蝕,813.75
6.88,-968.63,2026-03,位速,-34.06%,2025,1.54%,-55.05,27.53,3508.TWO,14.8500003815,⚪ 數據不足,-1.51,0.0,-0.1,74.36,⚠️ 獲利稀釋,1042.99
9.52,-979.9100000000001,2026-03,寶德,-15.09%,2025,15.17%,-41.400000000000006,5.58,3349.TWO,22.9500007629,⚪ 數據不足,-1.02,0.0,-0.48,-700.0,📉 獲利侵蝕,279.91
-8644.44,-980.3599999999999,2026-03,英利-KY,-2.22%,2025,11.02%,-252.15000000000003,-11.17,2239.TW,19.6000003815,⚪ 數據不足,-7.87,0.0,-1.68,51.72,⚠️ 獲利稀釋,1032.08
-31.87,-982.73,2026-03,宏��,2.51%,2025,11.56%,43.8,4.14,2353.TW,27.8999996185,⚪ 中性觀察,1.26,9.55479438989726,0.23,35.29,⚠️ 獲利稀釋,1018.02
-26.77,-983.26,2026-03,精星,N/A,2025,N/A,54.300000000000004,-0.51,8183.TWO,27.5499992371,⚪ 中性觀察,2.39,7.610497026823204,0.3,130.77,⚠️ 獲利稀釋,1114.03
-259.36,-984.34,2026-03,築間,N/A,2025,N/A,-171.60000000000002,-14.66,7723.TWO,18.5499992371,⚪ 數據不足,-6.69,0.0,-0.9,-909.09,📉 獲利侵蝕,75.25
-286.84,-984.71,2026-03,易飛網,-0.44%,2025,15.72%,-44.7,2.6,2734.TWO,14.25,⚪ 數據不足,-1.42,0.0,0.17,151.52,🔄 轉虧為盈,1136.23
58.56,-985.9300000000001,2026-03,彩晶,N/A,2025,N/A,-27.599999999999998,14.78,6116.TW,11.8000001907,⚪ 數據不足,-0.75,0.0,-0.06,76.0,⚠️ 獲利稀釋,1061.93
-1354.17,-998.5899999999999,2026-03,來思達,N/A,2025,N/A,-118.8,-12.26,8066.TWO,14.8999996185,⚪ 數據不足,-3.49,0.0,-0.91,-495.0,📉 獲利侵蝕,503.59
-57.28,-999.11,2026-03,豐藝,N/A,2025,N/A,95.7,-21.83,6189.TW,44.9500007629,⚪ 中性觀察,2.73,7.045454665031348,1.0,-24.24,📉 獲利侵蝕,974.87
-92.04,-999.97,2026-03,廣華-KY,-1.26%,2025,22.76%,-112.80000000000001,2.83,1338.TW,15.1499996185,⚪ 數據不足,-2.24,0.0,-1.15,-753.85,📉 獲利侵蝕,246.12
-38.16,-1002.0,2026-03,浩宇生醫,N/A,2025,N/A,-76.95,-61.92,6872.TWO,15.25,⚪ 數據不足,-2.14,0.0,-0.41,6.82,⚠️ 獲利稀釋,1008.82
-45.83,-1006.46,2026-03,大展證,N/A,2025,N/A,17.099999999999998,-32.9,6020.TWO,20.75,❌ 暫避觀望,0.39,18.201754385964914,0.49,388.24,⚠️ 獲利稀釋,1394.7
-440.0,-1006.55,2026-03,耀勝,-13.20%,2025,11.52%,-7.800000000000001,26.05,3207.TWO,38.3499984741,⚪ 數據不足,-0.82,0.0,-0.45,-125.0,📉 獲利侵蝕,881.55
-31.22,-1013.84,2026-03,瑞軒,0.67%,2025,9.15%,37.49999999999999,6.13,2489.TW,24.5,⚪ 中性觀察,1.22,9.800000000000002,0.15,-53.13,📉 獲利侵蝕,960.71
189.47,-1025.38,2026-03,雲嘉南,-10.81%,2025,29.43%,2.999999999999999,-7.75,3191.TWO,17.0,❌ 暫避觀望,0.51,85.00000000000001,-0.32,-700.0,📉 獲利侵蝕,325.38
88.24,-1028.64,2026-03,德宏,N/A,2025,N/A,-6.6000000000000005,58.82,5475.TWO,101.0,⚪ 數據不足,-0.16,0.0,0.24,260.0,🔄 轉虧為盈,1288.64
25.0,-1029.28,2026-03,晉弘,N/A,2025,N/A,-24.150000000000002,22.72,6796.TW,54.7000007629,⚪ 數據不足,0.2,0.0,-0.32,-900.0,📉 獲利侵蝕,129.28
-33.33,-1037.25,2026-03,福懋科,N/A,2025,N/A,39.300000000000004,11.07,8131.TW,51.0999984741,❌ 暫避觀望,1.36,19.503816211488548,0.96,182.35,⚠️ 獲利稀釋,1219.6
-64.1,-1037.92,2026-03,南茂,N/A,2025,N/A,13.649999999999999,5.45,8150.TW,66.0,❌ 暫避觀望,0.7,72.52747252747254,0.72,200.0,⚠️ 獲利稀釋,1237.92
-15.09,-1043.77,2026-03,福壽,1.10%,2025,9.65%,13.05,0.36,1219.TW,11.6499996185,⚪ 中性觀察,0.45,13.390804159195401,0.11,10.0,⚠️ 獲利稀釋,1053.77
-248.85,-1046.69,2026-03,霖宏,N/A,2025,N/A,-131.54999999999998,-7.42,5464.TWO,59.5,⚪ 數據不足,-2.59,0.0,0.16,-46.67,🔄 轉虧為盈,1000.02
57.01,-1047.3000000000002,2026-03,神達,3.96%,2025,10.03%,184.04999999999998,72.06,3706.TW,84.0999984741,⚪ 中性觀察,5.15,6.854115605061125,1.1,-0.9,📉 獲利侵蝕,1046.4
8.0,-1058.26,2026-03,福懋油,5.38%,2025,10.74%,59.7,-6.25,1225.TW,26.25,⚪ 中性觀察,1.62,6.595477386934673,0.44,15.79,⚠️ 獲利稀釋,1074.05
-300.0,-1063.26,2026-03,凌巨,N/A,2025,N/A,-15.0,-1.96,8105.TW,14.6000003815,⚪ 數據不足,-0.3,0.0,0.43,330.0,🔄 轉虧為盈,1393.26
-17.53,-1066.47,2026-03,富邦媒,N/A,2025,N/A,412.79999999999995,-3.46,8454.TW,246.5,⚪ 中性觀察,11.29,8.957122093023257,2.43,-28.74,📉 獲利侵蝕,1037.73
66.15,-1067.95,2026-03,倍微,N/A,2025,N/A,38.1,4.86,6270.TWO,26.0,⚪ 中性觀察,1.08,10.236220472440944,0.24,20.0,⚠️ 獲利稀釋,1087.95
-140.0,-1069.73,2026-03,興泰,-0.09%,2025,27.19%,10.949999999999998,55.97,1235.TW,37.0,❌ 暫避觀望,-0.03,50.684931506849324,-0.54,-542.86,📉 獲利侵蝕,526.87
24.57,-1069.81,2026-03,技嘉,4.26%,2025,10.28%,735.45,27.07,2376.TW,318.5,⚪ 中性觀察,18.2,6.496022843157251,7.86,69.03,⚠️ 獲利稀釋,1138.84
71.43,-1071.6,2026-03,百容,-6.13%,2025,8.90%,32.7,-2.48,2483.TW,32.0499992371,⚪ 中性觀察,0.6,14.701834512431192,0.15,188.24,⚠️ 獲利稀釋,1259.84
-116.18,-1083.04,2026-03,利勤,N/A,2025,N/A,-111.9,-9.17,4426.TW,7.9600000381,⚪ 數據不足,-2.94,0.0,-0.28,17.65,⚠️ 獲利稀釋,1100.69
102.7,-1091.29,2026-03,大拓-KY,N/A,2025,N/A,2.8499999999999996,-6.4,8455.TWO,23.0,❌ 暫避觀望,0.02,121.05263157894738,0.19,157.58,⚠️ 獲利稀釋,1248.87
-21.74,-1098.03,2026-03,佳總,N/A,2025,N/A,-38.1,-3.95,5355.TWO,5.0199999809,⚪ 數據不足,-1.12,0.0,-0.14,-250.0,📉 獲利侵蝕,848.03
-31.13,-1098.3000000000002,2026-03,東隆興,1.90%,2025,8.57%,23.55,-0.68,4401.TWO,13.6999998093,⚪ 中性觀察,0.73,8.72611452821656,0.16,-5.88,📉 獲利侵蝕,1092.42
-47.37,-1107.13,2026-03,三商壽,0.03%,2025,3.78%,3.1500000000000004,-28.43,2867.TW,9.5799999237,❌ 暫避觀望,0.2,45.619047255714285,-0.03,-200.0,📉 獲利侵蝕,907.13
25.0,-1108.55,2026-03,亞通,N/A,2025,N/A,18.9,-0.22,6179.TWO,22.8500003815,❌ 暫避觀望,0.05,18.134920937698414,0.27,162.5,⚠️ 獲利稀釋,1271.05
8.37,-1111.44,2026-03,金萬林-創,N/A,2025,N/A,-98.39999999999999,9.49,6645.TW,13.1999998093,⚪ 數據不足,-2.41,0.0,-0.76,8.54,⚠️ 獲利稀釋,1119.98
-100.0,-1111.49,2026-03,天方能源,-34.05%,2025,29.35%,12.6,58.33,3073.TWO,21.2999992371,❌ 暫避觀望,0.0,25.35714194892857,0.0,-100.0,📉 獲利侵蝕,1011.49
-147.12,-1112.6,2026-03,鴻碩,-21.28%,2025,1.51%,-204.29999999999998,-15.24,3092.TW,21.6499996185,⚪ 數據不足,-5.14,0.0,-0.95,21.49,⚠️ 獲利稀釋,1134.09
22.08,-1116.22,2026-03,亞泰金屬,N/A,2025,N/A,240.74999999999994,8.58,6727.TWO,278.5,❌ 暫避觀望,6.8,17.35202492211838,2.94,135.2,⚠️ 獲利稀釋,1251.42
22.78,-1119.13,2026-03,好德,N/A,2025,N/A,69.3,9.01,3114.TWO,28.5,⚪ 中性觀察,2.22,6.1688311688311686,0.73,140.0,⚠️ 獲利稀釋,1259.13
-8.26,-1120.8700000000001,2026-03,博弘,N/A,2025,N/A,123.15,11.23,6997.TWO,68.5,⚪ 中性觀察,5.11,8.343483556638246,-2.31,-260.42,📉 獲利侵蝕,860.45
17.08,-1125.1100000000001,2026-03,茂綸,N/A,2025,N/A,251.25,41.88,6227.TWO,108.0,⚪ 中性觀察,7.54,6.447761194029851,3.0,64.84,⚠️ 獲利稀釋,1189.95
-43.36,-1128.0299999999997,2026-03,新興,37.60%,2025,45.87%,42.3,-0.1,2605.TW,29.9500007629,⚪ 中性觀察,1.45,10.62056764641844,0.66,3200.0,⚠️ 獲利稀釋,4328.03
-39.68,-1130.96,2026-03,亞聚,2.26%,2025,6.52%,-60.300000000000004,-4.78,1308.TW,12.4499998093,⚪ 數據不足,-1.76,0.0,-0.2,50.0,⚠️ 獲利稀釋,1180.96
-26.67,-1132.16,2026-03,新光鋼,7.27%,2025,12.43%,123.89999999999999,15.12,2031.TW,38.5,⚪ 中性觀察,3.3,4.661016949152542,0.22,120.75,⚠️ 獲利稀釋,1252.91
62.26,-1132.8500000000001,2026-03,光耀,N/A,2025,N/A,-121.05000000000001,-25.98,3666.TWO,25.0,⚪ 數據不足,-3.45,0.0,-0.4,46.58,⚠️ 獲利稀釋,1179.43
55.88,-1137.15,2026-03,南紡,-4.90%,2025,7.45%,-4.2,-16.11,1440.TW,12.1499996185,⚪ 數據不足,-0.15,0.0,-0.05,0.0,📉 獲利侵蝕,1137.15
-245.95,-1138.98,2026-03,永捷,-39.60%,2025,-12.82%,-0.3000000000000011,85.08,4714.TWO,10.0,⚪ 數據不足,-0.54,0.0,-0.02,-105.88,📉 獲利侵蝕,1033.1
-70.0,-1141.0,2026-03,桂田文創,-39.20%,2025,46.90%,-11.700000000000001,20.96,4806.TWO,9.8900003433,⚪ 數據不足,-0.34,0.0,-0.04,60.0,⚠️ 獲利稀釋,1201.0
-90.74,-1150.45,2026-03,研通,N/A,2025,N/A,-1.7999999999999996,19.77,6229.TWO,21.75,⚪ 數據不足,0.05,0.0,0.14,40.0,⚠️ 獲利稀釋,1190.45
4.7,-1154.96,2026-03,建��,N/A,2025,N/A,156.75,8.17,3046.TW,50.9000015259,⚪ 中性觀察,4.01,4.8708135431483255,1.2,8.11,⚠️ 獲利稀釋,1163.07
28.3,-1158.57,2026-03,榮星,N/A,2025,N/A,-1.3499999999999996,-0.95,1617.TW,15.5,⚪ 數據不足,0.68,0.0,0.08,166.67,⚠️ 獲利稀釋,1325.24
51.64,-1158.76,2026-03,必應,N/A,2025,N/A,305.85,38.99,6625.TW,72.9000015259,⚪ 中性觀察,9.13,3.575282075816576,1.42,610.0,⚠️ 獲利稀釋,1768.76
