prev_eps_yoy,expansion,date,name,om,prev_year,gm,est_price,prev_rev_yoy,symbol,price,advice,prev_eps,pe,eps,eps_yoy,status,rev_yoy
0.0,-109.71,2026-03,虎門科技,N/A,2025,N/A,168.75,19.26,6791.TWO,97.3000030518,⚪ 中性觀察,4.16,8.64888916016,1.64,78.26,⚠️ 獲利稀釋,187.97
-14.62,-109.91999999999999,2026-03,欣大健康,-23.61%,2025,30.43%,-74.55000000000001,-15.0,4198.TWO,43.0,⚪ 數據不足,-1.96,0.0,-0.39,-14.71,📉 獲利侵蝕,95.21
0.9,-110.06,2026-03,大車隊,21.47%,2025,51.63%,333.29999999999995,4.37,2640.TWO,145.0,⚪ 中性觀察,9.01,6.525652565256526,2.36,9.77,🏰 高護城河,119.83
51.69,-110.48,2026-03,璟德,18.21%,2025,44.03%,391.95000000000005,-15.61,3152.TWO,203.5,⚪ 中性觀察,9.42,7.787983161117489,1.39,-4.79,📉 獲利侵蝕,105.69
-8.36,-110.68,2026-03,伯特光,N/A,2025,N/A,100.35000000000001,35.45,6859.TWO,97.8000030518,⚪ 中性觀察,2.86,14.618834536890882,1.01,-46.56,📉 獲利侵蝕,64.12
-4.02,-111.19,2026-03,瑞昱,8.88%,2025,48.08%,1165.6499999999999,8.21,2379.TW,697.0,⚪ 中性觀察,28.77,8.969244627461073,8.44,-9.48,📉 獲利侵蝕,101.71
1.74,-111.27,2026-03,台灣高鐵,38.82%,2025,43.22%,45.75000000000001,2.75,2633.TW,26.2999992371,⚪ 中性觀察,1.17,8.622950569540983,0.37,12.12,⚠️ 獲利稀釋,123.39
-49.5,-111.60000000000001,2026-03,力特,15.38%,2025,33.67%,34.5,-0.63,3051.TW,20.3500003815,⚪ 中性觀察,1.01,8.847826252826087,0.45,2.33,⚠️ 獲利稀釋,113.93
-80.85,-112.39,2026-03,永信建,N/A,2025,N/A,119.39999999999999,-74.75,5508.TWO,50.0,⚪ 中性觀察,3.07,6.28140703517588,0.87,-35.56,📉 獲利侵蝕,76.83
-15.13,-112.84,2026-03,台灣精銳,30.40%,2025,51.18%,438.9,1.32,4583.TW,450.5,❌ 暫避觀望,12.0,15.396445659603556,3.56,-14.42,🏰 高護城河,98.42
23.44,-112.86,2026-03,凌網,N/A,2025,N/A,122.09999999999998,15.91,5212.TWO,46.5,⚪ 中性觀察,4.74,5.712530712530714,0.54,12.5,⚠️ 獲利稀釋,125.36
-116.36,-113.7,2026-03,豐謙,N/A,2025,N/A,-3.9000000000000004,-98.98,5523.TWO,30.25,⚪ 數據不足,-0.09,0.0,-0.04,-100.0,📉 獲利侵蝕,13.7
5.64,-113.8,2026-03,凡甲,32.41%,2025,48.09%,633.6,22.33,3526.TWO,289.5,⚪ 中性觀察,16.97,6.853693181818182,4.7,14.99,⚠️ 獲利稀釋,128.79
24.55,-113.94999999999999,2026-03,雅特力-KY,N/A,2025,N/A,0.0,1.91,6907.TWO,150.0,⚪ 數據不足,2.08,0.0,1.16,289.29,⚠️ 獲利稀釋,403.24
44.26,-114.82000000000001,2026-03,東聯互動,N/A,2025,N/A,545.5500000000001,30.15,7738.TWO,165.0,⚪ 中性觀察,14.61,4.536706076436623,2.8,2.94,⚠️ 獲利稀釋,117.76
-48.04,-114.91999999999999,2026-03,伯鑫,N/A,2025,N/A,183.6,-3.05,6904.TWO,114.5,⚪ 中性觀察,5.44,9.354575163398692,1.83,50.0,⚠️ 獲利稀釋,164.92
-207.69,-115.12,2026-03,李洲,-18.85%,2025,38.23%,-67.35000000000001,10.12,3066.TWO,18.8500003815,⚪ 數據不足,-1.4,0.0,0.52,154.74,🔄 轉虧為盈,269.86
-28.5,-115.60000000000001,2026-03,潤泰全,5.98%,2025,58.30%,339.15,-16.33,2915.TW,51.4000015259,⚪ 中性觀察,9.29,2.2733304522733304,2.59,-18.06,🏰 高護城河,97.54
0.0,-116.14000000000001,2026-03,景岳,N/A,2025,N/A,17.700000000000003,4.11,3164.TW,16.2999992371,⚪ 中性觀察,0.66,13.813558675508473,0.05,-73.68,📉 獲利侵蝕,42.46
2.75,-117.19999999999999,2026-03,王品,7.36%,2025,47.07%,614.25,5.21,2727.TW,232.0,⚪ 中性觀察,16.02,5.665445665445665,5.04,14.09,⚠️ 獲利稀釋,131.29
-38.61,-117.75,2026-03,訊聯,-0.97%,2025,56.51%,37.8,1.19,1784.TWO,56.0999984741,❌ 暫避觀望,1.02,22.261904156388887,0.25,-17.86,🏰 高護城河,99.89
-11.08,-118.16000000000001,2026-03,晶碩,N/A,2025,N/A,789.0,3.26,6491.TW,321.5,⚪ 中性觀察,20.87,6.112167300380228,6.06,-3.51,📉 獲利侵蝕,114.65
20.95,-119.32,2026-03,叡揚,N/A,2025,N/A,262.2,16.33,6752.TWO,94.0,⚪ 中性觀察,7.41,5.377574370709382,1.39,0.0,📉 獲利侵蝕,119.32
-1.14,-119.82,2026-03,聯發科,14.55%,2025,46.13%,2535.1499999999996,12.32,2454.TW,3235.0,❌ 暫避觀望,66.16,19.140879237914916,15.17,-17.75,📉 獲利侵蝕,102.07
66.87,-119.94,2026-03,創惟,N/A,2025,N/A,230.1,27.6,6104.TWO,84.0,⚪ 中性觀察,5.62,5.475880052151239,1.34,-42.98,📉 獲利侵蝕,76.96
58.93,-120.44,2026-03,德鴻,N/A,2025,N/A,72.30000000000001,30.1,6910.TWO,24.0,⚪ 中性觀察,2.0,4.979253112033195,0.27,-15.62,📉 獲利侵蝕,104.82
35.27,-120.76,2026-03,華軒,-45.63%,2025,41.62%,-137.1,-45.74,2740.TWO,33.25,⚪ 數據不足,-3.19,0.0,-1.32,-120.75,📉 獲利侵蝕,0.01
18.9,-121.67,2026-03,創威,N/A,2025,N/A,72.30000000000001,16.68,6530.TWO,61.5,⚪ 中性觀察,1.95,12.759336099585061,0.65,41.3,⚠️ 獲利稀釋,162.97
-55.26,-121.88,2026-03,嘉雨思-創,N/A,2025,N/A,7.649999999999999,28.45,6921.TW,57.0999984741,❌ 暫避觀望,0.35,111.96078132176473,-0.27,-175.0,🌑 雙重衰退,-53.12
60.48,-121.99000000000001,2026-03,竑騰,N/A,2025,N/A,748.35,62.42,7751.TWO,1120.0,❌ 暫避觀望,20.5,22.44938865504109,7.0,74.56,⚠️ 獲利稀釋,196.55
-87.49,-122.89,2026-03,倉和,N/A,2025,N/A,74.55,-34.5,6538.TWO,128.5,❌ 暫避觀望,1.15,25.85513078470825,0.9,-12.87,📉 獲利侵蝕,110.02
-12.45,-123.75,2026-03,裕融,N/A,2025,N/A,288.15000000000003,-4.66,9941.TW,81.4000015259,⚪ 中性觀察,7.68,4.237376445908381,1.82,-7.91,📉 獲利侵蝕,115.84
-23.57,-124.1,2026-03,長虹,N/A,2025,N/A,140.85000000000002,-29.66,5534.TW,78.4000015259,⚪ 中性觀察,6.0,8.349307936730563,0.19,-79.31,📉 獲利侵蝕,44.79
-10.33,-124.7,2026-03,常廣,N/A,2025,N/A,78.89999999999999,7.33,6730.TWO,33.4000015259,⚪ 中性觀察,2.14,6.349810176026617,0.44,-18.52,📉 獲利侵蝕,106.18
-10.32,-124.86,2026-03,新巨,35.64%,2025,49.30%,141.3,-2.6,2420.TW,53.0999984741,⚪ 中性觀察,3.91,5.636942513174097,1.05,2.97,⚠️ 獲利稀釋,127.83
46.94,-124.99,2026-03,基亞,-48.58%,2025,56.72%,-9.600000000000001,15.28,3176.TWO,31.1000003815,⚪ 數據不足,-0.78,0.0,-0.38,-151.35,🏰 高護城河,-26.36
84.62,-125.00999999999999,2026-03,日成-KY,4.68%,2025,18.47%,-3.4499999999999997,19.6,4807.TW,37.0,⚪ 數據不足,-0.24,0.0,1.7,644.0,🔄 轉虧為盈,769.01
-18.72,-127.46000000000001,2026-03,科定,N/A,2025,N/A,135.6,3.86,6655.TW,119.5,⚪ 中性觀察,3.92,13.219026548672568,0.95,20.78,⚠️ 獲利稀釋,148.24
41.67,-127.63,2026-03,新零售,-74.64%,2025,73.88%,-23.400000000000002,5.58,3085.TWO,12.1000003815,⚪ 數據不足,-0.56,0.0,-0.24,-41.18,🏰 高護城河,86.45
-42.92,-127.81999999999996,2026-03,捷流閥業,12.43%,2025,31.57%,195.6,-5.55,4580.TWO,79.6999969482,⚪ 中性觀察,5.03,6.111962956150307,1.76,170.77,⚠️ 獲利稀釋,298.59
-29.79,-127.85000000000001,2026-03,前鼎,17.75%,2025,46.40%,75.3,-12.98,4908.TWO,120.0,❌ 暫避觀望,1.98,23.904382470119526,0.76,1.33,⚠️ 獲利稀釋,129.18
-15.21,-128.04,2026-03,嘉澤,29.92%,2025,51.54%,2491.8,12.28,3533.TW,1690.0,⚪ 中性觀察,70.17,10.173368649169275,21.37,5.34,🏰 高護城河,133.38
-14.93,-128.85,2026-03,耕興,N/A,2025,N/A,405.75,-1.34,6146.TWO,186.0,⚪ 中性觀察,10.77,6.876155268022181,2.97,4.21,⚠️ 獲利稀釋,133.06
10.48,-129.17000000000002,2026-03,寶雅,N/A,2025,N/A,1085.5500000000002,7.16,5904.TWO,72.0,⚪ 中性觀察,29.54,0.9948873842752521,9.3,24.33,⚠️ 獲利稀釋,153.5
7.23,-129.32000000000002,2026-03,創為精密,N/A,2025,N/A,130.65,27.05,6899.TWO,49.0,⚪ 中性觀察,3.59,5.625717566016073,1.08,3.92,⚠️ 獲利稀釋,133.24
79.17,-130.9,2026-03,友霖,23.50%,2025,60.10%,28.35,14.52,4166.TWO,25.6000003815,⚪ 中性觀察,0.9,13.544973746825395,0.16,-30.43,🏰 高護城河,100.47
51.69,-131.37,2026-03,新代,N/A,2025,N/A,1357.5,29.17,7750.TW,1850.0,❌ 暫避觀望,35.12,20.441988950276244,15.38,103.4,⚠️ 獲利稀釋,234.77
-25.66,-132.45,2026-03,詮欣,N/A,2025,N/A,71.55,-3.02,6205.TW,50.5,⚪ 中性觀察,2.0,10.58700209643606,0.38,-45.71,📉 獲利侵蝕,86.74
56.47,-132.72000000000003,2026-03,立積,N/A,2025,N/A,68.55000000000001,2.24,4968.TW,88.5999984741,❌ 暫避觀望,2.66,19.38730820002188,0.58,107.14,⚠️ 獲利稀釋,239.86
382.35,-133.04999999999998,2026-03,同亨,N/A,2025,N/A,67.64999999999999,12.01,5490.TWO,31.25,⚪ 中性觀察,1.69,6.929046563192905,0.7,-5.56,📉 獲利侵蝕,127.49
-22.51,-133.55,2026-03,家登,17.47%,2025,43.28%,282.3,12.26,3680.TWO,369.5,❌ 暫避觀望,9.43,19.63336875664187,2.55,15.91,⚠️ 獲利稀釋,149.46
-2.28,-133.64,2026-03,寶陞,9.02%,2025,48.05%,77.25,1.84,2948.TWO,38.2000007629,⚪ 中性觀察,2.14,7.417475876291261,0.4,2.56,⚠️ 獲利稀釋,136.2
56.98,-134.24,2026-03,弘塑,29.56%,2025,42.10%,1553.55,59.93,3131.TWO,2155.0,❌ 暫避觀望,45.48,20.807183547359276,16.11,81.01,⚠️ 獲利稀釋,215.25
-41.32,-134.56,2026-03,台南-KY,N/A,2025,N/A,42.45,-7.04,5906.TW,39.7000007629,⚪ 中性觀察,0.98,14.02826882081272,0.11,-70.27,📉 獲利侵蝕,64.29
-33.33,-135.08,2026-03,大城地產,N/A,2025,N/A,158.10000000000002,-35.35,6171.TWO,22.7999992371,⚪ 中性觀察,3.82,2.1631877834060718,0.08,166.67,⚠️ 獲利稀釋,301.75
-51.49,-136.5,2026-03,耀登,7.58%,2025,41.30%,15.3,2.05,3138.TW,81.8000030518,❌ 暫避觀望,1.5,80.19608142333334,-0.02,90.48,⚠️ 獲利稀釋,226.98
56.72,-136.71,2026-03,尚凡*,N/A,2025,N/A,38.849999999999994,18.28,5278.TWO,23.3999996185,⚪ 中性觀察,1.05,9.034748887451737,0.29,-21.62,📉 獲利侵蝕,115.09
-27.37,-136.76,2026-03,富致,N/A,2025,N/A,93.15,3.61,6642.TWO,67.6999969482,⚪ 中性觀察,2.6,10.901770845120772,0.74,-11.9,📉 獲利侵蝕,124.86
-80.37,-136.98000000000002,2026-03,加捷生醫,-7.54%,2025,24.70%,13.35,-9.62,4109.TWO,11.1499996185,⚪ 中性觀察,0.43,12.528089458988765,0.15,45.45,⚠️ 獲利稀釋,182.43
-106.78,-137.41,2026-03,鑫創電子,N/A,2025,N/A,-35.849999999999994,-15.41,6680.TWO,54.7000007629,⚪ 數據不足,-0.29,0.0,0.08,100.0,🔄 轉虧為盈,237.41
-13.11,-137.46,2026-03,東陽,18.07%,2025,33.68%,0.0,-1.96,1319.TW,0.0,⚪ 數據不足,6.43,0.0,1.62,-34.68,📉 獲利侵蝕,102.78
-55.59,-137.54000000000002,2026-03,保勝光學,N/A,2025,N/A,45.3,-1.73,6517.TWO,59.2999992371,❌ 暫避觀望,1.63,19.63576133678808,0.52,-35.0,📉 獲利侵蝕,102.54
31.82,-137.61,2026-03,農林,-7.01%,2025,40.70%,-5.7,9.13,2913.TW,11.0500001907,⚪ 數據不足,-0.15,0.0,-0.04,0.0,📉 獲利侵蝕,137.61
-87.79,-137.88,2026-03,可寧衛*,N/A,2025,N/A,299.54999999999995,-7.53,8422.TW,24.3500003815,⚪ 中性觀察,1.29,1.219329012593891,0.21,-94.21,📉 獲利侵蝕,43.67
-0.43,-138.13,2026-03,飛捷,N/A,2025,N/A,277.65000000000003,9.26,6206.TW,118.0,⚪ 中性觀察,6.9,6.37493246893571,2.51,10.57,⚠️ 獲利稀釋,148.7
81.39,-138.3,2026-03,瑞耘,N/A,2025,N/A,175.2,-6.21,6532.TWO,60.2000007629,⚪ 中性觀察,7.31,5.154109654357876,0.84,-34.88,📉 獲利侵蝕,103.42
34.19,-138.5,2026-03,蒙恬,N/A,2025,N/A,-33.3,34.16,5211.TWO,18.3999996185,⚪ 數據不足,-0.77,0.0,-0.18,35.71,⚠️ 獲利稀釋,174.21
-33.45,-138.67999999999998,2026-03,鼎天,1.28%,2025,25.80%,83.55000000000001,10.49,3306.TWO,42.2999992371,⚪ 中性觀察,1.95,7.594254800197486,0.11,173.33,⚠️ 獲利稀釋,312.01
-4.63,-138.73,2026-03,博大,N/A,2025,N/A,223.8,15.04,8109.TWO,116.0,⚪ 中性觀察,6.18,7.774798927613941,1.75,10.06,⚠️ 獲利稀釋,148.79
-19.23,-139.09000000000003,2026-03,東和,-3.56%,2025,15.75%,5.8500000000000005,-10.66,1414.TW,18.1000003815,❌ 暫避觀望,0.19,46.41025738846154,0.06,400.0,⚠️ 獲利稀釋,539.09
-47.4,-139.35,2026-03,君曜,N/A,2025,N/A,78.0,12.79,7770.TWO,40.3499984741,⚪ 中性觀察,3.0,7.759615091173076,0.1,-87.95,📉 獲利侵蝕,51.4
2.97,-139.45,2026-03,中華資安,N/A,2025,N/A,440.70000000000005,3.64,7765.TW,223.0,⚪ 中性觀察,11.47,7.590197413206262,3.38,2.74,⚠️ 獲利稀釋,142.19
-6.08,-139.69,2026-03,生合,11.73%,2025,49.97%,193.95,4.97,1295.TWO,46.0,⚪ 中性觀察,5.29,3.557617942768755,0.39,-69.05,📉 獲利侵蝕,70.64
-147.27,-140.07,2026-03,迅杰,N/A,2025,N/A,-18.6,-12.93,6243.TW,46.0999984741,⚪ 數據不足,-0.52,0.0,-0.03,-109.68,📉 獲利侵蝕,30.39
-4.72,-140.25,2026-03,君帆,12.30%,2025,34.23%,134.39999999999998,-1.51,4584.TWO,38.2000007629,⚪ 中性觀察,3.43,4.263392942287947,0.91,-31.58,📉 獲利侵蝕,108.67
-24.75,-140.68,2026-03,瓦城,N/A,2025,N/A,290.85,0.46,2729.TWO,162.0,⚪ 中性觀察,6.76,8.354822073233626,1.64,-36.22,📉 獲利侵蝕,104.46
-29.75,-141.57,2026-03,智原,2.86%,2025,42.16%,99.74999999999999,62.61,3035.TW,150.5,❌ 暫避觀望,2.81,22.63157894736842,0.4,-69.92,📉 獲利侵蝕,71.65
-48.05,-141.77,2026-03,迅德,N/A,2025,N/A,52.95,-3.28,6292.TWO,48.9000015259,⚪ 中性觀察,2.0,13.8526916503966,0.73,102.78,⚠️ 獲利稀釋,244.55
-0.84,-141.78,2026-03,致新,N/A,2025,N/A,659.1,5.0,8081.TW,232.0,⚪ 中性觀察,17.76,5.279927173418297,4.62,-4.18,📉 獲利侵蝕,137.6
15.63,-141.87,2026-03,明達醫,N/A,2025,N/A,215.7,9.33,6527.TWO,66.5,⚪ 中性觀察,5.8,4.624478442280946,1.33,-8.28,📉 獲利侵蝕,133.59
18.35,-141.93,2026-03,益得,N/A,2025,N/A,-88.05,170.31,6461.TWO,15.3000001907,⚪ 數據不足,-2.57,0.0,-0.63,1.56,⚠️ 獲利稀釋,143.49
-39.84,-142.2,2026-03,裕山,N/A,2025,N/A,127.64999999999999,-27.76,7715.TWO,29.0,⚪ 中性觀察,3.09,3.407755581668625,0.64,-52.24,📉 獲利侵蝕,89.96
10.18,-142.26,2026-03,亞德客-KY,31.25%,2025,47.51%,1583.5500000000002,11.97,1590.TW,1340.0,⚪ 中性觀察,42.0,12.69299990527612,13.35,37.91,⚠️ 獲利稀釋,180.17
6.47,-142.72,2026-03,正峰,-58.77%,2025,32.24%,-39.0,1.9,1538.TW,10.1999998093,⚪ 數據不足,-1.59,0.0,-1.11,-91.38,📉 獲利侵蝕,51.34
-246.15,-143.05,2026-03,凱鈺,N/A,2025,N/A,-13.65,36.88,5468.TWO,22.7999992371,⚪ 數據不足,-0.65,0.0,0.12,300.0,🔄 轉虧為盈,443.05
-19.62,-143.09,2026-03,聯詠,16.92%,2025,38.19%,1029.8999999999999,-2.07,3034.TW,491.0,⚪ 中性觀察,26.87,7.151179726187009,6.19,-28.44,📉 獲利侵蝕,114.65
14.0,-144.31,2026-03,雷虎,N/A,2025,N/A,35.24999999999999,14.37,8033.TW,150.0,❌ 暫避觀望,0.58,63.82978723404256,0.34,41.67,⚠️ 獲利稀釋,185.98
6.64,-144.99,2026-03,譜瑞-KY,N/A,2025,N/A,1293.4499999999998,1.76,4966.TWO,532.0,⚪ 中性觀察,34.51,6.169546561521513,6.77,-19.19,📉 獲利侵蝕,125.8
110.03,-145.23999999999998,2026-03,鴻勁,N/A,2025,N/A,2791.5,116.34,7769.TW,5620.0,❌ 暫避觀望,75.71,30.198817839871037,25.7,61.74,⚠️ 獲利稀釋,206.98
-50.22,-145.57999999999998,2026-03,晶達,N/A,2025,N/A,72.45,-7.32,4995.TWO,45.5,⚪ 中性觀察,2.25,9.420289855072463,1.01,92.31,⚠️ 獲利稀釋,237.89
-10.94,-145.98999999999998,2026-03,訊映,N/A,2025,N/A,11.549999999999999,-6.81,4155.TW,14.3999996185,❌ 暫避觀望,0.58,18.70129820584416,0.39,123.53,⚠️ 獲利稀釋,269.52
-23.5,-146.18,2026-03,味王,14.34%,2025,33.56%,63.3,-10.06,1203.TW,48.9500007629,⚪ 中性觀察,1.81,11.599526247132701,0.49,-15.52,📉 獲利侵蝕,130.66
-50.94,-146.45999999999998,2026-03,昶瑞機電,N/A,2025,N/A,130.35000000000002,-15.67,7642.TWO,76.5999984741,⚪ 中性觀察,3.29,8.81472939863061,0.5,-66.89,📉 獲利侵蝕,79.57
47.62,-147.03,2026-03,捷創科技,N/A,2025,N/A,202.2,34.56,7810.TWO,171.5,⚪ 中性觀察,6.25,12.722551928783384,1.83,30.71,⚠️ 獲利稀釋,177.74
-7.07,-147.64000000000001,2026-03,智通*,N/A,2025,N/A,107.1,51.84,8932.TWO,86.5999984741,⚪ 中性觀察,1.85,12.128851326904764,0.53,-39.77,📉 獲利侵蝕,107.87
-5.93,-147.67999999999998,2026-03,聯寶,N/A,2025,N/A,41.699999999999996,2.84,6821.TWO,37.1500015259,⚪ 中性觀察,1.13,13.363309901402879,0.32,3.33,⚠️ 獲利稀釋,151.01
32.55,-147.81,2026-03,達興材料,N/A,2025,N/A,275.1,12.43,5234.TW,293.5,❌ 暫避觀望,7.37,16.003271537622684,2.21,17.55,⚠️ 獲利稀釋,165.36
-25.47,-148.18,2026-03,三能-KY,N/A,2025,N/A,76.94999999999999,-2.1,6671.TW,22.9500007629,⚪ 中性觀察,2.37,4.473684359239767,0.26,-29.73,📉 獲利侵蝕,118.45
3.23,-148.53,2026-03,時報,N/A,2025,N/A,34.199999999999996,2.69,8923.TWO,19.1499996185,⚪ 中性觀察,0.96,8.399122639692983,0.18,-62.5,📉 獲利侵蝕,86.03
-58.85,-148.87,2026-03,駐龍,N/A,2025,N/A,106.8,-23.02,4572.TW,138.5,❌ 暫避觀望,3.0,19.452247191011235,0.92,-29.77,📉 獲利侵蝕,119.1
49.96,-149.18,2026-03,健策,31.26%,2025,41.25%,1359.6,42.0,3653.TW,3135.0,❌ 暫避觀望,36.75,34.5873786407767,9.53,-0.63,📉 獲利侵蝕,148.55
-148.96,-149.42000000000002,2026-03,為升,-15.73%,2025,23.65%,-24.3,-21.77,2231.TW,90.0,⚪ 數據不足,-1.63,0.0,0.4,-42.86,🔄 轉虧為盈,106.56
-10.0,-150.01,2026-03,安克,N/A,2025,N/A,-33.75,-42.69,4188.TWO,9.4799995422,⚪ 數據不足,-0.88,0.0,-0.21,16.0,⚠️ 獲利稀釋,166.01
38.64,-150.05,2026-03,光鼎,N/A,2025,N/A,-9.9,-3.71,6226.TW,20.2999992371,⚪ 數據不足,-0.28,0.0,0.01,111.11,🔄 轉虧為盈,261.16
10.39,-150.47,2026-03,星亞,N/A,2025,N/A,157.95,9.51,7753.TWO,35.75,⚪ 中性觀察,4.22,3.395061728395062,1.08,9.09,⚠️ 獲利稀釋,159.56
1.75,-150.56,2026-03,國光生,23.11%,2025,49.56%,-47.25000000000001,-9.99,4142.TW,16.5499992371,⚪ 數據不足,-0.57,0.0,-0.44,17.31,⚠️ 獲利稀釋,167.87
198.64,-150.93,2026-03,力智,N/A,2025,N/A,222.3,23.89,6719.TW,188.0,⚪ 中性觀察,6.58,12.685560053981106,2.1,41.89,⚠️ 獲利稀釋,192.82
-12.9,-151.18,2026-03,雍智科技,N/A,2025,N/A,550.4999999999999,23.03,6683.TWO,843.0,❌ 暫避觀望,15.42,22.970027247956406,6.23,64.88,⚠️ 獲利稀釋,216.06
-192.54,-152.4,2026-03,華義*,-19.63%,2025,44.07%,-25.5,5.99,3086.TWO,25.8500003815,⚪ 數據不足,-0.62,0.0,-0.01,-104.55,📉 獲利侵蝕,47.85
40.24,-152.6,2026-03,穎崴,N/A,2025,N/A,1842.6000000000001,35.51,6515.TW,5290.0,❌ 暫避觀望,46.93,43.06414848583523,19.54,13.4,⚠️ 獲利稀釋,166.0
131.69,-152.6,2026-03,辣椒,N/A,2025,N/A,144.9,786.25,4946.TWO,67.4000015259,⚪ 中性觀察,3.14,6.977225830838509,0.41,-82.61,📉 獲利侵蝕,69.99
-39.39,-152.73000000000002,2026-03,奕力-KY,N/A,2025,N/A,120.60000000000001,-15.03,6962.TW,29.0,⚪ 中性觀察,2.87,3.606965174129353,0.58,-69.68,📉 獲利侵蝕,83.05
61.83,-152.76,2026-03,聯發國際,5.94%,2025,49.60%,125.39999999999999,69.66,2756.TWO,56.5,⚪ 中性觀察,3.93,6.758373205741627,0.51,-3.85,📉 獲利侵蝕,148.91
-33.77,-153.12,2026-03,類比科,-0.86%,2025,38.12%,29.250000000000004,4.92,3438.TWO,48.25,❌ 暫避觀望,1.0,24.74358974358974,0.24,-27.27,📉 獲利侵蝕,125.85
-45.5,-153.44,2026-03,鼎基,N/A,2025,N/A,210.0,-13.21,6585.TW,107.5,⚪ 中性觀察,5.64,7.678571428571429,1.86,-28.46,📉 獲利侵蝕,124.98
-32.0,-153.53,2026-03,聯德,-362.94%,2025,23.48%,7.95,-88.36,3308.TW,18.5499992371,❌ 暫避觀望,0.68,34.999998560566034,0.01,-98.28,📉 獲利侵蝕,55.25
-51.27,-153.63,2026-03,海悅,22.47%,2025,34.04%,208.2,-27.63,2348.TW,76.3000030518,⚪ 中性觀察,6.85,5.497118375489914,0.16,-93.37,📉 獲利侵蝕,60.26
-45.98,-154.0,2026-03,耿鼎,N/A,2025,N/A,68.7,-12.78,1524.TW,25.3999996185,⚪ 中性觀察,1.95,5.545851445087337,0.53,-45.92,📉 獲利侵蝕,108.08
3.25,-154.59,2026-03,台航,41.07%,2025,46.23%,0.0,-2.28,2617.TW,0.0,⚪ 數據不足,3.18,0.0,0.71,22.41,⚠️ 獲利稀釋,177.0
-22.38,-154.6,2026-03,笙泉,-12.95%,2025,34.82%,-67.95,-11.1,3122.TWO,22.7000007629,⚪ 數據不足,-1.75,0.0,-0.29,45.28,⚠️ 獲利稀釋,199.88
-355.0,-154.78,2026-03,芯鼎,N/A,2025,N/A,-87.9,10.49,6695.TW,45.8499984741,⚪ 數據不足,-1.83,0.0,-0.68,4.29,⚠️ 獲利稀釋,159.07
-12.03,-154.98,2026-03,昇達科,27.57%,2025,58.57%,290.7,5.02,3491.TWO,923.0,❌ 暫避觀望,7.83,47.62641898864809,3.68,70.37,🏰 高護城河,225.35
-20.23,-155.0,2026-03,捷波,N/A,2025,N/A,100.05,12.38,6161.TWO,44.8499984741,⚪ 中性觀察,2.72,6.724137702263868,0.83,45.61,⚠️ 獲利稀釋,200.61
-5.16,-155.49,2026-03,鐿鈦,N/A,2025,N/A,179.25000000000003,1.22,4163.TWO,122.0,⚪ 中性觀察,5.13,10.209205020920502,1.29,-23.31,📉 獲利侵蝕,132.18
2.89,-155.52999999999997,2026-03,穩得,N/A,2025,N/A,269.25,-2.32,6761.TWO,126.0,⚪ 中性觀察,7.34,7.01949860724234,1.6,-14.89,📉 獲利侵蝕,140.64
15.09,-155.94,2026-03,港建*,11.18%,2025,40.97%,44.849999999999994,38.76,3093.TWO,40.0999984741,⚪ 中性觀察,1.22,13.411370727123746,0.08,-81.4,📉 獲利侵蝕,74.54
-22.13,-156.84,2026-03,聰泰,N/A,2025,N/A,185.7,22.92,5474.TWO,135.0,⚪ 中性觀察,5.49,10.904684975767367,0.6,-41.18,📉 獲利侵蝕,115.66
11.33,-156.91000000000003,2026-03,久禾光,N/A,2025,N/A,229.95000000000002,19.77,6498.TWO,67.1999969482,⚪ 中性觀察,6.51,4.383561444761904,1.75,16.67,⚠️ 獲利稀釋,173.58
-28.18,-157.4,2026-03,欣天然,N/A,2025,N/A,65.4,2.96,9918.TW,42.2999992371,⚪ 中性觀察,1.61,9.701834687408256,0.63,16.98,⚠️ 獲利稀釋,174.38
16.9,-157.79,2026-03,志旭,N/A,2025,N/A,-29.85,-2.17,8067.TWO,12.6499996185,⚪ 數據不足,-0.59,0.0,-0.62,-100.0,📉 獲利侵蝕,57.79
-1377.78,-158.26999999999998,2026-03,笙科,N/A,2025,N/A,-50.4,2.86,5272.TWO,16.7000007629,⚪ 數據不足,-1.33,0.0,-0.57,-90.0,📉 獲利侵蝕,68.27
-57.58,-158.51,2026-03,憶聲,-2.71%,2025,24.73%,13.800000000000002,-31.39,3024.TW,11.8500003815,⚪ 中性觀察,0.28,12.880435197282607,0.02,-90.0,📉 獲利侵蝕,68.51
139.29,-158.55,2026-03,泰霖,N/A,2025,N/A,9.0,22.38,8080.TWO,27.4500007629,❌ 暫避觀望,0.12,45.750001271500004,0.02,-81.82,📉 獲利侵蝕,76.73
-19.59,-159.02,2026-03,三集瑞-KY,N/A,2025,N/A,277.65,2.98,6862.TW,117.0,⚪ 中性觀察,8.29,6.320907617504052,1.0,-68.65,📉 獲利侵蝕,90.37
31.02,-159.39000000000001,2026-03,中天,-18.87%,2025,42.56%,-58.650000000000006,9.94,4128.TWO,13.6499996185,⚪ 數據不足,-1.29,0.0,-0.31,26.19,⚠️ 獲利稀釋,185.58
-14.17,-159.41,2026-03,力領科技,N/A,2025,N/A,419.85,-9.4,6996.TWO,167.0,⚪ 中性觀察,12.15,5.966416577349053,3.27,36.13,⚠️ 獲利稀釋,195.54
