日期,代號,名稱,最新價格,成本,股數,損益,報酬率
2026-06-18,2317,鴻海,272.0,241.21,2000,61580,12.76%
2026-06-18,4142,國光生,17.5,25.32,1000,-7820,-30.88%
2026-06-18,0050,元大台灣50,105.9,46.6,16000,948800,127.25%
2026-06-18,0056,元大高股息,51.55,36.43,4000,60480,41.50%
2026-06-18,00635U,期元大S&P黃金,45.17,55.25,3000,-30240,-18.24%
2026-06-18,00738U,期元大道瓊白銀,56.2,66.26,1000,-10060,-15.18%
2026-06-18,00929,復華台灣科技優息,30.37,19.73,8000,85120,53.93%
2026-06-18,009816,凱基台灣TOP50,15.51,11.01,63000,283500,40.87%
2026-06-18,00990A,主動元大AI新經濟,20.89,11.48,5000,47050,81.97%
2026-06-18,2009,第一銅,40.05,50.56,4000,-42040,-20.79%
2026-06-18,2337,旺宏,161.5,95.28,2000,132440,69.50%
2026-06-18,2409,友達,26.25,16.21,2000,20080,61.94%
2026-06-18,3481,群創,58.6,25.1,4000,134000,133.47%
2026-06-18,6806,森崴能源,3.6,45.39,5000,-208950,-92.07%
2026-06-18,3105,穩懋,519.0,556.47,300,-11241,-6.73%
2026-06-18,4966,譜瑞-KY,675.0,1921.64,1000,-1246640,-64.87%
2026-06-18,00403A,主動統一升級50,10.7,10.68,26000,520,0.19%
2026-06-18,00981A,主動統一台股增長,30.82,27.48,2000,6680,12.15%
2026-06-18,2330,台積電,2385.0,225.55,10,21594,957.42%
2026-06-18,6789,采鈺,494.0,593.5,400,-39800,-16.76%
2026-06-18,6849,奇鼎科技,173.0,266.4,280,-26152,-35.06%
2026-06-18,7853,政美應用,324.5,409.29,280,-23741,-20.72%
2026-06-18,3576,聯合再生,19.15,18.5,2000,1300,3.51%
2026-06-18,1721,三晃,23.5,27.88,3000,-13150,-15.72%
2026-06-18,8215,明基材,32.05,31.6,200,90,1.42%
2026-06-18,00405A,主動富邦台灣龍耀,9.37,9.34,11000,330,0.32%
2026-06-18,5498,凱崴,66.4,69.61,188,-603,-4.61%
