
📅 投資日報表: 2026-06-18
=======================================================================================================================================
代號     | 名稱       | 開盤     | 最高     | 最低     | 最新     | 成交量         | 平均成本    | 股數     | 損益       | 報酬%
---------------------------------------------------------------------------------------------------------------------------------------
2317     | 鴻海         | 266.00   | 272.00   | 264.00   | 272.00   | 40,918,113   | 241.21      | 2000     | ▲61,580   |  +12.76%
4142     | 國光生        | 17.55    | 17.70    | 17.40    | 17.50    | 628,000      | 25.32       | 1000     | ▼7,820    |  -30.88%
0050     | 元大台灣50     | 106.05   | 106.05   | 104.85   | 105.90   | 67,088,029   | 46.60       | 16000    | ▲948,800  | +127.25%
0056     | 元大高股息      | 51.80    | 51.90    | 51.40    | 51.55    | 29,713,566   | 36.43       | 4000     | ▲60,480   |  +41.50%
00635U   | 期元大S&P黃金   | 45.18    | 45.24    | 44.94    | 45.17    | 2,756,096    | 55.25       | 3000     | ▼30,240   |  -18.24%
00738U   | 期元大道瓊白銀    | 56.20    | 56.30    | 55.50    | 56.20    | 3,380,458    | 66.26       | 1000     | ▼10,060   |  -15.18%
00929    | 復華台灣科技優息   | 30.51    | 30.64    | 30.24    | 30.37    | 28,653,254   | 19.73       | 8000     | ▲85,120   |  +53.93%
009816   | 凱基台灣TOP50  | 15.49    | 15.53    | 15.36    | 15.51    | 123,534,215  | 11.01       | 63000    | ▲283,500  |  +40.87%
00990A   | 主動元大AI新經濟  | 20.80    | 20.96    | 20.65    | 20.89    | 52,749,731   | 11.48       | 5000     | ▲47,050   |  +81.97%
2009     | 第一銅        | 40.00    | 40.55    | 39.70    | 40.05    | 1,250,220    | 50.56       | 4000     | ▼42,040   |  -20.79%
2337     | 旺宏         | 164.00   | 168.50   | 159.50   | 161.50   | 112,243,922  | 95.28       | 2000     | ▲132,440  |  +69.50%
2409     | 友達         | 23.60    | 26.25    | 23.35    | 26.25    | 557,255,250  | 16.21       | 2000     | ▲20,080   |  +61.94%
3481     | 群創         | 53.20    | 58.60    | 53.20    | 58.60    | 236,286,245  | 25.10       | 4000     | ▲134,000  | +133.47%
6806     | 森崴能源       | 3.90     | 3.90     | 3.57     | 3.60     | 2,468,966    | 45.39       | 5000     | ▼208,950  |  -92.07%
3105     | 穩懋         | 488.00   | 520.00   | 481.00   | 519.00   | 21,906,720   | 556.47      | 300      | ▼11,241   |   -6.73%
4966     | 譜瑞-KY      | 655.00   | 675.00   | 650.00   | 675.00   | 972,625      | 1921.64     | 1000     | ▼1,246,640 |  -64.87%
00403A   | 主動統一升級50   | 10.74    | 10.77    | 10.66    | 10.70    | 586,932,735  | 10.68       | 26000    | ▲520      |   +0.19%
00981A   | 主動統一台股增長   | 31.28    | 31.28    | 30.78    | 30.82    | 184,340,014  | 27.48       | 2000     | ▲6,680    |  +12.15%
2330     | 台積電        | 2355.00  | 2385.00  | 2350.00  | 2385.00  | 25,510,076   | 225.55      | 10       | ▲21,594   | +957.42%
6789     | 采鈺         | 483.50   | 495.50   | 480.50   | 494.00   | 1,135,628    | 593.50      | 400      | ▼39,800   |  -16.76%
6849     | 奇鼎科技       | 177.00   | 178.00   | 169.00   | 173.00   | 266,816      | 266.40      | 280      | ▼26,152   |  -35.06%
7853     | 政美應用       | 326.50   | 331.00   | 317.00   | 324.50   | 589,513      | 409.29      | 280      | ▼23,741   |  -20.72%
3576     | 聯合再生       | 18.60    | 19.35    | 18.40    | 19.15    | 22,016,579   | 18.50       | 2000     | ▲1,300    |   +3.51%
1721     | 三晃         | 22.35    | 24.20    | 22.35    | 23.50    | 1,588,914    | 27.88       | 3000     | ▼13,150   |  -15.72%
8215     | 明基材        | 28.95    | 32.05    | 28.70    | 32.05    | 10,884,232   | 31.60       | 200      | ▲90       |   +1.42%
00405A   | 主動富邦台灣龍耀   | 9.42     | 9.49     | 9.34     | 9.37     | 112,432,299  | 9.34        | 11000    | ▲330      |   +0.32%
5498     | 凱崴         | 65.20    | 68.30    | 64.60    | 66.40    | 4,481,643    | 69.61       | 188      | ▼603      |   -4.61%
---------------------------------------------------------------------------------------------------------------------------------------
💰 庫存總投入:       6,385,376    📊 未實現損益:        +143,127 (  +2.24%)
