     Stock        Name  Score    Close                                BuyReason
  5351.TWO          鈺創    6.5    79.50 ADX轉強 | 【EPS連2成長 | 營收爆發(310.99%) | 董監加碼】
   8996.TW          高力    5.5   911.00        ADX轉強 | 【EPS連2成長 | 營收爆發(205.73%)】
  6419.TWO         京晨科    5.5    85.50         ADX轉強 | 【EPS連2成長 | 營收爆發(37.58%)】
  6223.TWO          旺矽    5.5  3860.00         ADX轉強 | 【EPS連2成長 | 營收爆發(45.54%)】
  4973.TWO          廣穎    5.5    88.40         ADX轉強 | 【EPS連2成長 | 營收爆發(42.53%)】
   2425.TW          承啟    5.5    30.65        ADX轉強 | 【EPS連2成長 | 營收爆發(113.51%)】
  6163.TWO         華電網    5.5    62.90        ADX轉強 | 【EPS連2成長 | 營收爆發(136.48%)】
  3663.TWO          鑫科    5.5    71.50        ADX轉強 | 【EPS連2成長 | 營收爆發(133.68%)】
  6026.TWO         福邦證    5.5    14.80        ADX轉強 | 【EPS連2成長 | 營收爆發(191.85%)】
  6265.TWO         方土昶    5.5    47.55        ADX轉強 | 【EPS連2成長 | 營收爆發(309.86%)】
   6139.TW          亞翔    5.5   593.00          ADX轉強 | 【EPS連2成長 | 營收爆發(81.4%)】
  6727.TWO        亞泰金屬    5.5   293.00        ADX轉強 | 【EPS連2成長 | 營收爆發(482.36%)】
  5498.TWO          凱崴    5.5    61.80         ADX轉強 | 【EPS連2成長 | 營收爆發(43.83%)】
   2305.TW          全友    5.5    14.85         ADX轉強 | 【EPS連2成長 | 營收爆發(34.16%)】
  4923.TWO          力士    5.5    36.50         ADX轉強 | 【EPS連2成長 | 營收爆發(39.63%)】
  6693.TWO         廣閎科    5.5   105.00         ADX轉強 | 【EPS連2成長 | 營收爆發(42.95%)】
   8021.TW          尖點    5.0   264.50            ADX轉強 | 【營收爆發(42.47%) | 董監加碼】
  7718.TWO          友鋮    5.0    49.60            ADX轉強 | 【營收爆發(40.26%) | 董監加碼】
   2481.TW          強茂    4.5    94.80                 ADX轉強 | 【EPS連2成長 | 董監加碼】
   4956.TW          光鋐    4.5    34.00                 ADX轉強 | 【EPS連2成長 | 董監加碼】
   6120.TW          達運    4.5    13.95                 ADX轉強 | 【EPS連2成長 | 董監加碼】
  8299.TWO          群聯    4.5  1915.00         【EPS連2成長 | 營收爆發(169.43%) | 董監加碼】
  6870.TWO          騰雲    4.0   195.00                   ADX轉強 | 【營收爆發(48.54%)】
  6874.TWO          倍力    4.0    88.10                    ADX轉強 | 【營收爆發(89.2%)】
  4513.TWO          福裕    4.0    18.30                  ADX轉強 | 【營收爆發(184.39%)】
  3489.TWO          森寶    4.0    23.10                 ADX轉強 | 【營收爆發(7783.71%)】
  5514.TWO          三豐    4.0    16.15                ADX轉強 | 【營收爆發(21437.63%)】
   2308.TW         台達電    4.0  1475.00                    ADX轉強 | 【營收爆發(31.0%)】
  6903.TWO          巨漢    4.0   304.50                  ADX轉強 | 【營收爆發(236.18%)】
   1512.TW          瑞利    4.0     7.70                   ADX轉強 | 【營收爆發(77.18%)】
   8112.TW          至上    4.0    88.30                  ADX轉強 | 【營收爆發(136.81%)】
  1799.TWO          易威    4.0    37.80                   ADX轉強 | 【營收爆發(38.58%)】
  7738.TWO        東聯互動    4.0   196.50                   ADX轉強 | 【營收爆發(30.63%)】
  8093.TWO          保銳    4.0    19.20                  ADX轉強 | 【營收爆發(115.01%)】
  3339.TWO          泰谷    4.0    32.95                   ADX轉強 | 【營收爆發(31.83%)】
   3416.TW         融程電    4.0   150.50                   ADX轉強 | 【營收爆發(37.85%)】
   2348.TW          海悅    4.0    81.90                  ADX轉強 | 【營收爆發(239.77%)】
  7781.TWO        昕力資*    4.0    32.00                   ADX轉強 | 【營收爆發(42.08%)】
   2406.TW          國碩    4.0    37.05                  ADX轉強 | 【營收爆發(159.77%)】
   2243.TW       宏旭-KY    4.0    19.50                  ADX轉強 | 【營收爆發(739.37%)】
   5706.TW          鳳凰    4.0    52.10                   ADX轉強 | 【營收爆發(74.55%)】
  8472.TWO         夠麻吉    4.0    77.70                  ADX轉強 | 【營收爆發(202.29%)】
  3555.TWO         博士旺    4.0   204.00                 ADX轉強 | 【營收爆發(4102.23%)】
   2451.TW          創見    4.0   302.00                  ADX轉強 | 【營收爆發(246.28%)】
   4949.TW        有成精密    4.0    66.00                   ADX轉強 | 【營收爆發(38.12%)】
  6199.TWO          天品    4.0   103.50                  ADX轉強 | 【營收爆發(587.51%)】
  6574.TWO          霈方    4.0   133.50                   ADX轉強 | 【營收爆發(56.66%)】
   6477.TW          安集    4.0    37.20                   ADX轉強 | 【營收爆發(78.94%)】
   6024.TW         群益期    4.0    55.40                  ADX轉強 | 【營收爆發(152.89%)】
  6637.TWO          醫影    4.0    73.90                  ADX轉強 | 【營收爆發(196.31%)】
  7547.TWO          碩網    4.0    68.30                   ADX轉強 | 【營收爆發(49.76%)】
   6531.TW         愛普*    4.0   553.00                  ADX轉強 | 【營收爆發(146.68%)】
  5478.TWO          智冠    4.0   112.00                   ADX轉強 | 【營收爆發(43.29%)】
  3490.TWO          單井    4.0    25.65                   ADX轉強 | 【營收爆發(58.94%)】
  4442.TWO       竣邦-KY    4.0    60.30                    ADX轉強 | 【營收爆發(77.4%)】
  6560.TWO         欣普羅    3.5    40.45                 【EPS連2成長 | 營收爆發(55.97%)】
  6435.TWO          大中    3.5   166.50                        ADX轉強 | 【EPS連2成長】
   2423.TW          固緯    3.5    49.10                        ADX轉強 | 【EPS連2成長】
  3083.TWO          網龍    3.5    28.10                  【EPS連2成長 | 營收爆發(64.5%)】
   3006.TW         晶豪科    3.5   195.50                 【EPS連2成長 | 營收爆發(128.4%)】
  6844.TWO         諾貝兒    3.5    64.10                        ADX轉強 | 【EPS連2成長】
  5345.TWO          馥鴻    3.5    22.50                【EPS連2成長 | 營收爆發(214.64%)】
  4726.TWO          永昕    3.5    31.65                【EPS連2成長 | 營收爆發(140.43%)】
  6101.TWO        寬魚國際    3.5    37.35                【EPS連2成長 | 營收爆發(685.99%)】
   2344.TW         華邦電    3.5   110.00                 【EPS連2成長 | 營收爆發(88.45%)】
   1460.TW          宏遠    3.5     7.03                        ADX轉強 | 【EPS連2成長】
  6122.TWO          擎邦    3.5    51.20                        ADX轉強 | 【EPS連2成長】
   3535.TW         晶彩科    3.5   124.00               【EPS連2成長 | 營收爆發(4841.75%)】
  3629.TWO        地心引力    3.5    18.50             【EPS連2成長 | 營收爆發(136566.67%)】
   2208.TW          台船    3.5    21.60                 【EPS連2成長 | 營收爆發(38.94%)】
  6683.TWO        雍智科技    3.5  1285.00                 【EPS連2成長 | 營收爆發(46.93%)】
   6579.TW          研揚    3.5   116.00                        ADX轉強 | 【EPS連2成長】
   2520.TW          冠德    3.5    33.05                        ADX轉強 | 【EPS連2成長】
  1815.TWO          富喬    3.5   102.00                 【EPS連2成長 | 營收爆發(60.76%)】
  8059.TWO          凱碩    3.5    21.20                【EPS連2成長 | 營收爆發(604.49%)】
   2485.TW          兆赫    3.5    73.90                 【EPS連2成長 | 營收爆發(84.86%)】
   3040.TW          遠見    3.5    48.90                        ADX轉強 | 【EPS連2成長】
   5871.TW       中租-KY    3.5   106.50                        ADX轉強 | 【EPS連2成長】
  5490.TWO          同亨    3.5    29.10                        ADX轉強 | 【EPS連2成長】
   6515.TW          穎崴    3.5  7930.00                        ADX轉強 | 【EPS連2成長】
   1323.TW          永裕    3.5    19.10                        ADX轉強 | 【EPS連2成長】
   4916.TW         事欣科    3.5    61.50                 【EPS連2成長 | 營收爆發(40.99%)】
   4755.TW         三福化    3.5   145.50                        ADX轉強 | 【EPS連2成長】
   4764.TW          雙鍵    3.5   143.50                        ADX轉強 | 【EPS連2成長】
  6499.TWO          益安    3.5   107.00                  【EPS連2成長 | 營收爆發(32.3%)】
   1471.TW          首利    3.5    13.95                        ADX轉強 | 【EPS連2成長】
   2337.TW          旺宏    3.5   160.00                 【EPS連2成長 | 營收爆發(59.98%)】
