     Stock       Name  Score    Close                                BuyReason
  5351.TWO         鈺創    6.5    70.00 ADX轉強 | 【EPS連2成長 | 營收爆發(310.99%) | 董監加碼】
  6683.TWO       雍智科技    5.5  1100.00         ADX轉強 | 【EPS連2成長 | 營收爆發(46.93%)】
  6265.TWO        方土昶    5.5    40.70        ADX轉強 | 【EPS連2成長 | 營收爆發(309.86%)】
  8923.TWO         時報    5.5    20.20          ADX轉強 | 【EPS連2成長 | 營收爆發(32.9%)】
   8996.TW         高力    5.5   772.00        ADX轉強 | 【EPS連2成長 | 營收爆發(205.73%)】
  8059.TWO         凱碩    5.5    18.80        ADX轉強 | 【EPS連2成長 | 營收爆發(604.49%)】
  1815.TWO         富喬    5.5    98.80         ADX轉強 | 【EPS連2成長 | 營收爆發(60.76%)】
   3209.TW         全科    5.5    42.90         ADX轉強 | 【EPS連2成長 | 營收爆發(35.04%)】
  6584.TWO       南俊國際    5.5   540.00         ADX轉強 | 【EPS連2成長 | 營收爆發(47.92%)】
   2305.TW         全友    5.5    14.45         ADX轉強 | 【EPS連2成長 | 營收爆發(34.16%)】
  6223.TWO         旺矽    5.5  3670.00         ADX轉強 | 【EPS連2成長 | 營收爆發(45.54%)】
  6574.TWO         霈方    5.5   122.50         ADX轉強 | 【EPS連2成長 | 營收爆發(56.66%)】
   2425.TW         承啟    5.5    29.45        ADX轉強 | 【EPS連2成長 | 營收爆發(113.51%)】
  6419.TWO        京晨科    5.5    80.90         ADX轉強 | 【EPS連2成長 | 營收爆發(37.58%)】
  6693.TWO        廣閎科    5.5   102.50         ADX轉強 | 【EPS連2成長 | 營收爆發(42.95%)】
  5498.TWO         凱崴    5.5    54.50         ADX轉強 | 【EPS連2成長 | 營收爆發(43.83%)】
  6727.TWO       亞泰金屬    5.5   253.50        ADX轉強 | 【EPS連2成長 | 營收爆發(482.36%)】
  6026.TWO        福邦證    5.5    14.60        ADX轉強 | 【EPS連2成長 | 營收爆發(191.85%)】
  4973.TWO         廣穎    5.5    71.70         ADX轉強 | 【EPS連2成長 | 營收爆發(42.53%)】
  3546.TWO         宇峻    5.5    70.20        ADX轉強 | 【EPS連2成長 | 營收爆發(127.43%)】
  4923.TWO         力士    5.5    36.35         ADX轉強 | 【EPS連2成長 | 營收爆發(39.63%)】
  3663.TWO         鑫科    5.5    71.00        ADX轉強 | 【EPS連2成長 | 營收爆發(133.68%)】
  6163.TWO        華電網    5.5    59.50        ADX轉強 | 【EPS連2成長 | 營收爆發(136.48%)】
   8021.TW         尖點    5.0   231.00            ADX轉強 | 【營收爆發(42.47%) | 董監加碼】
  7718.TWO         友鋮    5.0    47.10            ADX轉強 | 【營收爆發(40.26%) | 董監加碼】
   2481.TW         強茂    4.5    97.10                 ADX轉強 | 【EPS連2成長 | 董監加碼】
  8299.TWO         群聯    4.5  1685.00         【EPS連2成長 | 營收爆發(169.43%) | 董監加碼】
   4956.TW         光鋐    4.5    35.45                 ADX轉強 | 【EPS連2成長 | 董監加碼】
   6120.TW         達運    4.5    12.95                 ADX轉強 | 【EPS連2成長 | 董監加碼】
  5514.TWO         三豐    4.0    16.05                ADX轉強 | 【營收爆發(21437.63%)】
  7781.TWO       昕力資*    4.0    31.95                   ADX轉強 | 【營收爆發(42.08%)】
   2451.TW         創見    4.0   253.00                  ADX轉強 | 【營收爆發(246.28%)】
   2243.TW      宏旭-KY    4.0    19.35                  ADX轉強 | 【營收爆發(739.37%)】
  8472.TWO        夠麻吉    4.0    78.30                  ADX轉強 | 【營收爆發(202.29%)】
   8476.TW        台境*    4.0    19.35                   ADX轉強 | 【營收爆發(43.43%)】
  7547.TWO         碩網    4.0    69.40                   ADX轉強 | 【營收爆發(49.76%)】
   2348.TW         海悅    4.0    78.70                  ADX轉強 | 【營收爆發(239.77%)】
   4949.TW       有成精密    4.0    61.00                   ADX轉強 | 【營收爆發(38.12%)】
  6199.TWO         天品    4.0   100.50                  ADX轉強 | 【營收爆發(587.51%)】
   2442.TW        新美齊    4.0    20.45                 ADX轉強 | 【營收爆發(9886.17%)】
  3555.TWO        博士旺    4.0   166.00                 ADX轉強 | 【營收爆發(4102.23%)】
  3339.TWO         泰谷    4.0    37.25                   ADX轉強 | 【營收爆發(31.83%)】
  7751.TWO         竑騰    4.0  1515.00                   ADX轉強 | 【營收爆發(73.86%)】
   2406.TW         國碩    4.0    34.00                  ADX轉強 | 【營收爆發(159.77%)】
   8926.TW        台汽電    4.0    45.35                  ADX轉強 | 【營收爆發(300.39%)】
   8112.TW         至上    4.0    79.30                  ADX轉強 | 【營收爆發(136.81%)】
   5706.TW         鳳凰    4.0    51.40                   ADX轉強 | 【營收爆發(74.55%)】
  6874.TWO         倍力    4.0    90.60                    ADX轉強 | 【營收爆發(89.2%)】
   6531.TW        愛普*    4.0   501.00                  ADX轉強 | 【營收爆發(146.68%)】
   3416.TW        融程電    4.0   150.00                   ADX轉強 | 【營收爆發(37.85%)】
  6640.TWO         均華    4.0  1075.00                    ADX轉強 | 【營收爆發(52.0%)】
   2855.TW        統一證    4.0    31.00                  ADX轉強 | 【營收爆發(221.36%)】
  3466.TWO         德晉    4.0    35.60                  ADX轉強 | 【營收爆發(140.62%)】
  6870.TWO         騰雲    4.0   185.50                   ADX轉強 | 【營收爆發(48.54%)】
   2308.TW        台達電    4.0  1415.00                    ADX轉強 | 【營收爆發(31.0%)】
  1799.TWO         易威    4.0    36.80                   ADX轉強 | 【營收爆發(38.58%)】
   1512.TW         瑞利    4.0     7.71                   ADX轉強 | 【營收爆發(77.18%)】
  7738.TWO       東聯互動    4.0   187.50                   ADX轉強 | 【營收爆發(30.63%)】
   2449.TW       京元電子    4.0   278.50                   ADX轉強 | 【營收爆發(41.05%)】
  4442.TWO      竣邦-KY    4.0    61.80                    ADX轉強 | 【營收爆發(77.4%)】
  3490.TWO         單井    4.0    25.35                   ADX轉強 | 【營收爆發(58.94%)】
  3489.TWO         森寶    4.0    22.65                 ADX轉強 | 【營收爆發(7783.71%)】
   1309.TW        台達化    3.5    20.00                        ADX轉強 | 【EPS連2成長】
   4938.TW         和碩    3.5    76.40                        ADX轉強 | 【EPS連2成長】
  6499.TWO         益安    3.5    95.20                  【EPS連2成長 | 營收爆發(32.3%)】
  6844.TWO        諾貝兒    3.5    64.20                        ADX轉強 | 【EPS連2成長】
   1471.TW         首利    3.5    13.05                        ADX轉強 | 【EPS連2成長】
   2345.TW         智邦    3.5  1535.00                  【EPS連2成長 | 營收爆發(82.7%)】
   6854.TW   錼創科技-KY創    3.5   138.50                        ADX轉強 | 【EPS連2成長】
   2468.TW         華經    3.5    37.50                        ADX轉強 | 【EPS連2成長】
   3443.TW         創意    3.5  2505.00                 【EPS連2成長 | 營收爆發(60.15%)】
   6691.TW       洋基工程    3.5   605.00                 【EPS連2成長 | 營收爆發(37.09%)】
  3675.TWO         德微    3.5   201.00                        ADX轉強 | 【EPS連2成長】
   6805.TW        富世達    3.5  1835.00                 【EPS連2成長 | 營收爆發(51.13%)】
  3088.TWO         艾訊    3.5    84.00                        ADX轉強 | 【EPS連2成長】
   2337.TW         旺宏    3.5   136.50                 【EPS連2成長 | 營收爆發(59.98%)】
   3037.TW         欣興    3.5   460.00                        ADX轉強 | 【EPS連2成長】
   2472.TW        立隆電    3.5   122.50                        ADX轉強 | 【EPS連2成長】
   3028.TW        增你強    3.5    53.20                 【EPS連2成長 | 營收爆發(44.51%)】
   6515.TW         穎崴    3.5  8190.00                        ADX轉強 | 【EPS連2成長】
   2344.TW        華邦電    3.5    99.50                 【EPS連2成長 | 營收爆發(88.45%)】
   3006.TW        晶豪科    3.5   162.00                 【EPS連2成長 | 營收爆發(128.4%)】
   1460.TW         宏遠    3.5     7.23                        ADX轉強 | 【EPS連2成長】
  4726.TWO         永昕    3.5    31.30                【EPS連2成長 | 營收爆發(140.43%)】
   1218.TW         泰山    3.5    19.20                        ADX轉強 | 【EPS連2成長】
   3048.TW         益登    3.5    37.85                        ADX轉強 | 【EPS連2成長】
   1323.TW         永裕    3.5    19.00                        ADX轉強 | 【EPS連2成長】
  6219.TWO         富旺    3.5    14.60               【EPS連2成長 | 營收爆發(22485.5%)】
   6282.TW         康舒    3.5    45.10                        ADX轉強 | 【EPS連2成長】
   2851.TW        中再保    3.5    30.55                        ADX轉強 | 【EPS連2成長】
   6579.TW         研揚    3.5   114.00                        ADX轉強 | 【EPS連2成長】
   5871.TW      中租-KY    3.5   104.50                        ADX轉強 | 【EPS連2成長】
   2208.TW         台船    3.5    20.60                 【EPS連2成長 | 營收爆發(38.94%)】
  6560.TWO        欣普羅    3.5    40.30                 【EPS連2成長 | 營收爆發(55.97%)】
  8027.TWO         鈦昇    3.5   114.00                 【EPS連2成長 | 營收爆發(62.78%)】
  3067.TWO         全域    3.5    17.30                        ADX轉強 | 【EPS連2成長】
  6101.TWO       寬魚國際    3.5    37.50                【EPS連2成長 | 營收爆發(685.99%)】
   6239.TW         力成    3.5   192.00                 【EPS連2成長 | 營收爆發(34.63%)】
   6689.TW        伊雲谷    3.5    83.50                        ADX轉強 | 【EPS連2成長】
   1711.TW         永光    3.5    38.60                        ADX轉強 | 【EPS連2成長】
   4958.TW      臻鼎-KY    3.5   197.00                        ADX轉強 | 【EPS連2成長】
   2399.TW         映泰    3.5    30.90                        ADX轉強 | 【EPS連2成長】
   2423.TW         固緯    3.5    48.50                        ADX轉強 | 【EPS連2成長】
   6139.TW         亞翔    3.5   632.00                  【EPS連2成長 | 營收爆發(81.4%)】
  6245.TWO         立端    3.5    67.90                        ADX轉強 | 【EPS連2成長】
  4908.TWO         前鼎    3.5   109.00                        ADX轉強 | 【EPS連2成長】
  6532.TWO         瑞耘    3.5    75.40                        ADX轉強 | 【EPS連2成長】
  5289.TWO         宜鼎    3.5   978.00                【EPS連2成長 | 營收爆發(403.21%)】
   2444.TW         兆勁    3.5    13.00                        ADX轉強 | 【EPS連2成長】
  3629.TWO       地心引力    3.5    18.50             【EPS連2成長 | 營收爆發(136566.67%)】
  3689.TWO         湧德    3.5   111.50                        ADX轉強 | 【EPS連2成長】
   2476.TW         鉅祥    3.5    83.60                        ADX轉強 | 【EPS連2成長】
  7712.TWO      博盛半導體    3.5   118.50                        ADX轉強 | 【EPS連2成長】
   1709.TW         和益    3.5    18.10                        ADX轉強 | 【EPS連2成長】
   2485.TW         兆赫    3.5    75.20                 【EPS連2成長 | 營收爆發(84.86%)】
  6855.TWO        數泓科    3.5   111.50                        ADX轉強 | 【EPS連2成長】
   3535.TW        晶彩科    3.5   117.00               【EPS連2成長 | 營收爆發(4841.75%)】
   3135.TW         凌航    3.5   132.00                【EPS連2成長 | 營收爆發(104.12%)】
  3083.TWO         網龍    3.5    27.60                  【EPS連2成長 | 營收爆發(64.5%)】
   3022.TW        威強電    3.5    62.70                        ADX轉強 | 【EPS連2成長】
   6770.TW        力積電    3.5    62.70                        ADX轉強 | 【EPS連2成長】
   2059.TW         川湖    3.5  3520.00                 【EPS連2成長 | 營收爆發(31.16%)】
  3264.TWO         欣銓    3.5   145.50                        ADX轉強 | 【EPS連2成長】
  8358.TWO         金居    3.5   221.50                 【EPS連2成長 | 營收爆發(51.13%)】
   2351.TW         順德    3.5   102.50                        ADX轉強 | 【EPS連2成長】
  6568.TWO         宏觀    3.5   203.00                        ADX轉強 | 【EPS連2成長】
  5345.TWO         馥鴻    3.5    22.55                【EPS連2成長 | 營收爆發(214.64%)】
  8155.TWO         博智    3.5   250.00                        ADX轉強 | 【EPS連2成長】
  5483.TWO        中美晶    3.5   115.00                        ADX轉強 | 【EPS連2成長】
  4979.TWO        華星光    3.5   387.00                        ADX轉強 | 【EPS連2成長】
   6442.TW         光聖    3.5  1935.00                 【EPS連2成長 | 營收爆發(44.09%)】
  4413.TWO       飛寶企業    3.5    18.20                        ADX轉強 | 【EPS連2成長】
   6902.TW   GOGOLOOK    3.5    75.10                        ADX轉強 | 【EPS連2成長】
   8105.TW         凌巨    3.5    12.80                        ADX轉強 | 【EPS連2成長】
   8028.TW      昇陽半導體    3.5   181.50                        ADX轉強 | 【EPS連2成長】
  3086.TWO         華義    3.5   301.50                        ADX轉強 | 【EPS連2成長】
  3491.TWO        昇達科    3.5  1285.00                 【EPS連2成長 | 營收爆發(57.06%)】
  8234.TWO         新漢    3.5    64.00                        ADX轉強 | 【EPS連2成長】
   3530.TW        晶相光    3.5    57.30                 【EPS連2成長 | 營收爆發(33.12%)】
   1708.TW         東鹼    3.5    43.05                        ADX轉強 | 【EPS連2成長】
   4916.TW        事欣科    3.5    59.80                 【EPS連2成長 | 營收爆發(40.99%)】
   6215.TW         和椿    3.5   100.50                 【EPS連2成長 | 營收爆發(51.23%)】
   3591.TW        艾笛森    3.0    21.00                           ADX轉強 | 【董監加碼】
  8349.TWO        �矬�    3.0    41.40                           ADX轉強 | 【董監加碼】
  2230.TWO         泰茂    3.0    32.30                    【營收爆發(88.54%) | 董監加碼】
  6788.TWO        華景電    3.0   377.50                           ADX轉強 | 【董監加碼】
  3206.TWO         志豐    3.0    36.40                           ADX轉強 | 【董監加碼】
   4739.TW         康普    3.0    86.90                   【營收爆發(192.15%) | 董監加碼】
  6692.TWO        進能服    3.0    30.15                           ADX轉強 | 【董監加碼】
   1235.TW         興泰    3.0    39.20                   【營收爆發(807.67%) | 董監加碼】
  6578.TWO       達邦蛋白    3.0    17.85                    【營收爆發(39.97%) | 董監加碼】
  3526.TWO         凡甲    3.0   288.50                           ADX轉強 | 【董監加碼】
  3221.TWO        台嘉碩    3.0    36.95                           ADX轉強 | 【董監加碼】
  8390.TWO        金益鼎    3.0    90.20                    【營收爆發(55.01%) | 董監加碼】
  6624.TWO        萬年清    2.5    61.10                         【EPS連2成長 | 董監加碼】
   1736.TW         喬山    2.5   124.50                         【EPS連2成長 | 董監加碼】
   2516.TW         新建    2.5    14.25                         【EPS連2成長 | 董監加碼】
  6612.TWO       奈米醫材    2.5    70.00                         【EPS連2成長 | 董監加碼】
