代號,名稱,現價,當日外資(張),當日投信(張),當日自營(張),Date,上週估買(張),這週估買(張),淨增進貨(張),增長倍數,5D股價漲跌,狀態
6116.TW,彩晶,18.25,0,0,0,20260626,-989360,-214038,775321,0.2x,-2.93%,🚨 外資提款
6239.TW,力成,314.0,0,0,0,20260626,-249441,-75225,174215,0.3x,-13.62%,🚨 外資提款
6213.TW,聯茂,346.5,0,0,0,20260626,38629,177257,138627,4.6x,23.75%,▲ 順勢追意
8021.TW,尖點,535.0,0,0,0,20260626,-135187,2730,137917,-0.0x,-1.47%,★ 壓低偷買
8261.TW,富鼎,244.0,0,0,0,20260626,-27716,109612,137328,-4.0x,13.49%,▲ 順勢追意
8110.TW,華東,57.0,0,0,0,20260626,-1126,84953,86079,-75.4x,-3.72%,★ 壓低偷買
8046.TW,南電,1125.0,0,0,0,20260626,-6430,77954,84385,-12.1x,28.99%,▲ 順勢追意
6155.TW,鈞寶,86.1,0,0,0,20260626,-121856,-64797,57059,0.5x,-12.59%,🚨 外資提款
6271.TW,同欣電,255.0,0,0,0,20260626,-16988,39639,56627,-2.3x,5.15%,▲ 順勢追意
9105.TW,泰金寶-DR,9.32,0,0,0,20260626,-54434,-1216,53218,0.0x,-2.20%,🚨 外資提款
6695.TW,芯鼎,60.3,0,0,0,20260626,1528,43020,41491,28.1x,3.25%,▲ 順勢追意
6176.TW,瑞儀,87.7,0,0,0,20260626,-3554,36347,39902,-10.2x,-0.23%,★ 壓低偷買
6834.TW,天二科技,121.0,0,0,0,20260626,-45120,-5303,39817,0.1x,19.21%,🚨 外資提款
6257.TW,矽格,224.0,0,0,0,20260626,9074,48125,39050,5.3x,-4.68%,★ 壓低偷買
8150.TW,南茂,97.5,0,0,0,20260626,-23956,11671,35627,-0.5x,-6.25%,★ 壓低偷買
8105.TW,凌巨,22.65,0,0,0,20260626,-1821,25267,27089,-13.9x,3.42%,▲ 順勢追意
5471.TW,松翰,58.5,0,0,0,20260626,-19186,4578,23765,-0.2x,-3.94%,★ 壓低偷買
6278.TW,台表科,190.5,0,0,0,20260626,-20559,3022,23582,-0.1x,-6.85%,★ 壓低偷買
6525.TW,捷敏-KY,146.0,0,0,0,20260626,-7325,12580,19906,-1.7x,2.10%,▲ 順勢追意
6742.TW,澤米,65.1,0,0,0,20260626,-23075,-3318,19756,0.1x,-5.65%,🚨 外資提款
6209.TW,今國光,81.3,0,0,0,20260626,-64771,-46974,17796,0.7x,-16.27%,🚨 外資提款
6451.TW,訊芯-KY,598.0,0,0,0,20260626,-21593,-6060,15532,0.3x,6.60%,🚨 外資提款
9904.TW,寶成,25.3,0,0,0,20260626,-35214,-20124,15089,0.6x,-3.25%,🚨 外資提款
6449.TW,鈺邦,340.0,0,0,0,20260626,-11927,2320,14248,-0.2x,-20.70%,★ 壓低偷買
6706.TW,惠特,143.5,0,0,0,20260626,-15178,-972,14205,0.1x,-16.57%,🚨 外資提款
6909.TW,創控,55.0,0,0,0,20260626,496,13713,13216,27.6x,8.06%,▲ 順勢追意
6757.TW,台灣虎航,62.6,0,0,0,20260626,-6629,5294,11924,-0.8x,7.56%,▲ 順勢追意
5871.TW,中租-KY,113.5,0,0,0,20260626,-8130,3613,11744,-0.4x,-0.44%,★ 壓低偷買
6672.TW,騰輝電子-KY,292.0,0,0,0,20260626,23828,34340,10511,1.4x,18.94%,▲ 順勢追意
8033.TW,雷虎,140.5,0,0,0,20260626,1149,10382,9232,9.0x,8.49%,▲ 順勢追意
6141.TW,柏承,39.0,0,0,0,20260626,-3095,6089,9185,-2.0x,11.91%,▲ 順勢追意
8016.TW,矽創,311.0,0,0,0,20260626,1097,8880,7783,8.1x,3.49%,▲ 順勢追意
8422.TW,可寧衛*,28.25,0,0,0,20260626,-10125,-2911,7214,0.3x,0.53%,🚨 外資提款
6415.TW,矽力*-KY,572.0,0,0,0,20260626,-9023,-3180,5842,0.4x,-9.06%,🚨 外資提款
6139.TW,亞翔,878.0,0,0,0,20260626,1529,7262,5733,4.7x,6.68%,▲ 順勢追意
6668.TW,中揚光,39.05,0,0,0,20260626,-4619,-280,4338,0.1x,-17.27%,🚨 外資提款
6226.TW,光鼎,18.25,0,0,0,20260626,343,4676,4333,13.6x,47.18%,▲ 順勢追意
8996.TW,高力,1370.0,0,0,0,20260626,-712,3493,4205,-4.9x,-13.84%,★ 壓低偷買
6412.TW,群電,88.5,0,0,0,20260626,-5833,-1864,3968,0.3x,-3.38%,🚨 外資提款
8028.TW,昇陽半導體,285.5,0,0,0,20260626,-16623,-12656,3966,0.8x,-8.35%,🚨 外資提款
9945.TW,潤泰新,26.6,0,0,0,20260626,-3198,-374,2824,0.1x,-3.27%,🚨 外資提款
6658.TW,聯策,213.0,0,0,0,20260626,-2066,-105,1960,0.1x,12.70%,🚨 外資提款
6805.TW,富世達,1640.0,0,0,0,20260626,-2330,-439,1890,0.2x,-6.55%,🚨 外資提款
6831.TW,邁科,797.0,0,0,0,20260626,952,2811,1859,3.0x,3.10%,▲ 順勢追意
9958.TW,世紀鋼,112.0,0,0,0,20260626,-767,999,1766,-1.3x,-2.61%,★ 壓低偷買
6196.TW,帆宣,531.0,0,0,0,20260626,-1776,-48,1728,0.0x,-5.22%,🚨 外資提款
6715.TW,嘉基,455.0,0,0,0,20260626,94,1787,1693,19.0x,-3.50%,★ 壓低偷買
6142.TW,友勁,9.07,0,0,0,20260626,-1779,-131,1647,0.1x,-5.62%,🚨 外資提款
6670.TW,復盛應用,251.0,0,0,0,20260626,-1985,-664,1320,0.3x,-7.54%,🚨 外資提款
8215.TW,明基材,28.15,0,0,0,20260626,-589,669,1259,-1.1x,-9.63%,★ 壓低偷買
6669.TW,緯穎,4280.0,0,0,0,20260626,-2140,-1003,1137,0.5x,-14.15%,🚨 外資提款
6409.TW,旭隼,977.0,0,0,0,20260626,582,1712,1129,2.9x,5.51%,▲ 順勢追意
8210.TW,勤誠,1230.0,0,0,0,20260626,-1303,-202,1101,0.2x,-8.93%,🚨 外資提款
9938.TW,百和,43.25,0,0,0,20260626,-1056,38,1094,-0.0x,-1.70%,★ 壓低偷買
6152.TW,百一,13.05,0,0,0,20260626,-821,224,1046,-0.3x,-10.00%,★ 壓低偷買
7788.TW,松川精密,250.0,0,0,0,20260626,-4344,-3310,1034,0.8x,-14.38%,🚨 外資提款
6901.TW,鑽石投資,18.3,0,0,0,20260626,620,1565,944,2.5x,10.57%,▲ 順勢追意
8114.TW,振樺電,185.0,0,0,0,20260626,-614,184,798,-0.3x,-7.66%,★ 壓低偷買
6206.TW,飛捷,125.5,0,0,0,20260626,-327,453,781,-1.4x,-4.56%,★ 壓低偷買
6781.TW,AES-KY,1105.0,0,0,0,20260626,-111,439,550,-3.9x,-6.36%,★ 壓低偷買
8438.TW,昶昕,92.7,0,0,0,20260626,948,1479,531,1.6x,0.22%,★ 壓低偷買
9921.TW,巨大,76.5,0,0,0,20260626,-271,203,474,-0.7x,3.24%,▲ 順勢追意
8473.TW,山林水,48.1,0,0,0,20260626,-629,-158,471,0.3x,-3.80%,🚨 外資提款
9934.TW,成霖,9.86,0,0,0,20260626,-127,266,393,-2.1x,-2.38%,★ 壓低偷買
6164.TW,華興,12.65,0,0,0,20260626,1293,1634,341,1.3x,-5.24%,★ 壓低偷買
6531.TW,愛普*,990.0,0,0,0,20260626,-2832,-2495,336,0.9x,-2.75%,🚨 外資提款
5243.TW,乙盛-KY,98.8,0,0,0,20260626,-3200,-2864,335,0.9x,-9.77%,🚨 外資提款
6873.TW,泓德能源,79.4,0,0,0,20260626,-246,74,321,-0.3x,0.76%,▲ 順勢追意
7769.TW,鴻勁,6500.0,0,0,0,20260626,-145,169,314,-1.2x,-6.81%,★ 壓低偷買
8464.TW,億豐,350.5,0,0,0,20260626,-755,-444,311,0.6x,-2.09%,🚨 外資提款
6438.TW,迅得,145.5,0,0,0,20260626,-175,108,284,-0.6x,-8.49%,★ 壓低偷買
5284.TW,jpp-KY,355.0,0,0,0,20260626,-434,-156,278,0.4x,-12.35%,🚨 外資提款
7795.TW,長廣,460.5,0,0,0,20260626,149,401,252,2.7x,12.32%,▲ 順勢追意
6753.TW,龍德造船,121.5,0,0,0,20260626,5,246,240,42.5x,0.00%,★ 壓低偷買
6552.TW,易華電,29.4,0,0,0,20260626,-25,208,234,-8.1x,-5.31%,★ 壓低偷買
7740.TW,熙特爾-創,141.5,0,0,0,20260626,-253,-40,212,0.2x,-9.29%,🚨 外資提款
9941.TW,裕融,78.6,0,0,0,20260626,-197,4,201,-0.0x,-3.44%,★ 壓低偷買
6573.TW,虹揚-KY,19.85,0,0,0,20260626,121,321,199,2.6x,22.53%,▲ 順勢追意
6112.TW,邁達特,42.2,0,0,0,20260626,-171,-18,153,0.1x,-6.64%,🚨 外資提款
8249.TW,菱光,47.55,0,0,0,20260626,-158,-24,133,0.2x,-4.88%,🚨 外資提款
9955.TW,佳龍,26.15,0,0,0,20260626,-116,1,118,-0.0x,-2.97%,★ 壓低偷買
7631.TW,聚賢研發-創,164.0,0,0,0,20260626,6,105,98,15.1x,24.71%,▲ 順勢追意
6782.TW,視陽,190.0,0,0,0,20260626,-49,43,93,-0.9x,-2.31%,★ 壓低偷買
6214.TW,精誠,128.0,0,0,0,20260626,-2132,-2040,91,1.0x,-5.85%,🚨 外資提款
8049.TWO,晶采,28.0,0,0,0,20260626,36,128,91,3.5x,1.08%,▲ 順勢追意
8404.TW,百和興業-KY,16.15,0,0,0,20260626,-37,52,89,-1.4x,-3.00%,★ 壓低偷買
6906.TW,現觀科,88.9,0,0,0,20260626,-19,64,84,-3.2x,-3.47%,★ 壓低偷買
8222.TW,寶一,34.2,0,0,0,20260626,74,156,81,2.1x,-2.98%,★ 壓低偷買
6756.TW,威鋒電子,94.7,0,0,0,20260626,135,214,79,1.6x,-8.50%,★ 壓低偷買
910322.TW,康師傅-DR,20.65,0,0,0,20260626,-65,-3,62,0.0x,-2.82%,🚨 外資提款
910322.TW,康師傅-DR,20.65,0,0,0,20260626,-65,-3,62,0.0x,-2.82%,🚨 外資提款
6689.TW,伊雲谷,63.3,0,0,0,20260626,-37,19,56,-0.5x,-5.52%,★ 壓低偷買
6928.TW,攸泰科技,48.0,0,0,0,20260626,-16,36,52,-2.3x,0.10%,★ 壓低偷買
6902.TW,GOGOLOOK,134.0,0,0,0,20260626,-21,30,51,-1.4x,0.75%,▲ 順勢追意
9906.TW,欣巴巴,41.45,0,0,0,20260626,-60,-11,49,0.2x,-11.43%,🚨 外資提款
5469.TW,瀚宇博,87.4,0,0,0,20260626,2834,2882,47,1.0x,0.69%,▲ 順勢追意
5203.TW,訊連,67.0,0,0,0,20260626,-13,29,43,-2.2x,-2.90%,★ 壓低偷買
8429.TW,金麗-KY,6.17,0,0,0,20260626,-1,36,38,新進貨,-5.22%,★ 壓低偷買
8045.TW,達運光電,58.8,0,0,0,20260626,-2,31,34,新進貨,-3.76%,★ 壓低偷買
6916.TW,華凌,19.6,0,0,0,20260626,-27,4,32,-0.2x,-12.11%,★ 壓低偷買
6533.TW,晶心科,192.0,0,0,0,20260626,65,94,29,1.4x,-4.71%,★ 壓低偷買
7722.TW,LINEPAY,320.0,0,0,0,20260626,-14,15,29,-1.1x,-2.44%,★ 壓低偷買
6136.TW,富爾特,25.1,0,0,0,20260626,-61,-33,28,0.5x,-0.79%,🚨 外資提款
9940.TW,信義,18.95,0,0,0,20260626,18,47,28,2.5x,-4.53%,★ 壓低偷買
5434.TW,崇越,490.0,0,0,0,20260626,956,984,27,1.0x,3.05%,▲ 順勢追意
5292.TW,華懋,208.0,0,0,0,20260626,30,57,27,1.9x,-8.97%,★ 壓低偷買
8499.TW,鼎炫-KY,300.0,0,0,0,20260626,0,25,24,新進貨,-1.32%,★ 壓低偷買
6645.TW,金萬林-創,15.5,0,0,0,20260626,-28,-4,23,0.2x,0.98%,🚨 外資提款
6477.TW,安集,29.6,0,0,0,20260626,-282,-258,23,0.9x,-7.64%,🚨 外資提款
6657.TW,華安,34.9,0,0,0,20260626,-12,7,20,-0.6x,-4.64%,★ 壓低偷買
9908.TW,大台北,29.55,0,0,0,20260626,-2,15,17,新進貨,0.00%,★ 壓低偷買
6933.TW,AMAX-KY,137.5,0,0,0,20260626,-7,9,17,-1.2x,-12.42%,★ 壓低偷買
6796.TW,晉弘,56.5,0,0,0,20260626,-14,-3,11,0.2x,-4.72%,🚨 外資提款
6582.TW,申豐,33.5,0,0,0,20260626,1,12,10,新進貨,6.52%,▲ 順勢追意
8462.TW,柏文,136.0,0,0,0,20260626,-32,-21,10,0.7x,-2.16%,🚨 外資提款
8442.TW,威宏-KY,40.5,0,0,0,20260626,11,20,9,1.8x,0.50%,★ 壓低偷買
5258.TW,虹堡,46.55,0,0,0,20260626,-19,-10,9,0.5x,-8.00%,🚨 外資提款
6192.TW,巨路,119.0,0,0,0,20260626,-65,-55,9,0.9x,1.28%,🚨 外資提款
6598.TW,ABC-KY,22.8,0,0,0,20260626,-17,-9,8,0.5x,-5.59%,🚨 外資提款
2732.TWO,六角,65.5,0,0,0,20260626,-3,5,8,新進貨,2.02%,▲ 順勢追意
8940.TW,新天地,16.35,0,0,0,20260626,-9,-1,8,0.1x,-3.82%,🚨 外資提款
6957.TW,裕慶-KY,186.0,0,0,0,20260626,5,13,8,2.7x,-1.85%,★ 壓低偷買
7786.TW,東方風能,125.0,0,0,0,20260626,7,14,7,2.0x,-3.85%,★ 壓低偷買
6272.TW,驊陞,30.65,0,0,0,20260626,-57,-50,7,0.9x,-4.52%,🚨 外資提款
8478.TW,東哥遊艇,146.5,0,0,0,20260626,-10,-2,7,0.2x,-2.98%,🚨 外資提款
6743.TW,安普新,31.15,0,0,0,20260626,-24,-17,7,0.7x,7.41%,🚨 外資提款
6515.TW,穎崴,8190.0,0,0,0,20260626,-139,-134,4,1.0x,-13.33%,🚨 外資提款
6835.TW,圓裕,35.45,0,0,0,20260626,-6,-2,4,0.4x,-3.01%,🚨 外資提款
6666.TW,羅麗芬-KY,43.1,0,0,0,20260626,-3,1,4,新進貨,0.35%,★ 壓低偷買
6931.TW,青松健康,40.0,0,0,0,20260626,3,6,3,新進貨,-1.96%,★ 壓低偷買
6863.TW,永道-KY,90.2,0,0,0,20260626,7,10,3,1.4x,-6.72%,★ 壓低偷買
6505.TW,台塑化,53.5,0,0,0,20260626,1007,1010,2,1.0x,2.27%,▲ 順勢追意
8463.TW,潤泰材,21.15,0,0,0,20260626,-1,0,2,新進貨,-0.70%,★ 壓低偷買
6277.TW,宏正,68.9,0,0,0,20260626,41,44,2,1.1x,-4.83%,★ 壓低偷買
5906.TW,台南-KY,38.0,0,0,0,20260626,0,2,2,新進貨,-7.09%,★ 壓低偷買
9937.TW,全國,55.2,0,0,0,20260626,0,2,2,新進貨,-0.54%,★ 壓低偷買
9931.TW,欣高,34.8,0,0,0,20260626,0,3,2,新進貨,-1.28%,★ 壓低偷買
8201.TW,無敵,13.0,0,0,0,20260626,-3,0,2,轉買進,-3.70%,🚨 外資提款
6887.TW,寶綠特-KY,35.3,0,0,0,20260626,0,1,1,新進貨,3.22%,▲ 順勢追意
6958.TW,日盛台駿,16.4,0,0,0,20260626,0,2,1,新進貨,-4.65%,★ 壓低偷買
6504.TW,南六,36.0,0,0,0,20260626,0,1,1,新進貨,-0.55%,★ 壓低偷買
7799.TW,禾榮科,379.0,0,0,0,20260626,-88,-87,1,1.0x,4.70%,🚨 外資提款
6027.TWO,德信,11.6,0,0,0,20260626,0,0,0,N/A,-2.11%,🚨 外資提款
7820.TWO,立盈,111.5,0,0,0,20260626,0,0,0,N/A,-5.51%,🚨 外資提款
6542.TWO,隆中,46.3,0,0,0,20260626,0,0,0,N/A,-3.54%,🚨 外資提款
7703.TWO,銳澤,200.5,0,0,0,20260626,161,0,0,N/A,-2.91%,🚨 外資提款
1438.TW,三地開發,22.8,0,0,0,20260626,-207,0,0,N/A,2.47%,🚨 外資提款
2466.TW,冠西電,58.0,0,0,0,20260626,25,0,0,N/A,15.77%,🚨 外資提款
2101.TW,南港,31.15,0,0,0,20260626,320,0,0,N/A,-4.01%,🚨 外資提款
4431.TWO,敏成健康,16.5,0,0,0,20260626,0,0,0,N/A,-2.65%,🚨 外資提款
1711.TW,永光,42.55,0,0,0,20260626,1013,0,0,N/A,-6.07%,🚨 外資提款
00660.TW,元大歐洲50,45.56,0,0,0,20260626,0,0,0,N/A,0.11%,🚨 外資提款
2613.TW,中櫃,21.1,0,0,0,20260626,12,0,0,N/A,-3.65%,🚨 外資提款
8927.TWO,北基,20.45,0,0,0,20260626,9,0,0,N/A,-0.24%,🚨 外資提款
7853.TWO,政美應用,321.0,0,0,0,20260626,0,0,0,N/A,-2.13%,🚨 外資提款
4575.TWO,銓寶,25.95,0,0,0,20260626,0,0,0,N/A,-4.24%,🚨 外資提款
8415.TWO,大國鋼,34.85,0,0,0,20260626,-39,0,0,N/A,1.16%,🚨 外資提款
4564.TW,元翎,15.4,0,0,0,20260626,-36,0,0,N/A,-2.53%,🚨 外資提款
3504.TW,揚明光,82.4,0,0,0,20260626,-3455,0,0,N/A,-9.65%,🚨 外資提款
2012.TW,春雨,15.3,0,0,0,20260626,0,0,0,N/A,4.79%,🚨 外資提款
00651R.TW,復華香港反1,5.86,0,0,0,20260626,153,0,0,N/A,5.40%,🚨 外資提款
6735.TWO,美達科技,87.6,0,0,0,20260626,58,0,0,N/A,-7.20%,🚨 外資提款
00703.TW,台新MSCI中國,17.49,0,0,0,20260626,0,0,0,N/A,-6.22%,🚨 外資提款
3014.TW,聯陽,154.5,0,0,0,20260626,2437,0,0,N/A,-1.90%,🚨 外資提款
2375.TW,凱美,197.5,0,0,0,20260626,-39516,0,0,N/A,-9.82%,🚨 外資提款
1742.TWO,台蠟,15.05,0,0,0,20260626,0,0,0,N/A,-3.53%,🚨 外資提款
7551.TWO,知識科技,13.35,0,0,0,20260626,0,0,0,N/A,-2.91%,🚨 外資提款
2369.TW,菱生,40.95,0,0,0,20260626,34006,0,0,N/A,11.13%,🚨 外資提款
3317.TWO,尼克森,90.0,0,0,0,20260626,39834,0,0,N/A,1.93%,🚨 外資提款
2017.TW,官田鋼,9.0,0,0,0,20260626,62,0,0,N/A,-3.54%,🚨 外資提款
7842.TWO,天能綠電,95.8,0,0,0,20260626,2,0,0,N/A,-5.15%,🚨 外資提款
2393.TW,億光,67.6,0,0,0,20260626,2036,0,0,N/A,-4.25%,🚨 外資提款
1456.TW,怡華,14.3,0,0,0,20260626,36,0,0,N/A,-7.74%,🚨 外資提款
