advice,status,prev_eps_yoy,rev_yoy,prev_eps,expansion,prev_year,est_price,eps_yoy,gm,date,pe,name,price,symbol,eps,prev_rev_yoy,om
❌ 暫避觀望,📉 獲利侵蝕,-75.0,32.58,0.23,-269.89,2025,7.95,-237.31,N/A,2026-03,43.20754645,進能服,22.8999996185,6692.TWO,-0.92,-34.63,N/A
⚪ 中性觀察,📉 獲利侵蝕,-28.99,142.21,0.98,-270.34000000000003,2025,37.5,-128.13,N/A,2026-03,5.3,匯僑,13.25,2904.TW,-0.09,-3.71,N/A
⚪ 中性觀察,⚠️ 獲利稀釋,-14.37,273.05,32.84,-270.98,2025,1095.3000000000002,2.07,34.25%,2026-03,6.874828814023554,玉晶光,502.0,3406.TW,7.9,7.77,20.51%
⚪ 數據不足,📉 獲利侵蝕,34.68,266.99,-1.45,-271.64,2025,-66.15,-4.65,-184.95%,2026-03,0.0,迎輝,15.1499996185,3523.TWO,-0.45,-42.16,-404.30%
❌ 暫避觀望,⚠️ 獲利稀釋,25.0,322.32,0.61,-272.32,2025,13.2,50.0,N/A,2026-03,29.48863723056818,富強鑫,25.9500007629,6603.TWO,0.03,12.22,N/A
⚪ 中性觀察,⚠️ 獲利稀釋,-5.94,432.53,1.0,-272.53,2025,30.749999999999996,160.0,31.61%,2026-03,12.585365481512197,承業醫,25.7999992371,4164.TW,0.13,22.15,15.00%
⚪ 中性觀察,📉 獲利侵蝕,-39.94,229.47,9.65,-272.72,2025,382.04999999999995,-43.25,N/A,2026-03,6.144483706321163,天鈺,156.5,4961.TW,1.86,-6.28,N/A
⚪ 中性觀察,⚠️ 獲利稀釋,5.94,298.43,2.14,-272.85,2025,74.7,25.58,27.39%,2026-03,8.323293325883533,三商家購,41.4500007629,2945.TW,0.54,3.54,1.25%
⚪ 數據不足,📉 獲利侵蝕,23.33,230.0,-0.23,-272.86,2025,-7.95,-42.86,N/A,2026-03,0.0,瑞築,19.6000003815,6198.TWO,-0.1,-90.1,N/A
⚪ 數據不足,🔄 轉虧為盈,-332.14,438.24,-0.65,-273.53,2025,-10.8,164.71,N/A,2026-03,0.0,萬達光電,20.4500007629,5220.TWO,0.45,-0.13,N/A
⚪ 數據不足,📉 獲利侵蝕,-95.68,175.44,0.24,-273.77,2025,-5.7,-98.33,15.90%,2026-03,0.0,龍鋒,51.0999984741,3226.TWO,0.02,-24.52,4.48%
⚪ 中性觀察,⚠️ 獲利稀釋,31.08,278.53,8.73,-274.22999999999996,2025,318.45,4.3,N/A,2026-03,10.127178520960904,良維,215.0,6290.TWO,2.68,26.34,N/A
❌ 暫避觀望,📉 獲利侵蝕,-9.62,252.41,0.47,-274.63,2025,11.55,-22.22,N/A,2026-03,16.688312183766232,高林,12.8500003815,2906.TW,0.07,0.06,N/A
⚪ 數據不足,🔄 轉虧為盈,-922.73,390.11,-3.62,-276.78000000000003,2025,-69.6,113.33,55.83%,2026-03,0.0,鼎固-KY,29.75,2923.TW,0.02,-32.33,-153.80%
❌ 暫避觀望,⚠️ 獲利稀釋,-74.4,430.66,0.53,-277.33000000000004,2025,8.1,153.33,25.17%,2026-03,57.22222151574075,萬在,30.8999996185,4543.TWO,0.76,1.33,7.11%
⚪ 數據不足,📉 獲利侵蝕,54.88,86.45,-1.13,-277.88,2025,-59.1,-191.43,N/A,2026-03,0.0,鋐寶科技,15.4499998093,6674.TW,-1.04,-36.53,N/A
⚪ 中性觀察,📉 獲利侵蝕,-20.27,271.13,2.4,-278.71,2025,84.6,-7.58,N/A,2026-03,5.49645390070922,青鋼,31.0,8930.TWO,0.62,-7.81,N/A
⚪ 數據不足,🔄 轉虧為盈,-700.0,445.75,-0.96,-279.08000000000004,2025,-21.15,166.67,N/A,2026-03,0.0,達邦蛋白,18.25,6578.TWO,0.08,-8.43,N/A
⚪ 中性觀察,📉 獲利侵蝕,288.24,277.44,4.02,-279.34,2025,153.75,-1.9,N/A,2026-03,4.9170733196,浪凡,50.4000015259,6165.TW,1.09,12.97,N/A
❌ 暫避觀望,⚠️ 獲利稀釋,-71.34,334.94,0.48,-279.38,2025,13.950000000000001,55.56,N/A,2026-03,76.45161126247312,今展科,71.0999984741,6432.TWO,0.72,10.3,N/A
⚪ 中性觀察,📉 獲利侵蝕,155.22,205.16,0.74,-279.74,2025,20.7,-74.58,27.46%,2026-03,14.637681712246378,曜越,20.2000007629,3540.TWO,0.15,29.09,-3.44%
⚪ 數據不足,⚠️ 獲利稀釋,193.18,521.37,0.41,-281.37,2025,-4.2,240.0,17.05%,2026-03,0.0,環科,39.9500007629,2413.TW,0.51,3.52,3.38%
⚪ 中性觀察,⚠️ 獲利稀釋,45.05,312.22,7.94,-281.58000000000004,2025,285.75,30.64,32.82%,2026-03,7.1128608923884515,建準,135.5,2421.TW,2.36,27.72,16.47%
⚪ 中性觀察,📉 獲利侵蝕,-21.86,272.22,5.97,-281.6,2025,206.85,-9.38,N/A,2026-03,6.417693981145758,益張,88.5,8342.TWO,1.45,-5.89,N/A
⚪ 中性觀察,📉 獲利侵蝕,-6.83,249.4,7.64,-281.66,2025,270.9,-32.26,N/A,2026-03,9.939091915836103,同欣電,179.5,6271.TW,1.89,-4.53,N/A
⚪ 中性觀察,⚠️ 獲利稀釋,-21.93,313.98,1.55,-282.16,2025,58.50000000000001,31.82,19.14%,2026-03,6.961538363717948,遠東新,27.1499996185,1402.TW,0.61,-6.24,6.69%
⚪ 數據不足,📉 獲利侵蝕,-1080.0,283.09,-0.5,-283.09,2025,-26.999999999999996,0.0,N/A,2026-03,0.0,富裔,6.0599999428,6264.TWO,-0.22,-43.95,N/A
❌ 暫避觀望,⚠️ 獲利稀釋,-30.21,299.83,3.95,-283.4,2025,147.45,16.43,N/A,2026-03,18.463886063072227,千附精密,181.5,6829.TWO,1.63,19.87,N/A
⚪ 中性觀察,📉 獲利侵蝕,40.56,226.98,2.59,-283.8,2025,94.2,-56.82,N/A,2026-03,14.681528176464967,均豪,92.1999969482,5443.TWO,0.19,5.3,N/A
⚪ 中性觀察,📉 獲利侵蝕,-11.69,225.33,1.36,-284.15000000000003,2025,39.00000000000001,-58.82,N/A,2026-03,10.384615384615383,驊宏資,27.0,6148.TWO,0.07,19.79,N/A
⚪ 中性觀察,⚠️ 獲利稀釋,29.29,356.69,10.99,-284.28,2025,428.40000000000003,72.41,N/A,2026-03,12.009803921568626,衛司特,343.0,6894.TWO,4.5,40.66,N/A
⚪ 中性觀察,⚠️ 獲利稀釋,-31.43,324.54,2.05,-284.54,2025,63.9,40.0,N/A,2026-03,10.49295792556338,藍天,44.7000007629,2362.TW,0.61,-23.26,N/A
⚪ 中性觀察,📉 獲利侵蝕,-65.19,222.27,3.59,-284.96000000000004,2025,100.80000000000001,-62.69,N/A,2026-03,11.622023582455357,泓德能源,78.0999984741,6873.TW,0.25,-13.29,N/A
⚪ 中性觀察,⚠️ 獲利稀釋,1.52,291.37,2.68,-285.12,2025,106.65,6.25,N/A,2026-03,6.976089799451477,新海,49.5999984741,9926.TW,0.68,5.91,N/A
⚪ 中性觀察,📉 獲利侵蝕,-80.22,182.49,1.92,-285.35,2025,117.30000000000001,-102.86,N/A,2026-03,4.156010230179028,皇翔,32.5,2545.TW,-0.01,-50.97,N/A
❌ 暫避觀望,🔄 轉虧為盈,-191.67,364.8,-0.55,-285.63,2025,15.899999999999997,79.17,N/A,2026-03,71.69811320754718,羅昇,76.0,8374.TW,0.43,23.94,N/A
⚪ 中性觀察,⚠️ 獲利稀釋,-2.48,372.28,6.57,-285.76,2025,263.70000000000005,86.52,N/A,2026-03,6.001137656427758,世紀鋼,105.5,9958.TW,2.63,15.94,N/A
⚪ 中性觀察,⚠️ 獲利稀釋,10.14,295.87,8.07,-287.3,2025,295.2,8.57,27.00%,2026-03,8.079268292682928,中興電,159.0,1513.TW,1.94,7.18,17.59%
⚪ 中性觀察,⚠️ 獲利稀釋,-33.33,301.45,1.66,-287.94,2025,85.05,13.51,29.13%,2026-03,11.99294532627866,尼克森,68.0,3317.TWO,0.84,9.65,15.60%
❌ 暫避觀望,⚠️ 獲利稀釋,98.71,326.04,46.57,-288.38,2025,1645.05,37.66,31.93%,2026-03,20.97200692988055,貿聯-KY,2300.0,3665.TW,11.66,31.74,18.37%
⚪ 中性觀察,📉 獲利侵蝕,13.43,228.62,2.28,-288.62,2025,73.19999999999999,-60.0,28.39%,2026-03,6.331967134938526,全宇生技-KY,30.8999996185,4148.TW,0.08,19.95,9.28%
❌ 暫避觀望,⚠️ 獲利稀釋,-30.97,324.71,0.78,-289.92999999999995,2025,22.200000000000003,34.78,30.30%,2026-03,15.743242727770268,大統新創,23.2999992371,1470.TW,0.31,1.99,18.03%
❌ 暫避觀望,⚠️ 獲利稀釋,-51.37,301.8,3.63,-290.24,2025,130.2,11.56,N/A,2026-03,23.444700460829495,松川精密,203.5,7788.TW,2.22,7.87,N/A
⚪ 中性觀察,⚠️ 獲利稀釋,-8.97,308.39,5.62,-292.19,2025,215.85,16.2,N/A,2026-03,6.949270326615706,八貫,100.0,1342.TW,2.08,13.91,N/A
⚪ 中性觀察,📉 獲利侵蝕,52.37,265.83,5.23,-292.40999999999997,2025,200.70000000000002,-26.58,27.73%,2026-03,4.402092789678624,竣邦-KY,58.9000015259,4442.TWO,1.17,29.61,10.88%
⚪ 中性觀察,⚠️ 獲利稀釋,-5.85,310.78,6.45,-292.69,2025,251.85,18.09,N/A,2026-03,7.951161405598571,安勤,133.5,3479.TWO,2.22,11.55,N/A
⚪ 數據不足,📉 獲利侵蝕,-2550.0,269.43,-0.49,-292.96000000000004,2025,-19.5,-23.53,27.13%,2026-03,0.0,夏都,22.2000007629,2722.TW,-0.21,-9.87,-30.10%
⚪ 中性觀察,📉 獲利侵蝕,-36.28,285.87,1.38,-293.42,2025,50.699999999999996,-7.55,N/A,2026-03,8.328402253994083,台林,28.1499996185,5353.TWO,0.5,-1.77,N/A
⚪ 數據不足,📉 獲利侵蝕,-428.57,270.61,-1.15,-293.47,2025,-60.44999999999999,-22.86,N/A,2026-03,0.0,松崗,19.2000007629,6240.TWO,-0.43,-1.12,N/A
⚪ 中性觀察,📉 獲利侵蝕,-77.08,280.23,1.16,-294.70000000000005,2025,51.45,-14.47,N/A,2026-03,12.623906483119534,關中,43.2999992371,8941.TWO,1.36,-5.35,N/A
⚪ 中性觀察,📉 獲利侵蝕,-69.48,242.32,5.56,-294.88,2025,152.7,-52.56,N/A,2026-03,5.540275199007859,世紀*,56.4000015259,5314.TWO,0.37,373.32,N/A
❌ 暫避觀望,⚠️ 獲利稀釋,-63.09,314.37,0.55,-295.02,2025,16.35,19.35,N/A,2026-03,33.715596330275226,寶一,36.75,8222.TW,0.37,16.61,N/A
⚪ 中性觀察,📉 獲利侵蝕,-34.8,224.56,4.36,-295.08,2025,140.85000000000002,-70.52,N/A,2026-03,8.210862457305645,佳邦,77.0999984741,6284.TWO,0.51,3.44,N/A
⚪ 數據不足,📉 獲利侵蝕,104.91,120.26,0.17,-295.26,2025,-4.199999999999994,-175.0,N/A,2026-03,0.0,立凱-KY,34.2000007629,5227.TWO,-1.43,-32.24,N/A
⚪ 中性觀察,⚠️ 獲利稀釋,13.48,323.3,4.21,-295.66,2025,169.35,27.64,N/A,2026-03,3.4410981819397697,合機,38.8499984741,1618.TW,1.57,3.01,N/A
❌ 暫避觀望,⚠️ 獲利稀釋,188.1,596.06,0.37,-296.05999999999995,2025,10.799999999999999,300.0,18.05%,2026-03,33.819444974305554,吉茂,24.3500003815,1587.TW,0.04,23.11,2.96%
⚪ 中性觀察,⚠️ 獲利稀釋,-2.92,336.78,4.34,-296.59999999999997,2025,167.7,40.18,N/A,2026-03,11.449016100178891,鴻呈,128.0,6913.TWO,1.58,21.66,N/A
⚪ 中性觀察,⚠️ 獲利稀釋,-12.98,307.38,4.56,-297.86,2025,163.65,9.52,19.83%,2026-03,4.422548120989918,漢平,48.25,2488.TW,0.92,-9.29,7.42%
❌ 暫避觀望,📉 獲利侵蝕,-48.7,163.62,2.51,-299.69,2025,60.44999999999999,-136.07,N/A,2026-03,15.880893300248141,立誠,64.0,6597.TWO,-0.45,-11.79,N/A
⚪ 中性觀察,⚠️ 獲利稀釋,-30.65,329.53,3.71,-299.92999999999995,2025,137.7,29.6,23.43%,2026-03,6.383442099575164,富林-KY,58.5999984741,1341.TW,1.62,-7.95,12.74%
⚪ 中性觀察,📉 獲利侵蝕,3.41,265.7,4.27,-300.07,2025,155.39999999999998,-34.37,N/A,2026-03,4.942085015723938,崧騰,51.2000007629,3484.TWO,0.63,6.42,N/A
❌ 暫避觀望,📉 獲利侵蝕,-80.53,277.89,0.22,-300.11,2025,4.050000000000001,-22.22,N/A,2026-03,52.22222363518518,南良,14.1000003815,5450.TWO,0.07,-8.96,N/A
⚪ 中性觀察,📉 獲利侵蝕,-26.71,251.13,3.08,-300.19,2025,98.39999999999999,-49.06,N/A,2026-03,5.853658769192074,福興,38.4000015259,9924.TW,0.54,-8.15,N/A
⚪ 中性觀察,📉 獲利侵蝕,6.16,285.59,2.24,-300.4,2025,85.35000000000001,-14.81,N/A,2026-03,6.0281193738312835,德記,34.2999992371,5902.TWO,0.46,2.91,N/A
⚪ 數據不足,📉 獲利侵蝕,-6600.0,241.39,-1.3,-300.77,2025,-57.15,-59.38,23.89%,2026-03,0.0,環天科,12.8000001907,3499.TWO,-0.51,-18.27,-8.96%
⚪ 中性觀察,⚠️ 獲利稀釋,11.43,374.3,5.46,-301.15,2025,216.15,73.15,14.11%,2026-03,13.046495489243581,長榮航太,188.0,2645.TW,2.58,11.63,9.96%
⚪ 數據不足,📉 獲利侵蝕,-480.95,291.48,-0.8,-301.24,2025,-36.75,-9.76,N/A,2026-03,0.0,全坤建,13.25,2509.TW,-0.45,-81.41,N/A
⚪ 中性觀察,📉 獲利侵蝕,-22.33,269.93,4.01,-301.33,2025,154.2,-31.4,N/A,2026-03,7.033074226828795,大樹,72.3000030518,6469.TWO,0.83,9.39,N/A
❌ 暫避觀望,⚠️ 獲利稀釋,69.12,370.94,2.3,-302.19,2025,61.800000000000004,68.75,N/A,2026-03,26.21359223300971,新門,108.0,5432.TWO,0.27,6.1,N/A
⚪ 中性觀察,⚠️ 獲利稀釋,41.2,344.68,16.28,-302.93,2025,631.05,41.75,N/A,2026-03,9.614927501782743,崴寶,404.5,7744.TWO,5.66,59.94,N/A
⚪ 數據不足,📉 獲利侵蝕,-93.2,108.1,0.1,-303.34000000000003,2025,-6.15,-195.24,N/A,2026-03,0.0,邑錡,102.0,7402.TWO,-0.4,2.56,N/A
⚪ 中性觀察,📉 獲利侵蝕,-18.94,283.01,22.45,-303.46999999999997,2025,825.45,-20.46,N/A,2026-03,4.68835180810467,復盛應用,258.0,6670.TW,6.96,5.01,N/A
❌ 暫避觀望,⚠️ 獲利稀釋,-18.86,316.58,4.99,-303.88,2025,165.0,12.7,32.82%,2026-03,28.136363636363637,精材,309.5,3374.TWO,1.42,2.53,27.31%
❌ 暫避觀望,⚠️ 獲利稀釋,-9.71,342.78,1.86,-303.89,2025,65.1,38.89,23.30%,2026-03,15.668202764976959,光頡,68.0,3624.TWO,0.75,3.65,7.20%
⚪ 數據不足,📉 獲利侵蝕,-337.5,153.95,-1.13,-303.95,2025,-24.15,-150.0,N/A,2026-03,0.0,威力暘-創,11.8999996185,6988.TW,-0.05,-10.48,N/A
⚪ 中性觀察,📉 獲利侵蝕,-56.6,243.32,1.42,-304.39,2025,71.55000000000001,-61.07,18.31%,2026-03,11.970649575283018,巧新,57.0999984741,1563.TW,0.6,-6.64,3.31%
⚪ 數據不足,🔄 轉虧為盈,-270.99,207.42,-4.64,-304.86,2025,-28.650000000000006,-97.44,20.78%,2026-03,0.0,敦泰,49.9000015259,3545.TW,0.02,-17.79,-7.17%
⚪ 數據不足,📉 獲利侵蝕,-40.21,163.56,4.58,-305.17,2025,0.0,-141.61,N/A,2026-03,0.0,寶綠特-KY,0.0,6887.TW,-0.62,-12.03,N/A
⚪ 中性觀察,⚠️ 獲利稀釋,-12.04,319.74,5.48,-305.45,2025,197.55,14.29,25.97%,2026-03,11.807137433561122,台星科,155.5,3265.TWO,1.76,11.55,19.26%
⚪ 數據不足,📉 獲利侵蝕,46.48,253.31,1.06,-306.64,2025,0.0,-53.33,22.41%,2026-03,0.0,興采,0.0,4433.TWO,0.14,12.09,9.68%
⚪ 中性觀察,⚠️ 獲利稀釋,10.9,310.34,9.97,-307.01,2025,384.6,3.33,N/A,2026-03,3.1669265580421215,力泰,81.1999969482,5520.TWO,2.48,2.6,N/A
⚪ 中性觀察,📉 獲利侵蝕,-69.45,244.27,11.51,-308.06,2025,662.1,-63.79,37.30%,2026-03,12.822836429542365,國巨*,566.0,2327.TW,3.9,9.26,24.28%
⚪ 中性觀察,📉 獲利侵蝕,18.27,308.22,1.24,-308.22,2025,46.349999999999994,0.0,23.91%,2026-03,12.605178240420711,華晶科,38.9500007629,3059.TW,0.26,20.59,2.92%
⚪ 中性觀察,⚠️ 獲利稀釋,9.74,473.15,7.91,-309.15,2025,289.65000000000003,164.0,N/A,2026-03,7.767995857068875,精誠,150.0,6214.TW,2.64,12.89,N/A
⚪ 中性觀察,⚠️ 獲利稀釋,-6.99,317.56,2.61,-310.42,2025,94.65,7.14,25.14%,2026-03,6.52139485354992,眾福科,41.1500015259,3168.TW,0.6,0.46,8.89%
⚪ 中性觀察,📉 獲利侵蝕,-33.33,255.86,2.35,-310.99,2025,92.85,-55.13,N/A,2026-03,3.400646080306947,晉泰,21.0499992371,6221.TWO,0.35,2.45,N/A
⚪ 中性觀察,⚠️ 獲利稀釋,-30.16,345.16,1.33,-311.83000000000004,2025,49.65,33.33,23.19%,2026-03,8.670695094531721,佳格,28.7000007629,1227.TW,0.52,-3.8,4.10%
❌ 暫避觀望,⚠️ 獲利稀釋,11.72,381.92,3.26,-311.92,2025,112.64999999999999,70.0,N/A,2026-03,21.904127829560586,信昌電,164.5,6173.TWO,1.19,8.9,N/A
❌ 暫避觀望,📉 獲利侵蝕,-79.59,101.24,0.51,-312.87,2025,13.35,-211.63,N/A,2026-03,35.39325842696629,弘凱,31.5,5244.TW,-0.48,-1.9,N/A
⚪ 數據不足,⚠️ 獲利稀釋,35.21,356.44,-0.52,-315.06,2025,-30.449999999999996,41.38,30.65%,2026-03,0.0,上曜,10.0500001907,1316.TW,-0.19,195.34,-1.86%
⚪ 中性觀察,⚠️ 獲利稀釋,-47.66,344.16,4.13,-315.13,2025,169.65,29.03,15.14%,2026-03,14.412024756852343,六方科-KY,163.0,4569.TW,3.22,25.19,0.74%
❌ 暫避觀望,📉 獲利侵蝕,-74.77,303.58,0.27,-315.78,2025,15.450000000000001,-12.2,N/A,2026-03,25.145630697572816,惠光,25.8999996185,6508.TWO,0.36,-4.08,N/A
⚪ 中性觀察,⚠️ 獲利稀釋,-39.27,343.04,1.5,-316.37,2025,60.44999999999999,26.67,22.84%,2026-03,7.555831454813897,正新,30.4500007629,2105.TW,0.57,-5.68,6.75%
⚪ 數據不足,🔄 轉虧為盈,-132.32,338.66,-0.34,-316.44000000000005,2025,0.0,22.22,21.48%,2026-03,0.0,艾笛森,0.0,3591.TW,0.12,-9.81,-2.51%
⚪ 中性觀察,📉 獲利侵蝕,-50.0,293.89,2.2,-318.08,2025,75.0,-24.19,N/A,2026-03,6.61999969482,榮剛,33.0999984741,5009.TWO,0.5,-10.14,N/A
❌ 暫避觀望,📉 獲利侵蝕,-73.47,242.64,3.0,-318.43,2025,129.75,-75.79,N/A,2026-03,15.491329479768785,永道-KY,134.0,6863.TW,0.61,-14.3,N/A
⚪ 數據不足,📉 獲利侵蝕,17.15,313.28,-2.07,-318.53999999999996,2025,-73.94999999999999,-5.26,N/A,2026-03,0.0,光麗-KY,18.5499992371,6431.TW,-0.4,-1.12,N/A
⚪ 數據不足,📉 獲利侵蝕,95.65,168.9,-0.09,-318.9,2025,-9.3,-150.0,N/A,2026-03,0.0,成信實業*-創,34.4500007629,6969.TW,-0.05,79.86,N/A
⚪ 數據不足,📉 獲利侵蝕,-38.46,74.47,-0.92,-318.90999999999997,2025,-30.450000000000003,-244.44,N/A,2026-03,0.0,共信-KY,79.3000030518,6617.TWO,-0.32,13.75,N/A
⚪ 數據不足,⚠️ 獲利稀釋,-338.6,364.7,-1.35,-319.8,2025,-60.6,44.9,N/A,2026-03,0.0,雷笛克光學,17.6000003815,5230.TWO,-0.28,-14.66,N/A
⚪ 數據不足,📉 獲利侵蝕,-97.61,271.71,0.06,-320.69,2025,-13.799999999999999,-48.98,N/A,2026-03,0.0,華祺,21.2000007629,5015.TWO,0.25,-4.99,N/A
⚪ 中性觀察,📉 獲利侵蝕,-11.43,314.69,13.02,-321.18,2025,505.34999999999997,-6.49,23.64%,2026-03,8.889878302166816,信邦,299.5,3023.TW,3.6,-6.24,9.15%
⚪ 中性觀察,⚠️ 獲利稀釋,30.29,334.59,10.26,-321.40999999999997,2025,388.79999999999995,13.18,28.44%,2026-03,7.947530864197532,臺慶科,206.0,3357.TWO,2.51,20.3,14.20%
❌ 暫避觀望,⚠️ 獲利稀釋,64.8,411.46,19.47,-322.13,2025,705.45,89.33,33.66%,2026-03,19.072932170954708,金像電,897.0,2368.TW,6.87,54.05,24.30%
⚪ 中性觀察,📉 獲利侵蝕,-50.0,292.45,1.1,-323.06,2025,38.550000000000004,-30.61,20.87%,2026-03,8.112840615369649,全台,20.8500003815,3038.TW,0.37,-16.5,0.16%
❌ 暫避觀望,📉 獲利侵蝕,-79.88,316.3,0.66,-323.71000000000004,2025,19.650000000000002,-7.41,19.95%,2026-03,27.251908979312972,健椿,35.7000007629,4561.TWO,0.25,-22.51,4.03%
⚪ 中性觀察,📉 獲利侵蝕,-51.27,257.7,3.45,-324.37,2025,130.05,-66.67,21.08%,2026-03,8.131487889273357,信錦,70.5,1582.TW,0.35,-7.71,5.11%
⚪ 中性觀察,⚠️ 獲利稀釋,58.77,366.19,1.81,-324.52,2025,63.6,41.67,25.38%,2026-03,7.311320754716981,錩新,31.0,2415.TW,0.35,3.4,12.75%
⚪ 中性觀察,⚠️ 獲利稀釋,0.6,345.97,1.72,-327.45000000000005,2025,64.64999999999999,18.52,N/A,2026-03,6.751740227726218,大台北,29.1000003815,9908.TW,0.33,1.69,N/A
⚪ 中性觀察,⚠️ 獲利稀釋,-43.71,333.31,6.22,-327.51,2025,242.10000000000002,5.8,N/A,2026-03,9.69640644361834,昇佳電子,156.5,6732.TWO,2.19,-7.67,N/A
⚪ 中性觀察,📉 獲利侵蝕,-28.03,310.12,2.49,-328.4,2025,113.25000000000001,-18.28,25.36%,2026-03,7.589403872463576,友通,57.2999992371,2397.TW,0.76,14.61,-1.87%
⚪ 中性觀察,⚠️ 獲利稀釋,-21.36,331.39,2.37,-328.71999999999997,2025,78.75,2.67,25.76%,2026-03,8.80952380952381,怡利電,46.25,2497.TW,0.8,-3.38,10.08%
⚪ 中性觀察,⚠️ 獲利稀釋,1.96,330.21,3.12,-329.09,2025,115.50000000000001,1.12,24.39%,2026-03,6.844155943233765,凌群,52.7000007629,2453.TW,0.9,7.21,4.56%
⚪ 中性觀察,⚠️ 獲利稀釋,26.43,397.14,4.02,-330.46999999999997,2025,140.85000000000002,66.67,N/A,2026-03,7.316293604707134,汎瑋材料,68.6999969482,6967.TWO,1.07,5.45,N/A
❌ 暫避觀望,⚠️ 獲利稀釋,9.15,1078.36,1.56,-330.52999999999986,2025,51.45,747.83,14.91%,2026-03,24.08163220819242,康普,82.5999984741,4739.TW,1.51,51.17,8.56%
❌ 暫避觀望,⚠️ 獲利稀釋,15.38,447.51,1.35,-330.84,2025,45.3,116.67,N/A,2026-03,17.549668874172184,鉅橡,53.0,8074.TWO,0.52,4.4,N/A
❌ 暫避觀望,⚠️ 獲利稀釋,230.83,506.19,1.74,-331.19,2025,35.550000000000004,175.0,31.94%,2026-03,22.953587141729958,晶相光,54.4000015259,3530.TW,0.44,6.6,14.09%
⚪ 數據不足,📉 獲利侵蝕,-78.9,125.31,-1.95,-331.56,2025,-75.75,-206.25,N/A,2026-03,0.0,尚茂,33.9500007629,8291.TWO,-0.49,-71.56,N/A
⚪ 中性觀察,📉 獲利侵蝕,4.19,324.12,4.23,-331.65,2025,136.35,-7.53,N/A,2026-03,8.40484065191419,久元,76.4000015259,6261.TWO,0.85,5.64,N/A
❌ 暫避觀望,⚠️ 獲利稀釋,26.02,339.67,3.13,-332.42,2025,104.99999999999999,7.25,26.27%,2026-03,28.000000000000004,新盛力,196.0,4931.TWO,1.48,22.86,15.45%
⚪ 中性觀察,⚠️ 獲利稀釋,13.33,389.13,1.19,-333.13,2025,40.95,56.0,22.79%,2026-03,8.278388418131868,新纖,22.6000003815,1409.TW,0.39,-14.65,8.66%
❌ 暫避觀望,📉 獲利侵蝕,-56.52,133.35,0.1,-333.35,2025,4.500000000000001,-200.0,34.00%,2026-03,89.000002543,健亞,26.7000007629,4130.TWO,-0.09,-3.61,-5.47%
⚪ 中性觀察,⚠️ 獲利稀釋,-45.45,418.94,2.04,-333.83,2025,62.85000000000001,85.11,N/A,2026-03,9.18854415274463,科嘉-KY,38.5,5215.TW,0.87,-4.56,N/A
⚪ 中性觀察,⚠️ 獲利稀釋,56.88,390.31,9.52,-334.14,2025,342.3,56.17,N/A,2026-03,11.021034180543383,大中,251.5,6435.TWO,3.67,25.24,N/A
⚪ 數據不足,🔄 轉虧為盈,-348.39,458.27,-1.61,-334.65999999999997,2025,-90.45,123.61,N/A,2026-03,0.0,易發,55.7999992371,6425.TWO,0.17,-16.91,N/A
⚪ 數據不足,📉 獲利侵蝕,-77.78,320.5,0.3,-335.88,2025,-10.5,-15.38,22.74%,2026-03,0.0,先益,22.25,3531.TWO,0.33,-18.09,4.80%
⚪ 中性觀察,📉 獲利侵蝕,-26.62,321.35,3.06,-336.1,2025,94.19999999999999,-14.75,N/A,2026-03,5.414012738853503,嘉彰,34.0,4942.TW,0.52,7.48,N/A
❌ 暫避觀望,📉 獲利侵蝕,-35.0,158.96,0.39,-336.15,2025,10.2,-177.19,N/A,2026-03,93.67647171014707,新漢,63.7000007629,8234.TWO,-0.44,5.19,N/A
⚪ 數據不足,⚠️ 獲利稀釋,-109.86,378.91,-1.49,-336.41,2025,-53.4,42.5,N/A,2026-03,0.0,正能量智能,16.75,5348.TWO,-0.23,-3.8,N/A
⚪ 中性觀察,📉 獲利侵蝕,-67.55,319.83,3.17,-337.78999999999996,2025,59.1,-17.96,N/A,2026-03,13.60406052642132,弘帆,53.5999984741,8433.TWO,1.37,-3.48,N/A
❌ 暫避觀望,⚠️ 獲利稀釋,4.08,443.87,3.84,-338.04,2025,154.20000000000002,105.83,N/A,2026-03,20.038910505836572,睿生光電,206.0,6861.TW,2.12,15.29,N/A
⚪ 數據不足,🔄 轉虧為盈,-142.57,440.91,-4.83,-338.47,2025,-285.45000000000005,102.44,19.66%,2026-03,0.0,程泰,49.2999992371,1583.TW,0.18,-12.11,-2.95%
⚪ 數據不足,🔄 轉虧為盈,50.0,423.64,-0.16,-338.64,2025,-28.5,85.0,N/A,2026-03,0.0,欣普羅,32.1500015259,6560.TWO,0.37,123.75,N/A
⚪ 中性觀察,⚠️ 獲利稀釋,14.17,353.67,5.88,-339.59000000000003,2025,216.14999999999998,14.08,N/A,2026-03,9.437890353920888,捷敏-KY,136.0,6525.TW,1.62,14.03,N/A
⚪ 中性觀察,📉 獲利侵蝕,-18.15,332.58,2.42,-339.99,2025,92.10000000000001,-7.41,23.29%,2026-03,10.651466046563517,東元,65.4000015259,1504.TW,0.51,6.99,6.47%
⚪ 中性觀察,📉 獲利侵蝕,12.0,305.41,1.68,-340.70000000000005,2025,65.1,-35.29,N/A,2026-03,4.988479174769585,美隆電,21.6499996185,2477.TW,0.11,-5.34,N/A
