advice,status,prev_eps_yoy,rev_yoy,prev_eps,expansion,prev_year,est_price,eps_yoy,gm,date,pe,name,price,symbol,eps,prev_rev_yoy,om
⚪ 數據不足,⚠️ 獲利稀釋,-165.22,102.8,-0.65,-93.71,2025,-28.799999999999997,9.09,N/A,2026-03,0.0,新華,19.8999996185,5481.TWO,-0.1,-0.63,N/A
⚪ 中性觀察,⚠️ 獲利稀釋,4.26,247.78,2.01,-94.21000000000001,2025,77.99999999999999,153.57,44.07%,2026-03,3.2788460071346157,正德,17.0499992371,2641.TWO,0.71,43.12,38.28%
⚪ 數據不足,⚠️ 獲利稀釋,-222.73,101.73,-1.08,-94.59,2025,-42.0,7.14,11.07%,2026-03,0.0,台蠟,18.3500003815,1742.TWO,-0.13,-51.69,-115.34%
⚪ 中性觀察,📉 獲利侵蝕,26.76,94.61,3.7,-94.61,2025,120.3,0.0,N/A,2026-03,9.862842702506235,來頡,79.0999984741,6799.TW,1.14,6.56,N/A
⚪ 中性觀察,📉 獲利侵蝕,39.18,24.31,3.42,-94.62,2025,117.0,-70.31,45.11%,2026-03,6.5641026619102565,虹冠電,51.2000007629,3257.TW,0.19,29.32,18.06%
⚪ 數據不足,🔄 轉虧為盈,-184.62,187.13,-0.22,-94.82,2025,-4.800000000000001,92.31,56.44%,2026-03,0.0,天良,77.1999969482,4127.TWO,0.75,32.86,-18.66%
⚪ 中性觀察,📉 獲利侵蝕,84.48,76.82,3.21,-96.0,2025,106.64999999999999,-19.18,25.21%,2026-03,4.008438818565401,雋揚,28.5,1439.TW,0.59,728.61,13.53%
⚪ 中性觀察,📉 獲利侵蝕,42.35,51.66,2.42,-96.49,2025,109.94999999999999,-44.83,N/A,2026-03,5.825375274611187,羅麗芬-KY,42.7000007629,6666.TW,0.32,-1.2,N/A
⚪ 中性觀察,🏰 高護城河,23.26,42.85,5.83,-96.89,2025,205.05,-54.04,78.77%,2026-03,6.093635921858083,聯合,83.3000030518,4129.TWO,0.91,21.54,11.96%
⚪ 數據不足,⚠️ 獲利稀釋,41.28,180.37,-0.64,-97.04,2025,-27.150000000000002,83.33,-12.51%,2026-03,0.0,精金,10.1999998093,3049.TW,-0.04,1.22,-21.51%
⚪ 數據不足,⚠️ 獲利稀釋,70.36,174.03,-1.31,-98.33,2025,-65.7,75.7,N/A,2026-03,0.0,夠麻吉,68.0999984741,8472.TWO,-0.26,41.85,N/A
❌ 暫避觀望,📉 獲利侵蝕,-37.25,27.24,1.01,-99.24,2025,13.500000000000002,-72.0,N/A,2026-03,44.66666751433333,創控,40.2000007629,6909.TW,0.07,11.08,N/A
⚪ 中性觀察,⚠️ 獲利稀釋,7.78,102.09,17.32,-99.57000000000001,2025,671.85,2.52,N/A,2026-03,12.837686983701719,達發,575.0,6526.TW,4.47,9.43,N/A
❌ 暫避觀望,📉 獲利侵蝕,-54.81,73.34,1.09,-99.7,2025,49.65,-26.36,N/A,2026-03,21.480362076767374,奈米醫材,71.0999984741,6612.TWO,0.81,31.54,N/A
⚪ 中性觀察,📉 獲利侵蝕,-17.91,95.17,159.41,-100.14,2025,5566.650000000001,-4.97,47.97%,2026-03,11.735065075045135,大立光,4355.0,3008.TW,46.63,2.84,36.75%
❌ 暫避觀望,📉 獲利侵蝕,-49.48,25.37,2.51,-100.93,2025,89.10000000000001,-75.56,N/A,2026-03,18.771043771043768,全訊,111.5,5222.TW,0.22,-26.68,N/A
❌ 暫避觀望,🏰 高護城河,16.35,90.0,1.46,-100.96000000000001,2025,49.8,-10.96,50.62%,2026-03,86.44578313253012,達明,287.0,4585.TW,0.65,23.03,5.77%
⚪ 中性觀察,🏰 高護城河,-40.33,94.17,14.47,-100.99000000000001,2025,521.8500000000001,-6.82,51.62%,2026-03,6.352400114975566,碩天,221.0,3617.TW,4.13,-4.98,10.14%
⚪ 中性觀察,📉 獲利侵蝕,177.61,44.81,1.86,-101.33000000000001,2025,63.6,-56.52,32.97%,2026-03,7.2287734949292455,綠意,30.6499996185,2596.TWO,0.2,59.65,26.41%
⚪ 中性觀察,⚠️ 獲利稀釋,45.15,152.85,72.7,-101.50999999999999,2025,2723.7000000000003,51.34,N/A,2026-03,7.489811653265778,祥碩,1360.0,5269.TW,24.85,66.0,N/A
❌ 暫避觀望,🏰 高護城河,122.05,185.89,27.7,-103.72999999999999,2025,1022.4,82.16,60.80%,2026-03,28.24237089201878,致茂,1925.0,2360.TW,9.12,31.05,34.82%
⚪ 中性觀察,📉 獲利侵蝕,-9.46,92.55,15.06,-103.95,2025,528.9000000000001,-11.4,N/A,2026-03,9.642654566080543,群翊,340.0,6664.TWO,3.73,3.07,N/A
❌ 暫避觀望,📉 獲利侵蝕,-59.0,55.25,1.96,-104.03,2025,79.64999999999999,-48.78,N/A,2026-03,16.79849283393597,傳奇,89.1999969482,4994.TW,0.42,-25.18,N/A
⚪ 中性觀察,📉 獲利侵蝕,-3.37,104.44,8.32,-104.44,2025,305.25,0.0,N/A,2026-03,7.493857493857493,普萊德,152.5,6263.TWO,2.1,0.24,N/A
⚪ 中性觀察,⚠️ 獲利稀釋,75.21,1546.32,21.72,-104.47000000000003,2025,1460.5500000000002,1441.85,N/A,2026-03,14.532196775187426,宜鼎,1415.0,5289.TWO,57.49,59.96,N/A
⚪ 中性觀察,⚠️ 獲利稀釋,56.1,495.09,2.56,-104.48999999999995,2025,100.5,390.6,N/A,2026-03,4.604477668880596,致和證,30.8500003815,5864.TWO,3.4,42.16,N/A
⚪ 數據不足,🏰 高護城河,-373.33,95.77,-1.29,-104.86,2025,-87.00000000000001,-9.09,208.69%,2026-03,0.0,東華,18.0,1418.TW,-0.75,-48.0,-991.43%
⚪ 中性觀察,🏰 高護城河,-3.09,111.9,15.04,-105.65,2025,557.25,6.25,52.30%,2026-03,4.68371467025572,豆府,174.0,2752.TWO,4.08,11.58,11.29%
⚪ 中性觀察,🏰 高護城河,-92.76,11.68,6.1,-106.18,2025,239.25,-94.5,57.83%,2026-03,3.037617602689655,材料*-KY,48.4500007629,4763.TW,1.13,-15.8,50.09%
⚪ 中性觀察,⚠️ 獲利稀釋,144.7,1813.26,23.18,-106.47000000000003,2025,1017.0,1706.79,48.37%,2026-03,5.877581120943953,威剛,398.5,3260.TWO,30.05,32.13,35.36%
⚪ 中性觀察,📉 獲利侵蝕,34.17,22.14,3.39,-107.1,2025,136.35,-84.96,21.56%,2026-03,7.392738938195819,佳穎,67.1999969482,3310.TWO,0.34,84.93,5.55%
❌ 暫避觀望,⚠️ 獲利稀釋,24.77,436.36,1.38,-107.41000000000003,2025,55.04999999999999,328.95,N/A,2026-03,40.19073569482289,聯策,147.5,6658.TW,1.63,30.53,N/A
⚪ 中性觀察,📉 獲利侵蝕,-47.64,71.52,1.11,-107.52,2025,31.5,-36.0,N/A,2026-03,9.59523791357143,喬福,20.1499996185,1540.TW,0.32,-0.53,N/A
⚪ 中性觀察,🏰 高護城河,-35.61,44.42,2.24,-107.71000000000001,2025,67.2,-63.29,75.32%,2026-03,11.250000340602679,科妍,50.4000015259,1786.TW,0.29,0.37,19.86%
⚪ 中性觀察,📉 獲利侵蝕,12.8,104.27,12.69,-109.0,2025,453.6,-4.73,49.95%,2026-03,4.662698412698412,優群,141.0,3217.TWO,2.82,19.44,28.69%
❌ 暫避觀望,⚠️ 獲利稀釋,-26.31,153.11,33.5,-109.34,2025,1336.05,43.77,N/A,2026-03,41.42809026608286,印能科技,3690.0,7734.TWO,14.68,27.91,N/A
⚪ 中性觀察,⚠️ 獲利稀釋,0.0,187.97,4.16,-109.71,2025,168.75,78.26,N/A,2026-03,9.022222222222222,虎門科技,101.5,6791.TWO,1.64,19.26,N/A
⚪ 數據不足,📉 獲利侵蝕,-14.62,95.21,-1.96,-109.91999999999999,2025,-74.55000000000001,-14.71,30.43%,2026-03,0.0,欣大健康,40.0999984741,4198.TWO,-0.39,-15.0,-23.61%
⚪ 中性觀察,🏰 高護城河,0.9,119.83,9.01,-110.06,2025,333.29999999999995,9.77,51.63%,2026-03,6.570657065706571,大車隊,146.0,2640.TWO,2.36,4.37,21.47%
⚪ 中性觀察,📉 獲利侵蝕,51.69,105.69,9.42,-110.48,2025,391.95000000000005,-4.79,44.03%,2026-03,9.261385380788365,璟德,242.0,3152.TWO,1.39,-15.61,18.21%
⚪ 中性觀察,📉 獲利侵蝕,-8.36,64.12,2.86,-110.68,2025,100.35000000000001,-46.56,N/A,2026-03,14.872944693572496,伯特光,99.5,6859.TWO,1.01,35.45,N/A
⚪ 中性觀察,📉 獲利侵蝕,-4.02,101.71,28.77,-111.19,2025,1165.6499999999999,-9.48,48.08%,2026-03,9.303821901943122,瑞昱,723.0,2379.TW,8.44,8.21,8.88%
⚪ 中性觀察,⚠️ 獲利稀釋,1.74,123.39,1.17,-111.27,2025,45.75000000000001,12.12,43.22%,2026-03,8.442622950819672,台灣高鐵,25.75,2633.TW,0.37,2.75,38.82%
⚪ 中性觀察,⚠️ 獲利稀釋,-49.5,113.93,1.01,-111.60000000000001,2025,34.5,2.33,33.67%,2026-03,9.521738964565218,力特,21.8999996185,3051.TW,0.45,-0.63,15.38%
⚪ 中性觀察,📉 獲利侵蝕,-80.85,76.83,3.07,-112.39,2025,119.39999999999999,-35.56,N/A,2026-03,6.381909451896986,永信建,50.7999992371,5508.TWO,0.87,-74.75,N/A
❌ 暫避觀望,🏰 高護城河,-15.13,98.42,12.0,-112.84,2025,438.9,-14.42,51.18%,2026-03,16.7634996582365,台灣精銳,490.5,4583.TW,3.56,1.32,30.40%
⚪ 中性觀察,⚠️ 獲利稀釋,23.44,125.36,4.74,-112.86,2025,122.09999999999998,12.5,N/A,2026-03,5.8108107170884535,凌網,47.2999992371,5212.TWO,0.54,15.91,N/A
⚪ 數據不足,📉 獲利侵蝕,-116.36,13.7,-0.09,-113.7,2025,-3.9000000000000004,-100.0,N/A,2026-03,0.0,豐謙,30.3500003815,5523.TWO,-0.04,-98.98,N/A
⚪ 中性觀察,⚠️ 獲利稀釋,5.64,128.79,16.97,-113.8,2025,633.6,14.99,48.09%,2026-03,7.2206439393939394,凡甲,305.0,3526.TWO,4.7,22.33,32.41%
⚪ 數據不足,⚠️ 獲利稀釋,24.55,403.24,2.08,-113.94999999999999,2025,0.0,289.29,N/A,2026-03,0.0,雅特力-KY,181.5,6907.TWO,1.16,1.91,N/A
⚪ 中性觀察,⚠️ 獲利稀釋,44.26,117.76,14.61,-114.82000000000001,2025,545.5500000000001,2.94,N/A,2026-03,4.564201264778663,東聯互動,166.0,7738.TWO,2.8,30.15,N/A
⚪ 中性觀察,⚠️ 獲利稀釋,-48.04,164.92,5.44,-114.91999999999999,2025,183.6,50.0,N/A,2026-03,9.926470588235293,伯鑫,121.5,6904.TWO,1.83,-3.05,N/A
⚪ 數據不足,🔄 轉虧為盈,-207.69,269.86,-1.4,-115.12,2025,-67.35000000000001,154.74,38.23%,2026-03,0.0,李洲,22.25,3066.TWO,0.52,10.12,-18.85%
⚪ 中性觀察,🏰 高護城河,-28.5,97.54,9.29,-115.60000000000001,2025,339.15,-18.06,58.30%,2026-03,2.2910216380849184,潤泰全,51.7999992371,2915.TW,2.59,-16.33,5.98%
⚪ 中性觀察,📉 獲利侵蝕,0.0,42.46,0.66,-116.14000000000001,2025,17.700000000000003,-73.68,N/A,2026-03,13.686440354661016,景岳,16.1499996185,3164.TW,0.05,4.11,N/A
⚪ 中性觀察,⚠️ 獲利稀釋,2.75,131.29,16.02,-117.19999999999999,2025,614.25,14.09,47.07%,2026-03,5.531135531135531,王品,226.5,2727.TW,5.04,5.21,7.36%
❌ 暫避觀望,🏰 高護城河,-38.61,99.89,1.02,-117.75,2025,37.8,-17.86,56.51%,2026-03,23.05555495003968,訊聯,58.0999984741,1784.TWO,0.25,1.19,-0.97%
⚪ 中性觀察,📉 獲利侵蝕,-11.08,114.65,20.87,-118.16000000000001,2025,789.0,-3.51,N/A,2026-03,6.948669201520913,晶碩,365.5,6491.TW,6.06,3.26,N/A
⚪ 中性觀察,📉 獲利侵蝕,20.95,119.32,7.41,-119.32,2025,262.2,0.0,N/A,2026-03,5.549199084668192,叡揚,97.0,6752.TWO,1.39,16.33,N/A
❌ 暫避觀望,📉 獲利侵蝕,-1.14,102.07,66.16,-119.82,2025,2535.1499999999996,-17.75,46.13%,2026-03,22.868469321341934,聯發科,3865.0,2454.TW,15.17,12.32,14.55%
⚪ 中性觀察,📉 獲利侵蝕,66.87,76.96,5.62,-119.94,2025,230.1,-42.98,N/A,2026-03,6.114732923846154,創惟,93.8000030518,6104.TWO,1.34,27.6,N/A
⚪ 中性觀察,📉 獲利侵蝕,58.93,104.82,2.0,-120.44,2025,72.30000000000001,-15.62,N/A,2026-03,5.020747046244813,德鴻,24.2000007629,6910.TWO,0.27,30.1,N/A
⚪ 數據不足,📉 獲利侵蝕,35.27,0.01,-3.19,-120.76,2025,-137.1,-120.75,41.62%,2026-03,0.0,華軒,33.5,2740.TWO,-1.32,-45.74,-45.63%
❌ 暫避觀望,⚠️ 獲利稀釋,18.9,162.97,1.95,-121.67,2025,72.30000000000001,41.3,N/A,2026-03,15.49792467804979,創威,74.6999969482,6530.TWO,0.65,16.68,N/A
❌ 暫避觀望,🌑 雙重衰退,-55.26,-53.12,0.35,-121.88,2025,7.649999999999999,-175.0,N/A,2026-03,117.254900464902,嘉雨思-創,59.7999992371,6921.TW,-0.27,28.45,N/A
❌ 暫避觀望,⚠️ 獲利稀釋,60.48,196.55,20.5,-121.99000000000001,2025,748.35,74.56,N/A,2026-03,27.360192423331327,竑騰,1365.0,7751.TWO,7.0,62.42,N/A
❌ 暫避觀望,📉 獲利侵蝕,-87.49,110.02,1.15,-122.89,2025,74.55,-12.87,N/A,2026-03,29.879275653923543,倉和,148.5,6538.TWO,0.9,-34.5,N/A
⚪ 中性觀察,📉 獲利侵蝕,-12.45,115.84,7.68,-123.75,2025,288.15000000000003,-7.91,N/A,2026-03,4.221759420827694,裕融,81.0999984741,9941.TW,1.82,-4.66,N/A
⚪ 中性觀察,📉 獲利侵蝕,-23.57,44.79,6.0,-124.1,2025,140.85000000000002,-79.31,N/A,2026-03,8.25346112886049,長虹,77.5,5534.TW,0.19,-29.66,N/A
⚪ 中性觀察,📉 獲利侵蝕,-10.33,106.18,2.14,-124.7,2025,78.89999999999999,-18.52,N/A,2026-03,6.653992395437263,常廣,35.0,6730.TWO,0.44,7.33,N/A
⚪ 中性觀察,⚠️ 獲利稀釋,-10.32,127.83,3.91,-124.86,2025,141.3,2.97,49.30%,2026-03,5.764331129203822,新巨,54.2999992371,2420.TW,1.05,-2.6,35.64%
⚪ 數據不足,🏰 高護城河,46.94,-26.36,-0.78,-124.99,2025,-9.600000000000001,-151.35,56.72%,2026-03,0.0,基亞,31.6499996185,3176.TWO,-0.38,15.28,-48.58%
⚪ 數據不足,🔄 轉虧為盈,84.62,769.01,-0.24,-125.00999999999999,2025,-3.4499999999999997,644.0,18.47%,2026-03,0.0,日成-KY,36.7000007629,4807.TW,1.7,19.6,4.68%
⚪ 中性觀察,⚠️ 獲利稀釋,-18.72,148.24,3.92,-127.46000000000001,2025,135.6,20.78,N/A,2026-03,12.99778761061947,科定,117.5,6655.TW,0.95,3.86,N/A
⚪ 數據不足,🏰 高護城河,41.67,86.45,-0.56,-127.63,2025,-23.400000000000002,-41.18,73.88%,2026-03,0.0,新零售,12.0500001907,3085.TWO,-0.24,5.58,-74.64%
⚪ 中性觀察,⚠️ 獲利稀釋,-42.92,298.59,5.03,-127.81999999999996,2025,195.6,170.77,31.57%,2026-03,6.188650072714724,捷流閥業,80.6999969482,4580.TWO,1.76,-5.55,12.43%
❌ 暫避觀望,⚠️ 獲利稀釋,-29.79,129.18,1.98,-127.85000000000001,2025,75.3,1.33,46.40%,2026-03,29.9800796812749,前鼎,150.5,4908.TWO,0.76,-12.98,17.75%
⚪ 中性觀察,🏰 高護城河,-15.21,133.38,70.17,-128.04,2025,2491.8,5.34,51.54%,2026-03,12.099686973272332,嘉澤,2010.0,3533.TW,21.37,12.28,29.92%
⚪ 中性觀察,⚠️ 獲利稀釋,-14.93,133.06,10.77,-128.85,2025,405.75,4.21,N/A,2026-03,7.060998151571164,耕興,191.0,6146.TWO,2.97,-1.34,N/A
⚪ 中性觀察,⚠️ 獲利稀釋,10.48,153.5,29.54,-129.17000000000002,2025,1085.5500000000002,24.33,N/A,2026-03,0.9948873842752521,寶雅,72.0,5904.TWO,9.3,7.16,N/A
⚪ 中性觀察,⚠️ 獲利稀釋,7.23,133.24,3.59,-129.32000000000002,2025,130.65,3.92,N/A,2026-03,5.78645252880597,創為精密,50.4000015259,6899.TWO,1.08,27.05,N/A
⚪ 中性觀察,🏰 高護城河,79.17,100.47,0.9,-130.9,2025,28.35,-30.43,60.10%,2026-03,13.253967850317458,友霖,25.0499992371,4166.TWO,0.16,14.52,23.50%
❌ 暫避觀望,⚠️ 獲利稀釋,51.69,234.77,35.12,-131.37,2025,1357.5,103.4,N/A,2026-03,25.74585635359116,新代,2330.0,7750.TW,15.38,29.17,N/A
⚪ 中性觀察,📉 獲利侵蝕,-25.66,86.74,2.0,-132.45,2025,71.55,-45.71,N/A,2026-03,12.578616352201259,詮欣,60.0,6205.TW,0.38,-3.02,N/A
❌ 暫避觀望,⚠️ 獲利稀釋,56.47,239.86,2.66,-132.72000000000003,2025,68.55000000000001,107.14,N/A,2026-03,21.772428884026258,立積,99.5,4968.TW,0.58,2.24,N/A
⚪ 中性觀察,📉 獲利侵蝕,382.35,127.49,1.69,-133.04999999999998,2025,67.64999999999999,-5.56,N/A,2026-03,7.416851610399113,同亨,33.4500007629,5490.TWO,0.7,12.01,N/A
❌ 暫避觀望,⚠️ 獲利稀釋,-22.51,149.46,9.43,-133.55,2025,282.3,15.91,43.28%,2026-03,22.848034006376196,家登,430.0,3680.TWO,2.55,12.26,17.47%
⚪ 中性觀察,⚠️ 獲利稀釋,-2.28,136.2,2.14,-133.64,2025,77.25,2.56,48.05%,2026-03,7.417475876291261,寶陞,38.2000007629,2948.TWO,0.4,1.84,9.02%
❌ 暫避觀望,⚠️ 獲利稀釋,56.98,215.25,45.48,-134.24,2025,1553.55,81.01,42.10%,2026-03,24.52447619967172,弘塑,2540.0,3131.TWO,16.11,59.93,29.56%
⚪ 中性觀察,📉 獲利侵蝕,-41.32,64.29,0.98,-134.56,2025,42.45,-70.27,N/A,2026-03,13.604240282685511,台南-KY,38.5,5906.TW,0.11,-7.04,N/A
⚪ 中性觀察,⚠️ 獲利稀釋,-33.33,301.75,3.82,-135.08,2025,158.10000000000002,166.67,N/A,2026-03,2.2106261135768497,大城地產,23.2999992371,6171.TWO,0.08,-35.35,N/A
❌ 暫避觀望,⚠️ 獲利稀釋,-51.49,226.98,1.5,-136.5,2025,15.3,90.48,41.30%,2026-03,92.45098338411765,耀登,94.3000030518,3138.TW,-0.02,2.05,7.58%
⚪ 中性觀察,📉 獲利侵蝕,56.72,115.09,1.05,-136.71,2025,38.849999999999994,-21.62,N/A,2026-03,9.594594741891893,尚凡*,24.8500003815,5278.TWO,0.29,18.28,N/A
⚪ 中性觀察,📉 獲利侵蝕,-27.37,124.86,2.6,-136.76,2025,93.15,-11.9,N/A,2026-03,11.996779388083736,富致,74.5,6642.TWO,0.74,3.61,N/A
⚪ 中性觀察,⚠️ 獲利稀釋,-80.37,182.43,0.43,-136.98000000000002,2025,13.35,45.45,24.70%,2026-03,12.696629427752809,加捷生醫,11.3000001907,4109.TWO,0.15,-9.62,-7.54%
⚪ 數據不足,🔄 轉虧為盈,-106.78,237.41,-0.29,-137.41,2025,-35.849999999999994,100.0,N/A,2026-03,0.0,鑫創電子,52.0,6680.TWO,0.08,-15.41,N/A
⚪ 數據不足,📉 獲利侵蝕,-13.11,102.78,6.43,-137.46,2025,0.0,-34.68,33.68%,2026-03,0.0,東陽,0.0,1319.TW,1.62,-1.96,18.07%
❌ 暫避觀望,📉 獲利侵蝕,-55.59,102.54,1.63,-137.54000000000002,2025,45.3,-35.0,N/A,2026-03,20.927152570496688,保勝光學,63.2000007629,6517.TWO,0.52,-1.73,N/A
⚪ 數據不足,📉 獲利侵蝕,31.82,137.61,-0.15,-137.61,2025,-5.7,0.0,40.70%,2026-03,0.0,農林,10.8500003815,2913.TW,-0.04,9.13,-7.01%
⚪ 中性觀察,📉 獲利侵蝕,-87.79,43.67,1.29,-137.88,2025,299.54999999999995,-94.21,N/A,2026-03,1.3144717075613421,可寧衛*,26.25,8422.TW,0.21,-7.53,N/A
⚪ 中性觀察,⚠️ 獲利稀釋,-0.43,148.7,6.9,-138.13,2025,277.65000000000003,10.57,N/A,2026-03,7.563479200432198,飛捷,140.0,6206.TW,2.51,9.26,N/A
⚪ 中性觀察,📉 獲利侵蝕,81.39,103.42,7.31,-138.3,2025,175.2,-34.88,N/A,2026-03,6.018835877722603,瑞耘,70.3000030518,6532.TWO,0.84,-6.21,N/A
⚪ 數據不足,⚠️ 獲利稀釋,34.19,174.21,-0.77,-138.5,2025,-33.3,35.71,N/A,2026-03,0.0,蒙恬,19.6000003815,5211.TWO,-0.18,34.16,N/A
⚪ 中性觀察,⚠️ 獲利稀釋,-33.45,312.01,1.95,-138.67999999999998,2025,83.55000000000001,173.33,25.80%,2026-03,7.773788013842011,鼎天,43.2999992371,3306.TWO,0.11,10.49,1.28%
⚪ 中性觀察,⚠️ 獲利稀釋,-4.63,148.79,6.18,-138.73,2025,223.8,10.06,N/A,2026-03,8.34450402144772,博大,124.5,8109.TWO,1.75,15.04,N/A
❌ 暫避觀望,⚠️ 獲利稀釋,-19.23,539.09,0.19,-139.09000000000003,2025,5.8500000000000005,400.0,15.75%,2026-03,50.76922881307692,東和,19.7999992371,1414.TW,0.06,-10.66,-3.56%
⚪ 中性觀察,📉 獲利侵蝕,-47.4,51.4,3.0,-139.35,2025,78.0,-87.95,N/A,2026-03,7.653846007134616,君曜,39.7999992371,7770.TWO,0.1,12.79,N/A
⚪ 中性觀察,⚠️ 獲利稀釋,2.97,142.19,11.47,-139.45,2025,440.70000000000005,2.74,N/A,2026-03,7.539142273655547,中華資安,221.5,7765.TW,3.38,3.64,N/A
⚪ 中性觀察,📉 獲利侵蝕,-6.08,70.64,5.29,-139.69,2025,193.95,-69.05,49.97%,2026-03,3.6040215370533644,生合,46.5999984741,1295.TWO,0.39,4.97,11.73%
⚪ 數據不足,📉 獲利侵蝕,-147.27,30.39,-0.52,-140.07,2025,-18.6,-109.68,N/A,2026-03,0.0,迅杰,50.5,6243.TW,-0.03,-12.93,N/A
⚪ 中性觀察,📉 獲利侵蝕,-4.72,108.67,3.43,-140.25,2025,134.39999999999998,-31.58,34.23%,2026-03,4.347098299430804,君帆,38.9500007629,4584.TWO,0.91,-1.51,12.30%
⚪ 中性觀察,📉 獲利侵蝕,-24.75,104.46,6.76,-140.68,2025,290.85,-36.22,N/A,2026-03,8.354822073233626,瓦城,162.0,2729.TWO,1.64,0.46,N/A
❌ 暫避觀望,📉 獲利侵蝕,-29.75,71.65,2.81,-141.57,2025,99.74999999999999,-69.92,42.16%,2026-03,24.962406015037597,智原,166.0,3035.TW,0.4,62.61,2.86%
❌ 暫避觀望,⚠️ 獲利稀釋,-48.05,244.55,2.0,-141.77,2025,52.95,102.78,N/A,2026-03,16.3172800209915,迅德,57.5999984741,6292.TWO,0.73,-3.28,N/A
⚪ 中性觀察,📉 獲利侵蝕,-0.84,137.6,17.76,-141.78,2025,659.1,-4.18,N/A,2026-03,5.780609922621756,致新,254.0,8081.TW,4.62,5.0,N/A
⚪ 中性觀察,📉 獲利侵蝕,15.63,133.59,5.8,-141.87,2025,215.7,-8.28,N/A,2026-03,5.076495132127956,明達醫,73.0,6527.TWO,1.33,9.33,N/A
⚪ 數據不足,⚠️ 獲利稀釋,18.35,143.49,-2.57,-141.93,2025,-88.05,1.56,N/A,2026-03,0.0,益得,15.6000003815,6461.TWO,-0.63,170.31,N/A
⚪ 中性觀察,📉 獲利侵蝕,-39.84,89.96,3.09,-142.2,2025,127.64999999999999,-52.24,N/A,2026-03,4.048178703043478,裕山,34.4500007629,7715.TWO,0.64,-27.76,N/A
⚪ 中性觀察,⚠️ 獲利稀釋,10.18,180.17,42.0,-142.26,2025,1583.5500000000002,37.91,47.51%,2026-03,13.498152884342142,亞德客-KY,1425.0,1590.TW,13.35,11.97,31.25%
⚪ 數據不足,📉 獲利侵蝕,6.47,51.34,-1.59,-142.72,2025,-39.0,-91.38,32.24%,2026-03,0.0,正峰,10.1999998093,1538.TW,-1.11,1.9,-58.77%
⚪ 數據不足,🔄 轉虧為盈,-246.15,443.05,-0.65,-143.05,2025,-13.65,300.0,N/A,2026-03,0.0,凱鈺,25.0,5468.TWO,0.12,36.88,N/A
⚪ 中性觀察,📉 獲利侵蝕,-19.62,114.65,26.87,-143.09,2025,1029.8999999999999,-28.44,38.19%,2026-03,7.631808913486747,聯詠,524.0,3034.TW,6.19,-2.07,16.92%
❌ 暫避觀望,⚠️ 獲利稀釋,14.0,185.98,0.58,-144.31,2025,35.24999999999999,41.67,N/A,2026-03,75.95744680851065,雷虎,178.5,8033.TW,0.34,14.37,N/A
⚪ 中性觀察,📉 獲利侵蝕,6.64,125.8,34.51,-144.99,2025,1293.4499999999998,-19.19,N/A,2026-03,6.772584947234142,譜瑞-KY,584.0,4966.TWO,6.77,1.76,N/A
❌ 暫避觀望,⚠️ 獲利稀釋,110.03,206.98,75.71,-145.23999999999998,2025,2791.5,61.74,N/A,2026-03,33.26168726491134,鴻勁,6190.0,7769.TW,25.7,116.34,N/A
⚪ 中性觀察,⚠️ 獲利稀釋,-50.22,237.89,2.25,-145.57999999999998,2025,72.45,92.31,N/A,2026-03,9.834368530020704,晶達,47.5,4995.TWO,1.01,-7.32,N/A
❌ 暫避觀望,⚠️ 獲利稀釋,-10.94,269.52,0.58,-145.98999999999998,2025,11.549999999999999,123.53,N/A,2026-03,18.57142881909091,訊映,14.3000001907,4155.TW,0.39,-6.81,N/A
⚪ 中性觀察,📉 獲利侵蝕,-23.5,130.66,1.81,-146.18,2025,63.3,-15.52,33.56%,2026-03,11.481042834810426,味王,48.4500007629,1203.TW,0.49,-10.06,14.34%
⚪ 中性觀察,📉 獲利侵蝕,-50.94,79.57,3.29,-146.45999999999998,2025,130.35000000000002,-66.89,N/A,2026-03,8.849252189401609,昶瑞機電,76.9000015259,7642.TWO,0.5,-15.67,N/A
⚪ 中性觀察,⚠️ 獲利稀釋,47.62,177.74,6.25,-147.03,2025,202.2,30.71,N/A,2026-03,13.983679525222554,捷創科技,188.5,7810.TWO,1.83,34.56,N/A
⚪ 中性觀察,📉 獲利侵蝕,-7.07,107.87,1.85,-147.64000000000001,2025,107.1,-39.77,N/A,2026-03,13.837535441428573,智通*,98.8000030518,8932.TWO,0.53,51.84,N/A
❌ 暫避觀望,⚠️ 獲利稀釋,-5.93,151.01,1.13,-147.67999999999998,2025,41.699999999999996,3.33,N/A,2026-03,15.00000027442446,聯寶,41.7000007629,6821.TWO,0.32,2.84,N/A
❌ 暫避觀望,⚠️ 獲利稀釋,32.55,165.36,7.37,-147.81,2025,275.1,17.55,N/A,2026-03,17.47546346782988,達興材料,320.5,5234.TW,2.21,12.43,N/A
⚪ 中性觀察,📉 獲利侵蝕,-25.47,118.45,2.37,-148.18,2025,76.94999999999999,-29.73,N/A,2026-03,4.532163742690059,三能-KY,23.25,6671.TW,0.26,-2.1,N/A
⚪ 中性觀察,📉 獲利侵蝕,3.23,86.03,0.96,-148.53,2025,34.199999999999996,-62.5,N/A,2026-03,8.399122639692983,時報,19.1499996185,8923.TWO,0.18,2.69,N/A
